50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.667806,,,,,,,,,,,,,,19a038d0-a7f5-4c46-b104-4a87b3a3a78d,18,,"[50.6, 76.7]",303532,0,,,,-1.6373645,,Right Foot,,,"[50.0, 67.7]",,Ground Pass,,9.019978,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,From Kick Off,Aitor Ruibal García,6851.0,Right Wing Back,2,Leganés,205,"['897176ad-40b5-4d4b-b6b9-72be371b79d9', 'ec144f1d-6aac-4521-bd28-a8be2c2369d9']",9,,,,,,,,,,,,,,,,,Leganés,205,00:00:09.849,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.962248,,,,,,,,,,,,,,db69a60c-5374-4718-bc13-c91b68197750,21,,"[50.0, 67.7]",303532,0,,,,0.11710875,,Right Foot,,,"[63.6, 69.3]",,Low Pass,,13.693794,,,Javier Eraso Goñi,6606.0,,,,,,1,From Kick Off,Rubén Salvador Pérez Del Mármol,6599.0,Center Defensive Midfield,2,Leganés,205,['a28c4530-f98a-4020-90db-bdb04e37c18e'],10,,,,,,,,,,,,,,,,,Leganés,205,00:00:10.601,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,4.629949,,,,,,,,,,,,,,c0d67a3b-fec8-4b58-87f6-89e9bf9b0e8d,25,,"[63.9, 69.3]",303532,0,,,,0.3824494,,Right Foot,,,"[90.5, 80.0]",,High Pass,,28.671413,Out,,,,,,,,,1,From Kick Off,Javier Eraso Goñi,6606.0,Right Center Forward,2,Leganés,205,['64798b24-4267-45d3-b5ff-e2f9f8d1f5f7'],11,,,,,,,,,,,,,,,,,Leganés,205,00:00:11.651,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.092829,,,,,,,,,,,,,,d975931a-22a5-4d44-bfaf-3f661c18e303,26,,"[34.7, 0.1]",303532,0,,,,0.2945464,,,,,"[43.6, 2.8]",,High Pass,,9.300538,,,Anssumane Fati,30756.0,,,,,Throw-in,1,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,3,Barcelona,217,['2efe8f41-87e1-4f09-b727-317a01e140d7'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.983,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.863149,,,,,,,,,,,,,,81204704-e62b-4ba5-acdd-d92a4363a8d8,31,,"[42.8, 4.8]",303532,0,,,,2.6516354,,Right Foot,,,"[32.3, 10.4]",,Ground Pass,,11.9,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Anssumane Fati,30756.0,Left Wing,3,Barcelona,217,"['542aa6d8-3941-45df-8494-52776e10acc3', 'd169ecc9-d73b-4049-afbe-004ad6ec6571']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.975,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.86192,,,,,,,,,,,,,,332dfc88-76e9-4b81-aa00-08e2116511ef,35,,"[34.5, 10.6]",303532,0,,,,-3.0555983,,Right Foot,,,"[22.9, 9.6]",,Ground Pass,,11.6430235,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['71a47382-0eb0-4dd6-ba24-b6be2b1b9546', 'f8603488-6675-4532-b4c9-c4faadacf466']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.181,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.51163,,,,,,,,,,,,,,f6819f07-404d-4d74-af0c-d14a160dd931,38,,"[22.4, 9.6]",303532,0,,,,1.9127462,,Left Foot,,,"[11.9, 39.1]",,Ground Pass,,31.312937,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['9d7fc1d0-44b3-43a1-901c-c41f80c90490'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.003,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.371372,,,,,,,,,,,,,,7012ac40-14d1-442d-8d08-299d61d37c55,41,,"[21.5, 48.3]",303532,0,,,,-1.4798074,,Right Foot,,,"[24.0, 20.9]",,Ground Pass,,27.513815,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['e1b6caf8-6271-40ca-a39d-bb99d2e00bcf'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.737,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.999828,,,,,,,,,,,,,,c6ca82a5-3658-4c03-8fbc-9c2308d61239,44,,"[30.2, 21.4]",303532,0,,,,0.96221554,,Left Foot,,,"[43.3, 40.2]",,Ground Pass,,22.913969,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['18376f53-c897-447a-a5a4-91fb02791fd5'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.452,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.573139,,,,,,,,,,,,,,d2ae3cd9-d2ca-41b8-89d6-c1a0ebd1a0c5,47,,"[43.3, 40.2]",303532,0,,,,2.3102498,,Right Foot,,,"[35.0, 49.3]",,Ground Pass,,12.316655,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['9fc35161-5a20-441d-9272-93a52e027382'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.491,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.059774,,,,,,,,,,,,,,93ed4bbb-36e3-4eb5-9705-cce0a05bf70d,50,,"[43.6, 63.6]",303532,0,,,,0.61018014,,Right Foot,,,"[55.9, 72.2]",,Ground Pass,,15.008331,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9bfc3062-dd33-455b-9c7f-d66dd55ea188'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.116,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.353781,,,,,,,,,,,,,,9f3cf0f8-e0ff-457e-9151-39f6ce33fdea,53,,"[55.1, 71.7]",303532,0,,,,-2.7637212,,Right Foot,,,"[42.0, 66.5]",,Ground Pass,,14.094325,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['6e8c630b-4c9d-485a-b743-9942b60791ea'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.573,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.368554,,,,,,,,,,,,,,6ab59135-df5a-4111-85d4-adc5aa70bd55,56,,"[49.4, 60.3]",303532,0,,,,1.1486474,,Left Foot,,,"[54.7, 72.1]",,Ground Pass,,12.93561,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['67678760-8bdb-4435-b261-a05beef4ee18'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.732,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.912284,,,,,,,,,,,,,,fa56880f-44ab-4fc4-a3f0-adc17b5ac9a2,59,,"[54.7, 72.1]",303532,0,,,,0.46803355,,Right Foot,,,"[63.8, 76.7]",,Ground Pass,,10.1965685,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['0a43764a-4559-4d70-ab3a-b5599e41886a'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.722,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.074797,,,,,,,,,,,,,,4c5469e9-ad56-4c6f-a7c6-222403074f8d,63,,"[63.4, 76.0]",303532,0,,,,-2.2879944,,Left Foot,,,"[29.3, 36.9]",,Low Pass,,51.880825,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['2459e091-c759-4d9a-b50e-11719e210bed', '4a36e3b8-48cb-412a-af8e-5c3a71f6ac42']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.754,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.420237,,,,,,,,,,,,,,16b9becf-26a4-494a-8864-662ef1c04d74,65,,"[29.3, 36.9]",303532,1,,,,-1.1982421,,Right Foot,,,"[36.1, 19.5]",,Ground Pass,,18.681541,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['ff1112fe-dcfa-4b11-90a2-b46aa7f9ffed'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.829,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.401527,,,,,,,,,,,,,,7d3d48bd-d673-4391-a0ed-4c9cecbad3d6,68,,"[38.8, 20.0]",303532,1,,,,2.604308,,Right Foot,,,"[24.7, 28.4]",,Ground Pass,,16.412495,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['8a9ce8c0-1fbf-4537-97ee-13dbf9df0e35'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.252,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.403429,,,,,,,,,,,,,,a3096355-49e3-43c9-8940-a262364bbe9f,71,,"[24.7, 28.4]",303532,1,,,,0.9405058,,Left Foot,,,"[36.3, 44.3]",,Ground Pass,,19.681717,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['886a26e8-179f-4a31-97f0-829890de4df1'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.089,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.223456,,,,,,,,,,,,,,9e043638-7ebf-4797-9383-938824f1268e,74,,"[48.4, 57.5]",303532,1,,,,1.4104209,,Right Foot,,,"[50.6, 71.1]",,Ground Pass,,13.776793,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['d88113a2-08a1-4e5b-9324-a3c026101969'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.478,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.724614,,,,,,,,,,,,,,ecdd8b3d-0e7a-4dcf-a1d8-38bfc0f9dfee,77,,"[50.3, 71.1]",303532,1,,,,0.5057913,,Right Foot,,,"[56.8, 74.7]",,Ground Pass,,7.430343,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['e1226b46-bc3e-47a5-8913-4904211205c6'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.421,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.092211,,,,,,,,,,,,,,8647c374-6411-432c-9204-ab8758defcd8,82,,"[51.3, 78.4]",303532,1,,,,-2.6707852,,Left Foot,,,"[34.6, 69.9]",,Ground Pass,,18.73873,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['2ad4c788-b940-4f38-bc8c-ad6ab7d3ed3e', '6b0eaf9e-a59f-49a1-a921-1f1690a1ea1e', 'a8d9911e-1c3f-4c99-b84c-e223f95289c0']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.605,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.865806,,,,,,,,,,,,,,af3472aa-b33f-4b75-9ec8-9c4644b820e9,85,,"[33.7, 67.1]",303532,1,,,,0.8305288,,Left Foot,,,"[41.1, 75.2]",,Ground Pass,,10.971326,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['f524bfb1-79af-4da3-b506-b19f2c470189'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.245,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.88876,,,,,,,,,,,,,,4106bbe6-299c-44f1-9239-f10667322943,89,,"[39.0, 56.9]",303532,1,,,,-0.82070625,,Left Foot,,,"[78.6, 14.4]",,High Pass,,58.089672,Incomplete,,Anssumane Fati,30756.0,,True,Through Ball,True,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['35eb02ae-f2f2-4497-a022-03aa4bc84add', '49481e05-7088-4fef-84bf-5f235ac943c4', '551666cd-6b69-4e03-b437-1de7a74d1040']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.861,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.086144,,,,,,,,,,,,,,49481e05-7088-4fef-84bf-5f235ac943c4,91,,"[41.5, 65.7]",303532,1,,,,-2.195905,,Head,,,"[34.5, 56.0]",,Low Pass,,11.962023,,,Chidozie Collins Awaziem,3139.0,,,,,Recovery,1,Regular Play,Aitor Ruibal García,6851.0,Right Wing Back,4,Leganés,205,"['4106bbe6-299c-44f1-9239-f10667322943', 'fed6fc62-b90a-488d-b3a9-fe5a1d8f5786']",25,,,,,,,,,,,,,,,,,Leganés,205,00:01:25.750,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.675273,,,,,,,,,,,,,,d822659c-8e61-4740-a2c0-4e8a5b8ad671,95,,"[30.2, 58.9]",303532,1,,,,-2.6363025,,Right Foot,,,"[11.4, 48.5]",,Ground Pass,,21.484879,,,Iván Cuéllar Sacristán,6610.0,,,,,,1,Regular Play,Chidozie Collins Awaziem,3139.0,Right Center Back,4,Leganés,205,"['18fbc1a7-cf4a-4806-823e-45d978efd923', '9cf14268-7597-40eb-87bc-d32df6126445']",29,,,,,,,,,,,,,,,,,Leganés,205,00:01:29.511,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,3.604863,,,,,,,,,,,,,,e0d8da6b-459e-4c91-a2cc-19e86f9cf1c1,98,,"[12.3, 49.3]",303532,1,,,,-0.19774266,,Left Foot,,,"[67.7, 38.2]",,High Pass,,56.50106,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,4,Leganés,205,"['45574081-f933-4668-a33d-efc7a0597c2c', 'b675d91c-60bd-4b9b-8df7-46aab32ac932']",31,,,,,,,,,,,,,,,,,Leganés,205,00:01:31.227,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.975638,,,,,,,,,,,,,,b675d91c-60bd-4b9b-8df7-46aab32ac932,100,,"[52.4, 41.9]",303532,1,,,,-0.073637106,,Head,,,"[64.6, 41.0]",,High Pass,,12.233151,,,Ivan Rakitić,5470.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['5bd50fa2-5628-47a2-a3f6-95d34c0f21c2', 'e0d8da6b-459e-4c91-a2cc-19e86f9cf1c1']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.832,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.743563,,,,,,,,,,,,,,b8b6c6b6-d314-4c24-b362-015aa9e27739,103,,"[64.6, 41.0]",303532,1,,,,-2.2545056,,Other,,,"[62.4, 38.3]",,Low Pass,,3.482815,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['4566a158-8c8b-4398-af03-e49bccbf4046'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.927,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.696599,,,,,,,,,,,,,,31e6a3e6-6387-4ed2-a7a2-7656fe3399b6,106,,"[62.1, 37.9]",303532,1,,,,-0.7411792,,Left Foot,,,"[68.0, 32.5]",,Low Pass,,7.9981246,Unknown,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,,36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.751,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.79445,,,,,,,,,,,,,,f64badb9-ae80-43a0-9d30-6768eb4fef52,110,,"[63.7, 28.2]",303532,1,,,,-1.2386023,,Right Foot,,,"[71.6, 5.3]",,Ground Pass,,24.224367,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['3d3a880e-28f6-4d19-aadb-f0f052f5fe80'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.779,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.79083,,,,,,,,,,,,,,1d086d1d-2d58-4efa-8778-1368d2777264,113,,"[71.6, 5.3]",303532,1,,,,-0.3139382,,Right Foot,,,"[79.3, 2.8]",,Ground Pass,,8.095678,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,8,Barcelona,217,['7dba3581-6f4e-4a7d-a268-40ccf9e4e589'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.675,Pass,,2019/2020
