bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,615005f6-5256-4258-bb1b-3d09dd6597e5,1,,,69277,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25912, 'name': 'Ricardo López Felipe'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 25865, 'name': 'José Romero Urtasun'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25874, 'name': 'Francisco Puñal Martínez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 26516, 'name': 'Walter Gerardo Pandiani Urquiza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 26169, 'name': 'Javier Camuñas Gallego'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 26522, 'name': 'Carlos Reina Aranda'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Osasuna,422,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,517f35dc-bf51-4f3c-a823-a3c2e08a46bd,2,,,69277,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 18608, 'name': 'Dmytro Chygrynskiy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a9ca20c6-9f7e-4566-bc15-8e08293a05d7,3,,,69277,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,['d140f499-6090-4ef4-bf6a-9d09c85ffed3'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d140f499-6090-4ef4-bf6a-9d09c85ffed3,4,,,69277,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Osasuna,422,['a9ca20c6-9f7e-4566-bc15-8e08293a05d7'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,598c5564-a2e6-49c4-8716-c35687a85633,1726,,,69277,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Barcelona,217,['fa835270-d01b-45ec-8b7c-10d227ec9d87'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa835270-d01b-45ec-8b7c-10d227ec9d87,1727,,,69277,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Barcelona,217,['598c5564-a2e6-49c4-8716-c35687a85633'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,0.6325,,,,,,,,,,,,,68657d1a-f799-4717-b4e4-925df3c8276b,5,,"[61.0, 41.0]",69277,0,,True,,,-2.2419403,,Right Foot,,"[58.3, 37.6]",,Ground Pass,,4.3416586,,,,,Zlatan Ibrahimović,3672.0,,,,,,Kick Off,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,['5b7d4114-47ee-498d-ab16-71ece601ff23'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.536,Pass,,2009/2010
,,,,,,,,,,,,,,,2.5866,,,,,,,,,,,,,cd1d1ae6-cd85-4a9c-b453-28e7774f6ee1,7,,"[57.5, 37.0]",69277,0,,,,,2.6816216,,Left Foot,,"[35.7, 47.8]",,Ground Pass,,24.328585,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Barcelona,217,['97b1b9a8-3686-4c7e-b6a7-f1e2574b85ab'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.603,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6718,,,,,,,,,,,,,e572cb6e-d987-44bf-b6b0-9b7186b5a04f,10,,"[35.7, 47.8]",69277,0,,,,,-1.9028558,,Right Foot,,"[28.7, 27.5]",,Ground Pass,,21.473007,,,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['2b4aea26-e82f-4422-ae11-bae675a484d5'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.459,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6074,,,,,,,,,,,,,54b1298b-0fcc-42cb-bf80-936c36a07e0c,13,,"[28.7, 27.5]",69277,0,,,,,-1.3211174,,Left Foot,,"[33.8, 7.5]",,Ground Pass,,20.640009,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['552da283-0d55-460c-9bae-c5c7e1b61a69'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.056,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0832,,,,,,,,,,,,,7c94a1d7-cd9e-4f50-9503-457a20cd07c5,17,,"[32.1, 4.4]",69277,0,,,,,0.06479467,,Left Foot,,"[58.3, 6.1]",,Ground Pass,,26.255095,,,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,"['2bb8d875-e02b-4d16-ae2a-0692957ffbca', '882926d6-5772-4644-ab89-dd8c008b75c9', 'b770b2dd-4522-4668-aa6b-a2dafe686eed']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.973,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.4953,,,,,,,,,,,,,c1112a5f-101a-4f4c-ad66-6404eb1b7c45,20,,"[63.9, 1.0]",69277,0,,,,,0.48597243,,,,"[88.7, 14.1]",,High Pass,,28.047281,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,"['c4126923-f588-4841-96ee-df268f5db4f3', 'ecce5dde-076d-487b-9b27-1d23c5656046']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.765,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8563,,,,,,,,,,,,,ac7225fc-dc4c-4ff3-b381-81feb91535d3,23,,"[76.8, 14.5]",69277,0,,,,,0.024994794,,Head,,"[84.8, 14.7]",,Low Pass,,8.0025,,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,3,Barcelona,217,['435adf2f-a2b1-40c9-b468-e03faaa53098'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.364,Pass,,2009/2010
,,,,,,,,,,,,,,,0.6715,,,,,,,,,,,,,31bc16cb-22a8-406e-93be-0dc5c2d019f9,27,,"[84.6, 16.2]",69277,0,,,,,2.313966,,Right Foot,,"[77.8, 23.6]",,Ground Pass,,10.049875,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['6a677e5c-3b74-4fd0-94f3-0a4d7d31e428'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.056,Pass,,2009/2010
,,,,,,,,,,,,,,,0.6694,,,,,,,,,,,,,ee54bc59-8d69-4a99-af4e-1f3dca910316,31,,"[78.7, 20.9]",69277,0,,,,,-1.5707964,,Right Foot,,"[78.7, 12.0]",,Ground Pass,,8.9,,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,"['494027f6-c77a-4e13-af6a-c30f24c51bed', '4d2d9931-2900-449d-b1ac-adbb3e5fa8ae']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.767,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.817901,,,,,,,,,,,,,4865df3b-e0ca-4445-8830-905f290d324b,35,,"[78.5, 7.1]",69277,0,,,,,2.3990254,,Left Foot,,"[56.6, 27.2]",,Ground Pass,,29.725746,,,Incomplete,,,,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,3,Barcelona,217,"['79e7c926-2915-4fe9-8081-ce40c3111ba8', 'c9eaa1b2-8162-4ff1-a381-70dcc7c0b7a5']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.476,Pass,True,2009/2010
,,,,,,,,,,,,,,,2.0258,,,,,,,,,,,,,a0f9581c-896b-403c-8d0a-4ec0ade5f1bf,42,,"[71.3, 47.6]",69277,0,,,,,0.3749323,,Right Foot,,"[86.8, 53.7]",,Ground Pass,,16.657131,,,Incomplete,,Javier Camuñas Gallego,26169.0,,,,,,,1,From Throw In,Carlos Reina Aranda,26522.0,Center Forward,3,Barcelona,217,"['6a62fc9f-f5aa-42de-afc7-09bf4a6f15f4', '7d317d8b-fd70-4b0e-a73d-d3b9000e19d6']",29,,,,,,,,,,,,,,,,,Osasuna,422,00:00:29.868,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4396,,,,,,,,,,,,,2e909fb6-b26c-4230-9175-841060ca1d29,47,,"[39.5, 21.7]",69277,0,,,,,0.18742912,,Right Foot,,"[68.5, 27.2]",,Ground Pass,,29.516945,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['933d3a95-ee84-4df8-99d8-6f09322ec2a8', 'b4d8b19d-b0f6-452d-a734-8b7236a6cfed']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.835,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.6157,,,,,,,,,,,,,ae7c6cfd-115c-4c8a-9b63-d2300c8fd773,53,,"[72.1, 27.7]",69277,0,,,,,1.9994473,,Right Foot,,"[63.6, 46.3]",,Ground Pass,,20.450184,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['4f5466cd-3f28-4d64-892b-53c343dab17f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.218,Pass,,2009/2010
,,,,,,,,,,,,,,,2.845442,,,,,,,,,,,,,eaa91ec8-6088-407d-b0c1-b54db8f8bf57,56,,"[63.8, 46.3]",69277,0,,,,,0.9652517,,Right Foot,,"[83.6, 74.9]",,Ground Pass,,34.785053,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['32bdaae6-7981-47d5-906b-ac7f87ac38de'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.496,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2797,,,,,,,,,,,,,c34a6693-65c7-47d3-9377-5e130616ac24,59,,"[95.9, 60.3]",69277,0,,,,,-0.16804303,,Left Foot,,"[107.1, 58.4]",,Ground Pass,,11.360018,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['fc16c76f-dbe1-4c37-b299-dd74b4dcd3d9'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.323,Pass,,2009/2010
,,,,,,,,,,,,,,,0.2952,,,,,,,,,,,,,d668715d-3a84-43b7-908f-e2193a674af9,63,,"[108.6, 61.9]",69277,0,,,,,-1.6648575,,Right Foot,,"[108.1, 56.6]",,Low Pass,,5.3235326,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,"['8119d378-fba3-4c52-baaa-7c22dc1accce', 'cfce4437-dd3f-4625-8bd1-c54e662a8ffd']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.167,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4993,,,,,,,,,,,,,25f2a19b-06d6-4890-8cfd-eec96b51ea93,72,,"[120.0, 1.0]",69277,1,,,,,1.7587681,12449df8-2d0f-47fb-b0d2-de397019b978,Right Foot,,"[113.0, 37.8]",,High Pass,True,37.459846,,,,,Gerard Piqué Bernabéu,5213.0,True,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['9adbf88a-153e-4611-8876-3b0efeba4959'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.024,Pass,,2009/2010
,,,,,,,,,,,,,,,2.6679,,,,,,,,,,,,,91331f80-d85f-4188-ae4e-82f0b8ad6ae2,77,,"[6.0, 44.0]",69277,1,,,,,0.14578977,,Right Foot,,"[70.7, 53.5]",,High Pass,,65.39373,,,Incomplete,,Walter Gerardo Pandiani Urquiza,26516.0,,,,,,Goal Kick,1,From Goal Kick,Ricardo López Felipe,25912.0,Goalkeeper,5,Osasuna,422,"['83efb7c2-a476-4171-b3bb-19c6b532166b', 'e24bc76d-d667-4488-8363-df6399553151']",41,,,,,,,,,,,,,,,,,Osasuna,422,00:01:41.947,Pass,,2009/2010
,,,,,,,,,,,,,,,2.1425,,,,,,,,,,,,,83efb7c2-a476-4171-b3bb-19c6b532166b,79,,"[50.3, 27.5]",69277,1,,,,True,-1.0482109,,,,"[57.5, 15.0]",,High Pass,,14.425325,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,From Goal Kick,Seydou Kéita,20169.0,Left Center Midfield,5,Osasuna,422,"['3f4c572a-11f0-47f3-9011-b185f56dd2f0', '91331f80-d85f-4188-ae4e-82f0b8ad6ae2', 'a30969a9-11c4-4cf4-86b9-4118210259dc', 'a3b4adff-8860-4f79-a33c-3bd0c75b35e3']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.615,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.3609,,,,,,,,,,,,,3f4c572a-11f0-47f3-9011-b185f56dd2f0,82,,"[63.5, 66.0]",69277,1,,,,,-0.22581168,,Head,,"[70.9, 64.3]",,High Pass,,7.5927596,,,,,Walter Gerardo Pandiani Urquiza,26516.0,,,,,,Recovery,1,From Goal Kick,César Azpilicueta Tanco,3957.0,Right Back,5,Osasuna,422,"['83efb7c2-a476-4171-b3bb-19c6b532166b', 'f90c639e-edf4-43f2-b3ae-d49afa661b77']",46,,,,,,,,,,,,,,,,,Osasuna,422,00:01:46.757,Pass,,2009/2010
,,,,,,,,,,,,,,,0.2864,,,,,,,,,,,,,e22813dc-5991-438b-ac45-52b32ab99a56,85,,"[69.7, 69.0]",69277,1,,,,,-2.4227626,,Right Foot,,"[67.3, 66.9]",,Ground Pass,,3.1890438,,,Incomplete,,Francisco Puñal Martínez,25874.0,,,,,,,1,From Goal Kick,Walter Gerardo Pandiani Urquiza,26516.0,Center Attacking Midfield,5,Osasuna,422,"['494f5dcf-b6bd-44b3-8917-e0333bb3ae18', '91559cd2-291a-4d9a-9f83-c309cd2936da']",48,,,,,,,,,,,,,,,,,Osasuna,422,00:01:48.876,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3874,,,,,,,,,,,,,a6b5f46b-ce26-47f3-a0e4-7cacd6534040,90,,"[63.7, 60.7]",69277,1,,,,,-0.7078339,,Left Foot,,"[84.5, 42.9]",,Low Pass,,27.376633,,,Incomplete,,,,,,,,,,1,From Goal Kick,Walter Gerardo Pandiani Urquiza,26516.0,Center Attacking Midfield,5,Osasuna,422,['fac84ff3-d16b-4ebe-8fcf-60c440d74395'],51,,,,,,,,,,,,,,,,,Osasuna,422,00:01:51.862,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8264,,,,,,,,,,,,,bfd85cef-d35d-4861-9240-6edc9c5198c7,92,,"[70.1, 42.7]",69277,1,,,,,-0.71991813,,Right Foot,,"[76.6, 37.0]",,Ground Pass,,8.64523,,,,,Javier Camuñas Gallego,26169.0,,,,,,Recovery,1,From Goal Kick,Javad Nekounam,26002.0,Left Center Midfield,5,Osasuna,422,['8e869844-c5ff-417e-a3e8-b11fc1856d75'],54,,,,,,,,,,,,,,,,,Osasuna,422,00:01:54.667,Pass,,2009/2010
,,,,,,,,,,,,,,,0.9547,,,,,,,,,,,,,3ab5f484-c0fe-47cd-bbdc-74e1b610b2ce,95,,"[75.8, 40.4]",69277,1,,,,,1.1786776,,Right Foot,,"[81.3, 53.7]",,Ground Pass,,14.392359,,,,,Walter Gerardo Pandiani Urquiza,26516.0,,,,,,,1,From Goal Kick,Javier Camuñas Gallego,26169.0,Left Wing,5,Osasuna,422,['efa0185f-a33f-4131-b61f-d3870f4aa678'],56,,,,,,,,,,,,,,,,,Osasuna,422,00:01:56.226,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2965,,,,,,,,,,,,,ef69d583-6f8c-4c08-80e9-bebab5e63915,104,,"[35.7, 23.6]",69277,2,,,,,0.7803221,,Left Foot,,"[45.6, 33.4]",,Ground Pass,,13.930183,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,6,Barcelona,217,"['699b99ff-bd0f-47ed-9ec7-dd83c59bfead', '8398a1f4-6d9f-4460-8248-989296f14ba6', 'f1357869-15c2-444e-81b2-009d4bd35788']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.892,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.7906,,,,,,,,,,,,,3d5e0e08-b901-4530-988d-212868764c94,107,,"[45.6, 33.4]",69277,2,,,,,-2.4167266,,Right Foot,,"[38.6, 27.2]",,Ground Pass,,9.350936,,,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['542e07fe-173b-4d5f-a056-c2e39ed91377'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.319,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4721,,,,,,,,,,,,,ba0b255f-dfd4-47c1-ac9b-9115542cafab,110,,"[38.6, 27.2]",69277,2,,,,,0.8200846,,Left Foot,,"[53.9, 43.6]",,Ground Pass,,22.428776,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,6,Barcelona,217,['3011ece2-4429-4d09-bdfb-7442df122fc8'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.150,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3596,,,,,,,,,,,,,1d3cd9b6-2876-4707-b597-31d7d4b14727,116,,"[58.1, 40.6]",69277,2,,,,,-1.9756881,,Right Foot,,"[52.4, 27.3]",,Ground Pass,,14.469969,,,,,Dmytro Chygrynskiy,18608.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['f68cb49d-2b14-4e0e-b527-0b470477d695'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.578,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0597,,,,,,,,,,,,,4820c183-4a59-4473-b84a-74802b47195c,119,,"[53.3, 27.3]",69277,2,,,,,-0.6979722,,Right Foot,,"[80.6, 4.4]",,Ground Pass,,35.63285,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Left Center Back,7,Barcelona,217,['c5b666df-8078-4777-a314-15afeedf5349'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.018,Pass,,2009/2010
,,,,,,,,,,,,,,,1.488,,,,,,,,,,,,,723e9233-d6b4-4b2c-81b4-a43913762dd9,123,,"[79.3, 4.2]",69277,2,,,,,2.5617597,,Right Foot,,"[65.1, 13.5]",,Ground Pass,,16.974392,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,7,Barcelona,217,"['0eabe249-b853-4f82-ae8f-e2a91156437d', 'e595ef9e-0711-418e-9631-641a9baae86a']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.807,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.7867,,,,,,,,,,,,,6180a5e7-d63b-42e9-8a59-8a2e51e7c5bf,126,,"[66.0, 12.8]",69277,2,,,,,2.705539,,Left Foot,,"[46.9, 21.7]",,Ground Pass,,21.071781,,,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,7,Barcelona,217,['4bbc9562-a927-427d-908d-ef11e19b6288'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.784,Pass,,2009/2010
,,,,,,,,,,,,,,,2.064,,,,,,,,,,,,,4b3dd224-eb5c-4278-b111-53fb68bbd303,129,,"[46.7, 22.4]",69277,2,,,,,1.7477865,,Right Foot,,"[40.1, 59.3]",,Ground Pass,,37.485596,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Left Center Back,7,Barcelona,217,['b69999bf-889b-4b61-a431-d3ab33d6654d'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.320,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9402,,,,,,,,,,,,,96bd842b-6ad7-4ebb-9f38-07e84271f071,132,,"[56.9, 57.1]",69277,2,,,,,1.1032349,,Right Foot,,"[67.2, 77.5]",,Ground Pass,,22.852789,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['978e6f51-92ad-44f1-b3c5-e81b171c2140'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:02:40.444,Pass,,2009/2010
,,,,,,,,,,,,,,,0.7434,,,,,,,,,,,,,989003e2-ba8c-49fd-8960-4c4936905dbc,136,,"[68.3, 78.1]",69277,2,,,,,0.024686342,,Right Foot,,"[76.4, 78.3]",,Ground Pass,,8.1024685,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,7,Barcelona,217,"['4aab6a04-c502-4f9f-9028-271c0617b190', '53eed23c-d829-4209-ada7-d7debe061251']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.424,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.8655,,,,,,,,,,,,,36e18437-f677-4873-9495-ec01dd37f8ba,140,,"[69.6, 73.4]",69277,2,,,,,-1.0379524,,Left Foot,,"[74.2, 65.6]",,Ground Pass,,9.055386,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,"['61996b0e-3cf9-4804-a8dd-bce0f01ede7a', '679bb35e-aea0-4195-b53c-a2819fa9f4fd']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.749,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.7118,,,,,,,,,,,,,180b1a87-3f0a-4ef7-8007-2da62a4d84a0,143,,"[74.2, 65.6]",69277,2,,,,,2.574055,,Right Foot,,"[66.2, 70.7]",,Ground Pass,,9.48736,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['f226ac5b-3405-404f-b4eb-35621bf1d78c'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.655,Pass,,2009/2010
,,,,,,,,,,,,,,,0.720126,,,,,,,,,,,,,1e1d3907-ff48-4f39-b6ca-af8937df502d,149,,"[49.1, 24.9]",69277,2,,,,,-2.085869,,Right Foot,,"[46.1, 19.6]",,Ground Pass,,6.090156,,,,,Javad Nekounam,26002.0,,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Center Midfield,8,Osasuna,422,['047b8a66-5aa6-4a24-a399-53b9c0204110'],48,,,,,,,,,,,,,,,,,Osasuna,422,00:02:48.331,Pass,,2009/2010
