50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[63.0, 51.8]",,,,,,,,,,,0.968189,,,,,,,,,,,,,ee80fb8f-e318-4202-8c4d-a347d968b815,1419,,"[63.3, 52.6]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Center Forward,81,Celta Vigo,209,"['6a9242c0-29e5-453a-8058-5bf1a038afc8', 'b396603e-c721-4b11-8ab6-6560d8659d76', 'f3cdb391-4382-473a-bf6a-756fa5d3de97']",7,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:07.685,Carry,True,2013/2014
,,,,,"[71.0, 27.9]",,,,,,,,,,,3.303636,,,,,,,,,,,,,78b4ef28-893a-4d78-9adc-a5593c257a0e,1423,,"[58.2, 42.7]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,81,Celta Vigo,209,"['83d0e344-da8c-4bcb-aace-70f177ab73e9', '8b3fd779-da1d-4586-9a1e-714ac06a8e8d']",9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:09.851,Carry,,2013/2014
,,,,,"[81.1, 11.0]",,,,,,,,,,,3.1897,,,,,,,,,,,,,069cce6c-1d2b-4fce-992b-3bafdadba2e6,1426,,"[84.6, 3.4]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,81,Celta Vigo,209,"['15762782-4c25-4a4e-b4de-5ea2c066eb95', 'f3b2b9a8-d605-47e6-b49a-362c97f04ae2']",14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:14.951,Carry,,2013/2014
,,,,,"[79.5, 46.4]",,,,,,,,,,,0.783101,,,,,,,,,,,,,acbc9e86-adc2-4071-b3bb-169abc515cbd,1430,,"[79.8, 48.4]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro López Sánchez,27200.0,Center Attacking Midfield,81,Celta Vigo,209,"['c8690711-6c9d-42ec-9391-a785aedac365', 'd5c27bba-10b8-4945-9638-9609d2b57b51']",20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:20.311,Carry,,2013/2014
,,,,,"[72.6, 33.0]",,,,,,,,,,,1.179969,,,,,,,,,,,,,0b51668a-0876-4086-95ae-3c0eca55d55b,1438,,"[72.6, 33.0]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,"['173bef2d-318c-462f-90ea-8cc6008ed8fe', 'f9fc5fcd-be31-4ae8-ac33-28bbee7c5b30']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.996,Carry,,2013/2014
,,,,,"[72.0, 19.6]",,,,,,,,,,,2.838545,,,,,,,,,,,,,5c46aaca-be32-42b0-9ca1-b582f150374f,1441,,"[72.0, 19.6]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,82,Barcelona,217,"['ab94e0d8-185f-4782-8bbe-c5e0bd076064', 'f4b9d98b-de17-40e2-aae5-bf3836d87ec1']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:35:54.844,Carry,,2013/2014
,,,,,"[82.5, 34.3]",,,,,,,,,,,0.58916,,,,,,,,,,,,,284215bf-0017-4189-b81d-6d23872c8006,1445,,"[79.6, 33.6]",267192,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,82,Barcelona,217,"['41c39503-83ad-48e9-b507-ce04e80da176', '67ba0dbb-20f0-4ed8-a1ba-994dcb4b4408', '7d21554d-7c93-412d-ac84-8dcadca5e428', '9483fa10-34bd-4be3-91eb-a0129f4b437b']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:35:58.747,Carry,True,2013/2014
,,,,,"[92.1, 26.8]",,,,,,,,,,,0.08,,,,,,,,,,,,,28c28ab8-bf72-4626-ae31-590832a7d8a5,1449,,"[92.1, 26.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,82,Barcelona,217,"['8978b77f-6189-4424-957b-d57cf728217f', 'f6c9d000-37dc-429c-831f-1f95903a0841']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:36:00.245,Carry,,2013/2014
,,,,,"[85.6, 36.3]",,,,,,,,,,,1.729199,,,,,,,,,,,,,346feb8f-c3d8-4d9b-bb18-a3ec9b7781fa,1452,,"[83.6, 29.2]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,82,Barcelona,217,"['917cf9f5-e33b-4bc2-bbeb-6e1e9cc8ff2b', 'aa97e992-14b0-42ac-8e82-34e5020aa487']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:36:01.001,Carry,,2013/2014
,,,,,"[83.7, 51.2]",,,,,,,,,,,1.597055,,,,,,,,,,,,,4dafd6ad-f444-4a9b-9fd5-642f7801487a,1455,,"[85.6, 50.6]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,82,Barcelona,217,"['3bce22a8-31fa-446f-b18f-bc270db12c64', '968f6e64-e56c-4d70-bac2-b3bcf1a6e323']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:36:03.349,Carry,,2013/2014
,,,,,"[109.3, 70.0]",,,,,,,,,,,5.0881,,,,,,,,,,,,,75546a23-8f75-4f5b-a839-d85ad4080092,1458,,"[96.7, 78.1]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,82,Barcelona,217,"['8f502e81-fc7b-4dd4-b266-f83d000d9890', 'ed70e54c-1da3-485a-a160-4ae3e8812503', 'fb96bace-878d-44e0-b946-2dd47ca34312']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:36:05.937,Carry,True,2013/2014
,,,,,"[113.7, 13.3]",,,,,,,,,,,4.258526,,,,,,,,,,,,,ab8a942d-64c5-403d-8539-2334979cf980,1464,,"[113.4, 12.0]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,82,Barcelona,217,"['a05e9d43-b5c1-435b-9a23-bf54d0f492cf', 'ce6545d8-9b9f-4cc7-a406-5ee1fd4321fe']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:36:14.160,Carry,,2013/2014
,,,,,"[111.2, 4.8]",,,,,,,,,,,0.830841,,,,,,,,,,,,,b780b483-3a9d-4c2f-bf20-c5feb145d4c6,1467,,"[111.2, 4.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Left Back,82,Barcelona,217,"['56ef297f-7cc3-4441-af5b-d5d3b0816ddb', 'b6fa4e4f-82ce-47c5-af90-2b74c6300943']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:36:19.220,Carry,,2013/2014
,,,,,"[105.6, 12.3]",,,,,,,,,,,0.991039,,,,,,,,,,,,,0a889a7e-9fbf-41d3-959c-37183bc7d1ad,1470,,"[105.5, 12.3]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,82,Barcelona,217,"['410e3a45-6b02-481b-b9d4-779439efde36', '66506ef3-6432-4a5f-9a28-e416f8a9b6fd']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:36:20.968,Carry,,2013/2014
,,,,,"[106.0, 26.7]",,,,,,,,,,,0.04,,,,,,,,,,,,,2aa31f4e-ac84-4a50-af31-87c4f0239f83,1474,,"[107.3, 26.5]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,82,Barcelona,217,"['7c88d393-d57b-456e-84d8-92d19ea48500', 'b7c01a3a-b86d-4ffe-8336-84427ed0c934', 'b8b9f7bf-0512-4b12-b0af-b2feb9f2d7cf']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:36:22.918,Carry,True,2013/2014
,,,,,"[29.9, 56.9]",,,,,,,,,,,0.095981,,,,,,,,,,,,,5aa9947b-831f-4b4c-82a2-192786eede59,1480,,"[23.7, 56.5]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alejandro López Sánchez,27200.0,Center Attacking Midfield,83,Celta Vigo,209,"['2ab2ea17-3a67-4be3-9df1-2fe0d83cb9a6', 'cbb87567-32af-4bc3-a391-3b83f5694e57']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:25.523,Carry,,2013/2014
,,,,,"[52.1, 62.3]",,,,,,,,,,,0.638735,,,,,,,,,,,,,5bc59699-2d6b-4484-99de-405b54f295e5,1483,,"[51.8, 60.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Charles Días Barbosa de Oliveira,6707.0,Center Forward,83,Celta Vigo,209,"['7f7b8bbb-04cb-43bc-aee4-17a33e37319b', '7fd4055d-1396-4c8c-8424-2daa89bd951a']",27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:27.308,Carry,,2013/2014
,,,,,"[76.3, 4.2]",,,,,,,,,,,2.8855,,,,,,,,,,,,,9e699c43-cf0b-455c-824a-2a4419cda6e3,1485,,"[66.0, 21.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,84,Barcelona,217,"['c63a7be1-3ea8-4a6c-8f74-ea74281c4e9c', 'fb58f84d-88f8-4b8b-979d-6becd130828e']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.824,Carry,,2013/2014
,,,,,"[79.0, 6.5]",,,,,,,,,,,0.742024,,,,,,,,,,,,,71b38227-f2c1-4ae3-807f-59ec96397f8a,1490,,"[81.1, 9.1]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,84,Barcelona,217,"['1a0b07d4-a4b1-43a5-b0a8-9366e9c6c778', 'ba6e8515-f046-4aa5-a1d5-18721c0d07d2']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:36:31.134,Carry,,2013/2014
,,,,,"[70.0, 5.9]",,,,,,,,,,,0.575459,,,,,,,,,,,,,6b4b5997-41a1-4bab-959d-6ff43e41e673,1493,,"[70.0, 5.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,84,Barcelona,217,"['ee4d4f29-82e9-43e6-bb9f-96eb7fd1ecfe', 'f1fcce3c-609b-4d73-b9fe-e5feae3bbf1f']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:36:32.689,Carry,,2013/2014
,,,,,"[50.3, 26.1]",,,,,,,,,,,1.685837,,,,,,,,,,,,,10e6696f-36ea-47b6-b8d5-f42ad5b43387,1496,,"[51.2, 23.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,84,Barcelona,217,"['37d9d8f8-1887-4b02-84cd-0144894847d9', 'f5d48b3b-4682-4992-85c9-fd61d7e22ee4']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:36:34.696,Carry,,2013/2014
,,,,,"[67.4, 29.8]",,,,,,,,,,,0.1372,,,,,,,,,,,,,ee2bb365-5eea-424c-ad42-4c10c03dbad6,1499,,"[67.4, 29.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,84,Barcelona,217,"['44e8d050-0f71-40f9-8d30-918e3d6b2722', 'f3abb86f-7374-42b1-8241-824dfda75c53']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.315,Carry,,2013/2014
,,,,,"[47.5, 29.0]",,,,,,,,,,,1.180061,,,,,,,,,,,,,f89eff9d-109b-4c86-aeee-83d98a2b782f,1502,,"[47.5, 29.0]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,84,Barcelona,217,"['8a57935c-b765-4be3-93f2-95c1b9918a65', 'a7d4682e-c834-4139-b41a-9b56f8a73a64']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:36:38.591,Carry,,2013/2014
,,,,,"[55.4, 23.3]",,,,,,,,,,,1.102524,,,,,,,,,,,,,9c01be37-580e-4708-9fa3-4466ad8303e7,1505,,"[55.4, 23.3]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,84,Barcelona,217,"['51916f5a-f73d-4ccc-af92-f6ee41dc7c9a', 'f7f06d80-1e29-4b31-8421-16e59dda7720']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:36:40.471,Carry,,2013/2014
,,,,,"[56.4, 45.2]",,,,,,,,,,,1.333821,,,,,,,,,,,,,0f25bbe1-06c5-4a6e-8f93-958dea8c55d9,1508,,"[55.8, 40.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,84,Barcelona,217,"['12422c4a-9974-4aa6-8eb7-90c5cd86a150', '17f8e30d-d752-491a-92ba-f0fd8f438fa7', '7464cf9c-d25f-42ba-8141-63c8d8b8ea40']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:36:42.564,Carry,True,2013/2014
,,,,,"[89.6, 71.9]",,,,,,,,,,,3.919757,,,,,,,,,,,,,f51b8b46-d171-47ae-99c7-60d6a2adb92b,1512,,"[77.9, 76.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,84,Barcelona,217,"['4976592a-8f0d-4af5-9bf2-efafc5f13fbc', '67614979-3c06-40ce-bd9d-d074f8e3a4be', 'fb6ac75c-29a6-4f7d-96c4-ee9ea4a443a5']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:36:45.985,Carry,True,2013/2014
,,,,,"[26.3, 26.9]",,,,,,,,,,,1.903259,,,,,,,,,,,,,24c871f0-4fe0-44f1-8a9e-7529b8b1816e,1518,,"[28.5, 22.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,85,Celta Vigo,209,"['2422e99a-c491-4a05-9564-09ea6e0a6fe1', '79849425-4cec-4802-9545-d4b00533127e', 'e5eb53b0-ecb9-420c-9af8-1dd9c19d6225']",51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:51.399,Carry,True,2013/2014
,,,,,"[28.9, 24.5]",,,,,,,,,,,0.1834,,,,,,,,,,,,,b1a81e92-0022-4e1a-9cb0-1637355b9cb9,1525,,"[29.5, 22.8]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Oubiña Meléndez,25986.0,Left Center Midfield,85,Celta Vigo,209,"['15aa778e-1b82-40c4-a507-a42fdacd7af0', '570e1c69-ed3b-4911-8b4c-0f570482b43e', '791cc609-87ee-48b1-a272-a8c7697677bb']",54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:54.506,Carry,True,2013/2014
,,,,,"[23.7, 13.1]",,,,,,,,,,,1.179087,,,,,,,,,,,,,1983c867-d304-4c1b-ba6c-48b026fc99f6,1530,,"[24.0, 13.3]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,85,Celta Vigo,209,"['b428eede-18d8-49c4-91a3-1869f8dcf99d', 'd5921bdb-05b5-45a5-8928-e7da48561312', 'e442bf78-b074-4e35-92d5-79cfbe7e0fec']",56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:56.472,Carry,True,2013/2014
,,,,,"[34.3, 4.5]",,,,,,,,,,,1.842677,,,,,,,,,,,,,381de7f3-a8b4-40fd-b6f6-f897e41933e6,1534,,"[34.0, 3.9]",267192,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,85,Celta Vigo,209,"['74d82a05-7ca0-426c-b1bb-0d5d068df843', '8fd162ea-fc86-49d8-a403-79ea4ebf947d', 'f8cc1ab9-5054-4134-855a-c4359566c1dc']",58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:36:58.679,Carry,True,2013/2014
,,,,,"[7.8, 36.9]",,,,,,,,,,,2.734252,,,,,,,,,,,,,2f7b9944-7838-4ef1-b7bf-5daed2d2dfc6,1540,,"[7.2, 37.8]",267192,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,85,Celta Vigo,209,"['506ae53e-0205-4ab5-9794-fb47b41e1aa5', '82d5d449-3d5a-4fd7-bcdb-bc9906420c6c']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:37:03.925,Carry,,2013/2014
,,,,,"[66.3, 18.8]",,,,,,,,,,,4.1999,,,,,,,,,,,,,84f0b538-1755-4145-ae50-dd549d3eba90,1544,,"[42.4, 11.7]",267192,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,86,Barcelona,217,"['30df9279-7342-43ab-b788-aacaee6f11ce', 'af3e2ef6-85de-4e8f-bf32-2229bce068bc', 'd6eb1314-c72f-4137-9014-8d7b7d8c72ba']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:37:10.315,Carry,True,2013/2014
,,,,,"[58.0, 5.3]",,,,,,,,,,,4.47304,,,,,,,,,,,,,72fad5db-a144-4eb8-b989-b1890c63d5a5,1548,,"[64.3, 27.5]",267192,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,86,Barcelona,217,"['488fc310-d415-45bd-937c-7bbce3dba334', 'cf12051a-6c27-42d0-a7cf-90a959820a09', 'ed612984-bb10-456b-9e93-497d17bf6b4c']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:37:15.341,Carry,True,2013/2014
,,,,,"[66.0, 6.6]",,,,,,,,,,,0.1277,,,,,,,,,,,,,d88a0157-be30-42b5-b3e9-d6b86600945f,1553,,"[66.0, 6.6]",267192,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Left Back,86,Barcelona,217,"['0ce7dba0-8bda-436e-a171-6c5353a204b8', 'aca33be2-4915-4f4d-bb87-98f8d05563fe']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:37:20.564,Carry,,2013/2014
,,,,,"[102.3, 15.9]",,,,,,,,,,,5.234182,,,,,,,,,,,,,4578a0a5-87a2-4d20-80b5-e735c2c3f319,1556,,"[64.2, 4.5]",267192,37,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,86,Barcelona,217,"['04602ad3-6a1c-4311-a0b5-e7a28ac19e4d', '155d7403-a2a2-4bb5-887e-38a71c8f217e', 'fce322a4-f22a-4d1b-af52-fec69f86cceb']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:37:20.873,Carry,True,2013/2014
,,,,,"[18.7, 6.2]",,,,,,,,,,,0.44384,,,,,,,,,,,,,6b1079b0-3e23-4ee5-8791-85f02908103a,1565,,"[18.0, 4.8]",267192,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Charles Días Barbosa de Oliveira,6707.0,Center Forward,88,Celta Vigo,209,"['1a3fb045-1700-41e0-a5fd-c28c9bb047e8', '62458d28-3d8c-4722-a5cc-6506f97e4db0', 'e4bbf497-1105-4001-9a48-26e14f5c22b9']",33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:33.644,Carry,True,2013/2014
,,,,,"[7.3, 3.3]",,,,,,,,,,,0.079984,,,,,,,,,,,,,ee4c9ad3-2776-4044-8b3e-7975e08e49ae,1568,,"[7.3, 3.3]",267192,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jon Aurtenetxe Borde,26788.0,Left Back,88,Celta Vigo,209,"['1a3fb045-1700-41e0-a5fd-c28c9bb047e8', '4ded60e0-ad0e-4184-9f2d-31d8c7d5af6f', '9a035c2d-24e5-4028-ab71-c51675a2d3e1']",34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:34.933,Carry,True,2013/2014
,,,,,"[56.8, 40.6]",,,,,,,,,,,1.178713,,,,,,,,,,,,,63b6f7e3-9eaa-4b1b-8b70-391eef99e8a6,1572,,"[57.7, 42.9]",267192,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,89,Barcelona,217,"['12f4f5d3-4ae5-415e-85b9-3eac84998338', '989a5be2-5ee0-4f69-b03c-262becfdece3']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:38:39.864,Carry,,2013/2014
,,,,,"[27.3, 42.9]",,,,,,,,,,,4.035812,,,,,,,,,,,,,a33883f2-109b-4af3-b157-54d222a17e7f,1575,,"[25.6, 42.1]",267192,38,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,89,Barcelona,217,"['d256db44-047a-4aab-a9e5-7c92645029ad', 'e00dca78-c0b6-4dba-9a54-373986038a76']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:38:42.729,Carry,,2013/2014
,,,,,"[39.4, 25.3]",,,,,,,,,,,1.409201,,,,,,,,,,,,,e1f03a17-c8b8-4bdd-9eef-cb73dea53508,1581,,"[39.4, 25.3]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Borja Oubiña Meléndez,25986.0,Left Center Midfield,90,Celta Vigo,209,"['14ab1dce-e0ff-40df-ab83-f5ae8b944c54', 'cabff33a-291a-4282-bacf-e8c54d80d876']",0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:00.105,Carry,,2013/2014
,,,,,"[50.4, 63.3]",,,,,,,,,,,1.119002,,,,,,,,,,,,,a06a967e-a14e-4784-a562-ec93fe8a82f0,1584,,"[50.4, 62.2]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Back,90,Celta Vigo,209,"['0cfbf3fa-5a93-4c3f-ad79-3fbbf3226acb', '1cdaf7a5-2b8b-47cd-bde9-1fe17981b1cf', '7beb3bdd-9985-4145-8358-db6afbca87ae']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:03.406,Carry,True,2013/2014
,,,,,"[73.0, 54.3]",,,,,,,,,,,0.712574,,,,,,,,,,,,,a74e7fa9-ef02-4c41-903d-30693f0b3b19,1588,,"[69.6, 54.5]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alejandro López Sánchez,27200.0,Center Attacking Midfield,90,Celta Vigo,209,"['05df288e-619c-4bfb-a54f-622ae6cc9d24', '63543d05-b6dd-498f-9905-999340ebe1a0']",6,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:06.245,Carry,,2013/2014
,,,,,"[97.1, 47.1]",,,,,,,,,,,0.776634,,,,,,,,,,,,,c72c5f6c-d496-4415-8905-26ddf88838e9,1591,,"[97.1, 47.1]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Charles Días Barbosa de Oliveira,6707.0,Center Forward,90,Celta Vigo,209,"['08c94a40-efc2-455c-9a05-30f6bfcbf954', '183dec5f-a6a6-4a0b-b047-5a5835a9cf74']",8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:08.265,Carry,,2013/2014
,,,,,"[6.0, 43.8]",,,,,,,,,,,0.183785,,,,,,,,,,,,,eda8d573-712b-4d4b-8f7b-0613dc2ec3fa,1595,,"[6.0, 43.8]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,90,Celta Vigo,209,"['cc14cc24-5ff5-4b90-aad0-1525e4f073bb', 'ebb6d90f-5543-4725-9da6-2bedd90fe86d']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:39:11.651,Carry,,2013/2014
,,,,,"[54.1, 61.9]",,,,,,,,,,,1.976129,,,,,,,,,,,,,92b3ea6a-1379-4c95-b376-61e018a55176,1598,,"[49.0, 53.1]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,90,Celta Vigo,209,"['37f139db-db03-4ce2-8e19-2569d8f791d1', '9d092eb8-69cc-4a41-8f04-ce45c82f22c5']",15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:15.536,Carry,,2013/2014
,,,,,"[63.9, 75.7]",,,,,,,,,,,1.12735,,,,,,,,,,,,,ab709230-8e3c-4b0d-96e4-5d82e8d694a0,1601,,"[63.9, 75.7]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hugo Mallo Novegil,6805.0,Right Back,90,Celta Vigo,209,"['1616e33c-1df5-4cd5-bb03-346a068241a5', '3d38d1eb-cc48-4adc-a8dc-4dd5ffd8f5a2']",18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:18.600,Carry,,2013/2014
,,,,,"[52.4, 69.4]",,,,,,,,,,,1.469793,,,,,,,,,,,,,92958c35-c8ee-44de-b1f7-2cc253c10f9d,1604,,"[51.0, 65.7]",267192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,90,Celta Vigo,209,"['00b11017-d389-4c31-914d-a9a241702ee4', '64fb03b8-7d9c-422c-a5f3-d7c25b713a24', 'e45fcd91-f36f-4025-938f-3bad57f5ab62']",20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:20.822,Carry,True,2013/2014
