bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe27ba5e-39ac-4e57-adc4-0c30d019adfe,507,,"[79.0, 26.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,['c491feea-9fb3-4d3c-ba0d-486777e1c4ba'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:12:26.347,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6030a7b8-2b9b-4e58-824e-a8e956b77aa4,511,,"[78.0, 15.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,22,Barcelona,217,['6cbb2d7c-9eda-4811-842e-84099fec9cd3'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:12:28.563,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ade367a3-a107-4d50-93dc-a5ce31076fc2,515,,"[79.0, 24.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['035f8fa9-f048-46d1-a044-7fe5c78ebbd0', 'c7508621-3bc6-4d3e-9b0a-d8079940ba09']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:12:31.634,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a62862b1-7241-43f0-bf33-c1074bf80752,519,,"[88.0, 21.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,22,Barcelona,217,['01d9c6f2-c4a5-4eb5-9d6e-14a72a8755ce'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:12:35.819,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,095dfe0d-d0b7-45f0-a056-dfe52798068d,524,,"[93.0, 20.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,['18dafd78-ad4b-408d-8e60-b8f587a40f37'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:12:39.103,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02db2bc5-b8e2-45f0-80ee-3ff5524377b6,527,,"[90.0, 4.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,22,Barcelona,217,['1bd0ee43-7b26-4a21-aa4c-5c90c26dee01'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:12:39.255,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42834383-3a39-4e87-b29a-eef6aaca521b,530,,"[37.0, 63.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Santiago Comesaña Veiga,12194.0,Left Defensive Midfield,23,Rayo Vallecano,360,"['0eae390b-bba3-4fbb-bde6-beb2182e8895', 'a92c9b76-123b-499e-967b-73286acddfc7']",40,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:40.303,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d679b7c-4043-44c4-b7ca-404975f0ad71,533,,"[35.0, 26.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Moreno Lopera,11538.0,Left Wing Back,23,Rayo Vallecano,360,['263919eb-b3f9-4540-aafa-a32d6f8b2f50'],42,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:42.674,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eac70795-1d71-490b-9d0c-326da5ffd2f7,535,,"[50.0, 27.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Álvaro García Rivera,12192.0,Left Wing,23,Rayo Vallecano,360,['2e0282f1-dcbc-488e-ae55-c61539870414'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:45.143,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828d06c5-4fc1-4693-80f3-e49c1d426908,537,,"[77.0, 46.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,24,Barcelona,217,['511258f9-ddb3-472a-8f6a-5f29002cdec5'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:12:46.392,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beeb29fe-ed04-4f12-bf25-8e4abff5a5e0,540,,"[72.0, 31.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,['29d48f5a-ebfc-4347-be3c-1de886f71baa'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:12:49.806,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850cea85-30ac-40c7-a24f-f0bacd898a26,543,,"[80.0, 6.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,24,Barcelona,217,['fded2db6-ceeb-4691-bab8-1bae6a858bcb'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:12:52.075,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43b0e8c9-e11c-448a-a1fe-4f720a2bbce8,547,,"[76.0, 16.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,"['6bc039e8-ba5c-4b08-9e57-4dfffe3eeef7', '8c716acb-48d3-40c6-983d-c746f3685614']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:12:53.730,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e1cf286-d0ae-4d01-83fe-3aea6b64c0a7,550,,"[77.0, 39.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['4ada8108-d281-4781-a9dc-c4cc6870a306'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:12:56.005,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e44cff3e-87c5-4e20-989a-1e3007685ce3,553,,"[86.0, 29.0]",16205,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,24,Barcelona,217,['bda116d4-6169-4402-b8d3-da8d6d8a5c43'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:12:57.245,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a24629a8-72d5-43ad-834f-dab415dddd14,559,,"[105.0, 17.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,24,Barcelona,217,['a0634e98-299e-4ddc-af32-d9020313c629'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:13:01.681,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ed060f-58fd-4e8d-a7ac-6c2bb7f1c041,564,,"[79.0, 19.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,['f0dec24b-51d6-4efa-ab75-a2f3d5d04410'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:13:05.404,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95f2465c-67eb-43d4-a8da-25ac10ba7f1c,567,,"[76.0, 32.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,24,Barcelona,217,['5a24bbc1-4c6a-40cc-9f9a-b72f87fd40d3'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:13:07.934,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270191dc-b9e8-4902-bf73-1d861bb89e13,570,,"[71.0, 30.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,['70aad080-151e-49b8-9f72-377c518fca54'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:13:08.953,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebd10d97-b0cd-45a5-8c7a-efd8a8cc1c98,573,,"[86.0, 8.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,24,Barcelona,217,['c8167363-8f94-4fbf-a858-8c0dafa90c1e'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:13:14.204,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e53528ee-f6cf-4353-887a-3fc1ae630c94,576,,"[80.0, 21.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['95fd6746-5f9b-4ce4-8348-25f99bbfec9b'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:13:17.328,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f2debe6-1eca-490f-ab42-46b2acfb34a2,579,,"[85.0, 55.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,24,Barcelona,217,['b77b1983-d985-4a91-b3e0-eb85049fcb31'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:13:20.016,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92dc8f69-e76f-4b48-967d-490bdcefe0cb,582,,"[82.0, 39.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['8e8b3dbf-d391-4aaf-96dc-7b70f07f01a1'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:13:22.759,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1dbd590-324d-4829-b3f0-ce79a41485f1,586,,"[92.0, 6.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,24,Barcelona,217,['91a7ab15-1302-410e-9075-c57f83e2ecf3'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:13:26.233,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e271cedb-9215-48d4-b0a7-fa83c16eeb21,589,,"[84.0, 22.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['94773c76-fb7f-4eff-9f81-fad32c88ca1c'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:13:31.174,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec112f8c-499e-4d73-84c7-b9b1c5c5f9da,592,,"[86.0, 16.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,['5666952e-e89c-463a-ae83-b109828cec4c'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:13:31.962,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9ff4de2-7a4d-44c7-a2be-7aa4b68961de,595,,"[71.0, 20.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,24,Barcelona,217,['b2325293-703a-4c21-9cd1-86905284f1a8'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:13:34.039,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4a0fda2-77df-469e-9705-00379ba55db0,598,,"[70.0, 51.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,24,Barcelona,217,['178d0f93-6daf-4a04-95a2-71859a51cc6e'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:13:35.542,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237a2c9d-a92c-46c5-8dcc-d023da6e7c3d,601,,"[93.0, 73.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,24,Barcelona,217,['2cb3d30b-e4f0-4d2b-b133-e9a459dc525f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:13:38.365,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81abbcf7-4092-4490-873b-782f66733c8e,605,,"[79.0, 72.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,24,Barcelona,217,['32c92db0-b8ea-4293-9811-557875b7122d'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:13:41.064,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3ad4c8f-b0e5-41a8-bc33-a97e26df7c8d,608,,"[79.0, 54.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,"['4eb79e2c-c73a-468a-9002-b7f3a67d09a4', '690a2b7a-4c58-4d7d-b1d4-136a974d35e8']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:13:42.090,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c687e08-c3d8-4d28-b5b6-23ec20c59867,611,,"[65.0, 52.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,24,Barcelona,217,['698c6aa7-142f-4598-8153-12d9f35e19f8'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:13:44.076,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2df4a2d0-e312-49a5-8693-646afd3f0ba1,614,,"[74.0, 29.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,24,Barcelona,217,['a1415519-337f-41d0-8ae1-4fab3626e34e'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:13:45.709,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799404dc-2bc4-47e8-8207-4fcfedf0e81f,617,,"[93.0, 8.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,24,Barcelona,217,['b13dd13a-93eb-447d-99e2-80f7dd024a00'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:13:48.555,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e53ed1b-4c35-4f5c-8d2e-a1ed3ecb82ec,620,,"[100.0, 23.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,24,Barcelona,217,['f67b2ce4-b209-4b88-b729-76e5186c6ca0'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:13:51.933,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58da0562-4d51-484c-bed0-21cb64c06d3f,624,,"[83.0, 10.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,24,Barcelona,217,['2749033f-3ff7-4f6a-b46c-f2ca048fceb5'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:13:55.532,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce96a8e9-3948-448b-9ca9-e5446ebb78c6,627,,"[81.0, 32.0]",16205,13,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,24,Barcelona,217,['bfdaf565-78a0-4a50-8af5-e0c1f62bfdfc'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:13:59.189,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c59c0623-b546-47d3-8b15-112e99945ba8,631,,"[86.0, 40.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,24,Barcelona,217,['3d498ac7-986b-4ac1-9e3f-17ee2ca9e856'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:14:01.148,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04b5743c-eaff-4628-9be5-49f08f04fa30,637,,"[27.0, 38.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Left Center Back,24,Barcelona,217,['04ba8bd2-f31f-4e1c-ac64-898410b31619'],3,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:03.708,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f2c2a3d-aab9-4779-9f8c-2438e0535819,639,,"[97.0, 33.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,24,Barcelona,217,['e92ab15f-c9ef-433c-9851-9c0f4ce0175e'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:14:04.308,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3feb087f-1843-4697-b6cd-45ed98da768e,649,,"[26.0, 17.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alejandro Moreno Lopera,11538.0,Left Wing Back,24,Barcelona,217,['4f395636-5ad0-4dd1-ae71-344c7e7a2deb'],9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:09.267,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54424a10-6070-4ff6-9489-45f2787cd6ff,656,,"[76.0, 59.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Tiago Manuel Dias Correia,7900.0,Right Wing,25,Rayo Vallecano,360,['6125bf36-f428-4c89-8b6e-877fe9c250e8'],50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:50.607,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b04f0f0b-fdcf-41f6-990b-a5fd8c30675e,658,,"[29.0, 23.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,26,Barcelona,217,['5b0a9a92-c018-4373-9002-033cf757a18f'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:14:51.784,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1af94346-1a2d-41a9-a796-536c4fec3eb9,660,,"[30.0, 36.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,26,Barcelona,217,['9ec69085-5455-462d-8a27-a8f8ee276317'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:14:52.867,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3d29deb-5e33-4885-a062-dee2ab117f69,663,,"[50.0, 51.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,26,Barcelona,217,['2c9112b4-a30e-4dd1-8803-8bab87c302cd'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:14:55.263,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1a53f71-8e1f-4292-bc03-3f39c61e63d6,668,,"[53.0, 75.0]",16205,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,26,Barcelona,217,"['3530ef65-bfd4-4dad-8166-071482982fbe', '46604bbd-6f6f-4c2a-a1b2-6ff39b5c791e', 'f734a0c3-44b9-4c4c-ab7a-139706f0f791']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:14:57.753,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a20a725a-741a-4bb6-b790-50b6169d3772,672,,"[70.0, 73.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,26,Barcelona,217,['d195887c-acba-45b6-8f0e-67bbc47a72b4'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:15:03.981,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148f2622-ee7f-4825-b2d2-8b1d0bae3b5e,675,,"[62.0, 46.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,26,Barcelona,217,['b238cb38-d79e-4444-8f5c-88d92e0d3b4b'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:15:06.903,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c83090d0-d591-4f87-92a0-5c539db19234,678,,"[75.0, 18.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,26,Barcelona,217,['4af60e05-86b0-4de4-874e-3c9785898c14'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:15:09.429,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292e6013-012b-405f-9000-70744997ea89,681,,"[90.0, 7.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,26,Barcelona,217,['4aaa74ee-5fc5-40d7-84bf-805d0704dc17'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:15:12.020,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71dd698c-335f-442a-ba02-4618f192ef24,685,,"[105.0, 4.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,26,Barcelona,217,"['11201db9-cd03-4ee5-a19c-71f59b57b071', '8b5435d3-06c9-4c07-aa51-6134e47cef6a']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:15:15.225,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb4cd5d8-9980-42fb-b529-545277658c83,691,,"[103.0, 76.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,26,Barcelona,217,['83a57814-fe9b-4cb4-9c6b-ddfa1de19dea'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:15:22.697,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ac3b119-ba13-4001-8a13-4d05e5bc02d4,694,,"[93.0, 60.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,26,Barcelona,217,['4e86fd53-3427-4332-947b-e92bea15e727'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:15:25.179,Ball Receipt*,,2018/2019
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f61703f-9fce-4237-9a10-333e7b232c3d,698,,"[103.0, 17.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,26,Barcelona,217,['6ccbbf59-a885-4c1d-8244-8d5f097a89f8'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:15:29.032,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bfbf69a-8429-4ae9-be26-2d62b1ceb6f7,705,,"[99.0, 11.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,26,Barcelona,217,"['118ea02a-f868-4db5-8808-bce8aafe5f61', '49511765-06d1-4d87-aea7-8f327a86bb18']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.142,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc9a20e5-1e05-4ad4-a100-4ee2d6722abd,708,,"[101.0, 23.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,26,Barcelona,217,['f34048a7-749b-422c-b782-0bd28ee57f35'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:15:34.737,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42735b1c-9615-4274-8167-98904b2de259,718,,"[35.0, 76.0]",16205,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tiago Manuel Dias Correia,7900.0,Right Wing,27,Rayo Vallecano,360,['11415ef9-068d-46cb-81dc-ff1ef5974c9c'],41,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:15:41.542,Ball Receipt*,,2018/2019
