ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,3.005604,,,,,,,,,,,,,,,e863e4b2-10ee-4126-b2ec-c4f984b7ecc2,2890,,,"[45.3, 80.0]",265894,78,True,,,-0.75128174,,,,"[75.6, 51.7]",,Low Pass,,41.460583,,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,178,Barcelona,217,['54f1aebc-1b79-4176-be10-b4786b8506a5'],51,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.769,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.680951,,,,,,,,,,,,,,,c2a1ddef-ec6d-4890-bea7-a0a38d9a0604,2898,,,"[49.9, 54.9]",265894,79,,,,-0.07776494,,Right Foot,,"[80.7, 52.5]",,High Pass,,30.893366,,,Incomplete,,Duje Čop,8419.0,,,,,,2,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,179,Málaga,223,"['0c65b5c7-acb1-4f52-a3da-1885a7ec09c4', '266bf4e7-f6ff-40ae-87bb-1b50ddcd3660']",3,,,,,,,,,,,,,,,,,,,,Málaga,223,00:34:03.401,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.200001,,,,,,,,,,,,,,,d5057a9c-978d-465e-91fb-8ceb0373b518,2902,,,"[50.1, 26.2]",265894,79,,,,-2.4006097,,Right Foot,,"[36.0, 13.3]",,Low Pass,,19.11073,,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,179,Málaga,223,"['6edede39-4346-4588-9114-048309abb525', '9108f0ef-5fab-42b0-856a-3d109f56eda3']",6,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:06.462,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,3.654019,,,,,,,,,,,,,,,50d0ac2d-f679-41ad-a46c-25eb8c0c764b,2905,,,"[37.9, 14.5]",265894,79,,,,0.7501187,,Right Foot,,"[64.3, 39.1]",,High Pass,,36.0849,,,Incomplete,,,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,179,Málaga,223,['8634ca66-e824-4020-93b8-07f51e8889c5'],12,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.985,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.550355,,,,,,,,,,,,,,,643d6950-91e2-4057-92f0-7a383e3b63bf,2907,,,"[36.7, 38.9]",265894,79,,,,0.26916748,,Head,,"[54.1, 43.7]",,High Pass,,18.04993,,,Incomplete,,Ivan Rakitić,5470.0,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,179,Málaga,223,"['62a4bd02-c5b6-42a9-aed3-5b2ca81e7c93', '727cfad9-31af-4637-8c7a-09c0ac7ca4ab']",18,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:18.921,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.3833,,,,,,,,,,,,,,,727cfad9-31af-4637-8c7a-09c0ac7ca4ab,2909,,,"[66.0, 36.4]",265894,79,,,,-0.38687572,,Head,,"[71.4, 34.2]",,Low Pass,,5.8309517,,,Incomplete,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,2,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,179,Málaga,223,"['643d6950-91e2-4057-92f0-7a383e3b63bf', '7b40052b-0c47-4ca2-b3ca-1ea3aacfc4bc', 'c96f0113-1638-438c-bac2-08da3b1c0cd2']",20,,,,,,,,,,,,,,,,,,,,Málaga,223,00:34:20.472,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.400601,,,,,,,,,,,,,,,c96f0113-1638-438c-bac2-08da3b1c0cd2,2911,,,"[48.7, 45.9]",265894,79,,,,0.78128296,,Head,,"[60.9, 58.0]",,High Pass,,17.18284,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Interception,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,179,Málaga,223,"['6a0fbfc5-feae-4582-8429-4770b501a0ba', '727cfad9-31af-4637-8c7a-09c0ac7ca4ab', 'e3b0479e-8cb3-4134-abdc-960bc1bdbdba']",20,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:20.855,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.546599,,,,,,,,,,,,,,,0fd98f04-a696-499f-9390-ba829c4b16cd,2915,,,"[69.2, 22.5]",265894,79,,,,0.8288491,,Right Foot,,"[76.9, 30.9]",,High Pass,,11.395174,,,,,Duje Čop,8419.0,,,,,Recovery,2,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,179,Málaga,223,"['55991aad-7466-45d3-8379-136a2cddbdf9', 'ed149001-df5e-444c-80d9-348947434412']",22,,,,,,,,,,,,,,,,,,,,Málaga,223,00:34:22.838,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,2.665137,,,,,,,,,,,,,,,0b69100e-8483-4aa1-bdcc-cf0e4791f7da,2926,,,"[46.9, 42.3]",265894,79,,,,0.17684045,823a060f-e6d0-4ada-9ccd-5f16d307dbd1,Right Foot,,"[99.5, 51.7]",,High Pass,,53.433323,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,Through Ball,True,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,181,Barcelona,217,['3ec1997f-4d35-4425-b05d-e25ee6bf6d6b'],58,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:58.788,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.178686,,,,,,,,,,,,,,,82ca19c2-6e27-4464-a7df-45935a91dade,2932,,,"[7.0, 36.1]",265894,80,True,,,-0.41157746,,Right Foot,,"[44.8, 19.6]",,High Pass,,41.244274,,,,,Pablo Fornals Malla,6764.0,,,,,Goal Kick,2,From Goal Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,182,Málaga,223,['0351760c-3521-4122-8706-506091cebcba'],28,,,,,,,,,,,,,,,,,,,,Málaga,223,00:35:28.367,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.828099,,,,,,,,,,,,,,,0145cef7-bc32-4c58-9d76-c1447af5c0cd,2934,,,"[44.8, 19.6]",265894,80,,,,-0.15084536,,Right Foot,,"[57.3, 17.7]",,Low Pass,,12.643576,,,Incomplete,,,,,,,,,2,From Goal Kick,Pablo Fornals Malla,6764.0,Right Defensive Midfield,182,Málaga,223,['006b521d-6ce6-4949-ae4f-380014c83aa0'],30,,,,,,,,,,,,,,,,,,,,Málaga,223,00:35:30.960,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.96197,,,,,,,,,,,,,,,006b521d-6ce6-4949-ae4f-380014c83aa0,2935,,,"[62.8, 62.4]",265894,80,,,,0.5325041,,Right Foot,,"[74.0, 69.0]",,Low Pass,,13.0,,,,,Aleix Vidal Parreu,6400.0,,,,,Recovery,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,182,Málaga,223,"['0145cef7-bc32-4c58-9d76-c1447af5c0cd', 'ee8aa0bd-5e00-44d3-aed1-3c4ea0d0160d']",31,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:31.788,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.1442,,,,,,,,,,,,,,,6ab26119-08d5-4168-97e7-a648047c11d5,2941,,,"[20.1, 28.8]",265894,80,,,,1.9303907,,Right Foot,,"[15.1, 42.1]",,Ground Pass,,14.2088,,,,,Idriss Carlos Kameni,26103.0,,,,,,2,From Goal Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,182,Málaga,223,['d32b9a25-32d5-44a2-bbec-a96b07e90cb1'],37,,,,,,,,,,,,,,,,,,,,Málaga,223,00:35:37.224,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.83671,,,,,,,,,,,,,,,83cdbdc2-8c9d-47b8-b012-dc8ef165b4cc,2944,,,"[15.1, 44.2]",265894,80,,,,0.52807444,,Right Foot,,"[19.9, 47.0]",,Ground Pass,,5.5569777,,,,,Marcos Alberto Angeleri,27184.0,,,,,,2,From Goal Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,182,Málaga,223,['976a7e11-9fc3-4d7b-9ca7-8e88ec050552'],39,,,,,,,,,,,,,,,,,,,,Málaga,223,00:35:39.995,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.843541,,,,,,,,,,,,,,,8124cde0-3a48-4c56-aa80-ce283b188324,2947,,,"[22.5, 52.3]",265894,80,,True,,1.19029,,Right Foot,,"[33.3, 79.3]",,Low Pass,,29.07989,,,Injury Clearance,,Roberto José Rosales Altuve,6569.0,,,,,,2,From Goal Kick,Marcos Alberto Angeleri,27184.0,Right Center Back,182,Málaga,223,['b60df1fc-82f4-4c9d-90f5-c70245e8d7c3'],44,,,,,,,,,,,,,,,,,,,,Málaga,223,00:35:44.068,Pass,,2015/2016
,,,,,,,,,,,,,,,,,4.876646,,,,,,,,,,,,,,,396d8505-35ce-4138-9a97-bc83deaa1437,2949,,,"[86.6, 0.1]",265894,81,True,,,0.7602778,,,,"[96.8, 9.8]",,Low Pass,,14.075866,,,Incomplete,,,,,,,,Throw-in,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,183,Barcelona,217,['6af96c39-5d1f-4dd9-a1e8-86103cf289ed'],35,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:35.158,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.606176,,,,,,,,,,,,,,,041c598e-f26e-43ec-b053-0771fa49aa51,2951,,,"[23.4, 67.6]",265894,81,,,,-0.46936184,,Right Foot,,"[93.2, 32.2]",,High Pass,,78.26366,,,Incomplete,,,,,,,,,2,From Throw In,Idriss Carlos Kameni,26103.0,Goalkeeper,183,Barcelona,217,['ed8b7711-fec8-4eb7-8f18-67528d7af27a'],54,,,,,,,,,,,,,,,,,,,,Málaga,223,00:36:54.551,Pass,,2015/2016
,,,,,,,,,,,,,,,,,4.2481,,,,,,,,,,,,,,,1eb8a612-2039-4228-b05e-e6e83a8e2c3a,2958,,,"[20.2, 74.6]",265894,82,,,,-0.27132437,,Right Foot,,"[88.5, 55.6]",,High Pass,,70.89351,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Free Kick,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,184,Barcelona,217,"['79237829-7259-4074-bbf8-d79a5824dba4', 'fad9eed3-60eb-4d27-872f-ffcee0f00f01']",41,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:41.794,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.864345,,,,,,,,,,,,,,,fe3b03b7-5ee2-4637-85f5-bfa9206d5191,2964,,,"[56.6, 31.7]",265894,82,,,,-0.38398463,,Head,,"[66.5, 27.7]",,Low Pass,,10.6775465,,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Pablo Fornals Malla,6764.0,Right Defensive Midfield,184,Barcelona,217,['0d4c1926-6043-47f9-b854-5508529f0bc8'],56,,,,,,,,,,,,,,,,,,,,Málaga,223,00:37:56.854,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.513155,,,,,,,,,,,,,,,0d4c1926-6043-47f9-b854-5508529f0bc8,2965,,,"[53.6, 52.4]",265894,82,,,,0.19739556,,Right Foot,,"[57.6, 53.2]",,Ground Pass,,4.0792155,,,,,Aleix Vidal Parreu,6400.0,,,,,Recovery,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,184,Barcelona,217,"['0a79cbc6-d272-45c8-82af-7b401bd87195', 'fe3b03b7-5ee2-4637-85f5-bfa9206d5191']",58,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:58.719,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.662582,,,,,,,,,,,,,,,6380ba19-3844-42c2-8e8d-3d51498bb005,2968,,,"[49.9, 69.0]",265894,83,,,,0.08168915,,Right Foot,,"[67.0, 70.4]",,Ground Pass,,17.157215,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Aleix Vidal Parreu,6400.0,Right Back,184,Barcelona,217,['773da73b-30b5-4fb4-bb1d-bd9804ccf49b'],1,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:01.320,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.701947,,,,,,,,,,,,,,,0a0e734e-cbff-4775-b029-d52c5afe2583,2971,,,"[79.4, 67.5]",265894,83,,,,0.27444857,,Left Foot,,"[100.0, 73.3]",,Ground Pass,,21.400934,,,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,184,Barcelona,217,['fb4efdd5-9e29-4414-ba54-c21085bdc7f5'],5,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:05.377,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.055175,,,,,,,,,,,,,,,f3b0ffe0-afba-4b32-b369-4381d070bac1,2974,,,"[106.6, 68.6]",265894,83,,,,-1.2957689,,Right Foot,True,"[112.3, 48.4]",,Ground Pass,,20.988806,,,,,Arda Turan,11094.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,184,Barcelona,217,['a56fdc2a-732f-4b4d-9267-c0cff1bff512'],8,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:08.588,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.819,,,,,,,,,,,,,,,756ad23e-ccca-4cb6-82ab-51c9c1fe0166,2979,,,"[7.0, 36.1]",265894,83,,,,-0.12323934,,Right Foot,,"[73.2, 27.9]",,High Pass,,66.705925,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,Goal Kick,2,From Goal Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,185,Málaga,223,['89b0d9e5-01af-4036-8d12-f8bd2229e799'],31,,,,,,,,,,,,,,,,,,,,Málaga,223,00:38:31.279,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.495896,,,,,,,,,,,,,,,a2d5cf25-19c6-4673-a46b-b4535f774d27,2985,,,"[73.2, 27.9]",265894,83,,,,-2.4009407,,Head,,"[66.2, 21.5]",,Low Pass,,9.484725,,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,2,From Goal Kick,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,185,Málaga,223,['307ceb1d-0a9e-4188-a6e5-50a1a48f5f55'],35,,,,,,,,,,,,,,,,,,,,Málaga,223,00:38:35.218,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.780059,,,,,,,,,,,,,,,b9fdf413-6ce9-43bc-bc3e-f32467ab9dd4,2991,,,"[36.5, 61.9]",265894,83,,,,-0.8379812,,Right Foot,,"[41.9, 55.9]",,Ground Pass,,8.072174,,,,,Ivan Rakitić,5470.0,,,,,Recovery,2,Regular Play,Aleix Vidal Parreu,6400.0,Right Back,186,Barcelona,217,['cee25dfb-b038-4dbf-9af0-4fdebcd6c310'],39,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:39.245,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.766962,,,,,,,,,,,,,,,21d2ada8-dfa9-4e27-a28a-0c10d202fb30,2994,,,"[41.9, 55.9]",265894,83,,,,2.4980915,,Right Foot,,"[35.5, 60.7]",,Ground Pass,,8.0,,,,,Aleix Vidal Parreu,6400.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,186,Barcelona,217,['7e2675d7-e1ce-4c54-b987-44c61c08e33e'],40,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:40.408,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7269,,,,,,,,,,,,,,,2b4ebf9f-d133-41ad-9234-40ea9dd1e550,2997,,,"[35.5, 60.7]",265894,83,,,,-0.8275188,,Right Foot,,"[48.0, 47.1]",,Ground Pass,,18.47187,,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Aleix Vidal Parreu,6400.0,Right Back,186,Barcelona,217,['aaa6306f-b360-402a-82e2-62433bad9977'],41,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:41.925,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.67343,,,,,,,,,,,,,,,0c6827d4-35a3-405e-916f-1ce2a02b5c9e,3004,,,"[63.0, 20.3]",265894,83,,,,-0.78248274,,Right Foot,,"[80.2, 3.2]",,Ground Pass,,24.253866,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,186,Barcelona,217,['7f44f670-f480-447d-97fc-e9bc774fe90a'],53,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:53.871,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.443597,,,,,,,,,,,,,,,0b558b4d-16fe-49fd-815b-ad4b1fae8cbe,3007,,,"[78.0, 2.4]",265894,83,,,,3.056691,,Left Foot,,"[68.6, 3.2]",,Ground Pass,,9.433981,,,,,Arda Turan,11094.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Back,186,Barcelona,217,['43e53128-7cc5-4ea9-8187-af2fe5e2057d'],57,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:57.176,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.320946,,,,,,,,,,,,,,,d4758390-d318-46d1-aa76-d287a75ce6fe,3010,,,"[68.6, 3.2]",265894,84,,,,2.8318896,,Right Foot,,"[46.1, 10.4]",,Ground Pass,,23.623928,,,,,Jérémy Mathieu,10609.0,,,,,,2,Regular Play,Arda Turan,11094.0,Left Wing,186,Barcelona,217,['fa480fdc-55dd-445a-bde8-5e4aaabcca86'],0,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:00.865,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.815561,,,,,,,,,,,,,,,a8ca2f2f-cf2f-4ce7-ba4c-45acffb6b124,3013,,,"[44.6, 12.0]",265894,84,,,,2.3771439,,Left Foot,,"[17.8, 37.7]",,Ground Pass,,37.131252,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,186,Barcelona,217,['b2cfe31d-50f3-4462-8d5c-6efda7545a4c'],3,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:03.912,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.677692,,,,,,,,,,,,,,,88ad7494-80d1-4605-92a1-d03e60aada87,3016,,,"[18.0, 37.7]",265894,84,,,,1.0827633,,Right Foot,,"[39.5, 78.2]",,Ground Pass,,45.853027,,,,,Javier Alejandro Mascherano,5506.0,,True,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,186,Barcelona,217,['82fade9e-53bc-424c-b5b3-a2eb52bfcc8a'],6,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:06.958,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.404966,,,,,,,,,,,,,,,708459ae-d7f3-4a22-92ca-6c3f275a4e4f,3019,,,"[36.4, 78.1]",265894,84,,,,0.14932266,,Right Foot,,"[47.7, 79.8]",,Low Pass,,11.42716,,,Out,,Aleix Vidal Parreu,6400.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,186,Barcelona,217,['d989a47d-fbbb-471f-9fae-b243d460508e'],9,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:39:09.821,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.014315,,,,,,,,,,,,,,,ec72f950-88e5-4c97-9da9-d48b01deb14d,3021,,,"[71.2, 0.1]",265894,84,,,,1.1375105,,,,"[87.9, 36.2]",,High Pass,,39.77562,,,,,Roque Luis Santa Cruz Cantero,26783.0,,,,,Throw-in,2,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Midfield,187,Málaga,223,['e3b700ae-f443-4035-aca6-54652e72de29'],14,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:14.028,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.1828,,,,,,,,,,,,,,,7681288a-c40e-4787-99b6-f4c4816eedb0,3023,,,"[87.9, 36.2]",265894,84,,,,-1.1499242,,Head,,"[102.0, 4.7]",,High Pass,,34.511738,,,Incomplete,,Gonzalo Castro Irizábal,6740.0,,,,,,2,From Throw In,Roque Luis Santa Cruz Cantero,26783.0,Left Center Forward,187,Málaga,223,"['5e5cc849-e25e-4ce5-bdc7-645b4c2c069d', '83d161fe-cca2-4ed1-bae5-5fb56326ef38']",16,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:16.269,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.90192,,,,,,,,,,,,,,,0fb8af18-0583-437b-a2fb-794a20147361,3027,,,"[104.7, 0.1]",265894,84,,,,1.5469913,,,,"[105.1, 16.9]",,High Pass,,16.804762,,,,,Roque Luis Santa Cruz Cantero,26783.0,,,,,Throw-in,2,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Midfield,188,Málaga,223,['ac1612b3-d22c-46e5-a27f-82f9a1bd8a8d'],25,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:25.423,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.902097,,,,,,,,,,,,,,,dc5b259e-3f69-4ee5-a83a-2a853e049771,3030,,,"[101.2, 8.3]",265894,84,,,,2.9750817,,Right Foot,,"[89.3, 10.3]",,Ground Pass,,12.066896,,,,,Ignacio Camacho Barnola,8234.0,,,,,,2,From Throw In,Roque Luis Santa Cruz Cantero,26783.0,Left Center Forward,188,Málaga,223,['abbef82a-5cd7-4734-af6c-323bff7a6366'],29,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:29.349,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.523981,,,,,,,,,,,,,,,f94286f2-ee89-40b7-acb5-0fc7908827ed,3033,,,"[89.2, 13.5]",265894,84,,,,0.6652894,,Right Foot,,"[108.7, 28.8]",,High Pass,,24.785883,,,,,Juan Pablo Añor Acosta,6563.0,,,,,,2,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,188,Málaga,223,['868f6791-c8fc-4223-b457-284877de2692'],31,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:31.808,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7723,,,,,,,,,,,,,,,2dce69dd-ab43-4ea8-bca9-c7c88b775894,3036,,,"[113.6, 23.1]",265894,84,,,,-1.4319113,,Left Foot,,"[114.9, 13.8]",,Ground Pass,,9.390421,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,2,From Throw In,Juan Pablo Añor Acosta,6563.0,Right Midfield,188,Málaga,223,['c248a601-35c0-4851-99a7-154534c86fde'],34,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:34.747,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.967,,,,,,,,,,,,,,,b65b3803-309d-4df6-9047-85ad6b1c5d7a,3039,,,"[114.9, 13.8]",265894,84,,,,1.6339533,e80cc87f-ca58-4dc5-8858-e111b3a4df3d,Left Foot,True,"[113.3, 39.1]",,High Pass,,25.350542,,,,,Charles Días Barbosa de Oliveira,6707.0,True,,,,,2,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Midfield,188,Málaga,223,['166ad6e1-5df2-4085-b702-e7e49e2bf256'],35,,,,,,,,,,,,,,,,,,,,Málaga,223,00:39:35.600,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.987439,,,,,,,,,,,,,,,d49dbb6a-d000-4f03-bf81-0149b6dbc5bb,3043,,,"[6.0, 44.0]",265894,85,,,,0.0026990487,,Right Foot,,"[80.1, 44.2]",,High Pass,,74.10027,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Goal Kick,2,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,189,Barcelona,217,"['1d388eda-ca95-4d70-96fb-66b1dc2d4a9d', 'a2d264c5-4e18-4b6b-9d9b-05f3195c8938']",4,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:04.301,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.430775,,,,,,,,,,,,,,,baad2110-5224-4dc7-8103-32a5c421dec2,3049,,,"[70.0, 34.2]",265894,85,,,,-0.67474097,,Right Foot,,"[74.0, 31.0]",,Low Pass,,5.1224995,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Goal Kick,Arda Turan,11094.0,Left Wing,189,Barcelona,217,['a4fb7c4a-4f3d-439c-8f75-78cb5cc2121b'],10,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:10.996,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.624054,,,,,,,,,,,,,,,3ed98b68-9eeb-457d-9abe-797e5e8b895e,3053,,,"[73.5, 31.9]",265894,85,,,,-1.9440477,,Left Foot,,"[67.9, 17.6]",,Ground Pass,,15.357409,,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,189,Barcelona,217,['81c4c585-da11-4681-b8ee-a2be10f869dc'],12,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:12.467,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.7798,,,,,,,,,,,,,,,34725f62-c9be-4340-9d9b-bc6628875582,3055,,,"[67.9, 17.6]",265894,85,,,,0.26994509,,Right Foot,,"[88.5, 23.3]",,High Pass,,21.37405,,,Incomplete,,Arda Turan,11094.0,,,,,,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Left Back,189,Barcelona,217,"['46748f4e-9e6a-48c1-8c8f-7bc982c90e15', 'c7bb9ff1-f36b-47c1-8048-1c2a09b5c64f']",14,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:14.091,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.657276,,,,,,,,,,,,,,,eecdabcc-2a51-4994-aab4-1b01be64ad36,3058,,,"[39.6, 56.9]",265894,85,,,,-1.5208379,,Other,,"[39.9, 50.9]",,Low Pass,,6.0074954,,,,,Ignacio Camacho Barnola,8234.0,,,,,Recovery,2,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,190,Málaga,223,['9a0da337-dde0-49e9-bc9d-a6a0c896feba'],17,,,,,,,,,,,,,,,,,,,,Málaga,223,00:40:17.149,Pass,,2015/2016
