ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.785867,,,,,,,,,,,,8814be7e-967b-413f-a5e5-1b5aef30bcf5,1743,,,"[34.0, 33.0]",303725,40,,,,1.8644712,,Right Foot,,"[26.5, 57.8]",,Low Pass,,25.909266,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,['60898482-ccd8-431b-b446-f84dc6640a5d'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:38.255,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.38822,,,,,,,,,,,,68e7b854-4ecc-4991-9857-338e896080d6,1746,,,"[32.6, 69.7]",303725,40,,,,-1.3646749,,Right Foot,,"[37.2, 47.7]",,Ground Pass,,22.475765,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['597ac819-c079-4fe9-97db-a56f26b978b3'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:43.681,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.318081,,,,,,,,,,,,abc56389-69b7-4142-9191-54ed24321f9d,1750,,,"[35.9, 44.4]",303725,40,,,,-1.3927034,,Left Foot,,"[40.4, 19.4]",,Low Pass,,25.401772,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,"['6ed8e378-2ca4-4f5e-adc6-04394c39996b', '82b740fd-f116-4029-b00a-58121f6e3c97']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:46.214,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.174161,,,,,,,,,,,,43c705c6-1c1e-44b4-b947-d2713130aad5,1753,,,"[41.2, 19.2]",303725,40,,,,0.5135138,,Left Foot,,"[62.3, 31.1]",,Ground Pass,,24.224367,,,,,Antoine Griezmann,5487.0,,,,,,1,From Keeper,Sergi Roberto Carnicer,6379.0,Left Center Midfield,61,Barcelona,217,['199ae3f4-5ea6-4d3d-95b0-870db072f507'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:48.524,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.979006,,,,,,,,,,,,2d803089-2260-46a1-97d0-ed3667b9156e,1755,,,"[62.3, 31.1]",303725,40,,,,-1.1256651,,Left Foot,,"[67.5, 20.2]",,Ground Pass,,12.076838,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Keeper,Antoine Griezmann,5487.0,Right Center Forward,61,Barcelona,217,['98025d87-0d02-4152-ae53-90eb8666839d'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:49.698,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.529671,,,,,,,,,,,,b55532b3-572c-4d23-9661-d40a238277e1,1758,,,"[68.2, 20.2]",303725,40,,,,2.172251,,Right Foot,,"[64.7, 25.3]",,Ground Pass,,6.185467,,,,,Antoine Griezmann,5487.0,,,,,,1,From Keeper,Sergi Roberto Carnicer,6379.0,Left Center Midfield,61,Barcelona,217,['42a98b86-1d3a-4a6b-a519-441b5ec8e695'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:50.825,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.65192,,,,,,,,,,,,321e100e-e39a-42e7-8b14-44011eb67163,1760,,,"[65.4, 24.7]",303725,40,,,,-0.6088764,,Left Foot,,"[87.2, 9.5]",,Ground Pass,,26.57593,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Keeper,Antoine Griezmann,5487.0,Right Center Forward,61,Barcelona,217,['3bffa316-e193-4864-a93a-cf0bfd6e0c52'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:51.354,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.730274,,,,,,,,,,,,404c13eb-a99e-43a4-88a1-fe34ddb366f7,1762,,,"[87.5, 9.5]",303725,40,,,,2.5274332,,Left Foot,,"[79.7, 15.0]",,Ground Pass,,9.544108,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Keeper,Jordi Alba Ramos,5211.0,Left Back,61,Barcelona,217,['2a63b0ee-19d5-416f-8900-18ad3388117c'],53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:53.006,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.528338,,,,,,,,,,,,97c20a89-292b-4da5-8d7b-88cdd52a976b,1765,,,"[92.5, 18.1]",303725,40,,,,1.8028055,,Right Foot,,"[88.2, 36.3]",,Ground Pass,,18.701069,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Sergi Roberto Carnicer,6379.0,Left Center Midfield,61,Barcelona,217,['f4c665f6-1efe-41ea-b5c8-4ebd4140d056'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:55.519,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.201261,,,,,,,,,,,,9f5183f2-79e0-44cd-8239-d90bf8af084b,1772,,,"[92.5, 28.6]",303725,40,,,,-0.68231654,,Right Foot,,"[97.3, 24.7]",,Ground Pass,,6.1846585,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,61,Barcelona,217,['162fe009-c0ae-40e4-a8b5-43c91beb88fd'],58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:58.431,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.272911,,,,,,,,,,,,1f77fca0-82de-47db-9978-0cd19413da68,1775,,,"[98.7, 24.1]",303725,40,,,,-0.4428173,,Left Foot,,"[108.4, 19.5]",,Ground Pass,,10.7354555,,,Pass Offside,,Jordi Alba Ramos,5211.0,,,,,,1,From Keeper,Sergi Roberto Carnicer,6379.0,Left Center Midfield,61,Barcelona,217,['e456231c-347c-4ee3-b03a-1f15282e569d'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:59.678,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.382544,,,,,,,,,,,,e0517c79-c553-4c53-9f44-6ed66c8523ab,1777,,,"[10.9, 40.9]",303725,41,True,,,-0.62738585,,Right Foot,,"[32.0, 25.6]",,Ground Pass,,26.063385,,,,,Vicente Iborra De La Fuente,3497.0,,,,,Free Kick,1,From Free Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,62,Villarreal,222,['7e0932d3-a20b-4414-8274-779a54e4d3e3'],26,,,,,,,,,,,,,,,,,,,Villarreal,222,00:41:26.407,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.095982,,,,,,,,,,,,44c0fb0a-d53c-41f1-bfff-2ff34a960d88,1779,,,"[36.9, 30.7]",303725,41,,,,-0.83445436,,Right Foot,,"[55.3, 10.4]",,Low Pass,,27.397993,,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Free Kick,Vicente Iborra De La Fuente,3497.0,Left Defensive Midfield,62,Villarreal,222,['874a5270-a9f7-4882-8163-7778e5b135b2'],30,,,,,,,,,,,,,,,,,,,Villarreal,222,00:41:30.738,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.287998,,,,,,,,,,,,4c4ad029-6cca-4605-bea6-403c85287378,1786,,,"[62.0, 69.5]",303725,41,,,,0.4636476,,Right Foot,,"[70.0, 73.5]",,Ground Pass,,8.944272,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,63,Barcelona,217,['8ff12c7d-ff17-4a0e-b7ab-3dc1e121e2e6'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:35.000,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.034182,,,,,,,,,,,,8a5b1f97-ec5e-4226-8c98-cca95932a92c,1789,,,"[70.6, 73.1]",303725,41,,,,-2.6078844,,Right Foot,,"[64.0, 69.2]",,Ground Pass,,7.6661596,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,63,Barcelona,217,['a1f41a08-016c-4707-8e01-c61f6f9dcf76'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:37.214,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.336178,,,,,,,,,,,,08d8e71a-92a8-4f3f-a274-a03e171abb6a,1792,,,"[63.7, 69.2]",303725,41,,,,-2.5319328,,Right Foot,,"[44.8, 56.0]",,Ground Pass,,23.0532,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,63,Barcelona,217,['eabc59a8-f2c9-4616-9b2a-ef056ce76986'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:38.492,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.665919,,,,,,,,,,,,b06205ec-428a-4b75-a62a-c8580a9a9030,1796,,,"[44.0, 62.0]",303725,41,,,,-1.5902114,,Right Foot,,"[43.4, 31.1]",,Ground Pass,,30.905825,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,63,Barcelona,217,['d5b5dec9-ef2d-4bf9-97ea-cfadf9fb133b'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:40.740,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.260515,,,,,,,,,,,,fc05c70b-4c12-4a9b-a7a3-a473bccbedd5,1799,,,"[42.5, 29.9]",303725,41,,,,2.7400122,,Left Foot,,"[20.6, 39.2]",,Ground Pass,,23.792856,,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,63,Barcelona,217,['6aae4142-7a70-4f53-8042-f85d0fca25f7'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:44.173,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.032743,,,,,,,,,,,,00499b57-2381-4070-b8a2-021a40e3a34e,1802,,,"[25.7, 37.5]",303725,41,,,,-0.38493356,,Right Foot,,"[56.8, 24.9]",,High Pass,,33.555477,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,63,Barcelona,217,"['ae17e6d3-fb44-4ad0-a4a0-897e447cc735', 'af9de02d-14d5-4ecc-83e5-87377cdad099']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:51.364,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.307898,,,,,,,,,,,,709b0d77-6b6a-45c1-bdd0-4b96287a4d26,1806,,,"[46.1, 0.1]",303725,42,True,,,2.6940727,,,,"[33.6, 6.1]",,Low Pass,,13.865424,,,,,Clément Lenglet,6826.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,64,Barcelona,217,['27982b1e-d892-4345-8d79-d1d3c08221b8'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.449,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.939704,,,,,,,,,,,,b202f5ed-2d84-400a-9908-9b8d4f2cd262,1808,,,"[33.2, 6.1]",303725,42,,,,2.2526698,,Left Foot,,"[12.5, 31.6]",,Ground Pass,,32.844177,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,64,Barcelona,217,['f2402b8d-1465-4cfd-bb08-bee197ee0ff1'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:18.217,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.641801,,,,,,,,,,,,06f317b4-147a-407f-994c-80f5436cb725,1811,,,"[12.5, 31.1]",303725,42,,,,1.0187719,,Right Foot,,"[40.4, 76.4]",,High Pass,,53.202442,,,,,Nélson Cabral Semedo,6374.0,,True,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,64,Barcelona,217,['adafac54-cb8b-4ace-af47-04518774d7b5'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:21.768,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.572376,,,,,,,,,,,,b2d27d79-21d3-4728-a7f6-622bff6a657c,1814,,,"[44.3, 72.5]",303725,42,,,,-2.4898024,,Right Foot,,"[23.2, 56.4]",,Ground Pass,,26.540913,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,64,Barcelona,217,['097bc471-09fe-4ce1-9c31-4f11803642a8'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:28.191,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.634995,,,,,,,,,,,,89f1833e-74e7-47ca-9bce-6cdd3dfa3732,1817,,,"[22.2, 55.2]",303725,42,,,,-2.297053,,Right Foot,,"[7.9, 39.1]",,Ground Pass,,21.533695,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,64,Barcelona,217,['0b5de237-3458-4027-bc57-959f254c3a2c'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:30.436,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.023774,,,,,,,,,,,,cb6faaf1-4525-4bc5-b074-6a88801efa68,1820,,,"[10.1, 36.6]",303725,42,,,,0.9565291,,Left Foot,,"[38.1, 76.3]",,High Pass,,48.580757,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,64,Barcelona,217,['8d7ab198-e315-481c-a806-ce6c5ccdfae1'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:35.544,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.254529,,,,,,,,,,,,654460eb-baaf-48c4-a9b4-4c4efefdb0cf,1823,,,"[36.8, 76.3]",303725,42,,,,-1.2440953,,Right Foot,,"[40.9, 64.2]",,Ground Pass,,12.775759,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,64,Barcelona,217,['d8e7da26-9f66-4a4b-926a-6d4107c47815'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:39.143,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.003765,,,,,,,,,,,,623ce1bf-94a3-4856-b7ce-c710751c484e,1826,,,"[45.1, 65.0]",303725,42,,,,-1.4275972,,Right Foot,,"[48.2, 43.5]",,Ground Pass,,21.72234,,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,64,Barcelona,217,['8911a74e-5a4b-48a6-b56a-abe64fdb554e'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:42.037,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.231647,,,,,,,,,,,,fc314c36-bc2f-43b0-aacc-a2db4ce99051,1829,,,"[48.2, 43.5]",303725,42,,,,2.6476512,,Left Foot,,"[40.4, 47.7]",,Ground Pass,,8.858893,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Center Forward,64,Barcelona,217,['6f0590c8-e4bd-4dde-a2b3-1195068eb51a'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:43.281,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.963825,,,,,,,,,,,,cca8bc08-a748-4ca7-a17a-7f7d183a036d,1831,,,"[40.4, 47.7]",303725,42,,,,-1.273631,,Right Foot,,"[51.7, 10.8]",,High Pass,,38.59145,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,64,Barcelona,217,['4ef19789-3ecd-4ba5-89eb-87a9d1239406'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:44.513,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.052809,,,,,,,,,,,,11209dd7-430f-4248-b850-4838c3746879,1834,,,"[97.5, 16.1]",303725,42,,,,-0.81899893,,Right Foot,,"[109.0, 3.8]",,Ground Pass,,16.838646,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,64,Barcelona,217,['7b710fbd-18d4-412d-b159-b3ddb6e9af79'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:52.418,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.140922,,,,,,,,,,,,8601c66d-a46f-4f40-9de2-4a48d5e1e24c,1837,,,"[111.1, 5.2]",303725,42,,,,2.6210756,,Left Foot,,"[95.4, 14.2]",,Ground Pass,,18.096685,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,64,Barcelona,217,['01e20d22-4e19-412d-8535-c309e11ae786'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:55.671,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.123097,,,,,,,,,,,,fcf65073-ec70-4253-86fa-44f55fce357f,1839,,,"[95.4, 14.2]",303725,42,,,,-1.5469913,,Right Foot,,"[95.6, 5.8]",,Ground Pass,,8.402381,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,64,Barcelona,217,['b6bf7bad-629d-4d66-80cf-04bbe3eb71c6'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.812,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.266478,,,,,,,,,,,,67335e11-0a72-498f-a38e-cc611b19cf06,1842,,,"[92.2, 7.2]",303725,42,,,,2.232604,,Right Foot,,"[78.1, 25.3]",,Ground Pass,,22.943844,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,64,Barcelona,217,['3ee1bf0a-a98b-4d6c-b9fc-07fd6340a7d7'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:59.229,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.244272,,,,,,,,,,,,1cc541ce-2618-4c2d-81d4-32179c50607c,1844,,,"[77.8, 25.3]",303725,43,,,,1.4789501,,Right Foot,,"[79.2, 40.5]",,Ground Pass,,15.264338,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,64,Barcelona,217,['f729d41b-516e-450d-bcc4-9d9897276d97'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:00.496,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.925474,,,,,,,,,,,,230de447-f2b3-402f-bd6f-9aa6bf6722e3,1847,,,"[78.7, 39.9]",303725,43,,,,1.656115,,Left Foot,,"[76.1, 70.3]",,Ground Pass,,30.510983,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,64,Barcelona,217,['dddfe8bd-57a1-405d-bd25-85735b69ca02'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:01.975,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.953251,,,,,,,,,,,,af2f9ffb-aab6-4f7d-ae38-a8eaa2d4579f,1850,,,"[75.9, 71.0]",303725,43,,,,-1.8501195,,Right Foot,,"[72.2, 58.1]",,Ground Pass,,13.420135,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,64,Barcelona,217,['549bb45f-e8f2-4e4c-9453-c31191a0a30f'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:05.043,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.125208,,,,,,,,,,,,2a51105a-6a77-468a-b6c6-8192231e1acf,1853,,,"[70.6, 59.4]",303725,43,,,,-1.7382281,,Left Foot,,"[67.0, 38.1]",,Ground Pass,,21.602083,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,64,Barcelona,217,['47d2603d-51fa-46f0-9888-6cdab9b131ba'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:06.773,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.392583,,,,,,,,,,,,9602d32f-ded1-43c2-9059-b9ef1555c8d1,1856,,,"[72.6, 36.9]",303725,43,,,,-1.5127703,,Right Foot,,"[74.0, 12.8]",,Ground Pass,,24.140629,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,64,Barcelona,217,['1b8a615b-6b60-4eae-a485-b6451ca80d15'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:09.404,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.249344,,,,,,,,,,,,3d4efa33-2e5d-4169-b741-5c90b2fb989e,1859,,,"[73.7, 8.3]",303725,43,,,,2.0774703,,Left Foot,,"[62.6, 28.3]",,Ground Pass,,22.873785,,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,64,Barcelona,217,['4d683b6d-b025-4d65-b8d3-46de171ddb0e'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:12.279,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.337351,,,,,,,,,,,,5af54496-9eae-4672-bf36-aca287359168,1862,,,"[55.7, 33.6]",303725,43,,,,-3.0391488,,Left Foot,,"[23.6, 30.3]",,Ground Pass,,32.26918,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,64,Barcelona,217,['285ecd60-e689-43c2-984a-f0e7ac5b5c67'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:16.356,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.233779,,,,,,,,,,,,e9a2a592-ffd5-4271-97ff-8a0781b612de,1865,,,"[24.3, 35.6]",303725,43,,,,-0.013839947,,Right Foot,,"[53.2, 35.2]",,Low Pass,,28.902767,,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,64,Barcelona,217,['914c4a09-b9cc-4d43-a4ef-4bfc8972a89a'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.022,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.12378,,,,,,,,,,,,e0fc2eea-ecf8-475e-a34e-c9288f9904d0,1868,,,"[56.8, 35.6]",303725,43,,,,1.2428088,,Left Foot,,"[61.7, 50.0]",,Ground Pass,,15.210852,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Center Forward,64,Barcelona,217,['0d67a461-773f-42dc-8959-ca808d33dc2d'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:28.488,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.683052,,,,,,,,,,,,94f1cc40-d9db-4828-975c-66f3d0012e4f,1871,,,"[65.9, 43.1]",303725,43,,,,-2.6637616,,Left Foot,,"[60.3, 40.2]",,Ground Pass,,6.306346,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,64,Barcelona,217,['8f4d8d8a-94d4-4ec6-9e66-ad29e8516d49'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:33.414,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.528918,,,,,,,,,,,,18984dc5-3a07-4150-bf66-a4f07727e71d,1874,,,"[57.5, 39.2]",303725,43,,,,1.7487499,,Right Foot,,"[55.0, 53.1]",,Ground Pass,,14.123031,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,64,Barcelona,217,['a20e6ba5-d8e0-446e-8830-ae40d3dab92b'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:35.156,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.844468,,,,,,,,,,,,505c7f2a-76b1-48e1-9bde-bc4cf7cdbe01,1876,,,"[54.8, 53.1]",303725,43,,,,-2.4987614,,Right Foot,,"[30.9, 35.2]",,Ground Pass,,29.860006,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,64,Barcelona,217,['3f9a5bb6-ec8d-4d60-a27c-85c2b1050e69'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:36.685,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.687324,,,,,,,,,,,,3a4874bf-e2c1-4d44-b3ff-285e17ffbb9a,1879,,,"[32.2, 36.4]",303725,43,,,,0.62637496,,Right Foot,,"[56.8, 54.2]",,High Pass,,30.364452,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,64,Barcelona,217,"['58921578-85e2-4932-b2c1-a04a8157d599', 'f1e54884-60b7-48b5-97b7-3ff23161ee1a']",45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:45.984,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.546773,,,,,,,,,,,,58921578-85e2-4932-b2c1-a04a8157d599,1881,,,"[63.3, 25.9]",303725,43,,,,0.16514868,,Head,,"[72.3, 27.4]",,High Pass,,9.124144,,,Incomplete,,Vicente Iborra De La Fuente,3497.0,,,,,Recovery,1,From Throw In,Santiago Cazorla González,11386.0,Left Midfield,64,Barcelona,217,"['287072b2-6fdd-4d8a-b9b2-19ec84b7ec9f', '3a4874bf-e2c1-4d44-b3ff-285e17ffbb9a', '82f8b1c1-1256-47bf-90ea-cb2156f937d4']",47,,,,,,,,,,,,,,,,,,,Villarreal,222,00:43:47.671,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.637805,,,,,,,,,,,,287072b2-6fdd-4d8a-b9b2-19ec84b7ec9f,1884,,,"[47.8, 52.7]",303725,43,,,True,0.22303097,,,,"[57.5, 54.9]",,Low Pass,,9.946356,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,64,Barcelona,217,"['1f101869-275e-4499-8c0b-49802b1c1f28', '58921578-85e2-4932-b2c1-a04a8157d599', 'f7599c4b-cc4e-457e-aa55-6c99fd8ab148']",49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:49.218,Pass,True,2019/2020
