50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.284456,,,,,,,,,,,,,ac3c565d-6b4d-43bc-9b52-add8840804a1,2055,,,"[35.8, 49.2]",303682,45,,,,-1.9181823,,Right Foot,,,"[27.4, 26.0]",,Ground Pass,,24.673872,,,Clément Lenglet,6826.0,,,,,,2,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,92,Barcelona,217,['147aba10-4c3b-42e9-b0f3-d7fc23069609'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.171,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.216135,,,,,,,,,,,,,3d65a6cb-c773-481f-83f5-3251a8ef1d0c,2059,,,"[28.5, 26.3]",303682,45,,,,-1.5378412,,Left Foot,,,"[29.1, 8.1]",,Ground Pass,,18.209887,,,Jordi Alba Ramos,5211.0,,,,,,2,From Kick Off,Clément Lenglet,6826.0,Left Center Back,92,Barcelona,217,"['297b5765-d1bb-4ab5-8354-2c1d9fe36f3b', '7c8787f6-d6b8-48ab-b269-ccaceac2f3ff']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.270,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.160529,,,,,,,,,,,,,3c6991fb-f5c6-46a0-bca6-2e15fe9ce6eb,2063,,,"[30.0, 5.3]",303682,45,,,,0.15264933,,Left Foot,,,"[31.3, 5.5]",,Ground Pass,,1.3152946,,Incomplete,Anssumane Fati,30756.0,,,,,,2,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,92,Barcelona,217,"['04ca047b-4cd5-49d2-8afe-06ee2df5eb5d', '81b0c4c1-ef6f-4bd3-8192-c790911eec90', 'e230ce1a-0181-40c5-b8b4-173355cee9ad']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.057,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.079605,,,,,,,,,,,,,00470b86-0346-4391-aa87-593a4387cbb8,2066,,,"[24.9, 0.1]",303682,45,,,,0.3620874,,,,,"[38.1, 5.1]",,High Pass,,14.11524,,,Antoine Griezmann,5487.0,,,,,Throw-in,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,['bd064cc6-7d5b-4053-a9c4-5d3cf3b8b568'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.290,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.439303,,,,,,,,,,,,,f59cd244-47ec-4d69-8612-52140be2809f,2069,,,"[37.7, 5.1]",303682,45,,,,-0.22082877,,Left Foot,,,"[42.6, 4.0]",,Low Pass,,5.0219517,,,Anssumane Fati,30756.0,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Forward,93,Barcelona,217,"['7fcbe1ce-5fd7-4b64-ae28-d24d26c298f2', 'c2d26fa1-002e-4150-8942-6158d29ed8fe']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.370,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.320994,,,,,,,,,,,,,83a849b7-0fcd-47d3-b1a7-fdb31b8ceac2,2073,,,"[42.0, 5.3]",303682,45,,,,3.1049118,,Right Foot,,,"[31.1, 5.7]",,High Pass,,10.907337,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Anssumane Fati,30756.0,Left Wing,93,Barcelona,217,"['c6bf4541-854b-458e-8759-3c136a29f6b8', 'f00e765b-6680-43a8-8dde-37d70c1f7218']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.896,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.031069,,,,,,,,,,,,,25a83b89-9015-4358-ab69-93dde8ac047e,2075,,,"[31.1, 5.7]",303682,45,,,,1.7748142,,Head,,,"[28.7, 17.3]",,High Pass,,11.8456745,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,['82f125c7-e06d-49e1-92fe-c13ffbf5e439'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.216,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.149877,,,,,,,,,,,,,bc615baa-be44-44f5-89a3-4f1178de8ea5,2077,,,"[28.7, 17.3]",303682,45,,,,-2.6920285,,Right Foot,,,"[14.4, 10.4]",,Low Pass,,15.877657,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,93,Barcelona,217,['be9ff679-c1d3-458d-bb40-7c3b6c7c8692'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.248,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.516837,,,,,,,,,,,,,d7a34e29-a711-4760-b38f-833d4b70f0fe,2081,,,"[12.9, 13.2]",303682,45,,,,2.1195552,,Left Foot,,,"[1.1, 32.5]",,Ground Pass,,22.62145,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,93,Barcelona,217,"['be8ac440-62d0-42eb-9e69-6e1f5f06b6ec', 'c3cd8cc3-8cd7-4574-b9a1-5a9e41e9f4ad']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.220,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.795739,,,,,,,,,,,,,d6b1afaf-736f-46d1-994e-7a98c8166edb,2085,,,"[6.7, 35.2]",303682,45,,,,-0.6644954,,Left Foot,,,"[18.7, 25.8]",,Ground Pass,,15.24336,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,93,Barcelona,217,['e3188000-6021-45a9-9dd3-8be460b75189'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.639,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,3.327398,,,,,,,,,,,,,0e5997eb-d2b6-4fb4-8592-0f62c52da286,2089,,,"[17.4, 25.0]",303682,45,,,,1.5967904,,Right Foot,,,"[16.1, 75.0]",,High Pass,,50.016895,,,Gerard Piqué Bernabéu,5213.0,,True,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,93,Barcelona,217,"['ae9dd17f-bacf-4685-a352-b6302cfdc209', 'f7016097-d1e5-4ae3-acd3-c4fbf4513d57']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.474,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.672747,,,,,,,,,,,,,15da75fd-e861-44bb-b0ca-5046c46dd9cd,2092,,,"[16.7, 74.8]",303682,45,,,,-1.0146301,,Right Foot,,,"[23.6, 63.7]",,Ground Pass,,13.069813,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,93,Barcelona,217,['69e4be79-0509-4f29-a9c2-cb63dc33c7c1'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.317,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.094987,,,,,,,,,,,,,61152844-ca2a-4de0-8090-54b788d494a8,2095,,,"[23.6, 63.7]",303682,45,,,,0.3762941,,Right Foot,,,"[44.1, 71.8]",,Low Pass,,22.042233,,,Frenkie de Jong,8118.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,93,Barcelona,217,['af084fa2-bdd9-4473-8bb8-20bf453173c6'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.230,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.430223,,,,,,,,,,,,,8b1f79e8-3e34-432e-a2db-826fbb2d472c,2098,,,"[65.7, 61.3]",303682,46,,,,-1.3639224,,Right Foot,,,"[69.1, 45.1]",,Ground Pass,,16.552946,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,93,Barcelona,217,['248032c0-4b5b-4979-bf87-969ac4bfb197'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.721,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.400404,,,,,,,,,,,,,105ad5e6-fb55-44c6-8798-e3d8c9877ee0,2101,,,"[72.6, 36.5]",303682,46,,,,-0.79786634,,Left Foot,,,"[92.4, 16.2]",,Ground Pass,,28.357185,,,Anssumane Fati,30756.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,93,Barcelona,217,['a76501bd-98cb-4601-8c46-1eb1ea791182'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.471,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.193373,,,,,,,,,,,,,4b496140-d6d7-49ee-a084-5b43ea92b40e,2104,,,"[98.0, 17.7]",303682,46,,,,2.55575,,Right Foot,,,"[87.3, 24.8]",,Ground Pass,,12.841339,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Anssumane Fati,30756.0,Left Wing,93,Barcelona,217,['cec60ede-0aa4-4868-8643-12facd494a7b'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.507,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.79121,,,,,,,,,,,,,fe93cc6c-e849-4367-a09c-73b9367e6578,2107,,,"[87.3, 28.0]",303682,46,,,,1.06717,,Right Foot,,,"[92.7, 37.8]",,Ground Pass,,11.1892805,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,93,Barcelona,217,['3dabc0d2-0b71-4b3d-b107-ebef77ae9251'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.742,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.97288,,,,,,,,,,,,,5810f03e-50ee-4a91-90ad-e921d0f6b6eb,2111,,,"[92.2, 29.0]",303682,46,,,,-0.5016041,,Left Foot,,,"[117.0, 15.4]",,Ground Pass,,28.284271,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,93,Barcelona,217,['701d29e5-94f2-4e7c-ba0d-0ce2426ec8e0'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.019,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.919272,,,,,,,,,,,,,fd80930a-18aa-442b-b38d-7094a6adcc2c,2115,,,"[110.6, 6.6]",303682,46,,,,-3.0614727,,Right Foot,,,"[96.9, 5.5]",,Ground Pass,,13.74409,,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,['c54fd1c9-ebf3-4982-8220-16a860cd4574'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.485,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.228713,,,,,,,,,,,,,9da9119b-66b2-4cc2-8962-bbe119468f2e,2118,,,"[92.4, 5.7]",303682,46,,,,1.9131929,,Left Foot,,,"[88.8, 15.8]",,Ground Pass,,10.722406,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Forward,93,Barcelona,217,['0b7b7e19-d39a-4911-95e7-45e6e53e49ee'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.821,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.662853,,,,,,,,,,,,,99d9a82b-37c1-47a9-97e3-35fd7a3f3355,2121,,,"[88.8, 15.8]",303682,46,,,,-2.1359458,,Right Foot,,,"[86.2, 11.7]",,Ground Pass,,4.8548946,,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,93,Barcelona,217,['177610d5-285b-48e1-8cfb-8828bdcda2ca'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.336,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.305803,,,,,,,,,,,,,a4524a6c-e422-4a16-a483-1cc005ac22d3,2124,,,"[86.0, 16.0]",303682,46,,,,-3.0021527,,Left Foot,,,"[68.9, 13.6]",,Ground Pass,,17.2676,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Center Forward,93,Barcelona,217,['8bd248d6-99f8-47d3-8c39-93ef96f2e9ad'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.397,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.426063,,,,,,,,,,,,,d64a8b8a-8092-4cc4-91c2-7c0e193b5515,2127,,,"[69.8, 17.9]",303682,46,,,,1.8202432,,Left Foot,,,"[63.1, 44.2]",,Ground Pass,,27.140007,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,93,Barcelona,217,['696d543a-e806-4b62-a3a3-a98c03faa55b'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.629,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.580487,,,,,,,,,,,,,90fe92cf-2d5e-49c9-9c1b-c3ca317e28c3,2131,,,"[62.5, 51.1]",303682,46,,,,1.2414702,,Right Foot,,,"[70.6, 74.8]",,Ground Pass,,25.045958,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,93,Barcelona,217,"['85f14a21-aef7-4876-b925-8186e6bcd049', 'fc196912-7aa4-4089-a968-58cae6372f49']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.814,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,2.169915,,,,,,,,,,,,,8b1d8784-98f8-47a5-941d-c2efb51c301f,2137,,,"[78.8, 80.0]",303682,46,,,,-2.9479706,,,,,"[48.2, 74.0]",,High Pass,,31.182688,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,94,Barcelona,217,['40a2cc27-0bb9-41f1-b961-50ea5e8648f1'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.506,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.156281,,,,,,,,,,,,,fdc19c66-17f8-4556-82ca-bee8cf219e67,2141,,,"[48.6, 72.9]",303682,46,,,,-2.294868,,Right Foot,,,"[27.2, 48.7]",,High Pass,,32.3048,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,94,Barcelona,217,"['00571274-39e2-473a-a92e-c33578afd501', '9ff110b8-4b30-40f6-b89e-dad03ac8f67e']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.865,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.328958,,,,,,,,,,,,,a4caa078-31f1-42d1-9ab7-4309bbaa3ea2,2144,,,"[28.5, 48.3]",303682,46,,,,-0.7938013,,Left Foot,,,"[40.3, 36.3]",,Ground Pass,,16.829735,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,94,Barcelona,217,['c157d5ed-bcd4-4d9c-9add-3d806b1f2cda'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.274,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.411159,,,,,,,,,,,,,10f3d154-d83d-4828-93c0-3d103e19b3db,2147,,,"[53.5, 27.5]",303682,46,,,,-1.155982,,Right Foot,,,"[63.1, 5.7]",,Ground Pass,,23.82016,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,94,Barcelona,217,['404de9f7-1d35-4c46-b0c8-f92430bd01ec'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.754,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.843563,,,,,,,,,,,,,e28af4e5-f37b-44ac-9227-9e0943ca6f56,2150,,,"[64.6, 8.1]",303682,46,,,,-0.4535977,,Left Foot,,,"[72.6, 4.2]",,Ground Pass,,8.9,,,Anssumane Fati,30756.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,94,Barcelona,217,['5626b4ae-c737-4899-88ea-2f1115b0994d'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.927,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.793337,,,,,,,,,,,,,53eada80-0481-47bb-b268-aaba358fbfd5,2153,,,"[74.0, 3.6]",303682,46,,,,0.09163455,,Right Foot,,,"[92.5, 5.3]",,Ground Pass,,18.577944,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Anssumane Fati,30756.0,Left Wing,94,Barcelona,217,['e4ee5bf7-250e-47df-90d3-e592000c403e'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.334,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.284207,,,,,,,,,,,,,c3c7bf63-d18c-4b59-b7c5-e6356c137888,2157,,,"[98.2, 4.1]",303682,46,,,,1.670465,,Right Foot,,,"[97.9, 7.1]",,Ground Pass,,3.0149627,,Incomplete,Anssumane Fati,30756.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,94,Barcelona,217,"['6f402e35-e5e2-4301-89d3-52115caa84f6', '70b2058f-b28f-4268-8d8d-99dfc1ff356f', '809fcfa0-4d41-4ae3-8e65-fafa56da804e']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.949,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.817409,,,,,,,,,,,,,3256b0e8-f529-43ed-8223-3ddd383c76f3,2163,,,"[14.0, 74.2]",303682,47,,,,-1.0183774,,Left Foot,,,"[18.5, 66.9]",,Ground Pass,,8.575546,,,Jorge Miramón Santagertrudis,11676.0,,,,,,2,Regular Play,Sergio Postigo Redondo,6682.0,Right Center Back,95,Levante UD,221,['c7c72814-a57e-4857-bf3a-3bcb1682e7eb'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:02:02.424,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.742764,,,,,,,,,,,,,04575638-cc52-43a4-aecd-8280c5e74f48,2165,,,"[18.5, 66.9]",303682,47,,,,0.7704739,,Right Foot,,,"[25.3, 73.5]",,Ground Pass,,9.476286,,,Rubén Rochina Naixes,6680.0,,,,,,2,Regular Play,Jorge Miramón Santagertrudis,11676.0,Right Back,95,Levante UD,221,['93f4bad1-67a9-425c-b14c-c263e96f08a4'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:02:03.242,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.812151,,,,,,,,,,,,,4267c3e6-9a31-4ca8-b082-7fa40fe64022,2167,,,"[25.1, 73.3]",303682,47,,,,-1.8964379,,Right Foot,,,"[22.5, 65.6]",,Ground Pass,,8.127115,,,Jorge Miramón Santagertrudis,11676.0,,,,,,2,Regular Play,Rubén Rochina Naixes,6680.0,Right Midfield,95,Levante UD,221,['1b47ef1a-c9e0-40c1-99dc-2da563e7759c'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:02:03.985,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.759815,,,,,,,,,,,,,038fcf02-f785-4ec0-b705-89b9dbefa4c8,2170,,,"[25.7, 66.7]",303682,47,,,,0.31972215,,Right Foot,,,"[40.5, 71.6]",,Ground Pass,,15.590061,,,José Luis Morales Nogales,6668.0,,,,,,2,Regular Play,Jorge Miramón Santagertrudis,11676.0,Right Back,95,Levante UD,221,['69efa48f-1e46-4036-b942-aefa3f029040'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:02:05.597,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.952254,,,,,,,,,,,,,d635abcb-55c9-4668-8e80-169cc96d003b,2174,,,"[41.1, 71.4]",303682,47,,,,2.5197685,,Right Foot,,,"[35.1, 75.7]",,Ground Pass,,7.3817344,,,Rubén Rochina Naixes,6680.0,,,,,,2,Regular Play,José Luis Morales Nogales,6668.0,Right Center Forward,95,Levante UD,221,['2f7e5062-6dd4-4443-ab5a-cc701efd2a6a'],7,,,,,,,,,,,,,,,,,Levante UD,221,00:02:07.684,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.162125,,,,,,,,,,,,,73b49add-8d1b-4e7a-9179-785f974c0e1d,2185,,,"[79.4, 6.8]",303682,47,,,,-0.37724906,,Left Foot,,,"[84.7, 4.7]",,Ground Pass,,5.700877,,,Anssumane Fati,30756.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,96,Barcelona,217,['03c91419-6863-4e57-a7aa-3a36c5606e65'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.413,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.735054,,,,,,,,,,,,,24c84c66-73df-4da1-a437-51286521a1ea,2189,,,"[86.9, 4.2]",303682,47,,,,-3.091003,,Right Foot,,,"[79.0, 3.8]",,Ground Pass,,7.91012,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Anssumane Fati,30756.0,Left Wing,96,Barcelona,217,"['79ecdbab-9764-40eb-8320-31b6a14c3c01', 'ae451a30-be22-4d0b-8efb-216e67d6b2db']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.006,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,0.55178,,,,,,,,,,,,,25082245-e95c-48ae-a91e-057a40df0d3b,2192,,,"[79.0, 3.8]",303682,47,,,,1.442473,,Left Foot,,,"[79.8, 10.0]",,Ground Pass,,6.2514,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,96,Barcelona,217,['e6b81389-03d8-44f4-8d19-b0d089f617ca'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.084,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.010279,,,,,,,,,,,,,3a987035-b5fa-4e69-b7f1-62c71404bcf1,2194,,,"[79.0, 9.8]",303682,47,,,,-2.428532,,Right Foot,,,"[75.3, 6.6]",,Ground Pass,,4.89183,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,96,Barcelona,217,['a67c6af2-b175-4b57-9dde-34e94a7fa83b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.635,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.634657,,,,,,,,,,,,,5f5bb877-33cb-48ac-b84f-0deec3bd59ff,2197,,,"[68.9, 6.4]",303682,47,,,,-3.03441,,Left Foot,,,"[53.1, 4.7]",,Ground Pass,,15.891192,,,Clément Lenglet,6826.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,96,Barcelona,217,['da2db293-c9a7-430e-b3c0-9e97092d6ae5'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.452,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.933051,,,,,,,,,,,,,cbbcd4a5-c358-4ee7-8aa4-191aa61a301a,2201,,,"[49.2, 11.3]",303682,47,,,,-1.2014626,,Left Foot,,,"[51.6, 5.1]",,Ground Pass,,6.6483083,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,96,Barcelona,217,"['48faf7e5-1ed2-49fb-bb75-4471eba25899', 'd62ce309-e05f-4bf5-ac7d-b4411142c051']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.203,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,2.786814,,,,,,,,,,,,,60f5fa79-2785-4ce8-bb2a-a2f58fb4c178,2204,,,"[45.2, 8.1]",303682,47,,,,2.62982,,Right Foot,,,"[14.4, 25.4]",,Ground Pass,,35.326054,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,96,Barcelona,217,['0610a6fd-817f-427a-9545-78c12fc2f4e4'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.428,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.078976,,,,,,,,,,,,,f5f08088-53fd-40dd-ac29-d2c053b0e21b,2207,,,"[19.9, 37.0]",303682,47,,,,1.1982663,,Left Foot,,,"[36.0, 78.2]",,High Pass,,44.234035,,,Nélson Cabral Semedo,6374.0,,True,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,96,Barcelona,217,['a0bedb3f-4f68-4a60-b01c-d85908df763b'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.562,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.55339,,,,,,,,,,,,,423dd41f-9fcf-4ae2-a634-3a44c85f0ee7,2210,,,"[41.3, 75.7]",303682,47,,,,-0.8006641,,Right Foot,,,"[54.2, 62.4]",,Ground Pass,,18.528357,,Incomplete,,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,96,Barcelona,217,['f5cb3372-a525-4552-8ac5-d02d0c98d7c0'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.147,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.857683,,,,,,,,,,,,,740f6e43-bc76-4b77-a6e4-98635edb455a,2213,,,"[66.6, 12.6]",303682,47,,,,-1.4288993,,Left Foot,,,"[68.1, 2.1]",,Ground Pass,,10.606602,,,José Ángel Gómez Campaña,6688.0,,,,,,2,Regular Play,Antonio García Aranda,6784.0,Left Back,97,Levante UD,221,['4619139d-42dd-4c9a-a675-086e6df3fae2'],45,,,,,,,,,,,,,,,,,Levante UD,221,00:02:45.008,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.739688,,,,,,,,,,,,,5ee5a28a-1769-481d-ad58-250eca3e51b3,2217,,,"[67.0, 4.6]",303682,47,,,,1.784165,,Right Foot,,,"[64.4, 16.6]",,Ground Pass,,12.278437,,,Gonzalo Julián Melero Manzanares,11669.0,,,,,,2,Regular Play,José Ángel Gómez Campaña,6688.0,Left Midfield,97,Levante UD,221,"['aa01b1f2-5720-4301-a705-703ff540c4f4', 'b4ff8f96-da3a-44e5-8448-62b13c3d7f97']",46,,,,,,,,,,,,,,,,,Levante UD,221,00:02:46.426,Pass,True,2019/2020
