ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.6068,,,,,,,,,,,,,dcb3805b-ac55-4bf6-aee3-bb47a551ceb8,3504,,"[77.0, 73.1]",68333,85,,,,,-1.7378981,,Right Foot,,,,"[74.2, 56.5]",,Ground Pass,,16.834488,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Corner,Oleguer Presas Renom,25873.0,Right Back,185,Barcelona,217,['e8cccd85-e1b5-406e-8c7e-9118611b2a57'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:40:38.042,Pass,,2006/2007
,,,,,,,,,,,,,,1.4276,,,,,,,,,,,,,d7d3300f-da3f-4e5b-8148-1c93caa88b2b,3506,,"[69.0, 56.1]",68333,85,,,,,1.4521847,,Right Foot,,,,"[71.3, 75.4]",,Ground Pass,,19.436563,,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,185,Barcelona,217,['5c5c2ced-20bc-40ed-8409-0a1c6a75c37d'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:40:39.649,Pass,,2006/2007
,,,,,,,,,,,,,,1.29619,,,,,,,,,,,,,6edd4333-4f6d-4805-af9a-a75194f1110b,3509,,"[72.8, 73.9]",68333,85,,,,,0.4636476,,Right Foot,,,,"[77.4, 76.2]",,Ground Pass,,5.1429563,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Oleguer Presas Renom,25873.0,Right Back,185,Barcelona,217,['53102a17-f083-45c0-bad9-7bc1cd7d063f'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:40:41.393,Pass,,2006/2007
,,,,,,,,,,,,,,1.2341,,,,,,,,,,,,,bd692893-c5e7-4b53-89ca-b83d939ca2e7,3513,,"[77.7, 69.0]",68333,85,,,,,-1.0895294,,Left Foot,,,,"[82.4, 60.0]",,Ground Pass,,10.153324,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,185,Barcelona,217,"['55185c5e-e0ce-46cd-8bcf-20de395e639e', 'c185365d-6d8d-47de-8afc-01a59bcf299b']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:40:44.347,Pass,True,2006/2007
,,,,,,,,,,,,,,1.8918,,,,,,,,,,,,,0ecfacc2-e7e8-4ed5-923e-d3ec8ce672de,3515,,"[83.7, 58.2]",68333,85,,,,,0.5828797,fa523332-7961-4687-b536-3eca983fdb9c,Right Foot,,,,"[106.3, 73.1]",,Low Pass,,27.069725,,,,,Giovanni van Bronckhorst,17797.0,True,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,185,Barcelona,217,['201aa5c9-c768-483c-a250-b077cfb09b8e'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:40:45.581,Pass,,2006/2007
,,,,,,,,,,,,,,3.644,,,,,,,,,,,,,f97c59ec-5cc5-4d75-b684-e690f5a31b91,3521,,"[6.0, 36.0]",68333,86,,,,,0.09660843,,Right Foot,,,,"[77.2, 42.9]",,High Pass,,71.53356,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,Goal Kick,2,From Goal Kick,Daniel Aranzubia Aguado,26029.0,Goalkeeper,186,Athletic Club,215,['826b1a82-ff61-484d-950e-4196a910f4de'],21,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:21.902,Pass,,2006/2007
,,,,,,,,,,,,,,1.1173,,,,,,,,,,,,,d297194b-e137-4a56-a2e7-d289db3e0cb2,3523,,"[76.6, 40.4]",68333,86,,,,,0.23281382,ac59c616-8dfe-4c7c-a1e8-5a211779aa18,Head,,,,"[86.3, 42.7]",,Low Pass,,9.968952,,,,,Fernando Llorente Torres,3486.0,True,,,,,,2,From Goal Kick,Aritz Aduriz Zubeldia,6394.0,Right Midfield,186,Athletic Club,215,['a62e180d-d956-4dce-9cd4-148a5818f3a1'],25,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:25.546,Pass,,2006/2007
,,,,,,,,,,,,,,2.895033,,,,,,,,,,,,,a4a48f87-07f0-4a5d-9d64-6b6a88fb2cd1,3531,,"[11.9, 31.3]",68333,86,,,,,1.1675403,,Keeper Arm,,,,"[30.8, 75.6]",,Low Pass,,48.163265,,,,,Oleguer Presas Renom,25873.0,,,True,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,187,Barcelona,217,['56a9ca33-379a-4340-aa5f-57b5f4a4ca17'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:41:36.686,Pass,,2006/2007
,,,,,,,,,,,,,,1.983867,,,,,,,,,,,,,5d0bdf82-a47d-4613-bdf4-7d843769b985,3534,,"[39.6, 76.5]",68333,86,,,,,-2.1826987,,Right Foot,,,,"[31.6, 65.1]",,Ground Pass,,13.926952,,,,,Lilian Thuram,15071.0,,,,,,,2,Regular Play,Oleguer Presas Renom,25873.0,Right Back,187,Barcelona,217,['d169d84a-5b32-459a-99cd-0b8d51c917c5'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:41:40.936,Pass,,2006/2007
,,,,,,,,,,,,,,1.2701,,,,,,,,,,,,,338bf47a-f324-45ab-a13f-64ba31ebb901,3537,,"[31.3, 62.0]",68333,86,,,,,-0.51110536,,Right Foot,,,,"[46.1, 53.7]",,Ground Pass,,16.9685,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,187,Barcelona,217,['8079ba50-32d7-4405-8652-fb74fe5979fc'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:41:43.610,Pass,,2006/2007
,,,,,,,,,,,,,,1.231178,,,,,,,,,,,,,24959c22-3fca-4591-a486-5226f5bdf8b9,3541,,"[46.9, 50.0]",68333,86,,,,,-2.6011732,,Right Foot,,,,"[21.9, 35.0]",,Ground Pass,,29.15476,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,187,Barcelona,217,"['07ae9a7c-40b6-4508-8221-4c9db02688f4', '2c9780c2-889c-4f8e-b96d-a4650d88ee64']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:41:45.325,Pass,True,2006/2007
,,,,,,,,,,,,,,2.05127,,,,,,,,,,,,,c7750835-9475-46f9-a7fd-14a11251857f,3544,,"[23.6, 33.8]",68333,86,,,,,0.06720632,,Right Foot,,,,"[44.4, 35.2]",,Ground Pass,,20.847063,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,187,Barcelona,217,['6c189936-5f37-42a5-91a3-9c611b7f437e'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:41:48.041,Pass,,2006/2007
,,,,,,,,,,,,,,1.5522,,,,,,,,,,,,,fdf734ad-513a-486f-99ba-41861af557d9,3547,,"[46.7, 31.6]",68333,86,,,,,-0.6819947,,Right Foot,,,,"[58.4, 22.1]",,Ground Pass,,15.071164,,,,,Giovanni van Bronckhorst,17797.0,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,187,Barcelona,217,['29e140d7-a0fd-4299-97ec-ea0c7bfcb1be'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:41:50.869,Pass,,2006/2007
,,,,,,,,,,,,,,1.291242,,,,,,,,,,,,,a14701c5-6fec-4c24-bac5-ea4ce6264088,3550,,"[62.3, 13.6]",68333,86,,,,,0.16948141,,Left Foot,,,,"[81.0, 16.8]",,Ground Pass,,18.97182,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,187,Barcelona,217,['bd4d3e74-7bc9-4b86-ad9a-23dfd859874b'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:41:52.685,Pass,,2006/2007
,,,,,,,,,,,,,,0.889325,,,,,,,,,,,,,15902832-c8f7-4b22-b851-734abc7d1215,3557,,"[76.5, 30.5]",68333,86,,,,,1.0860746,,Right Foot,,,,"[85.4, 47.4]",,Ground Pass,,19.100262,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,187,Barcelona,217,['5dd1fefd-f760-4f55-bef4-1b495aca25f6'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:41:57.633,Pass,,2006/2007
,,,,,,,,,,,,,,0.6497,,,,,,,,,,,,,49acd696-e54c-4e42-a8c7-1059f190c4a9,3564,,"[99.7, 32.7]",68333,87,,,,,-0.90082484,293f54ba-c431-4c5e-a69d-a19c81710173,Left Foot,,,,"[105.8, 25.0]",,Ground Pass,,9.8234415,,,,,Ronaldo de Assis Moreira,25879.0,True,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,187,Barcelona,217,['006cc2ef-8386-4292-9b11-fa43edc042f8'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:42:02.210,Pass,,2006/2007
,,,,,,,,,,,,,,1.2528,,,,,,,,,,,,,b10c9372-89b7-40b4-977b-2fd85fee1ab0,3569,,"[120.0, 1.0]",68333,87,,,,,1.6193902,,Right Foot,,,,"[118.4, 33.9]",,High Pass,True,32.93888,,,Incomplete,,,,,,,Inswinging,,Corner,2,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,188,Barcelona,217,['b8b6f194-64e4-4877-83e2-6354a2151fcc'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:42:31.350,Pass,,2006/2007
,,,,,,,,,,,,,,1.7578,,,,,,,,,,,,,1103adb9-a68b-4569-adab-bee91fa3d7d8,3574,,"[43.3, 28.9]",68333,87,,,,,2.8916976,,Left Foot,,,,"[19.4, 35.0]",,Ground Pass,,24.666172,,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Corner,Lilian Thuram,15071.0,Right Center Back,188,Barcelona,217,['6f554c33-c06a-4048-857a-c86ceed55e07'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:42:40.892,Pass,,2006/2007
,,,,,,,,,,,,,,2.3539,,,,,,,,,,,,,12400524-7ec3-4b8f-9fb7-e1813ca2904d,3578,,"[16.5, 46.4]",68333,87,,,,,0.11912442,,Right Foot,,,,"[68.3, 52.6]",,Ground Pass,,52.169724,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Víctor Valdés Arribas,20176.0,Goalkeeper,188,Barcelona,217,"['0c44b759-63b0-42fe-aef5-c5352e6e01a4', '75f128a5-f14c-4b73-8f0a-3874ba460c5b', 'd17684d2-dbdf-4cae-861c-bcb4ce47fb2c']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:42:45.141,Pass,True,2006/2007
,,,,,,,,,,,,,,2.2266,,,,,,,,,,,,,05629e97-79f8-4cbb-964c-71fb8309389c,3581,,"[34.5, 43.2]",68333,87,,,,,-1.1413965,,Head,,,,"[43.2, 24.2]",,Low Pass,,20.89713,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,Recovery,2,From Corner,Lilian Thuram,15071.0,Right Center Back,188,Barcelona,217,['d06e5dc8-032b-4b2a-85e9-678b828dbaef'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:42:50.389,Pass,,2006/2007
,,,,,,,,,,,,,,1.0813,,,,,,,,,,,,,ac94e27f-33aa-46af-9a1f-77e8f1f4ebd7,3585,,"[44.7, 18.2]",68333,87,,,,,1.0117165,,Left Foot,,,,"[56.4, 36.9]",,Ground Pass,,22.058558,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Corner,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,188,Barcelona,217,['d7d2b927-961f-47b2-b3db-d7a2413c8440'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.598,Pass,,2006/2007
,,,,,,,,,,,,,,0.921655,,,,,,,,,,,,,5714fe22-6b43-421f-996b-a1259fc5e7e1,3588,,"[55.4, 36.4]",68333,87,,,,,-0.01204761,,Right Foot,,,,"[63.7, 36.3]",,Ground Pass,,8.300602,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,188,Barcelona,217,['dabdef15-9de0-47ce-a035-3d154d684c8e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.255,Pass,,2006/2007
,,,,,,,,,,,,,,1.776412,,,,,,,,,,,,,b80d880f-bffd-4283-b712-59251a30b52a,3592,,"[58.3, 38.4]",68333,88,,,,,1.6834749,,Right Foot,,,,"[54.0, 76.4]",,Ground Pass,,38.242516,,,,,Oleguer Presas Renom,25873.0,,,,,,,2,From Corner,Javier Pedro Saviola Fernández,25962.0,Right Wing,188,Barcelona,217,"['03d56f62-c3a7-41c5-bcd0-e696d26cfb94', '1398cd2d-86f4-4941-a2bc-a20683e772a3']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:43:00.273,Pass,True,2006/2007
,,,,,,,,,,,,,,1.1177,,,,,,,,,,,,,39f1c774-901b-4f6e-a1d8-005d0f63c956,3595,,"[55.7, 73.6]",68333,88,,,,,0.44943056,,Right Foot,,,,"[64.2, 77.7]",,Ground Pass,,9.4371605,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Corner,Oleguer Presas Renom,25873.0,Right Back,188,Barcelona,217,['7b61e931-c13b-427b-9eb5-c1f1c708ca25'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:43:04.966,Pass,,2006/2007
,,,,,,,,,,,,,,0.7997,,,,,,,,,,,,,8647d40a-2745-4d99-bbe8-44cfa1fe2b3e,3598,,"[62.3, 76.5]",68333,88,,,,,-0.49642277,,Right Foot,,,,"[71.9, 71.3]",,Ground Pass,,10.917875,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,188,Barcelona,217,['5b24b36c-6beb-4e04-b4a5-18f09867e1a9'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:43:06.649,Pass,,2006/2007
,,,,,,,,,,,,,,0.6991,,,,,,,,,,,,,e81dfdbd-2138-426d-91bd-c53c97e6a7ef,3600,,"[70.6, 69.3]",68333,88,,,,,3.0154011,,Right Foot,,,,"[57.2, 71.0]",,Ground Pass,,13.507405,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Corner,Javier Pedro Saviola Fernández,25962.0,Right Wing,188,Barcelona,217,['21580fcd-cc8e-4b96-8968-f9fccbca70e9'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:43:07.448,Pass,,2006/2007
,,,,,,,,,,,,,,1.0358,,,,,,,,,,,,,07cb6dca-3c5c-44b6-9447-6afcf33cd8c7,3603,,"[58.0, 71.1]",68333,88,,,,,-1.2676606,,Left Foot,,,,"[65.1, 48.4]",,Ground Pass,,23.784449,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,188,Barcelona,217,['0b6573b0-c3ac-48d5-9334-1d6ea78af154'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:43:09.232,Pass,,2006/2007
,,,,,,,,,,,,,,1.4979,,,,,,,,,,,,,5d3fd0d7-cb2a-4922-b4c4-e573b6a57da2,3605,,"[66.0, 48.4]",68333,88,,,,,-0.5039716,,Right Foot,,,,"[79.6, 40.9]",,Ground Pass,,15.530937,,,,,Giovanni van Bronckhorst,17797.0,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,188,Barcelona,217,['eebf4129-9eb4-4f5f-ba66-1baa027852c5'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:43:10.267,Pass,,2006/2007
,,,,,,,,,,,,,,0.828,,,,,,,,,,,,,75066a7f-3376-4166-9a64-8f49a8fd2b93,3614,,"[70.0, 74.5]",68333,88,,,,,-0.9135267,,Left Foot,,,,"[77.1, 65.3]",,Ground Pass,,11.621101,,,,,Javier Pedro Saviola Fernández,25962.0,,,,,,,2,From Corner,Oleguer Presas Renom,25873.0,Right Back,188,Barcelona,217,['eef38719-b65d-4a6a-a71e-c9cd7dae6b80'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:43:20.330,Pass,,2006/2007
,,,,,,,,,,,,,,1.0323,,,,,,,,,,,,,6c68e203-3da6-4e3d-96d1-f9eda63fe072,3617,,"[77.8, 61.9]",68333,88,,,,,-2.7965906,,Right Foot,,,,"[65.0, 57.3]",,Ground Pass,,13.601471,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,From Corner,Javier Pedro Saviola Fernández,25962.0,Right Wing,188,Barcelona,217,['d5f90954-621c-490d-88c1-863f6cada878'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:43:22.110,Pass,,2006/2007
,,,,,,,,,,,,,,1.0432,,,,,,,,,,,,,9b76788b-8751-4122-8f1e-f4de05ef7d6e,3621,,"[63.9, 56.9]",68333,88,,,,,2.8780289,,Right Foot,,,,"[51.3, 60.3]",,Ground Pass,,13.050671,,,,,Lilian Thuram,15071.0,,,,,,,2,From Corner,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,188,Barcelona,217,"['5cddc356-3dd4-480b-a4d0-9d711c58d997', '616223c9-d6aa-48b1-9519-09e403efa697']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:43:23.598,Pass,True,2006/2007
,,,,,,,,,,,,,,2.5022,,,,,,,,,,,,,18bff1f4-e37b-4ee3-88ec-4053fd20116d,3623,,"[50.0, 61.2]",68333,88,,,,,-1.4444882,,Right Foot,,,,"[52.4, 42.3]",,Ground Pass,,19.051771,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Corner,Lilian Thuram,15071.0,Right Center Back,188,Barcelona,217,['d18b6625-940e-49f7-97ed-5396fa862775'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.641,Pass,,2006/2007
,,,,,,,,,,,,,,2.0108,,,,,,,,,,,,,f6d98d51-6930-4d68-8979-a898af9fc7f2,3625,,"[48.3, 40.9]",68333,88,,,,,-1.2948852,,Left Foot,,,,"[57.7, 7.7]",,Ground Pass,,34.505074,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,From Corner,Carles Puyol i Saforcada,20125.0,Left Center Back,188,Barcelona,217,['78cb8e84-bdbf-4bee-a396-d0c1f8002e25'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:43:27.143,Pass,,2006/2007
,,,,,,,,,,,,,,1.989285,,,,,,,,,,,,,016832ed-d470-42f2-a26f-c2f887cacab2,3627,,"[58.0, 6.2]",68333,88,,,,,0.637961,,Right Foot,,,,"[63.8, 10.5]",,Ground Pass,,7.220111,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,188,Barcelona,217,['ecfcce99-8f3b-48df-b862-43a6a167f8d0'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:43:29.154,Pass,,2006/2007
,,,,,,,,,,,,,,1.1244,,,,,,,,,,,,,dd7da9d0-5f54-4a7f-bce1-e721cfbfc6f5,3630,,"[70.9, 10.0]",68333,88,,,,,-0.5815649,,Left Foot,,,,"[81.7, 2.9]",,Ground Pass,,12.924783,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,188,Barcelona,217,['5b869bfd-c84a-422b-be09-03501cdd71e6'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:43:32.995,Pass,,2006/2007
,,,,,,,,,,,,,,0.984223,,,,,,,,,,,,,98108fc2-a11e-437b-9719-636798e8e50c,3634,,"[92.1, 3.2]",68333,88,,,,,1.3589687,,Left Foot,,,,"[94.1, 12.5]",,Ground Pass,,9.512623,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Corner,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,188,Barcelona,217,['cb0f38a1-25d3-4d5c-921b-25d0112c9eae'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:43:34.593,Pass,,2006/2007
,,,,,,,,,,,,,,3.17927,,,,,,,,,,,,,9afd2761-58a6-4614-a1e4-bee5dfb8d6b0,3645,,"[91.9, 56.9]",68333,89,,,True,,1.2503068,,Left Foot,,,,"[99.8, 80.7]",,Ground Pass,,25.076881,,,Injury Clearance,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,189,Barcelona,217,,40,,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.858,Pass,,2006/2007
,,,,,,,,,,,,,,1.775963,,,,,,,,,,,,,5ec46929-b2ef-4cfa-b350-8266fe18c8f5,3647,,"[24.5, 1.0]",68333,90,,,,,0.70361376,,,,,,"[31.1, 6.6]",,Low Pass,,8.655634,,,,,Andoni Iraola Sagarna,26031.0,,,,,,Throw-in,2,From Throw In,Javier Casas Cuevas,26033.0,Left Back,190,Athletic Club,215,['94fc4570-fe5e-4374-9e9b-861ffd3ddf0b'],39,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:39.173,Pass,,2006/2007
,,,,,,,,,,,,,,4.326402,,,,,,,,,,,,,a2fcfdd8-0d40-44c2-a1d1-9f1c4135e72d,3650,,"[34.0, 8.0]",68333,90,,,,,-0.10551301,,Right Foot,,,,"[83.1, 2.8]",,Ground Pass,,49.374588,,,Injury Clearance,,,,,,,,,,2,From Throw In,Andoni Iraola Sagarna,26031.0,Left Defensive Midfield,190,Athletic Club,215,,41,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:41.984,Pass,,2006/2007
,,,,,,,,,,,,,,2.4341,,,,,,,,,,,,,cd2f7b60-ae91-445d-8e6c-02145c335633,3653,,"[44.3, 55.8]",68333,90,,,,,-1.4564327,,Right Foot,,,,"[47.7, 26.2]",,Ground Pass,,29.79463,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,191,Barcelona,217,['10c21b38-3835-46f0-9e5b-d23e87dc19e7'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:45:50.218,Pass,,2006/2007
,,,,,,,,,,,,,,1.5056,,,,,,,,,,,,,380f8af3-eba4-49c1-99a2-d7a184adf524,3656,,"[52.9, 14.2]",68333,90,,,,,-0.014633101,,Left Foot,,,,"[73.4, 13.9]",,Ground Pass,,20.502195,,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Center Defensive Midfield,191,Barcelona,217,['480157d7-c47b-4f67-a7fa-b83d8c80a235'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:45:55.246,Pass,,2006/2007
,,,,,,,,,,,,,,0.6991,,,,,,,,,,,,,c094efda-9e77-4fe3-858a-7d2ef4ae4ed5,3659,,"[76.5, 13.9]",68333,90,,,,,-1.673878,,Right Foot,,,,"[75.3, 2.3]",,Ground Pass,,11.661903,,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,2,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,191,Barcelona,217,['fb522a4f-8c15-467e-8d98-9711e8ff6aab'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:45:56.760,Pass,,2006/2007
,,,,,,,,,,,,,,0.5583,,,,,,,,,,,,,da5580f0-013e-48b6-8f50-0c64c0f73dec,3663,,"[29.9, 67.9]",68333,90,,,,,-0.59037787,,Right Foot,,,,"[39.6, 61.4]",,Low Pass,,11.676472,,,,,Javier Martínez Aginaga,9399.0,,,,,,Recovery,2,Regular Play,Gaizka Bergara Picaza,26027.0,Right Center Back,192,Athletic Club,215,['147e9b5b-7a21-4e8b-940b-905182dc2c21'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:45:59.125,Pass,,2006/2007
,,,,,,,,,,,,,,0.919387,,,,,,,,,,,,,ba5097de-fa1f-4dac-b2eb-9aba6beb8cf6,3667,,"[45.6, 59.6]",68333,91,,,,,-1.5199926,,Left Foot,,,,"[46.2, 47.8]",,Ground Pass,,11.815245,,,,,Andoni Iraola Sagarna,26031.0,,,,,,,2,Regular Play,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,192,Athletic Club,215,['0ac944e2-9480-4a22-964a-300e8d1ddd1a'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:01.318,Pass,,2006/2007
,,,,,,,,,,,,,,2.266235,,,,,,,,,,,,,402aee7b-4839-4869-a842-6095fe6d9d58,3669,,"[46.2, 47.8]",68333,91,,,,,0.8283405,,Right Foot,,,,"[70.7, 74.5]",,High Pass,,36.237274,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,,2,Regular Play,Andoni Iraola Sagarna,26031.0,Left Defensive Midfield,192,Athletic Club,215,['ad97ff20-0f42-4498-95c5-387b24a84786'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:02.237,Pass,,2006/2007
,,,,,,,,,,,,,,1.392738,,,,,,,,,,,,,a9797cb4-5375-4a37-a166-24278846e988,3673,,"[62.7, 60.0]",68333,91,,,,,-2.3072824,,Right Foot,,,,"[55.9, 52.5]",,Ground Pass,,10.123734,,,,,Andoni Iraola Sagarna,26031.0,,,,,,,2,Regular Play,Aritz Aduriz Zubeldia,6394.0,Right Midfield,192,Athletic Club,215,['0b7051f8-a540-4c0c-a90a-f9c57ad1f2f6'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:09.453,Pass,,2006/2007
,,,,,,,,,,,,,,1.1498,,,,,,,,,,,,,ec4f2612-5199-445e-a44d-a353d8ad5455,3677,,"[55.5, 51.2]",68333,91,,True,,,-1.5257818,,Right Foot,,,,"[56.5, 29.0]",,Ground Pass,,22.222511,,,,,Igor Gabilondo del Campo,26034.0,,,,,,,2,Regular Play,Andoni Iraola Sagarna,26031.0,Left Defensive Midfield,192,Athletic Club,215,['f3b2b1e0-0d62-4fdf-ad06-796d4e4de869'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:11.766,Pass,,2006/2007
,,,,,,,,,,,,,,1.7266,,,,,,,,,,,,,24eb8d13-e0d1-4d45-9246-291c8ba8ec72,3679,,"[56.5, 29.0]",68333,91,,True,,,2.383585,,Left Foot,,,,"[49.0, 36.1]",,Low Pass,,10.327633,,,,,Andoni Iraola Sagarna,26031.0,,,,,,,2,Regular Play,Igor Gabilondo del Campo,26034.0,Left Midfield,192,Athletic Club,215,['ef243fad-dbd2-44fb-810a-ea5c509a0019'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:46:13.307,Pass,,2006/2007
