50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,15c9d22b-8243-4e59-bc58-e70fa34ced4f,1,,,9682,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6894, 'name': 'Ezequiel Muñoz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6895, 'name': 'Diego Rico Salguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6875, 'name': 'Alexander Szymanowski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Leganés,205,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e962a697-21ce-4a0f-838e-12c3175c66da,2,,,9682,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,96fe79d1-6fcd-4203-a7b0-a99126d2218c,3,,,9682,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,['56bf427b-a585-443f-b967-f3373b7bfb2c'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,56bf427b-a585-443f-b967-f3373b7bfb2c,4,,,9682,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,['96fe79d1-6fcd-4203-a7b0-a99126d2218c'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,194323e3-766e-440c-9e8d-cca227cbe9f4,1825,,,9682,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Leganés,205,['fc25d092-313e-4fb7-8af2-d9eeecd15600'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fc25d092-313e-4fb7-8af2-d9eeecd15600,1826,,,9682,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Leganés,205,['194323e3-766e-440c-9e8d-cca227cbe9f4'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,3f04c83e-d7b6-47b7-954f-90318c1a3def,5,,"[61.0, 40.1]",9682,0,,,,,2.7610862,,Right Foot,,,"[59.5, 40.7]",Ground Pass,,1.6155494,,,Unknown,,,,,,,,Kick Off,1,From Kick Off,Nordin Amrabat,3302.0,Center Forward,2,Leganés,205,,0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.045,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.599997,,,,,,,,,,,,fc54d371-3458-413e-b978-6c42bdb19b36,7,,"[55.1, 38.6]",9682,0,,,,,-2.3165042,,Right Foot,,,"[41.8, 24.2]",Ground Pass,,19.602295,,,,,Samuel Yves Umtiti,5492.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,3,Barcelona,217,['657179c2-ddaa-4ede-8430-b47dfe4c382c'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.020,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.96966,,,,,,,,,,,,e570ff64-10ab-4787-99a0-c2678bf8de97,10,,"[42.2, 24.0]",9682,0,,,,,0.24497867,,Left Foot,,,"[52.6, 26.6]",Ground Pass,,10.720075,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['9fa5c377-040d-4bd3-bf22-7ab7708fe64c'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.670,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,2efe9be0-543a-461a-aedc-4110c1d64dc2,13,,"[56.2, 18.9]",9682,0,,,,,-1.6868371,,Right Foot,,,"[54.3, 2.6]",Ground Pass,,16.410362,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Midfield,3,Barcelona,217,['aea28f87-6ad5-48a9-9a69-1fc23adb5c20'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.917,Pass,,2017/2018
