50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f3583a87-7091-4048-81e3-0fd2ffa0112f,1,,,,69257,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93d43960-cdff-4a7d-98fc-1ececfbe43ed,2,,,,69257,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 25912, 'name': 'Ricardo López Felipe'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25865, 'name': 'José Romero Urtasun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25874, 'name': 'Francisco Puñal Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 26660, 'name': 'Krisztián Vadócz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 26169, 'name': 'Javier Camuñas Gallego'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Osasuna,422,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ea39ed8-5df9-44f6-b229-bf3b6564c1fa,3,,,,69257,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['fa03ffce-09f1-4f18-9658-0d5597378e4c'],0,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa03ffce-09f1-4f18-9658-0d5597378e4c,4,,,,69257,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['4ea39ed8-5df9-44f6-b229-bf3b6564c1fa'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a6276e4a-f4b2-4356-85e5-651a3c557ea8,1710,,,,69257,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Osasuna,422,['055e6bae-e4fc-47bf-9795-dabc5c3b9753'],0,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,055e6bae-e4fc-47bf-9795-dabc5c3b9753,1711,,,,69257,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Osasuna,422,['a6276e4a-f4b2-4356-85e5-651a3c557ea8'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.500224,,,,,,,,,,,,,601c0b1c-2564-40da-9775-8c56644067aa,5,,,"[61.0, 41.0]",69257,0,,,,1.5707964,,Right Foot,,,"[61.0, 44.2]",,Ground Pass,,3.2,,,,,Zlatan Ibrahimović,3672.0,,,,,,Kick Off,1,From Kick Off,Thierry Henry,15516.0,Left Wing,2,Barcelona,217,['0ff4c9c3-192c-4a34-bc81-09c8b280295e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.307,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.179269,,,,,,,,,,,,,ef21a392-b987-4a8b-a45e-47a3144b8927,8,,,"[62.0, 43.2]",69257,0,,,,-2.9599438,,Right Foot,,,"[47.3, 40.5]",,Ground Pass,,14.945903,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Barcelona,217,['981f37b3-c502-4c66-8fae-8e2a6090733c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.039,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.627448,,,,,,,,,,,,,9b47a57d-351a-4cf9-bc62-7415d28bcbd6,11,,,"[47.3, 40.5]",69257,0,,,,1.8071693,,Right Foot,,,"[40.7, 67.9]",,Ground Pass,,28.183683,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['35e0a815-7014-493b-8394-fb754c416204'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.872,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.110114,,,,,,,,,,,,,5b6fb0bf-ac2e-494b-a30f-5c1feb6ac523,14,,,"[40.7, 67.5]",69257,0,,,,-2.4737062,,Right Foot,,,"[24.6, 54.8]",,Ground Pass,,20.506096,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['86259780-0e3f-47b9-a281-098971d71347'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.852,Pass,,2009/2010
