50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,1.850307,,,,,,,,,,,,,0e763400-a022-4cba-bc79-65128e8e262b,18,,,"[24.4, 55.2]",69257,0,,,,-1.5146306,,Right Foot,,,"[25.8, 30.3]",,High Pass,,24.939327,,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['301ab9cf-6e66-4da1-ae3e-7e98b442110c'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.463,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.74694,,,,,,,,,,,,,e07be643-f790-4e64-9ea7-218a3c89abf4,21,,,"[28.5, 25.2]",69257,0,,,,-0.7756897,,Left Foot,,,"[38.9, 15.0]",,Low Pass,,14.567086,,,Incomplete,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,"['d4fe4d47-c7a9-44ce-9489-ef021365ec77', 'fdd77630-ca0f-488b-aa7b-e155d6a3840c']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.839,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.929758,,,,,,,,,,,,,b9769bf3-1987-43ed-b433-7bfc645f311c,26,,,"[74.5, 68.6]",69257,0,,,,-1.3319045,,Right Foot,,,"[81.1, 41.5]",,High Pass,,27.892113,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Francisco Puñal Martínez,25874.0,Center Defensive Midfield,2,Barcelona,217,['ff490eea-5b13-4107-a2f4-abd0de8b3eba'],14,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:14.903,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.007375,,,,,,,,,,,,,ff490eea-5b13-4107-a2f4-abd0de8b3eba,27,,,"[39.9, 39.5]",69257,0,,,,1.8147472,,Right Foot,,,"[34.2, 62.4]",,High Pass,,23.598728,,,,,Daniel Alves da Silva,4324.0,,,,,,Recovery,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,2,Barcelona,217,"['8d4e38f4-c618-4cd9-86ca-e46e67505a24', 'b9769bf3-1987-43ed-b433-7bfc645f311c']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.832,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.655539,,,,,,,,,,,,,04a0650e-cd04-415d-913e-58c625789eb2,31,,,"[42.6, 58.5]",69257,0,,,,-2.9101818,,Right Foot,,,"[25.2, 54.4]",,Ground Pass,,17.87652,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['30c6e6c1-92c8-4a47-a4c7-3c5b48118023'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.775,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.178716,,,,,,,,,,,,,62e6aa2e-4703-4b1a-8939-5f1cdc06002d,35,,,"[26.7, 56.1]",69257,0,,,,-2.6082904,,Left Foot,,,"[10.1, 46.3]",,Ground Pass,,19.27693,,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,"['9c986e81-565a-429c-bdc8-aad4bac3f6cf', 'dd04a855-19cd-4187-88bf-34c2ba20d963']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.103,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,,1.880749,,,,,,,,,,,,,0403bb07-96d0-4476-a9df-0533d19303ec,38,,,"[12.4, 44.8]",69257,0,,,,-1.5394341,,Right Foot,,,"[13.2, 19.3]",,Ground Pass,,25.512547,,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['a02ee2b6-a274-4fa7-a139-55c3bd410fa2'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.435,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.087177,,,,,,,,,,,,,3237db79-e3fa-42e9-b856-457ac488e8bf,41,,,"[13.2, 19.3]",69257,0,,,,1.8423291,,Left Foot,,,"[8.3, 36.9]",,Ground Pass,,18.269373,,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['ec95a082-1ea8-4ce8-ae78-5b59269bc99a'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.259,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,3.567951,,,,,,,,,,,,,d2df1994-b3c8-4235-adf2-1ab6a547c877,44,,,"[10.5, 40.7]",69257,0,,,,1.148077,,Right Foot,,,"[24.4, 71.6]",,Ground Pass,,33.882442,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['a7f85cc6-ef5c-4065-bbb9-9b7bf96061f3'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.132,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.861311,,,,,,,,,,,,,aefd82a8-ecc3-4ca1-a9b1-6bb77b20d836,47,,,"[24.4, 71.4]",69257,0,,,,-1.61159,,Right Foot,,,"[23.8, 56.7]",,Ground Pass,,14.71224,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['af2744f2-8c81-43d3-96e8-b53c2deef336'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.015,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.287238,,,,,,,,,,,,,10983781-9053-415c-a14d-bb4916d8a5bd,50,,,"[25.0, 56.5]",69257,0,,,,-2.4693456,,Right Foot,,,"[10.3, 44.8]",,Ground Pass,,18.787762,,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3a7dc58f-312c-4d9e-9f14-5dd4525f26f4'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.108,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.804166,,,,,,,,,,,,,4d69ab0f-1be7-4533-ab81-83b76dc6cd2c,53,,,"[9.5, 44.4]",69257,0,,,,1.17515,,Right Foot,,,"[19.9, 69.3]",,Ground Pass,,26.984625,,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['25a0bbc8-3696-4a59-ab7b-ee1a7a4fee08'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.591,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.41081,,,,,,,,,,,,,e437ee6a-7381-4f56-b806-8178fd96837e,57,,,"[17.3, 69.5]",69257,0,,,,0.5880026,,Right Foot,,,"[32.6, 79.7]",,Ground Pass,,18.388311,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,"['2d4b7611-dbf1-43d3-a451-bf76884b5379', '3fbd68f3-7830-4692-aa74-fc95c3d5d45a']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.970,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,,1.0532,,,,,,,,,,,,,7fb838ef-ad30-406e-848e-7c5b3d323126,60,,,"[33.0, 79.7]",69257,0,,,,-1.3299499,,Right Foot,,,"[34.4, 74.0]",,Low Pass,,5.8694124,,,Incomplete,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['0564dc37-8466-45e7-a7ce-b5332f16d756', 'fbf19c94-524c-4a7b-a0cd-cd8266ab0ded']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.540,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.891539,,,,,,,,,,,,,fbf19c94-524c-4a7b-a0cd-cd8266ab0ded,62,,,"[86.6, 7.0]",69257,0,,,,-0.69865984,,Left Foot,,,"[94.1, 0.7]",,Low Pass,,9.794897,,,Out,,,,,,,,,Interception,1,From Kick Off,Javad Nekounam,26002.0,Right Center Midfield,2,Barcelona,217,['7fb838ef-ad30-406e-848e-7c5b3d323126'],52,,,,,,,,,,,,,,,,,,Osasuna,422,00:00:52.594,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.179636,,,,,,,,,,,,,96f15b3a-ecfa-4f2b-a6ce-04f71af70d4f,63,,,"[26.9, 80.0]",69257,0,True,,,-1.9344072,,,,,"[22.6, 68.7]",,Low Pass,,12.090492,,,,,Carles Puyol i Saforcada,20125.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['d36c6839-0c81-4971-824f-c66af39f66c5'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.993,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.007443,,,,,,,,,,,,,a27fb46c-0f8d-47bd-8871-d365d680c718,65,,,"[22.6, 68.7]",69257,1,,,,1.0909559,,Right Foot,,,"[27.7, 78.5]",,Ground Pass,,11.047625,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Center Back,3,Barcelona,217,['2d8e1a0c-4a9d-4401-a3e7-57cdc490ddd8'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.172,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.124019,,,,,,,,,,,,,0e4f77fa-a358-4680-b3db-7001f562cd9a,69,,,"[26.3, 78.7]",69257,1,,,,-1.2332532,,Left Foot,,,"[38.9, 42.8]",,High Pass,,38.046944,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['87601680-b12c-4592-a8e5-8cee611cf43f', 'a81adaba-ba29-4463-b81a-4ee4696328b6']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.876,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,,0.945425,,,,,,,,,,,,,160c7e96-7569-4bd4-8479-7d52df7cbc5a,72,,,"[39.7, 42.8]",69257,1,,,,0.39334115,,Right Foot,,,"[54.4, 48.9]",,Low Pass,,15.915401,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['745903df-6ea0-4c89-a17d-2a25f30d9203'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.337,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.695908,,,,,,,,,,,,,73e5db55-b7a9-4906-bc01-95e616800286,75,,,"[85.7, 36.9]",69257,1,,,,-0.61920345,aed1073f-493a-43c9-bbdd-4f2b64061ea6,Left Foot,,,"[103.8, 24.0]",,Ground Pass,,22.22656,,,,,Zlatan Ibrahimović,3672.0,True,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['51cd47f3-e8f6-46f3-8b43-d36fae727676'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.736,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,2.043253,,,,,,,,,,,,,30e13b25-29ca-4d0b-a817-0d42c6e48647,83,,,"[115.3, 67.1]",69257,1,,,,-1.6217725,5678e928-d6ec-439e-bd04-664749f4a073,Right Foot,True,,"[113.8, 37.7]",,High Pass,,29.43824,,,,,Zlatan Ibrahimović,3672.0,True,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['c156f8a9-b889-4b12-8cd1-642b03fce072'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.343,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,5.884958,,,,,,,,,,,,,c3751cca-13fb-4bd0-9980-0840045452c2,89,,,"[6.0, 44.0]",69257,1,,,,-0.2673936,,Left Foot,,,"[80.1, 23.7]",,High Pass,,76.83033,,,Incomplete,,Javad Nekounam,26002.0,,,,,,Goal Kick,1,From Goal Kick,Ricardo López Felipe,25912.0,Goalkeeper,4,Osasuna,422,"['13718607-c30a-425e-a318-9ed86a4bbe95', '2fc1534c-c76e-48a9-aaf2-28f61f027b4a']",48,,,,,,,,,,,,,,,,,,Osasuna,422,00:01:48.947,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.567075,,,,,,,,,,,,,13718607-c30a-425e-a318-9ed86a4bbe95,91,,,"[40.9, 57.3]",69257,1,,,,-1.0246297,,Right Foot,,,"[47.1, 47.1]",,Low Pass,,11.936499,,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,5,Barcelona,217,"['69e64095-201e-44ad-a887-cc55210e6a9f', 'c3751cca-13fb-4bd0-9980-0840045452c2']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.832,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.191902,,,,,,,,,,,,,2c8e58a5-74c8-4539-b5e2-e2a7c7dc6533,94,,,"[56.1, 37.5]",69257,1,,,,0.03844259,,Right Foot,,,"[76.9, 38.3]",,Ground Pass,,20.815378,,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['ed42bd33-6744-4fc6-ad1f-dc800f69960a'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.089,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.866327,,,,,,,,,,,,,aab3fdf4-0322-47d8-824b-47a010071a93,97,,,"[76.9, 38.3]",69257,2,,,,2.0934472,,Right Foot,,,"[71.6, 47.5]",,Ground Pass,,10.617438,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,5,Barcelona,217,['8f3511c8-ab5d-41ce-8880-9c5c00564eea'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.293,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,0.476616,,,,,,,,,,,,,597a818a-35ed-4f22-bf13-d9431a97cdd5,103,,,"[46.6, 38.2]",69257,2,,,,-0.65284663,,Right Foot,,,"[51.7, 34.3]",,Ground Pass,,6.4202805,,,,,Javier Camuñas Gallego,26169.0,,,,,,Recovery,1,Regular Play,Javad Nekounam,26002.0,Right Center Midfield,6,Osasuna,422,['dcd2fcff-8a3c-463a-8174-c45715907c05'],2,,,,,,,,,,,,,,,,,,Osasuna,422,00:02:02.060,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.535361,,,,,,,,,,,,,3b98eae0-2f42-4e90-adbd-e2c33f0316d7,107,,,"[53.5, 36.2]",69257,2,,,,1.7196863,,Right Foot,,,"[51.7, 48.2]",,Ground Pass,,12.134249,,,,,Krisztián Vadócz,26660.0,,,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Left Wing,6,Osasuna,422,"['7baa305f-2e91-4749-ade3-c28ca0cdef76', 'be293250-b19c-4522-8d0e-9c74d324631e']",3,,,,,,,,,,,,,,,,,,Osasuna,422,00:02:03.380,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,,,1.042554,,,,,,,,,,,,,5e6be66c-30e0-40fc-bc8d-0c10711dc8aa,111,,,"[51.9, 49.2]",69257,2,,,,1.1261166,,Right Foot,,,"[59.0, 64.1]",,Ground Pass,,16.50515,,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,Regular Play,Krisztián Vadócz,26660.0,Left Center Midfield,6,Osasuna,422,['9607e9b9-1653-4557-a3c7-a8b9d7ddff95'],5,,,,,,,,,,,,,,,,,,Osasuna,422,00:02:05.225,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,3.399043,,,,,,,,,,,,,3d9b8e98-18dc-4efc-b556-ed0b02cc3e91,114,,,"[65.1, 66.4]",69257,2,,,,-0.10185623,,Right Foot,,,"[101.3, 62.7]",,Ground Pass,,36.388596,,,Incomplete,,Masoud Shojaei Soleimani,5238.0,,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Wing,6,Osasuna,422,"['63491dae-0078-4683-9b37-88523199ad3b', '9dce883d-4c73-46ef-a3bf-6a05c2920e1b']",8,,,,,,,,,,,,,,,,,,Osasuna,422,00:02:08.019,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,,,1.676794,,,,,,,,,,,,,9dce883d-4c73-46ef-a3bf-6a05c2920e1b,116,,,"[19.7, 18.3]",69257,2,,,,2.634985,,Left Foot,,,"[2.4, 27.9]",,Ground Pass,,19.785095,,,,,Víctor Valdés Arribas,20176.0,,,,,,Recovery,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,"['24ee5323-427f-488c-9b26-f1caa6e56cec', '3d9b8e98-18dc-4efc-b556-ed0b02cc3e91']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.418,Pass,,2009/2010
