50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8820614a-fb36-408e-8005-5fda34b74e70,1,,,266620,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6332, 'name': 'Thomas Vermaelen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,581eca0a-77f5-4d17-b9dd-3d7d20e97847,2,,,266620,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 16338, 'name': 'Uche Henry Agbo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 2}, {'player': {'id': 4418, 'name': 'Matheus Dória Macedo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 17}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ba5a12f-ccb2-4d81-a650-b3bdc3e35c6f,3,,,266620,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['29fc36e6-ff3b-4f9b-9143-8e70070974c3'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,29fc36e6-ff3b-4f9b-9143-8e70070974c3,4,,,266620,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['2ba5a12f-ccb2-4d81-a650-b3bdc3e35c6f'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b5799992-7185-4ff2-90e4-31b0f9025424,1858,,,266620,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Barcelona,217,['f63847b8-7143-4352-b7b9-36dd5bb59624'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f63847b8-7143-4352-b7b9-36dd5bb59624,1859,,,266620,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,101,Barcelona,217,['b5799992-7185-4ff2-90e4-31b0f9025424'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,0.3025,,,,,,,,,,,,,,a7a5e566-e333-45eb-aa53-66ffb1a695f3,5,,"[60.0, 40.0]",266620,0,,,,-1.6030432,,Right Foot,,,,"[59.9, 36.9]",,Ground Pass,,3.1016126,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['0c4cd032-544d-40de-a613-7a98ff8c996a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.492,Pass,,2015/2016
,,,,,,,,,,,,,,,1.3702,,,,,,,,,,,,,,5e239d07-5a1b-4f62-8898-c5cbd5c75c89,8,,"[59.3, 37.0]",266620,0,,,,2.925951,,Left Foot,,,,"[48.8, 39.3]",,Ground Pass,,10.748954,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['9927e36b-ca5d-4ad9-bd0c-59e6adf9c55c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.194,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,b0105ab0-2b1c-485c-993b-6a2085606cc3,11,,"[47.1, 32.4]",266620,0,,,,-2.824228,,Right Foot,,,,"[33.4, 27.9]",,Ground Pass,,14.420125,,,,Thomas Vermaelen,6332.0,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,2,Barcelona,217,['b67f7109-dcbe-48be-8a44-06b471b632a6'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.764,Pass,,2015/2016
,,,,,,,,,,,,,,,0.9753,,,,,,,,,,,,,,d20ecc25-eb07-4f8d-b41e-05bdc6e1a196,14,,"[33.6, 27.5]",266620,0,,,,0.09585915,,Left Foot,,,,"[44.0, 28.5]",,Ground Pass,,10.447967,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Kick Off,Thomas Vermaelen,6332.0,Left Center Back,2,Barcelona,217,['d13e1b62-1291-481b-9fc3-d84d4d7a57b9'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.402,Pass,,2015/2016
