bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,443c8f2d-32c4-4023-a35b-327699ee888f,1,,,9636,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5862507d-2926-485a-b3d8-c1d4dafa7756,2,,,9636,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6931, 'name': 'Leandro Chichizola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6922, 'name': 'Míchel Macedo Rocha Machado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6923, 'name': 'Joaquín Navarro Jiménez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 8204, 'name': 'Borja Herrera González'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6920, 'name': 'Alberto Aquilani'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6930, 'name': 'Jonathan Calleri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Las Palmas,208,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,18e147c6-9ed7-4ee8-8af2-27a580fc5917,3,,,9636,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Barcelona,217,['610a9051-a577-4967-b39a-67a9db9b506d'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,610a9051-a577-4967-b39a-67a9db9b506d,4,,,9636,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Barcelona,217,['18e147c6-9ed7-4ee8-8af2-27a580fc5917'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8a38947d-85f4-4ae7-992f-d9561226700d,2077,,,9636,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,92,Barcelona,217,['b20b71fd-85cd-4dde-8ac6-f9b6b68f878a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b20b71fd-85cd-4dde-8ac6-f9b6b68f878a,2078,,,9636,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,,92,Barcelona,217,['8a38947d-85f4-4ae7-992f-d9561226700d'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,,0.793152,,,,,,,,,,,,,,7e4ac729-eebb-4a45-bd05-aeefa7a78267,5,,"[61.0, 40.1]",9636,0,,,,,2.840317,,Right Foot,,,,"[43.3, 45.6]",,Ground Pass,,18.534832,,,Mauricio Lemos Merladet,7692.0,,,,,Kick Off,1,From Kick Off,Jonathan Calleri,6930.0,,Center Forward,2,Las Palmas,208,['f36646c7-a2d1-430c-9120-1ce0f7707eab'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.604,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.853257,,,,,,,,,,,,,,e0dabd06-ddb5-4645-a62c-354054c57d6b,8,,"[43.9, 45.4]",9636,0,,,,,-1.146136,,Right Foot,,,,"[49.1, 33.9]",,Ground Pass,,12.621015,,,Joaquín Navarro Jiménez,6923.0,,,,,,1,From Kick Off,Mauricio Lemos Merladet,7692.0,,Right Center Back,2,Las Palmas,208,['d00f3e45-f824-457d-9241-b9b6b059c006'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.752,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.745599,,,,,,,,,,,,,,544dfbab-4832-490a-953b-a8712ba75571,11,,"[49.1, 32.5]",9636,0,,,,,0.6112542,,Right Foot,,,,"[87.2, 59.2]",,High Pass,,46.52419,Incomplete,,Jonathan Calleri,6930.0,,,,,,1,From Kick Off,Joaquín Navarro Jiménez,6923.0,,Left Center Back,2,Las Palmas,208,"['6e991617-4679-42c0-a059-cf774127cda9', '79efd9b4-5e37-46f3-897a-0225ce0b1cb5']",3,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:03.237,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.835639,,,,,,,,,,,,,,6e991617-4679-42c0-a059-cf774127cda9,14,,"[32.9, 20.9]",9636,0,,,,True,-0.52195704,,,,,,"[63.5, 3.3]",,High Pass,,35.300426,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,1,From Kick Off,Sergio Busquets i Burgos,5203.0,,Left Defensive Midfield,2,Las Palmas,208,"['018f53d0-368d-4776-acf9-4df35a1e58f5', '16f13ce3-5116-457e-8000-719df7ee855c', '544dfbab-4832-490a-953b-a8712ba75571']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.983,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.81538,,,,,,,,,,,,,,2589d68a-df30-4b2a-967a-fb05ecbbe19a,18,,"[62.6, 3.3]",9636,0,,,,,2.3702781,,Right Foot,,,,"[55.4, 10.3]",,Ground Pass,,10.041912,Unknown,,Denis Suárez Fernández,6609.0,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,,Left Center Forward,2,Las Palmas,208,['f7599a0b-af6f-4f3a-8e31-da027e14ee06'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.938,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.08341,,,,,,,,,,,,,,2dabd1b6-b901-4d14-8574-b9e9b6a0981b,22,,"[62.7, 66.0]",9636,0,,,,,1.3343402,,Left Foot,,,,"[64.7, 74.3]",,Ground Pass,,8.537564,,,Míchel Macedo Rocha Machado,6922.0,,,,,Free Kick,1,From Free Kick,Hernán Daniel Santana Trujillo,15805.0,,Right Defensive Midfield,3,Las Palmas,208,['0df0da55-e9c0-4113-b7ed-36be86e1c23d'],26,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:26.887,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.98821,,,,,,,,,,,,,,236882a6-8ec2-44f6-99cd-c6ff2125f1cd,25,,"[64.7, 75.4]",9636,0,,,,,-2.1112158,,Right Foot,,,,"[60.2, 67.9]",,Ground Pass,,8.746428,,,Alberto Aquilani,6920.0,,,,,,1,From Free Kick,Míchel Macedo Rocha Machado,6922.0,,Right Back,3,Las Palmas,208,['52632e27-3fff-4d91-84ce-0a09731506bc'],28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:28.375,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.60073,,,,,,,,,,,,,,ec6a4d00-da04-4e0a-9a79-6daf3d8b60a8,29,,"[56.4, 71.4]",9636,0,,,,,2.0647378,,Right Foot,,,,"[52.9, 77.9]",,Ground Pass,,7.3824115,,,Míchel Macedo Rocha Machado,6922.0,,,,,,1,From Free Kick,Alberto Aquilani,6920.0,,Left Defensive Midfield,3,Las Palmas,208,"['911f3734-e4a4-4eee-a6ea-55f78a3c01c0', 'f1b722fb-2edc-4a0c-b707-2f0fcc8fea0d']",30,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:30.770,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.97738,,,,,,,,,,,,,,ae49ebfe-e4cf-49d7-b943-1c58b116d8ee,33,,"[52.2, 77.9]",9636,0,,,,,-2.9858673,,Right Foot,,,,"[22.9, 73.3]",,Ground Pass,,29.658894,,,Mauricio Lemos Merladet,7692.0,,,,,,1,From Free Kick,Míchel Macedo Rocha Machado,6922.0,,Right Back,3,Las Palmas,208,"['73cc8be7-eb45-49be-b994-4cea13c7bdc4', 'eb963c33-2ecf-4a02-95a7-54cb275e4475']",32,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:32.271,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.921217,,,,,,,,,,,,,,2d8cb83b-66ff-4373-aa7d-20e47022dd01,36,,"[22.3, 72.7]",9636,0,,,,,-0.41704923,,Right Foot,,,,"[69.7, 51.7]",,High Pass,,51.843613,Incomplete,,,,,,,,,1,From Free Kick,Mauricio Lemos Merladet,7692.0,,Right Center Back,3,Las Palmas,208,['fca0c716-9141-4b1b-8973-538d314c91ee'],34,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:34.484,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.799996,,,,,,,,,,,,,,f8d2c13c-705e-48de-be34-545e2e26152e,39,,"[50.3, 30.3]",9636,0,,,,,3.0833254,,Left Foot,,,,"[14.3, 32.4]",,Ground Pass,,36.0612,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,['c0a42ef2-d3fd-4ba2-8d77-9fae24bccea3'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.605,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,d1601db1-6512-4b23-bb54-7985e9762eae,42,,"[15.0, 32.6]",9636,0,,,,,-1.6162196,,Right Foot,,,,"[14.5, 21.6]",,Ground Pass,,11.011357,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,,Goalkeeper,4,Barcelona,217,['bde732a6-aceb-459b-abbc-80fe636e951c'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.005,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.261342,,,,,,,,,,,,,,fe53c0fb-74a1-4a38-830a-49619c9aae87,45,,"[14.9, 20.5]",9636,0,,,,,-1.0227724,,Right Foot,,,,"[24.3, 5.1]",,Ground Pass,,18.042173,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,,Left Center Back,4,Barcelona,217,['6e7e87c7-81a3-43b5-809d-fbaee68ce733'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.558,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,,3ad38795-a780-4d60-a03e-c10406f5a362,49,,"[25.1, 4.3]",9636,0,,,,,0.24859528,,Left Foot,,,,"[38.1, 7.6]",,Ground Pass,,13.412308,,,Denis Suárez Fernández,6609.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,,Left Back,4,Barcelona,217,"['1927a4c1-e988-4cf8-b48c-c5b02ec46985', '73bea29f-705d-4118-85af-d157d636359d']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.619,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.963456,,,,,,,,,,,,,,97dc15ef-5ffd-4990-9937-0f81a2d2af09,53,,"[44.5, 3.2]",9636,0,,,,,0.8610113,,Left Foot,,,,"[62.8, 24.5]",,Ground Pass,,28.081667,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,,Left Midfield,4,Barcelona,217,"['b01337c2-a2e9-4255-804d-13adc7e67241', 'ec7a96b0-f264-4f6f-9230-ba95242d9050']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.419,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.206041,,,,,,,,,,,,,,2eb78b2b-ed51-46e8-b9be-53b8a0e68ad4,57,,"[60.8, 54.8]",9636,0,,,,,-1.1703556,,Right Foot,,,,"[67.7, 38.5]",,Ground Pass,,17.700283,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Joaquín Navarro Jiménez,6923.0,,Left Center Back,4,Barcelona,217,['a348691a-2169-4a72-a0e7-f3441cf35292'],55,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:55.672,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.119418,,,,,,,,,,,,,,db383532-e04e-4cec-9cfc-1a520c1f3bdd,62,,"[67.2, 42.7]",9636,0,,,,,1.1760052,,Right Foot,,,,"[71.2, 52.3]",,Ground Pass,,10.4,Incomplete,,Alberto Aquilani,6920.0,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,,Left Wing,4,Barcelona,217,"['30c02e3f-d2f8-4d25-b39d-08a5cdd9e018', 'b5ffe512-4af1-4b83-b2bb-a11da2710caa']",58,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:58.816,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.582411,,,,,,,,,,,,,,30c02e3f-d2f8-4d25-b39d-08a5cdd9e018,65,,"[48.9, 27.8]",9636,0,,,,,1.6971045,,Right Foot,,,,"[48.1, 34.1]",,Ground Pass,,6.3505907,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Denis Suárez Fernández,6609.0,,Left Midfield,4,Barcelona,217,"['52fb42f5-6105-4ba9-88f0-8a3eb71b0855', 'c8881967-9071-414b-8744-fedf0774858b', 'db383532-e04e-4cec-9cfc-1a520c1f3bdd']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.935,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,b595b8d6-ee37-4933-94db-11fa178c20a4,68,,"[48.1, 32.2]",9636,1,,,,,1.1479424,,Right Foot,,,,"[50.8, 38.2]",,Ground Pass,,6.5795135,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Left Defensive Midfield,4,Barcelona,217,['4ce9421b-df0c-472d-8dbf-019863bf32b7'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.118,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,3ffb3fa8-e97d-4ceb-b162-3f5a4248f140,71,,"[51.0, 38.4]",9636,1,,,,,1.2698761,,Right Foot,,,,"[59.1, 64.5]",,Ground Pass,,27.328007,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,,Right Defensive Midfield,4,Barcelona,217,['0a72be77-548c-4aaa-a11b-fc92b23eace3'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.718,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.80975,,,,,,,,,,,,,,a18f558f-c7e3-4057-9834-0644c3dfcf50,74,,"[77.0, 68.6]",9636,1,,,,,1.2252407,,Right Foot,,,,"[79.7, 76.1]",,Ground Pass,,7.971198,,,Aleix Vidal Parreu,6400.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,,Right Back,4,Barcelona,217,['c19253a8-72dc-4a4c-862e-02b2482da42e'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.913,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,75d54912-3a64-4a6c-b5ba-56dc7772e705,77,,"[81.4, 74.3]",9636,1,,,,,-0.7918497,,Right Foot,,,,"[96.8, 58.7]",,Ground Pass,,21.920767,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,,Right Midfield,4,Barcelona,217,['c1ee1207-c2df-4498-b2f8-e63ad641a35c'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.913,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.119999,,,,,,,,,,,,,,ea18eac6-1117-4943-9b35-fea08b667b35,85,,"[103.7, 80.0]",9636,1,,,,,-0.8850668,,,,,,"[109.1, 73.4]",,Low Pass,,8.527602,,,Aleix Vidal Parreu,6400.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,,Right Back,5,Barcelona,217,['33dca4a2-a84e-41e9-bf2a-d5770f38be5c'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.745,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.522899,,,,,,,,,,,,,,9d0cb223-69f1-4326-86c1-c4f19c680c04,89,,"[108.7, 72.8]",9636,1,,,,,2.0210218,,Right Foot,,,,"[105.8, 78.8]",,Ground Pass,,6.664083,Out,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Aleix Vidal Parreu,6400.0,,Right Midfield,5,Barcelona,217,"['097be87e-6586-43d0-9f09-1ea523dc49a3', '5913b0bd-2c39-4504-8be8-4c48470cf302']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.265,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.550532,,,,,,,,,,,,,,e07301ba-203f-4000-a02d-e8553eda4a53,91,,"[20.6, 0.1]",9636,1,,,,,0.23307446,,,,,,"[54.3, 8.1]",,High Pass,,34.636543,,,Jonathan Calleri,6930.0,,,,,Throw-in,1,From Throw In,Borja Herrera González,8204.0,,Left Back,6,Las Palmas,208,['26ea36d7-317a-49bf-aeb8-3112db5414b4'],37,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:37.620,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.347535,,,,,,,,,,,,,,1b836319-dce0-4383-85ad-7d9c39004e19,102,,"[47.5, 12.3]",9636,1,,,,,1.0855694,,Left Foot,,,,"[53.3, 23.3]",,Ground Pass,,12.435433,,,Jonathan Viera Ramos,10755.0,,,,,,1,From Throw In,Pedro Taunausú Domínguez Placeres,6928.0,,Left Wing,6,Las Palmas,208,"['3d8d728c-6a75-438b-96dd-c273ede22cb6', '6e321e42-1915-4ca1-a4b4-ae87d92a3cf9']",42,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:42.366,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.568928,,,,,,,,,,,,,,33e56fff-68ea-4339-b46d-00045bddab17,105,,"[53.3, 23.3]",9636,1,,,,,2.9441972,,Right Foot,,,,"[46.8, 24.6]",,Ground Pass,,6.6287255,,,Hernán Daniel Santana Trujillo,15805.0,,,,,,1,From Throw In,Jonathan Viera Ramos,10755.0,,Center Attacking Midfield,6,Las Palmas,208,['ea36c50f-1c14-40bb-a1fc-882c93402499'],43,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:43.857,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.698598,,,,,,,,,,,,,,a7ff96c9-66bd-4846-af6f-f6d5844ad71d,108,,"[46.8, 25.0]",9636,1,,,,,0.77188545,,Right Foot,,,,"[54.3, 32.3]",,Ground Pass,,10.466136,Incomplete,,Alberto Aquilani,6920.0,,,,,,1,From Throw In,Hernán Daniel Santana Trujillo,15805.0,,Right Defensive Midfield,6,Las Palmas,208,"['6e91b5f0-b3ed-4fba-ad6a-c015ca3543a4', 'd0a90006-c86e-4d08-b3a8-f3a46c0308c1']",44,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:44.769,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,dd5dfe30-8009-4936-9eb4-b96725133b11,114,,"[69.5, 39.9]",9636,1,,,,,1.074792,,Right Foot,,,,"[82.0, 63.0]",,Ground Pass,,26.265186,,,Aleix Vidal Parreu,6400.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Left Defensive Midfield,7,Barcelona,217,"['3eec50ce-43bf-4188-a8dc-f421bc6352f5', '6538b010-b9a6-40b5-8009-0ccb06d922ac']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.868,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.198531,,,,,,,,,,,,,,ff9d3517-cebf-4021-831b-3c357bced61f,117,,"[81.6, 62.4]",9636,1,,,,,1.5707964,,Right Foot,,,,"[81.6, 63.0]",,Ground Pass,,0.6,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,,Right Midfield,7,Barcelona,217,['447de897-1f00-497b-89d0-03ea594dec17'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.036,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.274798,,,,,,,,,,,,,,4c84e0f4-d64f-4ffc-a94f-08bed7228aa2,120,,"[80.3, 54.5]",9636,1,,,,,-1.316521,,Left Foot,,,,"[90.8, 14.1]",,High Pass,,41.742184,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,7,Barcelona,217,['00bd5755-ac6d-4856-a4f4-2ec5937fae69'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.355,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.961073,,,,,,,,,,,,,,9fe28b3c-88a7-4b08-abd4-1a9b37a02dfa,123,,"[100.6, 12.6]",9636,1,,,,,1.6307244,,Left Foot,,,,"[99.1, 37.6]",,Ground Pass,,25.04496,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,,Left Back,7,Barcelona,217,['713b5699-838b-468e-bb22-851cf98c44dd'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.230,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.514788,,,,,,,,,,,,,,f5c1fa55-df28-42fe-bf8f-21d662043d63,126,,"[99.1, 37.6]",9636,1,,,,,0.15808997,,Left Foot,,,,"[106.0, 38.7]",,Ground Pass,,6.987131,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,7,Barcelona,217,"['79bf1ec3-b0ed-4eb0-a792-7b7b468c6904', 'f49f2423-beb5-48c6-bda4-19e5166b3ca5']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.403,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,a13ff3c5-8995-435d-9989-3111db37e6f0,131,,"[82.6, 37.8]",9636,2,,,,,1.4385933,,Right Foot,,,,"[85.1, 56.6]",,Ground Pass,,18.965494,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,,Right Defensive Midfield,7,Barcelona,217,['72736626-c16b-40a7-a4e6-229f0d7f7ad2'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.630,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,,39c3d25d-aaed-402f-9372-f0c265a7ca7b,134,,"[85.1, 56.6]",9636,2,,,,,0.5025259,,Right Foot,,,,"[109.3, 69.9]",,Ground Pass,,27.613945,,,Aleix Vidal Parreu,6400.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,,Right Back,7,Barcelona,217,['3b22cf38-64f0-469d-826d-d141dda7b06a'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.630,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,99bd6340-f5c5-4fd5-9ff2-4967b1959bec,137,,"[117.6, 72.6]",9636,2,,,,,-3.0231028,,Right Foot,,,,"[96.6, 70.1]",,Ground Pass,,21.148287,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,,Right Midfield,7,Barcelona,217,['5cd1acf9-2468-4ac5-be9a-9351baa215a0'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.430,Pass,,2017/2018
