50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f283f84-8da4-45c8-95f0-8d9d69e4f23e,3336,,"[111.0, 18.0]",16196,77,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,150,Barcelona,217,['2aec99ee-a668-4971-91e5-a7690a283bf6'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:06.467,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb4292c-affa-497c-bd72-9defd6da3ed8,3339,,"[105.0, 47.0]",16196,77,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,150,Barcelona,217,['4ccd45ee-c7f8-446c-8354-b890769b05e5'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:07.484,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcac05aa-dd17-4115-bee1-fa4f4ea09a81,3344,,"[116.0, 5.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,151,Barcelona,217,"['43c4f9d4-3b32-483d-ae63-b85e7ccf632b', 'fa902fba-b864-490f-98dd-e22e1d40950c']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:11.710,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8782468c-1d8c-47dd-8cc1-fdaa09d58cb7,3347,,"[108.0, 2.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,151,Barcelona,217,"['43c4f9d4-3b32-483d-ae63-b85e7ccf632b', 'bd963613-7ca7-467f-8149-f0cbe46d6a45']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:12.974,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09dc3b75-0e89-48f8-99a0-05cae3fbdbe1,3351,,"[12.0, 57.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Raphaël Varane,5485.0,Right Center Back,152,Real Madrid,220,['2ad27a89-181c-41fc-9ff6-90ae7a3b56cd'],19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:19.323,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a598b08c-be8e-4581-87fc-927328d51064,3354,,"[13.0, 35.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Ramos García,5201.0,Left Center Back,152,Real Madrid,220,['251a6adb-d4c8-4df6-872a-f0196943dab2'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:20.514,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4ccf49b-068d-495a-a6a5-26bc82c86c98,3357,,"[44.0, 47.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,152,Real Madrid,220,['6e00e3ac-a1cd-47bd-8d0a-949fdc78714f'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:27.443,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f0f9dc4-59ed-4af8-92bb-aa7dc814b0a4,3360,,"[64.0, 78.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marco Asensio Willemsen,5719.0,Right Wing,152,Real Madrid,220,['816a9b51-54ba-49a1-942b-f8c46b501fe0'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:30.664,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc6f3ad5-096f-41e4-b94a-c936b2c5a3ba,3364,,"[59.0, 67.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,152,Real Madrid,220,['739f12a4-d9bc-4221-b33c-7300b11ac898'],33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:33.385,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b74bcaed-2da1-4eaa-97e0-e9e47aea5cfa,3367,,"[82.0, 7.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Reguilón Rodríguez,18620.0,Left Back,152,Real Madrid,220,['838b7006-6366-4602-a019-90cc9d99893a'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:33:38.243,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52f148b4-5c63-49c4-a2d5-0eff20982543,3378,,"[53.0, 70.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,154,Barcelona,217,"['1b462e07-345e-44b6-8046-286d6b660677', 'c6c8f8ba-d260-42c9-813d-66ca4d8b2be0']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:56.860,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664949f-cc6a-42a0-9896-61966649271d,3381,,"[28.0, 64.0]",16196,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,154,Barcelona,217,['c76116be-4688-4e9a-a8ef-5ac02cb2373d'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:59.248,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345ff40c-df9f-4574-af4c-59e7613fe78d,3384,,"[8.0, 42.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,154,Barcelona,217,['bc8a1c81-5d1f-4e8f-8084-e2b252474993'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:02.266,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560c501a-2000-41f1-aa0f-2d5bba030a57,3387,,"[18.0, 30.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,154,Barcelona,217,['1a539dc5-822e-40e0-9f86-9e67d1961489'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:04.317,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aefc8f72-e763-45d2-9b51-6ca787065b9f,3390,,"[44.0, 19.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,154,Barcelona,217,['af99b9cf-3ce4-4eae-bf13-11fedda1f36a'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:07.829,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19427c0a-e554-4611-aafb-e4b322ef0009,3393,,"[38.0, 7.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,154,Barcelona,217,['919a376e-856c-4c25-9ed6-7ecd271fe675'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:09.319,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f9129de-2f48-48a6-9f50-062398c11e9b,3396,,"[59.0, 12.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,154,Barcelona,217,['ef4071b5-c8ad-467e-bf0d-65348f13dd77'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:12.083,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420db09d-7b50-41ce-81e4-f0ddfc1a5702,3402,,"[56.0, 71.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,155,Real Madrid,220,['8196387e-6d28-40d4-b14f-4fa7f02fd0a2'],16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:16.892,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6b18fa1-f7db-4b4c-81b5-87f94db969ce,3405,,"[49.0, 75.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raphaël Varane,5485.0,Right Center Back,155,Real Madrid,220,['a98d5f4e-ce96-4488-87e1-56da1aa9bfe2'],18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:18.154,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95b38787-e2d0-4b5f-830a-9681498574f6,3408,,"[42.0, 69.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,155,Real Madrid,220,['d8d766e0-6846-40d2-8c0a-66382f00f693'],19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:19.455,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c6afb25-fbe0-4c97-9436-3f22274cb703,3411,,"[50.0, 60.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Left Center Midfield,155,Real Madrid,220,['7c7b48e5-46c5-41f7-8438-911946d379a7'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:22.599,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15363397-a11f-4070-af25-a659bb6523ad,3414,,"[59.0, 44.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,155,Real Madrid,220,['611dabf3-d89d-40ab-8565-775997cc907a'],24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:24.226,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81f3b2e4-5267-432a-bdf1-8c38a8461f0b,3417,,"[57.0, 36.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Left Center Midfield,155,Real Madrid,220,['7a349545-f9c2-4a33-a6b1-6373ca1cad2e'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:26.066,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cd7fff3-4645-48db-86c6-fc6a76b81bb0,3420,,"[71.0, 12.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,155,Real Madrid,220,['59fa6f8f-c824-48a6-a02b-d24ebd0ca4ac'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:27.547,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10acb6d8-679b-4b72-bb87-57ab135393af,3423,,"[81.0, 24.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,155,Real Madrid,220,['84ce6791-cf38-46e3-9e0e-85efcb041fef'],32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:32.412,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ce0e1df-f7a0-4901-a879-36384a89a0d0,3426,,"[80.0, 42.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,155,Real Madrid,220,['0e5a6f42-30d0-4d21-a5d0-7087c5e6e5e6'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:35.194,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895eb85f-4149-462a-8f7f-ff9e8317df20,3429,,"[86.0, 24.0]",16196,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,155,Real Madrid,220,['e73259ec-7dfd-4a0f-a368-a83280f6f875'],37,,,,,,,,,,,,,,,,,,Real Madrid,220,00:34:37.302,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b7f05bd1-c0c5-4ace-a06e-751dccda558d,3438,,"[113.0, 41.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,156,Real Madrid,220,['619ebd81-4f18-4e18-8eb3-478136685c15'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:08.843,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b6750dc-b5d1-46e1-88bc-8db61f69cd81,3445,,"[90.0, 71.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Federico Santiago Valverde Dipetta,6773.0,Left Center Midfield,156,Real Madrid,220,['56ec5d50-0a43-4bb8-9c53-3817991d8c96'],19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:19.462,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,66f0baf3-d6b3-45df-9979-354b6be2c434,3448,,"[109.0, 41.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,156,Real Madrid,220,['bafe49ec-ab1b-4ddb-95f2-f2e4df4a94df'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:21.388,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745afcfc-9b01-4856-a9dc-91c14039e37d,3453,,"[86.0, 57.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Reguilón Rodríguez,18620.0,Left Back,156,Real Madrid,220,"['e3863789-8127-4be7-bdc4-32e6faed26c1', 'e4f4d33c-f79c-4b4e-b42a-d6366f04758a']",27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:27.143,Ball Receipt*,True,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3b1bcf6d-ae22-425e-84f7-4db187dbfcd0,3456,,"[84.0, 54.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Raphaël Varane,5485.0,Right Center Back,156,Real Madrid,220,['9253f519-2ffd-4db9-ae9e-67ae89cabfe9'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:29.349,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e76b60b9-de65-44ff-bbcd-14c6d9295b6c,3464,,"[84.0, 47.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,156,Real Madrid,220,['7a5043cd-90ed-441b-8a78-dd56b65f8e60'],32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:32.695,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,278f56f8-4ffc-4ae3-ace1-99afa407a273,3467,,"[86.0, 39.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,156,Real Madrid,220,['bfb020c1-50fd-440e-a659-3cf7995344ed'],34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:34.194,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,97bd5f95-a096-4424-ad29-c394a63c7790,3469,,"[90.0, 30.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,156,Real Madrid,220,['a4b33409-eef4-40a0-a7ee-9b950a824459'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:39.190,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8c5f09db-24d7-4256-86b8-40c5866fba81,3471,,"[77.0, 52.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,156,Real Madrid,220,['c2426ade-d6d4-4372-80fd-0439626a9db8'],41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:35:41.765,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1bad27b9-a95f-412c-993c-a8ddcaa18bdd,3473,,"[76.0, 57.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,157,Barcelona,217,['82448a7e-9bae-4b0d-9ac3-06dd4b96c0b1'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:43.911,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b51fd008-93e3-488c-b342-685decfeab76,3476,,"[104.0, 22.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,157,Barcelona,217,['ccaf7660-a787-4a49-a37e-d3ed5d9398af'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:48.785,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85306132-90f1-46c1-915b-d00763ec61b9,3479,,"[101.0, 27.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,157,Barcelona,217,['2a4cb4af-97b0-47dc-8a83-cadbf3e842e2'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.028,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf4598ac-6db6-431a-b8e3-a63c43848b59,3483,,"[96.0, 23.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,157,Barcelona,217,['6421582f-cc3f-473a-8b1c-2114d4d7ce1c'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:55.446,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,94ced270-2b60-47dc-a1af-590c8051a48d,3486,,"[103.0, 25.0]",16196,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,157,Barcelona,217,['baf8dcaa-7f6d-46cb-b0c8-4cad28ba0769'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:56.547,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b215b9d0-675a-42be-b50d-75e98217b060,3494,,"[51.0, 9.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,158,Real Madrid,220,['b7aa2dc4-1078-4483-8645-3ca0aadc7a6a'],5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:36:05.102,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d1793ea-84ff-41cb-a2d5-1de3e5c67c15,3497,,"[72.0, 7.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marco Asensio Willemsen,5719.0,Right Wing,158,Real Madrid,220,['663559e8-9c31-43f4-ba7f-f4262b106c61'],7,,,,,,,,,,,,,,,,,,Real Madrid,220,00:36:07.316,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e7c90bab-9093-471d-9147-29df18455198,3500,,"[88.0, 22.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,158,Real Madrid,220,['c3c7fb74-3371-4437-9e6f-71bca66f6630'],10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:36:10.442,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60b66c2a-262a-4d54-87f7-22f9f9f41d0f,3506,,"[27.0, 60.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,159,Barcelona,217,['4b6efc73-fde0-4945-bce3-b1255091e1cc'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:13.297,Ball Receipt*,,2018/2019
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,135b744c-87fb-434a-ab8d-fb00634adf69,3509,,"[34.0, 57.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,159,Barcelona,217,['780a1ff5-6962-4a1f-bb4b-8801b4c24290'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:14.670,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f429aef-6d29-41cd-b50e-2247b6b15db8,3513,,"[65.0, 6.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,160,Barcelona,217,['7b95cf84-e563-4cfb-9a4f-0e83d0f3fe10'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:51.836,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2b18219-d3be-4b5c-a0e1-672dcdf80bf5,3519,,"[92.0, 36.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,160,Barcelona,217,"['02d5cb34-28dc-4193-84f3-7f146ee7867f', '8f822698-3626-453d-98b8-41e3cab93c97']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:56.091,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bac0ca2-8fff-4a2e-affb-7e3352dea6d8,3526,,"[33.0, 50.0]",16196,81,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Federico Santiago Valverde Dipetta,6773.0,Left Center Midfield,160,Barcelona,217,"['59f1f957-baeb-4c01-801b-5b66a139ff3e', '8503f942-0ca4-40d2-a4ad-74bd9f2d61fa']",58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:36:58.910,Ball Receipt*,True,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700e7026-1b14-43ff-ad98-ba1ba89f99ec,3538,,"[69.0, 30.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,160,Barcelona,217,['a6319ec9-deef-4cd9-acd1-edeba5bd3b50'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.395,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d64bdd4-2fe0-4332-a29a-0b3ca9760c24,3541,,"[74.0, 44.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,160,Barcelona,217,['965a50ae-301f-4952-bd08-2f2a474ea4a3'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:05.094,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3d0cc1b-9171-4cd7-a90c-eca061163b90,3544,,"[71.0, 32.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,160,Barcelona,217,['f79bf609-d04d-4419-afff-b1abf1e712d4'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:06.525,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bf41d15-72c8-4b60-bde0-70c916b22a9f,3547,,"[74.0, 28.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,160,Barcelona,217,['bf1abfcb-2ae0-4222-a7f7-231eddf1bb2c'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:07.768,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55786628-b78a-4448-b49f-16ac2ef37345,3550,,"[71.0, 31.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,160,Barcelona,217,['f4c1261a-2cc5-4cf0-ad36-9298c7fd5d0d'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.363,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964e83ef-8d28-4ef5-9369-5559d4e9607d,3553,,"[76.0, 32.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,160,Barcelona,217,['cd7cf56a-b3ff-4671-950e-51cc46b414ed'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:09.094,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401e892-3c28-4c67-a7ec-b94fbcbfc20a,3556,,"[74.0, 42.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,160,Barcelona,217,['94308053-905f-40ab-a440-a58507876b98'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:09.645,Ball Receipt*,,2018/2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12872312-6cb5-4a14-9cea-d8d773896255,3559,,"[58.0, 34.0]",16196,82,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,160,Barcelona,217,['f3020a81-2027-4fdb-8a9c-a0ed67ad9d74'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:11.310,Ball Receipt*,,2018/2019
