50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,af680f16-211c-477b-babe-5be413cf3bf7,1,,,266498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,e26adb9a-3bef-447a-bce7-781abb9e8ed6,2,,,266498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 32}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27402, 'name': 'Álvaro Daniel Pereira Barragán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 16426, 'name': 'Wanderson Maciel Sousa Campos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 30}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,110a4618-5f44-410b-b1dd-ff4ac4f27ed6,3,,,266498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['bb1abbf9-68ee-4017-8d71-88dbbc145382'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,bb1abbf9-68ee-4017-8d71-88dbbc145382,4,,,266498,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['110a4618-5f44-410b-b1dd-ff4ac4f27ed6'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,76fa359d-9f6b-467b-b956-5a262fc83e8d,1749,,,266498,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Barcelona,217,['9d4aecf1-a3c2-4a7c-af23-26b2bff4207a'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,9d4aecf1-a3c2-4a7c-af23-26b2bff4207a,1750,,,266498,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,82,Barcelona,217,['76fa359d-9f6b-467b-b956-5a262fc83e8d'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,,0.412865,,,,,,,,,,,,,,,,cf8f4c83-f690-40f0-9eae-f4f510c5137d,5,,"[61.0, 40.1]",266498,0,,,,,1.929567,,Right Foot,,,,"[60.1, 42.5]",,Ground Pass,,2.5632012,,,,Stefan Šćepović,23416.0,,,,,Kick Off,1,From Kick Off,Wanderson Maciel Sousa Campos,16426.0,Right Center Forward,2,Getafe,216,['70cfebe9-3469-4f10-86f9-7bc48489c596'],1,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.155,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.167913,,,,,,,,,,,,,,,,4dcea7d4-da90-4ba0-baa0-def63e41f098,8,,"[64.3, 48.9]",266498,0,,,,,1.2490457,,Right Foot,,,,"[70.8, 68.4]",,Ground Pass,,20.554804,,,,Abdoul Karim Yoda,27092.0,,,,,,1,From Kick Off,Stefan Šćepović,23416.0,Left Center Forward,2,Getafe,216,['197b2e6b-9848-4443-876f-570eae138340'],4,,,,,,,,,,,,,,,,,Getafe,216,00:00:04.233,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.740889,,,,,,,,,,,,,,,,a45539d7-2a0a-48ae-8712-ef53b284e66b,22,,"[8.9, 20.3]",266498,0,,,,,-0.6578886,,Left Foot,,,,"[28.7, 5.0]",,Ground Pass,,25.02259,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['6d2bc6fc-fa0c-47c5-a21a-ce50202d2b0e'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.061,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.480851,,,,,,,,,,,,,,,,5c8357e8-8d83-45d0-85ce-6cc4781728b7,28,,"[27.4, 7.1]",266498,0,,True,,,1.4263548,,Left Foot,,,,"[31.4, 34.6]",,Ground Pass,,27.789387,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,Free Kick,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['5aec43d6-6915-41a9-9637-4f6894b2c7cb'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.405,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.889965,,,,,,,,,,,,,,,,f108acd4-fe56-459e-9381-542cdf11b75a,30,,"[32.9, 33.6]",266498,0,,True,,,1.2919487,,Right Foot,,,,"[39.8, 57.7]",,Ground Pass,,25.068306,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,4,Barcelona,217,['623ef379-2cf6-4b77-bad2-75418750c3d2'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.060,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.614813,,,,,,,,,,,,,,,,34b1d31c-3662-4456-80ff-83aef5ef0832,32,,"[41.5, 72.6]",266498,0,,,,,-2.5630684,,Right Foot,,,,"[26.8, 63.0]",,Ground Pass,,17.55705,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Aleix Vidal Parreu,6400.0,Right Back,4,Barcelona,217,['4b360a56-6e9e-41b3-aecf-c4cd3c0d309f'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.107,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.743863,,,,,,,,,,,,,,,,aa7d7771-9c07-492a-a6d4-9e138d48b624,35,,"[27.2, 56.7]",266498,0,,,,,-1.5126427,,Right Foot,,,,"[28.9, 27.5]",,Ground Pass,,29.249445,,,,Jérémy Mathieu,10609.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['e441a6be-f16d-464a-9008-1611b9543e9e'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.415,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.190416,,,,,,,,,,,,,,,,db078da0-7e34-4eef-845a-07569373a099,38,,"[31.4, 25.2]",266498,0,,,,,-1.1722739,,Right Foot,,,,"[38.6, 8.1]",,Ground Pass,,18.553976,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['23b360ab-8dd5-4ed0-bdd6-39bb4a4b2ea3'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.639,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.445611,,,,,,,,,,,,,,,,853780d9-901f-4769-81f4-a3f2370b3eb8,41,,"[38.6, 8.1]",266498,0,,,,,1.9547809,,Left Foot,,,,"[30.6, 27.9]",,Ground Pass,,21.355093,,,,Jérémy Mathieu,10609.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['2bdb86fe-eceb-4751-8f5e-4280b82b5a96'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.869,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.918462,,,,,,,,,,,,,,,,5f70b8d0-f04e-4b48-81cb-6c721486f4df,44,,"[35.0, 30.6]",266498,0,,,,,1.4555537,,Left Foot,,,,"[38.6, 61.7]",,Ground Pass,,31.307667,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['8d91ebc6-133c-4c9a-ba79-9d774ffbd9e0'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.641,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.476148,,,,,,,,,,,,,,,,00d15506-7421-47c9-9c4c-0124f274d9ac,47,,"[44.4, 64.5]",266498,0,,,,,-1.7506498,,Right Foot,,,,"[39.2, 35.9]",,Ground Pass,,29.068884,,,,Jérémy Mathieu,10609.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['c157b10f-d78c-4d1b-9204-6a663dc31a0a'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.721,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.188031,,,,,,,,,,,,,,,,733e5401-50fd-4646-904c-1db042a0aac6,50,,"[50.1, 28.7]",266498,0,,,,,-1.3682086,,Right Foot,,,,"[53.9, 10.2]",,Ground Pass,,18.886238,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['8a5e9c8e-9905-4503-b981-385fc3a3f648'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.955,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.062184,,,,,,,,,,,,,,,,b054c868-b453-4528-a565-14ea6218daca,53,,"[55.0, 7.7]",266498,0,,,,,0.8562851,,Left Foot,,,,"[70.7, 25.8]",,Ground Pass,,23.960384,,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['b0b0b13c-aaa2-47cb-a98f-00ca41e2ad62'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.537,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.269077,,,,,,,,,,,,,,,,41e7cb7e-3b7c-4eda-b83a-b44f3767fa48,56,,"[70.3, 17.8]",266498,1,,,,,-1.0755501,,Left Foot,,,,"[77.7, 4.1]",,Ground Pass,,15.570806,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Munir El Haddadi Mohamed,6616.0,Center Forward,4,Barcelona,217,['d2b625b9-8d3a-496f-a777-648c4f5c0723'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.656,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.0439,,,,,,,,,,,,,,,,2ce203d8-8f11-4baa-b1b5-c18150a91104,59,,"[90.1, 12.8]",266498,1,,,,,0.911627,,Right Foot,,,,"[98.7, 23.9]",,Low Pass,,14.041723,,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,"['ad1c44e7-8008-44bf-97da-74b5335b8421', 'c7be9e4f-46d6-4335-a0f9-0ee7b6d32c4b']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.345,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.231991,,,,,,,,,,,,,,,,babdee76-92ba-4131-b2cb-87c5214ae2fd,66,,"[28.2, 49.5]",266498,1,,,,,0.5207284,,Right Foot,,,,"[41.8, 57.3]",,Ground Pass,,15.67801,,,,Wanderson Maciel Sousa Campos,16426.0,,,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Left Center Midfield,5,Getafe,216,['929f5e8c-f5fd-4e4d-aef3-37e3c2204f4a'],9,,,,,,,,,,,,,,,,,Getafe,216,00:01:09.151,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.085595,,,,,,,,,,,,,,,,38ad836d-3ecc-4afa-99d5-c138379ae07c,72,,"[74.8, 80.0]",266498,1,,,,,-2.9358828,,,,,,"[49.4, 74.7]",,Low Pass,,25.947062,,,,Santiago Vergini,27403.0,,,,,Throw-in,1,From Throw In,Emiliano Buendía,11813.0,Right Back,6,Getafe,216,['efe7d374-64bb-46d3-b26b-8d4f9f120928'],37,,,,,,,,,,,,,,,,,Getafe,216,00:01:37.081,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.30354,,,,,,,,,,,,,,,,b63af491-8b6d-4dcc-91c4-7c06a60e55bc,74,,"[48.3, 73.9]",266498,1,,,,,-1.9467573,,Right Foot,,,,"[40.8, 54.9]",,Ground Pass,,20.426699,,,,Emiliano Daniel Velázquez Maldonado,17054.0,,,,,,1,From Throw In,Santiago Vergini,27403.0,Right Center Back,6,Getafe,216,['6b1ea8f6-9a19-4133-8925-48fff7cb7268'],39,,,,,,,,,,,,,,,,,Getafe,216,00:01:39.167,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.141182,,,,,,,,,,,,,,,,786172f9-2e23-49e4-ba05-25a961615861,78,,"[35.9, 45.1]",266498,1,,,,,-3.0799425,,Right Foot,,,,"[11.6, 43.6]",,Low Pass,,24.346252,,,,Vicente Guaita Panadero,6625.0,,,,,,1,From Throw In,Emiliano Daniel Velázquez Maldonado,17054.0,Left Center Back,6,Getafe,216,['d70de8d8-9242-4145-8e1c-553399690c41'],42,,,,,,,,,,,,,,,,,Getafe,216,00:01:42.977,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.130783,,,,,,,,,,,,,,,,d5d5b49a-8229-446b-8348-9e9de9ee401e,81,,"[10.1, 45.1]",266498,1,,,,,1.0958922,,Right Foot,,,,"[21.0, 66.3]",,Ground Pass,,23.837996,,,,Santiago Vergini,27403.0,,,,,,1,From Throw In,Vicente Guaita Panadero,6625.0,Goalkeeper,6,Getafe,216,['4dd031d5-f696-4a0d-a6ff-3b0352017931'],45,,,,,,,,,,,,,,,,,Getafe,216,00:01:45.080,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.3245,,,,,,,,,,,,,,,,cb4f5878-e50c-4ab8-95e7-e759dcf9ba26,85,,"[29.6, 75.3]",266498,1,,,,,-0.44842035,,Right Foot,,,,"[69.3, 56.2]",,High Pass,,44.055645,,Incomplete,,Stefan Šćepović,23416.0,,,,,,1,From Throw In,Santiago Vergini,27403.0,Right Center Back,6,Getafe,216,"['1c69fc67-c147-446d-a8db-a288f3c20549', '1cc11a0f-2dc3-4386-93d6-0ff0a6f182f4', '1fc3ea42-04cb-4210-b93a-96e28a7f4d9e']",51,,,,,,,,,,,,,,,,,Getafe,216,00:01:51.896,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.6965,,,,,,,,,,,,,,,,1fc3ea42-04cb-4210-b93a-96e28a7f4d9e,87,,"[50.8, 23.9]",266498,1,,,,True,-0.8218193,,,,,,"[62.7, 11.1]",,High Pass,,17.477127,,Incomplete,,,,,,,,Recovery,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,6,Getafe,216,"['47b03afe-e0f7-4ddb-93c0-8e51d23fb669', '7a17854f-b812-47bc-b355-97b8f13040fe', 'cb4f5878-e50c-4ab8-95e7-e759dcf9ba26']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.220,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.037513,,,,,,,,,,,,,,,,47b03afe-e0f7-4ddb-93c0-8e51d23fb669,89,,"[57.4, 69.0]",266498,1,,,,,-0.08865588,,Head,,,,"[66.4, 68.2]",,High Pass,,9.035485,,,,Abdoul Karim Yoda,27092.0,,,,,Recovery,1,From Throw In,Emiliano Buendía,11813.0,Right Back,6,Getafe,216,"['1fc3ea42-04cb-4210-b93a-96e28a7f4d9e', '47cbf302-a90f-4518-86be-55f1a5fa4d85']",55,,,,,,,,,,,,,,,,,Getafe,216,00:01:55.917,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.991295,,,,,,,,,,,,,,,,910226d0-1031-40d8-abc2-9f2ec097b782,95,,"[52.9, 0.1]",266498,2,,True,,,1.0498866,,,,,,"[56.4, 6.2]",,Low Pass,,7.03278,,,,Neymar da Silva Santos Junior,4320.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['01358b32-0a89-4ff2-ad2b-548e489632ea'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.511,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2585,,,,,,,,,,,,,,,,4510f11b-4d17-40f7-9c06-2983dc54f991,97,,"[56.4, 6.0]",266498,2,,,,,-2.714965,,Right Foot,,,,"[48.7, 2.5]",,Low Pass,,8.458132,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,7,Barcelona,217,['dd67c3f9-907d-494c-8c45-70133f01f02a'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.503,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.257856,,,,,,,,,,,,,,,,dfd4299e-4607-4734-b677-fc3860efe980,99,,"[47.6, 4.3]",266498,2,,,,,3.128718,,Left Foot,,,,"[24.3, 4.6]",,Ground Pass,,23.301931,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['0bf422ff-f164-41b3-a16d-202524ad0537'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.761,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.14494,,,,,,,,,,,,,,,,06f56223-e23e-48c4-b16c-96dc18fcbd38,102,,"[23.0, 9.0]",266498,2,,,,,1.6325028,,Left Foot,,,,"[20.3, 52.7]",,Ground Pass,,43.78333,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,7,Barcelona,217,['a7eaee7b-03e9-44a6-9592-1ab7a455b1c2'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.278,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.746608,,,,,,,,,,,,,,,,b8be36b6-6029-4b5d-b56c-76b1c5c01feb,105,,"[23.0, 57.1]",266498,2,,,,,0.6404171,,Right Foot,,,,"[43.8, 72.6]",,Ground Pass,,25.940123,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['2fc2735e-3c78-4dbd-b809-cc6d644a3195'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.518,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.8615,,,,,,,,,,,,,,,,ad1e8b74-87b1-456e-8e1a-3bb188911ec6,108,,"[46.3, 72.9]",266498,2,,,,,-0.2665116,,Right Foot,,,,"[78.9, 64.0]",,High Pass,,33.793045,,Incomplete,,Arda Turan,11094.0,,,,,,1,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,7,Barcelona,217,"['1e8fe667-4de3-426d-abca-860f5a021be8', '4d344d64-446c-4c7f-bb9b-d3368205cb8c']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.333,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.21294,,,,,,,,,,,,,,,,1e8fe667-4de3-426d-abca-860f5a021be8,110,,"[41.2, 16.1]",266498,2,,,,,-0.25571445,,Head,,,,"[56.5, 12.1]",,High Pass,,15.814234,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,Recovery,1,From Throw In,Emiliano Daniel Velázquez Maldonado,17054.0,Left Center Back,7,Barcelona,217,"['ad1e8b74-87b1-456e-8e1a-3bb188911ec6', 'af229e0f-0e2f-4236-b119-2719e8bd37f3', 'e597b0c8-190e-461c-85da-758f6964ff1a']",24,,,,,,,,,,,,,,,,,Getafe,216,00:02:24.194,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.879272,,,,,,,,,,,,,,,,86b779c2-5f28-4a5e-a0ba-371666d44a06,114,,"[64.6, 59.8]",266498,2,,,,,-0.8390727,,Left Foot,,,,"[91.9, 29.4]",,High Pass,,40.858902,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,"['02db04f1-cb27-478d-911d-6e0f9e6c7764', 'd25e272b-7529-475c-97e3-c93b093b3318']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.982,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.518462,,,,,,,,,,,,,,,,9f7720de-e0bf-4889-847e-0bad8bda7e0a,118,,"[26.3, 47.4]",266498,2,,,,,-2.9829373,,Right Foot,,,,"[8.8, 44.6]",,Low Pass,,17.722584,,,,Vicente Guaita Panadero,6625.0,,,,,,1,From Throw In,Emiliano Buendía,11813.0,Right Back,7,Barcelona,217,['0e8d273b-9424-457d-b9ca-92b0c75d2b7b'],30,,,,,,,,,,,,,,,,,Getafe,216,00:02:30.474,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.7324,,,,,,,,,,,,,,,,84dacd5c-15ce-45a9-97e5-db093212f89e,121,,"[9.5, 48.9]",266498,2,,,,,0.08484735,,Right Foot,,,,"[48.3, 52.2]",,High Pass,,38.940083,,Incomplete,,Abdoul Karim Yoda,27092.0,,,,,,1,From Throw In,Vicente Guaita Panadero,6625.0,Goalkeeper,7,Barcelona,217,"['760a9d4b-d25b-460f-9d6d-30c8574c049b', '85f44455-f2ae-4fe1-ae24-8706cebb565e']",33,,,,,,,,,,,,,,,,,Getafe,216,00:02:33.525,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.32314,,,,,,,,,,,,,,,,85f44455-f2ae-4fe1-ae24-8706cebb565e,124,,"[71.8, 27.9]",266498,2,,,,True,-0.6839116,,,,,,"[104.8, 1.0]",,High Pass,,42.574757,,Out,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,7,Barcelona,217,"['21fae2cc-7feb-452d-9649-d02d7ac59c50', '2cad57ef-4213-457e-bf84-03a80e9500d9', '84dacd5c-15ce-45a9-97e5-db093212f89e']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:02:36.257,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,1.5295,,,,,,,,,,,,,,,,f12e29c2-3c8d-4b7a-999d-5aa5bb2de25b,126,,"[25.0, 80.0]",266498,2,,,,,-0.1944238,,,,,,"[50.9, 74.9]",,High Pass,,26.397348,,,,Stefan Šćepović,23416.0,,,,,Throw-in,1,From Throw In,Emiliano Buendía,11813.0,Right Back,8,Getafe,216,['b37bfdb3-796b-42cd-a040-d03d266262a9'],51,,,,,,,,,,,,,,,,,Getafe,216,00:02:51.944,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7559,,,,,,,,,,,,,,,,50181a07-31dc-4cf2-a514-76224d8ab831,128,,"[50.9, 74.9]",266498,2,,,,,-2.158799,,Other,,,,"[48.1, 70.7]",,High Pass,,5.047772,,Incomplete,,Abdoul Karim Yoda,27092.0,,,,,,1,From Throw In,Stefan Šćepović,23416.0,Left Center Forward,8,Getafe,216,"['3c3ce055-6e30-4e75-ba89-c8edb863f5c5', '6c72a8b3-a767-4874-90b1-eee33b3e9a3b']",53,,,,,,,,,,,,,,,,,Getafe,216,00:02:53.474,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.088733,,,,,,,,,,,,,,,,3c3ce055-6e30-4e75-ba89-c8edb863f5c5,130,,"[72.0, 9.4]",266498,2,,,,,-1.5707964,,Left Foot,,,,"[72.0, 8.6]",,Low Pass,,0.8,,Incomplete,,,,,,,,Interception,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,8,Getafe,216,"['3db6e985-2985-48ed-b5c5-8a70a12ae3ab', '50181a07-31dc-4cf2-a514-76224d8ab831']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.230,Pass,,2015/2016
