50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82c2d5d3-7a80-4dd5-b9ae-90ccce6b0e77,1,,,70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8daca731-c419-408a-a43c-123a5299dd71,2,,,70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 37}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c9f85043-78f2-4670-8fb4-ed326b9f9daf,3,,,70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Atlético Madrid,212,['26c04e58-78c2-4086-a79f-c9dc02fcfd3f'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,26c04e58-78c2-4086-a79f-c9dc02fcfd3f,4,,,70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,,1,Atlético Madrid,212,['c9f85043-78f2-4670-8fb4-ed326b9f9daf'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f207d71e-17c2-42e8-b8da-905ff899f316,2313,,,70284,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,105,Barcelona,217,['60a791bc-ddde-4958-bb26-6d57d3b47fda'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60a791bc-ddde-4958-bb26-6d57d3b47fda,2314,,,70284,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,,105,Barcelona,217,['f207d71e-17c2-42e8-b8da-905ff899f316'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,0.836523,,,,,,,,,,,,,,87aa7ed5-9d07-4bcd-b3fd-c73a3cff1023,5,,"[60.0, 40.0]",70284,0,,,,0.5819051,,Right Foot,,,"[63.8, 42.5]",,Ground Pass,,4.548626,,,,,Arda Turan,11094.0,,,,,,Kick Off,1,From Kick Off,Radamel Falcao García Zárate,3445.0,,Center Forward,2,Atlético Madrid,212,['0644ec22-b810-4bcf-ab0d-3276d0a8eaa2'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.510,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.473489,,,,,,,,,,,,,,8bc38400-228b-42cc-b863-796c1ae229c1,9,,"[65.6, 58.0]",70284,0,,,,2.1836839,,Right Foot,,,"[54.7, 73.5]",,Ground Pass,,18.94888,,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Kick Off,Arda Turan,11094.0,,Left Wing,2,Atlético Madrid,212,['63fe9638-2ffd-4a35-a6f4-daf372ce2fd3'],4,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.932,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.695542,,,,,,,,,,,,,,6344967a-08b0-4d7a-8bf2-a69e16dec8ae,12,,"[57.9, 74.1]",70284,0,,,,-0.011975476,,Right Foot,,,"[74.6, 73.9]",,Ground Pass,,16.701197,,,,,Adrián López Álvarez,6735.0,,,,,,,1,From Kick Off,Juan Francisco Torres Belén,6375.0,,Right Back,2,Atlético Madrid,212,['82e44bfe-6fe3-4efa-89b0-722428ccce1f'],7,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:07.379,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.9626,,,,,,,,,,,,,,fe7b8810-de15-4dbb-ab90-67a5f683edcc,16,,"[74.8, 76.3]",70284,0,,,,-1.9286137,,Left Foot,,,"[70.5, 64.8]",,Ground Pass,,12.277622,,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Kick Off,Adrián López Álvarez,6735.0,,Right Wing,2,Atlético Madrid,212,"['37f9ae82-cad8-4e9e-82b9-187fd6df53c7', '5adb6822-becf-45bf-b6fc-026eaed72bba']",8,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:08.115,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.226993,,,,,,,,,,,,,,7dd210b5-02b8-4a96-ab32-b62bc753f166,18,,"[70.3, 64.7]",70284,0,,,,0.20703593,,Left Foot,,,"[92.2, 69.3]",,Ground Pass,,22.377892,,,Pass Offside,,Arda Turan,11094.0,,,,,,,1,From Kick Off,Juan Francisco Torres Belén,6375.0,,Right Back,2,Atlético Madrid,212,['cff02945-5502-4fff-bbf8-c2493062410f'],9,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.077,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.641,,,,,,,,,,,,,,9ec0512a-5309-478f-85b5-11d28cf383b8,20,,"[29.1, 14.1]",70284,0,True,,,1.1766948,,Right Foot,,,"[54.8, 75.9]",,Ground Pass,,66.930786,,,,,Francesc Fàbregas i Soler,3478.0,,,True,,,Free Kick,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,['c8a9c2f7-9f12-44c0-bc38-1542bc3ce25a'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.692,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.6626,,,,,,,,,,,,,,f0e4e922-0465-480c-b8a3-fccafef21d92,22,,"[50.4, 71.7]",70284,0,,,,-1.9109378,,Right Foot,,,"[39.5, 40.9]",,Ground Pass,,32.671852,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,3,Barcelona,217,['ad13ff21-7133-40f3-82ac-4671c5e54ba3'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.439,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.688318,,,,,,,,,,,,,,448332e3-929a-4581-ac32-0013a3eeb222,25,,"[39.5, 40.9]",70284,0,,,,-1.0348301,,Left Foot,,,"[57.2, 11.1]",,Ground Pass,,34.660206,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,,Left Center Back,3,Barcelona,217,['74d25a12-480e-43a6-a378-3d2c0893f0b3'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.341,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.7533,,,,,,,,,,,,,,9fc4b43a-f4a3-4a96-9a86-d27bd7dac4ab,28,,"[64.9, 9.1]",70284,0,,,,-0.36717382,,Left Foot,,,"[72.7, 6.1]",,Ground Pass,,8.357033,,,,,Cristian Tello Herrera,6658.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,['a1161f3a-735e-4a50-acf8-ceea2d026acb'],36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.236,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0015,,,,,,,,,,,,,,9fae834c-d352-42b9-81a3-09b62590eb80,32,,"[70.3, 7.7]",70284,0,,,,3.119738,,Right Foot,,,"[52.0, 8.1]",,Ground Pass,,18.30437,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,,Left Wing,3,Barcelona,217,"['06f20196-0a4c-42bb-8e64-51a126247fdd', '34944b9a-ecc1-47c5-8d3c-9dd2a64e6708']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.671,Pass,True,2012/2013
,,,,,,,,,,,,,,,,1.1291,,,,,,,,,,,,,,e73323d4-8646-4c12-bbdf-54b54380dadd,35,,"[52.2, 11.1]",70284,0,,,,2.115775,,Left Foot,,,"[40.5, 30.4]",,Ground Pass,,22.569448,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,['ce65cf98-ac65-42f1-9dee-c13f455e1270'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.842,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.2933,,,,,,,,,,,,,,78f65f0e-7353-423c-ac8e-683c35486eab,38,,"[38.1, 31.5]",70284,0,,,,1.6566772,,Left Foot,,,"[35.5, 61.7]",,Ground Pass,,30.311714,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,,Left Center Back,3,Barcelona,217,['bce90fe5-617b-4e59-a3fd-9501d1298bba'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.564,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.2747,,,,,,,,,,,,,,7b58aae8-7afb-40fe-a3b6-1bf079d7f3cb,41,,"[37.3, 61.0]",70284,0,,,,-1.3824211,,Right Foot,,,"[43.0, 31.1]",,Ground Pass,,30.438463,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,3,Barcelona,217,['f4f774e9-03eb-471e-9228-8cec03d5bdd6'],46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.765,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.7312,,,,,,,,,,,,,,5af9efcd-4ebb-46dd-85f5-c4ee14bb2524,44,,"[48.8, 27.0]",70284,0,,,,-0.73471695,,Right Foot,,,"[63.3, 13.9]",,Ground Pass,,19.541239,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,,Left Center Back,3,Barcelona,217,['cea0e5c6-54b2-44b2-8419-6ad2bbe7ee54'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.988,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0252,,,,,,,,,,,,,,ad894b53-829f-4329-9539-97b2b9e85fe6,47,,"[65.5, 14.3]",70284,0,,,,-0.8685394,,Left Foot,,,"[72.1, 6.5]",,Ground Pass,,10.217632,,,,,Cristian Tello Herrera,6658.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,['3bea8827-4980-45ea-bdc8-92e2c7d4a482'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.596,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.9291,,,,,,,,,,,,,,3ca51d57-4d8c-4d36-9835-82cdc9ebcb07,51,,"[69.5, 6.9]",70284,0,,,,2.4427357,,Right Foot,,,"[57.6, 16.9]",,Ground Pass,,15.543809,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,,Left Wing,3,Barcelona,217,['5b779900-0128-4b73-ab1d-979b7073a8ad'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.152,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.692102,,,,,,,,,,,,,,612e2933-d28e-4c42-89b5-159c8f5edbfd,55,,"[56.7, 22.0]",70284,0,,,,2.0970402,,Right Foot,,,"[40.9, 49.2]",,Ground Pass,,31.456001,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,3,Barcelona,217,['14e4f6d5-5fa9-431c-82a2-23c4c0101b21'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.470,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,cef1ba21-7609-4c64-beb5-750915a79676,58,,"[46.0, 50.8]",70284,1,,,,-0.9498567,,Right Foot,,,"[55.8, 37.1]",,Ground Pass,,16.844286,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,3,Barcelona,217,['0740b476-30f4-467a-847d-a752d431f21d'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.247,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0576,,,,,,,,,,,,,,afb3e6bd-bab1-4e74-945e-d2b9dd988302,61,,"[64.7, 31.3]",70284,1,,,,-1.4561929,,Right Foot,,,"[66.3, 17.4]",,Ground Pass,,13.991783,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,3,Barcelona,217,['b2eff356-6a46-420e-9083-4d6109142499'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.207,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.234,,,,,,,,,,,,,,8e5a2fd5-24a4-4f3e-a83a-6dd27f7c3dad,64,,"[77.9, 20.6]",70284,1,,,,-0.9844801,,Right Foot,,,"[87.0, 6.9]",,Ground Pass,,16.446884,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,3,Barcelona,217,['11694b03-5300-4dd0-8cf0-f9cf01ecd396'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.900,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.9157,,,,,,,,,,,,,,c1ff8ac6-47eb-4c2e-8cc1-edf8cef56183,67,,"[86.7, 6.9]",70284,1,,,,2.2075408,,Left Foot,,,"[77.9, 18.8]",,Ground Pass,,14.800338,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,['b2776971-7956-40bd-bc29-d0a4e43ffb4e'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.003,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.832,,,,,,,,,,,,,,e915167c-712e-4c2c-977a-ac4cc526dcfd,71,,"[85.4, 9.9]",70284,1,,,,0.7853982,,Right Foot,,,"[93.3, 17.8]",,Low Pass,,11.172287,,,,,Cristian Tello Herrera,6658.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,3,Barcelona,217,['97e071b4-0b53-47ea-8c08-a71fab68ed2f'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.275,Pass,,2012/2013
,,,,,,,,,,,,,,,,3.698697,,,,,,,,,,,,,,dfa9380d-ba54-455a-9488-b68dc49a1440,73,,"[93.3, 17.8]",70284,1,,,,-2.7635343,,Right Foot,,,"[51.0, 1.0]",,Ground Pass,,45.514065,,,Out,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,,Left Wing,3,Barcelona,217,['9f706ed6-9945-486b-aa10-f6b72229479b'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.107,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.5317,,,,,,,,,,,,,,c06b587d-5b4d-4b37-9496-c2249c4ecbe7,75,,"[72.2, 80.0]",70284,1,True,,,-2.8051753,,,,,"[37.6, 67.9]",,Low Pass,,36.65474,,,,,João Miranda de Souza Filho,5551.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,4,Atlético Madrid,212,['2b306355-a487-4e69-8ed9-96f50fbb4a53'],29,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:29.047,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0668,,,,,,,,,,,,,,09793cf1-2458-447b-a298-96bf62c37146,77,,"[43.1, 62.2]",70284,1,,,,0.77390444,,Right Foot,,,"[56.3, 75.1]",,Ground Pass,,18.456707,,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Throw In,João Miranda de Souza Filho,5551.0,,Right Center Back,4,Atlético Madrid,212,['a0689a5b-48a8-409f-9aa0-84cd271d8c41'],34,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:34.695,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.055003,,,,,,,,,,,,,,4a2d1cc8-c9c4-4ed5-b514-80e3a6f7c420,81,,"[55.5, 77.9]",70284,1,,,,-0.23684876,,Right Foot,,,"[61.3, 76.5]",,Ground Pass,,5.9665737,,,Incomplete,,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,4,Atlético Madrid,212,['e66d9028-fcd0-4689-87f3-26fda1006795'],36,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:36.338,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.0811,,,,,,,,,,,,,,c8a34554-52ce-4311-8f63-0b72907c9025,83,,"[67.2, 80.0]",70284,1,,,,-0.7678561,,,,,"[75.9, 71.6]",,Low Pass,,12.093387,,,Incomplete,,Adrián López Álvarez,6735.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,5,Atlético Madrid,212,"['1c7b65c7-f834-49f9-9dad-7151e9b4d55c', '70759d1b-4711-400e-bdcf-c1f15c057cba']",41,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:41.526,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.8437,,,,,,,,,,,,,,10066d49-ac66-410f-9e6d-305e6c8472c7,88,,"[70.8, 61.8]",70284,1,,,,-0.88291395,,Right Foot,,,"[79.1, 51.7]",,Low Pass,,13.072873,,,,,Arda Turan,11094.0,,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,,Right Center Midfield,5,Atlético Madrid,212,['fa90ecd8-3ddb-4520-9c0f-692cdb211411'],45,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:45.102,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.8146,,,,,,,,,,,,,,7bf4313e-b782-4ec2-8fce-d4a4b1ffbb4f,92,,"[74.0, 53.2]",70284,1,,,,-2.9419088,,Right Foot,,,"[65.6, 51.5]",,Ground Pass,,8.570297,,,,,Tiago Cardoso Mendes,20669.0,,,,,,,1,From Throw In,Arda Turan,11094.0,,Left Wing,5,Atlético Madrid,212,['0391ddcb-3d1e-41e0-bfbe-2c4d3a813ce2'],47,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.062,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.7416,,,,,,,,,,,,,,e74ed109-018b-4191-a679-b82ed7bfcc9d,95,,"[65.2, 52.3]",70284,1,,,,-2.1956172,,Right Foot,,,"[53.3, 35.8]",,Ground Pass,,20.34355,,,,,Diego Roberto Godín Leal,5249.0,,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,,Center Defensive Midfield,5,Atlético Madrid,212,['3b2c6608-aef8-4027-8543-cddaea59ce55'],48,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:48.595,Pass,,2012/2013
,,,,,,,,,,,,,,,,2.9843,,,,,,,,,,,,,,6b9e0d21-090c-4ec1-830d-38228674d6f3,98,,"[54.9, 36.2]",70284,1,,,,0.7186716,,Right Foot,,,"[99.6, 75.3]",,High Pass,,59.38771,,,,,Adrián López Álvarez,6735.0,,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,,Left Center Back,5,Atlético Madrid,212,['2801ca7f-4f16-4da0-bf5c-dd0c20816649'],51,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:51.785,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.666,,,,,,,,,,,,,,cb9198f6-9e9b-4e4c-b508-3830728b0111,102,,"[112.1, 75.5]",70284,1,,,,-2.815951,,Right Foot,,,"[104.4, 72.9]",,Ground Pass,,8.127115,,,,,Arda Turan,11094.0,,,,,,,1,From Throw In,Adrián López Álvarez,6735.0,,Right Wing,5,Atlético Madrid,212,['ab3eb7fd-8b2d-4a6f-9a91-21b97b70d32f'],57,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:57.938,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.6318,,,,,,,,,,,,,,35fd667d-bdef-4e1d-a3a7-76dceda79ba6,105,,"[104.4, 72.9]",70284,1,,,,1.1156955,,Right Foot,,,"[106.7, 77.6]",,Ground Pass,,5.23259,,,,,Adrián López Álvarez,6735.0,,,,,,,1,From Throw In,Arda Turan,11094.0,,Left Wing,5,Atlético Madrid,212,['db495b59-5ccb-4674-a531-634fe6ad1f52'],58,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:58.644,Pass,,2012/2013
,,,,,,,,,,,,,,,,0.65947,,,,,,,,,,,,,,ed0c0710-1d8b-41b8-93f5-3b39abce3f20,108,,"[107.0, 76.9]",70284,1,,,,-1.9513026,,Left Foot,,,"[101.6, 63.4]",,Ground Pass,,14.539945,,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Throw In,Adrián López Álvarez,6735.0,,Right Wing,5,Atlético Madrid,212,['235bb38b-ef4c-4647-ba6a-2ed2e190a4d4'],59,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:59.316,Pass,,2012/2013
,,,,,,,,,,,,,,,,1.147487,,,,,,,,,,,,,,8aceac45-ed1b-4182-a4a0-c69ca61b42cb,112,,"[106.7, 63.6]",70284,2,,,,-1.4064163,,Right Foot,True,,"[110.2, 42.5]",,High Pass,,21.388315,,,Incomplete,,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,5,Atlético Madrid,212,"['73ac7215-6d41-4079-b275-dd206ae0edf5', '9604db22-1b2c-4cf3-9d8c-d3c847e086d3']",1,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:01.070,Pass,True,2012/2013
,,,,,,,,,,,,,,,,0.744602,,,,,,,,,,,,,,02af74a6-7334-41a4-b76a-6f8387b483e0,117,,"[90.2, 59.8]",70284,2,,,,3.0135837,,Right Foot,,,"[80.1, 61.1]",,Ground Pass,,10.18332,,,,,Gabriel Fernández Arenas,6384.0,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,5,Atlético Madrid,212,"['241e0082-a5da-469a-82fb-58e8af99419f', '5f9dc0c2-e393-4acb-85fd-cd0eba31a890']",4,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:04.602,Pass,True,2012/2013
,,,,,,,,,,,,,,,,0.7565,,,,,,,,,,,,,,7933a9f2-ae64-4c73-8b0e-7606c6c2e5fb,121,,"[75.2, 61.4]",70284,2,,,,0.6759472,,Right Foot,,,"[85.3, 69.5]",,Ground Pass,,12.946815,,,,,Adrián López Álvarez,6735.0,,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,,Right Center Midfield,5,Atlético Madrid,212,['e8efcfbe-c020-42ef-81eb-c87e78b8e6bd'],5,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:05.957,Pass,,2012/2013
