50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.292233,,,,,,,,,,,,,d1916078-4fe0-461c-b8ff-3f6240dc3164,19,,"[49.8, 60.9]",266892,0,,,,,0.66364056,,Right Foot,,,"[63.1, 71.3]",,High Pass,,16.883425,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['08c06370-6634-4bd9-92b4-88ea5fe39d9e'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.238,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.011977,,,,,,,,,,,,,09672e48-187c-4965-82a9-86e1707fb167,28,,"[35.2, 11.9]",266892,0,,,,,-0.98530626,,Right Foot,,,"[41.3, 2.7]",,Ground Pass,,11.0385685,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Barcelona,217,['19b4981f-49e7-43dc-85ac-cc1389721609'],17,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:17.194,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.955841,,,,,,,,,,,,,fa461651-ba71-4622-830b-1ec3017deeb9,41,,"[71.8, 3.5]",266892,0,,,,,0.70261836,,Right Foot,,,"[84.2, 14.0]",,Ground Pass,,16.248384,Incomplete,,,,,,,,,1,From Kick Off,Markel Susaeta Laskurain,6390.0,Left Wing,2,Barcelona,217,['bdd03d10-670c-4543-8830-383806a7f7bb'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:24.913,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.601659,,,,,,,,,,,,,bdd03d10-670c-4543-8830-383806a7f7bb,42,,"[35.9, 66.1]",266892,0,,,,,-2.54373,,Left Foot,,,"[8.0, 47.1]",,Ground Pass,,33.755146,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['eff52d28-5f17-4f73-a5f0-2998bd893ee8', 'fa461651-ba71-4622-830b-1ec3017deeb9']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.869,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.006321,,,,,,,,,,,,,64c8f5e7-2de0-418d-83d2-94896f1d7c66,45,,"[7.8, 45.0]",266892,0,,,,,-1.301802,,Right Foot,,,"[12.9, 26.5]",,Ground Pass,,19.190102,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['ec053a1d-d153-4984-aa8f-a63d6fb81815'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.452,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.197646,,,,,,,,,,,,,ca9d36fe-74ab-4090-a7f4-be05acc33d76,48,,"[12.3, 20.9]",266892,0,,,,,-1.5707964,,Left Foot,,,"[12.3, 4.8]",,Ground Pass,,16.1,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['40ce01bb-e29c-48ac-ade9-918ec8c8ebef'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.086,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.219115,,,,,,,,,,,,,8f4c8bdf-1f57-488b-9ce1-dac6380511fe,52,,"[16.2, 3.9]",266892,0,,,,,-0.041396454,,Left Foot,,,"[33.1, 3.2]",,Ground Pass,,16.914492,,,Arda Turan,11094.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e7647c6a-7185-445a-a05e-5686a6b4ed40'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.609,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.0335,,,,,,,,,,,,,81eece34-dbd0-45ab-9e9d-1efb841d6f34,56,,"[87.5, 80.0]",266892,0,,,,,-1.7435843,,,,,"[83.8, 58.8]",,Low Pass,,21.520456,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,3,Athletic Club,215,['15d9c224-2ffc-430a-b92f-839d2db15e97'],45,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:45.888,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.611488,,,,,,,,,,,,,84b835d6-4919-436c-9517-aa5f19277518,60,,"[83.8, 58.7]",266892,0,,,,,2.0065873,,Right Foot,,,"[77.7, 71.8]",,Ground Pass,,14.450605,,,Ander Iturraspe Derteano,6388.0,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Center Midfield,3,Athletic Club,215,['9d2263ee-af56-455a-a6e5-c96d3892188c'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:48.920,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.150009,,,,,,,,,,,,,f9bdfa28-d2c2-4d6f-bb40-1a10c3207f77,66,,"[69.8, 70.8]",266892,1,,,,,-1.5437759,,Right Foot,,,"[70.3, 52.3]",,Ground Pass,,18.506756,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Free Kick,1,From Free Kick,Ander Iturraspe Derteano,6388.0,Right Center Midfield,4,Athletic Club,215,['be8ed296-06f6-4131-85f8-d407c1abb364'],3,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:03.639,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.853831,,,,,,,,,,,,,f52b50de-0fe3-4192-b313-0c84aff8eb6c,69,,"[70.0, 48.8]",266892,1,,,,,-2.2406888,,Right Foot,,,"[54.0, 28.6]",,Ground Pass,,25.768974,,,Aymeric Laporte,4353.0,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Center Midfield,4,Athletic Club,215,['d24dd07b-7868-4c3a-b6a4-2940496c6669'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:06.790,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.366833,,,,,,,,,,,,,6ca5eb15-9280-40de-a275-1ea5d4d4e1d9,72,,"[55.3, 21.8]",266892,1,,,,,-0.9528692,,Left Foot,,,"[69.8, 1.4]",,Ground Pass,,25.028185,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Free Kick,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,['017562cd-99fa-44fd-80ab-3f832d89df30'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:10.229,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.289185,,,,,,,,,,,,,dfc6d5ed-be67-4cae-96de-7667db92f130,76,,"[69.6, 1.8]",266892,1,,,,,0.016090564,,Left Foot,,,"[113.1, 2.5]",,Low Pass,,43.50563,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,"['2833de9b-f334-4150-af7a-663be3d7d08b', '3f285e4e-76ce-4a86-9723-ce3add41dab8', 'fac1dee8-fbef-4d46-8f36-f90a39a23fa0']",12,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.355,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.097306,,,,,,,,,,,,,96421dea-e9a0-42dd-abad-e5662190651c,79,,"[108.5, 0.1]",266892,1,,,,,0.6049024,,,,,"[116.6, 5.7]",,Low Pass,,9.847335,,,Markel Susaeta Laskurain,6390.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,5,Athletic Club,215,['b7f077c9-ac08-4925-8ebb-ac753102885e'],30,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:30.723,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.322742,,,,,,,,,,,,,fd9c40a0-b8ea-42c4-a1ba-951a7d5ebb7a,86,,"[117.9, 4.3]",266892,1,,,,,1.9648552,,Left Foot,True,,"[105.8, 33.4]",,High Pass,,31.515392,Incomplete,,,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Left Wing,5,Athletic Club,215,['a3dff050-8451-4184-9df4-8a78eb7bc6d1'],35,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:35.429,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.909077,,,,,,,,,,,,,a3dff050-8451-4184-9df4-8a78eb7bc6d1,87,,"[14.3, 46.7]",266892,1,,,,,1.0201595,,Right Foot,,,"[34.5, 79.6]",,Ground Pass,,38.606346,Out,,,,,,,,Recovery,1,From Throw In,Denis Suárez Fernández,6609.0,Left Center Midfield,5,Athletic Club,215,['fd9c40a0-b8ea-42c4-a1ba-951a7d5ebb7a'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.752,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8718,,,,,,,,,,,,,9bcd1a51-ad4e-4f8d-9b47-5a145ed5b1c4,88,,"[85.6, 0.1]",266892,1,,,,,2.2185168,,,,,"[71.3, 19.0]",,Low Pass,,23.70021,,,Ander Iturraspe Derteano,6388.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,6,Athletic Club,215,['a860057f-860f-45a4-8cf3-a75bc005d4dd'],47,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.981,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.7931,,,,,,,,,,,,,75ee0762-3ffe-4cf5-b611-d585bec3b1d4,90,,"[71.3, 19.0]",266892,1,,,,,-3.1162174,,Right Foot,,,"[51.6, 18.5]",,Low Pass,,19.706345,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Ander Iturraspe Derteano,6388.0,Right Center Midfield,6,Athletic Club,215,['46a234c6-cc69-4b4a-9d2f-407b075bc7b3'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:49.852,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.966735,,,,,,,,,,,,,b1101753-1b12-4291-9bc4-5339e8fd5983,94,,"[44.1, 33.9]",266892,1,,,,,2.84647,,Left Foot,,,"[19.1, 41.5]",,Ground Pass,,26.129677,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,6,Athletic Club,215,"['08eca8fe-80fc-43ee-8315-b5bf3610ac0a', 'e8cb0be7-5826-4e72-8bae-e6acf2da3671']",54,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:54.857,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.828625,,,,,,,,,,,,,8bffb59a-194f-408f-a119-6c2111cb15d1,97,,"[20.2, 45.5]",266892,2,,,,,0.878958,,Right Foot,,,"[37.1, 65.9]",,Ground Pass,,26.490942,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['88f0b791-60ae-4026-a449-afa39ee58d1e'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:00.572,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.2647,,,,,,,,,,,,,e24e60cf-b043-4278-bc64-bc1570c57c35,100,,"[43.1, 69.6]",266892,2,,,,,0.03912593,,Right Foot,,,"[99.3, 71.8]",,High Pass,,56.243046,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,6,Athletic Club,215,['140ae33d-4379-43fc-a58c-9dfa7e6606c0'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:05.678,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.476212,,,,,,,,,,,,,fedf83b1-7f5a-4108-b74c-819aa1759fc2,111,,"[120.0, 80.0]",266892,2,,,,,-1.7197992,,Right Foot,,,"[113.5, 36.7]",,High Pass,,43.785156,Incomplete,True,,,,True,Outswinging,,Corner,1,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Center Midfield,7,Athletic Club,215,['ea94bd39-c8d7-482e-be2c-104d16904653'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:38.183,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.505079,,,,,,,,,,,,,b6ce7153-1f85-45cd-a9bb-77a525a3db49,115,,"[16.2, 40.3]",266892,2,,True,,,-0.12499932,,Right Foot,,,"[35.3, 37.9]",,Ground Pass,,19.250195,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['114c25e7-5de6-4410-bbbd-688f9dad9395'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.790,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.946101,,,,,,,,,,,,,caf8cff4-cb87-43c8-87e1-1d5464b66cd0,117,,"[35.3, 37.9]",266892,2,,True,,,2.9829373,,Right Foot,,,"[7.8, 42.3]",,Ground Pass,,27.849775,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['53077b9c-ef02-4f94-b1cc-5c44e8bf15ae'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.461,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.866341,,,,,,,,,,,,,07d4a83e-1fff-4387-aafa-e62e8f39c1ec,119,,"[7.8, 42.3]",266892,2,,,,,-1.4539398,,Right Foot,,,"[10.5, 19.3]",,Ground Pass,,23.157936,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['300a5197-333e-4ec7-80c6-b23a933be5d4'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.598,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.169955,,,,,,,,,,,,,988ebd04-de62-49a9-9618-543ca5d6444f,122,,"[10.3, 19.3]",266892,3,,,,,-0.06266295,,Left Foot,,,"[35.8, 17.7]",,Ground Pass,,25.550146,,,Denis Suárez Fernández,6609.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,8,Barcelona,217,['494fb448-6336-4330-998e-b7c2ff739ca8'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:03:02.380,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.098659,,,,,,,,,,,,,d090f43c-0858-42f7-aa85-33a5034579db,126,,"[35.4, 13.7]",266892,3,,,,,-2.367305,,Right Foot,,,"[26.3, 4.8]",,Ground Pass,,12.728707,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Denis Suárez Fernández,6609.0,Left Center Midfield,8,Barcelona,217,['712702a9-8ef6-4b74-a524-371bc8d050f2'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.703,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.912845,,,,,,,,,,,,,c6f5de74-e9e3-462c-bfeb-50eba96743a4,129,,"[26.3, 4.8]",266892,3,,,,,2.454971,,Left Foot,,,"[14.1, 14.8]",,Ground Pass,,15.774663,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,8,Barcelona,217,['133cbff3-34be-4695-9a8e-251a87f35004'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.690,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.922868,,,,,,,,,,,,,d31a1ab4-7c4b-4993-b605-27ecdc6c5e29,132,,"[14.1, 14.8]",266892,3,,,,,2.0837314,,Left Foot,,,"[4.3, 32.2]",,Ground Pass,,19.969978,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,8,Barcelona,217,['6f3c09ea-7583-47b2-94cb-0bc84e9bb119'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.063,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.303838,,,,,,,,,,,,,b992cfca-9cd3-4253-82ec-678175212b20,135,,"[6.8, 38.1]",266892,3,,,,,1.3707312,,Left Foot,,,"[14.1, 74.1]",,Low Pass,,36.73268,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,['3b889c65-a716-453e-95f4-c9e467656aa3'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.166,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.44088,,,,,,,,,,,,,e65b8bba-5b9b-4e7f-9bf9-f54a3c4fee30,139,,"[16.4, 74.0]",266892,3,,,,,-0.039527424,,Right Foot,,,"[34.1, 73.3]",,Ground Pass,,17.713837,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,8,Barcelona,217,['4eba21ce-ddb0-4ce7-88c0-e140f3629dbd'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:03:17.406,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.08111,,,,,,,,,,,,,22fb2ff4-9e6a-418b-94d1-d2312e8ab960,147,,"[49.3, 78.0]",266892,3,,,,,-1.4953583,,Right Foot,,,"[50.6, 60.8]",,Ground Pass,,17.249058,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,8,Barcelona,217,"['4c568ec1-51df-49d3-a90b-7ead3126ac66', 'e8416e3a-1fc4-42d1-a7a4-d74bbfb74277']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:03:21.295,Pass,True,2016/2017
