ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b2d99be6-06b0-47f3-a456-3f50af73219a,1,,,303524,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 11167, 'name': 'Felipe Augusto de Almeida Monteiro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6790, 'name': 'Mario Hermoso Canseco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 6383, 'name': 'Thomas Teye Partey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 3477, 'name': 'Álvaro Borja Morata Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 12041, 'name': 'João Félix Sequeira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e2dcb1c-6012-4d4b-809e-48ba69b14e52,2,,,303524,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,643402f8-ff5f-491f-a260-230bccc195a5,3,,,303524,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['4dc4998f-4503-48a6-b5c2-07166e6e51cd'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4dc4998f-4503-48a6-b5c2-07166e6e51cd,4,,,303524,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['643402f8-ff5f-491f-a260-230bccc195a5'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0d7c1e6a-fa78-4b2e-99fb-91372daf0eb3,1991,,,303524,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Barcelona,217,['8880ac9a-efba-4252-891f-549adc1758d2'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8880ac9a-efba-4252-891f-549adc1758d2,1992,,,303524,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Barcelona,217,['0d7c1e6a-fa78-4b2e-99fb-91372daf0eb3'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.979512,,,,,,,,,,,,,ffa40503-c7e9-45de-a2c9-b7ccf00a0345,5,,"[60.0, 40.0]",303524,0,,,,,-3.1158252,,Right Foot,,,,"[40.6, 39.5]",,Ground Pass,,19.406443,,,,Thomas Teye Partey,6383.0,,,,,Kick Off,1,From Kick Off,Héctor Miguel Herrera López,5575.0,Right Center Midfield,2,Atlético Madrid,212,['951c3f3e-9020-42a4-b188-cbb029e7f748'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.080,Pass,,2019/2020
,,,,,,,,,,,,,,,,,3.23302,,,,,,,,,,,,,485d5214-4198-47c9-8c5a-709dfabdaca9,8,,"[44.7, 39.5]",303524,0,,,,,-0.61710775,,Right Foot,,,,"[96.0, 3.1]",,High Pass,,62.90191,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,Thomas Teye Partey,6383.0,Left Center Midfield,2,Atlético Madrid,212,"['00406710-acc9-4d67-add3-bf5ced628df2', 'e536c49b-0234-4e55-b53a-8c17c3bee5c9']",2,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.785,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.518032,,,,,,,,,,,,,00406710-acc9-4d67-add3-bf5ced628df2,11,,"[24.1, 77.0]",303524,0,,,,True,-0.7076332,,,,,,"[32.4, 69.9]",,High Pass,,10.922454,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,Recovery,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Atlético Madrid,212,"['4503f1c1-2f25-48c3-b9f6-517b31371fbf', '485d5214-4198-47c9-8c5a-709dfabdaca9', 'c475838e-2f35-4a44-a20c-1c97a772ea36']",6,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.018,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.336331,,,,,,,,,,,,,a93313f3-1759-45f0-8aec-fd150363ce93,13,,"[31.6, 69.4]",303524,0,,,,,-0.39852244,,Head,,,,"[39.2, 66.2]",,Low Pass,,8.246211,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Center Midfield,2,Atlético Madrid,212,"['6a333d19-7e30-4002-90fd-cdd5f7ae4f95', '95f884be-a05a-4f0a-973a-d1c0ef33cbc0']",7,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.616,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.267295,,,,,,,,,,,,,f487f480-af64-49a9-9b24-8e8759630411,18,,"[80.2, 11.3]",303524,0,,,,,-1.2614675,,Right Foot,,,,"[83.3, 1.6]",,High Pass,,10.18332,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,Héctor Miguel Herrera López,5575.0,Right Center Midfield,2,Atlético Madrid,212,"['3118b08b-834b-48fe-bf9b-2d0c7554b413', '59862247-b681-4003-b4c1-7f27a0d16e2f']",9,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.930,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.549998,,,,,,,,,,,,,1afa77c7-9f8c-4768-88f1-563567164b3a,21,,"[83.3, 1.6]",303524,0,,,,,2.100386,,Right Foot,,,,"[80.9, 5.7]",,Low Pass,,4.7507896,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Kick Off,Saúl Ñíguez Esclapez,6381.0,Left Back,2,Atlético Madrid,212,['23bdf84d-7962-4aae-ab13-8fbf9a420801'],11,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:11.358,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.631694,,,,,,,,,,,,,c123ee75-34b1-4801-a095-96e065fd46c9,24,,"[80.9, 5.7]",303524,0,,,,,-0.008230267,,Left Foot,,,,"[105.2, 5.5]",,Low Pass,,24.300823,,Incomplete,,Ángel Martín Correa,6377.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Left Midfield,2,Atlético Madrid,212,"['0be589b2-4f06-4e7c-ad23-09fad6fec14a', '5ac81c24-7daa-4c94-83f5-1422b2015dd6']",12,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:12.036,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.780972,,,,,,,,,,,,,b8d5f7ae-7a5d-40ea-837e-da8c34bbc4e5,27,,"[101.9, 0.1]",303524,0,,,,,0.7618335,,,,,,"[117.1, 14.6]",,Low Pass,,21.006903,,,,Ángel Martín Correa,6377.0,,,,,Throw-in,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Back,3,Atlético Madrid,212,['e2bfdb7f-d1ab-4f34-9a6a-461f66f5988c'],25,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:25.050,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.274897,,,,,,,,,,,,,2a2362d5-7df4-4e87-a868-c11dc0937c96,30,,"[116.8, 14.4]",303524,0,,,,,-1.6888883,,Left Foot,,,,"[116.1, 8.5]",,Ground Pass,,5.9413805,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Throw In,Ángel Martín Correa,6377.0,Right Midfield,3,Atlético Madrid,212,['5d7733c6-16c7-46e5-b8e6-fbde2eee3b5b'],28,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:28.189,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.296059,,,,,,,,,,,,,8c23dea6-2cfc-44fe-88de-b2adcc7013ee,32,,"[116.1, 8.5]",303524,0,,,,,1.240499,,Left Foot,,,,"[117.3, 12.0]",,Low Pass,,3.7,,,,Ángel Martín Correa,6377.0,,,,,,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Back,3,Atlético Madrid,212,['06d0ad6b-d1e8-41f2-a01b-7920feac47bd'],28,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:28.464,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.341016,,,,,,,,,,,,,d18665cc-c155-4585-ba98-c2f8abe138e2,38,,"[3.3, 67.4]",303524,0,,,,,-1.487655,,Left Foot,,,,"[3.5, 65.0]",,Low Pass,,2.408319,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Atlético Madrid,212,"['21c40549-5462-4095-a43d-d2eea11e6975', 'e8136d94-2ed4-486c-ba1e-a86a98969cd4']",30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.272,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.803063,,,,,,,,,,,,,6d402c5c-df0e-4f40-aa18-3bfffe9d1d3e,41,,"[3.5, 65.0]",303524,0,,,,,0.11909188,,Right Foot,,,,"[26.9, 67.8]",,High Pass,,23.566925,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Atlético Madrid,212,"['79768ff7-f3f3-4e19-bd57-e62aa2469e48', 'e8136d94-2ed4-486c-ba1e-a86a98969cd4', 'efb0b7ad-2640-4725-8c18-bacc444b4781']",30,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.653,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.641868,,,,,,,,,,,,,d6c8e5ea-53d5-4292-93b1-9d7312a82ccf,46,,"[92.9, 15.8]",303524,0,,,,,-1.2977877,,Right Foot,,,,"[95.0, 8.3]",,Low Pass,,7.788453,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Thomas Teye Partey,6383.0,Left Center Midfield,3,Atlético Madrid,212,"['9519f296-06f6-475f-b968-5910dac85268', 'be10e598-c36e-4d13-8925-7d0948fc0c3f']",33,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:33.304,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.385429,,,,,,,,,,,,,af857922-9e3c-41fa-81f6-9f2fe0357dca,49,,"[94.8, 7.5]",303524,0,,,,,-0.7853982,,Right Foot,,,,"[100.2, 2.1]",,Ground Pass,,7.636753,,,,João Félix Sequeira,12041.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,3,Atlético Madrid,212,['d07b438a-7f57-497e-8304-90985e9a3cec'],35,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:35.961,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.636643,,,,,,,,,,,,,5a0a450c-d3b3-4dc6-91ad-ae3614e52379,52,,"[100.2, 2.1]",303524,0,,,,,2.3918936,,Right Foot,,,,"[94.4, 7.5]",,Ground Pass,,7.924645,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,João Félix Sequeira,12041.0,Left Center Forward,3,Atlético Madrid,212,['5ebe38f1-13c0-485f-8298-0205ed8374c2'],37,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:37.569,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.58773,,,,,,,,,,,,,d7d57acc-90b8-451f-8d32-7515a3aef354,56,,"[92.7, 6.1]",303524,0,,,,,1.0571903,,Right Foot,True,,,"[108.1, 33.4]",,High Pass,,31.344059,,Incomplete,,Álvaro Borja Morata Martín,3477.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Midfield,3,Atlético Madrid,212,"['017fd396-d09b-40e5-8a37-80bce27b1ac0', '6bc2ef02-80de-4b36-8199-3dc65afa865d', '96324ea6-76ee-4599-a1fb-6a7db860ac7b']",38,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:38.883,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.425739,,,,,,,,,,,,,8c7b7a7e-e14e-45f8-a36a-e5b090a0d4bb,59,,"[107.1, 0.1]",303524,1,,,,,1.3213267,,,,,,"[111.1, 15.8]",,Low Pass,,16.201544,,,,Álvaro Borja Morata Martín,3477.0,,,,,Throw-in,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Back,4,Atlético Madrid,212,['54db4ed3-5d7a-4558-a1ac-a125f415aaf7'],0,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:00.225,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.03162,,,,,,,,,,,,,c88a79c9-a02a-4547-b9f7-3c88eaa67e0f,62,,"[111.4, 15.3]",303524,1,,,,,-2.088369,,Right Foot,,,,"[103.6, 1.6]",,Low Pass,,15.764834,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Throw In,Álvaro Borja Morata Martín,3477.0,Right Center Forward,4,Atlético Madrid,212,['b9eea94a-cff2-46fb-89bf-535a14008353'],1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:01.724,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.094785,,,,,,,,,,,,,22d51b6c-c859-4c3f-9146-78e68736f579,65,,"[97.0, 3.0]",303524,1,,,,,2.5376096,,Left Foot,,,,"[87.0, 9.9]",,Ground Pass,,12.149486,,,,Thomas Teye Partey,6383.0,,,,,,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Left Back,4,Atlético Madrid,212,['3c6265df-aff1-456b-935c-37cf4a0c7e11'],4,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:04.888,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.836359,,,,,,,,,,,,,6ff33343-8574-4f23-837d-4f844d3038c2,69,,"[88.4, 7.1]",303524,1,,,,,1.0738277,cb71194e-cdc1-47a6-ab16-a7d7d5357b11,Right Foot,,,,"[94.8, 18.9]",,Ground Pass,,13.42386,,,,Álvaro Borja Morata Martín,3477.0,True,,,,,1,From Throw In,Thomas Teye Partey,6383.0,Left Center Midfield,4,Atlético Madrid,212,"['39057286-fa6f-4ec0-9cf0-48695a0eece1', 'b48016cc-4038-4bfb-982a-259150b95dd1']",6,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.985,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.510836,,,,,,,,,,,,,c162dd3d-716f-42b9-a00f-c7f144b72df2,74,,"[7.0, 36.1]",303524,1,,True,,,-1.2471483,,Left Foot,,,,"[12.3, 20.3]",,Ground Pass,,16.665234,,,,Clément Lenglet,6826.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['14635e3d-ff2e-448a-b700-bf68787ac9ad'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.578,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.06326,,,,,,,,,,,,,e986be24-487f-4035-a905-13a61c86827c,76,,"[12.2, 25.7]",303524,1,,,,,2.205277,,Left Foot,,,,"[3.0, 38.2]",,Ground Pass,,15.520632,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['5180d6ee-117a-41b3-9f62-f68bb12266b0'],19,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.098,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.248082,,,,,,,,,,,,,31487982-376c-47a7-b846-9b1dc9d6dcfd,79,,"[3.3, 37.0]",303524,1,,,,,0.03844259,,Left Foot,,,,"[16.3, 37.5]",,Ground Pass,,13.009612,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['d202df4d-74f8-4890-b5ac-09c59acf59ae'],20,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.571,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.271766,,,,,,,,,,,,,290335de-f59b-4dfc-a600-269a860dab1f,82,,"[21.0, 33.3]",303524,1,,,,,-1.3364295,,Right Foot,,,,"[27.9, 4.4]",,Ground Pass,,29.712288,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,5,Barcelona,217,['ce389792-aea7-4478-ad8d-80d70d6ee73a'],23,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.400,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.551103,,,,,,,,,,,,,482722c8-8751-4c1d-a957-c244cd3cb798,85,,"[27.7, 4.4]",303524,1,,,,,2.252194,,Left Foot,,,,"[14.4, 20.8]",,Ground Pass,,21.11516,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Héctor Junior Firpo Adames,17304.0,Left Back,5,Barcelona,217,['48164e39-e355-443b-93a3-500a320879f3'],25,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.966,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.152034,,,,,,,,,,,,,0421c629-1519-415a-8c99-841343266820,88,,"[16.3, 22.1]",303524,1,,,,,1.9020189,,Left Foot,,,,"[8.7, 44.2]",,Ground Pass,,23.370281,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['5263ce56-a192-4f04-867e-20a83b3f30e4'],28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.224,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.790513,,,,,,,,,,,,,262b5334-ba98-47bb-9af7-24fbdcfb52b5,91,,"[11.6, 46.5]",303524,1,,,,,1.308103,,Left Foot,,,,"[14.8, 58.4]",,Ground Pass,,12.322743,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['d533fdae-ab34-40b4-8762-ae7152c916d7'],32,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.020,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.817386,,,,,,,,,,,,,1404a508-60ce-491e-a9cd-f3e69e3e3829,94,,"[32.5, 52.3]",303524,1,,,,,-1.5322189,,Right Foot,,,,"[33.6, 23.8]",,Ground Pass,,28.52122,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['b8accf87-bdcb-476d-989a-74d9565b22b6'],39,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.448,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.837623,,,,,,,,,,,,,17961132-45f9-4eef-9344-c79c3c0e3205,97,,"[43.4, 13.5]",303524,1,,,,,1.3097677,,Left Foot,,,,"[47.3, 28.1]",,Low Pass,,15.111916,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['73758e2c-1140-4545-9af3-63e3b8a674b9'],42,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.901,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.961854,,,,,,,,,,,,,56b27561-4f73-4084-8df1-67502d4443f7,100,,"[47.3, 28.1]",303524,1,,,,,-2.1098404,,Right Foot,,,,"[40.9, 17.4]",,Low Pass,,12.467959,,,,Clément Lenglet,6826.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Center Defensive Midfield,5,Barcelona,217,['f5e21b68-b6c1-46fe-a1bb-97e8147cc841'],43,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.915,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.761353,,,,,,,,,,,,,51575946-1de8-40c9-8619-16085b597d84,103,,"[36.6, 15.6]",303524,1,,,,,1.5814342,,Right Foot,,,,"[36.2, 53.2]",,Ground Pass,,37.602127,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['272dacbd-7a2a-46e0-b575-74fc3d0764b3'],46,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.004,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.262266,,,,,,,,,,,,,1db19a26-a4ad-4fa2-88e9-26d73be8430c,106,,"[54.8, 64.0]",303524,1,,,,,-0.709094,,Right Foot,,,,"[72.4, 48.9]",,Ground Pass,,23.189869,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['bb8e3ea6-1f13-4e13-a401-998ff56a3161'],52,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.373,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.806268,,,,,,,,,,,,,1fe44820-4525-451d-853a-debd28b012d3,110,,"[70.9, 51.5]",303524,1,,,,,1.439969,,Left Foot,,,,"[71.9, 59.1]",,Ground Pass,,7.6655073,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,5,Barcelona,217,"['3c5dae1a-aaa4-4758-9af5-4457c1ff1c8f', '43124962-e860-477a-b918-6331c23dd430']",54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.807,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.204259,,,,,,,,,,,,,2cd0b264-202c-42e4-95ea-d09214b5f30c,118,,"[30.0, 28.6]",303524,1,,,,,1.2204821,,Left Foot,,,,"[37.6, 49.4]",,Ground Pass,,22.144978,,,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Mario Hermoso Canseco,6790.0,Left Center Back,6,Atlético Madrid,212,['c36d49b2-3f18-4a52-836d-0567130f9e5b'],59,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:59.657,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.902221,,,,,,,,,,,,,feb1ae2e-35e3-49e7-ba17-e569db1ea085,121,,"[37.6, 49.7]",303524,2,,,,,-2.942862,,Right Foot,,,,"[23.2, 46.8]",,Ground Pass,,14.689112,,,,Felipe Augusto de Almeida Monteiro,11167.0,,,,,,1,Regular Play,Ángel Martín Correa,6377.0,Right Midfield,6,Atlético Madrid,212,['4157cc3a-98d7-4c99-b1f9-392f54abbfe0'],1,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:01.152,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.321345,,,,,,,,,,,,,0b273eb9-480c-4927-935d-d2d3acea824e,125,,"[25.0, 48.2]",303524,2,,,,,0.024504898,,Right Foot,,,,"[65.8, 49.2]",,High Pass,,40.812252,,,,Álvaro Borja Morata Martín,3477.0,,,,,,1,Regular Play,Felipe Augusto de Almeida Monteiro,11167.0,Right Center Back,6,Atlético Madrid,212,['6f092bdc-9d51-474b-beeb-98ab37b952e1'],3,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:03.101,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.590547,,,,,,,,,,,,,0d005eaa-4e12-43e7-90d6-077affa1d861,128,,"[53.2, 26.6]",303524,2,,,,,1.076855,,Left Foot,,,,"[54.6, 29.2]",,Low Pass,,2.9529645,,Incomplete,,,,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,6,Atlético Madrid,212,['e307918f-d133-4e16-b938-4261d4d6b001'],6,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.211,Pass,,2019/2020
