bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.441258,,,,,,,,,,,,,ae5283da-bb1c-4b34-8234-2bcc64f6ae5a,19,,"[35.7, 42.3]",69259,0,,,,,1.5049576,,Left Foot,,"[36.9, 60.5]",,Ground Pass,,18.239517,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,"['03dac8b1-3d77-4a5e-bb1a-eae01120620c', '3631413b-4104-4021-b010-484455a14534']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.650,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,2.650377,,,,,,,,,,,,,6f5577d0-63a9-487d-91eb-61d49bbaedca,23,,"[37.6, 59.5]",69259,0,,,,,-1.5617672,,Right Foot,,"[38.0, 15.2]",,Ground Pass,,44.301807,,,Maxwell Scherrer Cabelino Andrade,26613.0,,True,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,3,Barcelona,217,['8e1d6463-e92b-4725-ac10-e90576da4e7b'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.171,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.898222,,,,,,,,,,,,,41df2cd1-f665-48a7-81b6-b5bcf411b25c,26,,"[68.5, 6.1]",69259,0,,,,,0.6503037,,Left Foot,,"[80.2, 15.0]",,Low Pass,,14.70034,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,"['38217b3b-f20d-4390-bc74-c99f4273a721', 'ad49c8f6-4131-4257-b843-1e3596f3af53']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.511,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.901727,,,,,,,,,,,,,bc88cc49-666b-4874-a3d8-4a476af9692c,31,,"[41.0, 56.5]",69259,0,,,,,0.23109066,,Right Foot,,"[54.6, 59.7]",,Ground Pass,,13.971399,Incomplete,,Rafael van der Vaart,19724.0,,,,,,1,Regular Play,Raúl Albiol i Tortajada,7030.0,Right Center Back,3,Barcelona,217,"['20cbb169-d2f9-4672-8173-c706d0b98466', '83c26d68-4f0c-4165-9454-d34e6a93317c']",24,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.877,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.141179,,,,,,,,,,,,,e0c14e6b-3e57-4dd2-92e0-425f971585dd,35,,"[66.2, 15.8]",69259,0,,,,,-0.7112983,,Left Foot,,"[78.5, 5.2]",,Ground Pass,,16.237303,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['41ff95b0-fe5d-47f2-8706-0b2da4826d94'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.648,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.624305,,,,,,,,,,,,,c55cbb86-5979-4d2c-aaf0-ccc235191bca,39,,"[79.8, 5.2]",69259,0,,,,,0.3436906,,Right Foot,,"[89.3, 8.6]",,Ground Pass,,10.090095,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,"['5dbd7d13-0016-4e1a-bb0d-50f2d4f9ae0b', '76a7cc16-6d5e-46e6-975e-557376ac2d98']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.829,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,1.322851,,,,,,,,,,,,,9cbe2e26-3395-478a-9599-0e6a36420d01,44,,"[21.5, 80.0]",69259,0,,,,,-0.64241177,,,,"[36.2, 69.0]",,High Pass,,18.36001,,,Gonzalo Gerardo Higuaín,5497.0,,,,,Throw-in,1,From Throw In,Sergio Ramos García,5201.0,Right Back,4,Real Madrid,220,['e86fe896-2b8f-4f84-bd99-2961128c0d28'],42,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:42.821,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.699637,,,,,,,,,,,,,95c5aa60-0238-43aa-9066-3bec7f50be84,47,,"[36.2, 69.0]",69259,0,,,,,3.1415927,,Left Foot,,"[29.2, 69.0]",,Ground Pass,,7.0,,,Xabier Alonso Olano,20133.0,,,,,,1,From Throw In,Gonzalo Gerardo Higuaín,5497.0,Right Center Forward,4,Real Madrid,220,['26064887-aea2-46aa-b782-6c56b4578e4d'],44,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:44.264,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,2.012548,,,,,,,,,,,,,a00df41d-f9d2-4d47-bfa4-b45418fb82fe,50,,"[29.2, 69.0]",69259,0,,,,,-0.97635996,,Left Foot,,"[46.1, 44.0]",,High Pass,,30.176315,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Xabier Alonso Olano,20133.0,Right Center Midfield,4,Real Madrid,220,['59b2f842-6506-493f-8f96-72bab3a5ced9'],44,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:44.975,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.383128,,,,,,,,,,,,,371089e3-fc20-4497-8f98-f8f69ab334ea,53,,"[46.1, 44.0]",69259,0,,,,,-0.08506554,,Right Foot,,"[59.0, 42.9]",,High Pass,,12.946815,,,Rafael van der Vaart,19724.0,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,4,Real Madrid,220,['2fa0ced9-9d0e-40a6-abbd-1905a25ba8e1'],47,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:47.107,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,3.462367,,,,,,,,,,,,,c58805bb-a7db-4acc-9825-3010a304791a,57,,"[62.9, 40.0]",69259,0,,,,,-1.4139191,,Left Foot,,"[68.8, 2.7]",,Ground Pass,,37.76374,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Throw In,Rafael van der Vaart,19724.0,Center Attacking Midfield,4,Real Madrid,220,['96ff35f8-4365-4c91-b00f-98efde71fbaf'],49,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.529,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.796451,,,,,,,,,,,,,cbaf655c-9358-4c85-beba-ec70a1eb040e,65,,"[108.2, 7.6]",69259,0,,,,,1.8428286,,Left Foot,,"[102.9, 26.6]",,Ground Pass,,19.725365,Incomplete,,,,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Center Midfield,4,Real Madrid,220,['8e07bfa6-e8a7-48f4-9a2a-bf226390c7f0'],58,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.865,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.780184,,,,,,,,,,,,,0bb42ea3-2d58-4d45-ac32-a154ae1e9c9c,67,,"[120.0, 1.0]",69259,1,,,,,1.772369,,Left Foot,,"[110.6, 47.0]",,High Pass,,46.95061,,True,Sergio Ramos García,5201.0,,True,Outswinging,,Corner,1,From Corner,Rafael van der Vaart,19724.0,Center Attacking Midfield,5,Real Madrid,220,['e59571e4-e82f-4542-be91-e4604f477007'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:21.199,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.2514,,,,,,,,,,,,,9fecfb05-6501-4c15-86eb-848c1e2c7126,70,,"[110.6, 47.0]",69259,1,,,,True,-2.019236,,,,"[105.5, 36.4]",,High Pass,,11.763078,Incomplete,,,,,,,,,1,From Corner,Sergio Ramos García,5201.0,Right Back,5,Real Madrid,220,"['96c993dd-c110-4d98-b8d0-1513e202c1f0', 'e965918c-d976-4a45-9700-8faf7a51d97a']",22,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.980,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,0.732048,,,,,,,,,,,,,96c993dd-c110-4d98-b8d0-1513e202c1f0,71,,"[15.5, 44.6]",69259,1,,,,,-0.44075084,,Head,,"[20.8, 42.1]",,High Pass,,5.860034,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Recovery,1,From Corner,Daniel Alves da Silva,4324.0,Right Wing,5,Real Madrid,220,"['8f9c6783-6a27-4f71-a671-fdb6a2972661', '9fecfb05-6501-4c15-86eb-848c1e2c7126']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.231,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,2.131102,,,,,,,,,,,,,c05f94ab-a73d-41a7-88c4-4b7e7f419900,75,,"[33.3, 45.0]",69259,1,,,,,0.5325545,,Left Foot,,"[59.6, 60.5]",,Ground Pass,,30.527693,Incomplete,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,5,Real Madrid,220,['efc568cb-4967-4255-b5d6-deeb793985dc'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.556,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,4.774411,,,,,,,,,,,,,ed97054a-856c-423a-8845-5eae455e4463,77,,"[87.9, 37.0]",69259,1,,True,,,-3.0355175,,Left Foot,,"[18.4, 29.6]",,Ground Pass,,69.892845,,,Iker Casillas Fernández,11179.0,,,,,,1,From Corner,Álvaro Arbeloa Coca,20215.0,Left Back,5,Real Madrid,220,['cc125242-ce9c-4778-8b55-256b2307cb88'],30,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:30.822,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.406147,,,,,,,,,,,,,bf65bb7c-6394-4052-922f-53415344e392,79,,"[18.4, 29.6]",69259,1,,,,,-0.04006294,,Left Foot,,"[65.8, 27.7]",,High Pass,,47.438065,Incomplete,,,,,,,,,1,From Corner,Iker Casillas Fernández,11179.0,Goalkeeper,5,Real Madrid,220,['6cbafbad-92c7-47f2-896c-a5da4175c6d1'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:38.047,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.84256,,,,,,,,,,,,,62551d82-c8a5-492c-b6c2-a81e4786d5e5,85,,"[54.3, 80.0]",69259,2,,,,,-0.16407457,,,,"[69.4, 77.5]",,High Pass,,15.305554,,,Daniel Alves da Silva,4324.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Back,7,Barcelona,217,['aca22ec7-5018-4b8e-a5a7-1a70a45529a7'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.256,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,6.644639,,,,,,,,,,,,,7e591dd7-e866-4d0a-a450-4a2c606581fa,88,,"[70.2, 78.8]",69259,2,,,,,-0.03966173,,Right Foot,,"[120.6, 76.8]",,Ground Pass,,50.439667,Out,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Wing,7,Barcelona,217,,7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.027,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,3.280335,,,,,,,,,,,,,49b50f8e-9358-4b52-a21e-5ae5db108fc0,89,,"[6.0, 36.0]",69259,2,,,,,-0.5025709,,Left Foot,,"[62.4, 5.0]",,High Pass,,64.35806,Incomplete,,Álvaro Arbeloa Coca,20215.0,,,,,Goal Kick,1,From Goal Kick,Iker Casillas Fernández,11179.0,Goalkeeper,8,Real Madrid,220,"['14863e93-61de-4d9d-a038-2e603fc376b1', '1a7570ff-f471-4679-8f22-bd62cd6928b6']",32,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:32.040,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.501047,,,,,,,,,,,,,14863e93-61de-4d9d-a038-2e603fc376b1,92,,"[58.6, 76.0]",69259,2,,,,True,0.43535328,,,,"[67.2, 80.0]",,High Pass,,9.484725,Out,,,,,,,,Recovery,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Wing,8,Real Madrid,220,"['49b50f8e-9358-4b52-a21e-5ae5db108fc0', '6f3b62c0-1436-467b-8da9-e2ca3bd7ca39']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.320,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,0.700144,,,,,,,,,,,,,92dc0cc3-e7b6-4d35-a8d3-fe3623dec9c9,93,,"[59.7, 1.0]",69259,2,,,,,0.84089667,,,,"[64.8, 6.7]",,Low Pass,,7.648529,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Throw-in,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,9,Real Madrid,220,['b420c63c-43b4-4202-9794-68c1c35019f3'],45,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:45.272,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,2.4715,,,,,,,,,,,,,f8f8dbef-865c-4bb3-b63a-3329cae707a9,103,,"[66.2, 80.0]",69259,2,,,,,-0.053249106,,,,"[105.6, 77.9]",,High Pass,,39.455925,,,Daniel Alves da Silva,4324.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Back,11,Barcelona,217,['070cfc44-c71d-4447-bfa5-998bcd4b1b12'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.869,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,3.077246,,,,,,,,,,,,,2f7e2df1-41a6-4541-8ca6-977ea393be89,108,,"[23.4, 13.5]",69259,3,,,,,-0.1464026,,Left Foot,,"[82.4, 4.8]",,High Pass,,59.637993,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Free Kick,1,From Free Kick,Iker Casillas Fernández,11179.0,Goalkeeper,12,Real Madrid,220,"['05375248-6859-469c-aac5-2eb631a234ae', 'd23a2b54-0281-4057-8daf-9158ab605406']",23,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:23.428,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.950221,,,,,,,,,,,,,05375248-6859-469c-aac5-2eb631a234ae,111,,"[38.6, 76.2]",69259,3,,,,True,0.66510266,,,,"[43.7, 80.2]",,High Pass,,6.481512,Out,,,,,,,,Recovery,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,12,Real Madrid,220,"['2f7e2df1-41a6-4541-8ca6-977ea393be89', 'c8d83ff7-9d5b-4595-a57e-6279171050f6']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.505,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,1.343492,,,,,,,,,,,,,f7f8a089-5dd3-4c68-ac3d-540924225127,112,,"[71.1, 1.0]",69259,3,,,,,2.4648557,,,,"[65.0, 5.9]",,Low Pass,,7.8243213,,,Fernando Rubén Gago,26036.0,,,,,Throw-in,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,13,Real Madrid,220,['68eedcee-f7ee-4d49-8608-18415569c446'],32,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:32.015,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.862257,,,,,,,,,,,,,080ffaf4-3241-4c68-9177-3792558f158d,115,,"[65.0, 5.9]",69259,3,,,,,-0.54728436,,Right Foot,,"[71.4, 2.0]",,Ground Pass,,7.4946647,,,Álvaro Arbeloa Coca,20215.0,,,,,,1,From Throw In,Fernando Rubén Gago,26036.0,Center Defensive Midfield,13,Real Madrid,220,['bf3a4075-82bc-4297-80aa-1ce267717a38'],33,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:33.821,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.573153,,,,,,,,,,,,,10e2cfa9-ecd1-4fe9-bb3f-a77be79e935f,119,,"[68.8, 4.2]",69259,3,,,,,-3.0743368,,Right Foot,,"[49.5, 2.9]",,Ground Pass,,19.343733,,,Ezequiel Marcelo Garay,6891.0,,,,,,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,13,Real Madrid,220,"['236ee62e-8beb-4391-a1db-0cbebfad91e3', 'c0c41a93-3a52-460d-9612-b3284fa7a01e']",35,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:35.461,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,3.049332,,,,,,,,,,,,,4698b65f-ad09-41a2-8e20-a498f446263a,122,,"[49.5, 2.9]",69259,3,,,,,0.36810204,,Left Foot,,"[92.8, 19.6]",,High Pass,,46.408836,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Ezequiel Marcelo Garay,6891.0,Left Center Back,13,Real Madrid,220,"['48d40fd4-d868-45f1-b2f0-362deba4b912', 'ad1c93fe-44be-4901-a1bc-5d5a441185f4']",37,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:37.114,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.200668,,,,,,,,,,,,,48d40fd4-d868-45f1-b2f0-362deba4b912,124,,"[28.2, 61.4]",69259,3,,,,,-0.082381934,,Head,,"[39.1, 60.5]",,High Pass,,10.937093,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,14,Barcelona,217,"['4698b65f-ad09-41a2-8e20-a498f446263a', 'e01ec150-5998-492d-a3a3-65425876ff62']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:03:40.163,Pass,,2009/2010
