ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.936,,,,,,,,,,,,d59a96f5-0129-45e8-b969-a2c654ee5fdb,2617,,"[48.0, 22.0]",9928,55,,,,-0.4636476,,Right Foot,,,"[58.0, 17.0]",,Ground Pass,,11.18034,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,114,Barcelona,217,['98f3579d-d403-4263-89e4-2712c1a8a4d1'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:21.690,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.066,,,,,,,,,,,,cecb2c8e-eb9e-485b-8474-698b0175b397,2620,,"[58.0, 17.0]",9928,55,,,,-0.8519663,,Right Foot,,,"[65.0, 9.0]",,Ground Pass,,10.630146,,,,Lucas Digne,6849.0,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,114,Barcelona,217,['41e6d601-ebc0-464a-a645-e28248b29fdb'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.160,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.231,,,,,,,,,,,,faedddcc-af78-4166-90ef-7f87138b2757,2624,,"[65.0, 9.0]",9928,55,,,,0.27829966,,Left Foot,,,"[79.0, 13.0]",,Ground Pass,,14.56022,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Free Kick,Lucas Digne,6849.0,Left Back,114,Barcelona,217,"['643276bb-fd7b-47a5-955d-8b5797720056', 'c482de8a-1694-4587-ae4a-38b5c38bc821']",25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:25.859,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.461,,,,,,,,,,,,a937344d-bdea-4073-a62c-fa5e5b7534cc,2636,,"[87.0, 17.0]",9928,55,,,,1.6233793,,Left Foot,,,"[86.0, 36.0]",,Ground Pass,,19.026299,,,,Ousmane Dembélé,5477.0,,,,,,2,From Free Kick,Lucas Digne,6849.0,Left Back,114,Barcelona,217,['282d99b9-4135-4eb3-bf60-9f4c38b0ad9d'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:31.672,Pass,,2017/2018
,,,,,,,,,,,,,,,,4.287,,,,,,,,,,,,01bcf76f-2e52-4089-89d4-ba2988d3374f,2639,,"[96.0, 43.0]",9928,55,,,,1.120135,,Left Foot,,,"[111.0, 74.0]",,Ground Pass,,34.43835,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,114,Barcelona,217,['47598184-5367-45da-a49c-2c78fc4c6d59'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:34.525,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.116,,,,,,,,,,,,32ffc08f-dd7c-4c27-843e-f5fbc1de1a5f,2642,,"[108.0, 76.0]",9928,55,,,,-1.5707964,,Left Foot,,,"[108.0, 57.0]",,Ground Pass,,19.0,,Incomplete,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,114,Barcelona,217,"['b1f5ba29-0b2e-4ee7-9f54-67c86a814469', 'de08be40-750e-4cce-bdb3-636f80af2d6f']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:40.953,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.794,,,,,,,,,,,,c405d0b0-c152-4856-8ea1-99137550af0b,2647,,"[15.0, 26.0]",9928,55,,,,0.4266275,,Right Foot,,,"[26.0, 31.0]",,Ground Pass,,12.083046,,,,Rodrigo Hernández Cascante,6765.0,,,,,,2,Regular Play,Manuel Trigueros Muñoz,6771.0,Left Center Midfield,115,Villarreal,222,['bc6290b5-9035-430e-84ab-a01ca622bf19'],43,,,,,,,,,,,,,,,,,,,Villarreal,222,00:10:43.876,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.127,,,,,,,,,,,,50599dfb-02cb-451e-b04e-416c0616982d,2650,,"[35.0, 35.0]",9928,55,,,,1.3554386,,Right Foot,,,"[42.0, 67.0]",,Ground Pass,,32.75668,,,,Samuel Castillejo Azuaga,6829.0,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Center Midfield,115,Villarreal,222,['fab1b165-d542-4a1a-b67d-f765a5974543'],47,,,,,,,,,,,,,,,,,,,Villarreal,222,00:10:47.077,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,74be8dfd-6c33-4360-a982-7f3d99f4e6d8,2654,,"[65.0, 66.0]",9928,55,,,,0.6435011,,Left Foot,,,"[73.0, 72.0]",,Ground Pass,,10.0,,,,Pablo Fornals Malla,6764.0,,,,,,2,Regular Play,Samuel Castillejo Azuaga,6829.0,Right Midfield,115,Villarreal,222,['1f236d80-816b-4575-bf58-a7b0eec24595'],58,,,,,,,,,,,,,,,,,,,Villarreal,222,00:10:58.153,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.269776,,,,,,,,,,,,61ffb860-e143-460a-9e23-24532cbf87da,2659,,"[69.0, 51.0]",9928,56,,,,-0.86217004,,Right Foot,,,"[75.0, 44.0]",,Ground Pass,,9.219544,,,,Nicola Sansone,6859.0,,,,,Free Kick,2,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,116,Villarreal,222,['554c6caf-592d-4859-bf9b-5a6a2e4c18f1'],7,,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:07.667,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.796,,,,,,,,,,,,755ad6ce-fc9e-40d4-aa5a-687a1bf51697,2662,,"[77.0, 41.0]",9928,56,,,,2.8430936,,Right Foot,,,"[64.0, 45.0]",,Ground Pass,,13.601471,,,,Manuel Trigueros Muñoz,6771.0,,,,,,2,From Free Kick,Nicola Sansone,6859.0,Left Center Forward,116,Villarreal,222,['5ce06e54-7571-4b8d-ba7e-38ddc5eb759c'],9,,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:09.236,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.814,,,,,,,,,,,,b3b8fd86-552c-47ee-b5aa-23547eb5f282,2665,,"[69.0, 45.0]",9928,56,,,,0.09347678,,Right Foot,,,"[101.0, 48.0]",,High Pass,,32.140316,,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,2,From Free Kick,Manuel Trigueros Muñoz,6771.0,Left Center Midfield,116,Villarreal,222,['82362fd1-6b47-4f8d-8eee-8f26ddc11bc9'],12,,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:12.856,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,075fea0a-5a2f-4e23-990c-476f4ac8dfe2,2671,,"[22.0, 33.0]",9928,56,,,,-0.5585993,,Left Foot,,,"[46.0, 18.0]",,Ground Pass,,28.301943,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,117,Barcelona,217,['1f49f20b-ffac-41c4-b89d-8241a7979ca5'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:17.403,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.488,,,,,,,,,,,,35a10fd1-82b6-44bf-a785-3f1ff45d5585,2673,,"[47.0, 19.0]",9928,56,,,,2.4980915,,Right Foot,,,"[39.0, 25.0]",,Ground Pass,,10.0,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,117,Barcelona,217,['2297bd39-cb76-48db-a850-5ffc551eaef5'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:18.933,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.196,,,,,,,,,,,,956a2424-925f-4545-b6ec-17ceda39ebcb,2679,,"[77.0, 71.0]",9928,56,,,,0.0,,Right Foot,,,"[82.0, 71.0]",,Ground Pass,,5.0,,Incomplete,,,,,,,,,2,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,117,Barcelona,217,['aca02b6c-a77f-4302-b864-edacdf169dd4'],25,,,,,,,,,,,,,,,,,,,Villarreal,222,00:11:25.254,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.469,,,,,,,,,,,,6d3563f9-17cb-4acb-bd39-89224386ef52,2682,,"[31.0, 1.0]",9928,57,,,,2.55359,,,,,"[10.0, 15.0]",,Low Pass,,25.23886,,,,Thomas Vermaelen,6332.0,,,,,Throw-in,2,From Throw In,Lucas Digne,6849.0,Left Back,118,Barcelona,217,['9b3fdc3a-1f18-4ff8-ac42-2f9e22e890e4'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:03.567,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.074,,,,,,,,,,,,240bb712-b6cb-40bd-8e4e-416751250e44,2686,,"[13.0, 14.0]",9928,57,,,,-0.48995733,,Left Foot,,,"[28.0, 6.0]",,Ground Pass,,17.0,,,,Lucas Digne,6849.0,,,,,,2,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,118,Barcelona,217,"['4f584b5c-18ff-4668-870f-223a5a2ae1de', 'f4793261-d9b4-4707-9765-369d37bacf77']",6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:06.510,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.065,,,,,,,,,,,,a01582de-d0d4-40e0-8627-4eced084a495,2689,,"[28.0, 6.0]",9928,57,,,,0.32175055,,Right Foot,,,"[37.0, 9.0]",,Ground Pass,,9.486833,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Lucas Digne,6849.0,Left Back,118,Barcelona,217,['847160a6-e76c-45a4-a00f-0f28c57c9309'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:07.624,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.903,,,,,,,,,,,,92440d0b-6cde-45f8-88e1-294cd5505c66,2692,,"[37.0, 9.0]",9928,57,,,,1.9756881,,Right Foot,,,"[31.0, 23.0]",,Ground Pass,,15.231546,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,118,Barcelona,217,['83983337-e4ac-4a50-bcce-d35484323fda'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:08.770,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.771,,,,,,,,,,,,9d6a70b0-b0f8-41e4-94f5-1a855331fc95,2695,,"[31.0, 23.0]",9928,57,,,,-2.1995926,,Right Foot,,,"[23.0, 12.0]",,Ground Pass,,13.601471,,,,Lucas Digne,6849.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,118,Barcelona,217,['2f745f8f-009d-4da8-b0d0-e03557568ca0'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.712,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,46052ee2-74a4-4664-82c0-f54561201b41,2698,,"[23.0, 11.0]",9928,57,,,,2.3561945,,Left Foot,,,"[15.0, 19.0]",,Ground Pass,,11.313708,,,,Thomas Vermaelen,6332.0,,,,,,2,From Throw In,Lucas Digne,6849.0,Left Back,118,Barcelona,217,"['8fe6f7b2-8078-4abb-b40a-a1c91d9348dc', 'be25ec60-4775-44f3-aef1-9e27332f7cd9']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:10.483,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,5f18ccac-6876-4851-8d19-6bcb089453a8,2702,,"[14.0, 22.0]",9928,57,,,,2.1421337,,Left Foot,,,"[5.0, 36.0]",,Ground Pass,,16.643316,,,,Jasper Cillessen,8652.0,,,,,,2,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,118,Barcelona,217,"['0ef57ba7-562c-41d6-8676-9632e1335cfa', 'c96dabb7-fed7-4337-80c3-47f71ca22f75']",12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:12.478,Pass,True,2017/2018
,,,,,,,,,,,,,,,,3.107,,,,,,,,,,,,06b49456-588f-4511-ad0d-a7927b063d81,2706,,"[6.0, 34.0]",9928,57,,,,0.06965458,,Left Foot,,,"[49.0, 37.0]",,High Pass,,43.104523,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Jasper Cillessen,8652.0,Goalkeeper,118,Barcelona,217,"['5954c839-c5ba-4583-8608-006a4fae95f6', 'c19f9f4a-3e2c-416e-abea-f7bcab909a20']",14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:14.556,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.902,,,,,,,,,,,,5954c839-c5ba-4583-8608-006a4fae95f6,2708,,"[72.0, 44.0]",9928,57,,,,-1.0516502,,Head,,,"[80.0, 30.0]",,Low Pass,,16.124516,,Incomplete,,,,,,,,Recovery,2,From Throw In,Rodrigo Hernández Cascante,6765.0,Right Center Midfield,118,Barcelona,217,"['06b49456-588f-4511-ad0d-a7927b063d81', '16519829-a7a5-422d-aa39-3ff4e51ea661']",17,,,,,,,,,,,,,,,,,,,Villarreal,222,00:12:17.663,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.391,,,,,,,,,,,,5baed07d-a87b-494e-8821-02c8d8128757,2711,,"[36.0, 52.0]",9928,57,,,,1.160669,,Left Foot,,,"[46.0, 75.0]",,Ground Pass,,25.079872,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,118,Barcelona,217,['5485d95e-447b-409e-bd2f-8ce6e1379dcf'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:20.572,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.765,,,,,,,,,,,,0b9310c2-ad72-474c-a960-c47317d6726a,2714,,"[58.0, 65.0]",9928,57,,,,1.012197,,Right Foot,,,"[63.0, 73.0]",,Ground Pass,,9.433981,,,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,118,Barcelona,217,['fb6f30ba-21f0-46d6-aafd-4b552d969e48'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:26.458,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.238,,,,,,,,,,,,fbe26177-087c-4e31-84ca-38014787d22a,2717,,"[63.0, 73.0]",9928,57,,,,-1.8313987,,Right Foot,,,"[55.0, 43.0]",,Ground Pass,,31.04835,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,118,Barcelona,217,['d14c9576-e3a8-466b-82b0-d3f8cce5cffe'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:28.983,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.122,,,,,,,,,,,,aec22f13-15f2-4bb2-8bde-3cbd5485375c,2720,,"[55.0, 43.0]",9928,57,,,,-0.70449406,,Left Foot,,,"[75.0, 26.0]",,Ground Pass,,26.24881,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,118,Barcelona,217,['a32f291c-4a2e-40e2-95b6-71c47700d75c'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:31.380,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.339,,,,,,,,,,,,70a2af07-8185-4d3d-9098-b23b8cdaa8bf,2723,,"[79.0, 28.0]",9928,57,,,,-0.6435011,,Right Foot,,,"[95.0, 16.0]",,Ground Pass,,20.0,,,,Lucas Digne,6849.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,118,Barcelona,217,['68aea187-cdf2-4dbd-abc4-dd00ee192a16'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:35.147,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.951,,,,,,,,,,,,e120cdfb-c182-486d-a95c-7a0dca82bb72,2726,,"[95.0, 16.0]",9928,57,,,,0.066568166,,Left Foot,,,"[110.0, 17.0]",,Ground Pass,,15.033297,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Lucas Digne,6849.0,Left Back,118,Barcelona,217,['ac4be721-8a6a-4bd7-8892-66b87a70fc72'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:37.864,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.354,,,,,,,,,,,,86562132-c1fe-4155-921c-dba6407ae377,2729,,"[111.0, 16.0]",9928,57,,,,-2.4329665,,Right Foot,,,"[104.0, 10.0]",,Ground Pass,,9.219544,,,,Lucas Digne,6849.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,118,Barcelona,217,['39393f01-b092-49e9-98a5-f8911b84dd54'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:40.307,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.702,,,,,,,,,,,,7f3a6f75-747e-41d0-a7a0-42b3f3987f80,2732,,"[104.0, 10.0]",9928,57,,,,2.782822,,Left Foot,,,"[96.0, 13.0]",,Ground Pass,,8.5440035,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Lucas Digne,6849.0,Left Back,118,Barcelona,217,['f78460d4-010e-4445-b642-e9e191e27f57'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:42.705,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.982,,,,,,,,,,,,71261369-8492-41db-af05-7895fb673253,2735,,"[96.0, 13.0]",9928,57,,,,-0.5880026,,Right Foot,,,"[105.0, 7.0]",,Ground Pass,,10.816654,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,118,Barcelona,217,['66f7159f-8b5c-4960-a6f3-f74119fb4049'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:45.079,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,71b93867-9f58-471a-af64-290f6d0a44e0,2739,,"[104.0, 12.0]",9928,57,,,,2.158799,,Right Foot,,,"[94.0, 27.0]",,Ground Pass,,18.027756,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,118,Barcelona,217,"['407b1950-664e-4ed5-abc0-256e4071558e', '88d2054f-d963-43db-9dc7-30c528e1eeab']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:47.677,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.986,,,,,,,,,,,,82c92d88-3f24-458e-a3af-d7f41d13d8bb,2742,,"[93.0, 26.0]",9928,57,,,,1.6262949,,Left Foot,,,"[92.0, 44.0]",,Ground Pass,,18.027756,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,118,Barcelona,217,['4acbd9fd-33dc-4fda-8037-4efc0940714f'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:49.214,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.262,,,,,,,,,,,,2eb5e256-b750-4eb3-969d-42f0c900879b,2745,,"[103.0, 43.0]",9928,57,,,,0.9964915,,Left Foot,,,"[114.0, 60.0]",,Ground Pass,,20.248457,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,118,Barcelona,217,['52f748a6-01a8-49e9-8a02-3b07443815f9'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:52.083,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.294,,,,,,,,,,,,58cd6838-e327-4d1c-9f88-b2259d711656,2748,,"[114.0, 60.0]",9928,57,,,,-1.4288993,,Right Foot,True,,"[116.0, 46.0]",,Ground Pass,,14.142136,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,118,Barcelona,217,"['4f5eec0d-8ef4-4e1d-adb8-5055666bf9ff', '94567c41-a671-4e5a-9dd7-e68f770aaf8e']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:54.385,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,646498d8-80d2-4db0-9d21-bff1a4403e2b,2751,,"[120.0, 80.0]",9928,58,,,,-2.6011732,,Right Foot,,,"[115.0, 77.0]",,Ground Pass,,5.8309517,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,2,From Corner,Ousmane Dembélé,5477.0,Right Wing,119,Barcelona,217,['1fd99231-6da6-49ca-a3be-118882e325e0'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:17.114,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.813,,,,,,,,,,,,b547639f-241b-4a47-8bdb-d95a60167ca8,2754,,"[115.0, 77.0]",9928,58,,,,-2.782822,,Right Foot,,,"[107.0, 74.0]",,Ground Pass,,8.5440035,,,,Ousmane Dembélé,5477.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,119,Barcelona,217,['3268350b-6b4f-49af-b018-b72dd7c633d6'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:18.681,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,3295e55b-96a0-413a-b2b6-5d86c99669c5,2764,,"[107.0, 58.0]",9928,58,,,,-1.6010901,691cd936-492d-4d1c-adc5-590e5cca2d14,Left Foot,,,"[106.0, 25.0]",,Low Pass,,33.01515,,,,Philippe Coutinho Correia,3501.0,True,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,119,Barcelona,217,['8e0a6918-abf9-4250-997e-850793d0747b'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:26.598,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.076,,,,,,,,,,,,b37cca18-0050-46f4-ad07-42b41d479aed,2770,,"[120.0, 80.0]",9928,58,,,,-2.782822,,Right Foot,,,"[112.0, 77.0]",,Ground Pass,,8.5440035,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,2,From Corner,Ousmane Dembélé,5477.0,Right Wing,120,Barcelona,217,['063ac209-d408-4e9a-bee0-bcebafadd154'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:48.026,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.084,,,,,,,,,,,,287440c3-3323-413e-a88d-0b63cd2d3c9f,2773,,"[112.0, 77.0]",9928,58,,,,-2.3561945,,Right Foot,,,"[106.0, 71.0]",,Ground Pass,,8.485281,,,,Ousmane Dembélé,5477.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,120,Barcelona,217,['56a46703-e95d-4e39-be71-6628875425c1'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:50.025,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.691,,,,,,,,,,,,7e1d6f79-be79-472e-8661-64a448a1679a,2776,,"[106.0, 71.0]",9928,58,,,,-1.4141945,,Left Foot,,,"[109.0, 52.0]",,Ground Pass,,19.235384,,Incomplete,,,,,,,,,2,From Corner,Ousmane Dembélé,5477.0,Right Wing,120,Barcelona,217,['1b34c3c9-d883-484e-9045-8caef612421d'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:51.800,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.015,,,,,,,,,,,,72692874-3d36-4f94-a43f-94fc1b0ee028,2780,,"[15.0, 37.0]",9928,59,,,,1.418147,,Keeper Arm,,,"[17.0, 50.0]",,Low Pass,,13.152946,,,,Álvaro González Soberón,6762.0,,,,,,2,Regular Play,Sergio Asenjo Andrés,6755.0,Goalkeeper,121,Villarreal,222,['cc0f56aa-1165-49e6-bcb8-471769a5573a'],1,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:01.927,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.019,,,,,,,,,,,,d7f94fda-e97c-4a86-bda5-60230b322635,2783,,"[19.0, 54.0]",9928,59,,,,0.8685394,,Right Foot,,,"[30.0, 67.0]",,Ground Pass,,17.029387,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,2,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,121,Villarreal,222,['08babd83-9d85-40af-8c0d-7409ff2d5458'],4,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:04.690,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.326,,,,,,,,,,,,8f81a94e-8fd7-44e5-9b9f-9f689aaa7c9f,2786,,"[30.0, 67.0]",9928,59,,,,-2.4393358,,Right Foot,,,"[17.0, 56.0]",,Ground Pass,,17.029387,,,,Álvaro González Soberón,6762.0,,,,,,2,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,121,Villarreal,222,['313e639a-d7b6-401a-8dc1-c834c0656ded'],5,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:05.801,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.935,,,,,,,,,,,,03d93625-03a6-43b7-bc72-0a1639993139,2791,,"[37.0, 29.0]",9928,59,,,,-0.07677189,,Right Foot,,,"[50.0, 28.0]",,Ground Pass,,13.038404,,,,Nicola Sansone,6859.0,,,,,,2,Regular Play,Rodrigo Hernández Cascante,6765.0,Right Center Midfield,122,Villarreal,222,['9527c43a-17f1-4921-87d3-1f0f6a3f85ca'],13,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:13.878,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.421,,,,,,,,,,,,9ed59e4c-a8d5-4666-ac9b-52588b607c09,2796,,"[52.0, 30.0]",9928,59,,,,-0.1798535,,Left Foot,,,"[63.0, 28.0]",,Ground Pass,,11.18034,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,2,Regular Play,Nicola Sansone,6859.0,Left Center Forward,122,Villarreal,222,['5f752252-5a90-4e54-9ecb-84a8483d84f4'],14,,,,,,,,,,,,,,,,,,,Villarreal,222,00:14:14.853,Pass,,2017/2018
