50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.014445,,,,,,,,,,,,,5e73b26a-de95-402f-824a-e1875b8af22d,18,,"[14.0, 4.1]",3773625,0,,,,-0.0119042,,Left Foot,,,,"[30.8, 3.9]",,Ground Pass,,16.801191,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['1a8cfdf9-e9e6-497b-9cf6-208e756f8ac3', '5a9eaf4e-b1d0-4df3-941a-36a5cf475725']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.402,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.979169,,,,,,,,,,,,,a018a200-222c-44c7-ae7f-20b89b0f9f50,23,,"[104.1, 77.1]",3773625,0,,,,3.0850492,,Left Foot,,,,"[93.5, 77.7]",,High Pass,,10.616967,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Right Wing,3,Sevilla,213,['d0d2b78a-c86e-4eac-b5d1-87f2cb8f3891'],15,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:15.373,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.519649,,,,,,,,,,,,,15e78d18-392a-4c9c-87dc-1421f26c8517,26,,"[93.3, 77.7]",3773625,0,,,,0.084901795,,Right Foot,,,,"[98.0, 78.1]",,Ground Pass,,4.7169905,,,Alejandro Darío Gómez,7006.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Back,3,Sevilla,213,['be5c9b7b-2373-4e22-8436-18497135a911'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:16.868,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.200513,,,,,,,,,,,,,bd348204-c7ce-4add-9c09-bdee8b7994e8,29,,"[98.0, 78.1]",3773625,0,,,,-0.017092353,,Right Foot,,,,"[109.7, 77.9]",,Low Pass,,11.70171,Incomplete,,Luuk de Jong,20033.0,,,,,,1,Regular Play,Alejandro Darío Gómez,7006.0,Right Wing,3,Sevilla,213,"['50c3ddd7-9559-41ae-bf5f-ec03fe3c2e4a', '86336281-4a8b-46ba-9d8f-d47d56403a65']",17,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:17.427,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.934402,,,,,,,,,,,,,ff27b0db-9d79-4d78-80b8-ce288d5ec1e6,34,,"[22.1, 0.1]",3773625,0,,,,1.7126933,,,,,,"[21.0, 7.8]",,Low Pass,,7.7781744,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,4,Barcelona,217,['c884a568-68c1-48b9-b6f9-5f62f1148c49'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.611,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.742567,,,,,,,,,,,,,32ae10fc-ae00-493a-ba83-8079cc2c4f01,38,,"[22.1, 8.0]",3773625,0,,,,0.15374084,,Left Foot,,,,"[63.4, 14.4]",,High Pass,,41.792942,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['17301e9a-8f3c-4e90-bbaf-3e5bec2ff460', '8de7dcaf-f7d8-4113-938f-ef2289caecdd']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.625,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.40685,,,,,,,,,,,,,17301e9a-8f3c-4e90-bbaf-3e5bec2ff460,40,,"[56.7, 65.7]",3773625,0,,,,0.12730774,,Head,,,,"[69.2, 67.3]",,High Pass,,12.601984,,,Joan Jordán Moreno,6701.0,,,,,Recovery,1,Regular Play,Jules Koundé,4445.0,Right Center Back,5,Sevilla,213,"['32ae10fc-ae00-493a-ba83-8079cc2c4f01', 'd8350810-39ab-46f8-864b-da293d5e6a42']",39,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:39.368,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.048552,,,,,,,,,,,,,84545251-ce89-467a-b664-09c16eb2e24d,42,,"[69.2, 67.3]",3773625,0,,,,-0.6524964,,Head,,,,"[79.8, 59.2]",,High Pass,,13.34054,,,Luuk de Jong,20033.0,,,,,,1,Regular Play,Joan Jordán Moreno,6701.0,Right Defensive Midfield,5,Sevilla,213,['c892fb14-ecba-49a2-9766-01e65e1d2c1a'],40,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:40.815,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.042644,,,,,,,,,,,,,8bda7d5a-312e-43fc-af2b-fbebe00ee01e,45,,"[79.7, 59.0]",3773625,0,,,,-1.9411198,,Other,,,,"[76.4, 50.5]",,Low Pass,,9.1181135,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,Regular Play,Luuk de Jong,20033.0,Center Forward,5,Sevilla,213,['071d1357-28bf-4b6a-8c76-fa8d2b2fd465'],42,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:42.205,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.970776,,,,,,,,,,,,,82b3531a-62ec-4091-90f5-8712d6caad37,48,,"[76.6, 40.9]",3773625,0,,,,-2.110429,,Left Foot,,,,"[65.4, 22.2]",,Ground Pass,,21.797478,,,Sergio Escudero Palomo,6718.0,,,,,,1,Regular Play,Munir El Haddadi Mohamed,6616.0,Left Wing,5,Sevilla,213,['6a2ebd0a-b5a9-40a2-8933-256b4abd6b47'],44,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:44.291,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.353839,,,,,,,,,,,,,83453a68-e0e7-4a72-bcdf-cc4375991ba2,51,,"[65.4, 22.2]",3773625,0,,,,2.5973122,,Left Foot,,,,"[50.2, 31.4]",,Ground Pass,,17.767385,,,Diego Carlos Santos Silva,3366.0,,,,,,1,Regular Play,Sergio Escudero Palomo,6718.0,Left Back,5,Sevilla,213,['d9a0deb2-106c-4b59-932e-e6ce237fa628'],46,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:46.361,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.714453,,,,,,,,,,,,,8d798531-7e40-4dde-b363-443d1c4c0694,54,,"[40.9, 30.9]",3773625,0,,,,0.8194407,,Right Foot,,,,"[56.5, 47.6]",,Ground Pass,,22.852789,Incomplete,,,,,,,,,1,Regular Play,Diego Carlos Santos Silva,3366.0,Left Center Back,5,Sevilla,213,['6f114bf0-fbff-4827-b6c7-f962b0c4be1c'],51,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:51.208,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.971459,,,,,,,,,,,,,bf146acf-476b-45f2-a966-d9893d96af1a,56,,"[46.4, 17.1]",3773625,0,,,,0.8794594,,Left Foot,,,,"[51.2, 22.9]",,Low Pass,,7.528612,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing Back,6,Barcelona,217,['e8902c85-bcb4-4a8d-b1c1-074cdcf561c9'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.341,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.976273,,,,,,,,,,,,,f1d47fc7-c34c-4737-98a6-71386d9362fc,63,,"[53.6, 25.1]",3773625,0,,,,0.83620185,,Right Foot,,,,"[64.8, 37.5]",,Ground Pass,,16.709278,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['7c25b09a-c906-4f8d-a6e4-155ac8507542'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.065,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.127704,,,,,,,,,,,,,83548ec3-ce11-435f-9e14-985cf2e3345f,66,,"[65.7, 45.2]",3773625,0,,,,1.0708011,,Right Foot,,,,"[77.5, 66.8]",,Ground Pass,,24.613005,,,Sergino Dest,21881.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,6,Barcelona,217,['19a5fe60-540f-4639-bb62-b76b9d8b22a7'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.017,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.717712,,,,,,,,,,,,,a55cbea3-ffbd-4d87-8698-dde709f394bc,69,,"[85.0, 63.7]",3773625,1,,,,-1.2055949,,Right Foot,,,,"[88.9, 53.5]",,Ground Pass,,10.920165,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,6,Barcelona,217,['c8838f6d-f709-4f4c-86d0-4e63aa0bc1f2'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.706,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.025624,,,,,,,,,,,,,e1b29397-35e7-477c-bdca-34a6c8a62c00,72,,"[77.3, 49.6]",3773625,1,,,,1.5707964,,Right Foot,,,,"[77.3, 55.6]",,Ground Pass,,6.0,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,6,Barcelona,217,['3470711a-b735-4bf8-9296-cf22fad41ab4'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.440,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.375832,,,,,,,,,,,,,c90b4e6d-6229-48cf-a846-858be849f2e7,75,,"[77.3, 55.6]",3773625,1,,,,-2.4243617,,Right Foot,,,,"[64.0, 44.0]",,Ground Pass,,17.647945,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,6,Barcelona,217,['7caf1825-3f78-4856-9ca1-7dd7cbecc0f8'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.705,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.974061,,,,,,,,,,,,,b79d3210-e247-4ccf-a8f7-f96f75577028,78,,"[63.6, 43.9]",3773625,1,,,,-1.4056476,,Right Foot,,,,"[65.5, 32.5]",,Ground Pass,,11.557249,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,6,Barcelona,217,['4d2441a8-4afa-4abd-a2b6-a31db1bfd50f'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.589,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.373166,,,,,,,,,,,,,7244c714-40b4-4703-8967-0708bdd142b4,81,,"[69.6, 33.6]",3773625,1,,,,1.9096601,,Right Foot,,,,"[65.3, 45.8]",,Ground Pass,,12.93561,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['d54130a1-a3f9-4a65-99c6-7c973c986377'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.451,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.702677,,,,,,,,,,,,,be972fe4-2671-473a-8a97-4ab173ed4e08,84,,"[70.1, 50.8]",3773625,1,,,,0.9137908,,Right Foot,,,,"[90.0, 76.6]",,Ground Pass,,32.58297,,,Sergino Dest,21881.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,6,Barcelona,217,['ba45f20c-9510-4675-b843-d56d97645e9c'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.979,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.941955,,,,,,,,,,,,,63211329-e4ea-4e27-978f-246c1a5eba7c,87,,"[93.7, 73.1]",3773625,1,,,,-3.1285214,,Right Foot,,,,"[78.4, 72.9]",,Ground Pass,,15.301307,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Wing Back,6,Barcelona,217,['689487f6-af5f-439e-9bc0-e0107bd3b70a'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.943,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.56257,,,,,,,,,,,,,8c18f3a2-712e-4b60-bd43-152e4696b1f1,91,,"[77.3, 69.7]",3773625,1,,,,-1.4074302,,Left Foot,,,,"[78.8, 60.6]",,Ground Pass,,9.222797,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,6,Barcelona,217,['1705962d-ff63-417b-af71-b432e31be492'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.141,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,3.193163,,,,,,,,,,,,,ae6ba217-b06b-427f-8d6a-27e8f1c92b30,94,,"[78.8, 60.6]",3773625,1,,,,-2.684987,,Left Foot,,,,"[50.3, 46.6]",,High Pass,,31.752953,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,6,Barcelona,217,['ef1a3fd3-32b3-49d8-bd0d-9e644556054a'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.784,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.713022,,,,,,,,,,,,,ce8c0329-a447-4744-b4f9-0bcb8fca99eb,97,,"[56.3, 33.6]",3773625,1,,,,-0.32549587,,Right Foot,,,,"[64.3, 30.9]",,Ground Pass,,8.44334,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,6,Barcelona,217,['052d95d2-53e4-4df5-9aca-d8908a25184f'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.566,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.979674,,,,,,,,,,,,,ba6c23ba-c0cf-44a5-9dfc-3c4c01d70e50,100,,"[64.3, 30.9]",3773625,1,,,,-3.0069947,,Right Foot,,,,"[54.7, 29.6]",,Ground Pass,,9.687621,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['6a9c18ae-c712-4e37-a783-94806a27dc74'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.424,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.610597,,,,,,,,,,,,,0b63352d-50c1-4e0c-8d31-3b3073e29f68,103,,"[54.7, 29.6]",3773625,1,,,,-1.5422326,,Left Foot,,,,"[55.3, 8.6]",,Ground Pass,,21.00857,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,6,Barcelona,217,['4eed2d5c-b7c0-4af8-8106-123422513e99'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.563,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.033657,,,,,,,,,,,,,1bc0683e-2795-4078-bf09-4be1add1addb,106,,"[55.3, 8.6]",3773625,1,,,,-0.861202,,Left Foot,,,,"[62.6, 0.1]",,Ground Pass,,11.204463,Out,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,6,Barcelona,217,['2e100ea1-227b-4e0f-a764-f6ee4901daf5'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.293,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.55976,,,,,,,,,,,,,e287c636-005a-49cd-b074-21863c62e694,108,,"[62.7, 80.0]",3773625,1,,,,-0.52278906,,,,,,"[68.6, 76.6]",,Low Pass,,6.809552,,,Joan Jordán Moreno,6701.0,,,,,Throw-in,1,From Throw In,Jesús Navas González,6821.0,Right Back,7,Sevilla,213,['7358a8c9-3258-46da-a0e8-2ceb3f715005'],57,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:57.945,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.372739,,,,,,,,,,,,,32fd295d-7b3c-4d87-828a-c9c5d9f27fe9,111,,"[68.9, 76.6]",3773625,1,,,,2.9610407,,Right Foot,,,,"[56.3, 78.9]",,Low Pass,,12.808201,,,Jesús Navas González,6821.0,,,,,,1,From Throw In,Joan Jordán Moreno,6701.0,Right Defensive Midfield,7,Sevilla,213,['9fa37941-b3b6-454e-9c23-2693a9cadd3f'],58,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:58.545,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,2.542391,,,,,,,,,,,,,db297d7e-f6aa-48b2-9ee0-546b2cbd56b1,115,,"[57.5, 78.5]",3773625,2,,,,-0.49980754,,Left Foot,,,,"[72.7, 70.2]",,High Pass,,17.318487,Unknown,,,,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Back,7,Sevilla,213,['76899a57-addd-4ba2-b553-ea807534f286'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:00.562,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,,1.505223,,,,,,,,,,,,,c2e6e554-1c98-4910-a0b7-f401814bf5ee,118,,"[50.9, 17.8]",3773625,2,True,,,2.0062518,,Right Foot,,,,"[42.2, 36.5]",,Ground Pass,,20.624743,,,Frenkie de Jong,8118.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,8,Barcelona,217,['08e54dcb-a86f-4f73-aeb5-e4c89e496321'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.291,Pass,,2020/2021
