50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5f2213a-f0dd-4bb5-9c9e-f0a5ddd54b09,1,,,3773625,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6785, 'name': 'Yassine Bounou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 4445, 'name': 'Jules Koundé'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3366, 'name': 'Diego Carlos Santos Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 7006, 'name': 'Alejandro Darío Gómez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6616, 'name': 'Munir El Haddadi Mohamed'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,91d0dad0-46d2-4dcd-9859-568db77c58b4,2,,,3773625,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 21881, 'name': 'Sergino Dest'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a74b3ca3-3d35-4472-87f5-d5dc01f7b5b2,3,,,3773625,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['d43676e7-bca7-4f83-81cd-850402c122b8'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d43676e7-bca7-4f83-81cd-850402c122b8,4,,,3773625,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['a74b3ca3-3d35-4472-87f5-d5dc01f7b5b2'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0fda8de8-58bb-4b37-b102-45c53ba00b22,1977,,,3773625,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Sevilla,213,['5de15572-cc4e-4560-bf89-a22ecbe33808'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5de15572-cc4e-4560-bf89-a22ecbe33808,1978,,,3773625,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Sevilla,213,['0fda8de8-58bb-4b37-b102-45c53ba00b22'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,,,,0.875544,,,,,,,,,,,,,5bfa5f39-9bb6-4f38-9fe6-ec9c9e169822,5,,"[60.0, 40.0]",3773625,0,,,,-3.0890095,,Left Foot,,,,"[48.6, 39.4]",,Ground Pass,,11.415778,,,Sergio Busquets i Burgos,5203.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['98ce019b-30ca-4f4f-8f21-bf1f8014b209'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.655,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.451418,,,,,,,,,,,,,ee448964-7435-4228-aa05-606e9fd93262,8,,"[51.2, 31.1]",3773625,0,,,,-2.2013264,,Right Foot,,,,"[41.2, 17.4]",,Ground Pass,,16.961428,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['3dd8b9ad-9c8e-460d-a3b8-14497dc98693'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.414,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,0.903627,,,,,,,,,,,,,64ad4ecc-059a-460b-953d-07244d425a63,11,,"[42.2, 20.1]",3773625,0,,,,0.74782187,,Left Foot,,,,"[49.1, 26.5]",,Ground Pass,,9.411163,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['cc912459-8f1d-42c5-baff-29d7ebd8a69c'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.526,Pass,,2020/2021
,,,,,,,,,,,,,,,,,,1.166374,,,,,,,,,,,,,2be8ed10-8885-4c77-9201-ee375f43851d,15,,"[42.8, 20.9]",3773625,0,,,,-2.562316,,Right Foot,,,,"[29.5, 12.2]",,Ground Pass,,15.892766,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['4d308246-243e-4ce9-8d79-83a70ac67393'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.798,Pass,,2020/2021
