50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,1.2147,,,,,,,,,,,,,884515bd-a5fa-4c2b-a1dc-f2a678f2df78,17,,"[38.3, 65.0]",70289,0,,,,True,-1.0449454,,,,,"[44.8, 53.8]",,Low Pass,,12.949517,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,3,Barcelona,217,"['7bab0b67-899d-4bd4-9d4f-7fac4493abc3', 'afaf0d3f-7b3d-4d82-9182-7e61cd8766d0', 'de6c7f6d-78fe-4dc5-86f2-32d0b6c88a49']",9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.948,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,0.7293,,,,,,,,,,,,,c370590e-b4c7-4bf5-9537-a4bce28e9f0b,20,,"[44.8, 58.0]",70289,0,,,,,1.5707964,,Right Foot,,,"[44.8, 73.5]",,Ground Pass,,15.5,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['10bec1bd-1bf8-4c5e-8b1a-abec4d73aab4'],11,,,,,,,,,,,,,,,Barcelona,217,00:00:11.723,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.766981,,,,,,,,,,,,,3ec2f56a-ebe5-4448-a48f-24264a8dc0d5,24,,"[44.2, 73.7]",70289,0,,,,,-0.7266424,,Right Foot,,,"[51.4, 67.3]",,Ground Pass,,9.633276,,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['0c901dad-d5f3-4cb1-bc9e-865156f2e321', '139b3425-c5c5-4db7-8b80-71d36a60d206', 'f4c6e90e-4dd9-410f-83f5-f9ffb009ff6e']",12,,,,,,,,,,,,,,,Barcelona,217,00:00:12.492,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,2.262221,,,,,,,,,,,,,aa13ddfd-5fc9-4611-9b51-2f29d1eef6c3,28,,"[72.5, 5.9]",70289,0,,,,,-0.034300268,,Left Foot,,,"[92.9, 5.2]",,Ground Pass,,20.412006,,,,,Jérémy Perbet,23865.0,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,3,Barcelona,217,['4b47e298-27ea-4475-8ecf-fc3cc777d183'],14,,,,,,,,,,,,,,,Villarreal,222,00:00:14.619,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.8724,,,,,,,,,,,,,8a93ca5a-33fc-4b5b-9036-4157031cd5ed,34,,"[28.8, 76.9]",70289,0,,,,,-0.2965458,,Right Foot,,,"[32.4, 75.8]",,Ground Pass,,3.764306,,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['920498fa-4440-471d-b78e-75d69d6f86bf'],18,,,,,,,,,,,,,,,Barcelona,217,00:00:18.319,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.899,,,,,,,,,,,,,0c028a5c-6542-469f-a5c3-62ad987a71df,40,,"[36.6, 80.0]",70289,0,,,,,-0.7454195,,,,,"[44.4, 72.8]",,Low Pass,,10.615084,,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['e4d40846-fffe-4e33-b07e-8a3c9791070f'],26,,,,,,,,,,,,,,,Barcelona,217,00:00:26.165,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.7157,,,,,,,,,,,,,e3234e7e-864d-416b-95ce-f469ec9055d4,42,,"[44.4, 72.8]",70289,0,,,,,2.6711884,,Right Foot,,,"[38.5, 75.8]",,Ground Pass,,6.618912,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['a4d5e680-263c-43e8-b710-5d1e0f2c1c7a'],27,,,,,,,,,,,,,,,Barcelona,217,00:00:27.064,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,2.262,,,,,,,,,,,,,58747387-326a-4f50-9a0a-6e9334e1d5e6,44,,"[38.5, 75.8]",70289,0,,,,,-1.9993193,,Right Foot,,,"[25.8, 48.0]",,Ground Pass,,30.56354,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['c284da61-1514-43b7-a53a-ce228b2cd1b5'],27,,,,,,,,,,,,,,,Barcelona,217,00:00:27.780,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,2.3291,,,,,,,,,,,,,603259e7-f1af-450e-8761-f9b7de997e34,47,,"[25.8, 48.0]",70289,0,,,,,-1.2924967,,Right Foot,,,"[33.8, 20.0]",,Ground Pass,,29.12044,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['6e14619d-4d8c-4d7f-b3bf-bcac6aaaf1b1'],30,,,,,,,,,,,,,,,Barcelona,217,00:00:30.645,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.425,,,,,,,,,,,,,b3039491-6f1a-414c-ae98-126db3371aaf,50,,"[39.6, 13.7]",70289,0,,,,,-0.608325,,Left Foot,,,"[50.8, 5.9]",,Ground Pass,,13.648443,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['c06dd879-9bd3-4aba-9ab4-b4a6cb37d364'],34,,,,,,,,,,,,,,,Barcelona,217,00:00:34.172,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,2.858199,,,,,,,,,,,,,d9c2565b-ed76-42fd-9497-e0195b2e6bbb,54,,"[62.9, 8.6]",70289,0,,,,,1.0016291,,Right Foot,,,"[100.2, 66.9]",,High Pass,,69.21113,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,True,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['ae34d2a1-fece-4542-93bf-3d4d5932f80b'],39,,,,,,,,,,,,,,,Barcelona,217,00:00:39.555,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.944437,,,,,,,,,,,,,80d1c477-8ec1-4871-bea9-13efe8f4d7aa,61,,"[20.0, 8.0]",70289,0,,,,,1.3419975,,Left Foot,,,"[23.4, 22.6]",,Ground Pass,,14.990664,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Throw In,Bojan Jokić,27155.0,Left Back,4,Barcelona,217,['e363b381-64b0-4e24-8b44-9c22194a8dc8'],47,,,,,,,,,,,,,,,Villarreal,222,00:00:47.482,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.2097,,,,,,,,,,,,,53d3de34-c2cf-47f9-a4ed-e4ef175dc5f1,65,,"[42.9, 16.4]",70289,0,,,,,0.24997862,,Left Foot,,,"[66.4, 22.4]",,Ground Pass,,24.253866,,,Incomplete,,Jérémy Perbet,23865.0,,,,,,1,From Throw In,Manuel Trigueros Muñoz,6771.0,Right Wing,4,Barcelona,217,"['6e6747b1-ab15-4f11-b0f9-2294eca6ac66', 'e0e50965-5c87-4ccf-9068-644f9f8cf1bc', 'fec378b8-9105-4fdb-bba1-027b04de3790']",51,,,,,,,,,,,,,,,Villarreal,222,00:00:51.828,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,0.664,,,,,,,,,,,,,e0e50965-5c87-4ccf-9068-644f9f8cf1bc,67,,"[54.6, 58.6]",70289,0,,,,,-0.022984458,,Right Foot,,,"[63.3, 58.4]",,Ground Pass,,8.702298,,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,4,Barcelona,217,"['53d3de34-c2cf-47f9-a4ed-e4ef175dc5f1', '7367637e-5566-4df2-9681-773a6a620f04']",53,,,,,,,,,,,,,,,Barcelona,217,00:00:53.038,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.0876,,,,,,,,,,,,,4ab30e66-39cc-47e2-8ab5-b0bae5f1f38b,71,,"[63.3, 59.1]",70289,0,,,,,2.2335258,,Right Foot,,,"[56.9, 67.3]",,Ground Pass,,10.401923,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['a6fba42f-f76f-4ba0-870e-4f89b066af6f', 'bf7a6d69-d1ce-4779-8bc2-3531eb0b435b']",54,,,,,,,,,,,,,,,Barcelona,217,00:00:54.613,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,1.4558,,,,,,,,,,,,,392bec6e-4c94-42cd-b6a5-92afba3db7e1,74,,"[56.9, 67.3]",70289,0,,,,,-2.1666374,,Right Foot,,,"[43.0, 46.8]",,Ground Pass,,24.768126,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['7a6956aa-80c5-4fa6-ad9f-f95d817df914'],56,,,,,,,,,,,,,,,Barcelona,217,00:00:56.101,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.9711,,,,,,,,,,,,,bb0db06a-d99f-448e-9d09-d9f5d84d7f44,77,,"[43.0, 46.8]",70289,0,,,,,-1.213804,,Right Foot,,,"[49.9, 28.3]",,Ground Pass,,19.744873,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['8fb69499-8f92-4081-aed6-72527ea09ea1'],58,,,,,,,,,,,,,,,Barcelona,217,00:00:58.289,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.3448,,,,,,,,,,,,,ceb43f52-55ae-4e8f-b965-d78d0987d049,80,,"[64.1, 27.0]",70289,1,,,,,-1.298764,,Right Foot,,,"[69.4, 8.0]",,Ground Pass,,19.725365,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['d2c43cda-74c8-44ff-a092-dce323ca770e'],1,,,,,,,,,,,,,,,Barcelona,217,00:01:01.886,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.3467,,,,,,,,,,,,,53bd031d-9255-461b-9224-10134f21d610,83,,"[68.8, 8.8]",70289,1,,,,,-0.43490154,,Right Foot,,,"[81.5, 2.9]",,Ground Pass,,14.003571,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['e55db6f1-a14d-4210-a75d-36b5860f6a52'],4,,,,,,,,,,,,,,,Barcelona,217,00:01:04.125,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.951,,,,,,,,,,,,,712d6f1f-07e3-408a-b992-bb165dd13a96,86,,"[84.3, 4.1]",70289,1,,,,,2.865632,,Right Foot,,,"[73.0, 7.3]",,Ground Pass,,11.74436,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['ec70745b-039b-4786-8af4-3ee465211852'],7,,,,,,,,,,,,,,,Barcelona,217,00:01:07.409,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.1531,,,,,,,,,,,,,9c9b831e-4a71-4965-88f6-f7123969f57f,90,,"[65.0, 6.7]",70289,1,,,,,2.7536926,,Right Foot,,,"[55.7, 10.5]",,Ground Pass,,10.046392,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['29edfeb8-7ba8-42c4-9af0-9f6d58756f4b', 'a7f55425-6fbb-4b4d-b9aa-19da98cd1759']",10,,,,,,,,,,,,,,,Barcelona,217,00:01:10.790,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,2.8346,,,,,,,,,,,,,c357cbf1-f163-463c-ad08-9e31d84c2457,93,,"[55.2, 12.8]",70289,1,,,,,1.7616804,,Right Foot,,,"[47.2, 54.2]",,Ground Pass,,42.165863,,,,,Marc Bartra Aregall,7068.0,,True,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['e9752bab-4e39-476b-8325-6318b3902fc0'],14,,,,,,,,,,,,,,,Barcelona,217,00:01:14.207,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.3939,,,,,,,,,,,,,067c6436-3262-4fb3-800e-a0524f176169,96,,"[48.3, 55.2]",70289,1,,,,,0.6891712,,Right Foot,,,"[62.5, 66.9]",,Ground Pass,,18.399185,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,4,Barcelona,217,['46f47e7d-88af-4142-b482-5f57305c2b38'],17,,,,,,,,,,,,,,,Barcelona,217,00:01:17.082,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.1992,,,,,,,,,,,,,2cd00137-1a6d-44fb-80e4-68543a7c0961,99,,"[81.7, 67.3]",70289,1,,,,,1.3937231,,Right Foot,,,"[83.4, 76.8]",,Ground Pass,,9.650907,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['71438b6f-06a0-4e89-b471-2bb3fc7a4742'],22,,,,,,,,,,,,,,,Barcelona,217,00:01:22.958,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.7109,,,,,,,,,,,,,8cf08029-295a-40c1-a646-dd7f99cb0168,102,,"[83.4, 76.8]",70289,1,,,,,-1.7960731,,Right Foot,,,"[79.0, 57.6]",,Ground Pass,,19.697716,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['bcc6b94f-c7d4-4d25-8d2e-eb9ce6a57afe'],25,,,,,,,,,,,,,,,Barcelona,217,00:01:25.058,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.5609,,,,,,,,,,,,,f98e7399-01d0-4d79-b7ea-f83bda7909c7,106,,"[79.0, 56.7]",70289,1,,,,,1.5217559,,Right Foot,,,"[79.8, 73.0]",,Ground Pass,,16.31962,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,"['c1fc6af0-8754-4ab2-a2df-773a93f5294f', 'c4f0074e-c2fc-45d1-be5d-f94d386b89b8']",26,,,,,,,,,,,,,,,Barcelona,217,00:01:26.163,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,,0.6504,,,,,,,,,,,,,f509addf-e0d9-4002-ab79-5013b251a360,109,,"[79.6, 73.7]",70289,1,,,,,-1.97149,,Right Foot,,,"[73.5, 59.3]",,Ground Pass,,15.638734,,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['f0c1db8b-8b87-44c1-8dd1-2ade7784959c', 'fb65e42c-0990-46c9-b33e-b5e30e521c6a']",26,,,,,,,,,,,,,,,Barcelona,217,00:01:26.764,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,1.161851,,,,,,,,,,,,,24d04e21-0b8f-4cf3-ac8a-68b50116f39b,113,,"[44.6, 20.1]",70289,1,,,,,-0.8932582,,Right Foot,,,"[51.6, 11.4]",,Ground Pass,,11.166468,,,,,Rubén Gracia Calmache,25921.0,,,,,,1,From Throw In,Jérémy Perbet,23865.0,Left Wing,4,Barcelona,217,['d9b157e6-0001-4ed2-99ac-5016774c82fa'],28,,,,,,,,,,,,,,,Villarreal,222,00:01:28.322,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,3.035662,,,,,,,,,,,,,98afd23c-0fce-4f9b-95cc-ded81fb954ef,116,,"[68.8, 11.0]",70289,1,,,,,0.51467854,,Right Foot,,,"[97.8, 27.4]",,Ground Pass,,33.316063,,,Pass Offside,,Giovani dos Santos Ramírez,5987.0,,,Through Ball,True,,1,From Throw In,Rubén Gracia Calmache,25921.0,Center Attacking Midfield,4,Barcelona,217,['f0155722-df35-414b-b849-fc562f2c58db'],31,,,,,,,,,,,,,,,Villarreal,222,00:01:31.234,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,0.610498,,,,,,,,,,,,,11c5c123-8c57-46dc-bd48-5460519895ba,118,,"[12.6, 52.7]",70289,1,,True,,,-0.0145975035,,Right Foot,,,"[53.7, 52.1]",,Ground Pass,,41.104378,,,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,5,Barcelona,217,['0bb422a3-cb23-426c-af56-be6f47a9715e'],46,,,,,,,,,,,,,,,Barcelona,217,00:01:46.982,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,,3.048002,,,,,,,,,,,,,f0d1bf81-9042-49c6-953c-dd37c49031d5,120,,"[64.4, 56.3]",70289,1,,True,,,1.2295496,,Right Foot,,,"[72.0, 77.7]",,Ground Pass,,22.709469,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['95b5abe9-c98e-4eb2-a016-64358089510a'],48,,,,,,,,,,,,,,,Barcelona,217,00:01:48.155,Pass,,2013/2014
