50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2f4129c3-ca11-4396-a350-22a261f6ae39,1,,,69334,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a57c9336-1cca-4b95-ae8e-3131007abef3,2,,,69334,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 4}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bcbb3e06-b85e-4135-ad0c-2d6e7f0978ae,3,,,69334,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['bc92dc29-2b38-4074-861e-93e926d4e301'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc92dc29-2b38-4074-861e-93e926d4e301,4,,,69334,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['bcbb3e06-b85e-4135-ad0c-2d6e7f0978ae'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40f8ea6f-f00f-470e-97c0-d7d91b58f898,1980,,,69334,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Barcelona,217,['a419f8e3-cde2-4706-a044-2650562be771'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a419f8e3-cde2-4706-a044-2650562be771,1981,,,69334,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Barcelona,217,['40f8ea6f-f00f-470e-97c0-d7d91b58f898'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,,,0.283723,,,,,,,,,,,,,374f57da-a4ea-4a55-95e2-ed36cca10c73,5,,"[61.0, 41.0]",69334,0,,,,1.8045396,,Right Foot,,,"[60.5, 43.1]",,Ground Pass,,2.1587033,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,2,Barcelona,217,['1faaf209-37ef-45ac-b5b9-a31b6c245903'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.868,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.558362,,,,,,,,,,,,,b244cfb5-2ec1-49ab-aec9-ecac764a6698,8,,"[60.5, 43.1]",69334,0,,,,-2.6556647,,Right Foot,,,"[46.3, 35.6]",,Ground Pass,,16.058954,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['8bcd28ee-b573-4f35-b833-53fbc3aac4c7'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.165,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.162733,,,,,,,,,,,,,fd0b6f12-3744-41c5-b925-1e9c64a124bf,11,,"[41.9, 35.1]",69334,0,,,,1.947378,,Right Foot,,,"[33.2, 57.1]",,Ground Pass,,23.657768,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['a7164e7f-00a3-4db7-b80b-24191d8da5e6'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.036,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.97236,,,,,,,,,,,,,2d863148-c063-446b-9fb3-48b609a9623c,14,,"[33.2, 57.1]",69334,0,,,,-1.8123118,,Right Foot,,,"[26.5, 29.9]",,Ground Pass,,28.013033,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['3ae7c76b-e075-4c0d-97ea-28e0be64672e'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.544,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.766445,,,,,,,,,,,,,de41a22c-1226-48a4-a43b-8142b329fd9e,17,,"[23.8, 30.4]",69334,0,,,,2.4938943,,Right Foot,,,"[8.6, 41.9]",,Ground Pass,,19.060167,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['47c4ed00-2390-4949-8887-aa3bfd030372'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.024,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,2.221747,,,,,,,,,,,,,219e37d3-2228-411b-8dcc-eaaf617508ef,22,,"[8.7, 41.2]",69334,0,,,,1.2767829,,Right Foot,,,"[16.3, 66.3]",,Ground Pass,,26.225368,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,"['64c5a844-8c1b-4e3f-8fdc-22bf7afeb904', 'eb6affc0-1b4e-4a08-b294-8aeaf8ab59f1']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.019,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,2.003551,,,,,,,,,,,,,572a2b96-3b97-440b-b6d9-db82fe620d43,25,,"[16.6, 66.6]",69334,0,,,,-1.9105397,,Right Foot,,,"[8.4, 43.4]",,Ground Pass,,24.606503,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['9f3e90ed-c456-4eb9-8f72-ccf2cddfdb28'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.909,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.609301,,,,,,,,,,,,,3ae9c60b-48fd-486a-9b65-f874edde3c90,28,,"[12.5, 45.0]",69334,0,,,,-0.9432335,,Right Foot,,,"[26.5, 25.7]",,Ground Pass,,23.843029,,Incomplete,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,"['bb54c813-c8d9-4731-8117-fa1b49d8a9c3', 'e29b50d8-ae41-4095-853e-8f641919d003']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.847,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.613888,,,,,,,,,,,,,97d60fc6-9bcf-459a-8cfc-76ffe3fc7593,32,,"[96.0, 53.5]",69334,0,,,,-0.88448775,,Left Foot,,,"[103.7, 44.1]",,Ground Pass,,12.151132,,Incomplete,,Karim Benzema,19677.0,,,Through Ball,True,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,3,Real Madrid,220,"['4d1b8f06-7ca8-473d-a59f-0ad3287e354f', 'e14cb4a7-e0d1-4325-ab38-d51df0cc756a']",18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.808,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.371001,,,,,,,,,,,,,847804ac-4337-4c1c-8747-01053a4d053a,42,,"[61.0, 41.0]",69334,1,True,,,1.7398976,,Right Foot,,,"[60.3, 45.1]",,Ground Pass,,4.159327,,,,Francesc Fàbregas i Soler,3478.0,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['f3ed37c0-ff0e-4601-9ba0-1515a2f05d2a'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.740,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.754823,,,,,,,,,,,,,bb31069c-0740-4125-8d10-f43bbd90835b,44,,"[60.3, 45.1]",69334,1,,,,-2.9425817,,Right Foot,,,"[48.4, 42.7]",,Ground Pass,,12.139605,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Forward,4,Barcelona,217,['25f9ad89-1b53-4a31-917c-f3b2f017a4f5'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.137,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.297772,,,,,,,,,,,,,132add3d-9ea4-49f4-956c-d5b795faf4f3,47,,"[48.4, 46.0]",69334,1,,,,1.3258177,,Right Foot,,,"[49.0, 48.4]",,Ground Pass,,2.4738634,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['379aeef6-e267-4dcc-b5ed-cf5a322a123b', '5f3f0f3b-a215-478a-973b-e45585adbeb3']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.902,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.584502,,,,,,,,,,,,,6a847627-3144-42cd-bbc9-c566335494d7,51,,"[37.1, 32.0]",69334,1,,,,-1.6211135,,Right Foot,,,"[36.4, 18.1]",,Ground Pass,,13.917615,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,"['0e31fae4-449d-49c9-a5e0-d59cf3661b46', 'a8a5e9d9-51a0-407c-bb3c-cebd5bf47beb']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.045,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,2.090604,,,,,,,,,,,,,66feaf77-88f8-42de-9be7-804042910cd6,55,,"[36.2, 18.5]",69334,1,,,,1.0853852,,Left Foot,,,"[52.5, 49.4]",,High Pass,,34.935654,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,"['1225c1cb-7fdc-44a9-ae3d-8f104bdd5c66', 'fef0cb43-0a89-459c-9492-eef075a44ba0']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.886,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,1.590126,,,,,,,,,,,,,e79e07fa-f4d0-4a8e-80f1-15724ea50f18,57,,"[52.5, 49.4]",69334,1,,,,1.8347601,,Head,,,"[46.5, 71.6]",,High Pass,,22.996521,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,4,Barcelona,217,['bd82ffdf-8f76-4bba-a66c-c6a14aa1747d'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.376,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.104229,,,,,,,,,,,,,ae5dfa1b-3f14-4710-a03d-d67d49de79f1,60,,"[47.0, 71.6]",69334,1,,,,-1.1207998,,Right Foot,,,"[58.4, 48.0]",,Ground Pass,,26.209158,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['552872f3-4cd8-4ca6-970a-6f3132db4fc0'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.291,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.922507,,,,,,,,,,,,,196520dc-16fd-4de4-982c-d6b281fa9ee3,68,,"[67.0, 59.1]",69334,1,,,,1.2895641,,Left Foot,,,"[70.9, 72.6]",,Ground Pass,,14.052046,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,"['3d6f4775-c45d-40e2-9970-b6018363827a', '497157f2-5b4a-48e7-8b44-93295548cf49']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.259,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,2.697969,,,,,,,,,,,,,03718089-601d-4b10-a416-5a463bc296da,71,,"[71.2, 71.9]",69334,1,,,,0.5354195,,Right Foot,,,"[83.0, 78.9]",,Ground Pass,,13.720058,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['6e30b034-8c49-439a-86e8-049fa5004125'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.716,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.035,,,,,,,,,,,,,00df5c9a-344b-48fa-9214-870836547426,78,,"[42.8, 4.4]",69334,1,,,,2.0916104,,Left Foot,,,"[35.4, 17.3]",,Ground Pass,,14.871785,,,,Xabier Alonso Olano,20133.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['131f26d0-a6bc-4731-8a68-5e67695dd749'],36,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:36.648,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.2599,,,,,,,,,,,,,24e805da-8327-48bf-a994-2fb4e477575a,82,,"[34.6, 16.7]",69334,1,,,,0.6223029,,Right Foot,,,"[48.4, 26.6]",,Ground Pass,,16.983816,,,,Mesut Özil,3496.0,,,,,,1,Regular Play,Xabier Alonso Olano,20133.0,Left Center Midfield,5,Real Madrid,220,"['7f877b90-018a-4320-8b30-27e6474bb918', '9822ada8-157e-4d8c-879e-7d9ec68d43cb']",39,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:39.360,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,0.6967,,,,,,,,,,,,,9443f491-52ae-46ec-a93a-26c56a69f7f9,86,,"[42.9, 24.9]",69334,1,,,,-1.2234104,,Left Foot,,,"[45.0, 19.1]",,Ground Pass,,6.168468,,Incomplete,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,5,Real Madrid,220,"['0051c8e3-609b-46a2-90fb-2db5d7f41151', '3f9c28a1-a927-4516-9583-f4af53b66d3a', '881f9761-22e3-4d9b-adb2-90608b58162e']",41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:41.680,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,1.988338,,,,,,,,,,,,,01b3de56-f2fd-4001-b672-42e8380bb25d,90,,"[120.0, 80.0]",69334,2,,,,-1.7659014,,Right Foot,,,"[111.7, 38.0]",,High Pass,,42.812263,,Incomplete,True,,,,True,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,6,Barcelona,217,['1732f81f-ca2b-4667-a378-a356577c8cea'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.607,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,2.393862,,,,,,,,,,,,,6bf68644-7fe6-407c-b660-2a8b457da37f,92,,"[86.4, 58.1]",69334,2,,,,1.4981968,,Right Foot,,,"[88.0, 80.1]",,Low Pass,,22.058105,,Out,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['ef9307be-42c2-497c-bfbe-0e42acce00c7'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.008,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,2.0448,,,,,,,,,,,,,c9028907-da55-4045-8a83-db5303b2285f,94,,"[36.4, 1.0]",69334,2,,,,0.1560805,,,,,"[56.1, 4.1]",,High Pass,,19.942417,,,,Karim Benzema,19677.0,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,['fa927ca2-5d10-4455-8e28-650ac42ff5ca'],31,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:31.523,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.061303,,,,,,,,,,,,,37dcdcb0-1179-4c8b-9beb-5b1d516f78ed,96,,"[56.0, 3.1]",69334,2,,,True,2.1293957,,,,,"[51.0, 11.1]",,High Pass,,9.433981,,Incomplete,,Lassana Diarra,3181.0,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,7,Real Madrid,220,"['04903e8e-596c-456c-96f7-85f440fbda7c', '529cc11b-f92e-4a21-9825-3ce348400255', '8f46d8c9-bcf5-4c41-85f9-9f39663b909e']",33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:33.734,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,0.585997,,,,,,,,,,,,,529cc11b-f92e-4a21-9825-3ce348400255,99,,"[70.0, 69.9]",69334,2,,,,2.158799,,Right Foot,,,"[69.0, 71.4]",,Ground Pass,,1.8027756,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Forward,7,Real Madrid,220,"['37dcdcb0-1179-4c8b-9beb-5b1d516f78ed', '4ab13861-396e-4b5e-9c8c-5f6e63da65f3', '4ee3d5a8-aaa7-4679-8ec5-726c8a1d3718']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.795,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.9428,,,,,,,,,,,,,6aabcbe9-5c5a-4f20-9c26-ec105947dd3c,104,,"[56.8, 7.9]",69334,2,,,,-1.6262949,,Right Foot,,,"[56.6, 4.3]",,Ground Pass,,3.6055512,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Lassana Diarra,3181.0,Right Defensive Midfield,7,Real Madrid,220,"['9cdf4aca-670c-4d75-9956-1fa122b999dc', 'b50b28ca-750b-46a6-89dc-e3b6290174cd', 'da43b5dc-75e3-49c1-9b52-0d71cf098ee6']",36,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:36.956,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,,,1.380334,,,,,,,,,,,,,0ec35138-10c8-48fd-b0b3-28712d23f119,107,,"[54.3, 6.7]",69334,2,,,,-0.21866895,,Right Foot,,,"[66.9, 3.9]",,Low Pass,,12.907362,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Recovery,1,From Throw In,Lassana Diarra,3181.0,Right Defensive Midfield,7,Real Madrid,220,"['39f78abc-784a-410d-a6b8-4d3529029196', '70f93bd3-5fcf-4753-aa2f-ba4af64cd0f5']",38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:38.185,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.4149,,,,,,,,,,,,,dc75289f-2267-4697-b1b3-fd818cd78add,110,,"[47.2, 1.0]",69334,2,,,,0.5438325,,,,,"[55.8, 6.2]",,Low Pass,,10.049875,,,,Mesut Özil,3496.0,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,8,Real Madrid,220,['cc5c9406-c70d-4823-a236-ec0c97b191ea'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:47.951,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.0128,,,,,,,,,,,,,1e53cbaf-dab1-4a46-8754-bd76129355a5,113,,"[55.4, 5.0]",69334,2,,,,-3.050933,,Left Foot,,,"[42.2, 3.8]",,Ground Pass,,13.254434,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,8,Real Madrid,220,['67af179d-5dcf-47bf-9518-188fa93bf7be'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:49.406,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.829363,,,,,,,,,,,,,e2da7873-e1cb-49bc-91b5-2ac720c66682,116,,"[42.2, 3.8]",69334,2,,,,-0.11065722,,Left Foot,,,"[52.1, 2.7]",,Low Pass,,9.960923,,,,Mesut Özil,3496.0,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,8,Real Madrid,220,['61c85777-0979-48dc-99ff-112424768cdd'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:50.443,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.906372,,,,,,,,,,,,,47525eb1-3be4-4a3f-ab9c-59096d4c2145,119,,"[52.5, 2.7]",69334,2,,,,1.0857615,,Left Foot,,,"[56.4, 10.1]",,Ground Pass,,8.364807,,,,Lassana Diarra,3181.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,8,Real Madrid,220,['4e4580aa-40ac-48c8-976a-ce7ec498ef6d'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:52.078,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.9018,,,,,,,,,,,,,6beac743-4430-44f2-84c1-ee2006517bfc,122,,"[56.4, 10.1]",69334,2,,,,-0.50091106,,Right Foot,,,"[74.3, 0.3]",,Ground Pass,,20.407106,,Out,,Mesut Özil,3496.0,,,,,,1,From Throw In,Lassana Diarra,3181.0,Right Defensive Midfield,8,Real Madrid,220,['1fc59032-a03f-49e5-a44b-8f5408c8a59d'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:53.485,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,0.768197,,,,,,,,,,,,,93128cbe-77b9-4682-b2ff-adfd71faa55b,124,,"[41.4, 80.0]",69334,3,,,,-1.160669,,,,,"[44.4, 73.1]",,High Pass,,7.5239615,,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['4ea075a8-a24b-4628-bd10-bbf5b7d6e1e1'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.881,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.257636,,,,,,,,,,,,,d3a4c94b-afc4-44ae-8013-ae6b4b5e4bea,127,,"[44.4, 73.1]",69334,3,,,,2.4329665,,Right Foot,,,"[38.8, 77.9]",,Ground Pass,,7.3756356,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,9,Barcelona,217,['b77b0799-1d5d-45f9-87fd-365fe99b4646'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.701,Pass,,2011/2012
,,,,,,,,,,,,,,,,,,,1.214038,,,,,,,,,,,,,a7dad46c-f6b4-4fa4-b691-2e1b6e1f9b47,130,,"[35.0, 77.2]",69334,3,,,,-2.8596532,,Right Foot,,,"[20.5, 73.0]",,Ground Pass,,15.096026,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['8fa3dd1d-b4b4-4254-ab17-df00df52f130'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.008,Pass,,2011/2012
