50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,4.9813,,,,,,,,,,,,,,6af54b6b-c641-4903-af5a-bf491b309d85,1459,,"[69.9, 37.5]",69308,31,,,,,-0.573381,,Right Foot,,,,"[119.3, 5.6]",,High Pass,,58.80451,,,,Santiago Cazorla González,11386.0,,,,,,1,From Throw In,Ángel Domingo López Ruano,25984.0,Right Back,70,Villarreal,222,['f8afb1e7-c6b5-4724-a20a-65cebfea8f36'],39,,,,,,,,,,,,,,,,,Villarreal,222,00:31:39.343,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4408,,,,,,,,,,,,,,5661f307-7abe-4677-bfa4-2a430cc9bba0,1462,,"[119.3, 5.6]",69308,31,,,,,3.0901675,,Right Foot,,,,"[105.7, 6.3]",,Ground Pass,,13.618003,,,,Rubén Gracia Calmache,25921.0,,,,,,1,From Throw In,Santiago Cazorla González,11386.0,Right Midfield,70,Villarreal,222,['85310603-93a9-4f56-b8c0-d4d04e7e2af2'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:31:44.876,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.6036,,,,,,,,,,,,,,062e28bd-cf76-4d2a-953c-24c25b094856,1465,,"[105.7, 6.3]",69308,31,,,,,2.1336074,,Right Foot,,,,"[96.3, 21.2]",,Ground Pass,,17.617321,,,,Joan Capdevila Méndez,20134.0,,,,,,1,From Throw In,Rubén Gracia Calmache,25921.0,Left Midfield,70,Villarreal,222,['c9253f12-12d7-4d36-8f00-c5382f331572'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:31:46.880,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.5395,,,,,,,,,,,,,,96167803-d5cf-4f62-95b7-45de6d450345,1467,,"[96.3, 21.2]",69308,31,,,,,0.5404195,,Left Foot,,,,"[104.8, 26.3]",,High Pass,,9.912619,,Incomplete,,Giuseppe Rossi,7141.0,,,,,,1,From Throw In,Joan Capdevila Méndez,20134.0,Left Back,70,Villarreal,222,"['12e84993-7a15-4475-9af0-cea48c92dafa', 'f6385a3f-6db0-47a3-81ba-61807011f947']",48,,,,,,,,,,,,,,,,,Villarreal,222,00:31:48.483,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.9939,,,,,,,,,,,,,,783d7d62-5c51-4bf9-9c67-f769cc8543d5,1470,,"[94.8, 54.0]",69308,31,,,,,2.9732969,,Head,,,,"[74.2, 57.5]",,High Pass,,20.895214,,,,Ángel Domingo López Ruano,25984.0,,,,,Recovery,1,From Throw In,Borja Valero Iglesias,6997.0,Right Defensive Midfield,70,Villarreal,222,['72b7cdbe-d1f8-4c4c-a776-f74205f063b9'],51,,,,,,,,,,,,,,,,,Villarreal,222,00:31:51.219,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4663,,,,,,,,,,,,,,0463f5f5-aaea-443c-b3fa-5a2628418572,1474,,"[76.3, 50.8]",69308,31,,,,,-1.5558721,,Right Foot,,,,"[76.7, 24.0]",,Ground Pass,,26.802984,,Incomplete,,Joan Capdevila Méndez,20134.0,,,,,,1,From Throw In,Ángel Domingo López Ruano,25984.0,Right Back,70,Villarreal,222,"['24a577c1-987d-4205-807e-3884ad0a8c6a', 'da41d8a2-3b16-4d4c-b140-09fa448bff41']",56,,,,,,,,,,,,,,,,,Villarreal,222,00:31:56.809,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.650106,,,,,,,,,,,,,,24a577c1-987d-4205-807e-3884ad0a8c6a,1477,,"[44.3, 57.0]",69308,31,,,,,-1.4226363,,Left Foot,,,,"[45.3, 50.3]",,Ground Pass,,6.7742157,,,,Xavier Hernández Creus,20131.0,,,,,Interception,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,71,Barcelona,217,"['0463f5f5-aaea-443c-b3fa-5a2628418572', '1cdbcf3d-4b4b-4015-aa21-be4018133120']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:31:58.276,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.753641,,,,,,,,,,,,,,bc2e1d0e-11e7-429a-afee-b1d7cad13724,1480,,"[47.0, 50.0]",69308,31,,,,,-1.3134726,,Right Foot,,,,"[50.0, 38.6]",,Ground Pass,,11.78813,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,71,Barcelona,217,['52e8a27a-2b57-4a53-814b-8a76b94de9d2'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:31:59.891,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.9536,,,,,,,,,,,,,,3e316c33-25b2-44da-872b-4373e4ef80ea,1483,,"[50.0, 38.6]",69308,32,,,,,-3.0791738,,Right Foot,,,,"[46.8, 38.4]",,Ground Pass,,3.206244,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,71,Barcelona,217,['a935bf4d-ed56-4190-ad2e-b9dd1a865aa2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:32:00.701,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.588612,,,,,,,,,,,,,,a0092c18-aaba-4b01-877d-5ff57b042ec0,1486,,"[46.8, 38.4]",69308,32,,,,,-0.6166481,,Left Foot,,,,"[78.4, 16.0]",,Ground Pass,,38.733963,,,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,71,Barcelona,217,['7bc03b62-4beb-427d-a90f-0ce4f48bce89'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.734,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.845,,,,,,,,,,,,,,bd3dc199-f9d9-4753-bf48-7ff7eeccedba,1492,,"[7.0, 45.0]",69308,32,,,,,0.83880645,,Left Foot,,,,"[37.1, 78.5]",,Ground Pass,,45.03621,,,,Borja Valero Iglesias,6997.0,,,,,Goal Kick,1,From Goal Kick,Diego López Rodríguez,6768.0,Goalkeeper,72,Villarreal,222,['af123fd6-1c64-4605-bf46-9bee13e2b87a'],17,,,,,,,,,,,,,,,,,Villarreal,222,00:32:17.581,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.6864,,,,,,,,,,,,,,a03e07f1-cdcd-48ff-a651-d8d2213da0bb,1496,,"[44.4, 57.1]",69308,32,,,,,-0.6435011,,Right Foot,,,,"[52.8, 50.8]",,Ground Pass,,10.5,,,,Rubén Gracia Calmache,25921.0,,,,,,1,From Goal Kick,Borja Valero Iglesias,6997.0,Right Defensive Midfield,72,Villarreal,222,['9a0e8e7b-655a-4999-9935-c4c8600006da'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:32:25.121,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.9783,,,,,,,,,,,,,,964c2cb7-7af8-43bc-b092-c69f190200e2,1498,,"[53.0, 50.7]",69308,32,,,,,1.3484476,,Right Foot,,,,"[55.6, 62.2]",,Ground Pass,,11.79025,,,,Santiago Cazorla González,11386.0,,,,,,1,From Goal Kick,Rubén Gracia Calmache,25921.0,Left Midfield,72,Villarreal,222,['5d6345e7-683f-4dc1-a718-faefda1b77e0'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:32:25.808,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.7844,,,,,,,,,,,,,,4f4c3b23-c589-41f7-b314-58d383ef879d,1501,,"[58.9, 62.4]",69308,32,,,,,0.4636476,,Left Foot,,,,"[85.9, 75.9]",,Ground Pass,,30.186918,,,,Nilmar Honorato da Silva,26698.0,,,,,,1,From Goal Kick,Santiago Cazorla González,11386.0,Right Midfield,72,Villarreal,222,['70d7b436-9a7c-4fa0-91d4-64fae53caa0e'],27,,,,,,,,,,,,,,,,,Villarreal,222,00:32:27.600,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.9829,,,,,,,,,,,,,,396036c1-a890-4cd1-8e42-f80b432d1280,1504,,"[85.2, 75.7]",69308,32,,,,,-1.26229,,Left Foot,,,,"[91.0, 57.5]",,Ground Pass,,19.101831,,,,Borja Valero Iglesias,6997.0,,,,,,1,From Goal Kick,Nilmar Honorato da Silva,26698.0,Right Center Forward,72,Villarreal,222,['4c31fde1-ef76-4786-b5c5-bd1b17b3af79'],34,,,,,,,,,,,,,,,,,Villarreal,222,00:32:34.065,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.1413,,,,,,,,,,,,,,c10950ca-b093-46e0-9dd5-0aee8e507080,1507,,"[91.0, 57.5]",69308,32,,,,,0.49963862,,Right Foot,,,,"[115.0, 70.6]",,Ground Pass,,27.342459,,,,Nilmar Honorato da Silva,26698.0,,,,,,1,From Goal Kick,Borja Valero Iglesias,6997.0,Right Defensive Midfield,72,Villarreal,222,['d1671d4a-6d9e-4903-897b-98be9e794ae0'],35,,,,,,,,,,,,,,,,,Villarreal,222,00:32:35.783,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.791,,,,,,,,,,,,,,6b79b9b7-d673-4b21-857d-581bcfd06658,1509,,"[120.2, 70.8]",69308,32,,,,,-1.8670269,,Right Foot,,,,"[107.9, 30.5]",,High Pass,,42.135258,,,,Giuseppe Rossi,7141.0,,True,,,,1,From Goal Kick,Nilmar Honorato da Silva,26698.0,Right Center Forward,72,Villarreal,222,['976234a0-ee95-4a42-8dfe-2dcc5372b593'],38,,,,,,,,,,,,,,,,,Villarreal,222,00:32:38.925,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.574653,,,,,,,,,,,,,,a87c10ee-cdac-436d-8ae3-63d52da82bf7,1512,,"[100.4, 27.1]",69308,32,,,,,0.13158815,,Left Foot,,,True,"[114.0, 28.9]",,High Pass,,13.7186,,,,Santiago Cazorla González,11386.0,,,Through Ball,True,,1,From Goal Kick,Giuseppe Rossi,7141.0,Left Center Forward,72,Villarreal,222,['f43e98c2-3b84-44f9-8ac0-910d7d80c364'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:32:44.557,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.2818,,,,,,,,,,,,,,434bf564-d611-4b13-9aa3-9bacdcf9cb56,1519,,"[120.0, 1.0]",69308,33,,,,,1.6718211,,Right Foot,,,,"[116.3, 37.5]",,High Pass,True,36.687054,,Incomplete,,Mateo Pablo Musacchio,7034.0,,,Inswinging,,Corner,1,From Corner,Santiago Cazorla González,11386.0,Right Midfield,73,Villarreal,222,"['2333b1d1-5c4b-4824-b9a6-d9dfd6684b25', 'b4d76090-dfed-4416-b55b-f83c5c55fca8']",15,,,,,,,,,,,,,,,,,Villarreal,222,00:33:15.919,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.443765,,,,,,,,,,,,,,383d7816-52be-4b5e-a8bd-9031ff544fda,1527,,"[120.0, 80.0]",69308,33,,True,,,-2.7844112,,Right Foot,,,,"[92.4, 69.7]",,Ground Pass,,29.459293,,,,Bruno Soriano Llido,22819.0,,,,,Corner,1,From Corner,Santiago Cazorla González,11386.0,Right Midfield,74,Villarreal,222,['699415a1-486d-4124-819b-9995d550833e'],31,,,,,,,,,,,,,,,,,Villarreal,222,00:33:31.805,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.2173,,,,,,,,,,,,,,fe2b55db-9575-4f17-b12f-25cdd13b8ed5,1529,,"[92.8, 69.7]",69308,33,,,,,-0.9356226,,Right Foot,True,,,"[109.9, 46.5]",,High Pass,,28.821,,Incomplete,,,,,,,,,1,From Corner,Bruno Soriano Llido,22819.0,Left Defensive Midfield,74,Villarreal,222,['d6035875-9bf7-4e28-b2f1-df2c5188da22'],39,,,,,,,,,,,,,,,,,Villarreal,222,00:33:39.445,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4153,,,,,,,,,,,,,,6d9e9ba1-a210-4809-a6ff-92fe20ad23d3,1533,,"[113.0, 24.6]",69308,33,,,,,3.040871,,Right Foot,,,,"[94.2, 26.5]",,Ground Pass,,18.895767,,,,Rubén Gracia Calmache,25921.0,,,,,,1,From Corner,Borja Valero Iglesias,6997.0,Right Defensive Midfield,74,Villarreal,222,['fc1e16e6-4d91-4f2a-9974-a149418d6037'],47,,,,,,,,,,,,,,,,,Villarreal,222,00:33:47.104,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.4769,,,,,,,,,,,,,,7c31fe2d-fbb2-441b-8d60-41749590c6f8,1537,,"[102.2, 22.8]",69308,33,,,,,0.75762755,,Left Foot,,,,"[105.9, 26.3]",,Ground Pass,,5.0931325,,,,Santiago Cazorla González,11386.0,,,,,,1,From Corner,Rubén Gracia Calmache,25921.0,Left Midfield,74,Villarreal,222,['4b1c22d0-ca73-46e3-9fce-7c7a8b29d2e7'],49,,,,,,,,,,,,,,,,,Villarreal,222,00:33:49.893,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.3648,,,,,,,,,,,,,,d4d45451-898e-44dd-9324-79bb0067aec7,1539,,"[105.9, 26.3]",69308,33,,,,,-1.0554237,,Left Foot,,,,"[114.0, 12.0]",,Ground Pass,,16.43472,,,,Joan Capdevila Méndez,20134.0,,,,,,1,From Corner,Santiago Cazorla González,11386.0,Right Midfield,74,Villarreal,222,['8f951699-9dca-4761-add5-90727757655f'],50,,,,,,,,,,,,,,,,,Villarreal,222,00:33:50.370,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.6734,,,,,,,,,,,,,,5642b746-9427-4e59-b504-cff58044d32c,1542,,"[118.7, 16.5]",69308,33,,,,,1.9379702,26c59515-92e5-48e0-b296-162e6189208b,Left Foot,True,True,,"[112.2, 33.4]",,Low Pass,,18.106905,,,,Rubén Gracia Calmache,25921.0,True,,,,,1,From Corner,Joan Capdevila Méndez,20134.0,Left Back,74,Villarreal,222,['4d91b642-0659-410b-a873-c1264cd4aa8a'],54,,,,,,,,,,,,,,,,,Villarreal,222,00:33:54.084,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.658694,,,,,,,,,,,,,,b1464b0c-b33d-4275-b2a9-b4891a25762e,1546,,"[6.0, 44.0]",69308,34,,True,,,-0.25690654,,Right Foot,,,,"[76.8, 25.4]",,High Pass,,73.20246,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,75,Barcelona,217,['cb872727-bdc9-4089-9aa7-b2af9f657a61'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:34:07.451,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.938567,,,,,,,,,,,,,,7fb5a3c8-01e5-4f8a-8320-1fb18831adfc,1548,,"[54.6, 54.2]",69308,34,,,,,-1.5707964,,Right Foot,,,,"[54.6, 43.8]",,Ground Pass,,10.4,,,,Bruno Soriano Llido,22819.0,,,,,,1,Regular Play,Ángel Domingo López Ruano,25984.0,Right Back,76,Villarreal,222,['3eca56ef-b9d3-4c76-a1c9-5708f4a569c1'],12,,,,,,,,,,,,,,,,,Villarreal,222,00:34:12.120,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.1575,,,,,,,,,,,,,,98ebfd56-a21a-4910-8a9c-26c817620c84,1551,,"[58.5, 49.5]",69308,34,,,,,1.3836904,,Left Foot,,,,"[62.4, 70.1]",,Ground Pass,,20.965925,,,,Ángel Domingo López Ruano,25984.0,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Left Defensive Midfield,76,Villarreal,222,['f3ae9dc6-5414-4a2e-b4a7-886e71328f2a'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:34:16.630,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.236506,,,,,,,,,,,,,,a893e82c-9184-4702-9b48-98180d308671,1559,,"[70.8, 78.7]",69308,34,,,,,-2.7198055,,Left Foot,,,,"[63.0, 75.2]",,Ground Pass,,8.549269,,,,Santiago Cazorla González,11386.0,,,,,,1,Regular Play,Ángel Domingo López Ruano,25984.0,Right Back,76,Villarreal,222,"['360f891c-4b01-4f2c-8079-b89453437c97', 'eda1f62c-6d97-4971-8d81-b7495578ab09']",23,,,,,,,,,,,,,,,,,Villarreal,222,00:34:23.081,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.8337,,,,,,,,,,,,,,d78b039f-9c32-4ce3-a578-3f599cbe7863,1562,,"[64.2, 72.4]",69308,34,,,,,-1.1295664,,Left Foot,,,,"[85.5, 27.3]",,High Pass,,49.87685,,Incomplete,,Nilmar Honorato da Silva,26698.0,,True,,,,1,Regular Play,Santiago Cazorla González,11386.0,Right Midfield,76,Villarreal,222,"['406612bf-015a-4534-8fb6-c4424dd3b5f2', 'adf303c5-0aca-4300-b11e-390e8b50999a']",25,,,,,,,,,,,,,,,,,Villarreal,222,00:34:25.794,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.389747,,,,,,,,,,,,,,d9d2f900-5f35-455d-8355-74c977fe8b68,1579,,"[11.9, 53.9]",69308,36,,True,,,-0.58013904,,Keeper Arm,,,,"[29.6, 42.3]",,Ground Pass,,21.162466,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,79,Barcelona,217,['65c1c30a-9cf4-409c-b79d-9b947ba881f9'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:36:15.567,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.171043,,,,,,,,,,,,,,1baaad11-add3-41c8-a12e-8259b1cf2f4c,1582,,"[28.8, 46.8]",69308,36,,,,,1.2406777,,Right Foot,,,,"[38.6, 75.4]",,Ground Pass,,30.232433,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,80,Barcelona,217,['fe8b4267-b59b-46a4-b740-bd1ecde05958'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:36:19.857,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.795249,,,,,,,,,,,,,,04869eb9-9a82-456b-9671-58a6f852a770,1585,,"[38.6, 75.4]",69308,36,,,,,-2.7173982,,Right Foot,,,,"[26.2, 69.8]",,Ground Pass,,13.605881,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,81,Barcelona,217,['122e9521-1a67-459d-b13b-aaed2b2153e4'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:36:21.234,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.062599,,,,,,,,,,,,,,d450dda3-249e-4bc4-bc76-744b3e2b26d8,1588,,"[26.2, 69.8]",69308,36,,,,,-2.305571,,Right Foot,,,,"[8.4, 50.1]",,Ground Pass,,26.550518,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,82,Barcelona,217,['0400cee4-0318-4e0b-beb7-8dc53c5d558a'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:36:23.044,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.466509,,,,,,,,,,,,,,444792ca-bf77-4880-a19d-d71fffe6a9b7,1591,,"[8.4, 38.8]",69308,36,,,,,-1.3347727,,Right Foot,,,,"[14.1, 15.1]",,Ground Pass,,24.375807,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,83,Barcelona,217,['699102b2-31bc-4e23-89d3-ed652e38e81b'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:36:27.468,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.919663,,,,,,,,,,,,,,9225da7a-e4c2-4b16-8eab-13e5269c1645,1594,,"[15.5, 10.2]",69308,36,,,,,0.5033504,,Left Foot,,,,"[38.2, 22.7]",,Ground Pass,,25.91409,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,84,Barcelona,217,['b0956a78-f84d-4ee5-af05-78feb394b742'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:36:31.001,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.1426,,,,,,,,,,,,,,154035c8-2362-4030-b794-62d3835e87f6,1598,,"[56.8, 11.7]",69308,36,,,,,1.9237868,,Right Foot,,,,"[49.8, 30.7]",,Ground Pass,,20.248457,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,85,Barcelona,217,['4feef9d9-6d8e-4752-970b-a07598d2f2f8'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.711,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.397041,,,,,,,,,,,,,,15197398-9b2f-42d7-9212-a8a95f4015b6,1601,,"[49.8, 30.7]",69308,36,,,,,1.8131295,,No Touch,,,,"[47.6, 39.6]",,Ground Pass,,9.167879,True,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,86,Barcelona,217,['a11ae18b-bb63-491d-9632-4862e314728a'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.974,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.096084,,,,,,,,,,,,,,8408d995-ca7c-419a-81b1-294961eea804,1605,,"[47.6, 42.7]",69308,36,,,,,0.9800837,,Right Foot,,,,"[64.7, 68.2]",,Ground Pass,,30.702768,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,87,Barcelona,217,"['c78fef6e-10f0-4cd2-8378-907cb9b38959', 'dda5ed0c-f44f-4002-aaf0-b28848519a13']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:36:40.023,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.902087,,,,,,,,,,,,,,6e49d74c-8cd0-43f8-857d-58365d1c2724,1608,,"[71.5, 70.5]",69308,36,,,,,0.38050637,,Right Foot,,,,"[81.5, 74.5]",,Ground Pass,,10.770329,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,88,Barcelona,217,['de495e8c-f9d7-4ce3-bc63-8b3bf68dbb28'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:36:43.099,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,60aef15f-03d8-454d-a3cd-12efa9ffb322,1612,,"[90.3, 40.5]",69308,36,,,,,0.20018107,,Left Foot,,,,"[97.2, 41.9]",,Ground Pass,,7.0405965,,Pass Offside,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,89,Barcelona,217,['17e464ec-5cba-457f-85b9-c552180eba9b'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:36:48.895,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.343733,,,,,,,,,,,,,,06c8d3ad-ec50-4c9b-b098-74bebcb9002f,1614,,"[26.9, 39.3]",69308,37,,True,,,0.8980415,,Left Foot,,,,"[36.7, 51.6]",,Ground Pass,,15.726728,,,,Bruno Soriano Llido,22819.0,,,,,Free Kick,1,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,90,Villarreal,222,['46a19dee-a26f-4168-96c9-8b8d62170913'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:37:16.175,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.6737,,,,,,,,,,,,,,673083ff-a8bb-4cdf-8442-4b66104c0b9a,1616,,"[40.9, 53.6]",69308,37,,True,,,1.2502046,,Left Foot,,,,"[49.5, 79.5]",,Low Pass,,27.290474,,,,Ángel Domingo López Ruano,25984.0,,,,,,1,From Free Kick,Bruno Soriano Llido,22819.0,Left Defensive Midfield,90,Villarreal,222,['615ac377-cc46-41cc-859b-d9f5ed3908e9'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:37:18.470,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.9308,,,,,,,,,,,,,,d0d2948d-7f4e-4209-8182-d0271c98db50,1620,,"[49.9, 79.5]",69308,37,,,,,-0.05436814,,Right Foot,,,,"[64.6, 78.7]",,Low Pass,,14.721752,,Incomplete,,Nilmar Honorato da Silva,26698.0,,,,,,1,From Free Kick,Ángel Domingo López Ruano,25984.0,Right Back,90,Villarreal,222,"['236deef5-48d4-4111-b731-c618c7731678', '5b01b236-054b-4263-9e1e-79e9b765283d']",21,,,,,,,,,,,,,,,,,Villarreal,222,00:37:21.386,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.6234,,,,,,,,,,,,,,236deef5-48d4-4111-b731-c618c7731678,1622,,"[56.4, 2.3]",69308,37,,,,,0.40401688,,Right Foot,,,,"[70.2, 8.2]",,High Pass,,15.008331,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,90,Villarreal,222,"['6973dd10-8106-4d0a-9440-4439dd81329f', 'd0d2948d-7f4e-4209-8182-d0271c98db50', 'f3085a6f-4718-4dc9-89c9-934d79fea637']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:37:22.317,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.752179,,,,,,,,,,,,,,6973dd10-8106-4d0a-9440-4439dd81329f,1625,,"[50.8, 72.8]",69308,37,,,,True,-0.6459581,,,,,,"[57.3, 67.9]",,Low Pass,,8.140024,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Ángel Domingo López Ruano,25984.0,Right Back,90,Villarreal,222,"['1cbe543d-8029-4e7b-a4c4-5d9f0edbabd3', '236deef5-48d4-4111-b731-c618c7731678', '81d01d32-84dd-4ce3-82dd-8e3868048a66']",23,,,,,,,,,,,,,,,,,Villarreal,222,00:37:23.940,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.119574,,,,,,,,,,,,,,d303b137-e951-40c0-8b7a-678fdfdd112a,1628,,"[63.7, 13.1]",69308,37,,,,,-2.2409184,,Right Foot,,,,"[55.3, 2.5]",,Low Pass,,13.524792,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,91,Barcelona,217,['576302c7-ec48-4184-a7a8-e4306e32a7d5'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:37:25.707,Pass,,2010/2011
