50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.2612,,,,,,,,,,,,,,,,6677447a-8e27-4e56-b717-4bd7fad2ff0b,784,,"[120.0, 80.0]",267343,22,,,,,-1.8510661,,Right Foot,,,"[106.5, 33.1]",,High Pass,48.804302,,True,Neymar da Silva Santos Junior,4320.0,,,True,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,41,Barcelona,217,['a59d8a0f-6a50-4a6d-a150-3e20790548af'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:46.853,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,6.4721,,,,,,,,,,,,,,,,89603a04-6420-4b2b-8c60-57278b833220,788,,"[6.0, 44.0]",267343,23,,True,,,0.4695803,,Right Foot,,,"[66.5, 74.7]",,High Pass,67.8435,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Oier Olazábal Paredes,6692.0,Goalkeeper,42,Granada,1049,['78d9cf84-4b72-456e-8bec-772ae7704771'],19,,,,,,,,,,,,,,,,,,Granada,1049,00:23:19.244,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.855016,,,,,,,,,,,,,,,,4083a0aa-8ba9-4647-8a48-920166b1a9e1,790,,"[64.0, 65.1]",267343,23,,,,,0.2552876,,Right Foot,,,"[102.7, 75.2]",,High Pass,39.99625,,,Alhassane Bangoura,23761.0,,,,,,Recovery,1,From Goal Kick,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,42,Granada,1049,['4382dca5-c2c8-4a29-92d9-385f91f7d499'],27,,,,,,,,,,,,,,,,,,Granada,1049,00:23:27.036,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.979383,,,,,,,,,,,,,,,,09d95446-bb31-40c1-95bb-4ac9abcbdb62,797,,"[110.9, 80.0]",267343,23,,,,,-1.3995917,,,,,"[114.6, 58.6]",,High Pass,21.717505,Incomplete,,Javier Márquez Moreno,24783.0,,,,,,Throw-in,1,From Throw In,Alhassane Bangoura,23761.0,Left Midfield,43,Granada,1049,"['1b5580f5-dcd6-424d-ae6c-86b61d6453a0', '623e7910-ccc3-4311-bd3b-e19f44d213b2']",40,,,,,,,,,,,,,,,,,,Granada,1049,00:23:40.311,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.823023,,,,,,,,,,,,,,,,4a58d5ce-4034-42b1-a092-978667104709,800,,"[120.0, 80.0]",267343,24,,True,,,-2.6614177,,Left Foot,,,"[110.4, 75.0]",,Ground Pass,10.824047,,,Alhassane Bangoura,23761.0,,,,,,Corner,1,From Corner,Javier Márquez Moreno,24783.0,Right Center Forward,44,Granada,1049,['8502cf86-3a48-40d7-ba9c-707ef6c2b56d'],3,,,,,,,,,,,,,,,,,,Granada,1049,00:24:03.688,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.8256,,,,,,,,,,,,,,,,5f80c388-38fb-42db-b300-37cfb3b5e3b1,802,,"[110.4, 75.2]",267343,24,,,,,-1.4355166,,Right Foot,True,,"[115.3, 39.2]",,High Pass,36.331944,Incomplete,,,,,,,,,,1,From Corner,Alhassane Bangoura,23761.0,Left Midfield,44,Granada,1049,['f7c94abc-a867-42af-b3b8-defeed0e1c32'],7,,,,,,,,,,,,,,,,,,Granada,1049,00:24:07.676,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.511989,,,,,,,,,,,,,,,,ea3e90a8-5bcb-4145-9d7d-a32ce3f70bfb,807,,"[7.0, 36.1]",267343,24,,True,,,-0.29345623,,Right Foot,,,"[39.1, 26.4]",,Ground Pass,33.533566,,,Xavier Hernández Creus,20131.0,,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,45,Barcelona,217,['110c5038-023c-45b0-8a8e-f8df47387e43'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.837,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.804916,,,,,,,,,,,,,,,,67d51d2c-18f1-47dc-8fe2-5072e05b5d88,809,,"[39.3, 28.0]",267343,24,,,,,1.2949904,,Right Foot,,,"[48.3, 59.8]",,Ground Pass,33.049053,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,45,Barcelona,217,['33d85ff7-343f-44da-bc83-c57082ba6293'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:32.936,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.450292,,,,,,,,,,,,,,,,a29fd794-0712-444c-ae82-2862a655a639,813,,"[63.3, 59.6]",267343,24,,,,,-1.401018,,Right Foot,,,"[64.5, 52.6]",,Ground Pass,7.1021123,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,45,Barcelona,217,"['6aaa2fcb-fa00-423c-a366-385bee460916', 'be09af02-e484-490a-980e-2a69c80f3d4c']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:39.576,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.3824,,,,,,,,,,,,,,,,4b594ce4-31c1-4794-ab1f-ec8b094d8fa4,816,,"[63.3, 52.2]",267343,24,,,,,-2.9530203,,Left Foot,,,"[50.2, 49.7]",,Ground Pass,13.336416,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,45,Barcelona,217,['37713919-d8e5-484f-86e7-423aef1d5f84'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:41.428,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.910225,,,,,,,,,,,,,,,,91a380bf-1c6a-4bd5-a1f2-6872e7f25258,818,,"[50.2, 49.7]",267343,24,,,,,-1.5337762,,Right Foot,,,"[50.9, 30.8]",,Ground Pass,18.912958,,,Jérémy Mathieu,10609.0,,,,,,,1,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,45,Barcelona,217,['bc2e05e6-7d8e-4689-aeb3-0618afa0a746'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:42.810,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.147126,,,,,,,,,,,,,,,,3c4a722c-5985-4968-b696-e6dbe20db791,821,,"[58.6, 24.5]",267343,24,,,,,-0.825165,,Left Foot,,,"[76.7, 4.9]",,Ground Pass,26.679018,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,45,Barcelona,217,['e00e1df3-8015-451b-8416-d9de4acae539'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:46.354,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,4.0645,,,,,,,,,,,,,,,,42b3354a-129b-41b7-b67c-12828bcdc01e,824,,"[72.1, 13.8]",267343,24,,,,,0.2697066,2bd46a7b-b977-4273-827f-87b621539afd,Right Foot,,,"[113.7, 25.3]",,High Pass,43.160282,,,Luis Alberto Suárez Díaz,5246.0,True,,,Through Ball,True,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,45,Barcelona,217,['1998a5c4-9d5f-4808-94f3-5f10216031ea'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:49.959,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.447522,,,,,,,,,,,,,,,,13b6e99f-53a7-4088-b5eb-cc0a013c2f19,834,,"[60.0, 40.0]",267343,25,,True,,,-2.0344439,,Right Foot,,,"[59.2, 38.4]",,Ground Pass,1.7888544,,,Jhon Andrés Córdoba Copete,8817.0,,,,,,Kick Off,1,From Kick Off,Javier Márquez Moreno,24783.0,Right Center Forward,46,Granada,1049,['b11ad20b-919c-4973-b5a1-70498989153a'],57,,,,,,,,,,,,,,,,,,Granada,1049,00:25:57.412,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.110088,,,,,,,,,,,,,,,,7a188286-ec54-4b34-b931-ad3ba2499774,836,,"[59.2, 38.4]",267343,25,,True,,,2.830741,,Left Foot,,,"[37.1, 45.5]",,Ground Pass,23.212496,,,Juan Torres Ruiz,6861.0,,,,,,,1,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Left Center Forward,46,Granada,1049,['cabf5ef0-f91b-4700-8c98-c94ede99e435'],59,,,,,,,,,,,,,,,,,,Granada,1049,00:25:59.254,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,5.759032,,,,,,,,,,,,,,,,2f7d918c-182e-40e4-b2c5-a5aeb06426e3,838,,"[37.1, 45.5]",267343,26,,True,,,-0.7145358,,Right Foot,,,"[88.4, 1.0]",,High Pass,67.91126,Out,,,,,,True,,,,1,From Kick Off,Juan Torres Ruiz,6861.0,Right Center Back,46,Granada,1049,,1,,,,,,,,,,,,,,,,,,Granada,1049,00:26:01.822,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.896,,,,,,,,,,,,,,,,33b0d91d-3b61-4eff-9e8c-eee14c6861f5,839,,"[28.6, 80.0]",267343,26,,,,,-0.93804747,,,,,"[31.9, 75.5]",,Low Pass,5.5803227,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,47,Barcelona,217,['e3da83e4-324f-4202-9bbc-cc901b91fb4d'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:12.124,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0549,,,,,,,,,,,,,,,,07bdca9a-c927-41df-a19f-e55c09341851,841,,"[31.9, 75.5]",267343,26,,,,,2.8130395,,Other,,,"[27.5, 77.0]",,Low Pass,4.648656,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,47,Barcelona,217,['002e08e2-f984-4ec2-bbdc-5cacd83368ce'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:13.020,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.5423,,,,,,,,,,,,,,,,8f38da0e-d796-479b-9633-034d8eb9dea4,844,,"[27.5, 77.0]",267343,26,,,,,-1.3054643,,Left Foot,,,"[30.0, 67.8]",,Low Pass,9.533625,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,47,Barcelona,217,['5667147f-c05c-49e6-bea5-e4452c3edf6b'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:14.115,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.2203,,,,,,,,,,,,,,,,1babf53c-fb31-4ea0-b86c-4c14582c57ab,848,,"[32.8, 67.3]",267343,26,,,,,-0.025745383,,Right Foot,,,"[56.1, 66.7]",,Ground Pass,23.307724,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,47,Barcelona,217,"['346bfaab-a448-422f-a80a-abc40427cfab', 'de453091-b2c0-4aca-af63-4fa6af313791', 'f92ad7a2-352a-4e6d-8d9c-ec04ecfb7494']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:16.043,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.941997,,,,,,,,,,,,,,,,b51e431a-524a-4c6f-9a65-5604965d58c1,852,,"[69.0, 15.1]",267343,26,,,,,0.042080406,,Right Foot,,,"[78.5, 15.5]",,Low Pass,9.508417,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Right Center Back,48,Granada,1049,['84a7c359-0d89-41e6-ac68-ccf935cfcbd3'],17,,,,,,,,,,,,,,,,,,Granada,1049,00:26:17.975,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.174044,,,,,,,,,,,,,,,,1beeff93-0414-46fc-b913-044b83dc3abc,858,,"[78.7, 16.7]",267343,26,,,,,0.8790461,,Left Foot,,,"[111.5, 56.3]",,High Pass,51.41984,,,Jean-Sylvain Claude Babin,4498.0,,,,,,Free Kick,1,From Free Kick,Javier Márquez Moreno,24783.0,Right Center Forward,49,Granada,1049,['572250c4-fb1b-4527-a8ad-52cd1fc0eda5'],57,,,,,,,,,,,,,,,,,,Granada,1049,00:26:57.669,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.9367,,,,,,,,,,,,,,,,9b61c78c-8c9b-4bd1-bc41-4430b4d4664e,860,,"[111.5, 56.3]",267343,26,,,,,-1.3529358,,Head,True,,"[114.4, 43.2]",,High Pass,13.417153,Incomplete,,,,,,,,,,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Left Center Back,49,Granada,1049,['23257555-81b5-426d-863b-53c4b723e9c5'],59,,,,,,,,,,,,,,,,,,Granada,1049,00:26:59.883,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.763389,,,,,,,,,,,,,,,,d38a392d-dc27-4bfa-93ad-97e2f9f72b41,866,,"[7.0, 44.1]",267343,27,,True,,,0.7124285,,Right Foot,,,"[43.7, 75.8]",,High Pass,48.495155,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,50,Barcelona,217,['21c8771a-80e5-477d-b6dc-e6c28da397b4'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:11.486,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.761597,,,,,,,,,,,,,,,,6eab112f-1bb5-4cc0-938d-5aab340dc8ac,869,,"[41.8, 76.2]",267343,27,,,,,-2.107707,,Left Foot,,,"[36.8, 67.8]",,Ground Pass,9.775479,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,50,Barcelona,217,"['1865e6bd-b83b-455b-b00c-d2bfb8180c7f', '432453c6-62ad-4fa8-8cd2-8d2d7a86821b']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:15.392,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.774228,,,,,,,,,,,,,,,,2f282857-1b37-4023-8b8e-958feae6da52,873,,"[36.8, 70.9]",267343,27,,,,,1.8466022,,Right Foot,,,"[35.3, 76.2]",,Ground Pass,5.508176,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,50,Barcelona,217,['cb012fc9-89d9-4035-bb41-422a373bc105'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:17.446,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.6606,,,,,,,,,,,,,,,,14dcf606-b360-441c-a79b-0e8e1b9f52d2,877,,"[36.6, 55.4]",267343,27,,,,,-0.017113244,,Left Foot,,,"[77.5, 54.7]",,High Pass,40.90599,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,50,Barcelona,217,"['cda49914-48a7-48bb-b259-823e1cc6fef3', 'cf719bee-76e5-4043-abfa-1f4e49d7a4e1']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:22.394,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.06554,,,,,,,,,,,,,,,,cf719bee-76e5-4043-abfa-1f4e49d7a4e1,879,,"[42.6, 25.4]",267343,27,,,,,0.15320182,,Head,,,"[56.2, 27.5]",,High Pass,13.761177,,,Francisco Manuel Rico Castro,25707.0,,,,,,Interception,1,Regular Play,Juan Torres Ruiz,6861.0,Right Center Back,51,Granada,1049,"['14dcf606-b360-441c-a79b-0e8e1b9f52d2', 'c57c117e-60da-4005-871e-8802f3fb4f61']",25,,,,,,,,,,,,,,,,,,Granada,1049,00:27:25.055,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.682514,,,,,,,,,,,,,,,,fc2b4d2b-4e7e-4a05-8dd9-12bd1d9584cb,883,,"[55.4, 28.3]",267343,27,,,,,-1.7331479,,Left Foot,,,"[53.5, 16.7]",,Ground Pass,11.754574,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,51,Granada,1049,['f14e830f-cdbe-41f8-a8f5-6de6a2289ff0'],28,,,,,,,,,,,,,,,,,,Granada,1049,00:27:28.532,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.777612,,,,,,,,,,,,,,,,27300509-3140-41cc-9e74-01fcc33c1b7a,896,,"[91.7, 3.7]",267343,27,,,,,-0.052860763,,Right Foot,,,"[110.6, 2.7]",,Low Pass,18.926437,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Alhassane Bangoura,23761.0,Left Midfield,51,Granada,1049,['09ee54e2-6eb5-4fcd-8783-178ef5271bcf'],39,,,,,,,,,,,,,,,,,,Granada,1049,00:27:39.235,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.644427,,,,,,,,,,,,,,,,8275eade-75fd-4fad-97d8-38c0db679139,902,,"[120.0, 0.1]",267343,28,,,,,2.4797006,,Right Foot,,,"[103.7, 12.8]",,Ground Pass,20.663494,,,Javier Márquez Moreno,24783.0,,,,,,Corner,1,From Corner,Alhassane Bangoura,23761.0,Left Midfield,52,Granada,1049,['18c2b516-2fe5-4e81-b1b3-1e7f779c8a04'],5,,,,,,,,,,,,,,,,,,Granada,1049,00:28:05.957,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.313608,,,,,,,,,,,,,,,,1f47ee82-ef0c-469f-9936-e4dcca46675a,905,,"[107.3, 9.8]",267343,28,,,,,1.5707964,,Left Foot,,,"[107.3, 12.8]",,High Pass,3.0,Incomplete,,,,,,,,,,1,From Corner,Javier Márquez Moreno,24783.0,Right Center Forward,52,Granada,1049,['d3879099-c6db-46fb-a62d-f5b24e21d5f6'],9,,,,,,,,,,,,,,,,,,Granada,1049,00:28:09.060,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.8516,,,,,,,,,,,,,,,,59a38451-2088-430d-8be7-569b08493522,909,,"[2.3, 59.8]",267343,28,,,,,0.005115045,,Right Foot,,,"[41.4, 60.0]",,High Pass,39.10051,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,53,Barcelona,217,['77cadc6e-f702-4385-b43e-d737f1a53c91'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:13.365,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.9539,,,,,,,,,,,,,,,,a46a99c3-b66c-48b2-af22-4f99676dfe4e,912,,"[35.3, 62.9]",267343,28,,,,,-2.0499067,,Left Foot,,,"[31.3, 55.2]",,Low Pass,8.676981,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,53,Barcelona,217,['2669252f-d244-4e29-a04a-924fbbcf5a4a'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:16.453,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.828801,,,,,,,,,,,,,,,,9de7fa94-a282-4fd9-999e-0eef637dc116,919,,"[41.8, 61.7]",267343,28,,,,,0.0,,Right Foot,,,"[78.6, 61.7]",,High Pass,36.8,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,53,Barcelona,217,"['56b12cb3-cb77-4149-8ee8-17460b0997b7', 'ef187e4f-80d7-4fe1-a6dd-781543e0d282']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:20.361,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.468299,,,,,,,,,,,,,,,,ef187e4f-80d7-4fe1-a6dd-781543e0d282,921,,"[41.5, 18.4]",267343,28,,,,,2.6657505,,Right Foot,,,"[8.9, 35.2]",,Low Pass,36.67424,,,Oier Olazábal Paredes,6692.0,,,,,,Recovery,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,54,Granada,1049,"['20d9785f-4716-43c9-933a-db4fd4a17926', '9de7fa94-a282-4fd9-999e-0eef637dc116']",23,,,,,,,,,,,,,,,,,,Granada,1049,00:28:23.190,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.9567,,,,,,,,,,,,,,,,b5aaf2c4-5824-469e-950a-535d37feb4ee,925,,"[12.7, 30.2]",267343,28,,,,,-0.100436114,,Left Foot,,,"[77.2, 23.7]",,High Pass,64.82669,Incomplete,,,,,,,,,,1,Regular Play,Oier Olazábal Paredes,6692.0,Goalkeeper,54,Granada,1049,['e9bdb8ed-f61f-4559-9882-e9d1d94fa9dc'],28,,,,,,,,,,,,,,,,,,Granada,1049,00:28:28.686,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.2478,,,,,,,,,,,,,,,,e9bdb8ed-f61f-4559-9882-e9d1d94fa9dc,926,,"[42.9, 56.4]",267343,28,,,,,0.10451291,,Head,,,"[57.2, 57.9]",,High Pass,14.378456,Incomplete,,,,,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,54,Granada,1049,"['04d62cf6-2fcc-4d21-9fb3-67b0e41db112', 'b5aaf2c4-5824-469e-950a-535d37feb4ee']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:31.643,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.149807,,,,,,,,,,,,,,,,a954f073-bb01-49f9-8ae6-34249ce84f9f,929,,"[64.6, 18.0]",267343,28,,,,,-0.65326124,,Right Foot,,,"[82.5, 4.3]",,Low Pass,22.541073,,,Alhassane Bangoura,23761.0,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,54,Granada,1049,['352e2d20-7bfd-4b62-8934-d208f000e1b5'],34,,,,,,,,,,,,,,,,,,Granada,1049,00:28:34.037,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.216552,,,,,,,,,,,,,,,,8d717972-799d-4001-984d-237cf041af5e,933,,"[98.7, 20.5]",267343,28,,,,,-0.8721365,,Right Foot,,,"[105.0, 13.0]",,Ground Pass,9.794897,,,Francisco Manuel Rico Castro,25707.0,,,,,,,1,Regular Play,Alhassane Bangoura,23761.0,Left Midfield,54,Granada,1049,['7855f51a-1b37-49ec-9429-cfc9198f2118'],42,,,,,,,,,,,,,,,,,,Granada,1049,00:28:42.236,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.832181,,,,,,,,,,,,,,,,91f24055-8310-4654-80a6-eb5220fb127a,937,,"[105.2, 13.8]",267343,28,,,,,1.3234423,,Right Foot,True,,"[110.2, 33.6]",,High Pass,20.421556,Incomplete,,,,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,54,Granada,1049,['7a4e1dfe-4da7-48bb-957d-143519d5b8f0'],44,,,,,,,,,,,,,,,,,,Granada,1049,00:28:44.259,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.999349,,,,,,,,,,,,,,,,da65d003-070e-422e-bf9e-0b3e3fa05ec8,940,,"[84.4, 12.5]",267343,28,,,,,-0.9312091,,Left Foot,,,"[90.5, 4.3]",,Low Pass,10.220078,,,Francisco Manuel Rico Castro,25707.0,,,,,,Recovery,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,54,Granada,1049,"['d1f7758c-e6ea-4fff-b59b-706398f1f396', 'd672d8a1-41d2-4fbb-8c86-2edc8f841b50']",48,,,,,,,,,,,,,,,,,,Granada,1049,00:28:48.444,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.400024,,,,,,,,,,,,,,,,27ae9cc0-d4e1-4fbe-8cac-61221002f5f7,943,,"[89.8, 5.2]",267343,28,,,,,2.5220392,,Right Foot,,,"[76.2, 14.9]",,Ground Pass,16.70479,,,Dimitri Foulquier,4546.0,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,54,Granada,1049,['3b3a95f0-3bd1-4979-bb9f-f01c55f36f3e'],51,,,,,,,,,,,,,,,,,,Granada,1049,00:28:51.638,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.72687,,,,,,,,,,,,,,,,adffb55a-291b-4966-897c-4b4312c5b2ac,946,,"[83.7, 30.8]",267343,28,,,,,-0.07286348,,Right Foot,,,"[97.4, 29.8]",,Ground Pass,13.736448,,,Jhon Andrés Córdoba Copete,8817.0,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Left Back,54,Granada,1049,['42206e05-7191-4907-b681-977e3a7731ae'],56,,,,,,,,,,,,,,,,,,Granada,1049,00:28:56.166,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.760971,,,,,,,,,,,,,,,,ccf36c1d-4de1-4a12-b14d-945987f6eff1,950,,"[92.6, 31.7]",267343,28,,,,,1.6916991,,Right Foot,,,"[91.3, 42.4]",,Ground Pass,10.778683,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Jhon Andrés Córdoba Copete,8817.0,Left Center Forward,54,Granada,1049,"['48ecb7d8-8d36-43b4-a08a-fa4d8bff540e', 'f8b9cdff-af95-4130-9946-caf2fcb41b14']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:28:58.908,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.950061,,,,,,,,,,,,,,,,945c02fc-7b0e-46aa-bc2d-4f4bd17d1a9a,954,,"[90.3, 34.8]",267343,29,,,,,-0.80513245,,Left Foot,,,"[105.2, 19.3]",,High Pass,21.500233,,,Alhassane Bangoura,23761.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Right Center Forward,54,Granada,1049,['bb5e8d98-76ec-46f3-9524-1d74610d5923'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:29:01.288,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.593819,,,,,,,,,,,,,,,,df2fa35e-200d-45f5-b4eb-b20ac3dcc5a2,960,,"[3.4, 54.1]",267343,29,,,,,1.1341692,,Right Foot,,,"[9.7, 67.6]",,Low Pass,14.897651,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,1,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,54,Granada,1049,['28115e23-fbc1-4e8b-b032-695fc9706fc6'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:11.125,Pass,,2014/2015
