50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,"[53.1, 70.8]",,,,,,,,,,,,1.128846,,,,,,,,,,,,,,,,5625426a-d37c-468c-a3be-cb1829c02d87,1134,,"[52.0, 69.3]",267343,33,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,62,Granada,1049,"['2e6a4e91-ebca-4035-95dd-ed005eaf5602', '63f8248f-2da4-43ad-aa8b-2c6943519837']",56,,,,,,,,,,,,,,,,,,Granada,1049,00:33:56.706,Carry,,2014/2015
,,,,,,"[64.4, 75.8]",,,,,,,,,,,,0.724254,,,,,,,,,,,,,,,,74978eb1-1109-41c5-b8b2-bec8430031ff,1137,,"[63.2, 74.7]",267343,33,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Robert Ibáñez Castro,18721.0,Right Midfield,62,Granada,1049,"['2a83f248-b5fd-4c14-847f-2057986b53c4', 'a9d6ab3e-9633-4ccc-9276-9bc6bf21631c']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:33:58.538,Carry,,2014/2015
,,,,,,"[95.3, 71.8]",,,,,,,,,,,,1.042275,,,,,,,,,,,,,,,,c942a6b7-e87b-4373-974a-a532be8bd77c,1143,,"[93.0, 72.9]",267343,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jhon Andrés Córdoba Copete,8817.0,Left Center Forward,63,Granada,1049,"['2ea799f5-6a91-4cba-9504-19f64599da11', '66a50ac6-20f8-46e8-b9a8-751176ba35cf', 'b9f5cfe2-12ba-485d-b579-1e950a422a9d']",18,,,,,,,,,,,,,,,,,,Granada,1049,00:34:18.293,Carry,True,2014/2015
,,,,,,"[110.6, 75.6]",,,,,,,,,,,,0.64957,,,,,,,,,,,,,,,,2e0ebddd-35b6-4bb0-81b5-d1cdc8cbfe5c,1149,,"[110.2, 76.4]",267343,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Ibáñez Castro,18721.0,Right Midfield,64,Granada,1049,"['037c065b-2efd-481d-bb5f-c346bdd2d016', 'f7784561-dc04-4832-acca-4ea794fecacc']",45,,,,,,,,,,,,,,,,,,Granada,1049,00:34:45.690,Carry,,2014/2015
,,,,,,"[101.0, 74.7]",,,,,,,,,,,,1.461883,,,,,,,,,,,,,,,,0eef3fd5-6445-4beb-8128-6030934d3fc7,1152,,"[103.3, 75.2]",267343,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Allan Romeo Nyom,3991.0,Right Back,64,Granada,1049,"['0289cde4-12d4-491e-93bc-0c3146158987', 'e1513d86-d419-4261-89c5-1892ddb40e2b', 'fef6c295-e9b8-4516-97dc-0aba6e5016d5']",47,,,,,,,,,,,,,,,,,,Granada,1049,00:34:47.276,Carry,True,2014/2015
,,,,,,"[96.1, 76.6]",,,,,,,,,,,,2.590472,,,,,,,,,,,,,,,,d78202ae-485f-4e93-a576-4c3d61f9003e,1156,,"[93.8, 72.2]",267343,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,64,Granada,1049,"['3d68e77b-7859-45a1-9b1a-c51e8bf9d02f', 'b1329e87-f6e1-44b7-aa84-14cbba217a93', 'f4677037-848a-4eeb-8410-eb88456de16d']",49,,,,,,,,,,,,,,,,,,Granada,1049,00:34:49.598,Carry,True,2014/2015
,,,,,,"[55.7, 22.8]",,,,,,,,,,,,1.057817,,,,,,,,,,,,,,,,63a679f6-1408-45f7-a89f-3daabf80fd93,1168,,"[51.3, 12.3]",267343,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,66,Barcelona,217,"['40cab556-79ab-4e44-a0dc-f959aec1be13', 'e3c57c30-b10a-47a5-9795-3c105307e287']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.064,Carry,,2014/2015
,,,,,,"[59.9, 38.1]",,,,,,,,,,,,0.755431,,,,,,,,,,,,,,,,63c429c2-2d8c-40ce-8fb8-40072804a330,1171,,"[55.7, 37.7]",267343,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,66,Barcelona,217,"['5cf51398-cab4-49d8-a106-8048faea7fef', '9f54b1a8-cc50-4336-b13b-d60d75c98910', 'e7169559-bcf8-42c6-bf95-5caf811345af']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:20.250,Carry,True,2014/2015
,,,,,,"[72.3, 51.8]",,,,,,,,,,,,2.303934,,,,,,,,,,,,,,,,0dfe6ea7-2df8-4a15-8eae-f7a4e6b75505,1175,,"[62.8, 53.3]",267343,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,66,Barcelona,217,"['3791584f-a7f8-4c38-8943-bc35a2ab9bc9', 'e3870579-6c4b-43f2-bfc9-b4ef022c3f7e']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:22.333,Carry,,2014/2015
,,,,,,"[103.0, 68.2]",,,,,,,,,,,,1.441558,,,,,,,,,,,,,,,,099d3509-ace0-4518-a446-55e34f398279,1178,,"[97.9, 66.7]",267343,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,66,Barcelona,217,"['4863daae-ea6d-4b8c-914c-c6440e9eced1', 'bb07aadf-51ed-4580-be2b-92250bd89138']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:26.910,Carry,,2014/2015
,,,,,,"[106.7, 48.0]",,,,,,,,,,,,0.785199,,,,,,,,,,,,,,,,23206750-6d24-4516-8093-9f82543a3f33,1181,,"[104.9, 49.3]",267343,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,66,Barcelona,217,"['66cd94be-4207-445d-89af-f6d2c6fd5d02', 'd21fbb24-bee6-4eaa-a718-38107ec6d41c', 'f92b0669-89c8-4d40-821e-d1c11518179e']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:29.240,Carry,True,2014/2015
,,,,,,"[58.1, 66.1]",,,,,,,,,,,,0.982446,,,,,,,,,,,,,,,,9eed1e74-df99-4ff8-9c76-a2eb4aa4b877,1190,,"[58.1, 65.3]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Rolando Iturra Urrutia,6743.0,Right Defensive Midfield,67,Granada,1049,"['76c1e099-dfa1-405e-8223-d0922eb73d1c', 'f4ba9ab4-6975-4d22-bc41-b610ba6b84cf']",0,,,,,,,,,,,,,,,,,,Granada,1049,00:36:00.064,Carry,,2014/2015
,,,,,,"[106.7, 52.7]",,,,,,,,,,,,1.336552,,,,,,,,,,,,,,,,fae7cc35-eb6e-4e3d-9ff3-056826309724,1194,,"[105.4, 57.5]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jhon Andrés Córdoba Copete,8817.0,Left Center Forward,67,Granada,1049,"['0d5b8124-1e74-4a9d-a369-d3d6b8ebc7e0', '1e3977b4-815b-4758-b909-4be592f14823', 'ee231992-5f61-40cb-b8a3-d615b49d9e72']",5,,,,,,,,,,,,,,,,,,Granada,1049,00:36:05.874,Carry,True,2014/2015
,,,,,,"[64.9, 17.3]",,,,,,,,,,,,3.611328,,,,,,,,,,,,,,,,8dd037b7-cdeb-4440-868e-ac3896769005,1204,,"[48.5, 16.7]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,68,Barcelona,217,"['1045e598-5897-4447-aed0-8c9d4687a8e3', 'd511c248-77b4-4ea2-9866-27c09fb0cb94']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:38.301,Carry,,2014/2015
,,,,,,"[56.0, 33.3]",,,,,,,,,,,,1.152524,,,,,,,,,,,,,,,,c7b97f18-0c13-4a5d-a99a-c87ba031acb1,1211,,"[57.7, 35.2]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Right Center Forward,69,Granada,1049,"['5128620f-a8c9-4a1b-8ba1-ebbb804d8a62', '7a45b48e-b7fd-43e2-b19d-e0be8dbed346', 'e528b83a-5807-4e34-a87a-487f642cc013']",46,,,,,,,,,,,,,,,,,,Granada,1049,00:36:46.572,Carry,True,2014/2015
,,,,,,"[50.1, 28.3]",,,,,,,,,,,,0.349054,,,,,,,,,,,,,,,,5f19ec67-5f47-4d3d-93ae-8f00b9688081,1215,,"[50.1, 28.3]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Left Defensive Midfield,69,Granada,1049,"['1dc5ff07-5739-4468-a18e-e29fff02c6ac', 'c98bd9da-f9df-42e7-af59-b8ee4af62d4b']",48,,,,,,,,,,,,,,,,,,Granada,1049,00:36:48.461,Carry,,2014/2015
,,,,,,"[97.8, 7.3]",,,,,,,,,,,,4.162833,,,,,,,,,,,,,,,,a1f2aac3-3453-486f-b0bd-dd7ebe1b9b9c,1218,,"[65.0, 9.4]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Left Back,69,Granada,1049,"['ad58f0fd-5a75-4343-b383-a6266ef89504', 'b883b14f-e1bd-45eb-be44-2c78e9db4822']",50,,,,,,,,,,,,,,,,,,Granada,1049,00:36:50.938,Carry,,2014/2015
,,,,,,"[113.8, 18.4]",,,,,,,,,,,,1.499,,,,,,,,,,,,,,,,e44b847a-cdcc-4540-9fe0-6a19633b9368,1222,,"[106.7, 16.3]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alhassane Bangoura,23761.0,Left Midfield,69,Granada,1049,"['1d0bbd96-a87e-47ff-9e07-bf76fdc4d377', 'b295e55f-c46f-49e9-b61c-be17eb502f6b', 'bb1deb89-14b5-4ec4-b062-82f5002e2bda']",55,,,,,,,,,,,,,,,,,,Granada,1049,00:36:55.855,Carry,True,2014/2015
,,,,,,"[111.1, 21.4]",,,,,,,,,,,,0.0504,,,,,,,,,,,,,,,,bb837af8-7d08-433e-a703-fa98b6a4afd3,1227,,"[111.1, 21.4]",267343,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Left Back,69,Granada,1049,"['1165584c-94bb-4b4e-9289-b403f332cebd', '9ef61b7e-507a-4319-9c3a-13b75ebf0fd8']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:36:58.851,Carry,,2014/2015
,,,,,,"[15.4, 75.0]",,,,,,,,,,,,2.311555,,,,,,,,,,,,,,,,c075daa9-e03d-4cf0-9715-2655f65695f6,1239,,"[20.5, 57.3]",267343,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Torres Ruiz,6861.0,Right Center Back,70,Barcelona,217,"['833c8827-67af-4f3e-ae5d-de071879e2ae', 'a0fc3eea-c1bc-4ad0-884c-dcd461ed2535', 'ce2ab910-a1b9-40fb-91ea-ea399c9bcf46']",49,,,,,,,,,,,,,,,,,,Granada,1049,00:37:49.222,Carry,True,2014/2015
,,,,,,"[50.2, 27.0]",,,,,,,,,,,,6.2136,,,,,,,,,,,,,,,,e4940c5b-7ee7-4bf5-bbb4-efb2c0108660,1244,,"[35.5, 17.1]",267343,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,70,Barcelona,217,"['3054bdff-edcf-4de8-b9da-6ddc1e5f9cfc', '9ad7157b-9a18-4635-acb2-758eb2ad3b1d']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:56.666,Carry,,2014/2015
,,,,,,"[92.5, 29.1]",,,,,,,,,,,,5.915623,,,,,,,,,,,,,,,,0293d0c1-cf22-4163-bdfc-cd559beb5b0b,1247,,"[74.0, 4.5]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,70,Barcelona,217,"['6cd1d640-4658-4205-88f9-d799a80ec329', '70f7326e-69e0-4017-b8aa-cbf71d9f3562']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:04.397,Carry,,2014/2015
,,,,,,"[89.5, 53.7]",,,,,,,,,,,,1.007584,,,,,,,,,,,,,,,,122c521b-d52d-4600-ab70-6d078bfaf9fe,1250,,"[87.2, 51.0]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,"['64c6a854-5e8c-4bf4-b936-ee220e365e84', 'f5f79803-dd66-4251-a93a-8add74d41b1d']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:12.086,Carry,,2014/2015
,,,,,,"[108.0, 55.8]",,,,,,,,,,,,2.909413,,,,,,,,,,,,,,,,7d8dc139-6a75-41b8-aafa-2a787031d764,1253,,"[98.3, 58.3]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['25c1d4f6-c1f1-48fa-97f1-6dba4437f331', '5e8b2f56-0e51-4a6c-a89e-781cf3dd0a0c', 'aab258b9-31ce-4091-80bc-6adf4d0d77d8']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:14.027,Carry,True,2014/2015
,,,,,,"[110.5, 56.2]",,,,,,,,,,,,0.949586,,,,,,,,,,,,,,,,2b457e8e-b5aa-4ede-b1b4-557d417821bc,1257,,"[108.0, 55.8]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['29101a84-5665-4908-8cc2-8e769cdc7480', '397cde30-3544-4df7-906a-760db1b32831', '884f9daf-d357-4ad5-b182-e58fad077804', 'aab258b9-31ce-4091-80bc-6adf4d0d77d8']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:16.936,Carry,True,2014/2015
,,,,,,"[109.1, 57.7]",,,,,,,,,,,,2.455314,,,,,,,,,,,,,,,,f31ec016-b65c-4e47-8e7a-de8c61b9ec0d,1261,,"[110.5, 56.2]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['397cde30-3544-4df7-906a-760db1b32831', '72354f2d-adf3-43bd-801d-db4b98c73722', 'bf382417-778b-42f4-b689-519a15f32e40', 'e39e32e8-db45-4140-b4aa-03a5a670f2fa']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:17.886,Carry,True,2014/2015
,,,,,,"[101.1, 52.8]",,,,,,,,,,,,0.954298,,,,,,,,,,,,,,,,1bc8f6c0-955f-4300-b283-5d842c516e90,1265,,"[100.0, 54.7]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,"['266cc381-42a8-46f3-aba9-cf675c9fcf7e', '9ca9c151-fe29-4e03-aac1-955525926906', 'fc572dde-9f2c-4fe7-8787-82df3e61305e']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:21.244,Carry,True,2014/2015
,,,,,,"[15.0, 34.4]",,,,,,,,,,,,0.83895,,,,,,,,,,,,,,,,08b47170-404c-4742-a679-85767bd85d2d,1271,,"[15.0, 34.4]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Torres Ruiz,6861.0,Right Center Back,70,Barcelona,217,"['37d8626e-df3e-4b9f-866b-b5cf853c38a9', '6aad24ba-af52-4405-91b8-81fce61ce100']",23,,,,,,,,,,,,,,,,,,Granada,1049,00:38:23.537,Carry,,2014/2015
,,,,,,"[66.0, 52.0]",,,,,,,,,,,,0.461,,,,,,,,,,,,,,,,36c8a942-382c-459d-b4a3-18cd50185249,1274,,"[66.2, 52.0]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,70,Barcelona,217,"['52b7f4f6-b838-4b53-8b6e-5238760edc06', 'a3f9454e-0cbb-4c35-92bf-81d4ab16fd43', 'e56a06e5-9144-4425-aa82-e25ddb13ba6c']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:27.555,Carry,True,2014/2015
,,,,,,"[70.6, 44.0]",,,,,,,,,,,,0.747874,,,,,,,,,,,,,,,,69c48113-c849-4434-b277-ee99802e0176,1278,,"[72.3, 43.8]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,70,Barcelona,217,"['5b356307-7e99-4f03-9baf-d088f0f05e35', '5d43f167-0aed-457c-9ec0-24ea85b429c2']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:28.573,Carry,,2014/2015
,,,,,,"[56.7, 27.8]",,,,,,,,,,,,1.152042,,,,,,,,,,,,,,,,6119001d-70d4-4774-99e2-e265b0d629b4,1281,,"[56.7, 28.9]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,70,Barcelona,217,"['74210eec-c2db-4780-9d2d-9d5618f99494', '90f1a13a-4137-4ede-94bc-73c6efdb5c1e']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:31.051,Carry,,2014/2015
,,,,,,"[68.1, 16.9]",,,,,,,,,,,,3.841051,,,,,,,,,,,,,,,,a4ba5ed7-02b3-4562-afd5-17daab639d71,1284,,"[63.7, 7.9]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,70,Barcelona,217,"['34811282-bd72-49d6-82b8-5d3340e888a6', '3948b3fe-a1b6-481c-b34d-0de528d3615a', 'b5ef31c8-fdc0-4d23-a111-7f9ac1e94f95']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:33.889,Carry,True,2014/2015
,,,,,,"[65.1, 39.0]",,,,,,,,,,,,1.299401,,,,,,,,,,,,,,,,5f5a96c4-ff2b-4955-b5df-579d3d650212,1288,,"[64.3, 33.7]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,70,Barcelona,217,"['71622f46-a20d-44e5-a784-5f4faad76dc9', '7e97a0a5-ab8e-4546-b382-577d1b177bad']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:39.031,Carry,,2014/2015
,,,,,,"[79.4, 62.9]",,,,,,,,,,,,0.856886,,,,,,,,,,,,,,,,f28fb154-cf84-4b63-8fe0-15b9dafae956,1297,,"[79.4, 62.9]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,"['915c4f56-7f51-4a83-9c49-93373becd1a7', 'bbaa2c8f-3cbc-4933-9f5a-ac890cda0321']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:48.110,Carry,,2014/2015
,,,,,,"[83.0, 61.5]",,,,,,,,,,,,0.966709,,,,,,,,,,,,,,,,893097c7-387c-4629-b344-0cbd882f52e7,1302,,"[80.5, 61.7]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,70,Barcelona,217,"['8b806460-ac0e-41a9-aa5f-a7fb0ef852b8', 'abef764f-a8c0-45ca-b3aa-8c22c567753c']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:51.306,Carry,,2014/2015
,,,,,,"[83.4, 54.5]",,,,,,,,,,,,1.402523,,,,,,,,,,,,,,,,aafa87f3-52ce-43b8-b7bc-8a320a54a8b4,1305,,"[83.2, 54.5]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['48b942a0-baea-4e58-af63-ac5f97667250', 'f943e8c7-032c-4d46-91e6-7d802bfb253b']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:53.035,Carry,,2014/2015
,,,,,,"[83.8, 56.0]",,,,,,,,,,,,0.0272,,,,,,,,,,,,,,,,0e6661b9-1eee-4029-b748-5f64c5b18ff5,1311,,"[83.8, 56.0]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,70,Barcelona,217,"['8eb050aa-5a07-4149-b898-8bdf4e7fcabc', 'a5f58ba2-95d5-4c54-b116-1b1a31fafedc']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:38:56.659,Carry,,2014/2015
,,,,,,"[42.3, 33.1]",,,,,,,,,,,,2.840175,,,,,,,,,,,,,,,,20d98583-5585-4d6b-bdcd-514d4d6b1b79,1314,,"[33.1, 23.5]",267343,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Torres Ruiz,6861.0,Right Center Back,70,Barcelona,217,"['7c34ab32-d3d7-4171-8170-ba9def8d63d1', 'edfcecab-1c3a-40d2-840e-bd68bb930f37']",58,,,,,,,,,,,,,,,,,,Granada,1049,00:38:58.198,Carry,,2014/2015
,,,,,,"[69.0, 49.3]",,,,,,,,,,,,0.52627,,,,,,,,,,,,,,,,f6166632-6e99-4e7a-9e8d-94526db2e22d,1318,,"[70.5, 48.3]",267343,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jhon Andrés Córdoba Copete,8817.0,Left Center Forward,70,Barcelona,217,"['3389d774-b235-407b-82c8-f36126787acf', '65255153-af31-4564-b9c1-c0f9a7051fc1', '81f56b71-05a0-4eeb-8132-8f38df91881b', '8a7551d9-3218-4ec7-b053-7430fafd512d']",2,,,,,,,,,,,,,,,,,,Granada,1049,00:39:02.745,Carry,True,2014/2015
,,,,,,"[20.0, 41.7]",,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,8ea0bb56-8570-46d4-914b-390a57a4ec23,1326,,"[20.0, 41.7]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,72,Barcelona,217,"['29afc1df-8175-4419-80cb-71f605cd7d15', 'be3975bd-e8db-4e94-99c3-71547e20d8b4']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:20.865,Carry,,2014/2015
,,,,,,"[34.7, 62.1]",,,,,,,,,,,,1.767094,,,,,,,,,,,,,,,,d3faf2d5-6e14-425c-a081-4aa42228d898,1329,,"[27.1, 61.9]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marc Bartra Aregall,7068.0,Right Center Back,72,Barcelona,217,"['79e231fb-301f-4a6a-a3d6-315556e2db24', '8b6cd02a-4b05-4574-9233-f863ddded886']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:23.026,Carry,,2014/2015
,,,,,,"[49.8, 76.2]",,,,,,,,,,,,1.104554,,,,,,,,,,,,,,,,5f122e28-da20-41d3-ac97-4e0ba30faba2,1332,,"[48.1, 76.4]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,72,Barcelona,217,"['78eb8f92-1181-43d4-aecc-2832741c0428', '7f07a458-a004-4f08-8929-a99ccb2d8ad4']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:26.258,Carry,,2014/2015
,,,,,,"[68.9, 72.8]",,,,,,,,,,,,2.041444,,,,,,,,,,,,,,,,ed77594b-7fcd-4bab-bbb2-57b46295c4db,1335,,"[64.9, 77.2]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,72,Barcelona,217,"['29da3800-b061-490e-ab90-929fbeb698ca', '81960773-49f0-49d4-a900-656c13ffe792']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:28.776,Carry,,2014/2015
,,,,,,"[56.9, 58.3]",,,,,,,,,,,,2.148457,,,,,,,,,,,,,,,,3a12792b-5207-4ecb-916a-34f94ab354f4,1338,,"[57.6, 68.0]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,72,Barcelona,217,"['8f2f9ff5-2a3c-439d-9010-3f63b6843974', 'dbf5ef58-7986-4cd4-8213-27ed40ea372d']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:32.690,Carry,,2014/2015
,,,,,,"[55.3, 23.6]",,,,,,,,,,,,1.7516,,,,,,,,,,,,,,,,78bd6ce3-2dc7-4223-9e8c-49ed9cb2115b,1341,,"[49.2, 27.0]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,72,Barcelona,217,"['14a6343f-9a0f-497e-b877-73a8dfb30bac', 'e513a77f-cbf9-462e-bc67-22534944c8b9']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:37.423,Carry,,2014/2015
,,,,,,"[56.5, 4.7]",,,,,,,,,,,,0.686704,,,,,,,,,,,,,,,,1ee1e799-4050-4b30-8dfd-d9bb3a1570a2,1347,,"[56.3, 4.9]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,72,Barcelona,217,"['197dde6c-3c5b-49ec-a683-d66ffaaa38a8', '7915f78c-0c66-4959-b1f1-5039535ec73b', 'db3a83ce-628c-4296-9cdf-29ac5a1d5e1b']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:42.902,Carry,True,2014/2015
,,,,,,"[49.6, 18.4]",,,,,,,,,,,,0.078,,,,,,,,,,,,,,,,a7d519f9-d995-44b5-8f23-1453fd5ed5c6,1357,,"[49.6, 18.4]",267343,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,73,Granada,1049,"['4b57527c-87dc-42e6-80bf-77d37e725f9f', 'c81a9fd9-01a5-446a-889a-04649aa6453f']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:58.616,Carry,,2014/2015
