50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.214,,,,,,,,,,,,,a3bc5f84-5538-43dd-82cb-831d9d489bd3,3257,,,"[27.0, 54.0]",9754,80,,,1.8370484,,Right Foot,,,,"[24.0, 65.0]",,Ground Pass,,11.401754,,,,Diego Javier Llorente Ríos,6713.0,,,,,,2,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,166,Real Sociedad,210,"['04c1334f-2ab7-467a-831f-27222b07c0d9', '2352c614-dc56-4523-b79b-0b0fcb96fa38']",0,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:00.985,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.767,,,,,,,,,,,,,7a28183d-9675-4d4f-a2ca-014cb2e72706,3260,,,"[23.0, 65.0]",9754,80,,,-2.228685,,Right Foot,,,,"[6.0, 43.0]",,Ground Pass,,27.802877,,,,Gerónimo Rulli,6694.0,,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Center Back,166,Real Sociedad,210,['4213a6fa-b5d1-469e-813e-11ddfc8540c9'],2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:02.615,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.357,,,,,,,,,,,,,ecb506dd-e399-42c8-ae7b-d2efa6008faf,3263,,,"[7.0, 44.0]",9754,80,,,-1.2220253,,Right Foot,,,,"[15.0, 22.0]",,Ground Pass,,23.409399,,,,Raúl Rodríguez Navas,6693.0,,,,,,2,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,166,Real Sociedad,210,['481c248f-76fb-4613-95b8-b2163fcc1f4a'],4,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:04.709,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.341,,,,,,,,,,,,,e2bafa03-b3d5-423e-bcef-b0062c39c61d,3266,,,"[27.0, 16.0]",9754,80,,,1.8417432,,Left Foot,,,,"[22.0, 34.0]",,Ground Pass,,18.681541,,,,Asier Illarramendi Andonegi,6671.0,,,,,,2,Regular Play,Raúl Rodríguez Navas,6693.0,Left Center Back,166,Real Sociedad,210,['49a79257-9ffa-4ca9-9ab1-36eaa3304fe1'],9,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:09.356,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.618,,,,,,,,,,,,,9b9ff48a-ccbf-4a5c-9d60-c6968a35a9f5,3269,,,"[38.0, 68.0]",9754,80,,,0.5667292,,Right Foot,,,,"[49.0, 75.0]",,Ground Pass,,13.038404,,,,Diego Javier Llorente Ríos,6713.0,,,,,,2,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,166,Real Sociedad,210,['15a07f66-bf90-4297-900b-ed040c85f6ed'],18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:18.876,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.758,,,,,,,,,,,,,46178307-50c0-4050-afe1-e90a415c56e5,3272,,,"[51.0, 76.0]",9754,80,,,-0.44610554,,Right Foot,,,,"[74.0, 65.0]",,Ground Pass,,25.495098,,,,Sergio Canales Madrazo,6673.0,,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Center Back,166,Real Sociedad,210,['ab8643b4-1e66-4c94-8a31-846621e43cf1'],20,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:20.660,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.015,,,,,,,,,,,,,8edb31ea-f517-41cc-b983-0565a7a23f73,3276,,,"[76.0, 65.0]",9754,80,,,0.4636476,,Left Foot,,,,"[106.0, 80.0]",,Ground Pass,,33.54102,,Out,,Álvaro Odriozola Arzallus,6689.0,,,,,,2,Regular Play,Sergio Canales Madrazo,6673.0,Right Midfield,166,Real Sociedad,210,"['2b4b259c-cabf-4872-a1eb-5b786f352262', '5f4dbc52-0aef-45db-bc79-13fdcb259c18']",22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:35:22.276,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.487,,,,,,,,,,,,,5c6473fc-0e10-4443-ab61-2e95afe821fc,3278,,,"[14.0, 1.0]",9754,80,,,0.9944211,,,,,,"[27.0, 21.0]",,High Pass,,23.853722,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Lucas Digne,6849.0,Left Wing,167,Barcelona,217,['6ea15453-c309-47c4-a7a6-682e0792de32'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:32.108,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.395,,,,,,,,,,,,,350799af-a506-4c6e-856a-0e333351540e,3281,,,"[26.0, 21.0]",9754,80,,,1.4559197,,Right Foot,,,,"[32.0, 73.0]",,High Pass,,52.34501,,,,Sergi Roberto Carnicer,6379.0,,True,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,167,Barcelona,217,['983277cf-e58a-4919-ae7b-03ee36960fc4'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:35.145,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.804,,,,,,,,,,,,,53e4c738-2173-45da-a762-0a3b5fba672e,3285,,,"[48.0, 75.0]",9754,80,,,-0.09065989,,Right Foot,,,,"[59.0, 74.0]",,Ground Pass,,11.045361,,,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,167,Barcelona,217,"['08cce362-9ca9-4a52-8780-fd400ffced1c', '7c3b950a-8591-4ac7-b741-117117d481c5']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:39.718,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.901,,,,,,,,,,,,,3b064805-f667-4a95-9c24-3ff3ab9667e2,3289,,,"[46.0, 71.0]",9754,80,,,1.1659045,,Left Foot,,,,"[49.0, 78.0]",,Ground Pass,,7.615773,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,167,Barcelona,217,"['7a81fd00-4774-4624-b9ae-db35ec7e8422', '9d95be5f-57bd-42b9-a90c-462bd5e94152']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:43.178,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.546,,,,,,,,,,,,,8f943173-f87a-4fd1-9722-8b943cfd5786,3292,,,"[51.0, 78.0]",9754,80,,,-2.7233684,,Right Foot,,,,"[42.0, 74.0]",,Ground Pass,,9.848858,,,,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,167,Barcelona,217,['02fbcb57-7e8f-4ab9-9dd4-eaec4f0608f0'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:44.629,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.376,,,,,,,,,,,,,05d194a9-bcf0-485f-8d57-86a2e062a046,3294,,,"[44.0, 74.0]",9754,80,,,0.1882215,,Left Foot,,,,"[65.0, 78.0]",,Ground Pass,,21.377558,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,167,Barcelona,217,['84ac646b-c847-4f21-bfc8-b39f4941c586'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:45.175,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,1cf6de26-ecdc-4475-b529-34c252ffe5c2,3297,,,"[88.0, 62.0]",9754,80,,,-1.735945,,Right Foot,,,,"[85.0, 44.0]",,Ground Pass,,18.248287,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,167,Barcelona,217,['96ff18bd-7847-485e-87fc-17f315938a1e'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:50.266,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.182,,,,,,,,,,,,,5ebf1007-16d5-4d4b-876d-47e3a78551e6,3301,,,"[87.0, 42.0]",9754,80,,,-0.7853982,,Left Foot,,,,"[120.0, 9.0]",,Ground Pass,,46.66905,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,167,Barcelona,217,['76b317fc-4f77-4cd2-8441-766a951dd1c5'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:52.865,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.634,,,,,,,,,,,,,82cac4c0-e006-4a6c-88aa-714531179e39,3305,,,"[89.0, 9.0]",9754,81,,,0.5667292,,Head,,,,"[100.0, 16.0]",,High Pass,,13.038404,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,167,Barcelona,217,['0e51e574-9b1c-4143-80d1-e4fee651bade'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:07.217,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.096,,,,,,,,,,,,,86939d0d-c1ae-417b-b95b-c54eaea1d16d,3307,,,"[101.0, 16.0]",9754,81,,,1.7818897,98ab2540-db2f-4148-b8d3-3e6701be013d,Head,,,,"[98.0, 30.0]",,High Pass,,14.3178215,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Center Midfield,167,Barcelona,217,['c01f462a-a607-470d-8646-9f3d35d42516'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:07.851,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.255,,,,,,,,,,,,,7ce4ea2b-749d-4ae3-8f77-0cbee422b168,3317,,,"[120.0, 1.0]",9754,81,,,2.7790484,,Left Foot,,,,"[91.0, 12.0]",,Ground Pass,,31.016125,,,,Lucas Digne,6849.0,,,,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,['d2652a66-18c2-4bd0-acef-852fd267cfa9'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.848,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.031,,,,,,,,,,,,,6c045fb7-197d-465a-91a2-fc1e9975d3a8,3320,,,"[92.0, 6.0]",9754,81,,,0.0,,Left Foot,,,,"[106.0, 6.0]",,Ground Pass,,14.0,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Lucas Digne,6849.0,Left Wing,168,Barcelona,217,['fceca613-7925-4eff-b8e5-9036c1959d2e'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:40.590,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.152,,,,,,,,,,,,,889335f3-1f94-48cd-8f18-a44daee321bf,3324,,,"[110.0, 19.0]",9754,81,,,1.2977877,,Right Foot,True,,,"[117.0, 44.0]",,Low Pass,,25.96151,,Incomplete,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,168,Barcelona,217,"['95928772-ebe1-4288-9f71-17e1ed3555d4', 'd8827057-376e-4180-b6a4-bf5179586191']",48,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:48.937,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.346,,,,,,,,,,,,,0a5e29ea-8b0d-4136-b71d-92fbdb47a699,3327,,,"[16.0, 49.0]",9754,81,,,-0.7853982,,Right Foot,,,,"[44.0, 21.0]",,High Pass,,39.59798,,Incomplete,,,,,,,,Recovery,2,From Corner,Igor Zubeldia Elorza,6676.0,Left Center Midfield,168,Barcelona,217,['6da44b7a-59d6-42d2-a6ab-edc18680c52e'],51,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:36:51.637,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.768,,,,,,,,,,,,,6da44b7a-59d6-42d2-a6ab-edc18680c52e,3328,,,"[77.0, 60.0]",9754,81,,,0.4636476,,Right Foot,,,,"[89.0, 66.0]",,Ground Pass,,13.416408,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,From Corner,Sergi Roberto Carnicer,6379.0,Right Back,168,Barcelona,217,"['0a5e29ea-8b0d-4136-b71d-92fbdb47a699', 'a97c5648-2c8d-4fd5-b6d0-632a0890a340']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:54.983,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.629,,,,,,,,,,,,,a4b1b2b1-7b0c-4707-aea5-c27853aab5d4,3333,,,"[84.0, 80.0]",9754,82,,,-1.0088748,,,,,,"[101.0, 53.0]",,High Pass,,31.906113,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,169,Barcelona,217,"['59854e35-c863-4117-b458-d48f7991cba0', 'd3512f71-a593-418a-8d08-8d36793d6f82']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.895,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,b1fbbebd-4144-4080-8bdc-2dd365d03195,3341,,,"[38.0, 21.0]",9754,82,,,-1.152572,,Right Foot,,,,"[46.0, 3.0]",,Ground Pass,,19.697716,,,,Kévin Manuel Rodrigues,6885.0,,,,,Free Kick,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,171,Real Sociedad,210,['574420f3-8d7a-40d0-8de0-df57806a0be6'],27,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:27.380,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.631,,,,,,,,,,,,,183dc5ad-98ee-4330-82da-1798d9a0b31d,3345,,,"[47.0, 2.0]",9754,82,,,0.19739556,,Left Foot,,,,"[57.0, 4.0]",,Ground Pass,,10.198039,,Incomplete,,,,,,,,,2,From Free Kick,Kévin Manuel Rodrigues,6885.0,Left Back,171,Real Sociedad,210,['895bf2ad-0edc-437d-bdf1-7bbbb383e90b'],29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:29.866,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,895bf2ad-0edc-437d-bdf1-7bbbb383e90b,3346,,,"[64.0, 77.0]",9754,82,,,-0.29849893,,Left Foot,,,,"[90.0, 69.0]",,High Pass,,27.202942,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,171,Real Sociedad,210,"['183dc5ad-98ee-4330-82da-1798d9a0b31d', '7f9a8fd4-67f9-4ff2-b453-7e911a97983e']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:30.497,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.726,,,,,,,,,,,,,ea5117aa-d516-4ab7-b189-40a6eda323fe,3350,,,"[31.0, 13.0]",9754,82,,,2.4558632,,Left Foot,,,,"[9.0, 31.0]",,Ground Pass,,28.42534,,,,Gerónimo Rulli,6694.0,,,,,,2,From Free Kick,Raúl Rodríguez Navas,6693.0,Left Center Back,171,Real Sociedad,210,['f4cd8369-f0c6-468b-8aae-6615d14246fc'],34,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:34.496,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.828,,,,,,,,,,,,,be39ed3a-26fb-4d62-a2fd-7b4c24fba032,3353,,,"[9.0, 33.0]",9754,82,,,1.3078016,,Right Foot,,,,"[16.0, 59.0]",,Ground Pass,,26.925823,,,,Diego Javier Llorente Ríos,6713.0,,,,,,2,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,171,Real Sociedad,210,['db1752cf-07a6-4016-b123-33b63562b63b'],39,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:39.480,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.75,,,,,,,,,,,,,c804506b-2fc0-48a5-b5a1-aa7ab12523db,3357,,,"[19.0, 64.0]",9754,82,,,-2.4037776,,Right Foot,,,,"[8.0, 54.0]",,Ground Pass,,14.866069,,,,Gerónimo Rulli,6694.0,,,,,,2,From Free Kick,Diego Javier Llorente Ríos,6713.0,Right Center Back,171,Real Sociedad,210,['1df78013-e648-4b8d-8bbc-8a98b790686d'],43,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:43.980,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.138,,,,,,,,,,,,,942465d3-58fb-4ea6-a46a-0656588d3dd3,3360,,,"[5.0, 57.0]",9754,82,,,-0.057628427,,Right Foot,,,,"[57.0, 54.0]",,High Pass,,52.086468,,Incomplete,,,,,,,,,2,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,171,Real Sociedad,210,['199a2d10-c8b0-4643-99ea-ba2c14c88e29'],47,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:47.185,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.111,,,,,,,,,,,,,199a2d10-c8b0-4643-99ea-ba2c14c88e29,3361,,,"[64.0, 27.0]",9754,82,,,0.0,,Head,,,,"[75.0, 27.0]",,High Pass,,11.0,,,,Lucas Digne,6849.0,,,,,Recovery,2,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,171,Real Sociedad,210,"['10efc073-f5f4-49b3-b4eb-c1d3b12344d4', '942465d3-58fb-4ea6-a46a-0656588d3dd3']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:50.323,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.389,,,,,,,,,,,,,8e868fc4-f7ce-4434-9fbf-779961710d8a,3364,,,"[71.0, 29.0]",9754,82,,,-2.819842,,Left Foot,,,,"[68.0, 28.0]",,Ground Pass,,3.1622777,,Incomplete,,,,,,,,,2,From Free Kick,Lucas Digne,6849.0,Left Wing,171,Real Sociedad,210,['aa3c3b81-ed8a-4b79-bd6b-2bc4a8a40599'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:52.374,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.025,,,,,,,,,,,,,e63696a4-7f6f-414c-ba6c-fecf4c9ca11b,3369,,,"[43.0, 53.0]",9754,82,,,-2.55359,,Left Foot,,,,"[34.0, 47.0]",,Ground Pass,,10.816654,,,,Igor Zubeldia Elorza,6676.0,,,,,,2,From Free Kick,Sergio Canales Madrazo,6673.0,Right Midfield,171,Real Sociedad,210,"['81484783-1a23-41ff-9f26-8e8960045dc2', 'e8064278-4e42-4b0c-b9cc-ed76eb3d7d2b']",55,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:55.046,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,40651d04-9960-4b43-bb8d-6a5606416fef,3372,,,"[39.0, 46.0]",9754,82,,,-1.4056476,,Right Foot,,,,"[46.0, 4.0]",,Ground Pass,,42.579338,,,,Kévin Manuel Rodrigues,6885.0,,True,,,,2,From Free Kick,Igor Zubeldia Elorza,6676.0,Left Center Midfield,171,Real Sociedad,210,['6551f1c1-c579-4fac-bb8c-645c170c0524'],58,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:37:58.056,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.486,,,,,,,,,,,,,a4b8a87f-beeb-43da-8847-ad44b7f810f7,3375,,,"[47.0, 6.0]",9754,83,,,2.7314653,,Left Foot,,,,"[24.0, 16.0]",,Ground Pass,,25.079872,,,,Raúl Rodríguez Navas,6693.0,,,,,,2,From Free Kick,Kévin Manuel Rodrigues,6885.0,Left Back,171,Real Sociedad,210,['eec464b2-f952-4bc0-816d-74b39dc9c2b0'],2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:02.329,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.559,,,,,,,,,,,,,d8c2efe8-7c51-44b8-a81e-92c55d0a379e,3379,,,"[24.0, 20.0]",9754,83,,,2.488746,,Left Foot,,,,"[7.0, 33.0]",,Ground Pass,,21.400934,,,,Gerónimo Rulli,6694.0,,,,,,2,From Free Kick,Raúl Rodríguez Navas,6693.0,Left Center Back,171,Real Sociedad,210,['7af07c5f-5a6d-4e2b-b222-879c45d8b183'],5,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:05.597,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.042,,,,,,,,,,,,,708dae93-d3e1-430a-990d-35fdccabc0d4,3382,,,"[9.0, 34.0]",9754,83,,,0.16514868,,Right Foot,,,,"[21.0, 36.0]",,Ground Pass,,12.165525,,,,Asier Illarramendi Andonegi,6671.0,,,,,,2,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,171,Real Sociedad,210,['a57a34f4-1a55-42a8-b683-fa4b9624f502'],7,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:07.283,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,06391bc4-bcb9-4b7a-9a9a-99752990bc13,3386,,,"[19.0, 35.0]",9754,83,,,-1.8925469,,Left Foot,,,,"[14.0, 20.0]",,Ground Pass,,15.811388,,,,Raúl Rodríguez Navas,6693.0,,,,,,2,From Free Kick,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,171,Real Sociedad,210,"['a17dcacb-ec4c-4d2c-a270-0ae93e3b44ec', 'e07141d1-d684-4f2f-82c4-40d192eda76c']",8,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:08.644,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.825,,,,,,,,,,,,,6e3bfe14-d01e-43e8-a9c0-615224891d42,3389,,,"[16.0, 20.0]",9754,83,,,0.5667292,,Left Foot,,,,"[49.0, 41.0]",,High Pass,,39.115215,,,,Sergio Canales Madrazo,6673.0,,,,,,2,From Free Kick,Raúl Rodríguez Navas,6693.0,Left Center Back,171,Real Sociedad,210,['85636201-a15f-481e-94c1-a3d6a674f8c5'],11,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:11.663,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.994,,,,,,,,,,,,,f615ee7c-d7f9-4699-94e5-249e22ec7960,3392,,,"[48.0, 40.0]",9754,83,,,-3.0750246,,Left Foot,,,,"[33.0, 39.0]",,Ground Pass,,15.033297,,Incomplete,,,,,,,,,2,From Free Kick,Sergio Canales Madrazo,6673.0,Right Midfield,171,Real Sociedad,210,['44d34c2f-93a8-49c6-bd06-17fdbbccece2'],13,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:38:13.855,Pass,,2017/2018
,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,59d27092-6568-4679-9328-b786fdf0cab0,3399,,,"[60.0, 40.0]",9754,85,,,2.0222495,,Right Foot,,,,"[44.0, 73.0]",,Ground Pass,,36.67424,,,,Álvaro Odriozola Arzallus,6689.0,,,,,Kick Off,2,From Kick Off,Willian José da Silva,6721.0,Secondary Striker,174,Real Sociedad,210,['32c4bed6-9b5c-47d2-93db-a128e970b5a4'],33,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:40:33.982,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.480001,,,,,,,,,,,,,3a743389-9e27-4ae1-acd5-cb22c3850706,3402,,,"[44.0, 73.0]",9754,85,,,-1.1722739,,Right Foot,,,,"[52.0, 54.0]",,Ground Pass,,20.615528,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,2,From Kick Off,Álvaro Odriozola Arzallus,6689.0,Right Back,174,Real Sociedad,210,"['8f96d728-8985-4430-a757-7a6ffb940818', 'addd2027-cee9-4057-9821-d3c80bebc935']",44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:40:44.102,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.085,,,,,,,,,,,,,8f96d728-8985-4430-a757-7a6ffb940818,3404,,,"[69.0, 27.0]",9754,85,,,-2.1193457,,Right Foot,,,,"[58.0, 9.0]",,Ground Pass,,21.095022,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,175,Barcelona,217,"['0df3e0ef-92e6-42de-b286-1879e40cb10c', '3a743389-9e27-4ae1-acd5-cb22c3850706']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:45.583,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.519,,,,,,,,,,,,,0ca89eeb-a1fb-438a-9b31-c914a7b143c8,3406,,,"[60.0, 9.0]",9754,85,,,1.9074712,,Right Foot,,,,"[53.0, 29.0]",,Ground Pass,,21.189621,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,175,Barcelona,217,['3e26b805-9c5e-4645-bf6f-e0ffd42d5e45'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:46.268,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.793,,,,,,,,,,,,,4089b22a-ee42-4435-a8de-69d45bfd7bac,3410,,,"[63.0, 14.0]",9754,85,,,-1.6951513,,Left Foot,,,,"[62.0, 6.0]",,Ground Pass,,8.062258,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,175,Barcelona,217,['afbcc50b-c322-48fd-9213-0d9bb1b1f2a4'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:50.935,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.726,,,,,,,,,,,,,ca0fa4a9-9004-48bf-b544-de0bf60ec976,3412,,,"[64.0, 5.0]",9754,85,,,0.07677189,,Left Foot,,,,"[77.0, 6.0]",,Ground Pass,,13.038404,,,,Lucas Digne,6849.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,175,Barcelona,217,['b2630ac9-d792-4733-a89c-fd3e060f1607'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:51.728,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,946d8453-4333-4673-9395-49709597cd6f,3415,,,"[79.0, 5.0]",9754,85,,,1.0303768,,Left Foot,,,,"[82.0, 10.0]",,Ground Pass,,5.8309517,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Wing,175,Barcelona,217,['89f9e5b4-9f99-45f9-8ab6-afce55f7c7d6'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:52.523,Pass,,2017/2018
