50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20a2a7ea-ebc4-4826-89a5-511859a72653,1,,,9799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6698, 'name': 'Marko Dmitrović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6710, 'name': 'Rubén Peña Jiménez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 6711, 'name': 'Enrique García Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Eibar,322,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,936df112-0653-4be8-b697-ec78362d1799,2,,,9799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2017/2018
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,116b912f-0b1a-4d1f-b3f5-34d913cdb601,3,,,9799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['fde4182e-c37f-47c9-bfad-758172f3e83f'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fde4182e-c37f-47c9-bfad-758172f3e83f,4,,,9799,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['116b912f-0b1a-4d1f-b3f5-34d913cdb601'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54aa7629-bbb2-4c35-a357-bc86d5a2f028,1819,,,9799,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Barcelona,217,['ce15b38b-476d-44ac-8f77-bbec85b3f552'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ce15b38b-476d-44ac-8f77-bbec85b3f552,1820,,,9799,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,109,Barcelona,217,['54aa7629-bbb2-4c35-a357-bc86d5a2f028'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2017/2018
,,,,,,,,,,,,,,,,1.644515,,,,,,,,,,,,b9e23a51-bf90-415a-9f65-e3379438f81f,5,,"[61.0, 40.1]",9799,0,,,,-2.672327,,Right Foot,,,"[39.7, 29.3]",,Ground Pass,23.881582,,,,Anaitz Arbilla Zabala,6709.0,,,,,Kick Off,1,From Kick Off,Joan Jordán Moreno,6701.0,Center Attacking Midfield,2,Eibar,322,['f8c4f425-a1e7-49c3-bef3-597317a86b7f'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.662,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.280122,,,,,,,,,,,,8bdabaf2-1a94-4255-8f51-40fc0299eedd,8,,"[41.0, 28.8]",9799,0,,,,-1.455242,,Right Foot,,,"[43.6, 6.4]",,Ground Pass,22.550388,,,,José Ángel Valdés Díaz,6705.0,,,,,,1,From Kick Off,Anaitz Arbilla Zabala,6709.0,Left Center Back,2,Eibar,322,['81535a5d-6ef4-41c0-b74b-c7b735258681'],3,,,,,,,,,,,,,,,,,Eibar,322,00:00:03.267,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.803502,,,,,,,,,,,,2807ee71-06e2-41e4-a9a3-33868ba8c908,11,,"[44.3, 7.5]",9799,0,,,,0.12970254,,Left Foot,,,"[88.0, 13.2]",,High Pass,44.07017,,Incomplete,,,,,,,,,1,From Kick Off,José Ángel Valdés Díaz,6705.0,Left Back,2,Eibar,322,['841b1591-f272-4400-99a5-151f06592098'],6,,,,,,,,,,,,,,,,,Eibar,322,00:00:06.195,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.82456,,,,,,,,,,,,841b1591-f272-4400-99a5-151f06592098,12,,"[32.1, 66.9]",9799,0,,,,-0.9944211,,Head,,,"[37.3, 58.9]",,Low Pass,9.541489,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Eibar,322,"['2807ee71-06e2-41e4-a9a3-33868ba8c908', 'ca393865-043c-4c8f-9af0-784d5c8f618f']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.998,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.395517,,,,,,,,,,,,5c5a645a-8d34-479b-94ad-aade77eeabec,15,,"[37.7, 58.7]",9799,0,,,,0.43023387,,Right Foot,,,"[52.3, 65.4]",,High Pass,16.063934,,Incomplete,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Eibar,322,"['5d52df93-ee86-4133-8946-2b562b2a550e', 'ca52d6a1-65a4-4fbf-ae46-8b07101c9e32', 'f357f4f6-9da9-402d-ba7b-e7510b2f9d82']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.823,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.239983,,,,,,,,,,,,e40da750-c9a3-49d6-acda-909de59f4306,19,,"[66.7, 14.5]",9799,0,,,,1.4659194,,Left Foot,,,"[68.9, 35.4]",,Ground Pass,21.01547,,,,Papa Kouly Diop,6867.0,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Right Defensive Midfield,2,Eibar,322,['fbd88a93-94c1-4b13-872f-5c70b1955d82'],10,,,,,,,,,,,,,,,,,Eibar,322,00:00:10.939,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.608482,,,,,,,,,,,,3bbf491b-0346-4d8e-b009-1a0ac4203d5c,22,,"[71.3, 33.6]",9799,0,,,,-2.5952327,,Right Foot,,,"[63.9, 29.1]",,Ground Pass,8.660831,,,,Daniel García Carrillo,6775.0,,,,,,1,From Kick Off,Papa Kouly Diop,6867.0,Left Defensive Midfield,2,Eibar,322,['1a632674-1303-4962-a98b-c7230b1510ee'],13,,,,,,,,,,,,,,,,,Eibar,322,00:00:13.387,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.073225,,,,,,,,,,,,1c4962ac-2fdd-459b-8869-c2b5f947425f,25,,"[63.9, 29.1]",9799,0,,,,1.4791807,,Left Foot,,,"[66.5, 57.4]",,Low Pass,28.419184,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Right Defensive Midfield,2,Eibar,322,['ac4883b5-4dd7-493a-9df1-a906c2102b13'],14,,,,,,,,,,,,,,,,,Eibar,322,00:00:14.156,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.120177,,,,,,,,,,,,7b9cf739-703e-49db-a512-7c71d71b2829,28,,"[75.6, 64.3]",9799,0,,,,0.8960554,,Right Foot,,,"[88.0, 79.8]",,Ground Pass,19.849686,,,,Rubén Peña Jiménez,6710.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Eibar,322,['10ead58f-5aa7-42f0-af4b-c268372e25f9'],19,,,,,,,,,,,,,,,,,Eibar,322,00:00:19.014,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.675839,,,,,,,,,,,,d852a9b8-3a97-46e1-9f10-9646f34cfb2a,31,,"[88.0, 79.6]",9799,0,,,,-2.819842,,Right Foot,,,"[76.9, 75.9]",,Ground Pass,11.700427,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Rubén Peña Jiménez,6710.0,Right Back,2,Eibar,322,['4e8d3126-669c-4389-9af3-f5e1b96f8bc5'],21,,,,,,,,,,,,,,,,,Eibar,322,00:00:21.639,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.560313,,,,,,,,,,,,d1202091-43f0-45cd-bc59-b4533ac301ec,34,,"[76.9, 75.9]",9799,0,,,,-2.69461,,Right Foot,,,"[52.7, 64.3]",,Ground Pass,26.836542,,,,Iván Ramis Barrios,6778.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Eibar,322,['039a2eeb-2bba-4962-a33e-ead19530ac51'],23,,,,,,,,,,,,,,,,,Eibar,322,00:00:23.182,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.743945,,,,,,,,,,,,71d38a14-bd47-49ff-a8a6-ed95e4e14af6,37,,"[52.3, 57.4]",9799,0,,,,-1.554594,,Right Foot,,,"[53.0, 14.2]",,Ground Pass,43.20567,,,,Anaitz Arbilla Zabala,6709.0,,True,,,,1,From Kick Off,Iván Ramis Barrios,6778.0,Right Center Back,2,Eibar,322,['91f74412-35b4-4bac-bd52-9dc25ee389f1'],26,,,,,,,,,,,,,,,,,Eibar,322,00:00:26.439,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.713814,,,,,,,,,,,,40cf7dcd-704b-4406-aa16-295c57fa1baa,40,,"[62.6, 14.9]",9799,0,,,,0.15865526,,Left Foot,,,"[92.6, 19.7]",,Low Pass,30.381573,,,,Enrique García Martínez,6711.0,,,,,,1,From Kick Off,Anaitz Arbilla Zabala,6709.0,Left Center Back,2,Eibar,322,['a81c9e4e-8e93-494b-b260-84f83809e788'],30,,,,,,,,,,,,,,,,,Eibar,322,00:00:30.545,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.418038,,,,,,,,,,,,9e5a6c0d-53dd-49e0-ae83-556f5057d293,43,,"[96.3, 11.8]",9799,0,,,,-0.7853982,,Left Foot,,,"[102.4, 5.7]",,Ground Pass,8.626702,,,,José Ángel Valdés Díaz,6705.0,,,,,,1,From Kick Off,Enrique García Martínez,6711.0,Center Forward,2,Eibar,322,['ce2c31f1-afa1-47e0-b8ec-5b0a4c7e4211'],33,,,,,,,,,,,,,,,,,Eibar,322,00:00:33.618,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.934576,,,,,,,,,,,,29202b3f-b6ce-417d-b91a-12f4d19b92cb,47,,"[117.7, 6.8]",9799,0,,,,1.5940064,,Left Foot,True,,"[116.4, 62.8]",,High Pass,56.015087,,,,Fabián Ariel Orellana Valenzuela,7105.0,,True,,,,1,From Kick Off,José Ángel Valdés Díaz,6705.0,Left Back,2,Eibar,322,['79c26d82-b400-4117-90bd-e6e5d1ec44ff'],38,,,,,,,,,,,,,,,,,Eibar,322,00:00:38.389,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.052362,,,,,,,,,,,,7f01cd40-2628-4c39-abba-1b34093eed37,50,,"[119.6, 68.1]",9799,0,,,,2.7643435,,Right Foot,,,"[103.7, 74.4]",,Ground Pass,17.10263,,,,Rubén Peña Jiménez,6710.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Eibar,322,['51a63617-aa34-4f5d-83e6-d34bb15428de'],47,,,,,,,,,,,,,,,,,Eibar,322,00:00:47.987,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.455196,,,,,,,,,,,,d0c758ee-dc58-4332-87a0-0ae36c453300,53,,"[103.7, 74.4]",9799,0,,,,-1.4738787,07b74909-00b4-41d0-807e-971081af8422,Left Foot,True,,"[107.9, 31.2]",,Ground Pass,43.403687,,,,José Ángel Valdés Díaz,6705.0,True,True,,,,1,From Kick Off,Rubén Peña Jiménez,6710.0,Right Back,2,Eibar,322,['b4c48407-8150-49ef-8663-6a0729176a03'],50,,,,,,,,,,,,,,,,,Eibar,322,00:00:50.438,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.664253,,,,,,,,,,,,453925c3-58f7-4fc5-a92d-3d69fe2c5827,57,,"[6.0, 36.0]",9799,1,,,,-1.6486872,,Right Foot,,,"[4.4, 15.5]",,Ground Pass,20.562344,,,,Samuel Yves Umtiti,5492.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['27945bb5-9a3b-4c15-a9da-b8bd112e22fe'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.896,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.936061,,,,,,,,,,,,1b024568-f154-4375-8fa9-51ccf5851027,61,,"[4.6, 16.0]",9799,1,,,,1.6975639,,Left Foot,,,"[3.3, 26.2]",,Ground Pass,10.28251,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['b5d8e163-6a1d-4f62-a5c8-2b1f06227a40', 'c058b5bd-a52b-4d56-8276-3e36cfe4e717']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.951,Pass,True,2017/2018
,,,,,,,,,,,,,,,,4.818192,,,,,,,,,,,,51c18d68-3eed-4f7b-8fcc-2bd4f15e0fa0,65,,"[2.6, 25.6]",9799,1,,,,-0.5593806,,Left Foot,,,"[37.1, 4.0]",,High Pass,40.70393,,Incomplete,,,,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['8a76c302-b393-41be-9497-65521ffcd620', 'f0c88ced-57f9-45a0-8c4d-b1f91dedef28']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.894,Pass,True,2017/2018
,,,,,,,,,,,,,,,,0.727433,,,,,,,,,,,,8a76c302-b393-41be-9497-65521ffcd620,66,,"[83.0, 76.1]",9799,1,,,,-2.7622926,,Head,,,"[68.7, 70.4]",,High Pass,15.394155,,,,Iván Ramis Barrios,6778.0,,,,,Recovery,1,From Goal Kick,Rubén Peña Jiménez,6710.0,Right Back,3,Barcelona,217,"['51c18d68-3eed-4f7b-8fcc-2bd4f15e0fa0', 'e176d9cf-fdcc-4cca-be1a-42cbc6be794e']",23,,,,,,,,,,,,,,,,,Eibar,322,00:01:23.713,Pass,,2017/2018
,,,,,,,,,,,,,,,,5.132287,,,,,,,,,,,,323126b0-da97-4587-bdd4-83224263eac2,69,,"[68.7, 70.4]",9799,1,,,,-0.2013171,,Right Foot,,,"[117.7, 60.4]",,High Pass,50.01,,Incomplete,,,,,,,,,1,From Goal Kick,Iván Ramis Barrios,6778.0,Right Center Back,3,Barcelona,217,['98a13f70-2718-4c23-a3c5-2f3cb5d84354'],24,,,,,,,,,,,,,,,,,Eibar,322,00:01:24.600,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.719147,,,,,,,,,,,,8dc1b400-0ef5-4ab9-b00e-4b5827bd9a58,71,,"[2.6, 22.9]",9799,1,True,,,1.3828397,,Keeper Arm,,,"[9.2, 57.6]",,Ground Pass,35.32209,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['e1ea7bcb-c933-4c71-96ce-69db15ab6ee7'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.847,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.727354,,,,,,,,,,,,d3c4141c-eb74-4854-84f0-f81ce16c2633,73,,"[8.5, 56.1]",9799,1,True,,,1.0276067,,Right Foot,,,"[18.1, 72.0]",,Ground Pass,18.573368,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['c629583f-ff05-430f-a54d-198f22426f08'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.440,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.52548,,,,,,,,,,,,e7c1fc26-850c-4be4-a308-46debae5df37,75,,"[17.2, 72.4]",9799,1,,,,-2.2306447,,Left Foot,,,"[3.7, 55.0]",,Ground Pass,22.022943,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['45ea4eaa-11cd-4c97-9699-a5413d751a22'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.468,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.052729,,,,,,,,,,,,075a93a1-bb06-43fe-b24d-2526a1fbaeb0,79,,"[3.3, 55.6]",9799,1,,,,-1.6262949,,Right Foot,,,"[2.6, 43.0]",,Ground Pass,12.61943,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['1795c2c7-fe68-4637-b68b-ec4166eee2eb', '96c225c5-5eef-4995-b270-7cbe26fbb3af']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.049,Pass,True,2017/2018
,,,,,,,,,,,,,,,,2.358633,,,,,,,,,,,,7fc5307d-f459-4782-a97d-546a46f4be5f,83,,"[3.1, 36.7]",9799,1,,,,-0.72318345,,Left Foot,,,"[35.5, 8.1]",,High Pass,43.217125,,Incomplete,,,,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['585e3a05-3afd-441f-93aa-a5406f817297', 'ed44bd55-0185-405b-95b7-d2392068e395']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.013,Pass,True,2017/2018
,,,,,,,,,,,,,,,,1.041431,,,,,,,,,,,,9c63f814-35d8-4f6c-9193-d63cde81f5a6,86,,"[87.2, 73.1]",9799,1,,,,-1.5833743,,Right Foot,,,"[87.0, 57.2]",,Ground Pass,15.9012575,,,,Papa Kouly Diop,6867.0,,,,,,1,Regular Play,Rubén Peña Jiménez,6710.0,Right Back,4,Eibar,322,['138cc3ca-9318-4c2b-bdac-8addbb812116'],44,,,,,,,,,,,,,,,,,Eibar,322,00:01:44.432,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.783459,,,,,,,,,,,,2fbdd6c7-3659-4ed9-b5ce-dc9776d43003,89,,"[92.4, 58.7]",9799,1,,,,0.5839785,,Right Foot,,,"[103.9, 66.3]",,Ground Pass,13.784411,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Left Defensive Midfield,4,Eibar,322,['ca915b6e-d6d6-467e-886e-ee25bddc24d0'],46,,,,,,,,,,,,,,,,,Eibar,322,00:01:46.341,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.81882,,,,,,,,,,,,14e76a6d-f96f-4f8f-89a7-5f022b94dcf4,92,,"[110.7, 62.0]",9799,1,,,,-1.4000611,,Right Foot,,,"[114.2, 41.7]",,Ground Pass,20.599514,,Incomplete,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,4,Eibar,322,['ecf31d12-16c5-4d4e-bfba-7b734b9098ca'],48,,,,,,,,,,,,,,,,,Eibar,322,00:01:48.589,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.998954,,,,,,,,,,,,27c100b9-be74-491b-96d5-69cd89b85238,100,,"[109.0, 48.7]",9799,1,,,,1.6262949,,Right Foot,,,"[108.3, 61.3]",,Ground Pass,12.61943,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Recovery,1,Regular Play,Joan Jordán Moreno,6701.0,Center Attacking Midfield,4,Eibar,322,['9b666488-41a4-45f0-8300-285cce7aac1a'],53,,,,,,,,,,,,,,,,,Eibar,322,00:01:53.380,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.733025,,,,,,,,,,,,a71681fc-a97b-4d7b-bf70-f2a7c2159d8a,103,,"[111.1, 60.6]",9799,1,,,,-1.3068326,,Right Foot,True,,"[116.1, 42.1]",,High Pass,19.163769,,Incomplete,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,4,Eibar,322,['b86b666d-223c-4884-bc7e-0aff4aaec50e'],56,,,,,,,,,,,,,,,,,Eibar,322,00:01:56.193,Pass,,2017/2018
,,,,,,,,,,,,,,,,2.100608,,,,,,,,,,,,3b0aea78-5ed1-448d-87e6-14a138b28635,106,,"[3.7, 40.4]",9799,2,,,,0.237091,,Drop Kick,,,"[57.5, 53.4]",,High Pass,55.34835,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,"['500b1b97-4477-4888-a267-52cfe808875a', '78eee006-75fd-4dcb-9814-6122c50e9ef2']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.647,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.81861,,,,,,,,,,,,78eee006-75fd-4dcb-9814-6122c50e9ef2,108,,"[62.6, 26.7]",9799,2,,,,-0.36886206,,Head,,,"[74.5, 22.1]",,Low Pass,12.758135,,,,José Ángel Valdés Díaz,6705.0,,,,,Recovery,1,From Keeper,Anaitz Arbilla Zabala,6709.0,Left Center Back,5,Barcelona,217,"['3b0aea78-5ed1-448d-87e6-14a138b28635', '768e8e66-7ae5-49fc-8f38-0370f396ee02']",2,,,,,,,,,,,,,,,,,Eibar,322,00:02:02.748,Pass,,2017/2018
,,,,,,,,,,,,,,,,1.27288,,,,,,,,,,,,581fabc2-5387-4773-ba4e-981998de1b88,112,,"[41.9, 59.1]",9799,2,,,,-0.6913369,,Left Foot,,,"[47.7, 54.3]",,Ground Pass,7.528612,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Keeper,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['e4bb51b8-d870-4a88-9162-81f998bc5a4d'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.991,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.61927,,,,,,,,,,,,6bfbee4f-aa1e-45e3-a60d-29acdf37b0dc,114,,"[48.2, 54.1]",9799,2,,,,-2.1632237,,Left Foot,,,"[44.7, 48.9]",,Ground Pass,6.2681737,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,5,Barcelona,217,['b9c1d079-edb6-4831-b5e3-d2aefe835f62'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.263,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.605959,,,,,,,,,,,,25add062-1208-4e53-b719-0f71e9317d31,116,,"[44.7, 48.9]",9799,2,,,,1.811914,,Right Foot,,,"[43.2, 55.0]",,Ground Pass,6.2817197,,,,Ivan Rakitić,5470.0,,,,,,1,From Keeper,José Paulo Bezzera Maciel Júnior,5542.0,Center Attacking Midfield,5,Barcelona,217,['30a8d2c7-d6ad-4d89-ab1c-dd3d0ec8e5b6'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.883,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.877574,,,,,,,,,,,,abdb9bb2-cd24-4b34-b93c-b48e9224236a,118,,"[44.3, 55.2]",9799,2,,,,-2.0344439,,Right Foot,,,"[39.7, 46.0]",,Ground Pass,10.2859125,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Keeper,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['bd93160d-b2c4-4122-b3d9-15f974818db4'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.489,Pass,,2017/2018
,,,,,,,,,,,,,,,,0.892435,,,,,,,,,,,,4ca886da-b2d2-4b67-9f1c-028fb4cf158d,121,,"[41.2, 43.4]",9799,2,,,,-0.8078663,,Right Foot,,,"[49.9, 34.3]",,Ground Pass,12.589679,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['06378999-9755-4509-97c6-0080afa242dd'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.625,Pass,,2017/2018
