ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.6738,,,,,,,,,,,,,396e8906-2b20-4aa6-9db3-507193aaf731,14,,"[43.5, 45.6]",69278,0,,,,1.5533764,,Right Foot,,,"[44.0, 74.3]",,Ground Pass,,28.704355,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9c890c28-002c-42b2-bb00-09a06da9acb2'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.930,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7133,,,,,,,,,,,,,083c9076-67d8-4d64-9627-4777362ddbeb,17,,"[44.2, 74.8]",69278,0,,,,-2.1785984,,Right Foot,,,"[31.4, 56.4]",,Ground Pass,,22.414282,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['fd9b5020-8af5-4835-acaa-de0919e6a2f9'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.274,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.1242,,,,,,,,,,,,,54fc186d-b49b-4b30-88f8-efd29d83d027,20,,"[32.3, 56.4]",69278,0,,,,-1.2810714,,Right Foot,,,"[48.1, 3.4]",,Ground Pass,,55.304974,,,,,Eric-Sylvain Bilal Abidal,20177.0,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['4cfd07dc-0cb9-420a-917c-3bf2541f5a1e'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.813,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2553,,,,,,,,,,,,,51d4b661-f35c-4cb1-afc0-df34a7a37a77,24,,"[45.2, 5.3]",69278,0,,,,2.296942,,Left Foot,,,"[34.1, 17.8]",,Ground Pass,,16.717056,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['df8613cb-58e6-4963-ac3c-6fcbb71a6549'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.304,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.8203,,,,,,,,,,,,,f5032b67-2fac-42b6-abab-1323d845cde1,27,,"[35.2, 18.3]",69278,0,,,,1.5262065,,Left Foot,,,"[36.9, 56.4]",,Ground Pass,,38.13791,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['471b415d-b8d4-402a-8d38-ccd3ac4dc5f6'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.686,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.417,,,,,,,,,,,,,d20aa11c-b6e5-42d2-b600-2a7c2a1d6068,30,,"[50.2, 56.5]",69278,0,,,,-1.796984,,Right Foot,,,"[44.7, 32.6]",,Ground Pass,,24.524681,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['195f306c-9644-4eab-b67a-a146543a11e7'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.226,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.4863,,,,,,,,,,,,,f3c887e3-87ca-4b65-b836-26e5c7a5e757,33,,"[50.5, 33.1]",69278,0,,,,-1.1580756,,Right Foot,,,"[57.9, 16.2]",,Ground Pass,,18.44912,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['12d29f38-faa2-4504-8bbe-a197bbea5b2c'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.759,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.7765,,,,,,,,,,,,,ec99ae68-cfec-4ec5-b974-469f9ac5d1eb,36,,"[65.6, 12.6]",69278,0,,,,0.29090735,,Right Foot,,,"[82.3, 17.6]",,Ground Pass,,17.432442,,,,,David Villa Sánchez,12737.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['afc4aa3a-f4f5-47e7-8481-a5eb3737f85d'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.309,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5955,,,,,,,,,,,,,4194c6e8-c728-4541-aac0-34f21a6732d8,40,,"[82.6, 17.4]",69278,0,,,,-1.744357,,Left Foot,,,"[79.9, 2.0]",,Ground Pass,,15.634897,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,"['9f2acc58-47e9-44ec-b742-3c499883590c', 'e89cc8e5-9d3a-4eb6-bccd-b1796b42abbb', 'f8940ba9-b3be-4365-b633-7e5933b72f2b']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.085,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.1315,,,,,,,,,,,,,0944d060-3e2a-4f4f-a91a-8266a0629900,42,,"[79.1, 3.9]",69278,0,,,,2.4565277,,Left Foot,,,"[70.9, 10.6]",,Ground Pass,,10.589146,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['b1e010bf-da13-4541-8cfa-7fc20f594280'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.681,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2616,,,,,,,,,,,,,aa450357-55f0-4f0a-b440-e9850b378070,45,,"[71.0, 8.4]",69278,0,,,,1.6052654,,Right Foot,,,"[70.0, 37.4]",,Ground Pass,,29.017237,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['a28ade89-a583-4399-b2c2-47926111df7c'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.129,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.2349,,,,,,,,,,,,,adda14d4-8309-4b04-afd6-bd5a1d15a0a8,47,,"[69.2, 37.4]",69278,0,,,,-2.3518655,,Right Foot,,,"[57.7, 25.8]",,Ground Pass,,16.33432,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['e30b4700-52ce-4240-a8a9-8706744f732f'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.391,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7586,,,,,,,,,,,,,6a2dfc07-d255-42ad-a749-e746685d8d65,50,,"[57.7, 25.6]",69278,0,,,,1.9895862,,Right Foot,,,"[50.4, 42.0]",,Ground Pass,,17.951323,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['38e953ff-0f91-4c60-b9ff-cd8eedaa0ece'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.899,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1771,,,,,,,,,,,,,9c1ec886-5ef6-4de5-853d-5b0b427c1149,53,,"[55.5, 40.3]",69278,0,,,,-1.5277195,,Right Foot,,,"[56.0, 28.7]",,Ground Pass,,11.610771,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['b393fa05-a08c-4e8c-846a-d38dbe777c3c'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.231,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1133,,,,,,,,,,,,,f12e89f8-38cf-43ab-ac05-6d5d33f86233,56,,"[57.4, 28.7]",69278,0,,,,1.4191043,,Right Foot,,,"[59.8, 44.4]",,Ground Pass,,15.8823805,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['537917e0-2a49-447c-bec5-17abaa05b1fc'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.450,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.5807,,,,,,,,,,,,,3d622021-a585-4726-b2a4-89288211a71e,59,,"[63.0, 46.4]",69278,0,,,,0.6623481,,Right Foot,,,"[94.8, 71.2]",,High Pass,,40.327164,,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,"['035fc73d-f2cb-4fdc-926e-1e4ba4fefbdb', '23e291b3-def2-4cad-8336-f855deb746ed']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.575,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6354,,,,,,,,,,,,,c2142104-d251-4e4d-8ac4-71145d2899e0,63,,"[90.8, 66.1]",69278,0,,,,-2.9441972,,Right Foot,,,"[83.3, 64.6]",,Ground Pass,,7.648529,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['dda117e8-56ed-4fdb-b4db-23e7d980b349'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.799,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1068,,,,,,,,,,,,,a3559ef1-ac64-4591-805f-3b0e58349c36,66,,"[85.5, 53.5]",69278,0,,,,-1.7196863,,Left Foot,,,"[84.0, 43.5]",,Ground Pass,,10.111875,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['93444edb-251e-4ac3-af48-ab31431bb813'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.022,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7506,,,,,,,,,,,,,076978f6-479a-4364-b70b-6b91df298b03,70,,"[86.4, 43.5]",69278,0,,,,-1.0960226,,Right Foot,,,"[101.1, 14.9]",,Low Pass,,32.156647,,,,,David Villa Sánchez,12737.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['b09ff9d3-8ccf-4b2f-83fe-311b3d85ebfd', 'f8f33eea-1817-4e70-abbb-bfc324bc7282']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.879,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.0523,,,,,,,,,,,,,dca207db-86f6-48b5-89f4-b106ce2b21fc,74,,"[100.4, 16.2]",69278,0,,,,2.458113,,Right Foot,,,"[90.7, 24.1]",,Ground Pass,,12.509996,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,David Villa Sánchez,12737.0,Left Wing,2,Barcelona,217,['d7d66538-d51a-4e44-bb3c-6fc590d963e2'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.613,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6167,,,,,,,,,,,,,3abbfcc0-8b8e-4fe2-bcaa-8b6255a06ffd,78,,"[89.6, 25.1]",69278,1,,,,1.2578951,,Left Foot,,,"[92.9, 35.3]",,Ground Pass,,10.720541,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['db166524-7ce2-48c4-b07c-06c8ecc537c8'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.227,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.1016,,,,,,,,,,,,,d8f1cec7-f940-4461-bda1-b93b5f787df8,80,,"[94.6, 35.2]",69278,1,,,,0.032246884,,Right Foot,,,"[97.7, 35.3]",,Low Pass,,3.1016126,,,Incomplete,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['08485c4c-20c1-4e88-95c6-fbe858d3c32a'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.844,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8708,,,,,,,,,,,,,a5ddfa2b-cdad-4a99-bb75-196e0c1dad70,83,,"[92.5, 43.2]",69278,1,,,,0.85586953,,Right Foot,,,"[100.4, 52.3]",,Ground Pass,,12.050726,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Recovery,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['65ff5d0c-e45c-47a5-9307-6340b59979ed', 'f9d924e2-3dde-4937-a527-8a193ee38036']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.911,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.730955,,,,,,,,,,,,,65293832-97c1-4434-9599-8255ae213387,88,,"[19.0, 28.5]",69278,1,,,,2.7010622,,Left Foot,,,"[12.0, 31.8]",,Ground Pass,,7.738863,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,Patrick Jan Mtiliga,26731.0,Left Back,3,Málaga,223,"['5da13f3d-72ac-4170-909f-bf7a31d010ba', '9fa0c58f-79a2-438d-b4b3-25f972d06373']",5,,,,,,,,,,,,,,,,,,Málaga,223,00:01:05.406,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.0436,,,,,,,,,,,,,9016c59f-b7ac-473d-bd9f-b22e0d967d64,92,,"[3.8, 26.3]",69278,1,,,,-1.2555816,,Left Foot,,,"[8.3, 12.5]",,Ground Pass,,14.515164,,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,3,Málaga,223,['d381a312-e9c9-4be8-937f-934aaff28f31'],7,,,,,,,,,,,,,,,,,,Málaga,223,00:01:07.841,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.662,,,,,,,,,,,,,438ca3d6-dc79-4c65-ad57-22ccc4213dd1,96,,"[10.0, 11.6]",69278,1,,,,0.59878385,,Left Foot,,,"[18.5, 17.4]",,Low Pass,,10.290287,,,Incomplete,,Patrick Jan Mtiliga,26731.0,,,,,,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,3,Málaga,223,"['14ed26ae-5bb5-4692-afab-b1abfc961ae1', '1fe15458-4ed4-4cd8-9f77-43d684cc0f31', '26705406-0ba7-49ec-94e1-90b2db86b875']",8,,,,,,,,,,,,,,,,,,Málaga,223,00:01:08.994,Pass,True,2010/2011
,,,,,,,,,,,,,,,,5.378043,,,,,,,,,,,,,b634a154-1303-4420-9c84-dd89c9868208,101,,"[24.3, 12.0]",69278,1,,,,0.27754992,,Left Foot,,,"[112.4, 37.1]",,High Pass,,91.60579,,,Incomplete,,Júlio César Clement Baptista,25923.0,,,,,Free Kick,1,From Free Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,5,Málaga,223,"['5c5d4ed7-1169-48b3-bcbe-17918e69ccc9', '7d6d37d8-df89-4e53-8ccf-fb07f0722140']",37,,,,,,,,,,,,,,,,,,Málaga,223,00:01:37.747,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.8661,,,,,,,,,,,,,d22d70f0-e9cc-46fd-aa10-af46279c06c7,105,,"[14.8, 35.0]",69278,1,,,,-1.1883098,,Keeper Arm,,,"[21.8, 17.6]",,Low Pass,,18.755266,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['c82fdf40-abb5-460f-b2a0-b3d44caa4c1b'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.409,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.8792,,,,,,,,,,,,,8c8a4fd0-4e43-41fe-8506-357dac82fed7,108,,"[44.7, 11.3]",69278,1,,,,2.0428002,,Left Foot,,,"[37.4, 25.6]",,Ground Pass,,16.055529,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,6,Barcelona,217,['a52882c9-67a7-4252-bd7e-56fc527b8358'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.150,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1103,,,,,,,,,,,,,ec763700-e4ac-452c-aeb5-daab7211b35a,111,,"[36.2, 28.5]",69278,1,,,,0.823218,,Right Foot,,,"[45.1, 38.1]",,Ground Pass,,13.090837,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['28983913-c0e2-4eb0-9557-d274f4b7af2e'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.847,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6171,,,,,,,,,,,,,bfdb427c-b8af-4fc2-86d1-8b67d98c910c,114,,"[44.7, 40.3]",69278,1,,,,-2.2941275,,Left Foot,,,"[36.4, 30.9]",,Ground Pass,,12.539936,,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,"['22b2985b-bc97-4773-8355-ecd4e41a0872', '497e1a6c-11d2-49b2-9889-0724db171cfb']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.957,Pass,True,2010/2011
