ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.3154,,,,,,,,,,,,,e8fed0dc-3bea-4367-a413-2c164237e5c1,17,,,"[34.2, 39.8]",69335,0,,,,-1.6899891,,Right Foot,,,"[32.2, 23.1]",,Ground Pass,,16.819334,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['a04045be-e9bf-4568-a40f-9b28d78e8b2f'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.362,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0462,,,,,,,,,,,,,ea91f57c-094c-4c34-b82e-0344e8fa4d35,20,,,"[55.9, 16.4]",69335,0,,,,-0.9199514,,Right Foot,,,"[65.8, 3.4]",,Ground Pass,,16.34044,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['99c7d101-dea8-4cc2-a4e0-e5ada871914b'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.910,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9696,,,,,,,,,,,,,8ff2a6cf-5958-49ef-837b-02f691359ab0,23,,,"[65.8, 3.4]",69335,0,,,,2.1873627,,Right Foot,,,"[58.5, 13.7]",,Ground Pass,,12.624579,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['d91fc838-50fc-4316-a007-d4580503c33e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.033,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1382,,,,,,,,,,,,,383d1bd8-bbe8-404c-aaa0-52d33490cfe2,25,,,"[58.5, 13.7]",69335,0,,,,-1.1920505,,Right Foot,,,"[62.4, 3.9]",,Ground Pass,,10.547511,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['e6111d32-c81c-46bb-8a8b-c8b0e0e76956'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.003,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1249,,,,,,,,,,,,,f2da4143-6bc2-4118-ba15-e8843b07a3dc,28,,,"[62.4, 3.9]",69335,0,,,,0.8579976,,Left Foot,,,"[72.6, 15.7]",,Ground Pass,,15.597436,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['38af0bcb-41bc-4916-a51b-570c984d3734'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.540,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3937,,,,,,,,,,,,,c529abd5-0783-495f-aa23-ca801d69545e,31,,,"[73.0, 15.7]",69335,0,,,,2.2678177,,Right Foot,,,"[65.8, 24.3]",,Low Pass,,11.21606,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Wing,2,Barcelona,217,"['060a7013-360b-434d-937f-4fed0c3ab6e6', '20c6152a-55b4-4d43-adf9-657ec0704345', '63917bfe-cd40-49e1-995b-c63c87b224c7']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.665,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.8706,,,,,,,,,,,,,20c6152a-55b4-4d43-adf9-657ec0704345,33,,,"[55.2, 56.7]",69335,0,,,,-2.5256076,,Right Foot,,,"[46.3, 50.4]",,Ground Pass,,10.904128,,,,Enzo Maresca,25954.0,,,,,Recovery,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,3,Málaga,223,"['13e6089b-bb0c-4bb7-9b5a-3b9e7bd14cc0', 'c529abd5-0783-495f-aa23-ca801d69545e']",19,,,,,,,,,,,,,,,,,,Málaga,223,00:00:19.059,Pass,,2011/2012
,,,,,,,,,,,,,,,1.4013,,,,,,,,,,,,,167f2c41-54cc-4276-b272-c3117f282f63,36,,,"[46.3, 50.4]",69335,0,,,,-0.51094955,,Right Foot,,,"[66.1, 39.3]",,Ground Pass,,22.69912,,,,Eliseu Pereira dos Santos,10798.0,,,,,,1,Regular Play,Enzo Maresca,25954.0,Left Defensive Midfield,3,Málaga,223,['21a8574c-da2f-478d-8982-5195f095857d'],20,,,,,,,,,,,,,,,,,,Málaga,223,00:00:20.012,Pass,,2011/2012
,,,,,,,,,,,,,,,2.439063,,,,,,,,,,,,,2146678c-3cae-437a-8b8c-bceb434393a7,42,,,"[77.2, 49.9]",69335,1,,,,-0.5188991,,Right Foot,,,"[120.8, 25.0]",,High Pass,,50.209263,,Out,,,,,,,,Free Kick,1,From Free Kick,Santiago Cazorla González,11386.0,Right Wing,4,Málaga,223,,5,,,,,,,,,,,,,,,,,,Málaga,223,00:01:05.399,Pass,,2011/2012
,,,,,,,,,,,,,,,3.3243,,,,,,,,,,,,,0f47a38e-64ae-42bd-8a36-bf22cdad43a5,43,,,"[6.0, 44.0]",69335,1,,,,-1.3081872,,Right Foot,,,"[13.5, 16.1]",,Ground Pass,,28.890482,,,,Javier Alejandro Mascherano,5506.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['56744148-e049-4325-9164-6a07fccee16d'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.477,Pass,,2011/2012
,,,,,,,,,,,,,,,1.6084,,,,,,,,,,,,,71f0bc5f-6aa7-4b6c-a362-1974fde4a048,46,,,"[22.6, 18.6]",69335,1,,,,1.5289602,,Left Foot,,,"[23.5, 40.1]",,Ground Pass,,21.51883,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['589bc094-f521-4a81-b8a7-5145e7787d89'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.522,Pass,,2011/2012
,,,,,,,,,,,,,,,1.6718,,,,,,,,,,,,,f831870b-2d0f-4f45-93ef-3b31d3a0a72f,49,,,"[41.0, 42.9]",69335,1,,,,1.5965638,,Right Foot,,,"[40.5, 62.3]",,Ground Pass,,19.406443,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['a0f4e4e4-4cfe-473f-af8a-269693e3a9ed'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.131,Pass,,2011/2012
,,,,,,,,,,,,,,,1.511,,,,,,,,,,,,,b1a862ac-5a50-4504-83d1-77d8170085a7,53,,,"[46.7, 65.6]",69335,1,,,,-1.6463281,,Right Foot,,,"[45.3, 47.1]",,Ground Pass,,18.552896,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['4c8f96dd-5b5c-4b69-bbc4-7246546bcb51', 'b8e0ca6c-dce8-455d-8279-48ca6917cebc']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.357,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.7181,,,,,,,,,,,,,1b0b23ad-42fd-4fca-a032-a13f2da72c6b,56,,,"[48.0, 44.1]",69335,1,,,,-1.2302686,,Right Foot,,,"[61.5, 6.0]",,Ground Pass,,40.421036,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['70adff4b-f1ac-4222-893c-bd14cc9c8d5e'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.250,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2848,,,,,,,,,,,,,89888cc3-95ae-4635-9776-1f2069c8eea3,58,,,"[61.5, 6.3]",69335,1,,,,1.5253731,,Left Foot,,,"[62.2, 21.7]",,Ground Pass,,15.415901,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['614a8c59-0682-49c2-a386-4b5fd4403145'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.968,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2776,,,,,,,,,,,,,36a5bff2-7e71-4801-968d-de64209ff11b,62,,,"[61.7, 13.2]",69335,1,,,,0.07326313,,Right Foot,,,"[72.6, 14.0]",,Ground Pass,,10.929318,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['8b1b5bc5-a682-4e48-8320-493c48f75439', 'c4db4b53-a641-4bd7-a950-cc2404b1e1ed']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.443,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.5329,,,,,,,,,,,,,e7ba623d-cf6a-4004-8720-efe4d5e25ae4,66,,,"[66.7, 18.3]",69335,1,,,,3.1415927,,Right Foot,,,"[52.5, 18.3]",,Ground Pass,,14.2,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Wing,5,Barcelona,217,"['13dbe0e8-f2b8-4863-930e-ab912a0d1b77', 'b292c4c5-1963-438a-9e9e-9f20bcd1188b']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.617,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.7632,,,,,,,,,,,,,3ba63d50-ef09-4417-b0ce-bbe8213561bc,70,,,"[53.3, 17.6]",69335,1,,,,0.7577372,,Right Foot,,,"[66.3, 29.9]",,Ground Pass,,17.896648,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,"['597f7edf-4762-4ee3-8673-ee7ecf3d948a', 'ca3c359f-b2fc-4add-ad99-983da83bf300']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.226,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.2572,,,,,,,,,,,,,d8431ba3-a46d-4a9e-83e7-e64881176593,74,,,"[64.6, 26.8]",69335,1,,,,-2.0657926,,Left Foot,,,"[58.5, 15.5]",,Ground Pass,,12.841339,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Wing,5,Barcelona,217,"['9c969b97-3307-41af-bbe5-f15db93e8930', '9db7e778-022b-4a0e-ba13-cf0c63b973e9']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.926,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.5077,,,,,,,,,,,,,0b8473e2-d76a-4897-87da-811dcdac2564,77,,,"[57.4, 18.3]",69335,1,,,,1.9475591,,Right Foot,,,"[42.8, 55.2]",,Low Pass,,39.683372,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['e08af847-3af4-4669-9ea0-66c72fba1988'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.380,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9754,,,,,,,,,,,,,b892e070-36ae-45ee-996a-37cf87e36095,80,,,"[43.1, 55.7]",69335,1,,,,1.0372627,,Right Foot,,,"[54.5, 75.0]",,Ground Pass,,22.415396,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['0ce67c39-0fe6-4bfd-9049-95d67248f000'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.419,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9923,,,,,,,,,,,,,ac7ee8d9-948c-4c43-87c5-e66aeb89413a,85,,,"[52.5, 74.1]",69335,1,,,,-1.1453466,,Right Foot,,,"[58.3, 61.3]",,Ground Pass,,14.052757,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['5ed0fc53-4d5e-40e4-becc-24879af4cb43', '6bfdcaa5-c725-49bb-bd46-ae58f7e04e0a']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.836,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.0325,,,,,,,,,,,,,21aee78b-15e6-46c5-b760-ebe464143eed,88,,,"[58.3, 61.3]",69335,1,,,,2.3255293,,Left Foot,,,"[50.4, 69.7]",,Ground Pass,,11.531261,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,['1667f3ea-a081-439b-93ec-97752c67b3b6'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.935,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2308,,,,,,,,,,,,,9fb405ac-c6a2-4b5b-a5db-4350b9a9dee8,91,,,"[50.4, 69.7]",69335,1,,,,-1.4153049,,Right Foot,,,"[53.3, 51.2]",,Low Pass,,18.725918,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['1ecbaf6b-6553-479a-a467-fb33bc11139c'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.008,Pass,,2011/2012
,,,,,,,,,,,,,,,1.281,,,,,,,,,,,,,7129e644-20f7-433e-8453-b54807795fc3,94,,,"[57.1, 52.1]",69335,2,,,,-1.1003921,,Right Foot,,,"[63.1, 40.3]",,Ground Pass,,13.237824,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['675009ea-7bab-469c-8872-03e391ec9641'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.415,Pass,,2011/2012
,,,,,,,,,,,,,,,2.014898,,,,,,,,,,,,,ba1314ce-e21d-47a8-8787-7e97781d9509,97,,,"[63.4, 37.9]",69335,2,,,,-1.1437322,,Right Foot,,,"[79.1, 3.4]",,High Pass,,37.904354,,,,Adriano Correia Claro,22102.0,,,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,5,Barcelona,217,['d4b8ac19-0049-4e1c-9fef-29052f1d43c0'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.593,Pass,,2011/2012
,,,,,,,,,,,,,,,2.0882,,,,,,,,,,,,,b5f93f26-e2dd-4f1f-8663-aa9b7bc81330,100,,,"[79.1, 3.4]",69335,2,,,,2.9512641,,Other,,,"[68.2, 5.5]",,Low Pass,,11.1004505,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Wing,5,Barcelona,217,['356d7ee2-2af6-4925-be71-b8944af7a652'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.889,Pass,,2011/2012
,,,,,,,,,,,,,,,1.7397,,,,,,,,,,,,,9da12313-2018-401d-a13c-66edef168537,104,,,"[67.3, 7.0]",69335,2,,,,1.6548674,,Left Foot,,,"[65.8, 24.8]",,Ground Pass,,17.86309,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,"['dd1ffa7e-29c1-405d-84cb-ac4a83306581', 'ff8a3e1f-6cd6-4645-9661-6da0d6fdf687']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.033,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.4761,,,,,,,,,,,,,516d755c-f64a-4b1e-8103-9e6b0d70589f,111,,,"[55.9, 61.4]",69335,2,,,,1.6850506,,Right Foot,,,"[55.2, 67.5]",,Ground Pass,,6.140033,,,,Santiago Cazorla González,11386.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,6,Málaga,223,['e0a29250-df9c-423c-af13-3de4137e0266'],12,,,,,,,,,,,,,,,,,,Málaga,223,00:02:12.476,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0027,,,,,,,,,,,,,076b8dce-3466-4884-9e00-408bb563e112,113,,,"[54.8, 67.5]",69335,2,,,,-2.0252419,,Left Foot,,,"[48.4, 54.4]",,Ground Pass,,14.579781,,,,Ignacio Camacho Barnola,8234.0,,,,,,1,Regular Play,Santiago Cazorla González,11386.0,Right Wing,6,Málaga,223,['5bfaeba2-488b-4370-b93e-e414d3b4278a'],12,,,,,,,,,,,,,,,,,,Málaga,223,00:02:12.952,Pass,,2011/2012
,,,,,,,,,,,,,,,0.909,,,,,,,,,,,,,3758322e-92f8-4b91-acb9-3c78e89a1b07,117,,,"[47.2, 53.2]",69335,2,,,,-0.7922008,,Right Foot,,,"[54.5, 45.8]",,Ground Pass,,10.394711,,,,Enzo Maresca,25954.0,,,,,,1,Regular Play,Ignacio Camacho Barnola,8234.0,Right Defensive Midfield,6,Málaga,223,['b84878c6-0698-486d-a4e1-5327c1d864ff'],14,,,,,,,,,,,,,,,,,,Málaga,223,00:02:14.235,Pass,,2011/2012
