50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.161821,,,,,,,,,,,,ad76f0ec-4cad-498e-8290-0b85037229b9,1075,,"[65.5, 40.6]",266885,25,,,,-2.3857718,,Right Foot,,,,"[48.1, 24.2]",,Low Pass,,23.910667,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Esteban Félix Granero Molina,6770.0,Left Center Midfield,45,Real Sociedad,210,['1f247b6c-96b3-4091-94f0-ab65db54f293'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:25:42.516,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.513051,,,,,,,,,,,,1b575b53-25c7-498f-845f-e38fee354a26,1079,,"[49.8, 21.2]",266885,25,,,,-0.9838987,,Left Foot,,,,"[63.7, 0.3]",,High Pass,,25.100199,,Out,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,45,Real Sociedad,210,"['a4be20e8-b050-4558-8f24-1a5c07d58274', 'd58248e6-e28b-436b-aee4-d0ef85a9187d']",44,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:25:44.992,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.9222,,,,,,,,,,,,29ec4dd2-51ae-4ffc-a9c7-3903ef4a8ac6,1081,,"[55.3, 80.0]",266885,25,,,,-0.81271374,,,,,,"[64.2, 70.6]",,High Pass,,12.944883,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['a4a10b17-cd32-4bfc-9908-07755ca3a50f'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:52.157,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8584,,,,,,,,,,,,478f3382-1eef-4690-81ee-b8bc8811aff0,1083,,"[64.2, 70.6]",266885,25,,,,2.6724806,,Head,,,,"[56.9, 74.3]",,Low Pass,,8.184131,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,46,Barcelona,217,['cbbc6b93-00fa-4793-bfb2-77c25ce1579d'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:54.119,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.699032,,,,,,,,,,,,f90c86cf-f142-4994-835d-1e7c8076792c,1087,,"[57.1, 72.1]",266885,25,,,,-2.243316,,Right Foot,,,,"[35.2, 44.6]",,Low Pass,,35.1548,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['820f00d3-519b-4487-9557-5c7e1fbacdb6'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:55.673,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.303971,,,,,,,,,,,,59d72fba-0c2d-42fc-9be3-996e76deae5a,1090,,"[41.9, 44.1]",266885,26,,,,1.361411,,Right Foot,,,,"[47.0, 68.1]",,Ground Pass,,24.535892,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,46,Barcelona,217,['22765015-9429-496c-96a2-00ba2f2aedb4'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:01.856,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1918,,,,,,,,,,,,bfdb2def-c28f-4ede-9ea6-740891c0f168,1093,,"[57.5, 65.3]",266885,26,,,,1.48958,,Right Foot,,,,"[58.2, 73.9]",,Ground Pass,,8.628442,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,46,Barcelona,217,['751a1523-d15a-4910-872b-143c3cef1b2c'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:06.366,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7085,,,,,,,,,,,,975800fa-6733-4d9c-ab5a-124d290730e5,1096,,"[58.3, 73.4]",266885,26,,,,0.14832783,,Right Foot,,,,"[67.0, 74.7]",,Ground Pass,,8.79659,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['8c6d50be-47bf-4ee4-8d84-e41a2d6a96a3'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:07.625,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.6812,,,,,,,,,,,,52e963db-ebf4-4e15-bd67-0dbf6961a81d,1099,,"[67.0, 75.2]",266885,26,,,,-1.7955076,,Left Foot,,,,"[64.6, 64.7]",,Ground Pass,,10.770794,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,46,Barcelona,217,['ae5cb6a2-8cbc-4e02-a731-6c854cc20841'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:08.373,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2397,,,,,,,,,,,,44acf6b3-9230-4d9d-93d3-db2381063ced,1102,,"[64.6, 64.6]",266885,26,,,,1.7245039,,Right Foot,,,,"[63.5, 71.7]",,Ground Pass,,7.184706,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['071898c5-fd48-4229-9196-e6a89c5ae0d4'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:09.134,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,1aa7e572-9fa6-4d14-9158-46da7fa6cc9f,1105,,"[64.3, 63.7]",266885,26,,,,-1.0949885,,Left Foot,,,,"[86.2, 21.2]",,High Pass,,47.81067,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,True,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,46,Barcelona,217,"['7e6e1ec0-8dbe-476f-8db1-1ebdeefee541', 'faeb6831-c4e9-4f42-b585-ec348bfa6d3d']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:11.544,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.61013,,,,,,,,,,,,7e6e1ec0-8dbe-476f-8db1-1ebdeefee541,1107,,"[33.9, 58.9]",266885,26,,,,-1.8686787,,Head,,,,"[30.4, 47.5]",,High Pass,,11.925183,,,,Aritz Elustondo Irribaria,6679.0,,,,,Recovery,1,Regular Play,Xabier Prieto Argarate,6690.0,Left Midfield,47,Real Sociedad,210,"['1aa7e572-9fa6-4d14-9158-46da7fa6cc9f', 'eeadebfc-8381-45b3-bbdd-bab81c26dd17']",14,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:14.174,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9016,,,,,,,,,,,,aa76dfd9-c745-451a-bdbc-a8192c3018bc,1109,,"[31.7, 47.9]",266885,26,,,,0.07278785,,Head,,,,"[41.3, 48.6]",,High Pass,,9.625487,,,,Rubén Pardo Gutiérrez,6899.0,,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Back,47,Real Sociedad,210,['3a9f49e5-62e0-45bd-965c-a37d6e2a8767'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:16.081,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0655,,,,,,,,,,,,cc1efd4f-8003-46ba-bc48-3cc6937a7a1f,1111,,"[42.7, 48.6]",266885,26,,,,2.365903,,Right Foot,,,,"[37.5, 53.7]",,Low Pass,,7.283543,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,Regular Play,Rubén Pardo Gutiérrez,6899.0,Right Center Midfield,47,Real Sociedad,210,['63f7dcb4-707e-4451-9c7f-d8502e210cda'],16,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:16.983,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.32775,,,,,,,,,,,,7b0591bd-2512-465a-9307-b07877f45f19,1114,,"[84.5, 54.3]",266885,26,,,,1.895559,,Left Foot,,,,"[77.8, 74.2]",,Ground Pass,,20.99762,,,,Xabier Prieto Argarate,6690.0,,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Back,47,Real Sociedad,210,['c906cd3a-ea95-4b73-afc3-9e0d64be6a54'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:23.141,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6996,,,,,,,,,,,,9a0599d4-812e-44c2-bc5b-93dc7a4cbacc,1117,,"[91.1, 66.6]",266885,26,,,,-1.0780061,,Right Foot,True,,,"[107.8, 35.5]",,High Pass,,35.30014,,Incomplete,,Imanol Agirretxe Arruti,6677.0,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Left Midfield,47,Real Sociedad,210,"['60ca04ce-89ef-4ff2-908c-374d2662fac2', '99f6a45c-f5b8-4bc4-ba68-27ac322197f4']",28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:28.182,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.638015,,,,,,,,,,,,3beb18ec-acb8-416c-bfff-956e4df1bcf8,1122,,"[12.3, 42.8]",266885,26,,,,-0.59878385,,Right Foot,,,,"[20.8, 37.0]",,Ground Pass,,10.290287,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Counter,Daniel Alves da Silva,4324.0,Right Back,48,Barcelona,217,"['24fd08a9-9eac-4843-b53d-b485d5b6d0f1', '4f3b9942-aa20-46e1-af50-bb606d5e4bfe']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:31.756,Pass,True,2015/2016
,,,,,,,,,,,,,,,,3.8883,,,,,,,,,,,,e4980f20-8788-4c72-9a97-1dc7c49e9b98,1125,,"[27.4, 33.2]",266885,26,,,,-0.26784787,,Right Foot,,,,"[85.7, 17.2]",,High Pass,,60.455685,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Counter,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,48,Barcelona,217,['23d80623-dda9-4ba5-8339-3e066caa622a'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:34.426,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.760038,,,,,,,,,,,,96086dab-25c8-419e-8907-ec4fe6cdfdc7,1129,,"[28.0, 52.9]",266885,26,,,,-0.6015336,,Head,,,,"[44.9, 41.3]",,High Pass,,20.498049,,,,Esteban Félix Granero Molina,6770.0,,,,,Recovery,1,Regular Play,Mikel González de Martín Martínez,16622.0,Right Center Back,49,Real Sociedad,210,['1a0d3ae0-e620-4d2b-9d9d-274d428afa63'],40,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:40.187,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.940534,,,,,,,,,,,,3d518caa-0b65-41e8-92f6-2d374c509d0f,1132,,"[44.3, 37.8]",266885,26,,,,-2.6472642,,Right Foot,,,,"[28.9, 29.5]",,Low Pass,,17.494286,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Esteban Félix Granero Molina,6770.0,Left Center Midfield,49,Real Sociedad,210,['7aad99df-8f82-4dcb-adff-0451b79e9d47'],42,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:42.987,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.100368,,,,,,,,,,,,b9512059-11a7-4ee7-9230-7362e092d98b,1135,,"[29.4, 24.9]",266885,26,,,,-0.7318779,,Left Foot,,,,"[53.0, 3.7]",,Ground Pass,,31.723808,,,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,49,Real Sociedad,210,['95dd60b6-c436-432e-b8ba-e2a641af5bad'],45,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:45.209,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7939,,,,,,,,,,,,f8e1d139-bb08-4ce3-a75c-2b9d310d3b0b,1138,,"[53.1, 4.0]",266885,26,,,,0.39608145,,Left Foot,,,,"[64.1, 8.6]",,Low Pass,,11.923087,,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Right Midfield,49,Real Sociedad,210,"['3af6f5b5-bb0b-426d-9a78-74cbb1abbae6', 'acd3872c-5d6e-416c-bc6c-ef98b3bf92cc']",47,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:26:47.327,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.692,,,,,,,,,,,,0e9c7490-2496-442d-aa80-bdb736583d83,1143,,"[56.5, 75.2]",266885,26,,,,-0.7095943,,Right Foot,,,,"[65.0, 67.9]",,Low Pass,,11.204463,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,50,Barcelona,217,['6c966a8c-346f-4514-ac42-45780a8b25b7'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.803,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.402007,,,,,,,,,,,,576791dd-0726-47af-96bb-174ec1300434,1145,,"[63.5, 67.8]",266885,26,,,,-3.0010166,,Right Foot,,,,"[42.3, 64.8]",,Ground Pass,,21.411213,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,50,Barcelona,217,['a62f1443-9ccf-41f8-ad01-1a0f328ea686'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:50.495,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.318416,,,,,,,,,,,,5df45bf4-cceb-4201-99e7-01a399335d5f,1148,,"[42.7, 62.9]",266885,26,,,,-0.34348625,,Right Foot,,,,"[56.4, 58.0]",,Ground Pass,,14.549914,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,50,Barcelona,217,['280ea9b6-9652-44a2-b31e-fcbd24576991'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:53.049,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.966703,,,,,,,,,,,,387472eb-9fe8-402a-b10a-de86a6f017aa,1152,,"[50.0, 55.2]",266885,26,,,,2.0533097,,Right Foot,,,,"[43.4, 67.8]",,Ground Pass,,14.223924,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,50,Barcelona,217,['1a1f0f9a-9024-4593-804b-6c4f5be9981b'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:57.913,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8988,,,,,,,,,,,,082aab67-d709-4527-91ce-f70778204a94,1156,,"[49.3, 69.7]",266885,27,,,,-0.32175055,,Right Foot,,,,"[54.7, 67.9]",,Ground Pass,,5.6920996,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,50,Barcelona,217,"['1aa327ee-93ef-411a-91cc-db7f7a34e0e3', '36124d5c-b242-4160-ac31-9529cbe7c900']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:00.505,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.7301,,,,,,,,,,,,be5a9ba2-cd50-4006-9176-96039a7b5b84,1158,,"[54.7, 67.8]",266885,27,,,,1.4645314,,Right Foot,,,,"[55.5, 75.3]",,Ground Pass,,7.542546,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,50,Barcelona,217,['921dad96-72fc-4150-9182-2d9b754ef9bb'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:01.404,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7175,,,,,,,,,,,,5d52d092-1414-4818-a624-0ca0ff4ee813,1160,,"[56.4, 76.4]",266885,27,,,,-0.9888912,,Right Foot,,,,"[61.4, 68.8]",,Ground Pass,,9.097252,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,50,Barcelona,217,['b869b928-fbb3-47f2-b7ec-9c281b82499e'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:02.134,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.583872,,,,,,,,,,,,87e2762d-f634-4f23-9110-41d7e9204442,1169,,"[84.3, 68.9]",266885,27,,,,1.5707964,,Left Foot,,,,"[84.3, 73.9]",,Ground Pass,,5.0,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,51,Barcelona,217,['f8c29f4d-f07d-4021-b1a7-7fc44451f500'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:39.337,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.321042,,,,,,,,,,,,7134f298-8051-46a6-9a0c-986150e48d15,1173,,"[83.4, 69.7]",266885,27,,,,-1.9990065,,Left Foot,,,,"[68.2, 36.4]",,Ground Pass,,36.605053,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['037f37af-ce93-43c9-abf2-fb992dc6f501'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.895,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9915,,,,,,,,,,,,8cc5d47e-7ce2-440e-95d7-a4a29b74f0da,1176,,"[67.4, 36.0]",266885,27,,,,-1.2690431,,Right Foot,,,,"[72.1, 20.9]",,Ground Pass,,15.81455,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,51,Barcelona,217,['0bfb2f0b-4d34-4a25-8c54-a2ac88fe809d'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:45.490,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.2313,,,,,,,,,,,,b6a25f07-f783-4073-97a1-7f95ed780bad,1179,,"[71.0, 23.2]",266885,27,,,,0.58990735,,Right Foot,,,,"[119.4, 55.6]",,High Pass,,58.243626,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,51,Barcelona,217,['432b6804-999a-4681-96bd-b95853bc1400'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:48.732,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,d2e7c20e-b106-4ae3-a929-264def5ec567,1181,,"[7.0, 36.1]",266885,28,True,,,-0.4858372,,Right Foot,,,,"[67.6, 4.1]",,High Pass,,68.52999,,,,Sergio Canales Madrazo,6673.0,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,52,Real Sociedad,210,['322a906b-7a60-4ba4-8fcc-e9a3b90fb74b'],24,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:24.209,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.436594,,,,,,,,,,,,d04de4ad-6576-41fa-b572-ad012b50ce44,1183,,"[67.6, 4.1]",266885,28,True,,,2.896614,,Right Foot,,,,"[62.8, 5.3]",,Ground Pass,,4.9477267,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Goal Kick,Sergio Canales Madrazo,6673.0,Right Midfield,52,Real Sociedad,210,['3ca8e5b3-dd47-45b3-8d2a-7585a8bc9134'],24,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:24.238,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.57685,,,,,,,,,,,,70d135fe-98be-4952-a690-001437d433be,1185,,"[61.9, 7.0]",266885,28,,,,0.6127167,,Left Foot,,,,"[72.0, 14.1]",,Ground Pass,,12.345849,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Goal Kick,Yuri Berchiche Izeta,3023.0,Left Back,52,Real Sociedad,210,['08b0fcc8-c6a2-4720-a76a-bff88d682bcc'],27,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:27.127,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.879511,,,,,,,,,,,,39a567b3-1d74-4238-9b86-36fb5a8a34ad,1189,,"[70.4, 12.2]",266885,28,,,,-2.4940016,,Left Foot,,,,"[62.6, 6.3]",,Ground Pass,,9.780082,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Goal Kick,Carlos Alberto Vela Garrido,5560.0,Right Center Forward,52,Real Sociedad,210,"['019d951b-af80-413f-86af-c06bb7e4b397', 'd8bd532f-729b-418e-acb6-75b9b1c52c5e']",29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:29.177,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.8061,,,,,,,,,,,,0df98f56-ddf3-464e-9abd-a78503807eee,1192,,"[62.3, 6.2]",266885,28,,,,1.012197,,Left Foot,,,,"[65.8, 11.8]",,High Pass,,6.603787,,Incomplete,,,,,,,,,1,From Goal Kick,Yuri Berchiche Izeta,3023.0,Left Back,52,Real Sociedad,210,['6832c352-e0d8-429b-9d0f-5f0f8ac057c0'],30,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:28:30.093,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.238419,,,,,,,,,,,,9e662f77-7753-45e3-8951-dbadc2e3a9c2,1195,,"[56.5, 69.6]",266885,28,,,,-0.50894237,,Right Foot,,,,"[70.3, 61.9]",,Ground Pass,,15.802848,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['811459a1-9b38-490d-a5ca-af0c9234c3e0'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:31.475,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.275,,,,,,,,,,,,6c52c005-73aa-41b2-9385-aa58259c11e0,1198,,"[90.8, 53.7]",266885,28,,,,0.6664653,,Right Foot,,,,"[99.7, 60.7]",,Ground Pass,,11.322986,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,53,Barcelona,217,['b7f44a5b-4768-49b6-8cbd-f4c44170c17b'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:34.998,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.2953,,,,,,,,,,,,119399f8-2c52-469b-aa95-2a28e210c55b,1205,,"[99.9, 55.5]",266885,28,,,,-1.1367259,,Left Foot,,,,"[115.8, 21.2]",,High Pass,,37.806084,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,53,Barcelona,217,['baf8c3bb-08a4-4ab0-aaeb-718bab9da3e3'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:39.048,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.6249,,,,,,,,,,,,a0df1ff5-d3dd-42ba-b774-baf61e967416,1211,,"[7.0, 44.1]",266885,29,,,,0.07304057,,Right Foot,,,,"[72.6, 48.9]",,High Pass,,65.775375,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,54,Real Sociedad,210,['a30bcb3b-d7c7-4e40-8941-5936f2e97fa3'],13,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:29:13.399,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.990888,,,,,,,,,,,,a30bcb3b-d7c7-4e40-8941-5936f2e97fa3,1213,,"[47.5, 31.2]",266885,29,,,True,-1.0208036,,,,,,"[57.8, 14.4]",,Low Pass,,19.70609,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,54,Real Sociedad,210,"['63867ea3-4108-48b7-955a-ea99b8684361', '7f8705d3-53ff-4636-abfb-119f0160c5e1', 'a0df1ff5-d3dd-42ba-b774-baf61e967416']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:17.024,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.917372,,,,,,,,,,,,773ae0f4-f446-4777-bb6d-473f2713e6c8,1217,,"[55.9, 75.1]",266885,29,,,,-1.5339708,,Left Foot,,,,"[56.6, 56.1]",,Ground Pass,,19.01289,,,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Goal Kick,Sergio Canales Madrazo,6673.0,Right Midfield,54,Real Sociedad,210,['ef558638-eed9-444b-a904-87c201e2836f'],22,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:29:22.319,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.742512,,,,,,,,,,,,9c6b0dbd-65f6-4f9d-90d7-c4aba29ae775,1221,,"[57.6, 46.5]",266885,29,,,,-2.722489,,Right Foot,,,,"[36.5, 37.1]",,Ground Pass,,23.099134,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Goal Kick,Esteban Félix Granero Molina,6770.0,Left Center Midfield,54,Real Sociedad,210,"['3870372d-55f9-4383-9ab9-44e16c7b95b6', 'd38b3e4c-9c39-4843-8c36-05daac930ae1']",25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:29:25.342,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.314854,,,,,,,,,,,,50c27279-aae1-4c9e-b970-641a2552a433,1224,,"[42.9, 36.3]",266885,29,,,,-1.0860038,,Left Foot,,,,"[49.8, 23.2]",,Ground Pass,,14.80608,,,,Esteban Félix Granero Molina,6770.0,,,,,,1,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,54,Real Sociedad,210,['de798a50-ef90-49db-ad71-8888964cb616'],29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:29:29.885,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.994414,,,,,,,,,,,,ad1120df-b2f6-4567-8191-b48ec5ab6f51,1227,,"[49.1, 15.4]",266885,29,,,,0.09065989,,Left Foot,,,,"[62.3, 16.6]",,Ground Pass,,13.254434,,,,Xabier Prieto Argarate,6690.0,,,,,,1,From Goal Kick,Esteban Félix Granero Molina,6770.0,Left Center Midfield,54,Real Sociedad,210,['09f763d9-5a40-4105-b800-b8f1b72c294b'],32,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:29:32.563,Pass,,2015/2016
