50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,43d53f8c-6f0f-4b87-9ef7-8fdda598784f,1,,,70282,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20138, 'name': 'João Pedro da Silva Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,10aa166a-c40e-4566-a564-e40074e0d7da,2,,,70282,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a9ef8e77-e089-41f2-b485-9c6293a13150,3,,,70282,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['1a6444b5-80a1-4c76-87c5-26508e8a641f'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1a6444b5-80a1-4c76-87c5-26508e8a641f,4,,,70282,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['a9ef8e77-e089-41f2-b485-9c6293a13150'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,bf2c87cd-2010-475e-98d1-9645a2af1e07,2166,,,70282,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Valencia,207,['7639837f-4c33-4f72-9080-ce810b71024f'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,7639837f-4c33-4f72-9080-ce810b71024f,2167,,,70282,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,104,Valencia,207,['bf2c87cd-2010-475e-98d1-9645a2af1e07'],0,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,0.4679,,,,,,,,,,,,,,,,99fe3e3b-e564-4f24-bacf-a8d65c89d067,5,,"[61.0, 41.0]",70282,0,,,,1.9379702,,Right Foot,,,"[60.0, 43.6]",Ground Pass,,2.7856777,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Kick Off,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['87b0db92-76da-48c0-aaa0-c9e1b7b46a7e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.405,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1052,,,,,,,,,,,,,,,,3fad284a-d042-4a9d-b472-ce59828acdad,7,,"[60.2, 42.8]",70282,0,,,,-2.8771043,,Right Foot,,,"[50.6, 40.2]",Ground Pass,,9.945853,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['b2e3ee87-061e-49ba-9ae1-d34ccba71f26'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.873,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.8332,,,,,,,,,,,,,,,,9a93d622-1e9b-4920-a2ee-50f1d50363af,10,,"[50.6, 40.2]",70282,0,,,,1.375776,,Right Foot,,,"[52.2, 48.3]",Ground Pass,,8.256513,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c188c853-5a24-4913-9289-89ed73588a28'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.116,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.65459,,,,,,,,,,,,,,,,657beb9a-a1c1-4b44-b9f1-684272d177bd,13,,"[49.8, 48.3]",70282,0,,,,-2.2223294,,Right Foot,,,"[34.7, 28.5]",Ground Pass,,24.900803,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['0931c4bd-fa18-485c-a36d-3cfb3d27bf78'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.861,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.7276,,,,,,,,,,,,,,,,6dacc5a4-8088-482c-bc03-894748277065,18,,"[50.1, 18.6]",70282,0,,,,-0.15115605,,Right Foot,,,"[65.2, 16.3]",High Pass,,15.274161,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,"['1aed410b-81e3-41a9-9da1-8e63a8ed8e0f', '4c47c9d0-3d53-44a2-ac7f-765f4c6f0306', '57071135-ace0-4f19-a93c-702dfa725481']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.973,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.162,,,,,,,,,,,,,,,,1aed410b-81e3-41a9-9da1-8e63a8ed8e0f,20,,"[55.8, 64.7]",70282,0,,,True,-0.4266275,,,,,"[56.9, 64.2]",Low Pass,,1.2083046,,Incomplete,,,,,,,,,Interception,1,From Kick Off,Víctor Ruíz Torre,6752.0,Right Defensive Midfield,2,Barcelona,217,"['6dacc5a4-8088-482c-bc03-894748277065', '8978f946-f1f0-47cb-83cf-c8d2fe543910', 'bfdcf925-a41e-44e2-b2ef-cb24f0c9e493']",9,,,,,,,,,,,,,,,,,,Valencia,207,00:00:09.700,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.7298,,,,,,,,,,,,,,,,5193427f-1d1b-43f7-a22e-9630a9f249ed,23,,"[63.1, 80.0]",70282,0,,,,-0.2102834,,,,,"[88.4, 74.6]",High Pass,,25.869867,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,Throw-in,1,From Throw In,João Pedro da Silva Pereira,20138.0,Right Back,3,Valencia,207,"['403f7c7b-20ed-49e8-8ca1-f58b71e6ee42', 'ace7275d-6835-4753-a2f2-80d886a06cfa']",21,,,,,,,,,,,,,,,,,,Valencia,207,00:00:21.332,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.1895,,,,,,,,,,,,,,,,403f7c7b-20ed-49e8-8ca1-f58b71e6ee42,26,,"[32.6, 6.4]",70282,0,,,True,1.5208379,,,,,"[32.9, 12.4]",Low Pass,,6.0074954,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,"['5193427f-1d1b-43f7-a22e-9630a9f249ed', '9e834635-b685-4f7c-98c6-8e79c4557c80', 'c31a08e7-ee3a-4679-8759-153952062718']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.062,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.1908,,,,,,,,,,,,,,,,a9cf244f-e8dd-441b-add1-989940dccefc,35,,"[37.3, 9.8]",70282,0,,,,-0.62604654,,Right Foot,,,"[43.8, 5.1]",High Pass,,8.021222,,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['252ec816-6042-4126-a3c4-a29d53e2177d', '490e8ae7-fa25-46bf-b655-6632e5d715fe']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.459,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.186559,,,,,,,,,,,,,,,,211677d8-e952-4659-b114-3073d26fac92,41,,"[70.4, 8.2]",70282,0,,,,3.1181595,,Left Foot,,,"[57.6, 8.5]",Ground Pass,,12.803515,,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['c21c1f6a-ab9d-4678-8822-6d2e07cc8378'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.514,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.361749,,,,,,,,,,,,,,,,8f7368cb-29cd-4305-b3d6-ac8ad361e5c1,44,,"[55.8, 9.8]",70282,0,,,,2.843553,,Left Foot,,,"[40.5, 14.5]",Ground Pass,,16.005625,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['69b124e6-c86f-418a-8099-2ecd26578bb4'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.493,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.287401,,,,,,,,,,,,,,,,432b15c0-d5f1-49c0-ad86-1908f5f93420,47,,"[37.9, 16.0]",70282,0,,,,2.3444855,,Right Foot,,,"[16.8, 37.6]",Ground Pass,,30.19553,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['d092e0f6-af72-4256-96c3-f27279ec0322'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.499,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.532758,,,,,,,,,,,,,,,,8849dab3-f8b5-40d7-9d62-862f6316fdaf,50,,"[16.8, 37.6]",70282,0,,,,1.0191413,,Right Foot,,,"[27.2, 54.5]",Ground Pass,,19.84364,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['73d44512-e852-4619-b0a0-7974b1e6b2a5'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.159,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.220998,,,,,,,,,,,,,,,,a6ada33e-8d3d-49f1-bb17-f310a1dabd03,54,,"[27.2, 56.4]",70282,0,,,,-0.15702978,,Right Foot,,,"[39.2, 54.5]",Ground Pass,,12.149486,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['2b02425a-f4ab-4284-bbe9-a33db73a80bb', 'bad416df-b8c0-4ee5-b9e3-c9ec3cc3adb7']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.741,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.1566,,,,,,,,,,,,,,,,d4272a27-8c97-4f0e-b668-de6a1535bc10,58,,"[39.2, 56.4]",70282,0,,,,0.5819051,,Right Foot,,,"[50.6, 63.9]",Ground Pass,,13.645879,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,5,Barcelona,217,"['296fe724-9528-4721-bcbf-4165bee33351', '6fbcf2b1-50d8-4810-bf9c-9877034e680f']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.598,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.1422,,,,,,,,,,,,,,,,4dc0f820-4213-4228-af48-fb4f0533b49d,62,,"[50.6, 64.9]",70282,0,,,,-2.8292463,,Right Foot,,,"[41.0, 61.8]",Ground Pass,,10.088112,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,5,Barcelona,217,"['6f31415c-9e8e-47bb-9196-36239a6b25a2', '7d20be8e-a5c5-458e-ac26-3494de064ceb']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.102,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.110729,,,,,,,,,,,,,,,,57dcbc66-f6f5-47d5-90f9-9817ffb7f435,64,,"[41.2, 62.3]",70282,1,,,,2.0628276,,Right Foot,,,"[34.5, 74.8]",Ground Pass,,14.182384,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,5,Barcelona,217,['2bea0437-d636-4e0d-9560-03f5da3b8af2'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.245,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.305475,,,,,,,,,,,,,,,,a5268bcb-3106-4367-9886-e4bd92a7b50a,68,,"[35.2, 72.2]",70282,1,,,,-0.70806193,,Left Foot,,,"[49.8, 59.7]",Low Pass,,19.220041,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['26663040-1955-48b2-97ce-da301a9f15ec', 'ecf9317c-6231-4ab9-a416-3022d2b9205a']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.624,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.8935,,,,,,,,,,,,,,,,e0347bb7-7753-4e8b-b30c-364570f30e83,78,,"[68.1, 20.7]",70282,1,,,,1.1167178,,Right Foot,,,"[72.2, 29.1]",Ground Pass,,9.347192,,,,Éver Maximiliano David Banega,5504.0,,,,,,,1,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,6,Valencia,207,['886de90e-35cb-4505-9e53-b7d6ad39b60b'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:01:05.242,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.517755,,,,,,,,,,,,,,,,b2984848-f4cb-4cfe-9d1c-477512ae7587,86,,"[64.9, 35.3]",70282,1,,,,2.1045046,,Left Foot,,,"[55.8, 50.7]",Ground Pass,,17.887705,,,,João Pedro da Silva Pereira,20138.0,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Defensive Midfield,6,Valencia,207,['444e2acd-fbb8-4aa4-8713-e2291f3f828c'],8,,,,,,,,,,,,,,,,,,Valencia,207,00:01:08.024,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.512,,,,,,,,,,,,,,,,ac1937b3-82ce-4459-aec7-fd014361da5b,89,,"[55.1, 52.5]",70282,1,,,,-2.9323711,,Right Foot,,,"[40.5, 49.4]",Ground Pass,,14.925482,,,,Adil Rami,3253.0,,,,,,,1,Regular Play,João Pedro da Silva Pereira,20138.0,Right Back,6,Valencia,207,['28fa452b-079b-4780-b84a-6f8d3c50a32e'],11,,,,,,,,,,,,,,,,,,Valencia,207,00:01:11.321,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.8838,,,,,,,,,,,,,,,,b2c9773f-011c-4136-8464-eb8558476c79,92,,"[37.4, 49.6]",70282,1,,,,-2.7317963,,Right Foot,,,"[15.3, 40.0]",Ground Pass,,24.09502,,,,Vicente Guaita Panadero,6625.0,,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,6,Valencia,207,['c8912690-3292-40a2-a3cc-076ef1a38b85'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:01:14.154,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.6893,,,,,,,,,,,,,,,,065dde67-3b99-4018-9ab5-9642e3db9063,95,,"[19.2, 43.9]",70282,1,,,,1.3525394,,Left Foot,,,"[24.9, 69.6]",Ground Pass,,26.324512,,,,Adil Rami,3253.0,,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,6,Valencia,207,['0ade1782-db29-43be-90e0-76722a16e1a2'],20,,,,,,,,,,,,,,,,,,Valencia,207,00:01:20.567,Pass,,2012/2013
,,,,,,,,,,,,,,,,,4.1847,,,,,,,,,,,,,,,,a300a463-b812-4742-82ed-d2b4a457487a,99,,"[27.7, 72.8]",70282,1,,,,-0.21081227,,Right Foot,,,"[100.6, 57.2]",High Pass,,74.55045,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,Through Ball,True,,1,Regular Play,Adil Rami,3253.0,Right Center Back,6,Valencia,207,"['251f4682-3e89-4fce-b285-c44e34660a4d', '2616dee9-79c6-4348-a2fd-977b66cb2385', '7c186b3e-453c-45c7-a301-c16fcb47eae8']",24,,,,,,,,,,,,,,,,,,Valencia,207,00:01:24.199,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,2.4454,,,,,,,,,,,,,,,,75f87a28-133c-4459-a85f-b62cf1379b92,102,,"[69.1, 54.8]",70282,1,,,,0.6564874,,Head,,,"[81.3, 64.2]",High Pass,,15.4012985,,,,Éver Maximiliano David Banega,5504.0,,,,,,Recovery,1,Regular Play,Alberto Facundo Costa,26728.0,Center Attacking Midfield,6,Valencia,207,['4b20460f-df65-4be2-b5f1-fff1aceff7a0'],30,,,,,,,,,,,,,,,,,,Valencia,207,00:01:30.538,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.6361,,,,,,,,,,,,,,,,23ffff43-92ec-4e09-a802-84a4ff5b97f1,104,,"[81.3, 64.2]",70282,1,,,,1.1254953,,Head,,,"[85.5, 73.0]",Low Pass,,9.750897,,,,Juan Bernat Velasco,15651.0,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Defensive Midfield,6,Valencia,207,['bc42ac9d-e774-44c1-b0fc-34473d8ebb8c'],33,,,,,,,,,,,,,,,,,,Valencia,207,00:01:33.023,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.8921,,,,,,,,,,,,,,,,834fe32b-1217-4192-9a1d-57b62f9a0e14,107,,"[90.4, 76.7]",70282,1,,,,-2.0491488,a904dece-ef5b-4727-a5d4-14b7aef69db5,Left Foot,,,"[79.2, 55.1]",Ground Pass,,24.33105,,,,Alberto Facundo Costa,26728.0,True,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Right Wing,6,Valencia,207,['59774dd5-46cf-46bf-aa4c-683cbff1294a'],38,,,,,,,,,,,,,,,,,,Valencia,207,00:01:38.266,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0916,,,,,,,,,,,,,,,,80ca00b1-9405-4a70-aec9-1057a44c3c30,114,,"[47.2, 56.9]",70282,1,,,,-2.1434627,,Right Foot,,,"[42.3, 49.3]",Ground Pass,,9.042677,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,7,Barcelona,217,"['4a3873db-b0d6-44d7-8cad-4eae907eb160', '6acc9a16-a552-4408-9e39-c5f70ce48e5d']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.582,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.7852,,,,,,,,,,,,,,,,72085ee6-cb26-4189-bf75-e78ed8849a40,117,,"[44.6, 46.7]",70282,1,,,,-1.091277,,Left Foot,,,"[51.1, 34.2]",Ground Pass,,14.089003,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,7,Barcelona,217,['ed3d04be-7090-45e7-b317-6702d44ec203'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.351,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.255,,,,,,,,,,,,,,,,844d84dd-24eb-4a44-89a6-fd443aa4e61b,119,,"[51.1, 34.2]",70282,1,,,,1.3179901,,Right Foot,,,"[54.2, 46.2]",Ground Pass,,12.39395,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['f7f96326-4871-4eeb-a417-761311a6ced4'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.136,Pass,,2012/2013
,,,,,,,,,,,,,,,,,0.956481,,,,,,,,,,,,,,,,098b5397-96c9-400b-84f3-4f0d283ca82d,125,,"[39.9, 80.0]",70282,1,,,,-0.7704739,,,,,"[50.1, 70.1]",Low Pass,,14.214429,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['f0cbd049-334d-43e8-a093-bd6c7ca6482b'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.834,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0785,,,,,,,,,,,,,,,,0a06eb4b-dbbf-40d5-9e44-5211dc58cacf,128,,"[44.1, 77.2]",70282,2,,,,-3.0721393,,Left Foot,,,"[32.6, 76.4]",Ground Pass,,11.527793,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['76bf639a-0682-4cd1-9542-8c82c6025975'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.237,Pass,,2012/2013
,,,,,,,,,,,,,,,,,1.0188,,,,,,,,,,,,,,,,79505924-16fc-4414-a656-19e7369c6f98,132,,"[32.6, 75.3]",70282,2,,,,-0.93804747,,Right Foot,,,"[38.1, 67.8]",Ground Pass,,9.300538,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,"['1eda3a2e-404d-46dd-bdc5-2cfbbf9b3b2d', 'db50a42b-b917-44f6-99dd-bb90ab3ca465']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.554,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,0.942707,,,,,,,,,,,,,,,,ad2cd282-f00e-4a3f-81d5-c82c104b04b0,136,,"[44.4, 55.6]",70282,2,,,,-0.83848834,,Left Foot,,,"[54.2, 44.7]",Ground Pass,,14.657763,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['6c9a9358-ef43-439c-91d9-79764a07fa41'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.910,Pass,,2012/2013
,,,,,,,,,,,,,,,,,2.323135,,,,,,,,,,,,,,,,29a611f3-26c7-4186-8cb2-9e5f74e179d8,140,,"[57.6, 40.0]",70282,2,,,,-1.0727205,,Right Foot,,,"[75.6, 6.9]",Ground Pass,,37.67771,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,8,Barcelona,217,"['66379b70-1ed4-43a0-a5be-9629d9ce1f88', 'bb0cc730-5541-4d15-a31a-c81b5f15b4da']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.955,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,1.965271,,,,,,,,,,,,,,,,56512433-3a43-4d53-b412-4a23a43d1e47,143,,"[87.0, 10.1]",70282,2,,,,0.019605331,,Right Foot,,,"[112.5, 10.6]",Ground Pass,,25.504902,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,8,Barcelona,217,['0c8c6954-9126-44a1-a75e-3996e11017c2'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.125,Pass,,2012/2013
