ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.164823,,,,,,,,,,,,,,,,cc97a66d-a725-46d4-95f5-ec12dfa6797c,3369,,"[66.0, 25.1]",266724,74,,,,0.52807444,,Right Foot,,,,"[75.6, 30.7]",,Ground Pass,,11.1139555,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['c89735ff-d4ae-488c-b70c-debbe8b4e149'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:29:51.333,Pass,,2012/2013
,,,,,,,,,,,,,,,2.434119,,,,,,,,,,,,,,,,d509ea9f-131a-42f2-97c1-bb2381b3f4cf,3373,,"[75.4, 31.0]",266724,74,,,,1.3715743,,Right Foot,,,,"[83.9, 73.1]",,Ground Pass,,42.949505,,,,Daniel Alves da Silva,4324.0,,,True,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,134,Barcelona,217,['b20b6e6e-7bf3-4a1d-84b5-a5208684b6ec'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:29:52.898,Pass,,2012/2013
,,,,,,,,,,,,,,,0.0807,,,,,,,,,,,,,,,,687861ee-3eb0-4cbb-ae01-280d84a252f7,3376,,"[89.5, 72.6]",266724,74,,,,-0.8288491,,Right Foot,,,,"[92.8, 69.0]",,Low Pass,,4.883646,,Incomplete,,,,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,134,Barcelona,217,['e2aff8ae-0507-48c5-a11a-f5b6a12bd9a0'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:29:56.814,Pass,,2012/2013
,,,,,,,,,,,,,,,3.8973,,,,,,,,,,,,,,,,5475ddd8-c3b9-49fe-b25f-2373bd47ac67,3378,,"[35.5, 33.9]",266724,74,,,,0.4336566,,Head,,,,"[55.8, 43.3]",,Low Pass,,22.370739,,Incomplete,,,,,,,,,Recovery,2,From Free Kick,Alejandro Alfaro Ligero,24191.0,Left Center Forward,134,Barcelona,217,['96a948e4-0c67-4b6f-a606-16828993ea10'],59,,,,,,,,,,,,,,,,,Mallorca,1043,00:29:59.477,Pass,,2012/2013
,,,,,,,,,,,,,,,0.779801,,,,,,,,,,,,,,,,2639831e-c874-433f-ae9b-a6ffdecee115,3381,,"[71.9, 37.5]",266724,75,,,,2.431681,,Right Foot,,,,"[65.5, 43.0]",,Ground Pass,,8.4386015,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,134,Barcelona,217,['84fba659-41e7-41e5-8592-8e2e744755df'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:30:07.496,Pass,,2012/2013
,,,,,,,,,,,,,,,1.609255,,,,,,,,,,,,,,,,61125b74-f1a9-48ab-b39b-d90c5d2bdd87,3384,,"[64.9, 41.7]",266724,75,,,,-1.5909278,,Right Foot,,,,"[64.6, 26.8]",,Ground Pass,,14.90302,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,134,Barcelona,217,['a84931bf-ce8a-4fd5-9d9b-a0aee1975b20'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:30:08.626,Pass,,2012/2013
,,,,,,,,,,,,,,,1.489054,,,,,,,,,,,,,,,,61e93f88-6021-46ae-afd0-f8a377a4140a,3387,,"[64.6, 21.7]",266724,75,,,,-0.74658275,,Right Foot,,,,"[86.0, 1.9]",,Ground Pass,,29.15476,,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,134,Barcelona,217,['56bf0f35-b892-4259-9b4c-581316d569af'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:30:10.476,Pass,,2012/2013
,,,,,,,,,,,,,,,1.0175,,,,,,,,,,,,,,,,9c9ddbb1-c48d-48d7-9b97-239b3c219c7d,3390,,"[90.9, 4.5]",266724,75,,,,1.4778446,,Right Foot,,,,"[92.0, 16.3]",,Ground Pass,,11.85116,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,134,Barcelona,217,['bdd1baba-ff93-4b4f-a3f2-d350e4f6df2f'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:30:13.393,Pass,,2012/2013
,,,,,,,,,,,,,,,1.268958,,,,,,,,,,,,,,,,01b4c660-0090-48c3-bbbc-b7142f9ea998,3394,,"[91.4, 16.5]",266724,75,,,,-2.6779451,,Right Foot,,,,"[75.4, 8.5]",,Ground Pass,,17.888544,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,134,Barcelona,217,['ef99428b-17c2-4ab7-8a58-ef3d5e87a318'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:30:14.450,Pass,,2012/2013
,,,,,,,,,,,,,,,1.68206,,,,,,,,,,,,,,,,b080d067-e9fb-4a1b-b6a3-248ad2551709,3397,,"[71.3, 7.8]",266724,75,,,,2.0607536,,Left Foot,,,,"[68.1, 13.8]",,Ground Pass,,6.8,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,134,Barcelona,217,['b461976f-1088-4388-b3a7-40da8b19fd92'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:30:15.915,Pass,,2012/2013
,,,,,,,,,,,,,,,1.2955,,,,,,,,,,,,,,,,e0b67a98-c1f2-4efb-a352-fa2dc1892b26,3401,,"[63.5, 16.9]",266724,75,,,,2.4715598,,Right Foot,,,,"[50.5, 27.2]",,Ground Pass,,16.585836,,,,Javier Alejandro Mascherano,5506.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,134,Barcelona,217,"['102bee24-5284-47a4-8a6c-0c46f01b2014', '1fe79387-59eb-4870-8ddb-e27b066d7428']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:30:19.122,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.552278,,,,,,,,,,,,,,,,59a74399-ef80-450a-bb83-8a43b71b9f38,3404,,"[50.5, 26.8]",266724,75,,,,-1.2977877,,Right Foot,,,,"[56.8, 4.3]",,Low Pass,,23.365358,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,134,Barcelona,217,['f01e8c48-02fb-42dc-8680-d4ceb4c20b7f'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:30:20.879,Pass,,2012/2013
,,,,,,,,,,,,,,,1.228486,,,,,,,,,,,,,,,,df13c445-0923-46a2-a216-eeda1f449893,3407,,"[57.2, 3.1]",266724,75,,,,0.42976227,,Left Foot,,,,"[69.2, 8.6]",,Ground Pass,,13.200378,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,134,Barcelona,217,['b09535c4-a859-46c3-a537-2c08cb609787'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:30:23.381,Pass,,2012/2013
,,,,,,,,,,,,,,,0.8858,,,,,,,,,,,,,,,,1d8e4b13-5b50-40c1-8eca-931d469865c8,3411,,"[76.2, 9.1]",266724,75,,,,0.4455773,,Right Foot,,,,"[82.9, 12.3]",,Ground Pass,,7.4249578,,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,134,Barcelona,217,"['0d90b9e5-3b96-418c-adf4-dc8f8f0bdac1', '52075ad8-d5a9-4dba-afc3-723a2a5ff9d2']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:30:26.372,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.771303,,,,,,,,,,,,,,,,81f1d81b-fe8b-4bd3-a8fe-d4401c5a17ef,3415,,"[77.4, 11.8]",266724,75,,,,1.0919983,,Right Foot,,,,"[84.2, 24.9]",,Ground Pass,,14.759743,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,134,Barcelona,217,['beb8a833-78b2-4534-92cb-58a7a357136d'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:30:28.418,Pass,,2012/2013
,,,,,,,,,,,,,,,1.3589,,,,,,,,,,,,,,,,014b1288-ebf3-4d30-93df-87aad55435f8,3418,,"[90.8, 25.7]",266724,75,,,,-0.52807444,,Left Foot,,,,"[96.8, 22.2]",,Ground Pass,,6.946222,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,134,Barcelona,217,['06517643-8003-4127-803a-26972448fcb6'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:30:30.819,Pass,,2012/2013
,,,,,,,,,,,,,,,2.5857,,,,,,,,,,,,,,,,2c50973d-403f-476a-b686-af8d0cff6b75,3427,,"[18.4, 57.0]",266724,75,,,,-0.59687436,,Right Foot,,,,"[36.5, 44.7]",,High Pass,,21.883783,,Incomplete,,Tomás Pina Isla,6622.0,,,,,,,2,Regular Play,Joaquín Navarro Jiménez,6923.0,Right Back,135,Mallorca,1043,"['4564b610-5e9c-40b7-b827-60304bfd704a', '7a469633-94f8-451f-9ee9-e96af344315f', '8777be48-cdce-4c95-8dcc-4d0e697a5eea']",34,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:34.128,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.8538,,,,,,,,,,,,,,,,4564b610-5e9c-40b7-b827-60304bfd704a,3429,,"[84.5, 36.3]",266724,75,,,,-0.14682312,,Right Foot,,,,"[98.7, 34.2]",,High Pass,,14.354442,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,Recovery,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,135,Mallorca,1043,"['2c50973d-403f-476a-b686-af8d0cff6b75', '440fbd2a-e65b-47a1-b6bf-5393e9d783da', '62f54795-c146-436e-9c29-ae25ad446c25']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:30:36.714,Pass,,2012/2013
,,,,,,,,,,,,,,,2.8026,,,,,,,,,,,,,,,,0cc45806-f003-42e5-8bc4-ecf43c1b768b,3433,,"[22.4, 43.8]",266724,75,,,,2.6066375,,Right Foot,,,,"[19.7, 45.4]",,High Pass,,3.138471,,Unknown,,,,,,,,,,2,Regular Play,Pedro Tonon Geromel,25261.0,Right Center Back,135,Mallorca,1043,,38,,,,,,,,,,,,,,,,,Mallorca,1043,00:30:38.786,Pass,,2012/2013
,,,,,,,,,,,,,,,2.7978,,,,,,,,,,,,,,,,04d09ac2-a71b-4cbc-9108-c418777e1911,3436,,"[14.4, 47.3]",266724,76,,,,-0.2715996,,Right Foot,,,,"[77.6, 29.7]",,High Pass,,65.60488,,,,Víctor Casadesús Castaño,23791.0,,,,,,Free Kick,2,From Free Kick,Dudú Aouate,26146.0,Goalkeeper,136,Mallorca,1043,['a78f66c9-6942-4a83-91a6-ba18c5b36e5f'],1,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:01.334,Pass,,2012/2013
,,,,,,,,,,,,,,,1.0619,,,,,,,,,,,,,,,,75c7adbf-c7f0-497a-8cd4-d59c40ed4166,3439,,"[77.6, 29.7]",266724,76,,,True,0.040793683,,,,,,"[87.4, 30.1]",,Low Pass,,9.80816,,,,Alejandro Alfaro Ligero,24191.0,,,,,,,2,From Free Kick,Víctor Casadesús Castaño,23791.0,Right Center Forward,136,Mallorca,1043,"['3a3ed0cd-cfd1-465c-9b2b-39ef069ec856', 'beb39144-9dd1-404d-9283-8f1b7ec9fc7e']",4,,,,,,,,,,,,,,,,,Mallorca,1043,00:31:04.144,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.8405,,,,,,,,,,,,,,,,cde1f477-85e4-48d6-8d2f-5d49a0be8e17,3444,,"[33.6, 50.6]",266724,76,True,,,-1.1010138,,Right Foot,,,,"[43.5, 31.1]",,Ground Pass,,21.869156,,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,['6e5d2d3c-ef7a-46f7-a306-7e7efda9c6ed'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:31:17.519,Pass,,2012/2013
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,4d09f92e-128a-4fbd-bcbc-7e4f56687223,3446,,"[44.0, 30.5]",266724,76,True,,,-0.87251335,,Left Foot,,,,"[64.9, 5.6]",,Ground Pass,,32.508766,,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,137,Barcelona,217,['65974f25-978e-4733-96e3-1b6a1ac69e3c'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:31:18.440,Pass,,2012/2013
,,,,,,,,,,,,,,,1.5024,,,,,,,,,,,,,,,,9a764774-e471-4290-a779-951e54b8363d,3448,,"[68.1, 4.7]",266724,76,True,,,1.9363146,,Right Foot,,,,"[61.9, 20.9]",,Ground Pass,,17.345892,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,137,Barcelona,217,['a48edbad-bee7-4260-a392-958fc6fadb4b'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:31:21.740,Pass,,2012/2013
,,,,,,,,,,,,,,,4.2213,,,,,,,,,,,,,,,,d0c375bf-cc11-43a3-9c0e-df17616bb5be,3450,,"[71.0, 23.0]",266724,76,,,,-0.40543407,,Right Foot,,,,"[115.5, 3.9]",,Ground Pass,,48.42582,,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,137,Barcelona,217,['c00d0192-9cb5-47f3-8db9-8cb72ebb9ca0'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:31:26.423,Pass,,2012/2013
,,,,,,,,,,,,,,,2.3263,,,,,,,,,,,,,,,,844520f8-c7e3-4a43-94f6-a849acc9c54a,3455,,"[103.4, 1.9]",266724,76,,,,3.0433187,,Right Foot,,,,"[96.3, 2.6]",,Ground Pass,,7.1344237,,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,137,Barcelona,217,"['067479d5-19a0-4a8c-94de-4393df097a97', '9297108f-b7e9-4905-a7e3-a5359ae0aa53']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:31:34.399,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.6079,,,,,,,,,,,,,,,,8c235fa8-d1e9-420f-8128-806f8b76e53b,3458,,"[96.3, 2.6]",266724,76,,,,-0.15776874,,Right Foot,,,,"[100.7, 1.9]",,Ground Pass,,4.4553337,,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,137,Barcelona,217,['f1caac94-3f9e-4521-8b42-0c1c6bd09dce'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:31:36.877,Pass,,2012/2013
,,,,,,,,,,,,,,,1.645475,,,,,,,,,,,,,,,,bb686619-8f64-4afd-8613-70dacad7ec3c,3461,,"[92.7, 4.2]",266724,76,,,,2.6640086,,Right Foot,,,,"[69.9, 16.0]",,Ground Pass,,25.672554,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Cristian Tello Herrera,6658.0,Right Wing,137,Barcelona,217,['22ad1649-2fad-44eb-b4bf-c7800af06838'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:31:39.525,Pass,,2012/2013
,,,,,,,,,,,,,,,0.848659,,,,,,,,,,,,,,,,303e2d42-29b3-4136-9e5c-0233dd89cee6,3464,,"[69.9, 16.0]",266724,76,,,,1.4483353,,Right Foot,,,,"[70.7, 22.5]",,Ground Pass,,6.5490456,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,137,Barcelona,217,['f15b194a-e4cf-4916-b88e-e133562c9d4c'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:31:41.330,Pass,,2012/2013
,,,,,,,,,,,,,,,2.433718,,,,,,,,,,,,,,,,bf8ed829-7df2-48d7-a76a-846fab2dfb69,3467,,"[70.8, 25.6]",266724,76,,,,1.2470734,,Right Foot,,,,"[86.1, 71.2]",,High Pass,,48.098335,,,,Daniel Alves da Silva,4324.0,,,True,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,['e09bf0e5-ffe5-4eb9-926b-b2868b0b75cb'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:31:44.299,Pass,,2012/2013
,,,,,,,,,,,,,,,1.372581,,,,,,,,,,,,,,,,03a264a5-4d73-48ed-aaad-94dfd300cdd0,3471,,"[90.6, 71.0]",266724,76,,,,-1.9306962,,Right Foot,,,,"[83.3, 51.6]",,Ground Pass,,20.728,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,137,Barcelona,217,['988c3f58-e60f-4833-b74c-20002e10eef6'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:31:48.026,Pass,,2012/2013
,,,,,,,,,,,,,,,0.9424,,,,,,,,,,,,,,,,7dac7a5d-23c2-4624-b813-727a75ec5d2e,3477,,"[84.9, 46.6]",266724,77,,,,-3.0146198,,Left Foot,,,,"[80.2, 46.0]",,Ground Pass,,4.738143,,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,138,Barcelona,217,['36c03a6b-d892-45ff-8451-0c850fd0ca0a'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:32:06.344,Pass,,2012/2013
,,,,,,,,,,,,,,,0.794101,,,,,,,,,,,,,,,,fbe46c05-3be8-494e-a181-3a8a06e611c5,3479,,"[80.2, 46.0]",266724,77,,,,0.8826514,,Left Foot,,,,"[83.9, 50.5]",,Ground Pass,,5.8258047,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,138,Barcelona,217,['bd147b86-1252-4405-b05f-aa7a70c26e99'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:32:07.287,Pass,,2012/2013
,,,,,,,,,,,,,,,1.104852,,,,,,,,,,,,,,,,72273008-4021-4125-b12b-6c0d4fcfc12b,3482,,"[83.9, 50.5]",266724,77,,,,-2.4901395,,Right Foot,,,,"[75.9, 44.4]",,Ground Pass,,10.060318,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,138,Barcelona,217,['8c440dd8-e8dd-4e8b-939e-e8c14db4aeae'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:32:09.690,Pass,,2012/2013
,,,,,,,,,,,,,,,1.197546,,,,,,,,,,,,,,,,586e7740-7e8e-4ced-9058-183b0c7e5639,3485,,"[75.9, 44.4]",266724,77,,,,-1.3097188,,Right Foot,,,,"[79.4, 31.3]",,Ground Pass,,13.559499,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,138,Barcelona,217,['ee8c3db9-b159-4afc-b747-d1e1bbbbaee0'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:32:11.103,Pass,,2012/2013
,,,,,,,,,,,,,,,0.924222,,,,,,,,,,,,,,,,d28ab324-a1f6-438f-989c-26c353a9e9eb,3489,,"[78.3, 30.7]",266724,77,,,,1.7938273,,Right Foot,,,,"[76.1, 40.4]",,Ground Pass,,9.946356,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,138,Barcelona,217,['682dabfd-3399-4616-b24d-06398772506f'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:32:13.212,Pass,,2012/2013
,,,,,,,,,,,,,,,1.435143,,,,,,,,,,,,,,,,e1ad1b04-0404-49d2-9881-00fd4c0438eb,3492,,"[76.1, 40.2]",266724,77,,,,-1.4944743,,Right Foot,,,,"[77.4, 23.2]",,Ground Pass,,17.049633,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,138,Barcelona,217,['5a3442ab-39ac-434a-8f6b-7ad41a0e89eb'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:32:16.386,Pass,,2012/2013
,,,,,,,,,,,,,,,1.141558,,,,,,,,,,,,,,,,d01e039a-c7f6-451b-ad0c-1b6e6da6b523,3495,,"[78.3, 24.3]",266724,77,,,,1.022247,,Right Foot,,,,"[86.0, 36.9]",,Ground Pass,,14.766516,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,138,Barcelona,217,['51110d55-2bec-491c-89d8-64f60a06f1ce'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:32:18.406,Pass,,2012/2013
,,,,,,,,,,,,,,,1.9576,,,,,,,,,,,,,,,,9b56cb09-69c1-4aac-b4c9-0dc2f6a73065,3498,,"[91.9, 41.0]",266724,77,,,,0.107827574,,Left Foot,,,,"[111.3, 43.1]",,Ground Pass,,19.513329,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,Through Ball,True,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,138,Barcelona,217,"['78a9f848-c377-4173-a927-536c4a2f23a2', 'd0e6aeda-e218-4fd7-8e9f-6fccfb37ea5a']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:32:20.394,Pass,,2012/2013
,,,,,,,,,,,,,,,3.8285,,,,,,,,,,,,,,,,d2d3ca40-cbaf-417c-a909-b64709af4a66,3502,,"[15.1, 31.7]",266724,77,True,,,-0.49020684,,Drop Kick,,,,"[56.7, 9.5]",,High Pass,,47.152943,,,,Michaël Pereira,26671.0,,,,,,,2,Regular Play,Dudú Aouate,26146.0,Goalkeeper,139,Mallorca,1043,['1714edfb-4290-47fe-8e41-804f2e3bd55a'],28,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:28.487,Pass,,2012/2013
,,,,,,,,,,,,,,,1.491,,,,,,,,,,,,,,,,46a60320-03c1-439c-a057-08b054bc280c,3506,,"[56.4, 10.0]",266724,77,,,,-3.1229033,,Right Foot,,,,"[45.7, 9.8]",,Low Pass,,10.701869,,,,Tomás Pina Isla,6622.0,,,,,,,2,Regular Play,Michaël Pereira,26671.0,Left Midfield,139,Mallorca,1043,['71439f10-4d4a-4ac8-adc3-f4ddcfa36e37'],32,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:32.720,Pass,,2012/2013
,,,,,,,,,,,,,,,1.5906,,,,,,,,,,,,,,,,2d3d476b-3a34-4ccc-a078-bfe98c57b5be,3511,,"[46.2, 8.7]",266724,77,,,,0.92835563,,Left Foot,,,,"[57.5, 23.8]",,Low Pass,,18.86001,,,,Michaël Pereira,26671.0,,,,,,,2,Regular Play,Tomás Pina Isla,6622.0,Right Defensive Midfield,139,Mallorca,1043,['97fb6fd7-1462-4bd9-a14f-b24a8d523eaa'],35,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:35.326,Pass,,2012/2013
,,,,,,,,,,,,,,,0.8617,,,,,,,,,,,,,,,,faea135f-85ec-445b-9b34-f830979b772f,3515,,"[57.7, 23.0]",266724,77,,,,2.4937813,,Left Foot,,,,"[50.3, 28.6]",,Ground Pass,,9.2800865,,,,Andreu Fontàs Prat,6890.0,,,,,,,2,Regular Play,Michaël Pereira,26671.0,Left Midfield,139,Mallorca,1043,"['9201fb40-8421-48de-a2fc-3256adfc0743', 'c957143c-9912-4033-810d-4d9c0a9fd7e8']",37,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:37.661,Pass,True,2012/2013
,,,,,,,,,,,,,,,2.5306,,,,,,,,,,,,,,,,1d6946dc-cbb3-4b2d-a4a5-aa5cb885a736,3519,,"[52.1, 30.5]",266724,77,,,,1.3079624,,Left Foot,,,,"[64.1, 75.1]",,Low Pass,,46.186146,,,,Emilio Nsue López,13581.0,,,True,,,,2,Regular Play,Andreu Fontàs Prat,6890.0,Left Defensive Midfield,139,Mallorca,1043,['45f2012e-3410-4159-a791-c682054a909d'],39,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:39.584,Pass,,2012/2013
,,,,,,,,,,,,,,,1.9282,,,,,,,,,,,,,,,,ebdc6463-48b5-45be-a2c2-e71c6c455d96,3523,,"[64.9, 76.8]",266724,77,,,,-2.9451308,,Right Foot,,,,"[44.3, 72.7]",,Ground Pass,,21.004047,,,,Joaquín Navarro Jiménez,6923.0,,,,,,,2,Regular Play,Emilio Nsue López,13581.0,Right Midfield,139,Mallorca,1043,['8ca80436-656d-42a1-b351-01977c2af11d'],43,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:43.938,Pass,,2012/2013
,,,,,,,,,,,,,,,0.9105,,,,,,,,,,,,,,,,5bfd3566-41ad-4372-8583-741327d63c66,3526,,"[44.1, 72.7]",266724,77,,,,-1.0040671,,Right Foot,,,,"[49.7, 63.9]",,Ground Pass,,10.430724,,,,Andreu Fontàs Prat,6890.0,,,,,,,2,Regular Play,Joaquín Navarro Jiménez,6923.0,Right Back,139,Mallorca,1043,['1e4d9de1-4c86-49d4-bfea-4eef2670c31f'],46,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:46.395,Pass,,2012/2013
,,,,,,,,,,,,,,,1.486,,,,,,,,,,,,,,,,7db6b0c8-5036-44f2-bab7-f327d0d0e592,3529,,"[50.0, 63.9]",266724,77,,,,3.1312304,,Left Foot,,,,"[30.7, 64.1]",,Ground Pass,,19.301037,,,,Pedro Tonon Geromel,25261.0,,,,,,,2,Regular Play,Andreu Fontàs Prat,6890.0,Left Defensive Midfield,139,Mallorca,1043,['90d51981-5dd6-495a-9e36-1152dac0eaff'],47,,,,,,,,,,,,,,,,,Mallorca,1043,00:32:47.346,Pass,,2012/2013
