bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.12211,,,,,,,,,,,,,,d4d43519-d7e7-451d-8ad6-75f62aae262e,2277,,"[63.3, 48.2]",9924,50,,,,1.0131642,,Right Foot,,,,"[69.1, 57.5]",,Ground Pass,,10.960383,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,98,Barcelona,217,['ad9180cc-326c-4e62-a403-df396ac968af'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:05:36.309,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.011146,,,,,,,,,,,,,,fff8bcd1-77d2-416d-a602-e0f54bc34cf6,2280,,"[70.7, 57.5]",9924,50,,,,-1.5885723,,Right Foot,,,,"[70.3, 35.0]",,Ground Pass,,22.503555,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,98,Barcelona,217,['bffd8dfe-d374-4629-8432-2c232c80a8d8'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:05:38.849,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.17266,,,,,,,,,,,,,,3ed41402-987a-42ec-a2f5-5b4ac4a274b4,2283,,"[70.9, 34.6]",9924,50,,,,0.9972257,,Left Foot,,,,"[78.2, 45.9]",,Ground Pass,,13.452881,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,98,Barcelona,217,['ac95816b-e535-4f37-ad1c-e99aeab0fed3'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:05:40.739,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.094816,,,,,,,,,,,,,,6879c7c0-92d3-4b41-80cc-2b56cf290f32,2286,,"[81.1, 46.2]",9924,50,,,,-2.116963,,Right Foot,,,,"[74.9, 36.0]",,Ground Pass,,11.936499,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,98,Barcelona,217,['bb663111-ddb3-47ea-90a4-09a979f34290'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:05:42.250,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.736088,,,,,,,,,,,,,,b06dd43a-ca6b-495c-89a2-0d5877ceaa75,2289,,"[76.0, 35.4]",9924,50,,,,1.0934509,,Left Foot,,,,"[82.0, 47.0]",,Ground Pass,,13.059862,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,98,Barcelona,217,['ebafb65f-dd27-4630-81aa-3d0330c67735'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:05:44.440,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.150266,,,,,,,,,,,,,,f274e205-fda4-49a9-b4f2-72422ae91050,2293,,"[81.9, 46.2]",9924,50,,,,1.929567,,Left Foot,,,,"[78.3, 55.8]",,Low Pass,,10.252805,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,98,Barcelona,217,"['29f437e7-f52d-4609-b75d-2ace4f1d4e78', 'ca2c77f7-d3b6-447c-bb38-62aedf54903e']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:05:45.644,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.793092,,,,,,,,,,,,,,800094d0-20e8-476e-a915-d6c9fa355586,2297,,"[80.5, 52.3]",9924,50,,,,-1.8310304,,Right Foot,,,,"[76.0, 35.4]",,Ground Pass,,17.488853,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,98,Barcelona,217,['c5fbfd75-cd44-44f6-bd11-9efebad50833'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:05:47.788,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.707991,,,,,,,,,,,,,,24b9e7f5-1142-4a79-9bfc-00fb87b19f81,2300,,"[78.9, 32.3]",9924,50,,,,0.08599429,,Left Foot,,,,"[90.5, 33.3]",,Ground Pass,,11.6430235,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,98,Barcelona,217,['a79b5978-d68e-4a66-b4fb-2a4788542c89'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:05:50.342,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.746501,,,,,,,,,,,,,,364f13bb-bd65-4e2d-a533-1fca51ba6960,2305,,"[91.0, 33.2]",9924,50,,,,-1.9093521,,Left Foot,,,,"[88.5, 26.1]",,Ground Pass,,7.5272837,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,98,Barcelona,217,"['897e197a-a53a-40aa-b69a-1bda0d31c980', 'e26a7fe4-cc65-4e59-8354-310058b5b03d']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:05:51.932,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.341512,,,,,,,,,,,,,,ec72791d-5041-44e9-bc78-b7162cd07c9e,2308,,"[89.3, 26.1]",9924,50,,,,0.3042085,,Right Foot,,,,"[97.9, 28.8]",,High Pass,,9.013878,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,98,Barcelona,217,['60a28a29-9881-4111-9aa6-c853062a4320'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:05:52.872,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.753008,,,,,,,,,,,,,,edf34e1f-c2a8-4fea-b4e1-89a88ad19351,2310,,"[98.4, 29.5]",9924,50,,,,-2.3758,,Head,,,,"[93.2, 24.5]",,Low Pass,,7.2138753,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,98,Barcelona,217,['dc128b3c-6988-4b53-966a-02440533c9de'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.214,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.622714,,,,,,,,,,,,,,588f3b73-428b-4c17-953d-92d42e664ebc,2312,,"[91.9, 23.9]",9924,50,,,,1.6977692,,Left Foot,,,,"[90.7, 33.3]",,Low Pass,,9.476286,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,98,Barcelona,217,['7bcc7160-17ca-4759-a827-a63d50349a1a'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.967,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.471996,,,,,,,,,,,,,,0349c1b5-7edb-4741-ae16-0fc648eea0b2,2315,,"[91.3, 33.8]",9924,50,,,,-0.11408578,,Right Foot,,,,"[100.9, 32.7]",,Ground Pass,,9.662815,Incomplete,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,98,Barcelona,217,['c9e8f9e4-cd37-447b-948f-39ad3051056d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:05:56.330,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.779359,,,,,,,,,,,,,,c9e8f9e4-cd37-447b-948f-39ad3051056d,2316,,"[19.2, 47.4]",9924,50,,,,0.20013154,,Right Foot,,,,"[47.3, 53.1]",,High Pass,,28.672287,Incomplete,,,,,,,,Recovery,2,From Free Kick,Raphaël Varane,5485.0,Right Center Back,98,Barcelona,217,"['0349c1b5-7edb-4741-ae16-0fc648eea0b2', 'd26ec427-0219-45c0-9d77-874aab691b4a']",56,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:56.802,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.697938,,,,,,,,,,,,,,fd3341c9-a629-4b18-907f-3242f870f5d9,2319,,"[71.4, 24.2]",9924,51,,,,-0.39305803,,Left Foot,,,,"[83.7, 19.1]",,Ground Pass,,13.315405,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,98,Barcelona,217,['203c7339-6c4c-498b-8904-d412429fce99'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:06:04.506,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.372449,,,,,,,,,,,,,,33e342a6-0ce2-4cb1-a0b5-c0613e30b0c0,2322,,"[83.7, 19.1]",9924,51,,,,2.7980537,,Right Foot,,,,"[71.4, 23.5]",,Ground Pass,,13.063308,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,98,Barcelona,217,['c9b15433-ed97-4416-a7af-92419e3ab8d9'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:06:05.501,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.763071,,,,,,,,,,,,,,6a74ab95-f06d-4feb-b521-844f345bd865,2325,,"[71.4, 23.5]",9924,51,,,,2.1293957,,Left Foot,,,,"[66.9, 30.7]",,Ground Pass,,8.490583,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,98,Barcelona,217,['ec58dbf9-d7f7-4693-9a1b-a7b498a4ac10'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:06:07.762,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.05045,,,,,,,,,,,,,,5c102eb9-283e-47be-9c2e-812338faa085,2327,,"[66.9, 30.7]",9924,51,,,,0.34407935,,Right Foot,,,,"[78.9, 35.0]",,Ground Pass,,12.747156,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,98,Barcelona,217,['33c23f7e-ea2c-497a-8380-c50e7a3dd039'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:06:08.525,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.524983,,,,,,,,,,,,,,9446172b-f7a2-4c60-8b85-264ff490f9b1,2329,,"[78.9, 35.0]",9924,51,,,,2.453736,,Right Foot,,,,"[55.9, 53.9]",,Ground Pass,,29.76928,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,98,Barcelona,217,['757e02b0-13e5-4e97-b362-429a26b2a396'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:06:09.576,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.37458,,,,,,,,,,,,,,faa7db60-33fa-4335-b91c-f3f4fa1d1362,2332,,"[56.7, 55.0]",9924,51,,,,0.9969498,,Right Foot,,,,"[68.4, 73.1]",,Low Pass,,21.552261,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,98,Barcelona,217,['ab460847-abda-4040-aa19-c81787bc553f'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:06:11.920,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.589177,,,,,,,,,,,,,,c3646958-6684-4346-a274-935e81ca5e71,2340,,"[42.6, 28.4]",9924,51,,,,1.6217077,,Left Foot,,,,"[41.8, 44.1]",,Ground Pass,,15.720369,,,Luka Modrić,5463.0,,,,,Recovery,2,Regular Play,Toni Kroos,5574.0,Left Center Midfield,99,Real Madrid,220,['bc9adea4-d8ee-4929-9f80-7a5d2dc1fc9b'],22,,,,,,,,,,,,,,,,,Real Madrid,220,00:06:22.208,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.830764,,,,,,,,,,,,,,a26d4b9e-2c09-47eb-8a96-d62e1d0ca78a,2342,,"[41.9, 44.1]",9924,51,,,,-0.347506,,Right Foot,,,,"[54.6, 39.5]",,Ground Pass,,13.507405,,,Karim Benzema,19677.0,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,99,Real Madrid,220,['6bc5ff76-039a-484c-bc11-e74b598a30dc'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:06:23.798,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.656962,,,,,,,,,,,,,,4b8027bc-9b58-4003-a50a-26557803df3a,2344,,"[55.4, 37.9]",9924,51,,,,-2.2142975,,Right Foot,,,,"[50.6, 31.5]",,Ground Pass,,8.0,,,Luka Modrić,5463.0,,,,,,2,Regular Play,Karim Benzema,19677.0,Center Forward,99,Real Madrid,220,['58d49ceb-2e83-49e2-9d34-f6fd12c16ab7'],24,,,,,,,,,,,,,,,,,Real Madrid,220,00:06:24.628,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.970283,,,,,,,,,,,,,,0c456a1a-8e6c-4555-83bc-e9bb14b15356,2347,,"[51.0, 32.1]",9924,51,,,,-0.7220882,e15da2de-7404-43b8-a223-55a6497d7be3,Right Foot,,,,"[77.0, 9.2]",,Ground Pass,,34.646935,,,Marco Asensio Willemsen,5719.0,True,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,99,Real Madrid,220,"['236ee5ee-0249-4c55-9878-02dc261329b0', '9d65ec95-3896-4ead-b914-65ad123f57d0']",25,,,,,,,,,,,,,,,,,Real Madrid,220,00:06:25.285,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,2.106644,,,,,,,,,,,,,,869e2fc7-8eab-4f6a-abaa-32d2b2484bf9,2352,,"[34.4, 41.2]",9924,51,True,,,-1.2637506,,Keeper Arm,,,,"[43.5, 12.5]",,High Pass,,30.108139,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,101,Barcelona,217,['2750a786-bf2e-461f-99ac-cdbdc07e4be0'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:06:36.014,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.137039,,,,,,,,,,,,,,44ad1856-b053-4a61-a422-fc12af5861b6,2354,,"[44.3, 12.3]",9924,51,,,,-0.1965445,,Right Foot,,,,"[66.9, 7.8]",,Low Pass,,23.043653,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,102,Barcelona,217,['15fc2d87-01a8-4a72-af42-32c198962c89'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:06:38.120,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.947352,,,,,,,,,,,,,,b83f6599-6f62-4336-9339-c7906d633e9e,2363,,"[97.3, 24.5]",9924,51,,,,1.4369854,0ca38903-2d66-4306-80db-ce106bc445b7,Left Foot,,,,"[100.1, 45.3]",True,Ground Pass,,20.987616,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,102,Barcelona,217,['11d3a1f7-467e-46fb-91c8-74531555a511'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:06:46.154,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.264059,,,,,,,,,,,,,,393a96c3-891a-45c0-83f1-f481cca39557,2372,,"[60.0, 40.0]",9924,53,True,,,-2.368242,,Right Foot,,,,"[39.0, 19.5]",,Ground Pass,,29.347061,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Kick Off,2,From Kick Off,Karim Benzema,19677.0,Center Forward,103,Real Madrid,220,['95dc1c16-72e1-46c6-8946-45f17cad0a63'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:19.209,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.671557,,,,,,,,,,,,,,0b025c50-3284-4431-98f2-17b6e1cb2512,2377,,"[82.8, 9.8]",9924,53,True,,,2.3228736,,Left Foot,,,,"[77.0, 16.0]",,Ground Pass,,8.489994,,,Toni Kroos,5574.0,,,,,Free Kick,2,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,104,Real Madrid,220,['b68534de-d680-44a6-9c1d-4368b82e8dcb'],33,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:33.065,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.812465,,,,,,,,,,,,,,22a39aa8-462b-4aac-b19a-be7bbefd7f6e,2379,,"[76.4, 16.9]",9924,53,,,,2.8647945,,Left Foot,,,,"[67.6, 19.4]",,Ground Pass,,9.148224,,,Sergio Ramos García,5201.0,,,,,,2,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,104,Real Madrid,220,['b3d92691-abda-4c63-979e-952e935f8972'],36,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:36.497,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.884419,,,,,,,,,,,,,,c1c58c91-b875-4c7f-bee2-ddc714cac2ad,2381,,"[68.7, 19.4]",9924,53,,,,0.34515765,,Right Foot,,,,"[77.6, 22.6]",,Ground Pass,,9.457801,,,Toni Kroos,5574.0,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,104,Real Madrid,220,['99b69313-c170-4c2f-9462-7301688f1dc6'],37,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:37.309,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.539839,,,,,,,,,,,,,,66682902-fe20-4185-93e2-d77e94262e9f,2384,,"[77.2, 21.0]",9924,53,,,,2.30673,,Right Foot,,,,"[72.4, 26.3]",,Ground Pass,,7.1505246,,,Carlos Henrique Casimiro,5539.0,,,,,,2,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,104,Real Madrid,220,['610018fa-0352-4825-9961-644c38433e76'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:38.327,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.784176,,,,,,,,,,,,,,4a11cdf7-a6fc-435e-bd1c-9ff7371550f6,2387,,"[72.4, 26.3]",9924,53,,,,-2.2257912,,Right Foot,,,,"[67.1, 19.4]",,Ground Pass,,8.700575,,,Sergio Ramos García,5201.0,,,,,,2,From Free Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,104,Real Madrid,220,['d21fa5c2-52eb-45d5-aaf4-2cdab4ab2d2b'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:38.986,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.140339,,,,,,,,,,,,,,7d62aa73-42f5-46cf-a554-c103843f9fbf,2389,,"[67.0, 19.1]",9924,53,,,,-0.8099834,,Right Foot,,,,"[78.9, 6.6]",,Ground Pass,,17.258621,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,2,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,104,Real Madrid,220,['ce5d2afc-a40e-4a68-ad93-7b4e2c633d5d'],39,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:39.770,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.270666,,,,,,,,,,,,,,18e543f5-f287-4fb8-ba8d-b7f8a24bdcac,2392,,"[78.9, 6.4]",9924,53,,,,0.47188917,,Left Foot,,,,"[93.4, 13.8]",,Ground Pass,,16.279127,,,Karim Benzema,19677.0,,,,,,2,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,104,Real Madrid,220,['51e64232-d17f-4fb2-994c-8f93028de95e'],41,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:41.906,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.032225,,,,,,,,,,,,,,90f74bca-c2ce-4cf0-a820-7a157f43a94c,2402,,"[23.9, 68.0]",9924,54,True,,,-2.1411796,,Right Foot,,,,"[10.3, 46.8]",,Ground Pass,,25.187298,,,Marc-André ter Stegen,20055.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,106,Barcelona,217,['d54c9e9d-ed4a-4df1-8de4-59272e49eecb'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:09:00.173,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.707861,,,,,,,,,,,,,,2e60fe8f-147c-46b3-b2df-a9c786857b13,2404,,"[10.7, 37.2]",9924,54,True,,,-0.9658939,,Left Foot,,,,"[21.9, 21.0]",,Ground Pass,,19.69467,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,106,Barcelona,217,['221c8fdd-0bf2-43d4-85ba-d361f2d5389d'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:09:02.353,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.910243,,,,,,,,,,,,,,2f691d88-f3c7-4f80-a675-463c6e205bad,2406,,"[30.1, 16.6]",9924,54,,,,2.1902227,,Left Foot,,,,"[21.9, 28.1]",,Ground Pass,,14.124093,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,106,Barcelona,217,['17a97f2a-349a-4507-9212-4b0bfdd252ee'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:09:07.594,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.138432,,,,,,,,,,,,,,ed53dd6d-b3e8-4a42-8e9b-fbd4458c520a,2409,,"[19.6, 31.5]",9924,54,,,,0.7476802,,Right Foot,,,,"[36.1, 46.8]",,Ground Pass,,22.502,,,Ivan Rakitić,5470.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,106,Barcelona,217,['40d09204-c254-49a3-bda9-b851646bd230'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.526,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.648891,,,,,,,,,,,,,,17d1774f-26fe-44f5-b656-b2a6908e1d6a,2412,,"[35.7, 46.5]",9924,54,,,,1.9474654,,Right Foot,,,,"[26.8, 69.0]",,Ground Pass,,24.196281,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,106,Barcelona,217,['1be5d84f-ec80-4f75-85f9-68ee42cb42d5'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:09:10.723,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.615457,,,,,,,,,,,,,,33c0cc1c-775e-4e2d-85a8-9d18dbdadda9,2415,,"[36.9, 72.3]",9924,54,,,,-0.20425417,,Right Foot,,,,"[50.9, 69.4]",,Low Pass,,14.297202,Incomplete,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,106,Barcelona,217,['bf1837ec-5e16-427a-bc99-44a3249ac9f6'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:09:14.156,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.014809,,,,,,,,,,,,,,60ea4ff5-5301-4b81-b258-bacba3d05af3,2417,,"[34.4, 30.5]",9924,54,,,,2.9505548,,Left Foot,,,,"[13.2, 34.6]",,Ground Pass,,21.592823,,,Keylor Navas Gamboa,5597.0,,,,,Recovery,2,Regular Play,Raphaël Varane,5485.0,Right Center Back,107,Real Madrid,220,['470b4f4f-30ca-4b07-a02f-ffadb9cf922e'],17,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:17.155,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.477498,,,,,,,,,,,,,,589d01d6-3674-41e6-a1dd-0085e5c5ac61,2419,,"[12.9, 34.6]",9924,54,,,,-1.1112527,,Right Foot,,,,"[27.4, 5.3]",,Low Pass,,32.69159,,,Sergio Ramos García,5201.0,,,,,,2,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,107,Real Madrid,220,['b89b134e-ddae-4038-a963-6e14c1618c17'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:19.169,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.561869,,,,,,,,,,,,,,d46b209b-16fd-492a-aa4f-4ce7d24d9f96,2422,,"[16.6, 3.9]",9924,54,,,,0.50811476,,Right Foot,,,,"[50.0, 22.5]",,Ground Pass,,38.22983,Incomplete,,Carlos Henrique Casimiro,5539.0,,,,,,2,Regular Play,Sergio Ramos García,5201.0,Left Center Back,107,Real Madrid,220,"['b30c9e72-683f-4f32-b92b-56c9a9f227dc', 'd75d9985-ef11-4b85-b43e-adeb9558b2f8']",22,,,,,,,,,,,,,,,,,Real Madrid,220,00:09:22.349,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.996523,,,,,,,,,,,,,,b30c9e72-683f-4f32-b92b-56c9a9f227dc,2424,,"[70.1, 57.6]",9924,54,,,,0.29244298,,Right Foot,,,,"[88.7, 63.2]",,Ground Pass,,19.424726,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,108,Barcelona,217,"['9734910f-08b0-4290-922c-7d65fc597525', 'd46b209b-16fd-492a-aa4f-4ce7d24d9f96']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:09:24.911,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.746632,,,,,,,,,,,,,,962f72b3-f8cf-4b8e-95c2-ef92b3ee437b,2427,,"[92.2, 56.8]",9924,54,,,,-0.85545874,,Left Foot,,,,"[97.5, 50.7]",,Ground Pass,,8.080841,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,108,Barcelona,217,['40f955f1-7004-4c64-94c1-ba071f837cce'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.136,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.897447,,,,,,,,,,,,,,aff7dd57-ef52-41af-8e40-dc1b7534e9c0,2431,,"[96.9, 52.5]",9924,54,,,,0.5251086,,Right Foot,,,,"[109.5, 59.8]",,Ground Pass,,14.561936,Pass Offside,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,108,Barcelona,217,['fe7beac4-731c-4386-a5e5-d2d099ab45bf'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:09:30.036,Pass,,2017/2018
