bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.090065,,,,,,,,,,,,,,373623a3-3251-4c93-8437-5c7402c8a042,19,,"[47.0, 78.8]",69182,0,,,,-2.583631,,Left Foot,,,"[32.9, 70.0]",,Ground Pass,,16.62077,,,Rafael Márquez Álvarez,5558.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,3,Barcelona,217,['8499a988-8c7c-4cf6-afb3-2691ce75b7be'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.148,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.243899,,,,,,,,,,,,,,c8191aaa-4099-4b92-9637-c73e4208435c,22,,"[26.0, 63.3]",69182,0,,,,-1.2842957,,Right Foot,,,"[33.1, 39.2]",,Ground Pass,,25.124092,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['07becbcb-0320-4c17-8ef9-a0082672c2e4'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.743,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.608201,,,,,,,,,,,,,,c4115b6a-94e0-4c64-ab48-7777dbb283ce,25,,"[41.6, 30.9]",69182,0,,,,1.8862178,,Left Foot,,,"[35.4, 49.9]",,Ground Pass,,19.985994,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['7ff9e551-b2cf-4e52-8824-de93e460e2d6'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.260,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.546397,,,,,,,,,,,,,,dfad3121-b6fa-40f2-867e-357846193e63,28,,"[39.6, 55.3]",69182,0,,,,-0.33873406,,Right Foot,,,"[67.7, 45.4]",,Ground Pass,,29.792952,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['50dbd817-afbf-48a2-ae3b-8c6d76e78cf2'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.107,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.8986,,,,,,,,,,,,,,9b83f57a-c8e2-4270-9700-cc4bcf46eecd,32,,"[67.2, 47.0]",69182,0,,,,1.6453333,,Right Foot,,,"[64.9, 77.8]",,High Pass,,30.885757,,,Giovani dos Santos Ramírez,5987.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Center Forward,3,Barcelona,217,"['0de1aebd-834e-4f83-9f1a-8fededf84186', '349b6432-25cd-452e-8d17-aa036ed9ce97']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.779,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.2106,,,,,,,,,,,,,,fa2cd226-c7b7-4e59-b611-ec8de837ae86,36,,"[64.0, 79.4]",69182,0,,,,-2.114274,,Left Foot,,,"[58.2, 69.8]",,Ground Pass,,11.21606,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Giovani dos Santos Ramírez,5987.0,Left Wing,3,Barcelona,217,"['4fc54ba8-70ef-426d-b1f1-0cf2507ad3f1', 'fc75a86d-8b23-4288-8cbd-6d8ec88c2ea9']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.854,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.676193,,,,,,,,,,,,,,dc1a24b4-d7a3-4d52-bdfb-62f4bb307e15,40,,"[55.7, 70.9]",69182,0,,,,0.08476373,,Right Foot,,,"[86.3, 73.5]",,Ground Pass,,30.710258,,Incomplete,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['b9182098-e808-4114-ab68-8728d8cd02fa'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.105,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.1796,,,,,,,,,,,,,,e4f325f0-742b-4dde-b516-0904a2d952ae,44,,"[33.7, 3.4]",69182,0,,,,-0.23425521,,Left Foot,,,"[42.5, 1.3]",,Ground Pass,,9.047099,,,Juan Francisco García García,26023.0,,,,,,1,Regular Play,Roberto Fabián Ayala,26016.0,Left Center Back,3,Barcelona,217,"['76586be8-e946-42ff-abd7-de28043c714c', 'e6d0cf13-6db9-420c-b9e5-608e0f50870d']",32,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:32.803,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.6108,,,,,,,,,,,,,,6ef3087f-20e4-4b71-b47d-5b945ea4e677,47,,"[41.6, 1.6]",69182,0,,,,0.14861366,,Left Foot,,,"[77.0, 6.9]",,High Pass,,35.79455,,Incomplete,Ricardo de Oliveira,25274.0,,,,,,1,Regular Play,Juan Francisco García García,26023.0,Left Back,3,Barcelona,217,"['25e8083b-ce2b-4bc7-b2f7-b2bcbc4be907', 'a5e9a3ba-7b1b-4fad-b9bd-56dc8bc626c1']",34,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:34.794,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.146887,,,,,,,,,,,,,,25e8083b-ce2b-4bc7-b2f7-b2bcbc4be907,49,,"[44.0, 74.1]",69182,0,,,,-0.15741688,,Head,,,"[56.6, 72.1]",,Low Pass,,12.757743,,,José Edmílson Gomes de Moraes,25910.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,"['55293011-ce61-4bb4-9e1b-695859a23036', '6ef3087f-20e4-4b71-b47d-5b945ea4e677']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.405,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.390876,,,,,,,,,,,,,,d486527c-6625-491f-aa8c-99cb01095e84,53,,"[55.5, 74.2]",69182,0,,,,2.972675,,Right Foot,,,"[42.6, 76.4]",,Ground Pass,,13.086252,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,3,Barcelona,217,"['935de8d2-9f14-49c2-889b-d1574e01663d', 'b4f4939b-1a3a-473e-87b6-efe6a6f7bc9f']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.201,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.813398,,,,,,,,,,,,,,962ba5be-b110-401f-9942-058e29443d03,56,,"[42.8, 74.1]",69182,0,,,,-1.8949165,,Right Foot,,,"[34.3, 48.8]",,Ground Pass,,26.6897,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['e0a18465-9168-47c3-b350-51f62670ced4'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.077,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.568404,,,,,,,,,,,,,,3f66d6ea-7203-4ce9-8849-e91d32a74311,59,,"[34.3, 46.7]",69182,0,,,,-1.2899089,,Left Foot,,,"[44.6, 11.0]",,Ground Pass,,37.15616,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['0d1a6283-cef0-4883-9ee4-9863cac1b330'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.441,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.172985,,,,,,,,,,,,,,905cc42c-b4b9-4252-9df3-d40b2642a136,63,,"[44.7, 14.1]",69182,0,,,,2.2569203,,Left Foot,,,"[33.4, 27.9]",,Ground Pass,,17.836199,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,"['13492890-448b-4aa5-8fb3-2da16a8cb2f6', '5b719cc5-870a-4316-8514-d6fb48f7a5a6']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.543,Pass,True,2007/2008
,,,,,,,,,,,,,,,,1.6137,,,,,,,,,,,,,,41182453-fe02-4c51-9912-c2f5190346ab,66,,"[38.7, 26.2]",69182,0,,,,0.40742984,,Left Foot,,,"[67.2, 38.5]",,Ground Pass,,31.040941,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['91738434-41f1-4d54-b9f5-3984c464c013'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.315,Pass,,2007/2008
,,,,,,,,,,,,,,,,2.059326,,,,,,,,,,,,,,30fe7523-e4ca-44d8-8461-f9da3eb5e5bb,69,,"[65.1, 42.3]",69182,0,,,,2.0274017,,Right Foot,,,"[48.3, 76.5]",,Low Pass,,38.103542,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Center Forward,3,Barcelona,217,['73f07da1-571d-4b95-b870-90aae6e92745'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.911,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.113228,,,,,,,,,,,,,,bf77feea-ed25-4485-886d-fe91d72a491d,72,,"[51.8, 76.4]",69182,0,,,,-2.2476184,,Right Foot,,,"[42.4, 64.7]",,Ground Pass,,15.008331,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,3,Barcelona,217,['9c846e89-51f2-489f-b742-7a1cc07c2e5d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.266,Pass,,2007/2008
,,,,,,,,,,,,,,,,4.686348,,,,,,,,,,,,,,123a51e1-7399-427f-a54c-fe8e0fca0720,75,,"[46.9, 70.2]",69182,0,,,,-0.005442123,,Right Foot,,,"[120.4, 69.8]",,High Pass,,73.50109,,Out,Thierry Henry,15516.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['cb7219e0-3b8d-4601-85fb-849567c4f807'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.741,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.848672,,,,,,,,,,,,,,cc58c998-7aa4-4381-bc34-c53c5a2ebb87,77,,"[6.0, 36.0]",69182,1,,,,0.75816756,,Left Foot,,,"[19.2, 48.5]",,Ground Pass,,18.179384,,,Sergio Fernández González,25969.0,,,,,Goal Kick,1,From Goal Kick,César Sánchez Domínguez,25917.0,Goalkeeper,4,Real Zaragoza,395,['5c896558-e10a-4cb9-a061-465bed3086e7'],12,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:12.507,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.568339,,,,,,,,,,,,,,c445d8a5-29ce-4b9e-9209-31ea5664708c,80,,"[20.1, 49.2]",69182,1,,,,-1.3675357,,Right Foot,,,"[25.5, 23.0]",,Ground Pass,,26.7507,,,Roberto Fabián Ayala,26016.0,,,,,,1,From Goal Kick,Sergio Fernández González,25969.0,Right Center Back,4,Real Zaragoza,395,['260f1e82-d99a-4d35-add1-15020166ce03'],15,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:15.755,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.943879,,,,,,,,,,,,,,1c2f178d-8487-454e-9ced-136fdce99379,83,,"[35.6, 23.5]",69182,1,,,,-1.1498058,,Right Foot,,,"[44.6, 3.4]",,Ground Pass,,22.022943,,,Juan Francisco García García,26023.0,,,,,,1,From Goal Kick,Roberto Fabián Ayala,26016.0,Left Center Back,4,Real Zaragoza,395,['e5494334-44f8-45ff-a3fe-654b390ec924'],21,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:21.086,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.483518,,,,,,,,,,,,,,5e823a9a-fd20-4e56-8060-2cae1e8f03ea,87,,"[40.4, 3.4]",69182,1,,,,1.2687368,,Left Foot,,,"[49.0, 31.0]",,High Pass,,28.908823,,,Alberto Zapater Arjol,24520.0,,,,,,1,From Goal Kick,Juan Francisco García García,26023.0,Left Back,4,Real Zaragoza,395,['b6c81852-8d15-4497-98dc-47cb46bdd5ef'],23,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:23.864,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.080951,,,,,,,,,,,,,,a5c0576e-9763-4b4a-81fb-5a6fd19bbf83,90,,"[49.0, 32.6]",69182,1,,,,-0.9959077,,Left Foot,,,"[53.6, 25.5]",,Low Pass,,8.459906,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Goal Kick,Alberto Zapater Arjol,24520.0,Left Defensive Midfield,4,Real Zaragoza,395,['6775fa3f-ce10-4f36-952d-8de6bb3ba81b'],25,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:25.604,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.760718,,,,,,,,,,,,,,24cdbc42-a70a-42f2-ab10-9ad3206825e1,94,,"[50.5, 17.4]",69182,1,,,,-0.015383402,,Left Foot,,,"[63.5, 17.2]",,Ground Pass,,13.001538,,,Diego Alberto Milito,19294.0,,,,,,1,From Goal Kick,Gabriel Fernández Arenas,6384.0,Left Midfield,4,Real Zaragoza,395,"['106fb893-0e7a-4a85-9563-75b50c6596d5', 'be8c824e-2a44-4af0-80e9-d349d77eb48b']",29,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:29.238,Pass,True,2007/2008
,,,,,,,,,,,,,,,,0.880877,,,,,,,,,,,,,,f8c385ab-2d00-4bb7-9b03-104897f2401a,98,,"[58.2, 2.3]",69182,1,,,,2.4597192,,Right Foot,,,"[49.7, 9.2]",,Low Pass,,10.948059,,,Peter Luccin,26123.0,,,,,,1,From Goal Kick,Diego Alberto Milito,19294.0,Right Center Forward,4,Real Zaragoza,395,['dc2e3711-4f9b-4c12-ba50-4b50e8ef7131'],33,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:33.256,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.572035,,,,,,,,,,,,,,8dab3528-f353-4ba5-b99a-2ce4d670e990,101,,"[42.7, 12.4]",69182,1,,,,1.7138345,,Right Foot,,,"[37.4, 49.2]",,Ground Pass,,37.1797,,,Sergio Fernández González,25969.0,,,,,,1,From Goal Kick,Peter Luccin,26123.0,Right Defensive Midfield,4,Real Zaragoza,395,['7ac6712c-d5e1-428d-812d-fbaae4934d7e'],35,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:35.929,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.820652,,,,,,,,,,,,,,2ce54929-fc7c-4655-955e-14092ce4acd5,104,,"[43.7, 56.4]",69182,1,,,,1.2672858,,Right Foot,,,"[49.4, 74.6]",,Ground Pass,,19.071707,,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,From Goal Kick,Sergio Fernández González,25969.0,Right Center Back,4,Real Zaragoza,395,['dcc1dd97-5af9-4f5c-8356-c4612944ae4d'],40,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:40.163,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.226176,,,,,,,,,,,,,,087313a3-774b-40a4-980e-4f0d82eed581,108,,"[49.0, 68.1]",69182,1,,,,-2.2526698,,Right Foot,,,"[42.1, 59.6]",,Ground Pass,,10.948059,,,Sergio Fernández González,25969.0,,,,,,1,From Goal Kick,Carlos Andrés Diogo Enseñat,26022.0,Right Back,4,Real Zaragoza,395,"['4f3ac3d9-a3cd-485d-8348-fbb978f6ecb1', '9dec24d8-c0c2-4f11-a6ed-1e3af363e0f8']",43,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:43.515,Pass,True,2007/2008
,,,,,,,,,,,,,,,,2.054804,,,,,,,,,,,,,,a20d1446-cdb8-45d9-b076-b60ac5ba688f,112,,"[44.3, 67.9]",69182,1,,,,0.19020145,,Right Foot,,,"[79.1, 74.6]",,High Pass,,35.439102,,Incomplete,Ricardo de Oliveira,25274.0,,,,,,1,From Goal Kick,Sergio Fernández González,25969.0,Right Center Back,4,Real Zaragoza,395,"['3109d9fd-e71c-4cfd-b458-bb2e0c2b4dac', '595d5897-0816-4cee-b1e8-698e3be60fd6']",46,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:46.757,Pass,,2007/2008
,,,,,,,,,,,,,,,,0.714326,,,,,,,,,,,,,,ec946ccc-0404-4363-807a-2d2979e2bae5,116,,"[55.7, 1.0]",69182,2,,,,0.8728935,,,,,"[63.5, 10.3]",,Low Pass,,12.137957,,,Giovani dos Santos Ramírez,5987.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['a7764162-fd6c-4903-80fc-ca2924b8b58b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.745,Pass,,2007/2008
,,,,,,,,,,,,,,,,1.56515,,,,,,,,,,,,,,4ac1c931-61fb-40a1-83ab-2e70dfc4e0df,120,,"[58.7, 8.5]",69182,2,,,,3.097825,,Left Foot,,,"[31.3, 9.7]",,Ground Pass,,27.426266,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Throw In,Giovani dos Santos Ramírez,5987.0,Left Wing,5,Barcelona,217,"['e616a8bd-f0f5-48bb-ba6f-975a7d50d6eb', 'e6189309-28db-4a3b-8270-781275519d53']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.458,Pass,True,2007/2008
