bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.7964,,,,,,,,,,,,,,a1a1701d-94fb-4cf6-8345-301479708434,17,,"[58.1, 18.0]",266613,0,,,,,-1.2468576,,Right Foot,,,,"[62.7, 4.3]",,Ground Pass,,14.451644,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['9be1a088-aaad-4d86-8813-111af9116896'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.622,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9788,,,,,,,,,,,,,,ccd8f3b1-9f99-4826-af96-b983bd8219d2,20,,"[62.7, 4.3]",266613,0,,,,,1.9540805,,Left Foot,,,,"[57.7, 16.7]",,Ground Pass,,13.370116,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['214c1201-5a74-4a57-b202-92e72031eb6c'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.811,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.140549,,,,,,,,,,,,,,e864bf24-a1e1-4d5b-b02c-a45e149f137c,23,,"[57.7, 16.7]",266613,0,,,,,1.7707547,,Right Foot,,,,"[50.1, 54.2]",,Low Pass,,38.262383,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['4788c280-1efb-4df5-9021-1e5354e5e9ab'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.797,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8444,,,,,,,,,,,,,,7d709a53-ffb9-4b0a-9ac9-56d6c835138c,26,,"[50.1, 54.2]",266613,0,,,,,-0.23958303,,Right Foot,,,,"[63.2, 51.0]",,Ground Pass,,13.485177,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['4418efa4-7154-42b7-a5e0-f5ace5c1462f'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.361,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3509,,,,,,,,,,,,,,ec73dda8-dff0-4f7e-aca8-fd6283fa30d7,29,,"[63.8, 50.4]",266613,0,,,,,2.320915,,Right Foot,,,,"[55.6, 59.2]",,Ground Pass,,12.0283,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['ed3fdb41-b1da-4624-98e2-bdfc598c2951'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.246,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1722,,,,,,,,,,,,,,a03a93e7-29c0-4354-b6c3-0c384700738a,32,,"[55.6, 59.2]",266613,0,,,,,-1.0835929,,Right Foot,,,,"[63.6, 44.1]",,Ground Pass,,17.0883,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['817145e3-93b1-4fd6-9aa0-b21479f18d3a'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.173,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1872,,,,,,,,,,,,,,4bc74ad4-0687-4064-8105-4aa2eab98b12,35,,"[64.2, 37.3]",266613,0,,,,,0.8167468,,Left Foot,,,,"[78.1, 52.1]",,Ground Pass,,20.30394,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['13c0a4b8-adca-4e06-82d8-880093acf36e'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.330,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.4158,,,,,,,,,,,,,,a0fbd9ea-cb09-4495-bdeb-c0520ba2d38c,38,,"[79.1, 52.1]",266613,0,,,,,2.0067432,,Left Foot,,,,"[71.6, 68.2]",,Ground Pass,,17.761194,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['bab13529-65fa-466e-b640-d070be12db6f'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.307,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0352,,,,,,,,,,,,,,3636837a-fc56-40d9-ac39-a93dd396ab8d,41,,"[71.6, 68.2]",266613,0,,,,,-1.7928783,,Right Foot,,,,"[68.8, 55.8]",,Ground Pass,,12.712199,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['0bb1c269-1b8f-4cd0-8385-321f7b534947'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.763,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.653396,,,,,,,,,,,,,,71e1c69f-5a5f-498a-b56f-6c989734308e,45,,"[71.6, 57.1]",266613,0,,,,,1.7798193,,Right Foot,,,,"[68.8, 70.3]",,Ground Pass,,13.493702,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,"['1b3d622f-ed42-4712-b351-e887bd1466c4', '514ec9db-f993-4690-9159-2b5542a0b565']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.904,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,942a9c74-834f-4366-9daf-a7b50a29b29c,49,,"[65.7, 68.0]",266613,0,,,,,-2.4223628,,Right Foot,,,,"[48.0, 52.5]",,Ground Pass,,23.527431,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['7429aff9-46ae-4a28-b3c8-668878882800'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.668,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.623322,,,,,,,,,,,,,,f56d276a-1c5f-4e24-b54e-e4d2f79c1fad,52,,"[48.0, 52.5]",266613,0,,,,,-1.4043506,,Right Foot,,,,"[52.2, 27.5]",,Ground Pass,,25.350346,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['baf7e38a-ced2-424b-b7fc-c033d2aac6eb'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.838,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8929,,,,,,,,,,,,,,52c11622-7e2f-40ad-a29d-ef5ada6e3eea,56,,"[70.9, 23.3]",266613,0,,,,,-1.629899,,Right Foot,,,,"[69.9, 6.4]",,Ground Pass,,16.92956,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['1e37a4ba-f6d4-422e-963c-208ff9204d5a'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.791,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.5088,,,,,,,,,,,,,,0ea78ee3-09f9-40ee-9e45-ae075b16a891,59,,"[69.9, 6.4]",266613,0,,,,,2.1478605,,Left Foot,,,,"[53.3, 31.9]",,Ground Pass,,30.427126,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['7a62808c-32b2-4a1f-a3b1-8197d568e3d2'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.724,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.6992,,,,,,,,,,,,,,39bd5e0c-b710-4f8f-bea9-7ea828125f07,62,,"[53.3, 31.9]",266613,0,,,,,0.22952735,,Right Foot,,,,"[64.0, 34.4]",,Ground Pass,,10.988175,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['447ed603-bedf-499d-b0e4-51fad43abd06'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.273,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5898,,,,,,,,,,,,,,ae3b4601-9c97-488b-a9ee-65be8fee599a,65,,"[63.4, 45.7]",266613,0,,,,,1.2066115,,Right Foot,,,,"[71.1, 65.9]",,Ground Pass,,21.617817,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['7ac28a36-4c28-4bbd-b68a-6c705610b77a'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.849,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.2337,,,,,,,,,,,,,,8714d48f-45cb-4d05-bfca-67aef9b13c3c,69,,"[72.0, 65.5]",266613,0,,,,,0.631584,,Left Foot,,,,"[86.9, 76.4]",,Ground Pass,,18.461311,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['37e9cd34-fa81-4d13-af7e-934f24fd0ab1'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.995,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1086,,,,,,,,,,,,,,f5597d22-6284-45b1-b151-c41cd8dcc08e,73,,"[79.3, 77.9]",266613,0,,,,,-2.856038,,Left Foot,,,,"[68.4, 74.7]",,Ground Pass,,11.360018,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Barcelona,217,"['389c3fbe-728f-425c-84b8-1b57ad1b6fb8', '8a5c157f-4057-4ad8-bff3-cab716250c97']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.292,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.7202,,,,,,,,,,,,,,70ba2494-6bb4-48f2-9add-1612105b71f3,76,,"[68.4, 74.7]",266613,0,,,,,-1.6388727,,Right Foot,,,,"[67.8, 65.9]",,Ground Pass,,8.820431,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['f76150fe-43ff-4006-9ee3-c5bb99e78dab'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.022,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7423,,,,,,,,,,,,,,ed5c95a9-28a0-4749-a4c2-e22cfd2f04dd,80,,"[67.8, 65.7]",266613,0,,,,,2.2581491,,Left Foot,,,,"[62.3, 72.4]",,Ground Pass,,8.668333,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['8ae9a8af-b6eb-4223-84e3-bd45ba9859dd', 'b422715b-cd80-4c2a-a82e-0349c8bfb3b4']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.822,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.7155,,,,,,,,,,,,,,86cca033-d7e3-4bb3-bc4f-63159a89531a,84,,"[56.8, 63.0]",266613,0,,,,,-2.4970732,,Right Foot,,,,"[41.1, 51.2]",,Ground Pass,,19.64001,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['2a062ad2-b7f5-46b0-b64b-1367f5744d52', '57f74d7c-f17a-4d1e-9b7a-08850ee07ee1']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.433,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.89906,,,,,,,,,,,,,,7971c432-45da-4d47-aece-ab60d238f616,87,,"[41.1, 51.2]",266613,0,,,,,-1.1611897,,Right Foot,,,,"[53.3, 23.1]",,Ground Pass,,30.63413,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['d258271c-8bc8-46af-b6a1-2f15d47e1e06'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.117,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.016,,,,,,,,,,,,,,75440304-39fd-4989-b838-709ae2b9aa0a,90,,"[55.4, 22.4]",266613,1,,,,,-1.0276911,,Right Foot,,,,"[65.3, 6.0]",,Ground Pass,,19.156462,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['1b18ed90-1cbc-44d3-b66e-d942e15ab731'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.501,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0782,,,,,,,,,,,,,,afbcf2ac-8ebf-4706-896d-4be84c3c3ae3,93,,"[63.8, 13.4]",266613,1,,,,,1.5825605,,Right Foot,,,,"[63.4, 47.4]",,Low Pass,,34.002354,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['d4c84a94-141c-4fa4-afe0-be77d28991a0'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.396,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9734,,,,,,,,,,,,,,c1fa37e5-2824-4681-ae3e-60908b2e7417,96,,"[63.4, 47.4]",266613,1,,,,,0.36916664,,Right Foot,,,,"[80.2, 53.9]",,Ground Pass,,18.013605,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['489e7154-ac74-4b7a-afe9-12ee87bcd408'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.402,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.2759,,,,,,,,,,,,,,0cdf80d3-3ccd-4289-9774-79a3bb5f4bf1,98,,"[80.2, 53.9]",266613,1,,,,,-2.8422909,,Left Foot,,,,"[62.7, 48.5]",,Ground Pass,,18.314201,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['037a6eae-ad5e-4d70-be00-280429f176af'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.376,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7903,,,,,,,,,,,,,,8146c210-07e2-41f1-bb47-8d80752d65b0,101,,"[62.7, 48.5]",266613,1,,,,,-0.67474097,,Right Foot,,,,"[72.2, 40.9]",,Ground Pass,,12.165936,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['0e6d620b-4030-4085-a78f-a45d32a3f374'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.692,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.6989,,,,,,,,,,,,,,2946b617-d99e-4d9a-96db-4520e5ab548d,104,,"[72.2, 40.9]",266613,1,,,,,2.4713292,,Right Foot,,,,"[64.0, 47.4]",,Ground Pass,,10.463747,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['7f04f65c-674f-4b90-8480-577d1861b679'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.522,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1175,,,,,,,,,,,,,,983627f6-301f-42ac-9df2-5d689dfe6a19,107,,"[64.0, 47.4]",266613,1,,,,,-1.6698092,,Right Foot,,,,"[62.5, 32.3]",,Ground Pass,,15.17432,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9e032c0a-2d0f-4aff-844a-d518dd6a89b3'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.417,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.777,,,,,,,,,,,,,,fb13a3a7-8bcc-4230-9898-be1bd48811c4,110,,"[62.5, 32.3]",266613,1,,,,,0.40763152,,Right Foot,,,,"[71.3, 36.1]",,Ground Pass,,9.585405,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['4f33911b-0973-46a9-8f7a-2aa9521065bc'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.405,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.257742,,,,,,,,,,,,,,e097c06a-0966-4d37-b25e-46e456d79c17,113,,"[72.0, 28.7]",266613,1,,,,,-1.1717907,,Right Foot,,,,"[79.8, 10.2]",,Ground Pass,,20.0771,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['26e937a1-6622-47e6-a746-f48dbb02878d'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.856,Pass,,2013/2014
