bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.504748,,,,,,,,,,,,,,156676a2-0faf-40a2-8113-275f00546872,1874,,"[61.0, 41.0]",267675,45,,True,,,1.5291537,,Right Foot,,,,"[61.1, 43.4]",,Ground Pass,,2.4020824,,,,,Andrés Iniesta Luján,5216.0,,,,,,Kick Off,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,91,Barcelona,217,['900f5f20-5edd-493f-84b7-76f69f482026'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.723,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.291593,,,,,,,,,,,,,,057ebb4a-7e4e-4469-aa07-1379f96efbae,1876,,"[59.7, 44.1]",267675,45,,,,,3.1219873,,Right Foot,,,,"[49.5, 44.3]",,Ground Pass,,10.201961,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,91,Barcelona,217,['d7b0ab86-9511-4db8-98bb-e0f4aa224115'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.016,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7732,,,,,,,,,,,,,,8fd6d294-9a95-4131-a5b1-6178baaf7f74,1879,,"[49.5, 43.8]",267675,45,,,,,1.0093026,,Right Foot,,,,"[53.4, 50.0]",,Ground Pass,,7.324616,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,From Kick Off,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,91,Barcelona,217,['337cc495-f204-46ad-9aa0-090510300d79'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.296,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.8758,,,,,,,,,,,,,,ce1154c6-ff07-461c-80ec-62d804044780,1882,,"[53.4, 50.0]",267675,45,,,,,-2.2929182,,Right Foot,,,,"[36.4, 30.7]",,Ground Pass,,25.719448,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,91,Barcelona,217,['eaf2d56e-40a1-4dd3-b2f5-dcfe78903f7a'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.094,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.700115,,,,,,,,,,,,,,81619e99-4ed9-4538-af48-adea66f61921,1885,,"[36.4, 30.7]",267675,45,,,,,-1.0326308,,Right Foot,,,,"[48.1, 11.1]",,Ground Pass,,22.826519,,,,,Adriano Correia Claro,22102.0,,,,,,,2,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,91,Barcelona,217,['295b80b7-66b5-4424-b388-6e80f344f5e9'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.788,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.281599,,,,,,,,,,,,,,86a382c0-0515-4b2c-a65e-c9d97c38ba29,1889,,"[43.5, 21.3]",267675,45,,,,,2.3367164,,Right Foot,,,,"[28.4, 37.0]",,Ground Pass,,21.78302,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Kick Off,Adriano Correia Claro,22102.0,Left Back,91,Barcelona,217,"['4a7e3639-a996-4cb9-b2b3-88416fed3323', 'd34f6dc2-4b29-4689-8772-9aeacca46e26']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.154,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.7599,,,,,,,,,,,,,,e75fb6fd-5c80-486b-83ca-bc2eff5c4183,1893,,"[24.5, 36.1]",267675,45,,,,,2.6307166,,Right Foot,,,,"[8.8, 44.9]",,Ground Pass,,17.998055,,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,91,Barcelona,217,"['833ba163-71d9-4ad6-88e3-1f56aac97dc0', 'db921236-b60e-460d-803f-08d3e81104a5']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.109,Pass,True,2013/2014
,,,,,,,,,,,,,,,,3.4438,,,,,,,,,,,,,,ecc4a68d-a40c-4812-b4aa-4d2e6573ed91,1897,,"[10.2, 41.7]",267675,45,,,,,0.40842387,,Right Foot,,,,"[68.2, 66.8]",,High Pass,,63.19818,,,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,91,Barcelona,217,"['00fc49a5-40bd-4a19-a202-4230f56aa670', 'ea4037a1-ef12-4a56-8c90-713aa9e65e42', 'ee1318fe-c334-45a3-8d97-9550cc4a7dd7']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.989,Pass,True,2013/2014
,,,,,,,,,,,,,,,,2.3291,,,,,,,,,,,,,,ea4037a1-ef12-4a56-8c90-713aa9e65e42,1900,,"[52.8, 14.2]",267675,45,,,,,1.188848,,Head,,,,"[62.4, 38.1]",,High Pass,,25.75597,,,,,Vicente Iborra De La Fuente,3497.0,,,,,,Recovery,2,From Kick Off,Alberto Moreno Pérez,3515.0,Left Back,91,Barcelona,217,"['05e64254-3fbb-41ef-853a-e908bd1904a5', 'ecc4a68d-a40c-4812-b4aa-4d2e6573ed91']",18,,,,,,,,,,,,,,,,,Sevilla,213,00:00:18.433,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5088,,,,,,,,,,,,,,4ff918a1-eded-4282-a6f2-4449bb868fbb,1903,,"[62.4, 38.1]",267675,45,,,,,-0.09347678,,Right Foot,,,,"[75.2, 36.9]",,Ground Pass,,12.856127,,,Incomplete,,,,,,,,,,2,From Kick Off,Vicente Iborra De La Fuente,3497.0,Right Center Midfield,91,Barcelona,217,['493ad981-1d82-4e24-ac38-116b1602748a'],20,,,,,,,,,,,,,,,,,Sevilla,213,00:00:20.962,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.513366,,,,,,,,,,,,,,b5e7df7e-89ff-4901-a846-278c1e145485,1911,,"[45.0, 38.9]",267675,45,,,,,0.4636476,,Left Foot,,,,"[50.6, 41.7]",,Low Pass,,6.26099,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,91,Barcelona,217,"['227f3db2-1738-4a2b-ab70-7e0276ebdc02', '6509ee8d-3020-4c6d-ac93-4d63cf77613c']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.734,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.358057,,,,,,,,,,,,,,1abeaf8b-b44a-47ac-98a3-8d8580244f9a,1918,,"[44.7, 41.7]",267675,45,,,,,-1.5872557,,Right Foot,,,,"[44.3, 17.4]",,Ground Pass,,24.303291,,,,,Adriano Correia Claro,22102.0,,,,,,,2,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,91,Barcelona,217,['f6ed8846-c269-4581-a06d-5b0caf6cc8f6'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.242,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.715855,,,,,,,,,,,,,,2f557cc8-99a4-415e-8fe2-783d76dc7431,1922,,"[44.4, 20.4]",267675,45,,,,,1.7553391,,Right Foot,,,,"[43.0, 27.9]",,Ground Pass,,7.6295476,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Kick Off,Adriano Correia Claro,22102.0,Left Back,91,Barcelona,217,['f20e7008-7a43-4c27-9e27-ba5c010ad76c'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.974,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.319505,,,,,,,,,,,,,,8952927b-84df-4543-8916-2ae7e5d6f0ef,1929,,"[43.6, 23.0]",267675,45,,True,,,2.8042846,,Right Foot,,,,"[22.5, 30.4]",,Ground Pass,,22.360008,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Free Kick,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,92,Barcelona,217,['6013a431-dedb-4aeb-a468-51d77e3da541'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.739,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.302608,,,,,,,,,,,,,,f920808c-e085-456f-84f6-8529234f8fe9,1933,,"[23.6, 31.0]",267675,45,,,,,1.7159667,,Right Foot,,,,"[21.1, 48.1]",,Ground Pass,,17.281782,,,,,Marc Bartra Aregall,7068.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,92,Barcelona,217,"['285446da-8056-49e5-99e3-77379f8f88fe', 'f957c0ae-ceb7-4d09-b299-0ddf2aec9dcc']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.771,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.72783,,,,,,,,,,,,,,b67caa71-4f55-4812-9b41-aa580493d2ff,1937,,"[21.1, 58.9]",267675,45,,,,,0.6698438,,Right Foot,,,,"[46.1, 78.7]",,Ground Pass,,31.891064,,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,92,Barcelona,217,['9bcca5d5-1afb-494c-96a4-19a3b7e45d4f'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.767,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.1195,,,,,,,,,,,,,,17bd935f-5688-43c4-a5b7-831ba4d0bb67,1941,,"[66.4, 2.3]",267675,45,,,,,0.0,,Left Foot,,,,"[70.7, 2.3]",,Ground Pass,,4.3,,,Incomplete,,Víctor Machín Pérez,6841.0,,,,,,Recovery,2,From Free Kick,Alberto Moreno Pérez,3515.0,Left Back,92,Barcelona,217,"['11e98a82-4015-44f7-9af3-5f52906164d9', '38d85e8a-32ae-4831-85a7-8545e89b5b76']",54,,,,,,,,,,,,,,,,,Sevilla,213,00:00:54.717,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.650665,,,,,,,,,,,,,,f54a47b5-c107-44ba-91fc-1dfc538ea2e4,1944,,"[73.3, 1.0]",267675,45,,,,,1.4951832,,,,,,"[74.3, 14.2]",,High Pass,,13.237824,,,,,Ivan Rakitić,5470.0,,,,,,Throw-in,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,93,Sevilla,213,['d54c3294-65d0-4fdf-b267-7fe03ec9f199'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:00:58.883,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7645,,,,,,,,,,,,,,1f3e09fb-5964-40c7-9f3b-d1dc373c7bbe,1952,,"[36.7, 66.8]",267675,46,,,,,-3.041924,,Right Foot,,,,"[30.7, 66.2]",,Ground Pass,,6.0299253,,,,,Marc Bartra Aregall,7068.0,,,,,,,2,Regular Play,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,94,Barcelona,217,['c4d33402-eea5-4a72-a671-ffd55effa6a5'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.122,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.964231,,,,,,,,,,,,,,59c333ba-ddc6-4ccc-8088-a25ed3499d14,1955,,"[30.7, 66.2]",267675,46,,,,,-0.6791333,,Right Foot,,,,"[39.0, 59.5]",,Ground Pass,,10.666771,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,94,Barcelona,217,['fdfbbdb5-d4d2-4512-9150-209ee6af43e9'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.007,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.177083,,,,,,,,,,,,,,29f5c8e3-4cfc-4df8-93ef-6bc0f881d52b,1961,,"[34.8, 48.4]",267675,46,,True,,,1.9655875,,Right Foot,,,,"[30.8, 58.0]",,Ground Pass,,10.4,,,,,Marc Bartra Aregall,7068.0,,,,,,Free Kick,2,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,95,Barcelona,217,['4351c15b-5561-4ff1-99d6-ceb4b087322e'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.904,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.185935,,,,,,,,,,,,,,ebe22f1e-38b9-4ec6-9db0-26bf9d8b2f84,1963,,"[30.8, 58.0]",267675,46,,,,,0.77090645,,Right Foot,,,,"[51.8, 78.4]",,Ground Pass,,29.277294,,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,95,Barcelona,217,['88c567e5-f3dc-4daa-b388-8082b1977462'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.103,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.716391,,,,,,,,,,,,,,c7c72c8d-3967-4257-b8ca-43d19bc01a3d,1966,,"[49.3, 78.7]",267675,46,,,,,-2.960396,,Right Foot,,,,"[23.1, 73.9]",,Ground Pass,,26.636066,,,,,Marc Bartra Aregall,7068.0,,,,,,,2,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,95,Barcelona,217,['4c7c19ee-074a-4b2f-bc38-5ec8860a1b0d'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.254,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5675,,,,,,,,,,,,,,7544a5b2-bfce-4fe4-bcf8-bcc943f7a28d,1969,,"[14.8, 62.8]",267675,46,,,,,-2.1161034,,Right Foot,,,,"[5.7, 47.8]",,Ground Pass,,17.544516,,,,,Víctor Valdés Arribas,20176.0,,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,95,Barcelona,217,['11d9f0e4-a768-4427-b89d-af33cbb0c1da'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.184,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.8515,,,,,,,,,,,,,,fcc1e298-fd93-4102-8d82-c82522731adf,1972,,"[6.3, 48.0]",267675,46,,,,,0.47859666,,Right Foot,,,,"[54.1, 72.8]",,High Pass,,53.850533,,,Incomplete,,,,,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,95,Barcelona,217,['5c3bfe87-d4e5-48fc-8ed6-ff437c016802'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.832,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.912601,,,,,,,,,,,,,,5c3bfe87-d4e5-48fc-8ed6-ff437c016802,1973,,"[66.9, 8.2]",267675,46,,,,,0.7557039,,Left Foot,,,,"[72.1, 13.1]",,Ground Pass,,7.1449285,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,Recovery,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,96,Sevilla,213,"['51238e74-24a8-4569-93ef-a479f7ba061b', 'fcc1e298-fd93-4102-8d82-c82522731adf']",29,,,,,,,,,,,,,,,,,Sevilla,213,00:01:29.683,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.600415,,,,,,,,,,,,,,1cc5726e-be94-4855-afff-af8a80ef1ee9,1977,,"[75.5, 9.7]",267675,46,,,,,-2.2920623,,Right Foot,,,,"[70.4, 3.9]",,Ground Pass,,7.7233415,,,,,Alberto Moreno Pérez,3515.0,,,,,,,2,Regular Play,Daniel Filipe Martins Carriço,6825.0,Left Center Midfield,96,Sevilla,213,"['dd596985-34d3-4dcd-be3d-b8e67e4242bb', 'e970398a-7326-447e-8819-319fcebbec2f']",31,,,,,,,,,,,,,,,,,Sevilla,213,00:01:31.120,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.2358,,,,,,,,,,,,,,2da5cb4f-f8a7-47cc-aee9-e6def4c5727e,1981,,"[69.6, 3.3]",267675,46,,,,,0.025635408,,Left Foot,,,,"[73.5, 3.4]",,Ground Pass,,3.9012818,,,Incomplete,,Víctor Machín Pérez,6841.0,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,96,Sevilla,213,"['5aedb4d2-9007-4d51-af5b-c71b450e5f82', '8e7e9c78-0b1b-42a6-b436-2987dea9711c', 'bc46a298-bcbb-433c-8ef0-4e0ae9537537']",32,,,,,,,,,,,,,,,,,Sevilla,213,00:01:32.134,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.654738,,,,,,,,,,,,,,fc67dd08-a56d-4141-bcf8-080c33f525f7,1986,,"[65.0, 4.0]",267675,46,,,,,3.1081324,,Left Foot,,,,"[41.1, 4.8]",,Ground Pass,,23.913385,,,,,Nicolás Martín Pareja,7909.0,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,96,Sevilla,213,['5823bb1d-1a13-402e-8186-022771cf5243'],35,,,,,,,,,,,,,,,,,Sevilla,213,00:01:35.161,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.391104,,,,,,,,,,,,,,86215d1d-a6c7-4ff5-956e-2b2a0d8c5f6e,1989,,"[29.9, 6.5]",267675,46,,,,,1.7098253,,Right Foot,,,,"[25.8, 35.8]",,Ground Pass,,29.58547,,,,,Federico Julián Fazio,6349.0,,,,,,,2,Regular Play,Nicolás Martín Pareja,7909.0,Left Center Back,96,Sevilla,213,['0f274e8b-9c63-42e5-bc65-f3daf61b2515'],38,,,,,,,,,,,,,,,,,Sevilla,213,00:01:38.128,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.426892,,,,,,,,,,,,,,3108b9c2-1d3e-4d15-8c55-ca076b3fff32,1992,,"[25.8, 35.8]",267675,46,,,,,-0.3204569,,Right Foot,,,,"[49.0, 28.1]",,Ground Pass,,24.444427,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,,2,Regular Play,Federico Julián Fazio,6349.0,Right Center Back,96,Sevilla,213,['222cdf48-13c0-468d-a91d-9568066059ca'],42,,,,,,,,,,,,,,,,,Sevilla,213,00:01:42.122,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.470637,,,,,,,,,,,,,,e8543415-168d-4b21-b693-6959a5d29ccd,1995,,"[49.0, 28.1]",267675,46,,,,,-2.1520941,,Right Foot,,,,"[33.1, 3.9]",,Ground Pass,,28.956001,,,,,Nicolás Martín Pareja,7909.0,,,,,,,2,Regular Play,Daniel Filipe Martins Carriço,6825.0,Left Center Midfield,96,Sevilla,213,['5ab14447-399a-4f99-8c6e-1e70397b3c4b'],44,,,,,,,,,,,,,,,,,Sevilla,213,00:01:44.531,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.218541,,,,,,,,,,,,,,63436a18-b4d0-4b28-b7b7-f06f77b4accb,1998,,"[33.1, 3.9]",267675,46,,,,,-0.05208555,,Right Foot,,,,"[54.2, 2.8]",,Ground Pass,,21.128654,,,,,Alberto Moreno Pérez,3515.0,,,,,,,2,Regular Play,Nicolás Martín Pareja,7909.0,Left Center Back,96,Sevilla,213,['708a4d07-9cc9-4f1b-9cde-e0c4f422ae8c'],47,,,,,,,,,,,,,,,,,Sevilla,213,00:01:47.460,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.798647,,,,,,,,,,,,,,45f6320b-969e-4f16-ae13-31a63d41f7f9,2001,,"[57.5, 1.1]",267675,46,,,,,1.7208233,,Right Foot,,,,"[56.2, 9.7]",,Ground Pass,,8.6977005,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,96,Sevilla,213,['d26620bd-56ac-4a94-98ce-c088e162eac0'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:01:50.149,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.679198,,,,,,,,,,,,,,1c46d50e-82a1-4b96-b10f-501534a3b9ef,2005,,"[56.1, 9.1]",267675,46,,,,,1.7067938,,Right Foot,,,,"[52.2, 37.6]",,Ground Pass,,28.765604,,,,,Vicente Iborra De La Fuente,3497.0,,,,,,,2,Regular Play,Daniel Filipe Martins Carriço,6825.0,Left Center Midfield,96,Sevilla,213,"['1efe6911-f091-4388-8820-dc8d5abbd0b4', 'ce4843b3-2f27-456f-9be3-9381db9fce16']",51,,,,,,,,,,,,,,,,,Sevilla,213,00:01:51.877,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.638808,,,,,,,,,,,,,,068a5e9d-fead-4ff8-bb56-dc14c8e712b1,2008,,"[51.4, 40.7]",267675,46,,,,,1.7372739,,Right Foot,,,,"[47.3, 65.1]",,Ground Pass,,24.74207,,,,,Federico Julián Fazio,6349.0,,,,,,,2,Regular Play,Vicente Iborra De La Fuente,3497.0,Right Center Midfield,96,Sevilla,213,['632053a2-0ff1-41dc-be7a-5628fc221f6b'],54,,,,,,,,,,,,,,,,,Sevilla,213,00:01:54.364,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.003624,,,,,,,,,,,,,,ae56544b-9d9f-4f29-b5d5-e977f27d93a9,2011,,"[52.2, 65.1]",267675,46,,,,,-2.317253,,Right Foot,,,,"[37.4, 49.1]",,Ground Pass,,21.795412,,,,,Vicente Iborra De La Fuente,3497.0,,,,,,,2,Regular Play,Federico Julián Fazio,6349.0,Right Center Back,96,Sevilla,213,['c1d3b669-9c07-4338-8143-da51772cc027'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:01:58.281,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.749746,,,,,,,,,,,,,,f282322f-3778-4aeb-810d-de19615d9d0a,2015,,"[36.8, 43.4]",267675,47,,,,,3.019596,,Right Foot,,,,"[10.7, 46.6]",,Ground Pass,,26.295437,,,,,António Alberto Bastos Pimparel,27111.0,,,,,,,2,Regular Play,Vicente Iborra De La Fuente,3497.0,Right Center Midfield,96,Sevilla,213,"['4cc3fefd-b9cc-4fdc-8fdd-e23d92eb1d7f', 'e499d88e-28c4-4074-8d20-f23bd3956e8d']",0,,,,,,,,,,,,,,,,,Sevilla,213,00:02:00.655,Pass,True,2013/2014
,,,,,,,,,,,,,,,,3.976939,,,,,,,,,,,,,,8d230f1c-a83e-4d0f-be56-4cce58596a9b,2018,,"[10.7, 46.6]",267675,47,,,,,0.02720417,,Right Foot,,,,"[54.8, 47.8]",,High Pass,,44.116325,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,,2,Regular Play,António Alberto Bastos Pimparel,27111.0,Goalkeeper,96,Sevilla,213,['de4786a6-ecd4-42d1-bb6a-6c9f52b9f979'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:02:03.900,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.941053,,,,,,,,,,,,,,ec5f15db-90dd-446d-857a-92bbd4f71197,2023,,"[73.4, 29.6]",267675,47,,,,True,-1.1955255,,,,,,"[79.9, 13.1]",,Low Pass,,17.734148,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,97,Barcelona,217,"['07bd5971-f4b5-4ff6-a0bf-14c6629627da', '1e74e98f-21c9-4b7c-bcc4-2c146b44d083']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.822,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.8214,,,,,,,,,,,,,,6d47c1f2-4d8b-4eb5-b00d-ef84dfa8813b,2026,,"[93.3, 11.1]",267675,47,,,,,1.964587,,Right Foot,,,,"[87.4, 25.3]",,Ground Pass,,15.376931,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,97,Barcelona,217,['a9dbf354-95b2-433b-b066-b35b97b15368'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.096,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.637555,,,,,,,,,,,,,,39023713-802e-4d59-ad6d-ebd984f78c5f,2029,,"[87.4, 25.3]",267675,47,,,,,-2.0167074,,Right Foot,,,,"[78.7, 7.1]",,Ground Pass,,20.172506,,,,,Andrés Iniesta Luján,5216.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,97,Barcelona,217,['e49e8658-fdc4-4bae-ab5e-7d9e04e64e5b'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.998,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.693796,,,,,,,,,,,,,,49eb6603-343b-4000-bbea-51fef54f7fa5,2032,,"[78.7, 7.1]",267675,47,,,,,2.3065898,,Right Foot,,,,"[58.6, 29.3]",,Ground Pass,,29.947454,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,97,Barcelona,217,['d1a45110-4a4f-48e2-bc13-9990b0053d8a'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.267,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.861,,,,,,,,,,,,,,f9c26cd8-444e-450d-a735-0d04e2ec1144,2035,,"[57.8, 29.9]",267675,47,,,,,0.32994708,,Right Foot,,,,"[65.1, 32.4]",,Ground Pass,,7.7162166,,,,,Xavier Hernández Creus,20131.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,97,Barcelona,217,['e7b8e725-d4da-4e0d-9b54-7cabbe66eb24'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.536,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.60085,,,,,,,,,,,,,,122d14a4-c720-46d1-a700-fd733bc79103,2038,,"[65.1, 32.4]",267675,47,,,,,2.0097754,,Right Foot,,,,"[52.0, 60.3]",,Low Pass,,30.822395,,,,,Marc Bartra Aregall,7068.0,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,97,Barcelona,217,['2ab10bec-6f1b-4e98-a8af-426f5bfd0856'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.525,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.971079,,,,,,,,,,,,,,b540c308-1b4f-45af-9e7c-908c8055dc44,2041,,"[52.0, 60.3]",267675,47,,,,,0.453066,,Right Foot,,,,"[82.4, 75.1]",,Ground Pass,,33.81124,,,,,Martín Montoya Torralbo,6593.0,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,97,Barcelona,217,['d7d70d64-049c-428c-b1e4-dd9cbea98bb8'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.625,Pass,,2013/2014
