ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.0444,,,,,,,,,,,,,936b1055-f655-4c9f-825b-5c7a64c782fc,15,,"[42.3, 10.9]",70220,0,,,,,0.71680367,,Left Foot,,"[49.3, 17.0]",,Ground Pass,,9.284934,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['75ea8dd5-7763-44ab-8f52-aa1fc5238c1f'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.071,Pass,,2011/2012
,,,,,,,,,,,,,,,1.221265,,,,,,,,,,,,,009dee0d-dda3-403e-957c-e26be02777ed,19,,"[45.3, 18.0]",70220,0,,,,,2.8448002,,Right Foot,,"[24.7, 24.3]",,Ground Pass,,21.54182,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,"['7066fa72-4cc9-4dc3-b794-a5d40b69b5e2', 'd33ea581-c162-4a8f-aaa6-a9ac417cc273']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.982,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.478584,,,,,,,,,,,,,b13cff8e-f144-4b3c-8eb7-5b02bc2c052f,23,,"[19.6, 28.5]",70220,0,,,,,1.3748417,,Right Foot,,"[24.9, 55.2]",,Ground Pass,,27.220947,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,"['7aab814d-1858-430d-8bc4-a64e861f06b4', 'eb3c65dc-c6fb-4af0-bbb0-02a2827b155e']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.397,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.791523,,,,,,,,,,,,,4bf4ec73-1e87-4faa-a541-a23a109822b6,26,,"[28.3, 61.7]",70220,0,,,,,0.4266275,,Right Foot,,"[51.4, 72.2]",,Ground Pass,,25.374397,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['8e69a152-3d50-436a-833c-4e3634142da2'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.026,Pass,,2011/2012
,,,,,,,,,,,,,,,0.979,,,,,,,,,,,,,b528648d-436e-40ce-adef-901394f17810,29,,"[62.3, 72.9]",70220,0,,,,,-1.411323,,Right Foot,,"[64.6, 58.6]",,Ground Pass,,14.483784,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['f4d707c6-3b63-4f8c-aa4b-9dec6ecdfa5e'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.306,Pass,,2011/2012
,,,,,,,,,,,,,,,1.412,,,,,,,,,,,,,a804dd6d-89b3-4b79-910f-6814abfecb5a,32,,"[63.6, 62.1]",70220,0,,,,,2.9112709,,Left Foot,,"[49.1, 65.5]",,Ground Pass,,14.893287,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['347d2404-df96-494c-9622-154d662db896'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.180,Pass,,2011/2012
,,,,,,,,,,,,,,,2.811754,,,,,,,,,,,,,0bd3d9c6-e392-48b8-8965-0d3043496a8e,35,,"[47.4, 63.4]",70220,0,,,,,-1.7055349,,Right Foot,,"[40.5, 12.5]",,High Pass,,51.36555,,,,Eric-Sylvain Bilal Abidal,20177.0,,True,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['b0620d9a-53fe-4163-84c1-1329556d614e'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.224,Pass,,2011/2012
,,,,,,,,,,,,,,,0.706077,,,,,,,,,,,,,79c43ec3-7f17-4e35-961f-6a98cfda1e6d,38,,"[37.9, 11.9]",70220,0,,,,,1.012197,,Left Foot,,"[45.9, 24.7]",,Ground Pass,,15.09437,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['a96333c0-05cd-42f8-a45f-9c5f52771650'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.294,Pass,,2011/2012
,,,,,,,,,,,,,,,1.114992,,,,,,,,,,,,,692678ba-bf1c-4623-8dd1-41d27e17a08a,42,,"[45.5, 18.8]",70220,0,,,,,-2.6279867,,Right Foot,,"[37.7, 14.4]",,Ground Pass,,8.955445,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,"['19a066fc-b96f-46a8-a975-2b6261070464', 'f8feb619-4a2d-469e-b195-8bc45ec96bc3']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.236,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.295675,,,,,,,,,,,,,72618833-1953-4359-98da-3a8f52244912,45,,"[39.2, 20.9]",70220,0,,,,,1.6082788,,Left Foot,,"[37.7, 60.9]",,Ground Pass,,40.028114,,,,Javier Alejandro Mascherano,5506.0,,True,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['9048e415-8882-41b7-8ca3-9935a284cadd'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.829,Pass,,2011/2012
,,,,,,,,,,,,,,,3.382085,,,,,,,,,,,,,dd9365ea-88be-451a-81a1-3821e6e0cb35,48,,"[37.3, 54.6]",70220,0,,,,,-1.0940132,,Right Foot,,"[62.3, 6.2]",,High Pass,,54.475315,,,,Francesc Fàbregas i Soler,3478.0,,True,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['09c34baa-1bbc-4e21-81e8-a67e47f4e3ee'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.529,Pass,,2011/2012
,,,,,,,,,,,,,,,1.092375,,,,,,,,,,,,,b41e5d22-3e44-41de-82e9-72257512f9c2,52,,"[62.3, 5.2]",70220,0,,,,,2.9155242,,Right Foot,,"[42.3, 9.8]",,Ground Pass,,20.522182,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,2,Barcelona,217,"['407948d1-2e43-4648-b8c4-ab62d803f71e', 'd423eefc-20b8-4cd7-bab9-10464d094b20']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.776,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.824,,,,,,,,,,,,,cf431b91-0a8c-41e7-809a-d0fee5ad2727,55,,"[44.4, 11.7]",70220,0,,,,,0.56149364,,Left Foot,,"[56.8, 19.5]",,Ground Pass,,14.649232,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['028a28e2-59b2-4431-a01d-24c4cb1b29d3'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.829,Pass,,2011/2012
,,,,,,,,,,,,,,,1.141111,,,,,,,,,,,,,a277555e-cc68-44b4-93e7-86d837fcb23e,59,,"[57.1, 18.8]",70220,0,,,,,-2.6909313,,Right Foot,,"[44.7, 12.8]",,Ground Pass,,13.77534,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['6c7db8ca-d2dd-4864-a2f8-ed637294bdf1'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.830,Pass,,2011/2012
,,,,,,,,,,,,,,,1.501746,,,,,,,,,,,,,fbd123f1-7f76-4224-91c9-3cbe34354488,62,,"[53.1, 18.0]",70220,0,,,,,2.6502335,,Left Foot,,"[34.6, 27.9]",,Ground Pass,,20.982374,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['b150192a-5775-4243-bd9f-697f34699b51'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.229,Pass,,2011/2012
,,,,,,,,,,,,,,,0.981503,,,,,,,,,,,,,4b99c275-4eb9-4141-b8e0-f213348e635b,65,,"[34.2, 36.3]",70220,0,,,,,1.3713189,,Right Foot,,"[39.8, 64.0]",,Low Pass,,28.260397,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['d207cfce-4ab1-4a88-9e6c-719a07f96d1d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.153,Pass,,2011/2012
,,,,,,,,,,,,,,,1.340803,,,,,,,,,,,,,6c72de42-df4c-4f62-a6d5-25c9cf1dec3e,68,,"[45.5, 68.0]",70220,1,,,,,0.5797892,,Right Foot,,"[56.8, 75.4]",,Ground Pass,,13.507405,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['a110751b-fa44-4540-b35b-12f0e8ccc6ea'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.944,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7086,,,,,,,,,,,,,af975556-3021-4b1f-a698-ed453b12867b,71,,"[57.5, 77.5]",70220,1,,,,,-0.96972257,,Right Foot,,"[62.3, 70.5]",,Ground Pass,,8.487638,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['b9cd4213-8224-4e3c-b02f-0be5e196e0c2'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.365,Pass,,2011/2012
,,,,,,,,,,,,,,,0.497,,,,,,,,,,,,,d2d69701-65d9-4811-83c4-4a65fa6a7e87,74,,"[62.3, 71.8]",70220,1,,,,,2.4980915,,Left Foot,,"[58.7, 74.5]",,Ground Pass,,4.5,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['cca8d8bd-d89d-4621-85b9-b865d706a463'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.497,Pass,,2011/2012
,,,,,,,,,,,,,,,0.3608,,,,,,,,,,,,,2870321c-edf0-4dbb-b278-cc7ccde024ce,76,,"[58.7, 74.5]",70220,1,,,,,-0.7443254,,Right Foot,,"[62.5, 71.0]",,Ground Pass,,5.1662364,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['fe61fc6c-d5b5-453d-b7a2-5a6c5bc2cd58'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.994,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3265,,,,,,,,,,,,,0c74ec30-4ab2-4bf2-aa67-b26c5748fd7a,83,,"[47.8, 19.9]",70220,1,,,,,1.9638543,,Right Foot,,"[41.0, 36.3]",,Ground Pass,,17.753872,,,,Rubén González Rocha,26068.0,,,,,Recovery,1,From Kick Off,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,2,Barcelona,217,"['1919f59f-c33b-4cc8-acbd-9c510e2748db', '65067b4d-e075-40b2-ab38-e51babf952ba']",7,,,,,,,,,,,,,,,,,Osasuna,422,00:01:07.885,Pass,True,2011/2012
,,,,,,,,,,,,,,,4.2464,,,,,,,,,,,,,c1e99411-4915-4242-a42c-9f985bdce2ef,85,,"[41.0, 36.3]",70220,1,,,,,-0.45915997,,Right Foot,,"[94.6, 9.8]",,High Pass,,59.79306,,Incomplete,,Juan Francisco Martínez Modesto,24166.0,,,,,,1,From Kick Off,Rubén González Rocha,26068.0,Right Center Back,2,Barcelona,217,"['466e655d-f612-45f8-8cf4-7aafed97dc6c', 'ba6d42ba-7fe8-4b12-9356-4b272858d925']",9,,,,,,,,,,,,,,,,,Osasuna,422,00:01:09.211,Pass,,2011/2012
,,,,,,,,,,,,,,,1.697389,,,,,,,,,,,,,466e655d-f612-45f8-8cf4-7aafed97dc6c,87,,"[26.4, 71.2]",70220,1,,,,,-2.4785745,,Left Foot,,"[5.4, 54.8]",,Low Pass,,26.645075,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,"['9a97d87a-99a5-4a3e-9b83-a48c87e05ebe', 'c1e99411-4915-4242-a42c-9f985bdce2ef']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.458,Pass,,2011/2012
,,,,,,,,,,,,,,,1.942667,,,,,,,,,,,,,6006d0f3-62c4-4b1c-beb9-46182805f8d5,91,,"[3.9, 47.4]",70220,1,,,,,-1.3723414,,Right Foot,,"[11.2, 11.1]",,Ground Pass,,37.02675,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,"['3606b9e1-5b8c-4566-9baf-0a0bb91b4981', '9875f191-dbfc-4d9b-8499-4f0f6cf7eb1c']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.950,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.8073,,,,,,,,,,,,,da6fc7d8-64f1-4f6a-9bf9-189bb2aa198c,99,,"[108.5, 57.9]",70220,1,,,,,-2.5393052,d885f968-802d-4856-b74c-44ce5974723f,Right Foot,,"[103.7, 54.6]",,Ground Pass,,5.8249464,,,,Raúl García Escudero,6391.0,True,,,,,1,Regular Play,Damià Abella Pérez,25896.0,Right Wing,3,Osasuna,422,"['20f6e856-f1f7-4578-90a0-d62043389cc0', '3699e0a5-0f64-42f5-8e29-142ce66f0909']",23,,,,,,,,,,,,,,,,,Osasuna,422,00:01:23.196,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.5865,,,,,,,,,,,,,0a046a53-d39d-4a81-9572-731ab809847b,104,,"[120.0, 80.0]",70220,1,,,,,-1.7595879,,Left Foot,,"[112.3, 39.7]",,High Pass,True,41.029015,,,,Rovérsio Rodrigues de Barros,26842.0,,True,Inswinging,,Corner,1,From Corner,Roland Conde Lamah,16718.0,Left Wing,4,Osasuna,422,['ae1abdaf-17fd-4e34-9757-30c38f43f38f'],51,,,,,,,,,,,,,,,,,Osasuna,422,00:01:51.504,Pass,,2011/2012
,,,,,,,,,,,,,,,1.8082,,,,,,,,,,,,,a8f77782-acc5-4a58-bf91-38fc7cf0a74d,111,,"[115.2, 10.9]",70220,1,,,,,1.3788428,,Left Foot,True,"[120.7, 39.2]",,High Pass,,28.829498,,Out,,,,,,,,,1,From Corner,Juan Francisco Martínez Modesto,24166.0,Center Forward,4,Osasuna,422,['70d03b20-c3c3-4a67-b5da-6b0b6fdcbd63'],59,,,,,,,,,,,,,,,,,Osasuna,422,00:01:59.028,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.722074,,,,,,,,,,,,,484f3c2b-2c55-4652-9928-59c77217d007,112,,"[6.0, 44.0]",70220,2,,True,,,-0.6494008,,Right Foot,,"[22.2, 31.7]",,Ground Pass,,20.340355,,,,Carles Puyol i Saforcada,20125.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['02696ee0-cada-4b57-b553-7fe6221bdb53'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.663,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1075,,,,,,,,,,,,,aef7816a-deff-433a-adc4-89308c5a92ad,114,,"[21.8, 28.9]",70220,2,,True,,,2.8881683,,Right Foot,,"[7.9, 32.5]",,Ground Pass,,14.358621,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['dec4a299-f237-4bcf-b661-3a6e726d9655'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.385,Pass,,2011/2012
,,,,,,,,,,,,,,,2.175,,,,,,,,,,,,,97feb01d-5f3e-4e87-ab73-8a147f9c35e7,116,,"[7.5, 32.5]",70220,2,,,,,-0.60600066,,Right Foot,,"[41.7, 8.8]",,High Pass,,41.609253,,Incomplete,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,"['0c2d65e1-8768-4ae4-9d7d-6bc73085d22a', '22cbc546-ebb6-438f-bf51-7c1358be61a5']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.158,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2751,,,,,,,,,,,,,22cbc546-ebb6-438f-bf51-7c1358be61a5,118,,"[79.3, 72.2]",70220,2,,,,,-0.19342732,,Head,,"[89.0, 70.3]",,Low Pass,,9.884331,,,,Damià Abella Pérez,25896.0,,,,,Recovery,1,From Goal Kick,Manuel Jesús Ortiz Toribio,26254.0,Left Defensive Midfield,5,Barcelona,217,"['97feb01d-5f3e-4e87-ab73-8a147f9c35e7', 'f6c4bc6b-3e35-4d04-93a9-31f5b802c975']",22,,,,,,,,,,,,,,,,,Osasuna,422,00:02:22.333,Pass,,2011/2012
