ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,89022b6d-8a94-43d1-9235-3f2e7bc19112,1,,,70220,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d78f9437-1c53-4046-9064-eeffc36f8bbd,2,,,70220,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 26807, 'name': 'Marc Bertrán Vilanova'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26068, 'name': 'Rubén González Rocha'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26842, 'name': 'Rovérsio Rodrigues de Barros'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 15416, 'name': 'Jukka Raitala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 25874, 'name': 'Francisco Puñal Martínez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26254, 'name': 'Manuel Jesús Ortiz Toribio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 25896, 'name': 'Damià Abella Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 16718, 'name': 'Roland Conde Lamah'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 24166, 'name': 'Juan Francisco Martínez Modesto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Osasuna,422,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48f72e41-2102-48c1-b889-39de9b383931,3,,,70220,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['cc947588-688b-487b-b7ec-2b591c52f82e'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cc947588-688b-487b-b7ec-2b591c52f82e,4,,,70220,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['48f72e41-2102-48c1-b889-39de9b383931'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7206338f-be43-4a99-936a-bfb1eddccf33,1975,,,70220,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Barcelona,217,['25015c84-91a6-41ad-98a6-4e9fa12ac979'],0,,,,,,,,,,,,,,,,,Osasuna,422,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25015c84-91a6-41ad-98a6-4e9fa12ac979,1976,,,70220,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Barcelona,217,['7206338f-be43-4a99-936a-bfb1eddccf33'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,0.9715,,,,,,,,,,,,,82e59bff-19af-46c6-abac-2ce2b454f2ef,5,,"[60.0, 40.0]",70220,0,,,,,1.2055949,,Right Foot,,"[61.3, 43.4]",,Ground Pass,,3.640055,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,2,Barcelona,217,['a1312111-3909-4357-8e37-57d967a6c4f7'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.200,Pass,,2011/2012
,,,,,,,,,,,,,,,1.291,,,,,,,,,,,,,6f564c82-5b2b-4dcc-b77a-55e9d4458a31,7,,"[61.3, 43.2]",70220,0,,,,,-2.8463845,,Right Foot,,"[44.2, 38.0]",,Ground Pass,,17.873165,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['ea1254bd-4230-4783-89db-49beabbe150c'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.171,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0147,,,,,,,,,,,,,2b5b9f06-6ecf-4399-b74c-c7d8c85a36cf,9,,"[44.2, 38.0]",70220,0,,,,,-1.0781113,,Right Foot,,"[49.3, 28.5]",,Ground Pass,,10.782393,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['e0a0b39c-03ce-4c00-ad2f-f83681ac3fad'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.462,Pass,,2011/2012
,,,,,,,,,,,,,,,1.456741,,,,,,,,,,,,,b5ea45ff-7d00-4ba4-910a-033ed9881738,12,,"[49.3, 24.1]",70220,0,,,,,-2.0094492,,Right Foot,,"[41.7, 7.9]",,Ground Pass,,17.894133,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['70968aea-2a77-409f-8a08-fcf3444bbbaf'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.908,Pass,,2011/2012
