ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,20d475b0-79ce-4fcb-b04e-9018bac76730,1,,,70302,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 23811, 'name': 'Alberto Perea Correoso'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6879, 'name': 'Alberto Bueno Calvo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,698a5705-0afc-4f39-aefa-6a6bf98ab54d,2,,,70302,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,927ff6ab-629d-4507-ab07-1bc2376ec989,3,,,70302,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['068b0eb5-dbc3-4015-8c75-ede67c9de2af'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,068b0eb5-dbc3-4015-8c75-ede67c9de2af,4,,,70302,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['927ff6ab-629d-4507-ab07-1bc2376ec989'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8656c544-80c3-4cc9-89e7-d034a5b8cedd,1695,,,70302,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Barcelona,217,['fb4662de-8c35-4202-9093-06fd860439a9'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fb4662de-8c35-4202-9093-06fd860439a9,1696,,,70302,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,Barcelona,217,['8656c544-80c3-4cc9-89e7-d034a5b8cedd'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,0.6021,,,,,,,,,,,,,,,77709e23-7109-4b3a-9cc1-445c7d386735,5,,"[61.0, 40.1]",70302,0,,,,,1.6152115,,Left Foot,,,"[60.8, 44.6]",,Ground Pass,,4.504442,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['bb9ce711-7d11-480c-ba5b-b6ecb43cdbd3'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.216,Pass,,2013/2014
,,,,,,,,,,,,,,1.464152,,,,,,,,,,,,,,,d778d2fd-0e10-4d59-a9dd-f7bca7f66de7,8,,"[60.8, 46.5]",70302,0,,,,,-2.8281407,,Right Foot,,,"[46.3, 41.8]",,Ground Pass,,15.242703,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['0a3d13ec-abf2-4f65-87f3-1393536a98f4'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.898,Pass,,2013/2014
,,,,,,,,,,,,,,0.5038,,,,,,,,,,,,,,,cf09d99c-db2c-48c1-929a-fb0d2ee999b0,12,,"[44.8, 46.0]",70302,0,,,,,1.2711552,,Right Foot,,,"[48.6, 58.3]",,Ground Pass,,12.873616,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,2,Barcelona,217,['613b973f-4282-47c1-9ddb-8758acf3d01e'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.326,Pass,,2013/2014
,,,,,,,,,,,,,,1.266589,,,,,,,,,,,,,,,5a63c699-2005-4e22-8e19-17d931a5292f,15,,"[48.6, 58.3]",70302,0,,,,,3.1126153,,Right Foot,,,"[27.9, 58.9]",,Low Pass,,20.708694,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['f5697513-e249-4e5a-bd53-f2d01ab7de3e'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.870,Pass,,2013/2014
