ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.033924,,,,,,,,,,,9ca20c1f-bf10-4231-93cc-cfe633650737,38,,"[71.4, 31.0]",265835,0,,,,,0.98643667,,Right Foot,,,,"[79.8, 43.7]",,Ground Pass,,15.226622,,,Aleix Vidal Parreu,6400.0,,,,,,,1,Regular Play,Víctor Machín Pérez,6841.0,Left Wing,3,Sevilla,213,['cc3f487c-bbbe-4820-bfcc-97b794c56fb5'],25,,,,,,,,,,,,,,,,,Sevilla,213,00:00:25.762,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.789472,,,,,,,,,,,484f23f1-0d84-498f-8493-ce2529a059b6,42,,"[81.7, 46.1]",265835,0,,,,,-2.427502,,Right Foot,,,,"[75.7, 40.9]",,Ground Pass,,7.939773,,,Denis Suárez Fernández,6609.0,,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,Right Wing,3,Sevilla,213,['256a8bda-53b3-4676-afb7-b5e160ca1b46'],26,,,,,,,,,,,,,,,,,Sevilla,213,00:00:26.996,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,9271b5a7-07df-4a64-8f92-b311c990dfef,49,,"[43.4, 47.4]",265835,0,,,,,-1.3184323,,Right Foot,,,,"[47.5, 31.5]",,Ground Pass,,16.420109,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,"['6c54d047-34bc-4abc-bee5-a2c8196431a2', 'b6ea1062-88bb-4c03-8364-70d63a95d77a']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.289,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.484628,,,,,,,,,,,f3556fe6-e9d0-4a2a-8831-80af5084a22e,52,,"[46.7, 32.9]",265835,0,,,,,-1.0984533,,Right Foot,,,,"[58.4, 10.0]",,Ground Pass,,25.715754,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,4,Barcelona,217,"['8f047c62-c0fc-44fe-b444-a797327587cd', 'e6cddccb-c7fc-4e7b-9d9b-767d04c4690d']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.899,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.9187,,,,,,,,,,,1c1a21ee-2234-4571-bc78-04d8956d15a0,57,,"[57.2, 36.5]",265835,0,,,,,1.9188896,,Right Foot,,,,"[48.6, 60.2]",,Ground Pass,,25.212101,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['00d16eca-c617-4798-a44d-12fab1fda341'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.391,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.371187,,,,,,,,,,,11b1aa4d-4403-441c-b43a-640aac9ac710,60,,"[48.6, 60.2]",265835,0,,,,,0.6998929,,Right Foot,,,,"[65.7, 74.6]",,Ground Pass,,22.355536,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['4573f92e-9e01-4d3e-ab99-e0de9bdc009b'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.350,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8288,,,,,,,,,,,caad3dec-6efb-4c9d-b6d2-0614443a6d0c,63,,"[77.1, 78.2]",265835,0,,,,,-1.2138844,,Right Foot,,,,"[79.3, 72.3]",,Ground Pass,,6.2968245,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['2194e25e-2edd-459b-939e-f0cc50d61bfa'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.086,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.4064,,,,,,,,,,,ff560d9f-d597-4144-b8b3-228d3c654b91,67,,"[78.6, 69.3]",265835,0,,,,,2.6721647,,Right Foot,,,,"[71.7, 72.8]",,Ground Pass,,7.7369246,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,"['539e3a7c-b638-46b8-847a-bc306f4b873c', '924e90e8-ed14-4779-8619-cc49e255e6cd']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.955,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.486972,,,,,,,,,,,1c81fb96-f428-4640-8f08-ea9615b4c762,69,,"[71.7, 72.8]",265835,0,,,,,-3.053154,,Right Foot,,,,"[51.4, 71.0]",,Ground Pass,,20.379646,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['7d7f09b1-d2c2-4717-b364-5b09da7b3e71'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.361,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.701801,,,,,,,,,,,1d075ddb-8eba-4630-97e8-c714fd54e9ed,72,,"[51.4, 71.0]",265835,0,,,,,-1.6086034,,Right Foot,,,,"[49.8, 28.7]",,Low Pass,,42.33025,,,Jérémy Mathieu,10609.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['bc28e2b8-ce4d-4b69-9ab9-abff5ac14ec7'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.243,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.3608,,,,,,,,,,,eb054ce4-e18f-4fd8-832e-d40a94dd4a7d,75,,"[68.3, 22.5]",265835,0,,,,,0.6055447,,Right Foot,,,,"[72.2, 25.2]",,High Pass,,4.7434163,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,"['ef8d82a3-431c-4a05-8cec-72135ba7acd9', 'fee8dcd4-e056-4c5f-9db0-c449db5e7204']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.296,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.907726,,,,,,,,,,,8481d62e-d8ea-4546-949f-74d64d013ae5,78,,"[28.2, 64.3]",265835,0,,,,,0.40087306,,Right Foot,,,,"[64.3, 79.6]",,High Pass,,39.208416,Out,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,Recovery,1,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,4,Barcelona,217,['f094d5b9-b670-475e-b347-e1c652c52d71'],55,,,,,,,,,,,,,,,,,Sevilla,213,00:00:55.300,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.138,,,,,,,,,,,89bb18af-3e91-439c-a023-3c9d108bf26c,81,,"[57.5, 1.0]",265835,1,,True,,,2.2896264,,,,,,"[51.2, 8.2]",,Low Pass,,9.567131,,,Sergio Busquets i Burgos,5203.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['ca4ec1b4-a511-46b8-bf60-10fa81940c11'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.324,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.371531,,,,,,,,,,,751a1b7f-1bb9-493f-a18e-1d1cba9c1020,83,,"[49.0, 32.3]",265835,1,,,,,1.5261333,,Right Foot,,,,"[49.8, 50.2]",,Ground Pass,,17.917868,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['ca4755be-c926-4e66-8010-9136b322da83'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.632,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.41039,,,,,,,,,,,709cc5ca-8b76-45e7-a40f-84381eb839a9,86,,"[55.0, 51.4]",265835,1,,,,,-1.6465133,,Right Foot,,,,"[53.9, 36.9]",,Ground Pass,,14.541664,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['45c3ce8d-ebc0-4794-a38a-36cffbeb4ad2'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.292,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.674097,,,,,,,,,,,deafea01-d96f-4254-84d2-69058cd33fda,89,,"[53.9, 40.6]",265835,1,,,,,1.1071488,,Right Foot,,,,"[63.2, 59.2]",,Ground Pass,,20.795433,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['a88c92ee-1bf6-4e41-bf88-806ce0bf91ce'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.889,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,6a11a233-51c1-4cd7-aaa6-69689f7c3adb,92,,"[63.2, 59.2]",265835,1,,,,,1.3538358,,Right Foot,,,,"[67.3, 77.8]",,Ground Pass,,19.046522,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['2a553c81-cce7-4771-93fd-4bf33720fa96'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.397,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.776905,,,,,,,,,,,db5f5ca3-73ee-4b35-85b2-95c6e9680856,96,,"[65.9, 76.1]",265835,1,,,,,-1.5493404,,Right Foot,,,,"[66.4, 52.8]",,Ground Pass,,23.305365,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['6eedee62-c9ff-454f-911a-dbcd8444cb30', 'bbe9c4c0-4b3c-47cc-aecc-245395a4b748']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.677,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,2.235644,,,,,,,,,,,c82a50af-a192-4c7a-82ab-36071e6f34b2,99,,"[65.7, 50.5]",265835,1,,,,,-1.6513906,,Right Foot,,,,"[63.6, 24.5]",,Ground Pass,,26.08467,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['8f97e372-1bb3-4049-9d0a-6b837e3018a1'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.139,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.913443,,,,,,,,,,,182b8b45-37df-4895-93a8-c9ded48f6e4e,102,,"[63.6, 24.5]",265835,1,,,,,-0.36933365,,Left Foot,,,,"[72.9, 20.9]",,Ground Pass,,9.972462,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,5,Barcelona,217,['f1f210a7-2304-4682-a03b-d6cb0b3bf126'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.760,Pass,,2014/2015
,,,,,,,,,,,,,,,,,4.914232,,,,,,,,,,,432f2da7-6eb9-41f1-8655-7c8b1539f5c4,106,,"[75.8, 30.1]",265835,1,,,,,0.7125223,,Right Foot,,,,"[107.4, 57.4]",,Ground Pass,,41.75943,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['1d46234b-307f-42f2-afdf-44083d5653f4', '234b63fd-7403-41e9-825d-34a65fa5173d', 'b0029f0a-844c-46e7-bf1d-e390bf6fec62']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.702,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.073822,,,,,,,,,,,d4d5d18b-d568-4d3c-ac73-9aea9a65bbf5,110,,"[21.2, 48.8]",265835,1,,,,,0.020199273,,Right Foot,,,,"[41.0, 49.2]",,Ground Pass,,19.80404,,,Éver Maximiliano David Banega,5504.0,,,,,,,1,Regular Play,António Alberto Bastos Pimparel,27111.0,Goalkeeper,6,Sevilla,213,['bf7ac77b-4f04-4a7b-ae7e-48c68dc9753d'],44,,,,,,,,,,,,,,,,,Sevilla,213,00:01:44.595,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.1743,,,,,,,,,,,1fadaa84-5357-487f-b619-dbb68853dfe2,114,,"[47.3, 42.3]",265835,1,,,,,-0.3366748,,Right Foot,,,,"[49.3, 41.6]",,Low Pass,,2.118962,Incomplete,,Denis Suárez Fernández,6609.0,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,6,Sevilla,213,"['6f0baa84-8cce-47ef-9ce3-e8b1315275da', 'b77d3a9e-8a9c-47b7-8a67-09c310a7d313', 'c511b6d9-9ccd-482e-aa10-a5cd5b6c0446']",48,,,,,,,,,,,,,,,,,Sevilla,213,00:01:48.977,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.184156,,,,,,,,,,,e0c0b212-e945-417a-a5d3-56529cba94e7,119,,"[59.2, 35.6]",265835,1,,,,,-1.0132552,,Right Foot,,,,"[69.8, 18.6]",,Ground Pass,,20.033972,,,Víctor Machín Pérez,6841.0,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,6,Sevilla,213,['6512b752-e949-4aa3-86e9-e6d647ba7347'],51,,,,,,,,,,,,,,,,,Sevilla,213,00:01:51.429,Pass,,2014/2015
