ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.387248,,,,,,,,,,,16903943-4acb-4e92-85c0-2529562ca5bd,1981,,"[73.5, 49.1]",265835,42,,,,,1.5297235,,Right Foot,,,,"[74.1, 63.7]",,Ground Pass,,14.612324,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,88,Barcelona,217,['18805ec3-2362-4ce2-9953-d4a50028e87d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.438,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.147647,,,,,,,,,,,f239fe21-2acd-4717-bbb8-71dd3ab3c3b3,1984,,"[74.9, 65.1]",265835,42,,,,,0.8460524,,Right Foot,,,,"[86.5, 78.2]",,Ground Pass,,17.497715,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,88,Barcelona,217,['32573764-9211-41bf-b5b5-34fa0ab7af8a'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:42:58.769,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.756818,,,,,,,,,,,7c746a44-3300-4442-8132-047d22c95169,1987,,"[86.5, 78.2]",265835,43,,,,,-0.072599456,,Left Foot,,,,"[103.0, 77.0]",,Ground Pass,,16.54358,,,Ivan Rakitić,5470.0,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,88,Barcelona,217,['3ba5c6d7-36ed-4cdf-ae94-fb69b9b5ebd2'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:43:00.703,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7808,,,,,,,,,,,313b877f-d9b6-4598-a412-93ec29d382b4,1993,,"[107.9, 80.0]",265835,43,,,,,-1.8432595,,,,,,"[106.0, 73.2]",,Low Pass,,7.0604534,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,89,Barcelona,217,['f2bc44b6-df0d-4f0b-a93a-5a01abc4d833'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:43:18.503,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7048,,,,,,,,,,,70b4ef9a-61d3-4d98-a0fc-45c9b89ce2dd,1996,,"[106.2, 73.9]",265835,43,,,,,1.6319445,,Right Foot,,,,"[105.9, 78.8]",,Low Pass,,4.909175,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,89,Barcelona,217,"['1fa9eb37-55bc-44c5-b92a-f82eca83ce7e', 'd31db817-5a0b-4c3f-9745-e87c6e5d961a']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:43:19.283,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.232133,,,,,,,,,,,652f5337-32ba-4cf0-bb31-402454941bf9,1999,,"[105.9, 78.8]",265835,43,,,,,-2.8642573,,Right Foot,,,,"[92.2, 74.9]",,Ground Pass,,14.244297,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,89,Barcelona,217,['9d431fa1-236a-498b-8b6b-2d94fb4a87f6'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:43:21.208,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.071455,,,,,,,,,,,0898be6b-fcd9-4737-9946-00620d383dd3,2003,,"[92.4, 75.3]",265835,43,,,,,-2.3317006,,Left Foot,,,,"[70.5, 52.3]",,Ground Pass,,31.758621,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,"['1bd9a1ac-f1a8-4f0c-9276-765434617e12', 'c3da58fc-e0ed-462d-b187-763cb842db93']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:43:23.450,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.74077,,,,,,,,,,,a782ac19-5608-4d98-a1cc-c1bcab42b20d,2006,,"[75.5, 40.8]",265835,43,,,,,-2.203857,,Right Foot,,,,"[65.3, 26.9]",,Ground Pass,,17.24094,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,89,Barcelona,217,['15d35d03-f44f-41d9-af3b-42028940e13b'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:43:27.137,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.4321,,,,,,,,,,,dd5893b2-a080-4861-bcbd-9be74be9479f,2009,,"[69.9, 28.1]",265835,43,,,,,1.5492942,,Left Foot,,,,"[70.5, 56.0]",,Ground Pass,,27.90645,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,89,Barcelona,217,['a45dab41-ec28-436a-8424-27658e42651b'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:43:30.345,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8846,,,,,,,,,,,feaea545-9178-469d-af98-2e1c4d38b3f2,2012,,"[70.5, 56.0]",265835,43,,,,,1.1133857,,Right Foot,,,,"[80.0, 75.3]",,Ground Pass,,21.511393,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,89,Barcelona,217,['00666268-97dc-4d97-931c-a0478643730e'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:43:32.805,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.4272,,,,,,,,,,,040ff320-6dc6-48dc-9343-68242ca26056,2015,,"[82.9, 74.2]",265835,43,,,,,0.1798535,,Right Foot,,,,"[92.8, 76.0]",,High Pass,,10.062305,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,89,Barcelona,217,['1c024808-45e0-4595-bc2b-38d91b121bb1'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:43:34.857,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.51449,,,,,,,,,,,ccf140b6-2e9b-42b6-96a2-03413e25e259,2019,,"[92.0, 76.1]",265835,43,,,,,-2.8788993,,Left Foot,,,,"[80.1, 72.9]",,Ground Pass,,12.322743,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,"['43acc989-f369-40b7-92df-0d0ac75179ca', '76cba894-5617-46bd-a59f-09bd287b0f49']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.264,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.089067,,,,,,,,,,,7081fe74-6ded-432e-b459-3cd74a700a21,2022,,"[80.1, 72.9]",265835,43,,,,,0.3277385,,Right Foot,,,,"[85.1, 74.6]",,Ground Pass,,5.2810984,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,89,Barcelona,217,['ecfb8924-3d7d-40ab-8b51-573b564b5467'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.819,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.3617,,,,,,,,,,,d86c2d45-95fe-4c6b-b7b4-b26db09cb8ea,2026,,"[80.0, 72.9]",265835,43,,,,,-2.397181,,Left Foot,,,,"[63.5, 57.7]",,Ground Pass,,22.434126,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,['1d039a23-3030-4747-b40d-b0f4f7b15d67'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:43:40.216,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.26927,,,,,,,,,,,59056590-442e-487b-ae12-5f199a26a129,2029,,"[71.4, 51.2]",265835,43,,,,,-1.7681919,,Right Foot,,,,"[64.3, 15.7]",,Ground Pass,,36.203037,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,89,Barcelona,217,['6963c7ff-0bb4-491b-9e58-9e369d4ca2d4'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:43:44.354,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.914505,,,,,,,,,,,87a0b34d-27cb-4733-a5f7-61e533084724,2032,,"[64.3, 15.7]",265835,43,,,,,-0.03724984,,Left Foot,,,,"[80.4, 15.1]",,Ground Pass,,16.111176,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,89,Barcelona,217,['1f569ff5-8858-4fbc-a260-aada62f1b572'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.334,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.104068,,,,,,,,,,,8479b3a2-482c-485c-be7d-c083251c0b76,2036,,"[73.7, 18.7]",265835,43,,,,,1.9147655,,Right Foot,,,,"[71.3, 25.4]",,Low Pass,,7.1168814,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,89,Barcelona,217,"['87210fb6-180c-4b85-922a-3516acf75edf', '98a0d712-7d74-4380-8e2b-f8fa9c45ed00', '9cb07b53-dc94-4f97-9af0-dcae69a25d8a']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:43:49.406,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.9357,,,,,,,,,,,bd35e147-b108-418e-8e9c-f818a32244be,2041,,"[50.1, 29.6]",265835,43,,,,,0.3718015,,Right Foot,,,,"[66.0, 35.8]",,Ground Pass,,17.066048,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,89,Barcelona,217,['10b4144f-2912-4245-98ea-8060ac175d31'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:43:55.352,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.1378,,,,,,,,,,,60706461-2e3e-460b-914b-04c5e3be6698,2044,,"[66.0, 35.8]",265835,43,,,,,2.9018495,,Right Foot,,,,"[43.5, 41.3]",,Low Pass,,23.16247,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,89,Barcelona,217,['5ab95507-18fd-4615-8f82-16dd9bcbf098'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:43:56.328,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.306071,,,,,,,,,,,f922a7e1-e007-43e7-8fba-bb9843aaa93f,2047,,"[49.3, 44.5]",265835,43,,,,,0.929432,,Left Foot,,,,"[54.9, 52.0]",,Ground Pass,,9.360022,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,89,Barcelona,217,['903f0362-c57a-4bcc-9a3f-95daf2526dbe'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:43:58.512,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8146,,,,,,,,,,,553b1862-3701-4f50-92ac-205c5d03b444,2050,,"[57.7, 52.6]",265835,44,,,,,0.59807783,,Right Foot,,,,"[66.8, 58.8]",,Ground Pass,,11.011357,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,89,Barcelona,217,['2da8b7aa-b81a-497c-bab3-d5cf89b148dd'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:44:01.199,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.87778,,,,,,,,,,,7c846e7c-d28f-4f3d-8125-f83685d5679d,2054,,"[66.6, 58.5]",265835,44,,,,,-3.0791738,,Left Foot,,,,"[61.8, 58.2]",,Ground Pass,,4.8093657,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,"['7872c0a5-2ca8-4850-a7b1-373594456e1a', 'a165e39d-ea90-4bbb-b4c6-725d5f440dda']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:44:02.054,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,0.9877,,,,,,,,,,,3e162662-bd7c-4327-bf90-6a93b2cb376e,2057,,"[61.4, 58.3]",265835,44,,,,,0.95702624,,Right Foot,,,,"[64.5, 62.7]",,Ground Pass,,5.3823786,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,89,Barcelona,217,['64736898-abb3-4db7-9bce-ac65a01165cd'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:44:03.313,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.540108,,,,,,,,,,,3e412f07-5756-46f2-b015-6839bf0c57f6,2062,,"[66.4, 38.3]",265835,44,,,,,-0.333762,,Left Foot,,,,"[106.2, 24.5]",,High Pass,,42.124577,,,Jordi Alba Ramos,5211.0,,,,Through Ball,True,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,89,Barcelona,217,['09294daf-0cda-4e2f-8bfe-490e08b2f5b2'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:44:13.647,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.8854,,,,,,,,,,,5929e83b-7655-4b9c-9bc7-89e2869367c7,2066,,"[115.7, 26.5]",265835,44,,,,,1.3236198,,Left Foot,True,,,"[118.4, 37.2]",,Ground Pass,,11.035398,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,89,Barcelona,217,"['8dadfae1-d88a-4850-bde9-f9ce3918eaaa', '8f6c8847-6b5a-4ab1-8a3a-4813386c04fb', 'b765a432-2635-4123-bd0e-26b52f70728f']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:44:17.457,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.51252,,,,,,,,,,,fed6d7fc-9cf9-4838-993a-06fd993e0dc7,2069,,"[120.0, 1.0]",265835,44,,True,,,2.4578834,,Right Foot,,,,"[111.9, 7.6]",,Ground Pass,,10.448445,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,90,Barcelona,217,['03807359-bf19-45fc-8f2c-a8c49013e325'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:44:32.817,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.697494,,,,,,,,,,,17e3bb78-1e70-4c15-8063-6c6f04a13c49,2072,,"[112.5, 8.5]",265835,44,,,,,2.8222063,,Left Foot,,,,"[99.8, 12.7]",,Ground Pass,,13.3764715,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,90,Barcelona,217,"['81d2c087-0de5-477f-903d-8176b5f7c258', 'd88fd249-ea5d-46d2-acd3-0447dd5414df']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:44:34.871,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,1.4509,,,,,,,,,,,6c89b59c-363f-4375-b59a-168b79ec2eb0,2076,,"[98.4, 12.7]",265835,44,,,,,1.9240003,,Right Foot,,,,"[90.4, 34.4]",,Ground Pass,,23.12769,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,90,Barcelona,217,['6b0283c9-4443-4965-934e-965e1d5c1876'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:44:37.009,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.828778,,,,,,,,,,,dad1a990-bd4a-432f-9b37-97d0bf2715c6,2079,,"[90.4, 34.4]",265835,44,,,,,-0.17189772,9f7fcee0-d0f5-4d35-9d03-d10c75664b9f,Right Foot,,,,"[104.8, 31.9]",,Ground Pass,,14.615403,,,Neymar da Silva Santos Junior,4320.0,True,,,Through Ball,True,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,90,Barcelona,217,['baa7147c-8709-401c-ab3d-b389d9da3d45'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:44:39.507,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.3192,,,,,,,,,,,f9763ca1-08d7-42a0-b21e-dcf9be833539,2085,,"[120.0, 1.0]",265835,45,,,,,1.6418738,,Right Foot,,,,"[117.8, 31.9]",,High Pass,True,30.978218,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,91,Barcelona,217,['30fbb101-5d8e-4d51-9005-36fd74f8a654'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:45:03.201,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.309273,,,,,,,,,,,0b89e7b0-8e27-43f5-9c63-4637425495a3,2096,,"[61.0, 41.0]",265835,45,,,,,2.283154,,Right Foot,,,,"[59.1, 43.2]",,Ground Pass,,2.9068885,,,Denis Suárez Fernández,6609.0,,,,,,Kick Off,2,From Kick Off,Carlos Arturo Bacca Ahumada,5688.0,Center Forward,92,Sevilla,213,['382c856c-704a-44c8-9d75-52a31f5119e2'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.175,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.327051,,,,,,,,,,,722c5872-3e81-4ff1-819c-2f5bf6356a3e,2099,,"[58.5, 42.6]",265835,45,,,,,2.5607023,,Right Foot,,,,"[42.2, 53.3]",,Ground Pass,,19.498205,,,Éver Maximiliano David Banega,5504.0,,,,,,,2,From Kick Off,Denis Suárez Fernández,6609.0,Center Attacking Midfield,92,Sevilla,213,['2c2ffb0b-552e-4576-96d8-92e96ceb544a'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.884,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.781922,,,,,,,,,,,889cc58b-9bf0-48a4-832b-8635c8eb3cee,2102,,"[42.6, 51.9]",265835,45,,,,,-2.0185492,,Right Foot,,,,"[29.2, 24.0]",,Ground Pass,,30.95109,,,Daniel Filipe Martins Carriço,6825.0,,,,,,,2,From Kick Off,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,92,Sevilla,213,['3880c85d-712d-4a06-99b1-b0892db709b3'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:00:03.829,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.8191,,,,,,,,,,,4393d6f2-a574-4b21-9169-597885d76daa,2105,,"[29.2, 24.0]",265835,45,,,,,1.5910467,,Right Foot,,,,"[28.4, 63.5]",,Ground Pass,,39.5081,,,Nicolás Martín Pareja,7909.0,,,,,,,2,From Kick Off,Daniel Filipe Martins Carriço,6825.0,Left Center Back,92,Sevilla,213,['e4a32f3c-c677-4912-b0c4-130c7c033ae6'],7,,,,,,,,,,,,,,,,,Sevilla,213,00:00:07.044,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.145499,,,,,,,,,,,44c8a655-1cf3-401c-a9c3-c7b9b2cecebe,2108,,"[28.4, 63.5]",265835,45,,,,,-0.5062575,,Right Foot,,,,"[38.5, 57.9]",,Ground Pass,,11.548593,,,Éver Maximiliano David Banega,5504.0,,,,,,,2,From Kick Off,Nicolás Martín Pareja,7909.0,Right Center Back,92,Sevilla,213,['8606601f-71d1-488a-aff9-7fe13cca53f8'],10,,,,,,,,,,,,,,,,,Sevilla,213,00:00:10.569,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.428309,,,,,,,,,,,3d8da458-29e9-4fa6-922f-89edd4216593,2111,,"[37.0, 62.0]",265835,45,,,,,2.1112158,,Right Foot,,,,"[29.8, 74.0]",,Ground Pass,,13.994285,,,Nicolás Martín Pareja,7909.0,,,,,,,2,From Kick Off,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,92,Sevilla,213,['f6e85876-607c-44fe-96d7-53c72073027c'],12,,,,,,,,,,,,,,,,,Sevilla,213,00:00:12.208,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.992879,,,,,,,,,,,66ef14b6-3e49-46db-b08c-c38e60885f88,2115,,"[29.0, 74.2]",265835,45,,,,,-0.19829403,,Right Foot,,,,"[50.4, 69.9]",,Ground Pass,,21.827734,,,Aleix Vidal Parreu,6400.0,,,,,,,2,From Kick Off,Nicolás Martín Pareja,7909.0,Right Center Back,92,Sevilla,213,"['10932d74-2a20-4497-b8fe-8f47ac4dfb97', '676ae458-cce1-46ab-a1e1-3948cf2aefea']",14,,,,,,,,,,,,,,,,,Sevilla,213,00:00:14.249,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,3.686051,,,,,,,,,,,55266045-ec59-4480-9854-fe4ff068dd9b,2118,,"[42.0, 73.1]",265835,45,,,,,3.0961695,,Left Foot,,,,"[11.2, 74.5]",,Ground Pass,,30.831802,,,Nicolás Martín Pareja,7909.0,,,,,,,2,From Kick Off,Aleix Vidal Parreu,6400.0,Right Wing,92,Sevilla,213,['3a2d2340-232a-4d9f-aa52-010d9c50c507'],16,,,,,,,,,,,,,,,,,Sevilla,213,00:00:16.702,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.269567,,,,,,,,,,,50b766fd-b803-43e0-9897-e30b4472252b,2122,,"[15.2, 76.0]",265835,45,,,,,-0.7660769,,Right Foot,,,,"[57.4, 35.4]",,High Pass,,58.559372,,,Víctor Machín Pérez,6841.0,,,True,,,,2,From Kick Off,Nicolás Martín Pareja,7909.0,Right Center Back,92,Sevilla,213,['53dcabe4-7057-4e4b-a966-d2902f5ff594'],24,,,,,,,,,,,,,,,,,Sevilla,213,00:00:24.840,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.842401,,,,,,,,,,,2fe03870-43db-41d8-b8af-02d3f4eb964c,2131,,"[92.3, 54.7]",265835,45,,,,,-0.14189705,,Left Foot,,,,"[104.2, 53.0]",,Ground Pass,,12.020815,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,93,Barcelona,217,"['cbef9771-f8bb-4cce-8cad-6c322a164b8f', 'f222841f-5ee1-48cc-aec0-c045890d1e88']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.177,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.2524,,,,,,,,,,,e61641de-985e-42b5-812d-58e8578f49d0,2134,,"[96.4, 80.0]",265835,45,,,,,-2.196721,,,,,,"[90.4, 71.7]",,Low Pass,,10.241582,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,94,Barcelona,217,['b1f74053-cff7-475c-aa89-073d2c8c0445'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.228,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.7232,,,,,,,,,,,26bb5c4f-11f4-4647-991f-4b86c0bb302a,2136,,"[90.4, 71.7]",265835,45,,,,,0.734936,,Head,,,,"[95.6, 76.4]",,High Pass,,7.0092797,,,Daniel Alves da Silva,4324.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,94,Barcelona,217,['bd0ee7b3-e843-4d91-beb9-e8bb32f0ace0'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.480,Pass,,2014/2015
,,,,,,,,,,,,,,,,,1.454134,,,,,,,,,,,4e1b3181-2f64-4610-91bf-03316c5add26,2141,,"[35.4, 1.0]",265835,45,,,,,0.7788623,,,,,,"[50.8, 16.2]",,High Pass,,21.63793,,,Aleix Vidal Parreu,6400.0,,,,,,Throw-in,2,From Throw In,Diogo José Rosário Gomes Figueiras,10881.0,Left Back,95,Sevilla,213,['72fbf485-9bf5-4766-9a67-051047e79777'],57,,,,,,,,,,,,,,,,,Sevilla,213,00:00:57.120,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.955749,,,,,,,,,,,c42e64f8-31e7-4680-9552-bf6c033b1b55,2150,,"[45.7, 7.5]",265835,46,,,,,1.9686707,,Right Foot,,,,"[42.8, 14.4]",,Ground Pass,,7.484651,,,Grzegorz Krychowiak,3637.0,,,,,,,2,From Throw In,Víctor Machín Pérez,6841.0,Left Wing,95,Sevilla,213,['6b1c77a7-3178-43c8-84a9-6292b34fd33f'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:01:01.383,Pass,,2014/2015
,,,,,,,,,,,,,,,,,2.594099,,,,,,,,,,,c2c0122f-2675-472f-855b-1fc5091da3a9,2153,,"[41.7, 19.4]",265835,46,,,,,1.5344099,,Right Foot,,,,"[43.4, 66.1]",,Low Pass,,46.73093,,,Jorge Andújar Moreno,6672.0,,,True,,,,2,From Throw In,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,95,Sevilla,213,['5f8d7781-edc3-4ea5-8c49-c211c3852e7f'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:01:02.659,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.51483,,,,,,,,,,,fc75dcd7-a34b-424f-a0f6-dad6ae0a1deb,2156,,"[86.7, 66.0]",265835,46,,,,,0.93894196,,Right Foot,,,,"[93.8, 75.7]",,Ground Pass,,12.020815,,,Carlos Arturo Bacca Ahumada,5688.0,,,,,,,2,From Throw In,Jorge Andújar Moreno,6672.0,Right Back,95,Sevilla,213,['6a5a757e-7549-416d-a985-071b76ef5606'],11,,,,,,,,,,,,,,,,,Sevilla,213,00:01:11.954,Pass,,2014/2015
,,,,,,,,,,,,,,,,,0.9087,,,,,,,,,,,dd9c41d4-332c-4241-9bd8-7c308233ce93,2159,,"[93.6, 64.9]",265835,46,,,,,-1.076855,,Right Foot,,,,"[100.6, 51.9]",,Ground Pass,,14.764823,Incomplete,,Víctor Machín Pérez,6841.0,,,,,,,2,From Throw In,Carlos Arturo Bacca Ahumada,5688.0,Center Forward,95,Sevilla,213,"['2ab7ec79-7a55-40c4-96d8-3158a88eec62', '78b4e9c9-c59e-48eb-8ff3-77e377cb6afd']",14,,,,,,,,,,,,,,,,,Sevilla,213,00:01:14.919,Pass,,2014/2015
