bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,58b3edd0-c1dd-442e-93f8-b3f48881b2a7,3351,,"[71.6, 47.4]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,['790cb5e4-ea33-4d42-a003-863a9cf4be6e'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:39:04.048,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,03e17437-d6ab-4f94-acfe-7603004f13de,3354,,"[78.3, 34.6]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['b50fa76e-a1f2-49da-8081-4c456da03d92'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:39:08.393,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,7d68e20e-ae78-47ad-a271-eacc6a7e0d26,3357,,"[78.9, 40.1]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,['44d147b5-ed04-4e6e-b618-7b19853269b4'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.143,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,a3265389-34e9-4b8c-82ee-1955c68d936f,3360,,"[55.6, 48.3]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,135,Barcelona,217,['69d55ac2-c946-4022-9de7-59d765ca44f2'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:39:16.800,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,a1f1de1c-c39d-4e30-b661-c01982170022,3363,,"[60.2, 56.5]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,135,Barcelona,217,['b7477693-99de-4469-bf12-b26f1066be7f'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:39:18.458,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,7dd69313-0a77-4a31-b30b-1a6dbd512bb3,3366,,"[70.9, 47.0]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,['53053284-46cf-4dda-bfb3-f2d345e3b215'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:39:22.381,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,9800ffa0-0ff2-42f8-9e05-c39222c37eb2,3369,,"[103.9, 22.2]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,135,Barcelona,217,['17564f75-7003-4715-9a4e-4f876a8d5b1f'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:39:26.222,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,20b716e2-7c03-4af8-a361-f13f070db32f,3372,,"[98.5, 24.7]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,135,Barcelona,217,['65b97a32-59cc-4721-bce5-f287dcd2aa66'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:39:27.289,Ball Receipt*,,2015/2016
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,d74eba85-9532-4cb6-a4d9-e90f8958fe07,3376,,"[87.5, 56.9]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,135,Barcelona,217,['423187b4-87f3-44fc-b4d0-0d134ce79a2a'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:39:34.017,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,0c2e6adf-2118-41e8-b097-ef05e064190a,3387,,"[91.7, 10.0]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,135,Barcelona,217,['a1e3a9a1-3f76-4d45-b5d2-9efde9697bd4'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:39:40.833,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,fb03bbb9-b37b-464b-b75c-49dfe1454e5e,3390,,"[86.5, 12.1]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['8d5a7093-a0ce-42fb-9578-8fc8b5f3c7b6'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:39:43.313,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,0b02eb48-f3db-47a3-8f3e-078e82c9475e,3393,,"[85.0, 32.5]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,135,Barcelona,217,['6eb63079-77bd-4695-8800-14a4b23ca64c'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:39:45.358,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,1e4230d1-b6b7-44d6-b08c-117094753aa0,3396,,"[86.7, 57.7]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,135,Barcelona,217,['8f79bc81-d35a-4040-a4dc-68dde24b98ef'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:39:47.433,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,1f61884c-993f-46be-af94-55187af33f5b,3399,,"[99.3, 74.3]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,135,Barcelona,217,['2dd17253-a221-49f8-8899-9bff54ff227b'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:39:49.798,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,895f0698-f748-46c5-8946-634dedf58de5,3404,,"[81.9, 29.6]",266986,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,135,Barcelona,217,['2837c908-0d10-4be8-9927-c33b9bba3217'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:39:58.808,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,435f5410-e6eb-4f6b-9572-b03628a2c9f6,3407,,"[97.4, 14.9]",266986,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,135,Barcelona,217,['facf7519-86d2-40df-b810-8d56598378d6'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:40:05.247,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,0ec564dd-2bcc-4daf-9adb-7925c520d79d,3411,,"[100.3, 38.0]",266986,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,135,Barcelona,217,"['3f3110fe-4156-44c4-bf4f-87899fb99d5b', '49257e59-e9d3-4990-aacd-9a7b7acdd123']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:40:06.721,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,0e943e74-007b-47b9-a4ab-649c45b338c5,3426,,"[83.7, 69.3]",266986,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,135,Barcelona,217,['9398d90f-1527-4f75-a243-4a63dc28f858'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:40:18.580,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,484bb6de-488f-4e65-858f-2a6a717992b9,3434,,"[74.5, 62.8]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,136,Barcelona,217,['d64b8ef7-a992-4d4d-9af6-1e057946d5c7'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:41:07.309,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,62cdcc9f-c6b5-4dc1-bd0f-3deaf1d39235,3437,,"[86.3, 62.1]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,136,Barcelona,217,['a62a204d-f09d-40d6-9a77-bcc0970cd3cd'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:41:08.738,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,28d70ded-5c84-45a0-97ff-4ccc34f7d920,3440,,"[74.5, 69.5]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,136,Barcelona,217,['c1044a8e-729d-4719-82e2-ae19e2d8316f'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:41:09.998,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,e770e90e-f239-48f9-af26-83e4b252fe9a,3443,,"[54.3, 33.3]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,136,Barcelona,217,['1d63e24b-8702-4086-b91a-504f7ce2e18b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:41:14.528,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,8c52b3f5-5851-4c00-a4b8-21f8e1536c6b,3446,,"[64.2, 30.0]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,136,Barcelona,217,['4f5939c9-68a8-43b3-a1c5-b3878c0970d4'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:41:18.315,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b6560c16-6547-475b-abaf-496984f49c5e,3449,,"[53.5, 51.0]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,136,Barcelona,217,['47f8af73-15e6-42da-97e2-2a7e7ba6f54c'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:41:21.719,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,4c380d77-1b72-4d03-b517-843906a04dbd,3452,,"[54.7, 67.8]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,136,Barcelona,217,['0c5c3e94-b3d6-4c8a-9756-578a5c5f71fb'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:41:23.355,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,8245228c-1b92-43f4-bcf5-62f674363b2a,3455,,"[41.5, 21.4]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,136,Barcelona,217,['28bdf3bc-c980-4167-ad05-a92ac8409a3c'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:41:28.574,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,a5b52280-dd7a-4a60-8eda-0c9948a0bab0,3458,,"[55.0, 3.3]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['a31319fd-5476-403a-90fb-e2dde9b454b7'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:41:32.210,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,ff452e84-f85e-4f82-8ee7-4aaea8cc1259,3461,,"[47.0, 8.6]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,136,Barcelona,217,"['4784dc92-a147-4c43-a84e-288e5b13df82', '884e4d84-cc90-45c6-ba66-f1e83c4a2639']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:41:33.843,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,35a0489c-b2fd-4afd-b96a-0de03a0a80b9,3464,,"[49.9, 2.5]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['0769cc22-0873-423f-854b-ae6e2ed3055f'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:41:35.189,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b6c2cba8-a845-4797-a45f-6ce076a1744b,3468,,"[65.9, 2.9]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,136,Barcelona,217,"['1c6a46eb-4b99-4e48-adf7-823c26cb32a0', '979ea0cc-d2bf-479b-adb5-c4502e7195f9']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:41:37.237,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,85daa700-983f-45ef-b8ec-ca53e56597bd,3471,,"[50.1, 5.0]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['4fac555f-28bf-4e2e-a341-218bfa71f96e'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:41:39.691,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,4ede75f0-29c3-4bbb-be17-1a5fa2004668,3474,,"[12.5, 27.5]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,136,Barcelona,217,['2e633a93-005e-435b-9a81-872f031a8ab7'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:41:43.361,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,687c8e57-f8b8-47dc-8c10-c0fa455ac743,3476,,"[22.4, 20.5]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,136,Barcelona,217,['84ef7e23-de37-4714-915f-ff1fbfe1e21b'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:41:44.557,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,e0c620f0-69b4-40e8-ac0d-c1ad02f5da88,3479,,"[27.6, 50.6]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,136,Barcelona,217,['434fa32e-f997-4af9-983f-025b81583395'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:41:47.554,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b71ab013-0977-4af9-b0e1-6148f04c8ed4,3482,,"[35.2, 19.3]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,136,Barcelona,217,['555f6dc8-0578-488d-8c93-c98fe6af3c9b'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:41:54.930,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,1306cb77-dcd5-40ae-8e1e-b4204e07443a,3485,,"[49.7, 35.9]",266986,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,136,Barcelona,217,['7cfa08ff-3946-4342-9aed-f47b51d0ee57'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:41:57.086,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,bda32af1-0cee-4574-b0dc-d0ad58461d2b,3488,,"[59.4, 23.9]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,136,Barcelona,217,['b8279363-3741-40f7-85f7-3072c3880f15'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:42:02.035,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,fe30cd9d-02a4-4140-aa89-4c44274adcaa,3491,,"[79.3, 5.4]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,136,Barcelona,217,['11accafa-9e1a-4ff1-939a-fa9d2427a7ce'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:42:05.450,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,a8e1ff0f-e13e-437c-9b41-02a861915182,3494,,"[72.0, 10.7]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,136,Barcelona,217,['1f80532e-2991-4f0b-bd10-7b550b7a292f'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:42:08.276,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,e7e0f47c-362a-425f-8919-fe1f6e5121dd,3497,,"[62.7, 54.6]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,136,Barcelona,217,['c9818446-eb71-44c8-9c3b-39ff8d0b948e'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:42:12.548,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,bd47384a-ff11-49a8-9a66-51e8b7cd151a,3500,,"[75.1, 76.9]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,136,Barcelona,217,['222ec838-d1c6-4607-8e05-5565eca85f5d'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.235,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,2f002272-97a0-4093-af4e-9d63b88444f6,3503,,"[72.6, 68.7]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,136,Barcelona,217,['71f8a9a5-4d4a-4677-8115-3029fa771e66'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:42:17.112,Ball Receipt*,,2015/2016
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,215e5fe2-c912-4328-a997-5b965a51e848,3505,,"[85.4, 72.0]",266986,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arda Turan,11094.0,Right Center Midfield,136,Barcelona,217,['d7f693c8-0f4e-4e56-8a82-0724c034b981'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:42:18.232,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,49abe116-00ed-4a3a-8750-5ca12473f3a6,3510,,"[93.8, 75.4]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,137,Barcelona,217,['e80690af-71f2-42d8-a717-a7dfbf112c4a'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:43:13.714,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,d65a4546-9bab-42d2-95bf-30bf10a34266,3518,,"[57.7, 23.7]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,137,Barcelona,217,['ff2461f4-0872-485a-824b-dc72d372fe34'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:43:22.403,Ball Receipt*,,2015/2016
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,29dde305-2935-4f92-ac1d-1bd68015ff79,3521,,"[78.7, 13.6]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,137,Barcelona,217,['406a8e08-3160-4eee-9238-4bb1bfd5c40c'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:43:24.547,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,4741a1b9-5155-4ed8-9568-45955d4c421c,3530,,"[92.6, 38.6]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,137,Barcelona,217,['8550795e-2cc8-4627-95a3-8fc6f88f6ecc'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:43:31.136,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,ba86c982-9c39-4c4d-ba9c-5d01cad522a6,3535,,"[87.5, 58.4]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arda Turan,11094.0,Left Center Midfield,137,Barcelona,217,['a45e7277-74c2-483d-bcb2-da0690f02aef'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:43:36.524,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,ad563332-5376-4f3e-aa4a-75f5a34b5b0d,3539,,"[86.3, 51.2]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,137,Barcelona,217,['ac9958da-8d88-4e5d-a10b-310c2260afa1'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.964,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,0029157a-342d-4f05-846a-1c58c44bc06e,3542,,"[95.7, 71.0]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,137,Barcelona,217,['0ae66684-fa37-4c6d-8dd4-371eaa0676a9'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:43:42.436,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,b39a0ed7-01ef-41d7-99d1-62d2636e1d72,3545,,"[80.4, 63.4]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,['81e2c455-3dcb-4a4d-8520-c8a292625d52'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:43:45.603,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,6efda38f-0deb-4e66-8d6f-6a82b2c7e8c8,3547,,"[67.1, 57.5]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,137,Barcelona,217,['0245946a-5ee9-4020-b570-2201415964c0'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.293,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,db226cb2-4627-409c-9410-fd2b41202fc1,3550,,"[70.1, 30.8]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,137,Barcelona,217,['c1a9cf20-2647-48e3-9efa-97338dffaac7'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.344,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,f04cd010-f03f-43ec-9352-3516444e6eb0,3553,,"[77.2, 21.8]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,137,Barcelona,217,['37d584aa-f6f9-4324-ba30-482394c0702b'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:43:52.364,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,83f86ecd-21d0-451f-aad3-6c467466f17f,3557,,"[100.6, 77.1]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,137,Barcelona,217,['8abb0ba4-d252-4699-ad15-19174ef913c8'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:43:57.128,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,40b8589e-c50a-47ec-b4ad-0aa1fbd79e09,3560,,"[97.2, 71.2]",266986,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arda Turan,11094.0,Left Center Midfield,137,Barcelona,217,['964f6178-198a-4fbd-8854-b94c9ce4bbd9'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:43:58.117,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,c40cb8db-acd8-485e-a1dd-c8d5c52929a1,3563,,"[84.6, 66.6]",266986,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,137,Barcelona,217,['8ae73a5e-8ab1-4910-bd1b-6289533b715b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:44:00.159,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,55ee2ec8-6a85-4758-8061-bed224bbc77a,3566,,"[91.3, 52.7]",266986,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,137,Barcelona,217,['ab7bbf13-9aed-4a7a-8e0a-1805edca493b'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:44:01.075,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,f02f9a28-6771-4671-b639-e3273d0a73be,3574,,"[38.0, 31.6]",266986,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ricky van Wolfswinkel,27348.0,Left Center Forward,138,Real Betis,218,"['144197e0-5447-41e2-9e79-c950609e6a36', 'b3178821-f7df-44c1-bb9c-754f8e069004']",6,,,,,,,,,,,,,,,,,Real Betis,218,00:44:06.549,Ball Receipt*,True,2015/2016
