50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ad89f943-7c17-4c68-986c-e8d6d8365216,1,,,,69322,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26786, 'name': 'Mario Fernández Cuesta'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26615, 'name': 'Francisco Jesús Pérez Malia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 26238, 'name': 'Domingo Cisma González'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 26073, 'name': 'Gonzalo Colsa Albendea'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26787, 'name': 'Marcos Gullón Ferrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 26665, 'name': 'Manuel Jesús Arana Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 19577, 'name': 'Pedro Manuel Munitis Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 7125, 'name': 'Khouma El Hadji Babacar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,040b690b-5d08-4330-9761-8aa47324da8d,2,,,,69322,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,,0,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26776, 'name': 'Juan Isaac Cuenca López'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 23}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,df97270e-7b5e-4f29-ad41-dc37a0d1933e,3,,,,69322,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,['1d7d90d2-23f4-4fa8-bcd9-5804f4f55868'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1d7d90d2-23f4-4fa8-bcd9-5804f4f55868,4,,,,69322,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Racing Santander,1217,['df97270e-7b5e-4f29-ad41-dc37a0d1933e'],0,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cbc299f8-41b7-4ee7-bd79-a9f185fd4122,2036,,,,69322,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Barcelona,217,['e4d5de37-332d-425a-afd9-03eec916bb90'],0,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e4d5de37-332d-425a-afd9-03eec916bb90,2037,,,,69322,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Barcelona,217,['cbc299f8-41b7-4ee7-bd79-a9f185fd4122'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.4015,,,,,,,,,,,,,,,388f1e38-ea0b-4e37-977d-de20dc2f2d92,5,,,"[60.0, 40.0]",69322,0,True,,,1.3439975,,Right Foot,,,"[60.6, 42.6]",,Ground Pass,,2.6683328,,,,Khouma El Hadji Babacar,7125.0,,,,,,Kick Off,1,From Kick Off,Papa Kouly Diop,6867.0,Center Attacking Midfield,2,Racing Santander,1217,['cb81cc09-6c6f-49cf-b215-a7c50024962b'],0,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.857,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.2021,,,,,,,,,,,,,,,c4117233-c095-4e49-985f-b3fbf7ea560d,7,,,"[61.2, 42.0]",69322,0,True,,,-2.6987753,,Left Foot,,,"[41.8, 32.8]",,Ground Pass,,21.470911,,,,Marcos Gullón Ferrera,26787.0,,,,,,,1,From Kick Off,Khouma El Hadji Babacar,7125.0,Center Forward,2,Racing Santander,1217,['005d6fd4-5635-4294-b17b-649723a1b518'],1,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:01.322,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.4482,,,,,,,,,,,,,,,d19df687-622f-4d89-8e2d-a300b563505d,9,,,"[35.5, 33.6]",69322,0,,,,1.944617,,Right Foot,,,"[28.4, 51.7]",,Low Pass,,19.442736,,,,Álvaro González Soberón,6762.0,,,,,,,1,From Kick Off,Marcos Gullón Ferrera,26787.0,Left Defensive Midfield,2,Racing Santander,1217,['f683d3be-71df-4962-9e4c-5c1851179660'],4,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:04.914,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.6447,,,,,,,,,,,,,,,28c6eb72-6b29-4c21-beec-2ffa59339809,13,,,"[27.7, 55.3]",69322,0,,,,0.16697016,,Right Foot,,,"[63.3, 61.3]",,Low Pass,,36.102077,,Incomplete,,Manuel Jesús Arana Rodríguez,26665.0,,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Racing Santander,1217,"['2cfffc45-adad-4c5f-8cfa-5ee8d5ea2ee2', 'c3394fb7-5db6-433c-80e9-50da5e65c050', 'd675f21f-52fc-4978-a9f3-7884dc4a1073']",7,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:07.900,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.9403,,,,,,,,,,,,,,,d675f21f-52fc-4978-a9f3-7884dc4a1073,15,,,"[57.7, 19.7]",69322,0,,,,0.23974311,,Right Foot,,,"[71.2, 23.0]",,High Pass,,13.897482,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Racing Santander,1217,"['28c6eb72-6b29-4c21-beec-2ffa59339809', '322431b5-322d-4ca5-aef7-c67d6d8a948c', 'e845a8dd-1e38-4846-b102-05c7746e3639']",9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.545,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.494371,,,,,,,,,,,,,,,322431b5-322d-4ca5-aef7-c67d6d8a948c,17,,,"[49.8, 58.0]",69322,0,,,,1.7642237,,Head,,,"[47.9, 67.7]",,High Pass,,9.884331,,,,Francisco Jesús Pérez Malia,26615.0,,,,,,Recovery,1,From Kick Off,Gonzalo Colsa Albendea,26073.0,Right Defensive Midfield,2,Racing Santander,1217,"['c05c20d0-9785-4d71-9780-839eb2f3cc00', 'd675f21f-52fc-4978-a9f3-7884dc4a1073']",11,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:11.485,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.2264,,,,,,,,,,,,,,,cad6e35a-d847-4149-937c-d1c7259668bb,21,,,"[42.7, 75.6]",69322,0,,,,-0.24497867,,Right Foot,,,"[45.1, 75.0]",,Low Pass,,2.4738634,,Incomplete,,Manuel Jesús Arana Rodríguez,26665.0,,,,,,,1,From Kick Off,Francisco Jesús Pérez Malia,26615.0,Right Back,2,Racing Santander,1217,"['649b13b8-7d5f-4931-8007-7639d0c7a6ce', '67b7322c-7635-416d-aebe-01a37477ba21', 'be4b6b81-e3ef-4565-8933-4d1d07bc05b6']",13,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:13.982,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.2211,,,,,,,,,,,,,,,56e3cca4-f580-454f-adf9-bb1665043f35,24,,,"[46.9, 80.0]",69322,0,,,,-0.43833655,,,,,"[56.5, 75.5]",,High Pass,,10.602358,,,,Manuel Jesús Arana Rodríguez,26665.0,,,,,,Throw-in,1,From Throw In,Francisco Jesús Pérez Malia,26615.0,Right Back,3,Racing Santander,1217,['98b2e4df-4b4c-4835-b07d-68f9273e4cc4'],22,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:22.984,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.9275,,,,,,,,,,,,,,,68db031c-84ac-499e-9063-32d83e89a3ea,26,,,"[56.5, 75.5]",69322,0,,,,-0.68231654,,Head,,,"[62.9, 70.3]",,High Pass,,8.246211,,Incomplete,,Papa Kouly Diop,6867.0,,,,,,,1,From Throw In,Manuel Jesús Arana Rodríguez,26665.0,Right Wing,3,Racing Santander,1217,"['6ac44dfa-64c5-4aef-9961-983bd8477459', '90cb172e-12d7-4873-8266-d53375a926d7']",24,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:24.245,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0077,,,,,,,,,,,,,,,90cb172e-12d7-4873-8266-d53375a926d7,28,,,"[58.1, 10.7]",69322,0,,,,0.28029966,,Right Foot,,,"[64.7, 12.6]",,High Pass,,6.868042,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Racing Santander,1217,"['07740c67-252c-471f-9821-c6c341db0d6d', '68db031c-84ac-499e-9063-32d83e89a3ea', 'c157ae86-93e5-4769-bd6e-9f882ea22212']",26,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.173,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.547608,,,,,,,,,,,,,,,07740c67-252c-471f-9821-c6c341db0d6d,30,,,"[56.3, 68.4]",69322,0,,,,0.49934673,,Right Foot,,,"[77.2, 79.8]",,High Pass,,23.806932,,Out,,,,,,,,,Recovery,1,From Throw In,Gonzalo Colsa Albendea,26073.0,Right Defensive Midfield,3,Racing Santander,1217,['90cb172e-12d7-4873-8266-d53375a926d7'],27,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:27.181,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.385224,,,,,,,,,,,,,,,3fc29a3d-c6d3-4c2d-92f7-f1d045d658d3,31,,,"[44.8, 1.0]",69322,0,,,,2.3036115,,,,,"[35.8, 11.0]",,Low Pass,,13.453624,,,,Sergio Busquets i Burgos,5203.0,,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['2a2d730c-3cc6-4eb2-aebb-271f92f03553'],34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.923,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.552543,,,,,,,,,,,,,,,fb34b028-0f7d-4611-8d21-0de7e65f9e63,34,,,"[35.8, 18.7]",69322,0,,,,0.8778491,,Right Foot,,,"[49.5, 35.2]",,Ground Pass,,21.44621,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['43aa8768-4353-4c07-bce1-68a2f62a652b'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.881,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.956,,,,,,,,,,,,,,,7d3c43e1-1321-47b3-8c55-1b477233ae08,37,,,"[50.3, 31.4]",69322,0,,,,-0.30161905,,Right Foot,,,"[59.3, 28.6]",,Ground Pass,,9.425497,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['c4b3f4a5-1d15-4524-a198-276351c738a7'],42,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.409,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.2114,,,,,,,,,,,,,,,85b4795c-c60f-4ef0-af79-db14cf7e88e8,40,,,"[59.3, 26.2]",69322,0,,,,2.8890383,,Right Foot,,,"[56.2, 27.0]",,Ground Pass,,3.2015622,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['dbbeac41-bf80-4ffd-a14c-1aa8f097495b'],46,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.753,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.329682,,,,,,,,,,,,,,,d50d14f4-6b53-4404-802f-5c701c31e014,43,,,"[56.7, 30.5]",69322,0,,,,1.5935197,,Right Foot,,,"[56.1, 56.9]",,Ground Pass,,26.406816,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['49ad27f3-2e65-4e92-8b7c-0eca8ee5f845'],49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.604,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.9648,,,,,,,,,,,,,,,7a1c1a27-8a55-4890-957b-8ba759f39baa,47,,,"[57.1, 55.6]",69322,0,,,,-0.36717382,,Right Foot,,,"[63.6, 53.1]",,Ground Pass,,6.9641943,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Center Back,4,Barcelona,217,"['b9e94c1c-f1f5-4c11-a94a-bc6062480c8c', 'd7d31b81-8c45-4247-ac9d-b1e277a79e82']",51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.014,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.28158,,,,,,,,,,,,,,,db33be69-56ec-410f-a3aa-32691469f5e7,49,,,"[62.7, 53.4]",69322,0,,,,0.61916137,,Right Foot,,,"[71.4, 59.6]",,Ground Pass,,10.683165,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['395e1fee-6431-4690-ba4a-897fb46c0212'],51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.979,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.1639,,,,,,,,,,,,,,,aa637f45-740b-4671-b77a-342161f7e0ab,53,,,"[65.5, 56.9]",69322,0,,,,-1.8097328,,Left Foot,,,"[61.7, 41.3]",,Ground Pass,,16.056152,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,4,Barcelona,217,"['3d1a94f1-1a11-4157-ac68-919b41f4b6c2', 'f71586ad-3e63-4396-979d-66ec96227a9a']",54,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.584,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.045608,,,,,,,,,,,,,,,21993835-7af4-497a-9430-633a549138b1,56,,,"[63.2, 42.7]",69322,0,,,,1.5707964,,Left Foot,,,"[63.2, 47.8]",,Ground Pass,,5.1,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['d4cdd8eb-4f4e-454d-b098-ad0cd4812cf5'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.255,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.5999,,,,,,,,,,,,,,,c6cce5b6-92bf-4998-8b18-8578c8ee6cc5,59,,,"[73.7, 54.9]",69322,1,,,,-0.79387254,,Left Foot,,,"[85.4, 43.0]",,Low Pass,,16.68832,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,"['2bcb6fe4-80ab-492a-aad2-082e5371f383', 'd34b7589-54e5-47e8-a987-af5033d41beb']",1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.116,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.6445,,,,,,,,,,,,,,,d34b7589-54e5-47e8-a987-af5033d41beb,61,,,"[35.6, 38.0]",69322,1,,,,0.033803545,,Left Foot,,,"[56.3, 38.7]",,High Pass,,20.711832,,Incomplete,,Khouma El Hadji Babacar,7125.0,,,,,,Recovery,1,From Throw In,Gonzalo Colsa Albendea,26073.0,Right Defensive Midfield,4,Barcelona,217,"['95bee609-46b7-4521-b6fb-394f17448dd1', 'aa16eed8-f8c0-4fb3-ab8e-5c063d1eb248', 'c6cce5b6-92bf-4998-8b18-8578c8ee6cc5']",1,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:01.716,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.7119,,,,,,,,,,,,,,,95bee609-46b7-4521-b6fb-394f17448dd1,63,,,"[64.7, 42.3]",69322,1,,,,-0.2721459,,Right Foot,,,"[73.3, 39.9]",,High Pass,,8.928606,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['a375bb5c-fbb0-4b07-a167-17ec872cd7a6', 'd34b7589-54e5-47e8-a987-af5033d41beb']",3,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.361,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.9156,,,,,,,,,,,,,,,a375bb5c-fbb0-4b07-a167-17ec872cd7a6,64,,,"[47.7, 41.1]",69322,1,,,,0.17123874,,Head,,,"[61.0, 43.4]",,High Pass,,13.497407,,,,Khouma El Hadji Babacar,7125.0,,,,,,Recovery,1,From Throw In,Gonzalo Colsa Albendea,26073.0,Right Defensive Midfield,4,Barcelona,217,"['7d7f5004-c9e8-4e22-a2f5-b4f60de7ee0b', '95bee609-46b7-4521-b6fb-394f17448dd1']",5,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:05.073,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.048002,,,,,,,,,,,,,,,4629c949-9f05-434c-9af3-965e8aea8ec7,79,,,"[63.3, 24.9]",69322,1,,,,1.7702738,,Right Foot,,,"[57.7, 52.6]",,Ground Pass,,28.260397,,,,Daniel Alves da Silva,4324.0,,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,5,Barcelona,217,['11d31f68-a86d-4525-b52a-fedc50c1629c'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.552,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.7308,,,,,,,,,,,,,,,1056bcd5-b452-4eb3-9c6c-36d96c3783f5,82,,,"[67.3, 58.8]",69322,1,,,,-1.9416876,,Right Foot,,,"[65.2, 53.4]",,Ground Pass,,5.7939625,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Center Back,5,Barcelona,217,['6f73dabf-1c2d-48d7-8639-716d37ade587'],23,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.764,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,8406a592-bc28-47be-a599-18745dfc0d5d,86,,,"[65.9, 56.0]",69322,1,,,,1.0369384,,Right Foot,,,"[79.2, 78.5]",,Ground Pass,,26.136948,,,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['86f753b1-b3b8-48d3-bdd6-f6eb821fff24'],25,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.571,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.699,,,,,,,,,,,,,,,8f5cc34d-4700-4ff6-8b5f-ea86741d3dad,93,,,"[29.4, 2.3]",69322,1,,,,2.1571834,,Right Foot,,,"[19.9, 16.6]",,Ground Pass,,17.167994,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,From Free Kick,Domingo Cisma González,26238.0,Left Back,5,Barcelona,217,['14839915-3149-47c9-a1ec-2439144cf315'],30,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:30.430,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.0946,,,,,,,,,,,,,,,71c68648-ba84-446b-9295-2740a302e953,95,,,"[19.0, 16.8]",69322,1,,,,0.08182147,,Left Foot,,,"[62.9, 20.4]",,High Pass,,44.04736,,Incomplete,,Khouma El Hadji Babacar,7125.0,,,,,,,1,From Free Kick,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,5,Barcelona,217,"['78bbf63b-a8b8-4361-ab7b-44502127e3ce', '95c9e20a-105e-4b34-99fb-7b6af610d997']",32,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:32.129,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.4382,,,,,,,,,,,,,,,95c9e20a-105e-4b34-99fb-7b6af610d997,98,,,"[58.1, 60.6]",69322,1,,,True,0.07074787,,,,,"[70.8, 61.5]",,Low Pass,,12.73185,,,,Xavier Hernández Creus,20131.0,,,,,,Recovery,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,5,Barcelona,217,"['71c68648-ba84-446b-9295-2740a302e953', '7b65372f-f702-4d76-9b39-b3a6d70b768d', '95601329-c180-42b0-b7f6-e9320a37cc6b']",34,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.224,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,1.7355,,,,,,,,,,,,,,,36ba6c2b-cf6f-416f-a364-2b0e93a30e63,104,,,"[53.9, 23.5]",69322,1,,,,-1.3210216,,Right Foot,,,"[56.4, 13.7]",,High Pass,,10.113852,,,,Pedro Manuel Munitis Álvarez,19577.0,,,,,,,1,From Free Kick,Papa Kouly Diop,6867.0,Center Attacking Midfield,5,Barcelona,217,['77057c39-5473-49da-b442-5028104203b3'],37,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:37.477,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.463167,,,,,,,,,,,,,,,688defc5-38b0-4b52-89b5-48e9baba2370,108,,,"[77.2, 12.7]",69322,1,,,,0.10357072,,Left Foot,,,"[105.1, 15.6]",,Ground Pass,,28.050312,,Pass Offside,,Khouma El Hadji Babacar,7125.0,,,,,,,1,From Free Kick,Pedro Manuel Munitis Álvarez,19577.0,Left Wing,5,Barcelona,217,['91b09a80-9926-4df2-8191-e2d2d1e73651'],42,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:42.287,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.338715,,,,,,,,,,,,,,,421f6c2b-17ee-4bf4-ac44-e85fe74ed2cc,110,,,"[26.0, 60.2]",69322,1,True,,,0.6649084,,Right Foot,,,"[38.5, 70.0]",,Ground Pass,,15.883639,,,,Daniel Alves da Silva,4324.0,,,,,,Free Kick,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['954dad04-05ef-4356-9546-4203cc902688'],59,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.073,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.2982,,,,,,,,,,,,,,,ce705868-1d1e-4b5d-9f79-9da2d07fc372,112,,,"[44.3, 70.0]",69322,2,,,,-1.0266253,,Right Foot,,,"[65.6, 34.8]",,High Pass,,41.1428,,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Center Back,6,Barcelona,217,"['28dab0ae-96c2-43c9-952f-345c720bb41c', 'c8c45a4d-735d-45ed-a37f-98034e7019ea']",2,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.760,Pass,,2011/2012
,,,,,,,,,,,,,,,,,2.8788,,,,,,,,,,,,,,,28dab0ae-96c2-43c9-952f-345c720bb41c,115,,,"[55.4, 46.2]",69322,2,,,True,0.23346838,,,,,"[71.8, 50.1]",,High Pass,,16.857342,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,6,Barcelona,217,"['72b8fe1a-0eca-4630-ac97-6f50a49690e2', '8b24e231-599b-4430-912a-01e6d66e7c9a', 'ce705868-1d1e-4b5d-9f79-9da2d07fc372']",5,,,,,,,,,,,,,,,,Racing Santander,1217,00:02:05.058,Pass,True,2011/2012
