ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.4261,,,,,,,,,,,,,,16881f7a-f5c9-44bc-8e12-8390bd1ca311,3149,,"[57.2, 71.2]",70288,83,,,,,-0.85988694,,Right Foot,,,,"[69.6, 56.8]",,Ground Pass,,19.003159,,,Simão Mate,27122.0,,,,,,,2,From Goal Kick,Loukas Vyntra,20539.0,Right Back,159,Levante UD,221,"['35c2b166-136d-449b-9924-c46be4c743ca', '549c896b-0553-4c0a-ba59-1b8255e33ce2']",18,,,,,,,,,,,,,,,,Levante UD,221,00:38:18.685,Pass,True,2013/2014
,,,,,,,,,,,,,,,0.8776,,,,,,,,,,,,,,925ab28d-43f0-48c6-bda0-311355f6f4b8,3152,,"[71.4, 56.1]",70288,83,,,,,0.25900578,,Right Foot,,,,"[83.1, 59.2]",,Ground Pass,,12.103719,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,,2,From Goal Kick,Simão Mate,27122.0,Right Defensive Midfield,159,Levante UD,221,"['2565847c-573a-4437-95df-7391e2e240d7', '662d4eaa-7538-4667-bb69-d5e49e158020']",20,,,,,,,,,,,,,,,,Levante UD,221,00:38:20.627,Pass,,2013/2014
,,,,,,,,,,,,,,,1.3467,,,,,,,,,,,,,,71e61dd4-bda4-4000-9b78-a6d45da8bed9,3156,,"[45.1, 19.5]",70288,83,,,,,0.8488051,,Left Foot,,,,"[62.8, 39.6]",,Ground Pass,,26.782457,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,159,Levante UD,221,['5d9a5106-bcc7-4775-b77f-b57007f73a85'],22,,,,,,,,,,,,,,,,Barcelona,217,00:38:22.627,Pass,,2013/2014
,,,,,,,,,,,,,,,1.167,,,,,,,,,,,,,,8595bf76-c69f-4b18-be45-5d68256b2274,3163,,"[40.4, 65.2]",70288,83,,,,,-3.0890095,,Right Foot,,,,"[29.0, 64.6]",,Low Pass,,11.415778,,,Loukas Vyntra,20539.0,,,,,,Recovery,2,From Goal Kick,Papa Kouly Diop,6867.0,Left Defensive Midfield,159,Levante UD,221,['b80e8467-007a-4f07-91d6-1bb7947aac57'],28,,,,,,,,,,,,,,,,Levante UD,221,00:38:28.737,Pass,,2013/2014
,,,,,,,,,,,,,,,1.8553,,,,,,,,,,,,,,1ad44b57-9b9e-4196-9135-ee88f911ed28,3165,,"[29.0, 65.6]",70288,83,,,,,0.60228735,,Right Foot,,,,"[41.8, 74.4]",,Low Pass,,15.533191,,,Papa Kouly Diop,6867.0,,,,,,,2,From Goal Kick,Loukas Vyntra,20539.0,Right Back,159,Levante UD,221,['fa3a15f2-139c-4cb3-8c07-9ce78d2712bd'],29,,,,,,,,,,,,,,,,Levante UD,221,00:38:29.904,Pass,,2013/2014
,,,,,,,,,,,,,,,1.0502,,,,,,,,,,,,,,18381221-1284-471f-859c-94c82da7e654,3167,,"[42.5, 74.7]",70288,83,,,,,0.6086893,,Right Foot,,,,"[49.1, 79.3]",,Ground Pass,,8.044874,,,Pedro López Muñoz,6787.0,,,,,,,2,From Goal Kick,Papa Kouly Diop,6867.0,Left Defensive Midfield,159,Levante UD,221,['101b6e3f-90c9-4448-b03c-db8b6d3ead4f'],31,,,,,,,,,,,,,,,,Levante UD,221,00:38:31.760,Pass,,2013/2014
,,,,,,,,,,,,,,,1.0656,,,,,,,,,,,,,,caebb0a4-41e3-4579-aa52-44099c60ac99,3175,,"[40.7, 68.7]",70288,83,,,,,-1.0405805,,Right Foot,,,,"[44.1, 62.9]",,Ground Pass,,6.7230945,,,Simão Mate,27122.0,,,,,,,2,From Goal Kick,Pedro López Muñoz,6787.0,Right Midfield,159,Levante UD,221,['15bb78bf-cf6c-400a-b2e7-16a7e68950e0'],36,,,,,,,,,,,,,,,,Levante UD,221,00:38:36.545,Pass,,2013/2014
,,,,,,,,,,,,,,,5.360065,,,,,,,,,,,,,,cc8f68c5-4702-4784-bf4b-8aa224d6d862,3179,,"[40.0, 57.5]",70288,83,,,,,-0.7997341,,Left Foot,,,,"[95.0, 0.9]",,High Pass,,78.92123,Out,,,,,,True,,,,2,From Goal Kick,Simão Mate,27122.0,Right Defensive Midfield,159,Levante UD,221,,39,,,,,,,,,,,,,,,,Levante UD,221,00:38:39.846,Pass,,2013/2014
,,,,,,,,,,,,,,,1.1033,,,,,,,,,,,,,,c66b9cab-5b54-44c0-96a8-8f1a1ccf30c9,3181,,"[27.8, 80.0]",70288,84,,True,,,-1.6806464,,,,,,"[26.3, 66.4]",,High Pass,,13.68247,,,Javier Alejandro Mascherano,5506.0,,,,,,Throw-in,2,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,160,Barcelona,217,['9d086848-513e-4e66-a817-7c07267a2341'],5,,,,,,,,,,,,,,,,Barcelona,217,00:39:05.467,Pass,,2013/2014
,,,,,,,,,,,,,,,2.036475,,,,,,,,,,,,,,95e1ed8d-f367-4d0e-8ad9-5f995c5d531b,3183,,"[23.0, 49.1]",70288,84,,,,,-1.1686096,,Left Foot,,,,"[40.1, 8.9]",,Ground Pass,,43.68581,,,Jordi Alba Ramos,5211.0,,,True,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,160,Barcelona,217,['79a4e870-3fec-4f39-8b3c-b7a393ba3081'],6,,,,,,,,,,,,,,,,Barcelona,217,00:39:06.982,Pass,,2013/2014
,,,,,,,,,,,,,,,2.0478,,,,,,,,,,,,,,eee75b95-57b7-46b2-a53e-a6049a5714eb,3186,,"[46.6, 25.5]",70288,84,,,,,1.4442042,,Left Foot,,,,"[50.1, 53.0]",,Ground Pass,,27.721832,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,160,Barcelona,217,['22aaaae4-9e3c-4bad-8bc4-578e4520ef4d'],10,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.693,Pass,,2013/2014
,,,,,,,,,,,,,,,1.5295,,,,,,,,,,,,,,4b60b2de-0eb9-498f-ac0c-bb15b96a7c49,3190,,"[50.5, 56.1]",70288,84,,,,,0.6801375,,Right Foot,,,,"[73.0, 74.3]",,Ground Pass,,28.939419,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,160,Barcelona,217,"['6e4a0718-3434-43aa-9a44-f5f265b40d3e', '990386c8-412c-4da3-bc1e-4ddbfc0f4526']",13,,,,,,,,,,,,,,,,Barcelona,217,00:39:13.448,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.0968,,,,,,,,,,,,,,deaa4276-8e3c-4f0b-86fe-1d89efb00da7,3193,,"[77.2, 72.9]",70288,84,,,,,0.27922302,,Right Foot,,,,"[91.5, 77.0]",,Ground Pass,,14.876156,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,160,Barcelona,217,['3ce46e09-7e03-4238-b3e0-d86284a2d8b4'],16,,,,,,,,,,,,,,,,Barcelona,217,00:39:16.066,Pass,,2013/2014
,,,,,,,,,,,,,,,1.7935,,,,,,,,,,,,,,a1fbd31c-ee9c-49ec-bfc1-bdfb1994b69d,3196,,"[77.9, 55.2]",70288,84,,,,,-1.369842,,Right Foot,,,,"[83.4, 28.2]",,Low Pass,,27.554491,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,160,Barcelona,217,"['3113c0f1-0da4-4e30-a337-6e5b15e6dfbf', 'bf2bb189-aefb-41f3-b677-39b0de8988b8']",21,,,,,,,,,,,,,,,,Barcelona,217,00:39:21.729,Pass,,2013/2014
,,,,,,,,,,,,,,,0.8788,,,,,,,,,,,,,,9cfa0fc6-62e8-40f7-9de3-6d11ba2edad9,3207,,"[62.0, 16.3]",70288,84,,,,,1.5905306,,Left Foot,,,,"[61.7, 31.5]",,Ground Pass,,15.20296,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,160,Barcelona,217,['fd78d91d-fd0b-4d6d-9467-c67579260e45'],36,,,,,,,,,,,,,,,,Barcelona,217,00:39:36.844,Pass,,2013/2014
,,,,,,,,,,,,,,,1.6384,,,,,,,,,,,,,,e3eec9b3-c999-4345-881d-2bca78641883,3210,,"[69.3, 24.0]",70288,84,,,,,-1.1752734,,Left Foot,,,,"[77.4, 4.6]",,Ground Pass,,21.023083,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,160,Barcelona,217,['fcaf3bf2-f60d-42e8-a6b8-84dbc33b5d32'],39,,,,,,,,,,,,,,,,Barcelona,217,00:39:39.975,Pass,,2013/2014
,,,,,,,,,,,,,,,0.715596,,,,,,,,,,,,,,1faf2cb7-3e22-49c9-9ca6-6c3d3e09e48a,3213,,"[92.5, 8.6]",70288,84,,,,,-0.8897793,,Right Foot,,,,"[97.2, 2.8]",,Ground Pass,,7.465253,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,160,Barcelona,217,['27e50763-c709-4941-8e61-b39799148c12'],43,,,,,,,,,,,,,,,,Barcelona,217,00:39:43.791,Pass,,2013/2014
,,,,,,,,,,,,,,,0.835401,,,,,,,,,,,,,,8d81c972-af0a-482d-b1e2-1414448cbceb,3217,,"[95.1, 19.1]",70288,84,,,,,1.2387369,,Right Foot,,,,"[98.1, 27.8]",,Ground Pass,,9.202717,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Throw In,Cristian Tello Herrera,6658.0,Left Wing,160,Barcelona,217,"['affd3531-d8d8-4a18-ab8b-a49fe1b3c52d', 'eb241101-9027-4223-bbcb-24ef5680eb09']",47,,,,,,,,,,,,,,,,Barcelona,217,00:39:47.155,Pass,True,2013/2014
,,,,,,,,,,,,,,,2.1324,,,,,,,,,,,,,,e78145ee-15be-468d-8207-9e34ede965ab,3223,,"[73.0, 13.9]",70288,84,,,,,-0.17086653,da566945-7f7b-4b32-9c2a-29a077c55b92,Left Foot,,,,"[98.5, 9.5]",,Ground Pass,,25.876823,,,Cristian Tello Herrera,6658.0,True,,,,,Recovery,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,160,Barcelona,217,['652ce682-a8df-44d7-9e05-5b29684cc1a8'],52,,,,,,,,,,,,,,,,Barcelona,217,00:39:52.505,Pass,,2013/2014
,,,,,,,,,,,,,,,1.6435,,,,,,,,,,,,,,d47df284-67cc-4ce5-b667-3925180528af,3229,,"[120.0, 80.0]",70288,85,,,,,-1.7824136,,Right Foot,,,,"[111.6, 40.9]",,High Pass,,39.992123,Incomplete,True,,,,,,Outswinging,,Corner,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,161,Barcelona,217,['1cc16a0e-087b-4ddc-baa6-0d69f6dbf3d7'],22,,,,,,,,,,,,,,,,Barcelona,217,00:40:22.368,Pass,,2013/2014
,,,,,,,,,,,,,,,0.934987,,,,,,,,,,,,,,bb8c0f8e-83f7-4b50-874f-38b7ff4ef052,3232,,"[89.0, 74.3]",70288,85,,,,,0.026839191,,Right Foot,,,,"[103.9, 74.7]",,Ground Pass,,14.905368,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,Recovery,2,From Corner,Martín Montoya Torralbo,6593.0,Right Back,161,Barcelona,217,['a317cfb7-2459-4238-a191-f6a2d23c946e'],27,,,,,,,,,,,,,,,,Barcelona,217,00:40:27.653,Pass,,2013/2014
,,,,,,,,,,,,,,,0.7778,,,,,,,,,,,,,,1d90594a-0b27-43b3-8940-155bb4abd73e,3236,,"[102.3, 75.2]",70288,85,,,,,-3.090092,,Right Foot,,,,"[92.6, 74.7]",,Low Pass,,9.712878,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,161,Barcelona,217,['7cfbc713-30fc-41f3-b7f9-18c813e491a7'],28,,,,,,,,,,,,,,,,Barcelona,217,00:40:28.628,Pass,,2013/2014
,,,,,,,,,,,,,,,1.8767,,,,,,,,,,,,,,060c92be-56b0-4f6d-bec7-4fa6c0e1e8aa,3239,,"[92.5, 70.1]",70288,85,,,,,-1.1630515,,Right Foot,True,,,"[107.1, 36.3]",,High Pass,,36.818474,Incomplete,,Jean Marie Dongou Tsafack,25831.0,,,,,,,2,From Corner,Martín Montoya Torralbo,6593.0,Right Back,161,Barcelona,217,"['15e34f49-f2d4-4980-9736-407b6f87700c', 'f648379c-bc4b-43d6-8307-13b22be64613']",30,,,,,,,,,,,,,,,,Barcelona,217,00:40:30.856,Pass,,2013/2014
,,,,,,,,,,,,,,,1.242333,,,,,,,,,,,,,,f7b170ff-ce14-43c5-8717-e9cbb4784206,3242,,"[85.8, 45.0]",70288,85,,,,,-1.7607846,,Head,,,,"[83.8, 34.6]",,Low Pass,,10.590562,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,161,Barcelona,217,['114d3615-5fe9-43b7-a838-23514d314ec9'],35,,,,,,,,,,,,,,,,Barcelona,217,00:40:35.022,Pass,,2013/2014
,,,,,,,,,,,,,,,1.065,,,,,,,,,,,,,,5efa8b92-7082-475e-b63c-c57ce00de767,3245,,"[83.6, 35.4]",70288,85,,,,,-3.0903554,,Left Foot,,,,"[75.8, 35.0]",,Ground Pass,,7.81025,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,161,Barcelona,217,['1f0a491d-c578-4be1-8c5a-d52ff51b6f1e'],36,,,,,,,,,,,,,,,,Barcelona,217,00:40:36.816,Pass,,2013/2014
,,,,,,,,,,,,,,,1.0418,,,,,,,,,,,,,,3c67a533-5b46-4cd2-835e-c392a7c463ad,3247,,"[75.8, 35.0]",70288,85,,,,,-1.3435754,,Right Foot,,,,"[79.8, 17.7]",,Ground Pass,,17.756407,,,Jordi Alba Ramos,5211.0,,,,,,,2,From Corner,Sergi Roberto Carnicer,6379.0,Left Center Midfield,161,Barcelona,217,['f57247eb-d87a-453f-aa30-d530f7774b0c'],37,,,,,,,,,,,,,,,,Barcelona,217,00:40:37.881,Pass,,2013/2014
,,,,,,,,,,,,,,,0.8561,,,,,,,,,,,,,,143cfcbc-f2b8-4087-8031-ba350752426b,3254,,"[83.4, 19.4]",70288,85,,,,,-1.104394,,Left Foot,,,,"[90.7, 4.9]",,Low Pass,,16.233915,,,Cristian Tello Herrera,6658.0,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,161,Barcelona,217,"['013ae4a1-d78e-4162-8058-b646a5e0a00e', 'a07f972f-0fc6-4c1c-8fa8-3bc9a30c665c']",43,,,,,,,,,,,,,,,,Barcelona,217,00:40:43.074,Pass,True,2013/2014
,,,,,,,,,,,,,,,0.5838,,,,,,,,,,,,,,1aa28f8e-9b5a-4a45-92ae-4563d2f164a5,3258,,"[106.7, 19.9]",70288,85,,,,,1.7565101,,Right Foot,True,,,"[103.6, 36.4]",,Low Pass,,16.788687,Incomplete,,,,,,,,,,2,From Corner,Cristian Tello Herrera,6658.0,Left Wing,161,Barcelona,217,"['7807e925-8b0e-44f5-aee5-b9f8440c6a04', '952b9021-8f09-491f-87b9-ab5f5198112a']",50,,,,,,,,,,,,,,,,Barcelona,217,00:40:50.025,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.4212,,,,,,,,,,,,,,0b750e00-76bd-49ed-9ef3-64ffedf7f707,3262,,"[75.8, 16.2]",70288,85,,,,,1.6252384,,Left Foot,,,,"[73.8, 52.9]",,Ground Pass,,36.754456,,,Martín Montoya Torralbo,6593.0,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,161,Barcelona,217,['c3b34c97-ad3a-4282-bac9-2679e0abb198'],56,,,,,,,,,,,,,,,,Barcelona,217,00:40:56.526,Pass,,2013/2014
,,,,,,,,,,,,,,,1.453,,,,,,,,,,,,,,14685e6f-611d-4dcc-b3ce-6437bdd00ba7,3265,,"[77.2, 56.3]",70288,85,,,,,0.7719941,,Right Foot,,,,"[96.1, 74.7]",,Ground Pass,,26.377453,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Corner,Martín Montoya Torralbo,6593.0,Right Back,161,Barcelona,217,['baeb8610-f253-48c2-9c9a-18a085097fcb'],59,,,,,,,,,,,,,,,,Barcelona,217,00:40:59.713,Pass,,2013/2014
,,,,,,,,,,,,,,,1.3566,,,,,,,,,,,,,,93b5514f-35b3-4ede-89fb-968abac243ce,3268,,"[107.6, 67.1]",70288,86,,,,,-1.3202498,,Right Foot,True,,,"[113.0, 46.0]",,Low Pass,,21.780037,Incomplete,,,,,,,,,,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,161,Barcelona,217,['eaa83191-b90c-413f-b433-db47eeda8c26'],4,,,,,,,,,,,,,,,,Barcelona,217,00:41:04.103,Pass,,2013/2014
,,,,,,,,,,,,,,,1.3989,,,,,,,,,,,,,,7f05e6ce-6292-4e8f-9942-13d34afb0b97,3270,,"[8.9, 16.6]",70288,86,,,,,-0.3839271,,Head,,,,"[24.0, 10.5]",,High Pass,,16.285576,,,Andreas Ivanschitz,20494.0,,,,,,Recovery,2,Regular Play,Nikolaos Karabelas,27154.0,Left Midfield,162,Levante UD,221,['367284b4-ff39-439a-83e0-b513798005bd'],7,,,,,,,,,,,,,,,,Levante UD,221,00:41:07.176,Pass,,2013/2014
,,,,,,,,,,,,,,,0.1039,,,,,,,,,,,,,,ce05e4ba-aa5c-4ca0-ae0f-42dce0b2af6c,3274,,"[24.4, 2.7]",70288,86,,,,,0.0,,Left Foot,,,,"[25.8, 2.7]",,Ground Pass,,1.4,Incomplete,,,,,,,,,,2,Regular Play,Andreas Ivanschitz,20494.0,Left Center Forward,162,Levante UD,221,['a9210330-cda5-4382-8b74-ef4330fe208e'],9,,,,,,,,,,,,,,,,Levante UD,221,00:41:09.925,Pass,,2013/2014
,,,,,,,,,,,,,,,3.029183,,,,,,,,,,,,,,4c721648-eaec-4a36-8048-76cfa4d4e945,3277,,"[34.3, 0.1]",70288,86,,True,,,0.37321484,,,,,,"[50.9, 6.6]",,High Pass,,17.827227,,,Sérgio da Silva Pinto,27124.0,,,,,,Throw-in,2,From Throw In,Issam El Adoua,12063.0,Left Back,163,Levante UD,221,['a9a10989-94c8-4bd2-be13-426815f86c62'],46,,,,,,,,,,,,,,,,Levante UD,221,00:41:46.992,Pass,,2013/2014
,,,,,,,,,,,,,,,2.9748,,,,,,,,,,,,,,f01db19e-29f7-456f-a459-68a9d58ec2c2,3279,,"[49.9, 4.0]",70288,86,,,,,0.14057605,,Head,,,,"[60.5, 5.5]",,High Pass,,10.705606,Incomplete,,Nikolaos Karabelas,27154.0,,,,,,,2,From Throw In,Sérgio da Silva Pinto,27124.0,Left Center Forward,163,Levante UD,221,"['54681207-53c8-44a5-a0a5-fe6e769cfe04', 'c2cd9aad-2bdf-46a2-8061-f74aa27040cf']",50,,,,,,,,,,,,,,,,Levante UD,221,00:41:50.122,Pass,,2013/2014
,,,,,,,,,,,,,,,4.7253,,,,,,,,,,,,,,7cbb1819-5f61-43d4-9097-5758e7a90ae9,3284,,"[56.6, 20.3]",70288,86,,,,,0.732068,4d3679a2-c86c-40fa-95f3-2fe807d824a2,Right Foot,,,,"[101.0, 60.2]",,High Pass,,59.69397,,,Pedro López Muñoz,6787.0,True,,,,,Recovery,2,From Throw In,Papa Kouly Diop,6867.0,Left Defensive Midfield,163,Levante UD,221,['6ecdfcfa-6432-4a0f-bfbf-41ddd7156101'],55,,,,,,,,,,,,,,,,Levante UD,221,00:41:55.610,Pass,,2013/2014
,,,,,,,,,,,,,,,3.364614,,,,,,,,,,,,,,6801c620-0085-4a78-877a-d724566f5159,3288,,"[7.1, 32.9]",70288,87,,,,,0.21767917,,Keeper Arm,,,,"[39.2, 40.0]",,Ground Pass,,32.875828,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,165,Barcelona,217,['76f0a32f-9eff-4a11-a0de-d36317a18704'],4,,,,,,,,,,,,,,,,Barcelona,217,00:42:04.941,Pass,,2013/2014
,,,,,,,,,,,,,,,1.259352,,,,,,,,,,,,,,752828f7-cedb-4b20-8b48-c9a319ed966f,3291,,"[47.7, 49.1]",70288,87,,,,,0.59037787,,Right Foot,,,,"[57.4, 55.6]",,Ground Pass,,11.676472,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,166,Barcelona,217,['6a431ac7-329e-447c-873a-95da68473a9b'],10,,,,,,,,,,,,,,,,Barcelona,217,00:42:10.899,Pass,,2013/2014
,,,,,,,,,,,,,,,2.435896,,,,,,,,,,,,,,8875b717-eb58-4be9-a897-e45487f77e6f,3295,,"[67.0, 43.4]",70288,87,,,,,-1.0061115,,Left Foot,,,,"[93.1, 2.2]",,High Pass,,48.771404,,,Cristian Tello Herrera,6658.0,,,True,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,167,Barcelona,217,['207289b8-6e4c-45b5-acf0-349fb3c0861b'],14,,,,,,,,,,,,,,,,Barcelona,217,00:42:14.725,Pass,,2013/2014
,,,,,,,,,,,,,,,0.808368,,,,,,,,,,,,,,c7a7aa7a-afeb-4a03-9188-a95cc425e4e7,3298,,"[98.3, 21.2]",70288,87,,,,,1.3003602,ac28a2cd-a8ba-4556-ba04-2952f9ec7a59,Right Foot,,,,"[103.9, 41.4]",,Ground Pass,,20.96187,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,168,Barcelona,217,['075c8eb3-6689-4c25-8672-b4a1fcb10dda'],20,,,,,,,,,,,,,,,,Barcelona,217,00:42:20.898,Pass,,2013/2014
,,,,,,,,,,,,,,,1.312631,,,,,,,,,,,,,,ee8d7014-ff0d-440b-a097-3980251d01d8,3305,,"[103.5, 20.4]",70288,87,,,,,1.6916333,,Left Foot,,,,"[101.8, 34.4]",,Low Pass,,14.102837,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,2,Regular Play,Cristian Tello Herrera,6658.0,Left Wing,168,Barcelona,217,"['4c642b31-7a60-45ac-957f-ac86b1b704fa', 'cb88091d-4db4-42f7-8ca1-3fc08b767907']",24,,,,,,,,,,,,,,,,Barcelona,217,00:42:24.948,Pass,,2013/2014
,,,,,,,,,,,,,,,1.319,,,,,,,,,,,,,,86c0fdc7-7ab1-42bd-97b5-639c2a156f76,3311,,"[54.5, 74.4]",70288,87,,,,,2.8726776,,Right Foot,,,,"[41.8, 77.9]",,Ground Pass,,13.173458,,,Sérgio da Silva Pinto,27124.0,,,,,,,2,Regular Play,Ángel Luis Rodríguez Díaz,6611.0,Right Center Forward,168,Barcelona,217,"['453553ef-9434-429d-95f1-21ed103c7a36', 'be34273b-07a0-4611-a57b-fb14bc4d1ef4']",31,,,,,,,,,,,,,,,,Levante UD,221,00:42:31.479,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.403,,,,,,,,,,,,,,d57c8a3e-fd2b-4a95-96b6-2d7b5dff2b64,3321,,"[44.8, 66.4]",70288,87,,,,,0.4798042,,Left Foot,,,,"[66.9, 77.9]",,High Pass,,24.91305,,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,,2,Regular Play,Simão Mate,27122.0,Right Defensive Midfield,169,Levante UD,221,['67e2b900-94d0-4692-acf5-8a54314a3912'],38,,,,,,,,,,,,,,,,Levante UD,221,00:42:38.825,Pass,,2013/2014
,,,,,,,,,,,,,,,1.1108,,,,,,,,,,,,,,f8afcb3b-97d9-4d99-afdd-944449207da9,3323,,"[65.8, 75.2]",70288,87,,,,,2.8999307,,Head,,,,"[51.6, 78.7]",,Low Pass,,14.624979,,,Sérgio da Silva Pinto,27124.0,,,,,,,2,Regular Play,Ángel Luis Rodríguez Díaz,6611.0,Right Center Forward,169,Levante UD,221,['465e37b9-ec6c-4831-bba9-5f9789d7cc0a'],40,,,,,,,,,,,,,,,,Levante UD,221,00:42:40.308,Pass,,2013/2014
,,,,,,,,,,,,,,,3.0398,,,,,,,,,,,,,,6ff921d3-6c8e-46a9-b602-c9fea49b558d,3326,,"[54.9, 75.6]",70288,87,,,,,-0.026005697,,Right Foot,,,,"[89.5, 74.7]",,High Pass,,34.611702,,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,,2,Regular Play,Sérgio da Silva Pinto,27124.0,Left Center Forward,169,Levante UD,221,['e33b49f8-f5dd-4050-b3a0-c21ece453c91'],41,,,,,,,,,,,,,,,,Levante UD,221,00:42:41.459,Pass,,2013/2014
,,,,,,,,,,,,,,,1.2519,,,,,,,,,,,,,,daa6c865-2173-4520-9be4-37922c0e7d37,3329,,"[101.5, 76.9]",70288,87,,,,,-3.090542,,Right Foot,,,,"[87.8, 76.2]",,Ground Pass,,13.717872,,,Pedro López Muñoz,6787.0,,,,,,,2,Regular Play,Ángel Luis Rodríguez Díaz,6611.0,Right Center Forward,169,Levante UD,221,['18f39e01-dd2b-446f-8e1a-e1ac3ef299e1'],49,,,,,,,,,,,,,,,,Levante UD,221,00:42:49.698,Pass,,2013/2014
,,,,,,,,,,,,,,,0.4652,,,,,,,,,,,,,,9540aae9-57e5-4803-aee2-9e9e88b5acfc,3332,,"[87.7, 74.2]",70288,87,,,,,-1.9359977,,Right Foot,,,,"[85.1, 67.4]",,Ground Pass,,7.28011,,,Sérgio da Silva Pinto,27124.0,,,,,,,2,Regular Play,Pedro López Muñoz,6787.0,Right Midfield,169,Levante UD,221,['396f48db-b28c-4b0b-a2fc-d58fdedbdf61'],51,,,,,,,,,,,,,,,,Levante UD,221,00:42:51.322,Pass,,2013/2014
