ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.831785,,,,,,,,,,,,,,8ae6b8f5-9ade-4a64-bae1-826fa2712bbe,17,,"[22.2, 24.1]",9650,0,,,,2.3405707,,Right Foot,,,,"[9.6, 37.1]",,Ground Pass,18.104143,,,,Andrés Tomás Prieto Albert,6848.0,,,,,,1,From Kick Off,Paul Baysse,4443.0,Left Center Back,2,Málaga,223,['525b3400-cc02-48cc-aa50-268bb6640cf8'],10,,,,,,,,,,,,,,,,,,Málaga,223,00:00:10.056,Pass,,2017/2018
,,,,,,,,,,,,,,,,,6.152409,,,,,,,,,,,,,,89c92214-1f19-4d04-b158-f240ac7a16ba,20,,"[9.6, 38.0]",9650,0,,,,-0.110288896,,Right Foot,,,,"[99.0, 28.1]",,High Pass,89.94649,,Incomplete,,,,,,,,,1,From Kick Off,Andrés Tomás Prieto Albert,6848.0,Goalkeeper,2,Málaga,223,['a7b11113-a2dd-4605-8210-9570666a4eb6'],14,,,,,,,,,,,,,,,,,,Málaga,223,00:00:14.894,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.327206,,,,,,,,,,,,,,a7b11113-a2dd-4605-8210-9570666a4eb6,21,,"[21.1, 52.0]",9650,0,,,,0.94200003,,Right Foot,,,,"[28.3, 61.9]",,Ground Pass,12.241323,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['89c92214-1f19-4d04-b158-f240ac7a16ba', 'f44b6b2d-227f-44b2-8c91-039e5bf6afff']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.047,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.153979,,,,,,,,,,,,,,592e6c50-ad0c-41e3-90ac-bbe119678487,23,,"[25.0, 59.8]",9650,0,,,,-2.1196368,,Right Foot,,,,"[16.5, 45.9]",,Ground Pass,16.292944,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['27fbe374-524e-4eb9-bc9b-81b090e01915'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.374,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.864219,,,,,,,,,,,,,,0c1d1659-9fd0-40e7-8141-3e116cbfee90,26,,"[14.9, 44.9]",9650,0,,,,-1.1992396,,Right Foot,,,,"[26.2, 15.9]",,Ground Pass,31.123785,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['2abc52a7-cc09-49d6-b2b8-37c400cbea62'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.603,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,c0463fd4-8d58-4dee-b3db-ca719668572d,29,,"[37.8, 15.8]",9650,0,,,,-0.76579285,,Right Foot,,,,"[50.8, 3.3]",,Ground Pass,18.034689,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['a1846f8b-c0e1-4e66-b212-29f466befd2e'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.555,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.190573,,,,,,,,,,,,,,2a12aa54-d112-4419-917f-6104acc601fb,32,,"[50.8, 3.3]",9650,0,,,,1.5707964,,Left Foot,,,,"[50.8, 10.7]",,Ground Pass,7.4,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,3,Barcelona,217,['f87ae439-5b62-49ef-ae49-060ff4863b7d'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.052,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.074101,,,,,,,,,,,,,,98fa2fab-7d2f-4620-8b2a-25d879f84deb,36,,"[47.7, 9.2]",9650,0,,,,2.631189,,Right Foot,,,,"[11.8, 29.3]",,High Pass,41.143894,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,3,Barcelona,217,"['06b5fad0-614a-42d9-85c1-b82d5b2111cf', '4f8c529c-4113-4f96-a9b5-a7294e87eab4']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.549,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.381339,,,,,,,,,,,,,,3dbb120b-a3a9-4719-98d1-309f118cd652,39,,"[13.2, 30.2]",9650,0,,,,1.0960995,,Left Foot,,,,"[24.3, 51.8]",,Ground Pass,24.285181,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['0b22664e-d9d8-46df-b9a6-4b5a147bc246'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.023,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.485541,,,,,,,,,,,,,,8cb29fd2-111e-41fb-88eb-840de7d0ec3f,42,,"[43.0, 54.9]",9650,0,,,,-0.29195803,,Right Foot,,,,"[61.3, 49.4]",,Ground Pass,19.108637,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['2a3d2691-ebbb-4e4d-915d-30447fc2463c'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.159,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.718222,,,,,,,,,,,,,,b3bb5e9b-e378-430b-bf5a-21230859cbb6,45,,"[61.3, 49.4]",9650,0,,,,1.8370484,,Left Foot,,,,"[58.6, 59.3]",,Ground Pass,10.261579,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Barcelona,217,['38be589b-8c05-4af4-bf41-b26075c659d7'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.681,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.556379,,,,,,,,,,,,,,90f241df-5897-4cbc-817b-107b8e5f8fcd,47,,"[58.6, 59.3]",9650,0,,,,-2.113099,,Right Foot,,,,"[53.9, 51.5]",,Ground Pass,9.106591,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,['b3601ee9-b6f7-4cd2-9198-5909e9b54010'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.400,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.316938,,,,,,,,,,,,,,480803ed-b738-42ac-b9f3-a949cf43913b,49,,"[54.9, 54.2]",9650,0,,,,1.1893163,,Right Foot,,,,"[62.0, 71.9]",,Ground Pass,19.07092,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Barcelona,217,['4abc71d4-fa76-441c-9126-5b58b7294a3a'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.956,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.750018,,,,,,,,,,,,,,77fbf5bb-75fa-410c-845a-d1e6ba18f09f,52,,"[62.0, 71.9]",9650,0,,,,-2.1038303,,Right Foot,,,,"[56.1, 61.9]",,Ground Pass,11.610771,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['f102c40a-1927-4dc2-b75b-aa4045e755cd'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.726,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.004822,,,,,,,,,,,,,,b8300e57-5033-4db1-8e0e-7cb1189a7e26,55,,"[62.0, 64.8]",9650,0,,,,1.5707964,,Left Foot,,,,"[62.0, 71.7]",,Ground Pass,6.9,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Barcelona,217,['0353ae25-8566-4ef1-a646-fa70c5926cbe'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.540,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.653175,,,,,,,,,,,,,,3803a72b-f37f-4f22-be2d-f4770c136e43,59,,"[61.5, 67.9]",9650,0,,,,-2.1843524,,Right Foot,,,,"[56.5, 60.8]",,Ground Pass,8.683893,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,"['3530d533-5c9a-44fb-bdbc-ad6e7486e70a', '3c4dc815-d018-414a-a5ec-c1ab6119f9d0']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.235,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.100267,,,,,,,,,,,,,,f3d2ed65-fe08-4b0e-9862-03cb1e9307b3,62,,"[51.6, 58.7]",9650,0,,,,2.900237,,Right Foot,,,,"[38.6, 61.9]",,Ground Pass,13.388055,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,"['43665efd-af06-47e6-a37c-067833aaf596', 'd5443f5a-74c0-42cc-9629-981ca156b892']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.888,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.159402,,,,,,,,,,,,,,c3301402-246b-4eb6-8503-7d7c7442c6e8,65,,"[35.5, 61.7]",9650,0,,,,-1.5707964,,Right Foot,,,,"[35.5, 22.0]",,Ground Pass,39.7,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,"['09ae1b70-a3c9-4354-89f0-5a5a6ce4bf38', 'b5542a0e-2e5c-4484-b0ae-54223e058b73']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.988,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.633206,,,,,,,,,,,,,,e60b43c5-b87c-4e79-aed7-a0416ffcc8e3,68,,"[59.6, 17.0]",9650,1,,,,-0.733831,,Right Foot,,,,"[75.9, 2.3]",,Ground Pass,21.949488,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['e24c8280-9dc8-42e3-93d4-9b34a6ca0b93'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.092,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.009296,,,,,,,,,,,,,,dc72bd48-b971-4dc3-a94d-32749bd402de,71,,"[76.9, 0.9]",9650,1,,,,2.449936,,Left Foot,,,,"[70.5, 6.2]",,Ground Pass,8.309633,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lucas Digne,6849.0,Left Back,3,Barcelona,217,['1dac4d27-18ca-4df6-9f70-14b6af341fda'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.471,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.329122,,,,,,,,,,,,,,d7837805-5c24-4599-acc8-09b59bdf3d5a,74,,"[70.5, 6.4]",9650,1,,,,1.4361517,,Right Foot,,,,"[79.4, 72.1]",,High Pass,66.30007,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,3,Barcelona,217,['c0cbab01-cb0a-430c-8110-9078cc588bba'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.596,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.087747,,,,,,,,,,,,,,651d45ee-b845-46e6-b07c-6b8ff39e47fb,80,,"[67.8, 66.4]",9650,1,,,,0.6519961,,Right Foot,,,,"[80.9, 76.4]",,Ground Pass,16.480595,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,['77f03179-f736-41e4-8586-a4b6bea6e218'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.818,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.000517,,,,,,,,,,,,,,4b0f3f25-2ce7-4a33-a7bb-041afe7c5f4b,83,,"[80.9, 76.4]",9650,1,,,,-0.483308,,Right Foot,,,,"[95.0, 69.0]",,Ground Pass,15.923882,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['fa81f32f-4cf1-4aa0-b941-ef4f27139c6e'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.032,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.439349,,,,,,,,,,,,,,6b96108e-b000-441d-88d8-ae0c51e12373,86,,"[92.4, 70.2]",9650,1,,,,-3.112865,,Right Foot,,,,"[75.0, 69.7]",,Ground Pass,17.407183,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,3,Barcelona,217,['e5426477-692a-4f56-a240-ec312a86d540'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.312,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.040981,,,,,,,,,,,,,,a348fe89-cbb6-46e0-a7a5-9b2c360e4259,89,,"[75.5, 69.1]",9650,1,,,,-1.8824462,,Right Foot,,,,"[70.7, 54.2]",,Ground Pass,15.654073,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,['b920ea83-d2c2-4bba-81b0-58d692ebe393'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.780,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.296068,,,,,,,,,,,,,,6a5ae44b-3b91-4c6a-a510-3c5c0ed044fc,91,,"[70.7, 54.2]",9650,1,,,,1.343107,,Right Foot,,,,"[72.6, 62.4]",,Ground Pass,8.417244,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,3,Barcelona,217,['aac4557d-cb26-467f-852c-1e951c150261'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.821,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.773494,,,,,,,,,,,,,,0e5a5116-9bc1-4061-a788-f5fb2406609c,95,,"[72.6, 62.2]",9650,1,,,,-0.5349551,,Left Foot,,,,"[86.1, 54.2]",,Ground Pass,15.692355,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,"['5b849fdc-ddf4-4257-991c-77ab52083768', 'c3275295-de6f-4496-a081-17c778583497']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.160,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.636387,,,,,,,,,,,,,,b9585a4b-568d-46ed-9b7c-a5430caf3156,99,,"[82.5, 52.3]",9650,1,,,,-1.8662372,,Left Foot,,,,"[81.1, 47.7]",,Ground Pass,4.8083262,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Barcelona,217,"['0faab1de-3223-4f7b-9811-f712f177ebf6', '3896a2a0-3dda-42c5-8221-c068fad80947', '5c24eee8-e66e-40db-99c2-d5431975c48e']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.933,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.15132,,,,,,,,,,,,,,bdc7a514-a0b1-40cb-9295-2fa8cdb48b4f,101,,"[80.7, 47.7]",9650,1,,,,1.9465042,,Left Foot,,,,"[73.6, 65.7]",,High Pass,19.349676,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,3,Barcelona,217,['b2b83185-e7be-4563-8040-9f4f65fe9ccf'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.570,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.0507,,,,,,,,,,,,,,6c7223f4-e515-421d-9a9f-938629196d03,104,,"[73.5, 66.5]",9650,1,,,,0.5232783,,Right Foot,,,,"[86.5, 74.0]",,Ground Pass,15.008331,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['a1ce72c7-3ce8-4e14-8c90-2d6588e379eb'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.572,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.073483,,,,,,,,,,,,,,a91a273f-b415-4e48-ae99-88bad4a7c627,108,,"[86.5, 74.0]",9650,1,,,,3.1415927,,Right Foot,,,,"[75.7, 74.0]",,Ground Pass,10.8,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,3,Barcelona,217,['fec97497-07ff-4eaf-9a79-ab93b844544c'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.014,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.834397,,,,,,,,,,,,,,17f564fd-3212-4434-a137-29ae9dc2210b,111,,"[74.7, 74.2]",9650,1,,,,-0.9700825,,Right Foot,,,,"[82.1, 63.4]",,Ground Pass,13.091982,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['ec123771-5028-4819-833b-006e999d66a4'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.438,Pass,,2017/2018
