ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.664438,,,,,,,,,,,,,,22b24f35-4082-4bb4-a6e9-d13ce03a90b6,1405,,"[54.1, 2.2]",9650,33,,,,2.6374266,,Left Foot,,,,"[30.9, 15.0]",,Ground Pass,26.496792,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Back,58,Barcelona,217,['bd018418-97a7-4f90-8666-cad4e7d7c9b4'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:34.211,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.947538,,,,,,,,,,,,,,73ad73b5-ad1d-44f0-92b0-a7eb43c8cd3b,1408,,"[30.9, 15.0]",9650,33,,,,1.2306626,,Left Foot,,,,"[44.1, 52.3]",,Ground Pass,39.56678,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,58,Barcelona,217,['24fb777e-d643-4250-81ad-5bc349269b3d'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:37.810,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.336002,,,,,,,,,,,,,,4924f09f-6f40-40d8-accb-3b6479718f51,1411,,"[49.6, 54.4]",9650,33,,,,0.7675429,,Right Foot,,,,"[66.7, 70.9]",,Ground Pass,23.762575,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,58,Barcelona,217,['d503ee27-bb3f-4c2c-a1f8-18dd766ca719'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:41.387,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.081681,,,,,,,,,,,,,,29c58cec-0eb2-43b0-9434-e7e9168bc85a,1413,,"[66.7, 70.9]",9650,33,,,,-2.5877383,,Left Foot,,,,"[59.1, 66.2]",,Ground Pass,8.935883,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,58,Barcelona,217,['47600e88-20d8-406b-876f-1dc056f893b3'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:42.723,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.135281,,,,,,,,,,,,,,5094ed4c-3a36-4026-bb51-b16cde5ae2c4,1416,,"[65.8, 63.8]",9650,33,,,,-2.9223995,,Right Foot,,,,"[45.6, 59.3]",,Ground Pass,20.69517,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,58,Barcelona,217,['45ffa17f-9c0d-4bbb-86b5-e5f57ce4bfc3'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:47.421,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.54473,,,,,,,,,,,,,,4c99ce09-4363-4b5b-9328-a6198af9b1ab,1419,,"[45.6, 59.3]",9650,33,,,,-1.2957131,,Right Foot,,,,"[57.2, 18.2]",,Ground Pass,42.70562,,,,Samuel Yves Umtiti,5492.0,,True,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,58,Barcelona,217,['b50fa409-7b14-43dc-aedc-3d5f6d48802a'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:50.533,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.228026,,,,,,,,,,,,,,71c054e7-da5e-45d0-bd36-d671f0a03304,1422,,"[67.7, 14.5]",9650,33,,,,0.64008814,,Left Foot,,,,"[81.8, 25.0]",,Ground Pass,17.580103,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,58,Barcelona,217,['6de0956f-d54d-4f11-bd9b-640111b1230d'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:56.061,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.647514,,,,,,,,,,,,,,c3c203a1-5028-4070-a02c-fd81d75aa99d,1424,,"[81.8, 25.0]",9650,33,,,,-0.5221887,,Right Foot,,,,"[92.4, 18.9]",,Ground Pass,12.229881,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,58,Barcelona,217,"['c1c78b29-860b-4a76-803f-3c252a4df248', 'd6156b9f-7092-46ce-9a18-9527a559ff35']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.289,Pass,,2017/2018
,,,,,,,,,,True,,,,,,,0.672012,,,,,,,,,,,,,,d6156b9f-7092-46ce-9a18-9527a559ff35,1426,,"[27.7, 61.2]",9650,33,,,,0.43600488,,Left Foot,,,,"[36.5, 65.3]",,Ground Pass,9.708244,,,,Sergio Gontán Gallardo,6742.0,,,,,Interception,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,59,Málaga,223,"['3bd8aeaa-756d-4d1d-9945-7fc545a10a00', 'c3c203a1-5028-4070-a02c-fd81d75aa99d']",57,,,,,,,,,,,,,,,,,,Málaga,223,00:33:57.937,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.283515,,,,,,,,,,,,,,67d8b16e-8e21-46a6-90f9-4966b67edd9d,1429,,"[36.5, 65.3]",9650,33,,,,2.6152966,,Right Foot,,,,"[26.0, 71.4]",,Ground Pass,12.143311,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Wing,59,Málaga,223,['db9cf570-da01-47fb-b95e-25e19655adaa'],58,,,,,,,,,,,,,,,,,,Málaga,223,00:33:58.636,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.254319,,,,,,,,,,,,,,72e39a3a-17b6-476b-a87b-7240c422c869,1432,,"[26.0, 71.9]",9650,34,,,,-0.6911226,,Right Foot,,,,"[45.1, 56.1]",,Ground Pass,24.788101,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,59,Málaga,223,['92b37a19-fb89-457f-899e-55f5367ae7ab'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:34:00.000,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.028449,,,,,,,,,,,,,,a3325b49-8f22-4900-b381-9127a471b6bc,1434,,"[45.4, 56.1]",9650,34,,,,2.863293,,Right Foot,,,,"[39.8, 57.7]",,Ground Pass,5.824088,,,,Esteban Rolón,6843.0,,,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Attacking Midfield,59,Málaga,223,['2e42d268-f535-483a-b935-2295b3265d23'],1,,,,,,,,,,,,,,,,,,Málaga,223,00:34:01.254,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.411513,,,,,,,,,,,,,,e2c41b32-7127-439c-9de2-ca8b114e758f,1438,,"[40.4, 57.5]",9650,34,,,,-1.2924967,,Left Foot,,,,"[50.0, 23.9]",,Ground Pass,34.944527,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Esteban Rolón,6843.0,Right Defensive Midfield,59,Málaga,223,"['826ef852-890a-4dda-8be8-25bbcf014947', '87129c10-6281-4b2d-909b-51243098c012']",2,,,,,,,,,,,,,,,,,,Málaga,223,00:34:02.363,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.864421,,,,,,,,,,,,,,29778a71-99c2-4c3a-91a4-f43fd7eb6d15,1441,,"[50.0, 23.6]",9650,34,,,,3.1415927,,Right Foot,,,,"[34.9, 23.6]",,Ground Pass,15.1,,,,Juan Carlos Pérez López,6559.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,59,Málaga,223,['067fecba-8047-447e-ac8c-3993898a20c3'],4,,,,,,,,,,,,,,,,,,Málaga,223,00:34:04.894,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.674913,,,,,,,,,,,,,,ecfcbe5f-8c6a-450b-adf0-f07e770dc3ce,1444,,"[35.3, 22.8]",9650,34,,,,-0.48532444,,Left Foot,,,,"[64.5, 7.4]",,Ground Pass,33.01212,,,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Back,59,Málaga,223,['4d8c232a-f700-4011-866d-eafe0f82efd9'],5,,,,,,,,,,,,,,,,,,Málaga,223,00:34:05.839,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.783033,,,,,,,,,,,,,,a527be92-4557-44e5-b418-89d1b043d66f,1450,,"[65.3, 0.1]",9650,34,,,,0.379733,,,,,,"[87.6, 9.0]",,High Pass,24.010414,,,,Diego Alejandro Rolan Silva,6739.0,,,,,Throw-in,1,From Throw In,Juan Carlos Pérez López,6559.0,Left Back,60,Málaga,223,['85dda676-6f66-461a-9530-c41adac22ffc'],24,,,,,,,,,,,,,,,,,,Málaga,223,00:34:24.924,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.219038,,,,,,,,,,,,,,d671997b-2475-43f4-acf2-ed64eb2eb19b,1458,,"[32.5, 66.7]",9650,34,,,,2.3270764,,Right Foot,,,,"[27.5, 72.0]",,High Pass,7.2862883,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,61,Barcelona,217,"['4de3dc7d-4d20-4aa4-8f9c-8615a141e6e7', 'e5a6fb4d-e959-4ea5-9771-6ca722184455']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:29.026,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.429909,,,,,,,,,,,,,,370f568c-899a-4574-9bc2-e246f09c4f15,1461,,"[28.4, 72.0]",9650,34,,,,-0.8139618,,Right Foot,,,,"[38.6, 61.2]",,High Pass,14.855302,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,61,Barcelona,217,"['4de3dc7d-4d20-4aa4-8f9c-8615a141e6e7', '4fd697f7-e869-421c-acf8-24b6abe29a32']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:30.458,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.044782,,,,,,,,,,,,,,ec1a1cfb-b3cc-4480-b717-d75ad36aec2a,1471,,"[45.1, 64.1]",9650,34,,,,-0.9680889,,Right Foot,,,,"[72.9, 23.7]",,High Pass,49.0408,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,True,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,61,Barcelona,217,"['c085ef99-3596-416a-8bf9-dce0995dce26', 'fb9deb1c-18e8-4e1d-a856-06a1d521d938']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:34.431,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.036747,,,,,,,,,,,,,,2d1982a1-0a7e-4777-9cd0-7928b437dc10,1475,,"[46.4, 56.9]",9650,34,,,,-3.1045725,,Right Foot,,,,"[38.3, 56.6]",,Ground Pass,8.105554,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,62,Málaga,223,['2dffe789-165a-483c-ab6a-052012548ef3'],37,,,,,,,,,,,,,,,,,,Málaga,223,00:34:37.395,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.41828,,,,,,,,,,,,,,3b15d229-7225-47a2-8ea0-e88b26002f21,1478,,"[42.7, 56.4]",9650,34,,,,0.5467888,,Right Foot,,,,"[63.4, 69.0]",,Low Pass,24.233242,,,,Sergio Gontán Gallardo,6742.0,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,62,Málaga,223,['9eaa4e3f-1336-464b-af4a-94746ff0cc9c'],41,,,,,,,,,,,,,,,,,,Málaga,223,00:34:41.493,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.950315,,,,,,,,,,,,,,3a12d4f2-09bc-4b84-a2b8-0f08b54fdba4,1481,,"[63.4, 69.0]",9650,34,,,,-2.4748998,,Right Foot,,,,"[45.1, 54.6]",,Ground Pass,23.286263,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Wing,62,Málaga,223,['93848788-b535-49a6-84ff-245bdb583973'],46,,,,,,,,,,,,,,,,,,Málaga,223,00:34:46.456,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.9989,,,,,,,,,,,,,,8bc3bfe5-8828-4590-b1d8-66ef968338cb,1484,,"[45.1, 53.8]",9650,34,,,,-0.9870794,,Right Foot,,,,"[55.8, 37.6]",,Ground Pass,19.414684,,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,62,Málaga,223,['4245c2a2-8deb-4a00-93af-075196eb818e'],49,,,,,,,,,,,,,,,,,,Málaga,223,00:34:49.544,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.105473,,,,,,,,,,,,,,6c64bd44-d2f2-46ef-a084-e2ff9667a4ab,1489,,"[58.8, 35.5]",9650,34,,,,-1.0071253,,Right Foot,,,,"[65.5, 24.9]",,Ground Pass,12.539936,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,62,Málaga,223,"['79328d56-f1b2-4a46-af8d-b1ac78bea720', 'cb5da9c1-9181-4872-8645-de68fe9a57f4']",51,,,,,,,,,,,,,,,,,,Málaga,223,00:34:51.500,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.530534,,,,,,,,,,,,,,2675b19c-d287-4863-91c8-e31ddc4fc1a9,1493,,"[65.5, 27.0]",9650,34,,,,1.0506717,,Left Foot,,,,"[71.8, 38.0]",,Ground Pass,12.676356,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,62,Málaga,223,"['9d7f7454-ed6c-495e-9cc2-a65d7dd837ba', 'f06e5d6b-3bbb-44c8-b373-ee7fc6bd81fa']",53,,,,,,,,,,,,,,,,,,Málaga,223,00:34:53.217,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.970374,,,,,,,,,,,,,,dcc9abaf-90f2-4ad4-a91b-ccfacc76c563,1496,,"[71.8, 38.0]",9650,34,,,,-2.2215965,,Right Foot,,,,"[46.9, 5.3]",,Low Pass,41.101093,,,,Juan Carlos Pérez López,6559.0,,,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Attacking Midfield,62,Málaga,223,['f12e75f2-64cb-4e0f-8bd8-0e5bffcefbb3'],53,,,,,,,,,,,,,,,,,,Málaga,223,00:34:53.828,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.781443,,,,,,,,,,,,,,87315aa7-537c-4054-ac1c-20ff2c41cf6f,1499,,"[49.8, 5.3]",9650,35,,,,1.5004898,,Left Foot,,,,"[50.8, 19.5]",,Ground Pass,14.2351675,,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Back,62,Málaga,223,['64143c6a-dac1-4081-a40b-4ef8702f657e'],2,,,,,,,,,,,,,,,,,,Málaga,223,00:35:02.399,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.255858,,,,,,,,,,,,,,886cabd3-b79c-4377-b759-5e0c0aeb1077,1502,,"[50.8, 19.5]",9650,35,,,,2.9843645,,Right Foot,,,,"[34.4, 22.1]",,Ground Pass,16.604818,,,,Paul Baysse,4443.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,62,Málaga,223,['b4ec5dfb-e38a-4f1f-907a-9e00d03be727'],4,,,,,,,,,,,,,,,,,,Málaga,223,00:35:04.942,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.658706,,,,,,,,,,,,,,9c4ea34a-a235-4892-93df-63d6836b9c16,1505,,"[27.8, 29.6]",9650,35,,,,2.688471,,Left Foot,,,,"[8.7, 38.9]",,Ground Pass,21.243822,,,,Andrés Tomás Prieto Albert,6848.0,,,,,,1,Regular Play,Paul Baysse,4443.0,Left Center Back,62,Málaga,223,['192a7f7e-be00-4f3f-8534-f9a61c0c213c'],8,,,,,,,,,,,,,,,,,,Málaga,223,00:35:08.500,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.220386,,,,,,,,,,,,,,c127c84f-b70d-499f-b35d-9ef43bffea00,1508,,"[8.7, 38.9]",9650,35,,,,0.30756712,,Right Foot,,,,"[59.7, 55.1]",,High Pass,53.51112,,Incomplete,,,,,,,,,1,Regular Play,Andrés Tomás Prieto Albert,6848.0,Goalkeeper,62,Málaga,223,['41027277-d302-4ca5-8f68-146ebe53e3fa'],11,,,,,,,,,,,,,,,,,,Málaga,223,00:35:11.876,Pass,,2017/2018
,,,,,,,,,,True,,,,,,,1.160911,,,,,,,,,,,,,,41027277-d302-4ca5-8f68-146ebe53e3fa,1509,,"[60.4, 25.0]",9650,35,,,,0.56192154,,Other,,,,"[65.8, 28.4]",,Low Pass,6.3812222,,,,Sergio Busquets i Burgos,5203.0,,,,,Interception,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,63,Barcelona,217,"['4dc6c1f4-dab8-42ec-adeb-87d026d36f45', 'c127c84f-b70d-499f-b35d-9ef43bffea00']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:14.096,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.48477,,,,,,,,,,,,,,ee039617-e9d3-4d85-9dd1-32f7fef71c97,1512,,"[66.4, 28.6]",9650,35,,,,-1.4029005,,Right Foot,,,,"[68.4, 16.8]",,Ground Pass,11.968291,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,63,Barcelona,217,['15e45ad6-7d81-49ed-b384-94b4dce78a00'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:15.995,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.762129,,,,,,,,,,,,,,62360d93-0149-4b40-8400-1c3584a9195e,1514,,"[68.4, 16.8]",9650,35,,,,-0.7266424,,Right Foot,,,,"[81.9, 4.8]",,Ground Pass,18.062391,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,63,Barcelona,217,['3f6cbd5f-aa69-4a27-8f11-8a3ea4b4b628'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:16.480,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.136287,,,,,,,,,,,,,,8a1c7548-db9a-409a-a20c-03c2dff0b739,1516,,"[81.9, 4.8]",9650,35,,,,0.98425573,,Right Foot,,,,"[92.4, 20.6]",,High Pass,18.970766,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,63,Barcelona,217,"['26c90c01-185f-483a-8317-82eaaaf3dce6', '9e9e5266-36eb-4c42-bf8e-3f80a392a812']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.242,Pass,,2017/2018
,,,,,,,,,,True,,,,,,,1.144145,,,,,,,,,,,,,,26c90c01-185f-483a-8317-82eaaaf3dce6,1518,,"[27.7, 59.5]",9650,35,,,,-0.2514441,,Head,,,,"[38.6, 56.7]",,Low Pass,11.253888,,,,Adrián González Morales,6557.0,,,,,Interception,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,64,Málaga,223,"['26977490-fac7-45fa-ab4d-96a7134d52f0', '8a1c7548-db9a-409a-a20c-03c2dff0b739']",19,,,,,,,,,,,,,,,,,,Málaga,223,00:35:19.378,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.633945,,,,,,,,,,,,,,bfdd8b09-5f84-4ad3-bda5-23d33f8b2a6f,1522,,"[39.5, 68.2]",9650,35,,,,0.3023624,,Right Foot,,,,"[50.4, 71.6]",,High Pass,11.417969,,Incomplete,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,64,Málaga,223,"['9901c2f5-f914-40f4-92c7-fdca3534a477', 'b10ce27c-b571-41cb-b35d-8d8e27d0090f']",24,,,,,,,,,,,,,,,,,,Málaga,223,00:35:24.260,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.435286,,,,,,,,,,,,,,c6bf9fec-84fa-430c-a8d7-d5774703ffae,1528,,"[66.9, 53.2]",9650,35,,,,2.1697075,,Right Foot,,,,"[62.6, 59.5]",,Ground Pass,7.6275816,,,,Esteban Rolón,6843.0,,,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Attacking Midfield,64,Málaga,223,"['1c12678f-2821-408b-8e31-7dc6c84d3245', 'db3b8828-13dd-4726-a07b-83b3b5aa2fe0']",32,,,,,,,,,,,,,,,,,,Málaga,223,00:35:32.923,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,0.773907,,,,,,,,,,,,,,02a59d6c-fe74-4e72-8a1e-671bf744271e,1531,,"[62.6, 59.5]",9650,35,,,,-1.7539071,,Right Foot,,,,"[60.1, 46.0]",,Ground Pass,13.72953,,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Esteban Rolón,6843.0,Right Defensive Midfield,64,Málaga,223,['ad33186a-d151-4937-a450-5f49fdd569fd'],34,,,,,,,,,,,,,,,,,,Málaga,223,00:35:34.102,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.874591,,,,,,,,,,,,,,ad6c2798-f518-4fa8-b748-f1c078c2bc6d,1534,,"[61.8, 43.3]",9650,35,,,,-1.2738341,,Left Foot,,,,"[67.4, 25.0]",,Ground Pass,19.13766,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Left Defensive Midfield,64,Málaga,223,['f19eed13-80f0-4a6a-a41c-dbe25f6bf1be'],36,,,,,,,,,,,,,,,,,,Málaga,223,00:35:36.548,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.829298,,,,,,,,,,,,,,93bbbadc-4df9-44a6-a4ca-01788647bb72,1538,,"[67.4, 25.0]",9650,35,,,,1.2417467,,Left Foot,,,,"[71.6, 37.3]",,Ground Pass,12.997308,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,64,Málaga,223,"['bca32d3e-8399-40ee-bcf0-87a86e99f3d2', 'cb473c1b-8f73-4da6-80a2-92081b1964a9']",38,,,,,,,,,,,,,,,,,,Málaga,223,00:35:38.496,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.528806,,,,,,,,,,,,,,91f4c500-13a9-47fb-831c-eb45cd86c2d2,1546,,"[73.4, 30.9]",9650,35,,,,1.5400732,,Right Foot,,,,"[74.7, 73.2]",,High Pass,42.319973,,,,Roberto José Rosales Altuve,6569.0,,True,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Attacking Midfield,64,Málaga,223,['3c475fc8-507a-49b9-b8cb-d1e573d6304f'],44,,,,,,,,,,,,,,,,,,Málaga,223,00:35:44.532,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.558534,,,,,,,,,,,,,,339be91f-9ede-46e4-bf1a-88f562e07f52,1549,,"[75.5, 74.3]",9650,35,,,,-2.6091914,,Right Foot,,,,"[62.6, 66.7]",,Ground Pass,14.972308,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,64,Málaga,223,['7a01eb5f-1762-4c51-a344-0e7cd91fb696'],48,,,,,,,,,,,,,,,,,,Málaga,223,00:35:48.843,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.347173,,,,,,,,,,,,,,c12c3440-d9d3-4f1d-8138-d207bffa2859,1552,,"[62.6, 66.7]",9650,35,,,,0.18069953,,Right Foot,,,,"[83.4, 70.5]",,Ground Pass,21.144266,,,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,64,Málaga,223,['4a037b2a-a505-4acb-ac65-76a7f4511141'],55,,,,,,,,,,,,,,,,,,Málaga,223,00:35:55.017,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.51151,,,,,,,,,,,,,,78086dca-b86c-4d7f-b5a7-71b7933b33ff,1556,,"[82.9, 73.5]",9650,35,,,,-1.5420272,,Left Foot,,,,"[83.3, 59.6]",,Ground Pass,13.905754,,,,Sergio Gontán Gallardo,6742.0,,,,,,1,Regular Play,Diego Alejandro Rolan Silva,6739.0,Center Forward,64,Málaga,223,"['1aeecd3c-a80a-4cef-b971-672e955c77ae', '936efa7b-32be-4470-9982-b71908736adb']",56,,,,,,,,,,,,,,,,,,Málaga,223,00:35:56.404,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.334603,,,,,,,,,,,,,,4b991389-b89e-4cde-82db-281392ae6a60,1561,,"[84.1, 54.1]",9650,36,,,,-1.8555268,,Right Foot,,,,"[80.5, 41.8]",,Ground Pass,12.816006,,Incomplete,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Wing,64,Málaga,223,"['65686ab5-b2dc-488c-a916-1880efa63c4a', '79d472e3-ca62-4d19-98e1-0be065c36978']",1,,,,,,,,,,,,,,,,,,Málaga,223,00:36:01.891,Pass,,2017/2018
,,,,,,,,,,True,,,,,,,1.203601,,,,,,,,,,,,,,5e9b9611-6a49-4eae-ac7e-3c9ca7a7bb46,1566,,"[38.8, 45.4]",9650,36,,,,1.7506498,,Left Foot,,,,"[36.4, 58.6]",,Ground Pass,13.416408,,,,Gerard Deulofeu Lázaro,3726.0,,,,,Interception,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,65,Barcelona,217,['06e1e730-8ec7-4b6f-b757-bcf78724a1da'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:03.247,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.41363,,,,,,,,,,,,,,690985a4-4ad1-44b3-99b3-ed7e8ab9260b,1570,,"[46.1, 52.6]",9650,36,,,,-1.1479424,,Right Foot,,,,"[53.3, 36.6]",,Ground Pass,17.54537,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,65,Barcelona,217,['b6a02242-118a-4b13-9d5e-3e03608f4e32'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:05.438,Pass,,2017/2018
