bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.648333,,,,,,,,,,,,,ad9b29a5-5076-4bad-888d-b71afa2404d6,1197,,"[72.9, 27.2]",69303,28,,,,,-0.86108273,,Right Foot,,,,"[92.4, 4.5]",,Ground Pass,,29.925575,,,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,54,Barcelona,217,['40d9755c-a1fd-4e7f-8396-74ca2e724aee'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:49.220,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.154801,,,,,,,,,,,,,b54ccb30-9dec-4b1c-8e0a-b0cbe9c32e90,1201,,"[90.9, 7.7]",69303,28,,,,,-0.6262614,,Right Foot,,,,"[95.6, 4.3]",,Ground Pass,,5.800862,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Center Forward,54,Barcelona,217,"['848a40a1-150f-4386-a16b-ed32ad4a750a', 'b0a43a6b-3696-4801-907c-753ec0cb68db']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:53.239,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.921816,,,,,,,,,,,,,ff6e1576-a8aa-49a8-8617-58b91ebb9ef6,1204,,"[104.1, 2.8]",69303,28,,,,,1.7811222,,Left Foot,,,,"[100.3, 20.6]",,Ground Pass,,18.2011,,,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,54,Barcelona,217,['ca937091-7fc1-46aa-a3f0-14ae661ec3e2'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.091,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.3763,,,,,,,,,,,,,18b2732e-3c48-4508-9394-59a7d710485d,1208,,"[15.8, 58.1]",69303,29,,True,,,-1.1008939,,Right Foot,,,,"[41.7, 7.1]",,High Pass,,57.199738,,,,Miguel Torres Gómez,6878.0,,True,,,Free Kick,1,From Free Kick,Jordi Codina Rodríguez,26686.0,Goalkeeper,55,Getafe,216,['6c2c6eb5-3cea-4fbe-b6de-8ca93618a38b'],44,,,,,,,,,,,,,,,,,,Getafe,216,00:29:44.973,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.0157,,,,,,,,,,,,,71b3248c-4a28-4ffd-a303-8d61dfd95148,1210,,"[42.6, 6.4]",69303,29,,,,,1.3305291,,Head,,,,"[47.5, 26.4]",,Low Pass,,20.591503,,,,Francisco Javier Casquero Paredes,26144.0,,,,,,1,From Free Kick,Miguel Torres Gómez,6878.0,Left Back,55,Getafe,216,['d1fcf9f9-0dc2-4de5-a3f6-fb9cfd39ee31'],47,,,,,,,,,,,,,,,,,,Getafe,216,00:29:47.349,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.7111,,,,,,,,,,,,,07131518-501f-4b15-a619-8ee2e9fe2cd4,1213,,"[51.4, 25.7]",69303,29,,,,,0.6939753,,Right Foot,,,,"[90.1, 57.9]",,High Pass,,50.344116,,Incomplete,,Ángel Javier Arizmendi de Lucas,26217.0,,,,,,1,From Free Kick,Francisco Javier Casquero Paredes,26144.0,Left Defensive Midfield,55,Getafe,216,"['016a751b-53f1-4179-833a-b2c2189dd594', 'ccaff7cc-1d6c-4c88-8a0b-98259a4374a9']",50,,,,,,,,,,,,,,,,,,Getafe,216,00:29:50.758,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.208872,,,,,,,,,,,,,ccaff7cc-1d6c-4c88-8a0b-98259a4374a9,1216,,"[30.9, 23.1]",69303,29,,,,True,2.976444,,,,,,"[14.1, 25.9]",,High Pass,,17.031734,,,,Gabriel Alejandro Milito,25919.0,,,,,Recovery,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,56,Barcelona,217,"['07131518-501f-4b15-a619-8ee2e9fe2cd4', '68210147-a273-46d1-a3d5-350f9ca648d9', '921ec737-eccd-4418-b7b1-50b7b88bbbfa']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:53.469,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.918908,,,,,,,,,,,,,f839aa03-db4d-4392-a56d-d853cb3f29a1,1220,,"[8.6, 12.6]",69303,29,,,,,-0.038890887,,Left Foot,,,,"[34.3, 11.6]",,High Pass,,25.719448,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,56,Barcelona,217,"['a6c88384-97ba-4a95-9c3e-ed996797960a', 'a96bb2e7-4220-4294-af35-13455c40c033']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:58.147,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.7874,,,,,,,,,,,,,045b32be-b8b9-4d23-a8b7-566e50f1f6d6,1223,,"[34.3, 11.6]",69303,30,,,,,-0.3703778,,Right Foot,,,,"[53.1, 4.3]",,High Pass,,20.16755,,Incomplete,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,56,Barcelona,217,['7811f3d2-333a-4d2d-aea7-59d6b2ed2ecb'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:00.146,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.8578,,,,,,,,,,,,,7811f3d2-333a-4d2d-aea7-59d6b2ed2ecb,1224,,"[67.9, 76.7]",69303,30,,,,,-0.61881477,,Head,,,,"[74.5, 72.0]",,High Pass,,8.1024685,,,,Borja Fernández Fernández,11294.0,,,,,Recovery,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Back,56,Barcelona,217,"['045b32be-b8b9-4d23-a8b7-566e50f1f6d6', 'f4ff788c-c86b-4134-b60b-7aea27de42c3']",1,,,,,,,,,,,,,,,,,,Getafe,216,00:30:01.933,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.631634,,,,,,,,,,,,,260985ad-8e2c-4a7a-b2a4-8a0a86d5d27e,1226,,"[74.5, 72.2]",69303,30,,,,,0.30384967,,Right Foot,,,,"[86.3, 75.9]",,Low Pass,,12.366487,,Incomplete,,,,,,,,,1,Regular Play,Borja Fernández Fernández,11294.0,Right Defensive Midfield,56,Barcelona,217,['41ca79a7-93fa-44da-98fd-8f20c9698aa0'],2,,,,,,,,,,,,,,,,,,Getafe,216,00:30:02.791,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.769315,,,,,,,,,,,,,ac36da5d-cd0b-4008-bccf-f6347d973038,1230,,"[7.3, 4.1]",69303,30,,,,,2.3837104,,Right Foot,,,,"[1.7, 9.4]",,Ground Pass,,7.7103825,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,56,Barcelona,217,"['70a86a0e-ff71-4f32-917e-d193d2e172ba', '9eb7c6b2-d913-4b2e-8287-4f886a4d7b88']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:10.978,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.9645,,,,,,,,,,,,,a5a1bdcd-a06f-4d59-a5ce-42d2fe7ab8b5,1233,,"[2.1, 9.2]",69303,30,,,,,-0.03844259,,Left Foot,,,,"[41.1, 7.7]",,High Pass,,39.028835,,Incomplete,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,56,Barcelona,217,['60981e13-d213-4a63-83fe-a0cb0032c6b5'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:11.788,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4261,,,,,,,,,,,,,eae41f60-43cc-4599-9272-3224fd4da2b1,1242,,"[109.4, 80.0]",69303,30,,,,,-0.8790461,,,,,,"[117.6, 70.1]",,Low Pass,,12.85496,,,,Juan Ángel Albín Leites,26425.0,,,,,Throw-in,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Back,58,Getafe,216,['fdd2d665-9ad0-4844-a9ae-1ada41d5be25'],32,,,,,,,,,,,,,,,,,,Getafe,216,00:30:32.340,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.003,,,,,,,,,,,,,e3ee3110-d378-4a02-b353-b864f4d83a50,1246,,"[119.3, 73.1]",69303,30,,,,,1.7916251,,Right Foot,,,,"[118.2, 78.0]",,Ground Pass,,5.0219517,,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Throw In,Juan Ángel Albín Leites,26425.0,Right Wing,58,Getafe,216,"['4eec2b13-1701-4ae9-98d1-50126c5ec6b0', 'c0aadc67-25ba-40c8-80af-31514287626a']",35,,,,,,,,,,,,,,,,,,Getafe,216,00:30:35.574,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.2778,,,,,,,,,,,,,059ada3c-d8c2-4c50-84b6-86c724d7e384,1248,,"[116.1, 77.8]",69303,30,,,,,-0.9760371,,Right Foot,,,,"[118.4, 74.4]",,Low Pass,,4.104875,,Incomplete,,,,,,,,,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Back,58,Getafe,216,['0d1c29d1-7069-45a1-8846-a38f2ebfcff3'],36,,,,,,,,,,,,,,,,,,Getafe,216,00:30:36.577,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.335103,,,,,,,,,,,,,f3e817e6-022b-4783-ba49-3ce42d15e2ec,1250,,"[15.6, 22.3]",69303,30,,,,,-0.48475266,,Other,,,,"[30.6, 14.4]",,Low Pass,,16.95317,,,,David Villa Sánchez,12737.0,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,59,Barcelona,217,['396eaca9-597f-422d-a0db-5bad5073a401'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:39.568,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4138,,,,,,,,,,,,,502a55dd-f735-4c4d-808e-06810b17b87c,1254,,"[29.6, 15.2]",69303,30,,,,,0.88448775,,Right Foot,,,,"[37.3, 24.6]",,High Pass,,12.151132,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Center Forward,59,Barcelona,217,"['348f3cb8-0f89-40ba-ba32-ac1ba13c5711', 'be381e8e-7df1-409e-b77f-4b6f87af6848']",40,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:40.943,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.64316,,,,,,,,,,,,,704e13dd-2458-4d1a-a49d-bc3aca00e5e0,1257,,"[35.1, 26.1]",69303,30,,,,,0.7226786,,Right Foot,,,,"[46.1, 35.8]",,High Pass,,14.665947,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,59,Barcelona,217,['e53d3ec9-9485-4d2c-a0b1-70822c093284'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:42.397,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.558757,,,,,,,,,,,,,1d2f97b1-57a7-474a-9692-b0d21b9a63b2,1264,,"[66.6, 44.6]",69303,30,,,,,1.6787088,,Left Foot,,,,"[65.3, 56.6]",,Ground Pass,,12.070211,,,,Borja Fernández Fernández,11294.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,60,Getafe,216,"['62bcbe99-e30f-43f7-9ff6-e44c41a97b8b', 'a8e22b4f-8385-4353-a89c-2fda32d3bbb4']",45,,,,,,,,,,,,,,,,,,Getafe,216,00:30:45.862,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.6704,,,,,,,,,,,,,c014401e-9372-433a-8845-7df8ee8b0bbb,1269,,"[64.0, 59.1]",69303,30,,,,,-0.29936624,,Right Foot,,,,"[72.1, 56.6]",,Ground Pass,,8.477028,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Borja Fernández Fernández,11294.0,Right Defensive Midfield,60,Getafe,216,"['cc01cb1c-3451-4bc1-b080-722cd1462af7', 'fb1caf25-0e7e-4a1e-adfa-d34711cef858']",48,,,,,,,,,,,,,,,,,,Getafe,216,00:30:48.306,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.311698,,,,,,,,,,,,,16ebf4d7-9f5f-40c2-9640-daeb02872481,1271,,"[71.9, 56.6]",69303,30,,,,,1.916003,,Right Foot,,,,"[64.6, 76.9]",,Ground Pass,,21.572668,,,,Víctor Sánchez Mata,6758.0,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,60,Getafe,216,"['36de0fc9-ad53-46a1-8044-c4386c0d87cb', 'fb1caf25-0e7e-4a1e-adfa-d34711cef858']",48,,,,,,,,,,,,,,,,,,Getafe,216,00:30:48.976,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.154635,,,,,,,,,,,,,67fdc9aa-f0a2-49df-89be-8b493fc73565,1273,,"[65.5, 76.7]",69303,30,,,,,-0.43518555,,Right Foot,,,,"[76.9, 71.4]",,Ground Pass,,12.571794,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Back,60,Getafe,216,['a3b12936-fbda-43df-957b-e5534f5a3304'],50,,,,,,,,,,,,,,,,,,Getafe,216,00:30:50.288,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.5406,,,,,,,,,,,,,16e3afb8-6a03-4df0-af16-de66831b5628,1280,,"[76.4, 77.8]",69303,31,,,,,-1.0598043,,Right Foot,,,,"[106.9, 23.4]",,High Pass,,62.366737,,Incomplete,,Manuel del Moral Fernández,24507.0,,True,,,Free Kick,1,From Free Kick,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,61,Getafe,216,"['0c701bc0-8bef-439b-8e7c-83db82d701d7', '6397eef9-096e-413c-8abd-c4d735aa2751']",7,,,,,,,,,,,,,,,,,,Getafe,216,00:31:07.286,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.361518,,,,,,,,,,,,,0c701bc0-8bef-439b-8e7c-83db82d701d7,1282,,"[14.1, 57.6]",69303,31,,,,,-2.3906636,,Head,,,,"[3.6, 47.8]",,Low Pass,,14.3628,,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,62,Barcelona,217,"['16e3afb8-6a03-4df0-af16-de66831b5628', '4d38c7bc-3593-421b-936e-c9a69b398164']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:10.826,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.706378,,,,,,,,,,,,,7c073a52-eb25-4f62-afeb-7e9b592fa90d,1285,,"[6.0, 49.9]",69303,31,,,,,0.1120824,,Keeper Arm,,,,"[29.1, 52.5]",,Ground Pass,,23.24586,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,62,Barcelona,217,['42931125-d162-4a40-8722-2ad3ab7ed3ea'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:13.500,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.139045,,,,,,,,,,,,,76e2aef9-c02e-4e9d-93ea-01ea34c95b2b,1288,,"[64.1, 52.1]",69303,31,,,,,0.9924341,,Right Foot,,,,"[81.4, 78.6]",,Ground Pass,,31.647118,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,62,Barcelona,217,['2e96ed11-2780-486e-9e2c-161145140eb9'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:21.510,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.905,,,,,,,,,,,,,0b160854-39f4-4d8d-a748-0dccb41ece95,1291,,"[93.4, 66.8]",69303,31,,,,,-1.344478,,Right Foot,,,,"[96.9, 51.6]",,Ground Pass,,15.597756,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,62,Barcelona,217,"['4b26eb4f-2253-41c0-aeff-1980a57b7ba3', '799aa47b-9717-4a1b-9ab0-c1bf3d779225']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:26.442,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4563,,,,,,,,,,,,,a96bebe0-c3c3-4ffe-9e16-874803ba4792,1294,,"[26.9, 20.8]",69303,31,,,,,1.2883955,,Right Foot,,,,"[32.5, 40.1]",,Low Pass,,20.09602,,,,Daniel Parejo Muñoz,6595.0,,,,,Recovery,1,Regular Play,Manuel del Moral Fernández,24507.0,Left Wing,62,Barcelona,217,['765de583-cca6-4e2a-b1ae-957efa380f46'],28,,,,,,,,,,,,,,,,,,Getafe,216,00:31:28.419,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.722801,,,,,,,,,,,,,3cd1d815-9c94-4348-a3cf-d3f6ce4f89f1,1297,,"[32.5, 40.1]",69303,31,,,,,-0.39259952,,Right Foot,,,,"[55.2, 30.7]",,Ground Pass,,24.56929,,Incomplete,,,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,62,Barcelona,217,['101eadbc-6a2d-4c22-8cf3-767e4888030e'],29,,,,,,,,,,,,,,,,,,Getafe,216,00:31:29.915,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.198414,,,,,,,,,,,,,21adba59-592f-48d0-892d-ebf7347168f2,1300,,"[65.6, 53.3]",69303,31,,,,,1.0627804,,Right Foot,,,,"[75.9, 71.8]",,Ground Pass,,21.17404,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,62,Barcelona,217,['8e7925de-2a83-4a11-b9ac-457af2d1d734'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.029,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.795838,,,,,,,,,,,,,dcb218ed-8404-41c0-8f9b-65a3694a060b,1303,,"[74.6, 71.3]",69303,31,,,,,-0.97303796,,Right Foot,,,,"[81.0, 61.9]",,Ground Pass,,11.371895,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,62,Barcelona,217,['4685be9b-cc8f-4e9f-b1b4-cbf03ae53a55'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:35.092,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.011242,,,,,,,,,,,,,b0edcbc6-cca3-421b-9ae5-cac70ab6f9df,1307,,"[79.3, 61.5]",69303,31,,,,,2.3000736,,Left Foot,,,,"[70.9, 70.9]",,Ground Pass,,12.606348,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,62,Barcelona,217,"['70bfc725-a46b-4eeb-863d-9bf7e7378dd9', 'a9de24b1-aad7-409f-afd9-ea5a8fb5185c']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:36.008,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.757782,,,,,,,,,,,,,d21bcf88-1f32-4aab-a0b8-268b1c9727c6,1310,,"[87.6, 56.6]",69303,31,,,,,1.2975067,,Left Foot,,,,"[91.3, 69.8]",,Ground Pass,,13.708756,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,62,Barcelona,217,['60b3085b-5c65-4178-b4aa-9a4400a38f26'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:40.608,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.897247,,,,,,,,,,,,,009c99be-67e3-4805-b58a-68b14f44309e,1314,,"[88.5, 61.1]",69303,31,,,,,-1.1387683,,Left Foot,,,,"[96.2, 44.4]",,Ground Pass,,18.389671,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,62,Barcelona,217,['4e439dd8-2519-42c3-9a57-d2b3a155a753'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:42.919,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.631405,,,,,,,,,,,,,a9f749a9-ad82-4c8c-9b68-a7d4e11d6445,1317,,"[96.2, 44.4]",69303,31,,,,,-1.191161,cef6489a-7c71-49cb-ae39-b92fd71974a3,No Touch,,,,"[104.1, 24.6]",,Ground Pass,,21.317833,True,,,David Villa Sánchez,12737.0,True,,Through Ball,True,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,62,Barcelona,217,['7a44da0d-db6c-4e7d-ae76-0b48d4ff3baa'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:43.936,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.209583,,,,,,,,,,,,,e241693e-f942-4ea7-a18c-5625cc64ff90,1323,,"[110.1, 1.0]",69303,32,,,,,2.0557172,,,,,,"[105.2, 10.3]",,Low Pass,,10.511898,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,63,Barcelona,217,['b213fbb3-a373-4012-8ea1-02a85d7fd04f'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:07.188,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,3.6497,,,,,,,,,,,,,96f1907e-39ee-42ad-b9e6-7e95339d6d8f,1329,,"[7.0, 45.0]",69303,32,,,,,0.17254783,,Right Foot,,,,"[66.1, 55.3]",,High Pass,,59.990833,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Jordi Codina Rodríguez,26686.0,Goalkeeper,64,Getafe,216,['560890a9-c06a-4cb6-81e9-e87764e11452'],32,,,,,,,,,,,,,,,,,,Getafe,216,00:32:32.816,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.157,,,,,,,,,,,,,9d4ee75d-e28c-4e8d-b36c-3e19ea0d5692,1332,,"[57.6, 80.0]",69303,32,,,,,-0.77902883,,,,,,"[65.5, 72.2]",,Low Pass,,11.101802,,,,Daniel Parejo Muñoz,6595.0,,,,,Throw-in,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Back,65,Getafe,216,['b477700f-83e9-453c-91fd-9aebb900c60f'],45,,,,,,,,,,,,,,,,,,Getafe,216,00:32:45.410,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.1841,,,,,,,,,,,,,16327b61-ed2d-4c56-94fc-147e0cb4dba9,1336,,"[66.1, 72.0]",69303,32,,,,,-2.6337562,,Right Foot,,,,"[54.6, 65.6]",,Low Pass,,13.160927,,,,Borja Fernández Fernández,11294.0,,,,,,1,From Throw In,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,65,Getafe,216,"['29c7112d-9e54-4a56-a5b1-a649e81867fb', 'f58f52d6-bd82-433a-adc7-0067172af1b8']",47,,,,,,,,,,,,,,,,,,Getafe,216,00:32:47.287,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.480538,,,,,,,,,,,,,7ce31f4f-fdc7-4c1e-8606-72225826e8c2,1339,,"[54.1, 63.9]",69303,32,,,,,-1.0390723,,Left Foot,,,,"[63.1, 48.6]",,Ground Pass,,17.750774,,,,Francisco Javier Casquero Paredes,26144.0,,,,,,1,From Throw In,Borja Fernández Fernández,11294.0,Right Defensive Midfield,65,Getafe,216,['e451c600-71a9-4075-9762-4628c2062c68'],48,,,,,,,,,,,,,,,,,,Getafe,216,00:32:48.511,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.2364,,,,,,,,,,,,,74b5d0ee-7ae3-4017-a962-16ba06c44ed5,1342,,"[62.9, 47.1]",69303,32,,,,,-1.1994201,,Right Foot,,,,"[78.4, 7.3]",,Ground Pass,,42.711708,,,,Manuel del Moral Fernández,24507.0,,,,,,1,From Throw In,Francisco Javier Casquero Paredes,26144.0,Left Defensive Midfield,65,Getafe,216,['3390214f-5214-479c-95c8-30994d91feaa'],50,,,,,,,,,,,,,,,,,,Getafe,216,00:32:50.799,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.4644,,,,,,,,,,,,,15f6718a-7d4c-4b0f-8ad4-722c66ca9273,1346,,"[114.1, 10.9]",69303,32,,,,,1.4620318,,Left Foot,,,,"[116.0, 28.3]",,Ground Pass,,17.503428,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,From Throw In,Manuel del Moral Fernández,24507.0,Left Wing,65,Getafe,216,['a3446aa4-dbe0-4aa7-8286-69984c0f40d3'],56,,,,,,,,,,,,,,,,,,Getafe,216,00:32:56.930,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.7087,,,,,,,,,,,,,0fc1d264-9d89-4470-aa6a-71614b6a8a80,1350,,"[116.0, 30.0]",69303,32,,,,,1.9325255,7395c6a6-3a1b-4266-afa5-9bf5cf9d92d8,Left Foot,,,True,"[113.2, 37.4]",,Ground Pass,,7.9120164,,,,Ángel Javier Arizmendi de Lucas,26217.0,True,,,,,1,From Throw In,Daniel Parejo Muñoz,6595.0,Center Attacking Midfield,65,Getafe,216,['f50098d6-be7d-40a2-b95c-1efb6e04f0fe'],58,,,,,,,,,,,,,,,,,,Getafe,216,00:32:58.394,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.211618,,,,,,,,,,,,,71d0a663-8c9e-47fc-8229-082ad9bf48a1,1356,,"[4.3, 64.9]",69303,33,,,,,0.7411233,,Right Foot,,,,"[20.8, 80.0]",,High Pass,,22.366493,,Out,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,65,Getafe,216,,2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.659,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.236574,,,,,,,,,,,,,74c52000-40c7-4d2d-aa02-93d62541c97a,1357,,"[99.4, 1.0]",69303,33,,True,,,2.4429328,,,,,,"[94.4, 5.2]",,Low Pass,,6.529931,,,,Francisco Javier Casquero Paredes,26144.0,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Left Back,66,Getafe,216,['8f888d98-24ac-492c-8812-7d22669d40ae'],11,,,,,,,,,,,,,,,,,,Getafe,216,00:33:11.696,Pass,,2010/2011
