50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.297112,,,,,,,,,,,,,2fb94cfb-76ae-41cc-8b16-9805d62e98b8,1167,,"[52.8, 74.5]",69139,41,,,,,-2.4825027,,Right Foot,,,"[31.5, 58.0]",,Ground Pass,,26.943274,,,,Rafael Márquez Álvarez,5558.0,,,,,Recovery,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,84,Barcelona,217,['74616040-6c18-4485-b9f1-8b612d245728'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:30.128,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.98918,,,,,,,,,,,,,d3a90182-c4f1-44ad-8aca-b107b1b5c15d,1170,,"[31.5, 58.0]",69139,41,,,,,-2.4771886,,Left Foot,,,"[8.9, 40.3]",,Ground Pass,,28.70627,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,84,Barcelona,217,['48b2ba39-973f-4f68-9eec-7e9e93306614'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:32.692,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.406238,,,,,,,,,,,,,9e1a5a29-eee0-4de4-9240-fbacbafe5bf0,1173,,"[8.1, 44.1]",69139,41,,,,,0.9085047,,Right Foot,,,"[29.7, 71.8]",,Ground Pass,,35.1262,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,84,Barcelona,217,['c42faca4-ac45-4d9c-a1e6-13384a6e9c81'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:38.520,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.761002,,,,,,,,,,,,,1d03d355-b07f-478f-8eed-8fdbafcbc0eb,1176,,"[32.8, 72.5]",69139,41,,,,,0.3646495,,Right Foot,,,"[51.4, 79.6]",,Ground Pass,,19.909042,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,84,Barcelona,217,['146c0c2b-df5f-4212-bf6e-206281f9b38f'],42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:42.541,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.478719,,,,,,,,,,,,,07f23661-bd3a-480b-a493-c73b021d3031,1180,,"[70.7, 78.7]",69139,41,,,,,-1.6203425,,Right Foot,,,"[70.1, 66.6]",,Ground Pass,,12.114867,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,84,Barcelona,217,"['2c74523b-dcdb-4c81-bb54-b7bdca0412ac', 'e29895d7-998f-4703-b1ad-98926a802e68']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:48.137,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.460644,,,,,,,,,,,,,ab157fc8-78ac-4ffb-92e7-1138add97f93,1186,,"[81.7, 73.3]",69139,42,,,,,-2.1300814,,Left Foot,,,"[73.5, 60.2]",,Ground Pass,,15.454773,,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,85,Barcelona,217,['245b4d07-81d1-4a1a-be68-f0cdf982ae94'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:01.492,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.118294,,,,,,,,,,,,,fcfa63d7-f93a-43e7-b3d5-80cef1f6512c,1189,,"[73.5, 60.2]",69139,42,,,,,-1.5246753,,Right Foot,,,"[74.1, 47.2]",,Ground Pass,,13.013839,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,85,Barcelona,217,['d013c097-378c-45be-894e-a78cbc9a940d'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:03.578,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.965417,,,,,,,,,,,,,6f82881b-251d-42eb-a5b0-007669c5d03b,1193,,"[78.6, 46.0]",69139,42,,,,,-1.3611565,,Right Foot,,,"[84.6, 17.8]",,Ground Pass,,28.831234,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,85,Barcelona,217,['79c141c1-1938-4deb-9b94-a5fbee99773b'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:06.540,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.164585,,,,,,,,,,,,,5a6feb4f-0951-44f0-a165-f8948f7e2d1e,1196,,"[91.5, 16.7]",69139,42,,,,,1.0960156,,Left Foot,True,,"[111.7, 56.0]",,High Pass,,44.187443,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Back,85,Barcelona,217,['96c1d3f1-fbd9-43f0-80b5-ced71705e5c7'],10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:10.839,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.898669,,,,,,,,,,,,,e1e1e043-6fc2-4215-a857-5c529ef89465,1200,,"[106.9, 56.3]",69139,42,,,,,2.643277,,Left Foot,,,"[100.1, 60.0]",,Ground Pass,,7.741447,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,85,Barcelona,217,['6d2d22ba-57be-43fa-afc1-b65f0520676e'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.780,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.3328,,,,,,,,,,,,,fef47991-a49d-4bfb-87d4-bf7763f578ae,1204,,"[117.2, 57.9]",69139,42,,,,,-1.9956285,,Right Foot,True,,"[109.6, 41.1]",,High Pass,,18.439089,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,85,Barcelona,217,"['22b2ac9c-a506-4994-8c3b-97ff0f59bb05', '518db254-9446-46e8-81ed-39304b10ae35', 'fbfb7daf-16bd-4656-93e7-dc1735a25a89']",20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:20.083,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,3.208572,,,,,,,,,,,,,a4b0adfc-6ed2-46ed-a929-8e5d117d560b,1209,,"[97.8, 24.7]",69139,42,,,,,-1.1357604,,Right Foot,,,"[109.0, 0.6]",,Ground Pass,,26.575365,,Out,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,85,Barcelona,217,['9d208cf2-f839-4cd9-91eb-53dc3382a59d'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:29.068,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.4424,,,,,,,,,,,,,26add076-1ad7-4468-9a6c-5a13c7e6af91,1211,,"[23.6, 80.0]",69139,42,,,,,-0.5374927,,,,,"[38.7, 71.0]",,High Pass,,17.57868,,,,Luis García Fernández,23916.0,,,,,Throw-in,1,From Throw In,Sergio Sánchez Ortega,6904.0,Right Back,86,Espanyol,214,['d998f995-874d-4daa-924b-b894c0207128'],53,,,,,,,,,,,,,,,,,,,Espanyol,214,00:42:53.648,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.353,,,,,,,,,,,,,2d08e119-6798-40db-a0db-aae419435c11,1214,,"[38.1, 69.9]",69139,42,,,,True,0.28102073,,,,,"[47.8, 72.7]",,Low Pass,,10.096039,,,,Iván Daniel Alonso Vallejo,26243.0,,,,,,1,From Throw In,Luis García Fernández,23916.0,Right Midfield,86,Espanyol,214,"['0d608d47-9bcd-48fb-9962-9f65e0194a33', 'd23b15f5-58d6-4584-8504-d787b4733eeb']",55,,,,,,,,,,,,,,,,,,,Espanyol,214,00:42:55.130,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,2.0664,,,,,,,,,,,,,6cec3b0b-39af-44d3-bbcf-6566ebeb9f27,1220,,"[32.0, 80.0]",69139,43,,,,,-0.39896065,,,,,"[52.4, 71.4]",,High Pass,,22.138655,,,,Luis García Fernández,23916.0,,,,,Throw-in,1,From Throw In,Sergio Sánchez Ortega,6904.0,Right Back,87,Espanyol,214,['287e0f9a-b34d-4360-af32-ad7a5b2ee849'],13,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:13.016,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.3812,,,,,,,,,,,,,3e9c07ff-41d9-48ce-a984-a8e8b8d253e8,1224,,"[48.6, 68.2]",69139,43,,,,,-1.6814536,,Left Foot,,,"[45.9, 43.9]",,High Pass,,24.44954,,,,Román Fernando Martínez,26242.0,,,,,,1,From Throw In,Luis García Fernández,23916.0,Right Midfield,87,Espanyol,214,['29ea04b0-2f42-425d-aa38-0e0bedc62ab0'],16,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:16.143,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.367445,,,,,,,,,,,,,f40d60b5-205f-4e8a-9193-be00be849fd7,1226,,"[43.3, 43.0]",69139,43,,,,,0.33541954,,Head,,,"[71.7, 52.9]",,High Pass,,30.07607,,Incomplete,,Iván Daniel Alonso Vallejo,26243.0,,,,,,1,From Throw In,Román Fernando Martínez,26242.0,Right Center Midfield,87,Espanyol,214,"['3c8d40b6-adc3-4359-b579-7b10cf73f9eb', 'b8b6be9a-a8f3-4fda-8513-e5c17c162f60']",18,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:18.564,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.6641,,,,,,,,,,,,,c0831dd9-6119-4891-a70a-e6e2ff6ae660,1231,,"[49.3, 29.4]",69139,43,,,,,0.37070918,,Right Foot,,,"[75.8, 39.7]",,High Pass,,28.43132,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,87,Espanyol,214,"['90871ce0-f6ce-4af9-abc7-b96f5a611ade', 'a1a07a62-5580-427d-8828-4eaade44c4b8']",21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:21.092,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.0574,,,,,,,,,,,,,90871ce0-f6ce-4af9-abc7-b96f5a611ade,1233,,"[45.2, 41.3]",69139,43,,,,,0.05488986,,Other,,,"[54.3, 41.8]",,Low Pass,,9.113726,,,,Moisés Hurtado Pérez,26162.0,,,,,Recovery,1,From Throw In,Nicolás Martín Pareja,7909.0,Right Center Back,87,Espanyol,214,"['12a2ba5c-fff0-4e53-b9c2-2cfa052dbc09', 'c0831dd9-6119-4891-a70a-e6e2ff6ae660']",22,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:22.756,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.999515,,,,,,,,,,,,,094426dc-6e01-4f76-816d-8acb4ddc44c7,1236,,"[54.5, 43.4]",69139,43,,,,,-2.1975393,,Right Foot,,,"[50.3, 37.6]",,Low Pass,,7.1610055,,,,Nicolás Martín Pareja,7909.0,,,,,,1,From Throw In,Moisés Hurtado Pérez,26162.0,Center Defensive Midfield,87,Espanyol,214,['2a2b9f45-d5b8-4e99-ae2e-09302c63de1f'],23,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:23.854,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.325423,,,,,,,,,,,,,3eadfacb-77bd-471a-bcdc-91230832dde7,1239,,"[50.3, 33.2]",69139,43,,,,,-1.2443656,,Left Foot,,,"[56.8, 14.0]",,Ground Pass,,20.270422,,,,Iván De la Peña López,26105.0,,,,,,1,From Throw In,Nicolás Martín Pareja,7909.0,Right Center Back,87,Espanyol,214,['ac3f590e-d03e-4e32-9c6b-caa82efbc01a'],26,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:26.198,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.174671,,,,,,,,,,,,,9daafae1-fa20-4592-9b02-45e9eb018235,1242,,"[57.4, 13.8]",69139,43,,,,,2.55359,,Right Foot,,,"[44.2, 22.6]",,Ground Pass,,15.864426,,,,Nicolás Martín Pareja,7909.0,,,,,,1,From Throw In,Iván De la Peña López,26105.0,Left Center Midfield,87,Espanyol,214,['c4d5cf7e-3ec0-4a80-954f-ae7a5c16e2d2'],27,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:27.563,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.592761,,,,,,,,,,,,,938a5d94-4ab7-493f-805b-f9195bc30a03,1246,,"[46.1, 20.1]",69139,43,,,,,-1.2980471,,Right Foot,,,"[50.1, 5.8]",,Ground Pass,,14.848906,,,,Iván De la Peña López,26105.0,,,,,,1,From Throw In,Nicolás Martín Pareja,7909.0,Right Center Back,87,Espanyol,214,"['6f68f3ad-7b55-4c77-a6a1-1fc01097e396', 'cc55eefe-71e1-4125-b221-2a723315358e']",30,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:30.436,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.035777,,,,,,,,,,,,,8af8a62d-b7d8-44ff-abd0-b9cc9cc00da2,1250,,"[50.3, 4.6]",69139,43,,,,,2.4227626,,Right Foot,,,"[39.1, 14.4]",,Ground Pass,,14.882204,,,,Daniel Jarque Gonzalez,26110.0,,,,,,1,From Throw In,Iván De la Peña López,26105.0,Left Center Midfield,87,Espanyol,214,"['13cb97f2-731d-466e-839b-6be0dfdde4f7', '94e265d3-4e24-4dc3-9211-66bf9b68b58e']",32,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:32.917,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.55883,,,,,,,,,,,,,d6b0a367-d631-4b3c-87dd-d3df42f07750,1254,,"[41.7, 12.1]",69139,43,,,,,-0.17530364,,Left Foot,,,"[68.8, 7.3]",,High Pass,,27.521809,,,,Iván Daniel Alonso Vallejo,26243.0,,,,,,1,From Throw In,Daniel Jarque Gonzalez,26110.0,Left Center Back,87,Espanyol,214,"['1e7abd98-ffed-4e26-ad66-8b3af5fa6d37', '26e15e44-382c-4bea-9ecf-817ffb41300f']",35,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:35.366,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.1368,,,,,,,,,,,,,23cccf4a-2580-4616-8318-883ff0759225,1259,,"[64.6, 1.0]",69139,43,,,,,0.5660549,,,,,"[74.2, 7.1]",,Low Pass,,11.374093,,,,Anderson Luis de Carvalho,25764.0,,,,,Throw-in,1,From Throw In,David García De La Cruz,26138.0,Left Back,88,Espanyol,214,['215e6e9e-9df9-4415-badc-425d5ec799d4'],44,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:44.642,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.889878,,,,,,,,,,,,,af67ce5c-05a0-484c-9c59-940ba081d459,1262,,"[70.9, 5.8]",69139,43,,,,,-2.9985094,,Left Foot,,,"[59.1, 4.1]",,Ground Pass,,11.921828,,,,David García De La Cruz,26138.0,,,,,,1,From Throw In,Anderson Luis de Carvalho,25764.0,Left Midfield,88,Espanyol,214,['7955f9fe-4361-469c-9597-75c9c8ff2816'],45,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:45.888,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.895993,,,,,,,,,,,,,1ba7fb80-085c-40dd-b4d8-007405e587f6,1265,,"[61.2, 4.6]",69139,43,,,,,2.4129236,,Left Foot,,,"[39.8, 23.7]",,Ground Pass,,28.683968,,,,Nicolás Martín Pareja,7909.0,,,,,,1,From Throw In,David García De La Cruz,26138.0,Left Back,88,Espanyol,214,['611550e4-ee3c-46e2-a04b-87eca983a95f'],47,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:47.161,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.748349,,,,,,,,,,,,,61f0f697-4eb6-4630-bc0f-400684a959f2,1268,,"[39.8, 24.5]",69139,43,,,,,0.9784522,,Right Foot,,,"[71.9, 72.2]",,High Pass,,57.495216,,,,Sergio Sánchez Ortega,6904.0,,True,,,,1,From Throw In,Nicolás Martín Pareja,7909.0,Right Center Back,88,Espanyol,214,['8d9b7b9a-f2be-43af-87ed-0cd5f5289b49'],50,,,,,,,,,,,,,,,,,,,Espanyol,214,00:43:50.449,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.883907,,,,,,,,,,,,,4da3e203-1310-4083-b6f6-1b2f13299816,1275,,"[74.2, 46.6]",69139,44,,,,,-0.6874467,,Right Foot,,,"[83.7, 38.8]",,Ground Pass,,12.291867,,,,Iván De la Peña López,26105.0,,,,,,1,From Throw In,Sergio Sánchez Ortega,6904.0,Right Back,88,Espanyol,214,['45b7245f-b40a-4015-9f39-53777a73af68'],0,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:00.208,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.3938,,,,,,,,,,,,,71530291-92f1-474b-b844-ee48a38b371b,1278,,"[84.5, 38.2]",69139,44,,,,,0.36473483,,Left Foot,,,"[90.0, 40.3]",,Ground Pass,,5.8872743,,Incomplete,,Iván Daniel Alonso Vallejo,26243.0,,,,,,1,From Throw In,Iván De la Peña López,26105.0,Left Center Midfield,88,Espanyol,214,"['71d7565d-ca77-4af5-8646-8c5fd2bc3b43', 'ee6183fc-0deb-44fd-886c-4466451a9043']",1,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:01.896,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,3.3916,,,,,,,,,,,,,883a755c-715b-4869-9351-62bf0ee2c974,1283,,"[18.0, 52.5]",69139,44,,,,,-0.4056921,,Right Foot,,,"[78.3, 26.6]",,High Pass,,65.626976,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,88,Espanyol,214,"['cf9c959b-9271-4698-8904-d56a44cb6aa4', 'f721d453-6cd1-41b9-a73b-157b449a0f34']",14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.335,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,0.902352,,,,,,,,,,,,,785b8916-3225-4bdb-8be9-8bc1100eb18d,1289,,"[42.7, 66.1]",69139,44,,,,,0.45215386,,Right Foot,,,"[60.2, 74.6]",,Ground Pass,,19.455076,,,,Luis García Fernández,23916.0,,,,,,1,From Throw In,Sergio Sánchez Ortega,6904.0,Right Back,88,Espanyol,214,['61fa41c8-65b3-48f1-9a44-f9fcdae96f1a'],22,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:22.251,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.246847,,,,,,,,,,,,,7b1c4d73-7401-40bf-bd00-ef0985ec47c5,1292,,"[57.0, 64.5]",69139,44,,,,,-1.8461087,,Right Foot,,,"[52.0, 46.8]",,Ground Pass,,18.392662,,,,Moisés Hurtado Pérez,26162.0,,,,,,1,From Throw In,Luis García Fernández,23916.0,Right Midfield,88,Espanyol,214,['7a74f4b5-bc22-4a6c-a237-21ec2a21643c'],25,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:25.473,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.231822,,,,,,,,,,,,,c3abd224-1e5b-4acc-ba60-95e492e99045,1295,,"[52.4, 44.7]",69139,44,,,,,-0.7574334,,Right Foot,,,"[67.1, 30.8]",,Ground Pass,,20.231165,,,,Iván De la Peña López,26105.0,,,,,,1,From Throw In,Moisés Hurtado Pérez,26162.0,Center Defensive Midfield,88,Espanyol,214,['4ddbb048-c188-4683-a098-89b229a04127'],27,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:27.635,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.293862,,,,,,,,,,,,,b5118211-b3b9-49b7-9b03-c2ea41d6bbfa,1298,,"[69.4, 31.7]",69139,44,,,,,-1.0346503,,Right Foot,,,"[85.8, 4.1]",,Ground Pass,,32.104828,,,,Anderson Luis de Carvalho,25764.0,,,,,,1,From Throw In,Iván De la Peña López,26105.0,Left Center Midfield,88,Espanyol,214,['fd596467-73bd-422e-92e4-48e72a81f2fe'],31,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:31.723,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,3.603877,,,,,,,,,,,,,75d95fd0-c79f-4cc0-8798-7528efe48d87,1301,,"[86.8, 5.8]",69139,44,,,,,1.0159855,,Left Foot,True,,"[120.7, 60.5]",,High Pass,,64.352936,,Out,,Iván Daniel Alonso Vallejo,26243.0,,True,,,,1,From Throw In,Anderson Luis de Carvalho,25764.0,Left Midfield,88,Espanyol,214,['30c489cf-8549-48c4-849a-6c811db63c3d'],34,,,,,,,,,,,,,,,,,,,Espanyol,214,00:44:34.804,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,3.062583,,,,,,,,,,,,,e237cffc-5c3f-4600-a741-c06e245b9ec6,1303,,"[6.0, 36.0]",69139,44,,,,,-0.074743494,,Right Foot,,,"[70.1, 31.2]",,High Pass,,64.279465,,,,Thierry Henry,15516.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,89,Barcelona,217,['8449cb3e-eebc-4db1-a175-5bc655b6fd69'],59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.640,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.8179,,,,,,,,,,,,,07ebcd50-e14e-48c3-a30a-4fc05f92efd3,1306,,"[70.5, 32.3]",69139,45,,,,True,0.91170627,,,,,"[76.0, 39.4]",,High Pass,,8.9810915,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Goal Kick,Thierry Henry,15516.0,Left Wing,89,Barcelona,217,"['c27dfb39-e4fd-4c43-b125-1e37cd660762', 'fa8a6f3a-cbd0-48ef-922f-5b19f8966402']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:02.703,Pass,True,2008/2009
,,,,,,,,,,,,,,,,,,1.255311,,,,,,,,,,,,,f4caac5e-7f30-43d8-ad0d-000cd10a4357,1311,,"[44.4, 46.0]",69139,45,,,,,-1.7279594,,Head,,,"[41.5, 27.7]",,Low Pass,,18.528357,,,,David García De La Cruz,26138.0,,,,,Recovery,1,Regular Play,Daniel Jarque Gonzalez,26110.0,Left Center Back,90,Espanyol,214,['659fc631-6ab6-4682-b3f8-2b9d6a51fdec'],5,,,,,,,,,,,,,,,,,,,Espanyol,214,00:45:05.929,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.439612,,,,,,,,,,,,,622b7fc1-17b0-4158-97eb-f97172ca2115,1314,,"[42.5, 25.4]",69139,45,,,,,-0.92307585,,Left Foot,,,"[56.8, 6.5]",,Ground Pass,,23.70021,,,,Anderson Luis de Carvalho,25764.0,,,,,,1,Regular Play,David García De La Cruz,26138.0,Left Back,90,Espanyol,214,['72ed3c95-16bf-405a-9701-201e1a62f0cf'],8,,,,,,,,,,,,,,,,,,,Espanyol,214,00:45:08.735,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.147247,,,,,,,,,,,,,1f7d59b4-fe44-495d-84a5-7c74074f0956,1320,,"[39.4, 6.7]",69139,45,,,,,2.0529604,,Left Foot,,,"[28.2, 28.1]",,Ground Pass,,24.153675,,,,Daniel Jarque Gonzalez,26110.0,,,,,Recovery,1,Regular Play,David García De La Cruz,26138.0,Left Back,90,Espanyol,214,['12a17210-7fe0-4fd1-9a6c-c1b451ae188d'],14,,,,,,,,,,,,,,,,,,,Espanyol,214,00:45:14.485,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.342471,,,,,,,,,,,,,32532065-34ad-4718-8fa4-9e215a5ff484,1323,,"[29.3, 28.3]",69139,45,,,,,-0.056824986,,Left Foot,,,"[62.7, 26.4]",,High Pass,,33.454,,Incomplete,,Iván Daniel Alonso Vallejo,26243.0,,,,,,1,Regular Play,Daniel Jarque Gonzalez,26110.0,Left Center Back,90,Espanyol,214,"['789d8979-22ba-4db1-bd91-91a3930c2167', 'bc94d231-7a0f-4bdc-ab18-8eeaf4f3ad56']",15,,,,,,,,,,,,,,,,,,,Espanyol,214,00:45:15.918,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.05794,,,,,,,,,,,,,d21f1610-06c9-4c6b-aafb-2748be62cfe7,1327,,"[61.9, 57.1]",69139,45,,,,,1.0382922,,Left Foot,,,"[71.8, 73.9]",,Ground Pass,,19.5,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,90,Espanyol,214,['40213e5f-5e73-40a4-8957-beac0aa5b5b5'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:18.339,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,2.14567,,,,,,,,,,,,,db4cc719-3d7e-46fa-a804-59b2e2373770,1330,,"[91.5, 77.3]",69139,45,,,,,-1.0145184,,Right Foot,True,,"[113.2, 42.4]",,High Pass,,41.09623,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,90,Espanyol,214,"['53ed70d6-5487-4fb3-9284-ee2e832bdaa1', 'de9dae10-0533-4fb4-9805-63f37c63d63f']",22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:45:22.509,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,1.618912,,,,,,,,,,,,,a26e3372-eafb-4cd1-8685-c464629d11c2,1334,,"[14.1, 39.0]",69139,45,,,,,0.17818475,,Keeper Arm,,,"[35.2, 42.8]",,Ground Pass,,21.43945,,,,Iván De la Peña López,26105.0,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,90,Espanyol,214,['0383c0f3-7d0f-4776-899f-c71fe1ebe225'],26,,,,,,,,,,,,,,,,,,,Espanyol,214,00:45:26.740,Pass,,2008/2009
