50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,3.288474,,,,,,,,,,,afa6f2b4-72b8-4a4a-8e05-15c4b9e85691,925,,,"[6.0, 36.0]",16173,21,,True,,,-0.41375476,,Right Foot,,,"[68.4, 8.6]",High Pass,,68.15072,,,,Iñaki Williams Arthuer,6393.0,,,,,Goal Kick,1,From Goal Kick,Iago Herrerín Buisán,6662.0,Goalkeeper,43,Athletic Club,215,['66e14986-7b49-4227-a9be-9e2af3b11617'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:21:55.265,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.184465,,,,,,,,,,,a795275c-96a4-41b3-8a42-9ed5a0d8b69e,931,,,"[105.8, 27.2]",16173,22,,,,,1.2341216,,Right Foot,,,"[106.5, 29.2]",Ground Pass,,2.118962,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Goal Kick,Iñaki Williams Arthuer,6393.0,Center Forward,43,Athletic Club,215,"['5e7182a5-acfe-4cf1-a5c2-fbf0d959e511', '6fe72e77-2849-48b4-b35f-fc7d81945283', 'a111a95d-c636-422a-8942-34137c3f6417']",5,,,,,,,,,,,,,,,,,Athletic Club,215,00:22:05.242,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.27203,,,,,,,,,,,da94b799-d6b1-4365-8396-6b29d619060b,935,,,"[22.1, 31.7]",16173,22,,,,,2.3154008,,Left Foot,,,"[17.4, 36.8]",Ground Pass,,6.935416,,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,44,Barcelona,217,"['604e4565-47e6-42ff-98ea-0ba678d6c87a', 'c102850c-0724-4150-b377-621085c40a43']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:22:07.982,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.466396,,,,,,,,,,,1b4292bd-e5b3-4516-a0b1-34c500e5fb52,938,,,"[17.4, 36.8]",16173,22,,,,,0.6523309,,Right Foot,,,"[24.6, 42.3]",Ground Pass,,9.060353,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Left Back,44,Barcelona,217,['14f1ea79-ff70-4601-9648-0d9a3c12abd0'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:22:09.275,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.233031,,,,,,,,,,,2b322424-d808-4db5-9834-c2abbacbc1c1,944,,,"[26.5, 41.1]",16173,22,,True,,,0.9179497,,Right Foot,,,"[39.5, 58.1]",Ground Pass,,21.400934,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,45,Barcelona,217,['7d5b6b76-f911-4759-be8a-7830d3e80e8e'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:22:39.764,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.15926,,,,,,,,,,,072b6d11-f458-4231-810c-64f857a48744,946,,,"[40.8, 58.3]",16173,22,,,,,-1.2390794,,Left Foot,,,"[50.1, 31.3]",Ground Pass,,28.556786,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,45,Barcelona,217,['f98c1992-f627-4740-82cc-e88fcdd5a524'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.320,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.350168,,,,,,,,,,,570c35e5-7a1b-4df0-bf2c-55b1a0c21361,949,,,"[58.2, 29.0]",16173,22,,,,,-0.347506,,Right Foot,,,"[70.9, 24.4]",Ground Pass,,13.507405,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,45,Barcelona,217,['b5a90c19-7879-479e-bb79-502f663a10cb'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:22:43.793,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.631948,,,,,,,,,,,dc9c7836-78bd-407e-b87a-1ddd94eca63e,952,,,"[88.5, 21.6]",16173,22,,,,,0.044913594,,Right Foot,,,"[115.2, 22.8]",Ground Pass,,26.726954,,Pass Offside,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,45,Barcelona,217,['6e1586a7-2ec9-4867-82ab-2f2ba5349fbe'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:22:47.837,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,4.286486,,,,,,,,,,,48ace0b3-6f8f-426f-b276-7f8e4cb537a3,954,,,"[7.2, 49.6]",16173,23,,,,,0.11510456,,Right Foot,,,"[73.8, 57.3]",High Pass,,67.04364,,Incomplete,,Raúl García Escudero,6391.0,,,,,Free Kick,1,From Free Kick,Iago Herrerín Buisán,6662.0,Goalkeeper,46,Athletic Club,215,"['21c95cc8-b1dd-463d-8724-6ce7e4760cf0', '90c03ee6-022b-4add-ae4f-092457e2634d']",23,,,,,,,,,,,,,,,,,Athletic Club,215,00:23:23.519,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.750993,,,,,,,,,,,69e8ce79-9d72-4914-8dc6-c44d60e2c7d7,958,,,"[50.1, 27.2]",16173,23,,,,,2.3196254,,Right Foot,,,"[34.3, 44.2]",Ground Pass,,23.208618,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,47,Barcelona,217,['696ba589-e15d-4a78-ba15-893dbeb299b3'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.147,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.296582,,,,,,,,,,,4fba15ac-046c-4a49-b8bd-cdf8edc7df22,962,,,"[33.1, 50.5]",16173,23,,,,,1.3105623,,Right Foot,,,"[37.6, 67.4]",Ground Pass,,17.488853,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,47,Barcelona,217,['00a4e7e1-72f7-48d7-b2eb-34c9ce82b404'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:23:31.363,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.771898,,,,,,,,,,,f3d595ad-7bfe-485d-916a-db3cd203d46a,965,,,"[37.6, 67.4]",16173,23,,,,,-2.339862,,Right Foot,,,"[10.5, 39.4]",Ground Pass,,38.96678,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,47,Barcelona,217,['61b7fa2c-a6c1-464f-928a-177bae98c890'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:23:33.333,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.762207,,,,,,,,,,,12b5cac1-7c36-4ec3-bc03-31e816e64e5a,969,,,"[9.7, 32.4]",16173,23,,,,,0.47244826,,Left Foot,,,"[45.9, 50.9]",Low Pass,,40.65329,,Incomplete,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,47,Barcelona,217,"['8daf9d09-38fc-4aaa-85ef-4dc391348034', '8f733344-8010-4e88-9481-bf4f595def99']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.029,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.904892,,,,,,,,,,,996accec-c54c-4a3e-ab57-533f8e5f0c45,972,,,"[82.0, 28.3]",16173,23,,,,,0.9436221,,Right Foot,,,"[108.6, 65.0]",High Pass,,45.326042,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,48,Athletic Club,215,['1df28ee4-6898-4c90-aa57-7392987cbc39'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:23:41.242,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.669757,,,,,,,,,,,64918211-85cd-4858-8da3-2490f68bbb7b,975,,,"[109.2, 64.2]",16173,23,,,,,-1.3654009,30d4ca44-4495-4697-9912-5119f291d23f,Right Foot,True,,"[112.7, 47.4]",Low Pass,,17.160711,,,,Iñaki Williams Arthuer,6393.0,True,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Wing,48,Athletic Club,215,['d5c1052c-3454-459a-aace-0f7706174e22'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:23:44.741,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.444151,,,,,,,,,,,caea7391-47e4-493d-b076-86a0dffd6adc,984,,,"[9.5, 36.3]",16173,23,,,,,2.7790484,,Head,,,"[3.7, 38.5]",Low Pass,,6.203225,,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,49,Barcelona,217,['4be52689-c47d-486f-8ee1-459b0c70b437'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.569,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.691165,,,,,,,,,,,c0e911f1-0ce9-48bd-826c-dfc057a8b88a,986,,,"[16.9, 36.1]",16173,24,,True,,,-0.56784403,,Drop Kick,,,"[51.7, 13.9]",High Pass,,41.27808,,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,49,Barcelona,217,['733a352d-e294-4ccb-a1f7-640a3b05211c'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:24:03.189,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.151173,,,,,,,,,,,e39c076b-87f6-49c9-b2c4-c0b41bf2fc2b,990,,,"[56.7, 22.6]",16173,24,,,,,-0.8934797,,Right Foot,,,"[71.9, 3.7]",Ground Pass,,24.253866,,,,Nélson Cabral Semedo,6374.0,,,,,Free Kick,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,50,Barcelona,217,['e6441d5f-952d-4f9e-a744-f7ea8b4f5239'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:24:24.007,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.123552,,,,,,,,,,,544e6187-2c3b-4418-81a8-197258297d6b,993,,,"[71.9, 3.7]",16173,24,,,,,2.5263395,,Right Foot,,,"[58.6, 13.1]",Ground Pass,,16.286497,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Left Back,50,Barcelona,217,['7a566d86-653e-49d9-96b5-77826e3a6a50'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.281,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.259135,,,,,,,,,,,c044b86c-8eba-4cd4-bab3-3a498a73aa03,996,,,"[59.0, 14.8]",16173,24,,,,,0.35165617,,Left Foot,,,"[72.9, 19.9]",Ground Pass,,14.80608,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,50,Barcelona,217,['d9d13eda-13f3-4598-9a4b-1be3c0122301'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.603,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.939301,,,,,,,,,,,e66b97c4-39e9-4220-9555-c24559d49af6,1000,,,"[76.3, 20.9]",16173,24,,,,,-0.6154128,,Left Foot,,,"[92.0, 9.8]",Ground Pass,,19.227585,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,50,Barcelona,217,"['64d37fed-a6e0-4c2d-9d37-cf1f4dfa375d', '6b69663e-45bd-4b1c-9ab9-4596a51078c7']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:24:32.024,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.736449,,,,,,,,,,,2c90bc3b-65d7-40ba-86f2-3d9203f07242,1004,,,"[95.9, 14.9]",16173,24,,,,,1.535723,,Right Foot,,,"[96.3, 26.3]",Ground Pass,,11.407016,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Left Back,50,Barcelona,217,['995e2e61-30ad-4a28-8e90-78f47ab96e97'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:24:34.862,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.467324,,,,,,,,,,,9fb51c1f-d1dc-4c25-ac50-55d69170b9f5,1007,,,"[96.3, 26.7]",16173,24,,,,,1.5707964,,No Touch,,,"[96.3, 29.8]",Ground Pass,,3.1,True,Incomplete,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,50,Barcelona,217,['a25603c9-e5cf-4a1c-9267-0a7a25052e9a'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.725,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.026767,,,,,,,,,,,7b50051e-6a49-4eb6-b87c-8d5acdf20878,1011,,,"[38.3, 57.3]",16173,24,,,,,1.1364802,,Right Foot,,,"[46.0, 73.9]",Ground Pass,,18.298906,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Free Kick,Markel Susaeta Laskurain,6390.0,Right Wing,50,Barcelona,217,['7af7256e-442c-4552-9e3b-c2b91a05bd95'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:24:41.520,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.372096,,,,,,,,,,,467e7a69-ea5a-4afa-99aa-229722a30576,1014,,,"[49.7, 70.5]",16173,24,,,,,-0.20648623,,Right Foot,,,"[104.6, 59.0]",Low Pass,,56.091534,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,Through Ball,True,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,50,Barcelona,217,"['0e0f0412-7b10-436e-b451-ccb5c7ca4160', '8fbe3716-8b7b-4871-a157-69f21c0dbadd']",43,,,,,,,,,,,,,,,,,Athletic Club,215,00:24:43.717,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.253423,,,,,,,,,,,afe114b0-7365-4bca-9af7-b936a0bd3630,1018,,,"[16.9, 24.0]",16173,24,,,,,1.1881676,,Keeper Arm,,,"[36.5, 72.7]",High Pass,,52.49619,,,,Sergi Roberto Carnicer,6379.0,,True,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,51,Barcelona,217,['3a5544eb-5c07-4497-b473-b2ff41db75e7'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:24:48.892,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.714453,,,,,,,,,,,3628a817-9ec1-467a-896e-ebc60c5de20a,1021,,,"[47.6, 67.5]",16173,24,,,,,-1.0274699,,Right Foot,,,"[53.7, 57.4]",Ground Pass,,11.799152,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Keeper,Sergi Roberto Carnicer,6379.0,Right Back,51,Barcelona,217,['3816c287-efc1-48c0-b078-c6ab5dbcf8b6'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:24:53.889,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.211225,,,,,,,,,,,d0e053eb-9a78-4f02-8533-ff5ee4490b46,1024,,,"[57.2, 57.4]",16173,24,,,,,-0.67052156,,Right Foot,,,"[65.9, 50.5]",Ground Pass,,11.1040535,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Keeper,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,51,Barcelona,217,['3e2f8bdc-702b-4f1b-babd-ab78566b3d93'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:24:55.740,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.301497,,,,,,,,,,,758b05b9-11e9-497b-89e7-82394e65797d,1027,,,"[65.9, 50.5]",16173,24,,,,,-2.490516,,Right Foot,,,"[59.6, 45.7]",Ground Pass,,7.920227,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Keeper,Luis Alberto Suárez Díaz,5246.0,Center Forward,51,Barcelona,217,['f3e272b4-92d1-4e5e-b10e-18e2978f1625'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:24:58.016,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.891097,,,,,,,,,,,9bfddbcb-7dbc-43ff-8ba5-bfa753c487f8,1030,,,"[61.1, 44.8]",16173,24,,,,,-1.0568767,,Right Foot,,,"[68.1, 32.4]",Ground Pass,,14.239382,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,51,Barcelona,217,['b8b85df6-f3f3-4c92-abb4-0f4eaa9be1fb'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:24:59.744,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.24754,,,,,,,,,,,9093ed6e-fcf6-44ec-9528-e875c37e73ad,1033,,,"[70.9, 31.5]",16173,25,,,,,-0.22742476,,Left Foot,,,"[105.9, 23.4]",Ground Pass,,35.92506,,Pass Offside,,Nélson Cabral Semedo,6374.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,51,Barcelona,217,['dac48c39-3fed-45c5-9c9e-32936df4bc44'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:25:02.504,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,3.236543,,,,,,,,,,,107c737a-3148-46ec-8463-f2e94a117f27,1035,,,"[17.5, 53.8]",16173,25,,,,,0.22455214,,Right Foot,,,"[85.8, 69.4]",High Pass,,70.05891,,Incomplete,,Raúl García Escudero,6391.0,,,,,Free Kick,1,From Free Kick,Iago Herrerín Buisán,6662.0,Goalkeeper,52,Athletic Club,215,"['de7fa33e-01f2-4a73-ba80-57317acd740c', 'ebff17fe-fb64-4a2e-bb10-ba86e6e7b648']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:25:42.624,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.717089,,,,,,,,,,,71036e5d-a692-4b61-94d2-4820f7c24466,1039,,,"[90.5, 80.0]",16173,25,,,,,-1.9428641,,,,,"[87.3, 71.8]",Low Pass,,8.802273,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,53,Athletic Club,215,['f3b1b272-7ae3-4620-a3fa-86803c4df4bf'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:25:55.923,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.808541,,,,,,,,,,,588c0380-4591-49a7-86ba-c93fd62b169e,1042,,,"[87.3, 71.8]",16173,25,,,,,0.3495212,,Right Foot,,,"[98.0, 75.7]",High Pass,,11.388591,,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,53,Athletic Club,215,['ac673ca7-7c79-49a7-aa74-a615c46a738d'],57,,,,,,,,,,,,,,,,,Athletic Club,215,00:25:57.108,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.561464,,,,,,,,,,,12e5ce09-584c-4bda-8877-f33f95cc8506,1045,,,"[97.8, 75.7]",16173,25,,,,,-1.2982484,,Right Foot,,,"[102.3, 59.6]",Ground Pass,,16.717056,,,,Raúl García Escudero,6391.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,53,Athletic Club,215,['fb40ba54-3d81-4cf1-af38-f3f072afae33'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:25:59.188,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.46558,,,,,,,,,,,727127e0-5cb0-4c19-aec0-8f351d060bc6,1048,,,"[102.3, 59.2]",16173,25,,,,,-1.5300026,,Right Foot,,,"[102.7, 49.4]",Ground Pass,,9.80816,,,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,53,Athletic Club,215,['543950ec-8db8-47e3-a338-682e4e3a3870'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:25:59.829,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.377854,,,,,,,,,,,2dadf460-3e4e-4c25-85c2-c807956e66b0,1052,,,"[104.0, 46.1]",16173,26,,,,,-2.0389283,35104176-be99-438b-a14d-f6e68dd90ae6,Right Foot,,,"[99.5, 37.2]",Ground Pass,,9.972963,,,,Yuri Berchiche Izeta,3023.0,True,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Center Forward,53,Athletic Club,215,['53abfdd2-b6a1-41cd-baba-00a9cd4aa728'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:26:01.658,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.184045,,,,,,,,,,,87e7d1b9-a1df-46e3-865c-d27e0d88ede8,1057,,,"[120.0, 0.1]",16173,26,,,,,1.7166072,,Right Foot,,,"[115.8, 28.7]",High Pass,True,28.906746,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Markel Susaeta Laskurain,6390.0,Right Wing,54,Athletic Club,215,['9dcb0795-5f6c-4aef-b306-0033e0009b95'],33,,,,,,,,,,,,,,,,,Athletic Club,215,00:26:33.883,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.990338,,,,,,,,,,,d76d39df-84f9-455e-a764-be06c6e37dc4,1061,,,"[97.5, 4.8]",16173,26,,,,,0.1367557,,Right Foot,,,"[108.4, 6.3]",Ground Pass,,11.002727,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Corner,Markel Susaeta Laskurain,6390.0,Right Wing,54,Athletic Club,215,['670d0e5e-8be1-40c3-aa56-da56cc49da40'],39,,,,,,,,,,,,,,,,,Athletic Club,215,00:26:39.567,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.175123,,,,,,,,,,,05cc2e0d-642a-4417-b68b-e506f216fd1a,1064,,,"[110.0, 9.6]",16173,26,,,,,1.4083072,,Left Foot,,,"[111.0, 15.7]",Low Pass,,6.1814237,,Incomplete,,,,,,,,,1,From Corner,Yuri Berchiche Izeta,3023.0,Left Wing,54,Athletic Club,215,['32c07d88-3fdd-4425-932c-461f08af46ee'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:26:41.818,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.254832,,,,,,,,,,,bfb56436-a172-4847-97ae-a66ebd8b3a05,1068,,,"[101.7, 15.2]",16173,27,,,,,1.0831534,c4766aa2-4065-4b2c-b4f6-4e19144eeead,Right Foot,True,,"[114.8, 39.9]",High Pass,,27.958899,,,,Yeray Álvarez López,6877.0,True,,,,Free Kick,1,From Free Kick,Markel Susaeta Laskurain,6390.0,Right Wing,55,Athletic Club,215,['c9a6eea1-8c4d-4384-960f-36883b217fc0'],40,,,,,,,,,,,,,,,,,Athletic Club,215,00:27:40.704,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.375453,,,,,,,,,,,9e2a2218-b3a8-4f25-ac3f-e04595054318,1073,,,"[120.0, 0.1]",16173,28,,,,,1.6803042,,Right Foot,,,"[117.9, 19.2]",Ground Pass,,19.215097,,,,Yuri Berchiche Izeta,3023.0,,,,,Corner,1,From Corner,Markel Susaeta Laskurain,6390.0,Right Wing,56,Athletic Club,215,['60cadbec-975a-44aa-b20c-f5ab6cbfbf5c'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:28:11.693,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.511626,,,,,,,,,,,ee73377d-8dd1-4d3a-9c2d-1e3f4f4d6e7b,1077,,,"[115.8, 15.9]",16173,28,,,,,-2.5054522,,Left Foot,,,"[100.5, 4.6]",Ground Pass,,19.020515,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Corner,Yuri Berchiche Izeta,3023.0,Left Wing,56,Athletic Club,215,"['2d555e39-4931-4ac6-b7b6-e662336f4643', 'fb7f3848-65b6-4dc4-9fae-443fafb5b035']",13,,,,,,,,,,,,,,,,,Athletic Club,215,00:28:13.148,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.130094,,,,,,,,,,,16389864-8a86-4440-b373-ab7b588e4227,1081,,,"[89.1, 3.7]",16173,28,,,,,0.050317205,,Left Foot,,,"[103.0, 4.4]",Ground Pass,,13.917615,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Corner,Markel Susaeta Laskurain,6390.0,Right Wing,56,Athletic Club,215,['beeb0b90-a407-4837-80c9-fec36aab43f2'],19,,,,,,,,,,,,,,,,,Athletic Club,215,00:28:19.259,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.759007,,,,,,,,,,,9ffc45cd-9657-4c76-97be-ed0e46e57c33,1087,,,"[7.0, 44.1]",16173,28,,True,,,-0.09797589,,Right Foot,,,"[30.4, 41.8]",Ground Pass,,23.512762,,,,Sergio Busquets i Burgos,5203.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,57,Barcelona,217,['db515efd-fca5-4c61-a307-c555b9ed3e4a'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:28:34.050,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.301814,,,,,,,,,,,2a4bb940-1b0b-44a0-a5c4-bc1532503ba9,1089,,,"[21.9, 41.4]",16173,28,,,,,-0.7915709,,Left Foot,,,"[38.0, 25.1]",Ground Pass,,22.910696,,,,Ivan Rakitić,5470.0,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,57,Barcelona,217,['64a37fa8-ee25-4d2f-86ae-ac372bb343f9'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:28:35.856,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.542752,,,,,,,,,,,0e4af9a5-ebf6-4109-bbe1-e82e5530fba9,1092,,,"[40.8, 24.0]",16173,28,,,,,-0.90575755,,Right Foot,,,"[55.7, 5.0]",Ground Pass,,24.1456,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Left Center Midfield,57,Barcelona,217,['fcda042a-d1ee-49e1-84fa-92f619fd6c2f'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.139,Pass,,2018/2019
