50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,4.814295,,,,,,,,,,,,,76ffff7b-59b0-480a-a702-6cc9e3ecb96d,1655,,"[52.9, 40.7]",69156,47,,True,,,0.5560105,,Right Foot,,,,"[115.5, 79.6]",High Pass,,73.7019,Out,,Rahamat Riga Mustapha,26181.0,,,,,Free Kick,2,From Free Kick,Álvaro Luiz Maior de Aquino,25913.0,Right Center Back,109,Levante UD,221,['1c54969b-aef9-4825-abfa-83d8ae749d42'],57,,,,,,,,,,,,,,,,,Levante UD,221,00:02:57.392,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.389,,,,,,,,,,,,,55070cfc-f3ee-4454-9a65-dfa2f6ee71a2,1657,,"[9.0, 0.1]",69156,48,,,,,0.15718316,,,,,,"[35.5, 4.3]",High Pass,,26.830767,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,Throw-in,2,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,110,Barcelona,217,"['2bcbd10d-546f-4756-acec-cfd91996cc0c', '96e76b83-4f93-45c5-b3a8-972f7d55f330']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.286,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.8243,,,,,,,,,,,,,4a532888-4ace-49f7-9b83-f6cb66e51f21,1661,,"[91.7, 71.8]",69156,48,,,,,1.7178746,,Left Foot,,,,"[91.3, 74.5]",Ground Pass,,2.7294688,,,Rahamat Riga Mustapha,26181.0,,,,,,2,Regular Play,Iñaki Descarga Retegi,25894.0,Right Back,111,Levante UD,221,['2731ef7b-8958-4d70-979e-ef2ba4939a80'],14,,,,,,,,,,,,,,,,,Levante UD,221,00:03:14.698,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.821,,,,,,,,,,,,,7614c353-bde0-4e5a-b810-4a37b60957c8,1664,,"[90.5, 75.6]",69156,48,,,,,-1.2684095,,Left Foot,,,,"[101.2, 41.3]",High Pass,,35.93021,Pass Offside,,Salvador Ballesta Vialcho,26246.0,,,,,,2,Regular Play,Rahamat Riga Mustapha,26181.0,Right Wing,111,Levante UD,221,['7cb78429-8800-454f-acad-3b8e3531fefd'],17,,,,,,,,,,,,,,,,,Levante UD,221,00:03:17.792,Pass,,2006/2007
,,,,,,,,,,,,,,,,,5.3353,,,,,,,,,,,,,6238fef0-1721-4a3f-ba1d-9b3f5974d9bf,1666,,"[11.3, 53.9]",69156,48,,,,,-0.17357793,,Right Foot,,,,"[84.3, 41.1]",High Pass,,74.11369,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,Free Kick,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,112,Barcelona,217,"['c3d44fbd-ff97-4a41-a32c-eb96ff500650', 'dd8c441f-d046-4f2b-8b18-21b0e2b12926']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:03:47.006,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.9703,,,,,,,,,,,,,51f72d54-3f0d-4115-9ed1-eb81089dbec7,1670,,"[36.3, 32.1]",69156,48,,,,,-0.5253669,,Left Foot,,,,"[84.6, 4.1]",High Pass,,55.829113,Incomplete,,Narcisse-Olivier Kapo Obou,26428.0,,,,,,2,From Free Kick,Álvaro Luiz Maior de Aquino,25913.0,Right Center Back,112,Barcelona,217,"['c28ff3a1-91d4-4c77-8614-fa6223b6d0cc', 'fb8567a8-8a16-4f76-8585-9ba207f9c2a2']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:03:54.034,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.674657,,,,,,,,,,,,,fb8567a8-8a16-4f76-8585-9ba207f9c2a2,1672,,"[35.5, 76.0]",69156,48,,,,,-2.1433306,,Left Foot,,,,"[21.9, 54.9]",Low Pass,,25.103188,,,Lilian Thuram,15071.0,,,,,Recovery,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,112,Barcelona,217,"['51f72d54-3f0d-4115-9ed1-eb81089dbec7', '66af02d0-4e51-4ec4-be63-2f0668d809ee']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:03:59.005,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3786,,,,,,,,,,,,,939f6089-0483-43ae-9177-c0283f96ea2b,1676,,"[20.0, 53.3]",69156,49,,,,,-0.45114827,,Left Foot,,,,"[36.1, 45.5]",Ground Pass,,17.889942,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Lilian Thuram,15071.0,Right Center Back,112,Barcelona,217,"['0f571762-946f-4e94-bdf7-8f6fd71afea3', '6b2b87a7-bc7b-44fb-83a9-ec941dc1ccb9']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:04:01.467,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.724,,,,,,,,,,,,,94d35cb5-b374-41cc-bd71-87d8dc51d3e5,1679,,"[36.1, 38.1]",69156,49,,,,,-1.5588921,,Right Foot,,,,"[36.4, 12.9]",Ground Pass,,25.201786,,,Giovanni van Bronckhorst,17797.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,112,Barcelona,217,['c3014b68-c114-471b-9c5f-0615a7180be9'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:04:04.755,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.4028,,,,,,,,,,,,,665a02c6-b111-4080-bd0d-3c5b4c8f516d,1682,,"[41.6, 10.4]",69156,49,,,,,0.6834192,,Left Foot,,,,"[72.3, 35.4]",High Pass,,39.59154,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,Giovanni van Bronckhorst,17797.0,Left Back,112,Barcelona,217,"['acf6c88a-b4d4-4e0c-8822-c2f1b848ab26', 'b8873a87-1362-4d2a-baca-b2af25ad5efa']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:04:07.595,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.1556,,,,,,,,,,,,,369d9aab-b9bd-42d1-91ce-f6f3e3f09e61,1685,,"[84.5, 27.4]",69156,49,,,,,1.4677147,b30942f9-c980-4090-97ec-b3b827f0b464,Head,,,,"[85.7, 39.0]",High Pass,,11.661903,,,Ronaldo de Assis Moreira,25879.0,True,,,,Recovery,2,From Free Kick,Samuel Eto''o Fils,19298.0,Left Wing,112,Barcelona,217,['2c90d771-6b69-439b-9183-c41144fe0440'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:04:11.606,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.6037,,,,,,,,,,,,,9207ded9-72ee-4246-90fc-2a3ae2e159ba,1690,,"[120.0, 80.0]",69156,49,,,,,-1.7928783,,Right Foot,,,,"[111.6, 42.8]",High Pass,,38.136597,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Xavier Hernández Creus,20131.0,Center Defensive Midfield,113,Barcelona,217,['a75b012a-a6af-4464-a9cb-d90ef1319bbb'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.432,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7123,,,,,,,,,,,,,f7092b4d-8b14-4e64-8195-a22879f97f34,1694,,"[97.9, 20.3]",69156,49,,,,,-0.37191764,,Right Foot,,,,"[112.0, 14.8]",Low Pass,,15.134728,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,113,Barcelona,217,"['2e413103-b3a8-45b1-99e8-04e9f24f2821', '9c4dc186-77b2-4661-9ae5-122b224a366f']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:04:53.235,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.3449,,,,,,,,,,,,,52b04659-05d5-4804-b891-8c1719772676,1698,,"[21.3, 73.3]",69156,49,,,,,0.0,,Right Foot,,,,"[47.6, 73.3]",High Pass,,26.3,,,Rahamat Riga Mustapha,26181.0,,,,,,2,From Corner,Mathieu Berson,26179.0,Center Defensive Midfield,113,Barcelona,217,['b37023c2-d3e0-4f2d-98be-17c19104a095'],56,,,,,,,,,,,,,,,,,Levante UD,221,00:04:56.555,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.190168,,,,,,,,,,,,,bb16f35c-cb7c-4372-8056-6de0fc052bc6,1702,,"[65.8, 0.1]",69156,50,,True,,,2.4638844,,,,,,"[41.2, 19.9]",High Pass,,31.578474,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,2,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,114,Barcelona,217,['09d70ec2-b619-45d1-af7b-9dec76d53dc7'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:05:13.905,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.14234,,,,,,,,,,,,,2908f1c1-bb12-4853-8020-4f0cd2dc0684,1704,,"[42.7, 21.7]",69156,50,,True,,,1.3909428,,Right Foot,,,,"[47.9, 50.3]",Ground Pass,,29.068884,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,114,Barcelona,217,['9055704a-667c-4bc3-a101-143e144ce3a4'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:05:16.640,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3816,,,,,,,,,,,,,efbfe830-b55a-4d46-aac7-ae21b5c33625,1706,,"[49.6, 51.2]",69156,50,,,,,0.98530626,,Right Foot,,,,"[55.7, 60.4]",Ground Pass,,11.0385685,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,114,Barcelona,217,['13fa4c10-abf4-4f44-8ad6-bc09ba174019'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:05:21.957,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.0315,,,,,,,,,,,,,3f9b5169-c86e-451b-bb11-20eb88e69613,1710,,"[50.0, 52.0]",69156,50,,,,,-0.4636476,,Right Foot,,,,"[66.0, 44.0]",Ground Pass,,17.888544,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,114,Barcelona,217,['77c3fa51-c41a-46b7-99cf-b0bf32739076'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:05:28.974,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.5427,,,,,,,,,,,,,b29777b2-f055-4073-8d21-cd7a10728235,1714,,"[64.7, 36.5]",69156,50,,,,,-0.45649353,,Left Foot,,,,"[115.2, 11.7]",High Pass,,56.26091,,,Samuel Eto''o Fils,19298.0,,,,,,2,From Throw In,Ronaldo de Assis Moreira,25879.0,Center Forward,114,Barcelona,217,"['f104ae99-6a00-410c-a2ee-930b4c00170c', 'fbc19a6a-0460-4aaa-b138-516cf1b8a138']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:05:31.441,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,2.1361,,,,,,,,,,,,,13da690a-c0c7-427f-b2f6-cc4268c7818a,1721,,"[108.0, 22.4]",69156,50,,,,,1.8334527,,Right Foot,,,,"[102.3, 43.6]",High Pass,,21.952904,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Throw In,Samuel Eto''o Fils,19298.0,Left Wing,114,Barcelona,217,['a0301188-e59d-4e49-a64a-4ee73e5ef0ef'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:05:43.699,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.886426,,,,,,,,,,,,,67ac4689-3547-4c86-b6a4-0c6343505f70,1728,,"[78.2, 27.8]",69156,50,,,,,-1.8788491,,Right Foot,,,,"[71.2, 5.8]",Ground Pass,,23.086792,,,Anderson Luís de Souza,19757.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,114,Barcelona,217,['d64b31e0-9a73-4ed0-90b0-5ca993a6e8f1'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:05:49.166,Pass,,2006/2007
,,,,,,,,,,,,,,,,,3.5242,,,,,,,,,,,,,aed9c425-ec88-40e7-899e-78641b16d10d,1731,,"[70.6, 16.9]",69156,50,,,,,0.85154754,,Right Foot,,,,"[115.0, 67.6]",High Pass,,67.39325,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,2,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,114,Barcelona,217,['8e786f3e-35e4-4f71-95d1-79e2a7532c47'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:05:53.700,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.2699,,,,,,,,,,,,,7b3e5846-1bc7-4f21-b7b3-2d2f177ab69c,1737,,"[109.9, 58.9]",69156,51,,,,,-1.3460852,,Left Foot,,,,"[110.7, 55.4]",Ground Pass,,3.5902646,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,114,Barcelona,217,"['4af74362-c765-4cb1-a8ae-ec44358706ab', 'b070f933-45eb-423b-8651-1350b4d1f7ed']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:06:00.466,Pass,,2006/2007
,,,,,,,,,,,,,,,,,3.416,,,,,,,,,,,,,5eb0c4b2-ee59-482f-8f8c-641d3958e7d4,1743,,"[6.0, 44.0]",69156,51,,,,,-0.16241576,,Right Foot,,,,"[71.3, 33.3]",High Pass,,66.17084,,,Damiano Tommasi,26430.0,,,,,Goal Kick,2,From Goal Kick,José Francisco Molina Jiménez,13817.0,Goalkeeper,115,Levante UD,221,['468d0912-7b0f-4414-a62c-34c15464fd3f'],34,,,,,,,,,,,,,,,,,Levante UD,221,00:06:34.367,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.8372,,,,,,,,,,,,,06afa509-e588-4358-a25f-b7ee8369f1aa,1746,,"[71.3, 33.3]",69156,51,,,,True,-0.5880026,,,,,,"[77.9, 28.9]",High Pass,,7.932213,Incomplete,,,,,,,,,2,From Goal Kick,Damiano Tommasi,26430.0,Left Center Midfield,115,Levante UD,221,"['3faf3b42-d7eb-48df-95fb-6636466f0ec3', 'bbe5359b-d01e-4012-96e7-1a0a8c2dc798']",37,,,,,,,,,,,,,,,,,Levante UD,221,00:06:37.783,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,0.7139,,,,,,,,,,,,,3faf3b42-d7eb-48df-95fb-6636466f0ec3,1747,,"[42.2, 51.2]",69156,51,,,,,-1.076855,,Other,,,,"[42.9, 49.9]",Low Pass,,1.4764823,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,2,Regular Play,Gianluca Zambrotta,15774.0,Right Back,116,Barcelona,217,"['06afa509-e588-4358-a25f-b7ee8369f1aa', '7cac58ba-934a-4218-bf97-03763f94c773']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:06:39.620,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.8064,,,,,,,,,,,,,aa2a777b-0ceb-4da5-8433-5b33b822e419,1751,,"[42.4, 51.4]",69156,51,,,,,0.37349716,,Right Foot,,,,"[49.8, 54.3]",Ground Pass,,7.9479556,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,116,Barcelona,217,"['32aadae7-6de5-4df2-96bd-21264c5483e7', '6975ddbc-bad3-4ffa-9e79-910010c8ef4f']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:06:40.742,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.6224,,,,,,,,,,,,,525d84da-9d93-4865-a332-420a53c4333a,1754,,"[51.7, 53.1]",69156,51,,,,,1.3965259,,Right Foot,,,,"[54.2, 67.3]",Ground Pass,,14.418391,,,Gianluca Zambrotta,15774.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,116,Barcelona,217,['f28f41ea-f550-4f34-9ae7-dedfae476760'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:06:41.597,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.9234,,,,,,,,,,,,,592317a3-b805-462e-8f1d-eba846ad6187,1764,,"[21.0, 74.5]",69156,51,,,,,-1.2094796,,Right Foot,,,,"[27.5, 57.3]",Ground Pass,,18.387224,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,116,Barcelona,217,['5c44f2e8-1a3e-4fdf-942c-5fcf4d060a65'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:06:50.425,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.6734,,,,,,,,,,,,,12b9bbd2-b76a-40f2-82e6-9a23cd503e2f,1768,,"[26.9, 55.2]",69156,51,,,,,0.9351076,,Right Foot,,,,"[34.5, 65.5]",Ground Pass,,12.80039,,,Xavier Hernández Creus,20131.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,116,Barcelona,217,['d80f7099-81bc-4b90-a898-e5a616ddd396'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:06:51.900,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.4518,,,,,,,,,,,,,9fb7232e-0275-49a9-bf5c-b373aebc3e5f,1772,,"[34.3, 69.9]",69156,51,,,,,-0.850014,,Right Foot,,,,"[50.2, 51.8]",Low Pass,,24.091908,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,116,Barcelona,217,"['2be1a76e-1776-4192-bebb-b2914f26fbd3', '98a17cbc-2694-4806-a2ad-b2b48a36bdb9']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:06:53.784,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.917829,,,,,,,,,,,,,2be1a76e-1776-4192-bebb-b2914f26fbd3,1774,,"[69.9, 28.3]",69156,51,,,,,-2.4407382,,Left Foot,,,,"[66.7, 25.6]",Low Pass,,4.1868844,,,Álvaro Luiz Maior de Aquino,25913.0,,,,,Recovery,2,Regular Play,Diego Camacho Quesada,25886.0,Right Center Midfield,116,Barcelona,217,"['0fa689df-2631-487f-8076-762ca1c0dd19', '9fb7232e-0275-49a9-bf5c-b373aebc3e5f']",55,,,,,,,,,,,,,,,,,Levante UD,221,00:06:55.236,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.0314,,,,,,,,,,,,,5cf69de4-a824-4a5d-be87-ad2f07f672ae,1777,,"[62.3, 25.2]",69156,51,,,,,-1.0286586,,Right Foot,,,,"[72.6, 8.1]",Ground Pass,,19.962465,Incomplete,,Narcisse-Olivier Kapo Obou,26428.0,,,,,,2,Regular Play,Álvaro Luiz Maior de Aquino,25913.0,Right Center Back,116,Barcelona,217,"['b319fffc-e740-48d2-a3fd-71a753053825', 'e9936db9-4773-4eef-89a5-e330aa5e6201']",58,,,,,,,,,,,,,,,,,Levante UD,221,00:06:58.358,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7761,,,,,,,,,,,,,b20611b6-9fc1-44d7-9880-4c14d0376d54,1780,,"[77.0, 13.0]",69156,52,,,,,0.09368468,,Left Foot,,,,"[91.9, 14.4]",Ground Pass,,14.965628,Incomplete,,Narcisse-Olivier Kapo Obou,26428.0,,,,,Recovery,2,Regular Play,Damiano Tommasi,26430.0,Left Center Midfield,116,Barcelona,217,"['a2044e03-43c6-4cb6-9ff6-188264bc69af', 'd28f755d-84c1-494f-abf5-b9af6adb2b5a']",0,,,,,,,,,,,,,,,,,Levante UD,221,00:07:00.565,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.996,,,,,,,,,,,,,bc60c798-b28a-4994-8749-b1b7d802dfb5,1784,,"[20.6, 57.9]",69156,52,,,,,-0.022218565,,Right Foot,,,,"[29.6, 57.7]",Ground Pass,,9.002222,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,116,Barcelona,217,['438b1c2b-4d7e-4cf7-8fc3-8665b13b1d83'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:07:05.337,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.0277,,,,,,,,,,,,,bed32929-b6e7-471a-ab6c-6100ce371956,1787,,"[29.6, 57.7]",69156,52,,,,,-2.4831672,,Right Foot,,,,"[8.4, 41.3]",Ground Pass,,26.802984,,,Víctor Valdés Arribas,20176.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,116,Barcelona,217,['b6d2b721-7f03-4e6d-856d-d0616520c109'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:07:08.552,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.795251,,,,,,,,,,,,,6c27044a-e7c8-4806-8229-d5fbb5b5667c,1790,,"[8.8, 41.7]",69156,52,,,,,1.3625053,,Right Foot,,,,"[15.5, 73.4]",Ground Pass,,32.40031,,,Lilian Thuram,15071.0,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,116,Barcelona,217,['0badf62b-9fe1-49d2-baae-983e9ac5fbb1'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:07:11.717,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3803,,,,,,,,,,,,,0493b5dd-deab-4608-b172-6ba4b5340934,1793,,"[21.6, 73.2]",69156,52,,,,,-1.2719176,,Right Foot,,,,"[27.3, 54.7]",Ground Pass,,19.358202,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,116,Barcelona,217,['3732a784-dc68-4546-b29f-94c8f891f6ab'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:07:15.489,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.037786,,,,,,,,,,,,,e34fe400-2452-4820-b579-ed111107c825,1796,,"[27.3, 54.7]",69156,52,,,,,1.1449459,,Right Foot,,,,"[36.1, 74.1]",Ground Pass,,21.302582,,,Lilian Thuram,15071.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,116,Barcelona,217,['f0d7c1c0-1248-4b97-8ca1-baebd264f22e'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:07:17.583,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.5547,,,,,,,,,,,,,bc1ee0f4-c20b-41f8-8dcd-39dbc8e3cf64,1799,,"[49.2, 73.2]",69156,52,,,,,-0.49984348,,Right Foot,,,,"[63.3, 65.5]",Ground Pass,,16.06549,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Lilian Thuram,15071.0,Right Center Back,116,Barcelona,217,['3b8bf0d0-7d90-490c-b481-a3f964174039'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:07:22.294,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.9776,,,,,,,,,,,,,299a8271-736a-4820-86f8-46e29c3b9fa2,1803,,"[55.5, 53.3]",69156,52,,,,,-0.68033195,,Left Foot,,,,"[85.9, 28.7]",High Pass,,39.10652,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,"['3628b248-585f-4809-bcc0-0e465568a36f', '6acf623f-ca5f-4bb9-bece-6378788354c4']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:07:26.529,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.620398,,,,,,,,,,,,,6acf623f-ca5f-4bb9-bece-6378788354c4,1805,,"[34.2, 51.4]",69156,52,,,,,-1.4548143,,Head,,,,"[35.4, 41.1]",Low Pass,,10.369667,,,Álvaro Luiz Maior de Aquino,25913.0,,,,,Recovery,2,Regular Play,Iñaki Descarga Retegi,25894.0,Right Back,116,Barcelona,217,"['299a8271-736a-4820-86f8-46e29c3b9fa2', 'bdb21444-8217-4de3-9985-109ae86f84e4']",28,,,,,,,,,,,,,,,,,Levante UD,221,00:07:28.507,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7226,,,,,,,,,,,,,33de7272-6709-4b66-b296-75e4a1790394,1808,,"[35.4, 41.1]",69156,52,,,,,0.752528,,Right Foot,,,,"[62.1, 66.1]",High Pass,,36.57718,Incomplete,,Rahamat Riga Mustapha,26181.0,,,,,,2,Regular Play,Álvaro Luiz Maior de Aquino,25913.0,Right Center Back,116,Barcelona,217,"['88319452-c8bd-46a1-a422-af80c8d1639b', '9e0f42d3-93b5-411c-b804-94c711c69b4c']",30,,,,,,,,,,,,,,,,,Levante UD,221,00:07:30.949,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.1836,,,,,,,,,,,,,9e0f42d3-93b5-411c-b804-94c711c69b4c,1810,,"[58.0, 14.0]",69156,52,,,,,-0.098168276,,Head,,,,"[71.2, 12.7]",High Pass,,13.263861,,,Anderson Luís de Souza,19757.0,,,,,Recovery,2,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,116,Barcelona,217,"['33de7272-6709-4b66-b296-75e4a1790394', '3c78b82f-cf5f-4539-8b47-730ca22989a2']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:07:32.672,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3552,,,,,,,,,,,,,c5ff1441-2764-4994-b7b7-56be002eb40e,1813,,"[70.0, 12.9]",69156,52,,,,,0.057999395,,Right Foot,,,,"[85.5, 13.8]",High Pass,,15.526107,,,Samuel Eto''o Fils,19298.0,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,116,Barcelona,217,['1f32b091-1bc6-4361-89e8-850de4737c40'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:07:34.166,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.8578,,,,,,,,,,,,,ae37ae5f-34b5-459f-bfab-a51030043ab1,1816,,"[90.2, 12.9]",69156,52,,,,,1.5023321,,Right Foot,,,,"[91.4, 30.4]",High Pass,,17.541094,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Left Wing,116,Barcelona,217,"['4fe99d55-0cd5-4c49-95e4-56bf4acc49b5', 'cb410ef3-6566-4e91-b7db-c36b074748b2']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:07:35.926,Pass,,2006/2007
