50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.023733,,,,,,,,,,,,,,8a018737-bcbc-487c-ae46-b685dffb03aa,834,,"[38.6, 39.2]",69332,19,,,,,0.055842504,,Left Foot,,,"[54.7, 40.1]",,Ground Pass,,16.125135,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,From Counter,Eric-Sylvain Bilal Abidal,20177.0,Left Back,52,Barcelona,217,['8b861f2b-68ee-4ea9-a8f4-5d9f2c990c51'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:50.521,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.762406,,,,,,,,,,,,,,42dbcd82-167c-4c90-a7ea-571793d22a72,838,,"[55.3, 39.8]",69332,19,,,,,-1.8538921,,Right Foot,,,"[53.7, 34.3]",,Ground Pass,,5.7280016,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Counter,Xavier Hernández Creus,20131.0,Left Center Midfield,52,Barcelona,217,"['4889abd5-37ea-4945-8cf7-92fe9fb56d33', '5e22c157-cc1b-49e3-b082-49652a4f2109']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:19:51.648,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.03236,,,,,,,,,,,,,,16d974be-72f4-4bdb-b50a-d6a695faf1c2,846,,"[55.2, 46.1]",69332,19,,,,,2.4883673,,Right Foot,,,"[45.4, 53.6]",,Ground Pass,,12.340584,,,,Alejandro Arribas Garrido,6869.0,,,,,,1,Regular Play,Miguel Ángel Sánchez Muñoz,26802.0,Right Wing,53,Rayo Vallecano,360,['b99ce7e4-82be-4ee3-9da0-d1a745db8660'],56,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:56.143,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.540124,,,,,,,,,,,,,,71ea5755-b3be-4d01-89a6-5f43e7786c3b,849,,"[42.0, 55.2]",69332,19,,,,,0.07716606,,Right Foot,,,"[61.4, 56.7]",,Ground Pass,,19.457903,,,,Jose María Movilla Cubero,25920.0,,,,,,1,Regular Play,Alejandro Arribas Garrido,6869.0,Left Center Back,53,Rayo Vallecano,360,['ae9851ef-2ccf-4f10-ba37-b420a3815541'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:57.705,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.112197,,,,,,,,,,,,,,b15a332e-9597-4c07-aab5-9209e61df055,852,,"[66.3, 59.3]",69332,20,,,,,1.0364008,,Left Foot,,,"[75.0, 74.0]",,Ground Pass,,17.08157,,,,Pedro Roberto Silva Botelho,26803.0,,,,,,1,Regular Play,Jose María Movilla Cubero,25920.0,Right Center Midfield,53,Rayo Vallecano,360,['773a8220-4961-40da-9ab4-ca07a46712d6'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:00.610,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.3057,,,,,,,,,,,,,,620de639-39fa-44a1-b299-6b9476ed89be,856,,"[77.9, 73.4]",69332,20,,,,,-1.0085115,,Left Foot,,,"[96.3, 44.2]",,High Pass,,34.513767,,Incomplete,,Miguel Pérez Cuesta,26804.0,,,,,,1,Regular Play,Pedro Roberto Silva Botelho,26803.0,Right Back,53,Rayo Vallecano,360,"['69ae2b89-f56d-4a2f-8b45-74679765c936', '6ce21c7f-1477-4558-83fe-c616e2b9d2a8', 'ab9f68e6-a06d-4ddd-b935-5f3195ab6da5']",4,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:20:04.296,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.99378,,,,,,,,,,,,,,68d0e529-6c6d-41b2-a6d3-49d671f4a129,859,,"[44.3, 24.9]",69332,20,,,,,-2.8442276,,Head,,,"[31.9, 21.1]",,Low Pass,,12.969194,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,54,Barcelona,217,['0e78c5cd-ac1e-4f3e-9f39-2fbddca60ca0'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:08.767,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.549552,,,,,,,,,,,,,,90165ee1-3a4b-44f4-b81e-ace9cab3088b,863,,"[28.4, 23.5]",69332,20,,,,,2.9026563,,Left Foot,,,"[20.6, 25.4]",,Ground Pass,,8.028076,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,54,Barcelona,217,"['626eb0d7-8789-4dee-8e7b-45f2b12c8b1a', 'f5c23f42-f79f-40ee-a436-88294098d3fd']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:11.751,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.515251,,,,,,,,,,,,,,fac62a68-c0e1-4dc7-be61-fee8c73cfc99,867,,"[20.6, 30.0]",69332,20,,,,,1.5237297,,Right Foot,,,"[21.9, 57.6]",,Ground Pass,,27.630598,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,54,Barcelona,217,"['f05cc0a2-ff62-4da5-af85-111ca9c506ba', 'fb9e29af-1070-4bef-9820-32b7ca1622c3']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:14.937,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.4317,,,,,,,,,,,,,,11042e39-f91e-49cf-adb7-423f5ff5d058,871,,"[30.7, 77.4]",69332,20,,,,,-0.37372681,,Right Foot,,,"[56.2, 67.4]",,High Pass,,27.390692,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,54,Barcelona,217,"['84207b47-5591-4ef1-ba5a-280d5f906911', 'b70be0dd-4a0a-400d-b2cb-bbde194686b5']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:20.907,Pass,True,2011/2012
