50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.762,,,,,,,,,,,,,,e9d1351b-6942-41f5-bf44-8b2a38c7ffc8,19,,"[51.0, 58.7]",69332,0,,,,,-0.9723774,,Left Foot,,,"[72.0, 27.9]",,Low Pass,,37.277874,,Incomplete,,Miguel Pérez Cuesta,26804.0,,,,,,1,From Kick Off,Pedro Roberto Silva Botelho,26803.0,Right Back,2,Rayo Vallecano,360,"['34be2e77-9f87-44cf-a9b3-274f35a1a0ee', '82d72033-73c9-47e6-8138-cda5ceb3d3bf']",10,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:10.283,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.876894,,,,,,,,,,,,,,82d72033-73c9-47e6-8138-cda5ceb3d3bf,21,,"[49.0, 53.1]",69332,0,,,,,-1.2363882,,Right Foot,,,"[53.1, 41.3]",,Ground Pass,,12.491998,,,,Seydou Kéita,20169.0,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['678095f0-3662-41c2-9f6b-357e676f0de8', 'e9d1351b-6942-41f5-bf44-8b2a38c7ffc8']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.045,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.756253,,,,,,,,,,,,,,5635ccad-cd6f-4e4b-92ca-c1309ef3fd2a,24,,"[53.1, 41.3]",69332,0,,,,,-2.9727607,,Left Foot,,,"[44.3, 39.8]",,Ground Pass,,8.926926,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,3,Barcelona,217,['fee7a0cc-a65c-4d07-a585-9682c6ea38a0'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.082,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.383675,,,,,,,,,,,,,,6446f594-7746-45cb-8e9c-539721cfd4ba,27,,"[40.7, 37.4]",69332,0,,,,,-1.2897358,,Right Foot,,,"[47.6, 13.5]",,Ground Pass,,24.876093,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['2e5ea603-ca66-4543-8b79-076be910f861'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.527,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.703825,,,,,,,,,,,,,,3f196dc0-fe8b-482b-aab4-2eada4df26b9,32,,"[53.1, 19.2]",69332,0,,,,,2.910876,,Left Foot,,,"[38.2, 22.7]",,Ground Pass,,15.305554,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,"['975e42a7-ab45-485f-b3bc-ebcc95d795f4', '9fdaa892-4b8b-4230-99b5-77def05d6621']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.931,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.201012,,,,,,,,,,,,,,2c93b094-b6b7-4a5f-a75b-65756d455ec4,36,,"[34.9, 23.7]",69332,0,,,,,2.5458639,,Right Foot,,,"[14.1, 37.8]",,Ground Pass,,25.12867,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,"['80797707-9606-42f3-bd1c-48433b167ec9', 'b6f4ea4c-15e7-4552-9da4-97399476f93d']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.538,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.01638,,,,,,,,,,,,,,e98823a9-9785-45a8-a91e-ffb1fa117e88,39,,"[14.7, 42.5]",69332,0,,,,,0.58511245,,Right Foot,,,"[30.7, 53.1]",,Ground Pass,,19.192707,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['f33113c5-39f8-4f82-ba24-3df25981dec4'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.868,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.166431,,,,,,,,,,,,,,6e9b1419-9628-40cc-84e9-aa0ddf89e82f,43,,"[29.0, 54.1]",69332,0,,,,,-2.6867747,,Right Foot,,,"[10.8, 45.2]",,Ground Pass,,20.259565,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,"['0b74b44b-e3a9-41a3-b444-b88917fdfd06', 'b5d947e5-3f82-4797-b1e5-8727a7aed252']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.044,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.794908,,,,,,,,,,,,,,bad1b62b-8f42-4e68-8c98-e1f78de5f322,47,,"[8.4, 45.8]",69332,0,,,,,1.5147802,,Right Foot,,,"[9.6, 67.2]",,Ground Pass,,21.433619,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,"['2412beeb-9fb2-49cf-99dd-c5e2db04d06c', 'f9367305-e4af-47f9-a7a3-920fc4a42359']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.436,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.050601,,,,,,,,,,,,,,eaf4d16c-0822-48e7-85d0-781c079a44a3,51,,"[9.5, 76.9]",69332,0,,,,,0.066854864,,Left Foot,,,"[55.8, 80.0]",,High Pass,,46.403664,,Out,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['b2424eec-2b43-45bd-bbe3-c4afa3ff6e16'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.855,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.6728,,,,,,,,,,,,,,a3d46963-08c5-434b-bf27-2e2290cf15e5,53,,"[77.7, 1.0]",69332,0,,,,,0.19955538,,,,,"[95.5, 4.6]",,High Pass,,18.160397,,,,Alhassane Bangoura,23761.0,,,,,Throw-in,1,From Throw In,José Manuel Casado Bizcocho,26612.0,Left Wing,4,Rayo Vallecano,360,['c8cfc24e-5c0c-4e4d-995b-26ff8eaa8bba'],44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:44.937,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.1043,,,,,,,,,,,,,,23d5bfd6-25f7-44c8-9b28-5cbdcd52e3a3,56,,"[95.5, 4.6]",69332,0,,,,,-2.9889433,,Right Foot,,,"[79.9, 2.2]",,High Pass,,15.783536,,,,José Manuel Casado Bizcocho,26612.0,,,,,,1,From Throw In,Alhassane Bangoura,23761.0,Center Forward,4,Rayo Vallecano,360,['3998b1f7-2e73-44b8-89cd-a4ab72802b79'],45,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:45.650,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.1774,,,,,,,,,,,,,,54aa7e82-1e66-42be-85b5-764b10b08a8e,59,,"[79.9, 2.4]",69332,0,,,,,0.6159851,,Left Foot,,,"[97.7, 15.0]",,High Pass,,21.808256,,Incomplete,,Miguel Pérez Cuesta,26804.0,,,,,,1,From Throw In,José Manuel Casado Bizcocho,26612.0,Left Wing,4,Rayo Vallecano,360,"['347089c5-9e18-40a2-b3ae-06984a279571', '52d0f318-c340-4135-95d9-76c6e07552d8']",46,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:46.792,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.861412,,,,,,,,,,,,,,52d0f318-c340-4135-95d9-76c6e07552d8,61,,"[23.3, 66.0]",69332,0,,,,,0.51012576,,Head,,,"[31.7, 70.7]",,Low Pass,,9.625487,,,,Seydou Kéita,20169.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,5,Barcelona,217,"['54aa7e82-1e66-42be-85b5-764b10b08a8e', 'b9c6a485-3d95-4440-8b5b-6a945e5edaac']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.969,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.102247,,,,,,,,,,,,,,b76133f1-937d-4cba-8aec-c3e25d0c7eac,65,,"[31.5, 68.2]",69332,0,,,,,1.9185634,,Left Foot,,,"[28.6, 76.2]",,Ground Pass,,8.509406,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,5,Barcelona,217,"['40692e9b-53bd-4aed-b14b-3216049457dc', '8bcea799-00f5-4d51-a9c7-c5899a3a6696']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.212,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.987089,,,,,,,,,,,,,,8e7881c5-374e-4216-98ae-b22c2dab43b3,68,,"[27.4, 75.2]",69332,0,,,,,-2.7624888,,Right Foot,,,"[15.1, 70.3]",,Ground Pass,,13.24009,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['8766d9ff-fdcc-4e21-9409-1d3adbc1c097'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.451,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.6214,,,,,,,,,,,,,,1ee5c5b7-53f7-40b5-b6e5-b55814cef944,72,,"[14.1, 77.4]",69332,0,,,,,-0.19321148,,Right Foot,,,"[23.3, 75.6]",,Ground Pass,,9.3744335,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['03143e19-e3eb-4a6b-8f94-1642144b8702', '8b1d0dec-052f-42ba-b6b4-496254f67e7e']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.657,Pass,,2011/2012
