bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,"[38.2, 64.2]",,,,,,,,,,,1.3669,,,,,,,,,,,,bcb16c65-030d-4848-bce6-259d235c5dec,273,,,"[38.4, 65.7]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,14,Barcelona,217,"['71541303-62f2-4983-af82-5d7c25226429', 'fa52fce5-856c-4de1-acda-fe08f2b470e8']",27,,,,,,,,,,,,,,,,Barcelona,217,00:04:27.202,Carry,,2009/2010
,,,,"[34.8, 50.4]",,,,,,,,,,,0.695,,,,,,,,,,,,3442c5eb-7927-4336-890a-6198d1ad7e43,276,,,"[33.2, 52.9]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,14,Barcelona,217,"['422c0739-e714-4426-bbbc-15e4a4136757', 'ce4ea1b6-4e78-4606-abc1-df22d7f3d7bc']",30,,,,,,,,,,,,,,,,Barcelona,217,00:04:30.308,Carry,,2009/2010
,,,,"[69.6, 7.7]",,,,,,,,,,,0.844969,,,,,,,,,,,,33968ddf-2b10-425c-ab42-cc46659e378a,283,,,"[68.2, 5.6]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,14,Barcelona,217,"['26a914a0-0ad2-4c79-a38f-c8157ebf4054', '3ca1c6b9-539d-4a7a-8c22-4d4479bbf3a0', '6b139e9e-5df2-4e77-aa11-c64d79e1e080', 'b3d22017-8f99-48bb-af4a-f24ebc900dbf']",36,,,,,,,,,,,,,,,,Barcelona,217,00:04:36.515,Carry,True,2009/2010
,,,,"[69.6, 12.0]",,,,,,,,,,,1.390031,,,,,,,,,,,,a4acd290-2534-47c9-9d99-e2a04d4e8336,286,,,"[69.6, 7.7]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,14,Barcelona,217,"['26a914a0-0ad2-4c79-a38f-c8157ebf4054', '5427b6e2-f2da-437a-95a7-01cb67a5b8df', 'b3d22017-8f99-48bb-af4a-f24ebc900dbf']",37,,,,,,,,,,,,,,,,Barcelona,217,00:04:37.360,Carry,True,2009/2010
,,,,"[71.9, 20.8]",,,,,,,,,,,0.4328,,,,,,,,,,,,d3bdb5c6-71f2-481b-85a2-c5b66c7cb16e,289,,,"[72.2, 21.3]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,14,Barcelona,217,"['50e07124-6af4-4977-b185-f956cb59f6f1', '836b4e0e-5b29-4db2-9ba8-6075dec31b5c']",39,,,,,,,,,,,,,,,,Barcelona,217,00:04:39.946,Carry,,2009/2010
,,,,"[59.9, 76.8]",,,,,,,,,,,5.1827,,,,,,,,,,,,814896a0-c5cf-4208-9c9a-525108772a20,292,,,"[49.1, 60.2]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nabil Baha,26670.0,Center Attacking Midfield,15,Málaga,223,"['1a4fe67f-7df1-4eed-87f0-746a3de6cdab', '77f55bf5-e48c-4b4e-bfe2-da2b1f2b2007', '829b5f4f-9b1b-437a-bc67-db442845c5c3']",40,,,,,,,,,,,,,,,,Málaga,223,00:04:40.379,Carry,True,2009/2010
,,,,"[68.4, 55.7]",,,,,,,,,,,1.7013,,,,,,,,,,,,f3d8cee7-fa2e-4874-9f6e-3282b75c2af2,302,,,"[57.6, 55.8]",69255,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Torres Buigues,24162.0,Left Defensive Midfield,15,Málaga,223,"['294e3b10-3814-4675-97de-db6e3c27e34c', '879fb10f-d37d-43ed-970d-f31f5c53df33', 'ab4a40a5-8ab6-4f6d-a018-01cb7481d53e', 'c4995494-7094-4a35-b25c-52bb4ae31559']",48,,,,,,,,,,,,,,,,Málaga,223,00:04:48.529,Carry,True,2009/2010
,,,,"[115.6, 8.5]",,,,,,,,,,,0.040000003,,,,,,,,,,,,a821bca8-24fc-4092-8a64-d2fca92389f5,310,,,"[115.3, 8.2]",69255,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Torres Caturla,26679.0,Left Back,16,Málaga,223,"['02e163ca-2822-469f-a6f1-447be5c982ea', '72e0f69b-7436-4dee-a69d-bcd9727821ee']",6,,,,,,,,,,,,,,,,Málaga,223,00:05:06.494,Carry,,2009/2010
,,,,"[114.1, 70.5]",,,,,,,,,,,3.1517,,,,,,,,,,,,3c671eea-c385-4c9a-8c48-efef626753cd,313,,,"[113.9, 60.8]",69255,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fernando Miguel Fernández Escribano,26249.0,Right Wing,16,Málaga,223,"['6a14a00d-39ae-4caf-99d0-14f53ca45cd7', 'cf6f31ff-26f8-4f43-a44d-8e796644ea04', 'd9b91e8f-d5d6-4857-b9d9-3eb88422faa6']",10,,,,,,,,,,,,,,,,Málaga,223,00:05:10.701,Carry,True,2009/2010
,,,,"[63.8, 74.4]",,,,,,,,,,,0.6628,,,,,,,,,,,,77ee6be5-5b11-48a2-8542-744cc105924a,325,,,"[62.7, 75.4]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Fernando Miguel Fernández Escribano,26249.0,Right Wing,18,Málaga,223,"['35da1564-88ac-4807-841e-5de37cfdcf2c', '7ec9a6e5-f01f-4a48-8633-eb9de6f1779e']",3,,,,,,,,,,,,,,,,Málaga,223,00:06:03.894,Carry,,2009/2010
,,,,"[68.3, 65.7]",,,,,,,,,,,0.8414,,,,,,,,,,,,7f5a9ec1-55dc-43aa-8c21-465f75c4baa5,338,,,"[64.2, 64.0]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,19,Barcelona,217,"['468a2159-441f-4d04-ac45-2f6c2897ae91', '7ce38e67-7a7f-405f-a042-6919b13989de', 'f3dffa8f-0efa-4f59-af61-de21fa95e9ec']",17,,,,,,,,,,,,,,,,Barcelona,217,00:06:17.243,Carry,True,2009/2010
,,,,"[64.3, 47.8]",,,,,,,,,,,0.08,,,,,,,,,,,,4ee9959c-5511-4012-9c68-9a53b0024681,344,,,"[64.3, 47.8]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,19,Barcelona,217,"['05579d39-bff0-41e9-8562-e96cd0e7c2bd', '23b5505a-77ca-4ec6-8b91-9f1452445180']",25,,,,,,,,,,,,,,,,Barcelona,217,00:06:25.679,Carry,,2009/2010
,,,,"[56.8, 45.2]",,,,,,,,,,,0.04,,,,,,,,,,,,b3289a4a-0253-4cda-8b2e-4105acd36044,348,,,"[57.2, 44.6]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,19,Barcelona,217,"['2988077a-4d82-4f2f-9f1f-9819d12958e9', '3ecb499e-4215-4106-83c6-d0be621ac0e5', 'c33a9886-e3ca-427e-b7f2-043dbff5af3a']",27,,,,,,,,,,,,,,,,Barcelona,217,00:06:27.235,Carry,True,2009/2010
,,,,"[48.6, 60.6]",,,,,,,,,,,1.258904,,,,,,,,,,,,993392b3-f5e8-4a57-9164-5fe22ca32581,351,,,"[47.0, 65.3]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,19,Barcelona,217,"['1ac82b89-c8f5-4003-94b0-dd88514d5f09', 'b9d92923-83de-47ce-b6af-b5fb4e800d0a']",29,,,,,,,,,,,,,,,,Barcelona,217,00:06:29.238,Carry,,2009/2010
,,,,"[51.8, 20.7]",,,,,,,,,,,2.2312,,,,,,,,,,,,12a29701-934f-4b1b-82be-f4e8f1011347,354,,,"[46.4, 21.9]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,19,Barcelona,217,"['43b55085-1386-4b83-9aaf-8a7c0f90ca36', 'd94a9cfa-e295-4886-bb8c-a87c396701bf']",32,,,,,,,,,,,,,,,,Barcelona,217,00:06:32.774,Carry,,2009/2010
,,,,"[71.2, 29.9]",,,,,,,,,,,1.2675,,,,,,,,,,,,93e1a6ff-59e5-4a5e-960e-ad9c6b40c92a,357,,,"[70.6, 33.3]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,19,Barcelona,217,"['88648ae3-e50d-4924-97a6-a90380b8cc16', 'aaba7bd5-5052-4e0f-bfc1-6e41e86e8d4a', 'ddeefcbb-092b-4582-bd1c-1bc27ac93c52']",36,,,,,,,,,,,,,,,,Barcelona,217,00:06:36.271,Carry,True,2009/2010
,,,,"[74.6, 18.8]",,,,,,,,,,,1.448772,,,,,,,,,,,,e5570b2b-a4ca-41df-92b3-a5f0104cc6e1,362,,,"[66.9, 17.6]",69255,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,19,Barcelona,217,"['4a38a30d-a1a4-4eff-9662-351e59ed4a7b', '8fce80e1-6d6d-4195-bc0e-7703be107149', 'b97a67d0-3fd7-4a57-b6e8-26d828f33dfd', 'f9a4a422-1e23-42c7-a719-026b42c1aecb']",38,,,,,,,,,,,,,,,,Barcelona,217,00:06:38.897,Carry,True,2009/2010
,,,,"[26.6, 8.8]",,,,,,,,,,,1.3753,,,,,,,,,,,,edbbb315-e54b-48f4-ba1a-94b78cc51cab,369,,,"[26.0, 8.5]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Manuel Torres Caturla,26679.0,Left Back,21,Málaga,223,"['c46c3609-5aed-4fda-9d03-68d47eca4d93', 'f9e041d0-4272-4584-a4f2-f66c196f95b6']",1,,,,,,,,,,,,,,,,Málaga,223,00:07:01.805,Carry,,2009/2010
,,,,"[58.2, 8.2]",,,,,,,,,,,3.3758,,,,,,,,,,,,a8f2e2eb-eb9d-463b-b1e9-7645e5a94d5d,372,,,"[57.5, 3.6]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,21,Málaga,223,"['4d9ac6d6-95d4-4a99-8339-477e62a4e592', '64a6a831-96c2-4759-a9c7-535adbad450a', '8e2c796d-5c77-43ab-bbe5-d8016503a887']",4,,,,,,,,,,,,,,,,Málaga,223,00:07:04.707,Carry,True,2009/2010
,,,,"[116.9, 23.2]",,,,,,,,,,,3.405502,,,,,,,,,,,,3957e585-051c-43c9-b792-b7faa6fca7b0,376,,,"[90.3, 12.5]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Victor Obinna Nsofor,26678.0,Center Forward,21,Málaga,223,"['40943a3f-ae06-4270-813e-210f11a28cd8', '52f7c972-23c4-40e4-a3c9-991b893f8b37', '882e6dda-6df2-4296-b38b-767806669961']",9,,,,,,,,,,,,,,,,Málaga,223,00:07:09.712,Carry,True,2009/2010
,,,,"[41.9, 30.4]",,,,,,,,,,,2.991,,,,,,,,,,,,dd82cb86-19a1-490b-af1c-ee9b46c3361e,387,,,"[24.5, 33.9]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,22,Barcelona,217,"['75cfaa18-e088-4014-9a8d-2a65f894b18c', 'a53f936c-cd6b-4d70-9ba8-9cea41979375']",36,,,,,,,,,,,,,,,,Barcelona,217,00:07:36.765,Carry,,2009/2010
,,,,"[50.6, 41.5]",,,,,,,,,,,1.8274,,,,,,,,,,,,f116c29a-ba3f-42ff-ac10-df617f891b11,390,,,"[41.2, 41.7]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,22,Barcelona,217,"['2606023e-60ab-4cd6-bac1-696d259adbbe', '6b4aa677-fdff-45fa-99e1-12ed0ced2991', 'db5e96dd-d1bd-4ce9-9dce-baf03d8bf3ac']",41,,,,,,,,,,,,,,,,Barcelona,217,00:07:41.112,Carry,True,2009/2010
,,,,"[15.7, 48.0]",,,,,,,,,,,1.3271,,,,,,,,,,,,a0be48f5-7fff-49ba-942a-0b37e536f1de,395,,,"[14.3, 48.4]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,23,Málaga,223,"['03267c20-5b1d-4be9-b05a-28b7ad34f5a3', '28926c11-d189-4f5c-978a-259fb9a540e2']",46,,,,,,,,,,,,,,,,Málaga,223,00:07:46.596,Carry,,2009/2010
,,,,"[43.7, 21.9]",,,,,,,,,,,3.1288,,,,,,,,,,,,8546fd6c-a294-4bce-a669-32ed680bda31,398,,,"[24.6, 26.9]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,23,Málaga,223,"['bdf4d04a-81f5-4051-91f9-55c7f7a49ec1', 'eb01cd3f-904d-4805-899f-b61524ebad8f', 'fd5f8710-8794-4391-958c-9e80abd4fb36']",49,,,,,,,,,,,,,,,,Málaga,223,00:07:49.893,Carry,True,2009/2010
,,,,"[69.2, 11.7]",,,,,,,,,,,3.5513,,,,,,,,,,,,61bced8b-d5d4-49b5-8cc0-58c6e745375a,402,,,"[58.9, 18.4]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,23,Málaga,223,"['039eead5-a0a5-4af0-ac8d-6f353ef8e6f5', '1c3e3f22-724d-41a4-a3a4-072041309da7', 'aaf72746-c559-490b-948c-61a94a1a29f7']",54,,,,,,,,,,,,,,,,Málaga,223,00:07:54.298,Carry,True,2009/2010
,,,,"[69.8, 3.3]",,,,,,,,,,,0.3021,,,,,,,,,,,,391522a3-56ec-48a5-a298-c7afaaee801f,407,,,"[72.1, 2.3]",69255,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Torres Caturla,26679.0,Left Back,23,Málaga,223,"['0c62b828-747c-4596-9a2a-92905a300359', '84754119-467d-4a4c-9431-0a7733cf8a40', '9b9288b6-27e1-4bb4-ab85-56457d6b1eb6']",59,,,,,,,,,,,,,,,,Málaga,223,00:07:59.025,Carry,True,2009/2010
,,,,"[105.9, 15.0]",,,,,,,,,,,3.3707,,,,,,,,,,,,3768ab23-5953-4038-8cc1-4b73a394d3bd,410,,,"[85.5, 4.9]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Wing,23,Málaga,223,"['2e28be3b-afbe-4991-9507-ccc25f3d587b', 'ca5bf21e-4410-4fc8-b22d-18934e488f0a', 'd6b97b51-5d3b-49a5-a50e-a1d31a16a0d5']",1,,,,,,,,,,,,,,,,Málaga,223,00:08:01.573,Carry,True,2009/2010
,,,,"[15.1, 66.2]",,,,,,,,,,,1.520704,,,,,,,,,,,,e0e13d9c-5260-46c4-97b5-5815d0b4120a,414,,,"[15.1, 66.0]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,24,Barcelona,217,"['6790ac5b-ac02-4424-bc9a-da36d00fc56c', 'd2d54f48-f03d-4df7-ac0c-184a893d6ef2']",4,,,,,,,,,,,,,,,,Barcelona,217,00:08:04.944,Carry,,2009/2010
,,,,"[33.2, 68.5]",,,,,,,,,,,1.273,,,,,,,,,,,,c8abab57-c829-41c2-81d5-83a2fc1ae208,421,,,"[24.8, 67.4]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['0938d195-87ae-4f21-8801-9f91117ba419', 'cc72bf92-de7b-459f-824a-e4941a72fcac']",25,,,,,,,,,,,,,,,,Barcelona,217,00:08:25.795,Carry,,2009/2010
,,,,"[30.8, 59.1]",,,,,,,,,,,2.571341,,,,,,,,,,,,894cdd7a-b09d-4a16-ae72-a59f9fc3b5ff,424,,,"[30.5, 55.5]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['593124d3-c802-402d-b061-992d1a875f5e', 'e72633b8-858b-4969-b807-b6c3d0c93747']",28,,,,,,,,,,,,,,,,Barcelona,217,00:08:28.408,Carry,,2009/2010
,,,,"[37.9, 74.8]",,,,,,,,,,,1.0378,,,,,,,,,,,,757606f8-ff46-4515-a7bf-9cbf66276689,427,,,"[38.4, 74.8]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['11d6bf97-1b4a-4f8f-9e82-af3bdf04d9bb', '5d93de57-37b3-444e-be1f-150604da23fa']",32,,,,,,,,,,,,,,,,Barcelona,217,00:08:32.806,Carry,,2009/2010
,,,,"[30.8, 32.4]",,,,,,,,,,,3.2422,,,,,,,,,,,,aac6bb25-c062-4f96-890a-a39ee8260fdd,430,,,"[26.2, 32.6]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,25,Barcelona,217,"['57d9da7d-b8c1-406a-af5a-5a0cf07599b8', 'e35e2017-efb5-4e6a-8f78-ef257d84758a', 'f09fe90e-9a95-47e7-ad14-ff16281b94ec']",36,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.674,Carry,True,2009/2010
,,,,"[19.0, 51.8]",,,,,,,,,,,1.2148,,,,,,,,,,,,ca7e0bb4-779c-4dc3-91d8-e810a3f3794c,434,,,"[14.8, 47.7]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,25,Barcelona,217,"['2a5710bb-adb7-4244-83a0-234283925f2e', 'a9ed55a9-f905-4541-b0a6-ff45d9aa37cf']",42,,,,,,,,,,,,,,,,Barcelona,217,00:08:42.071,Carry,,2009/2010
,,,,"[44.1, 67.3]",,,,,,,,,,,0.5267,,,,,,,,,,,,e05e886c-eb7b-4062-a408-0e52218d924d,437,,,"[37.6, 68.5]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['1196f0ca-575e-4094-88a6-d79af464fe22', '4f176db6-c6fd-4806-983d-3e6295a16aed']",45,,,,,,,,,,,,,,,,Barcelona,217,00:08:45.952,Carry,,2009/2010
,,,,"[44.7, 51.1]",,,,,,,,,,,0.08,,,,,,,,,,,,12162f1e-9fb0-4832-a8c7-38d3a36fb795,441,,,"[45.8, 52.3]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['3a85bd8a-55bc-4e85-8ea1-94660864c172', '9d773278-4c6d-4df7-b1ab-88ea817d84be']",47,,,,,,,,,,,,,,,,Barcelona,217,00:08:47.682,Carry,,2009/2010
,,,,"[39.8, 72.2]",,,,,,,,,,,0.12,,,,,,,,,,,,2eff3aa2-7e85-434a-a6e2-d1a3696b9133,444,,,"[39.8, 72.2]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['43463deb-5ab6-46f1-b6de-e0f3a2803af9', 'cc8e63e4-cd66-4d04-a1ff-c41d410b25e4']",49,,,,,,,,,,,,,,,,Barcelona,217,00:08:49.161,Carry,,2009/2010
,,,,"[16.5, 44.1]",,,,,,,,,,,1.1585,,,,,,,,,,,,20a9f3f1-978f-4e21-9876-39d35bec4504,447,,,"[16.5, 44.1]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,25,Barcelona,217,"['600b74a8-40f3-4da0-8371-47586f03933c', 'c5b86b95-eb0f-4a63-8c2e-596f002c6dd8']",51,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.117,Carry,,2009/2010
,,,,"[21.6, 29.0]",,,,,,,,,,,2.725472,,,,,,,,,,,,52eb055b-cc8d-4237-84ed-573cd03727e7,450,,,"[21.6, 29.0]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,25,Barcelona,217,"['1798fdaa-2d3e-48a4-835f-87e560cf57e8', 'd177e008-5983-4aeb-9e07-31b7adb6e147']",54,,,,,,,,,,,,,,,,Barcelona,217,00:08:54.009,Carry,,2009/2010
,,,,"[29.0, 60.9]",,,,,,,,,,,3.8681,,,,,,,,,,,,33ed76e4-0067-4170-adf6-330a809eafd2,453,,,"[16.8, 52.5]",69255,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['11cdada5-33bb-4957-ac8e-eb9ef2d95597', '8b79c1fa-49fc-4e9d-a22f-3e4be8b58336']",58,,,,,,,,,,,,,,,,Barcelona,217,00:08:58.843,Carry,,2009/2010
,,,,"[37.6, 75.0]",,,,,,,,,,,0.12,,,,,,,,,,,,9b3fdbb3-0fc1-4b58-826b-eb607b766f65,456,,,"[37.6, 75.0]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,25,Barcelona,217,"['4b33f9d3-6e30-4332-83c2-d5fcc5d246ff', '5e3fa537-e2a0-4d20-a27e-2e25e0d5be33']",4,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.755,Carry,,2009/2010
,,,,"[38.2, 57.1]",,,,,,,,,,,1.9488,,,,,,,,,,,,1b058670-3737-485e-93b4-c10aa82a350d,459,,,"[31.1, 59.5]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['4cc528fe-55ae-4a69-a4f0-7c4adb9144bc', 'bd20a650-a15a-4bb0-89b2-99ec163afae2']",6,,,,,,,,,,,,,,,,Barcelona,217,00:09:06.771,Carry,,2009/2010
,,,,"[39.0, 27.5]",,,,,,,,,,,0.8076,,,,,,,,,,,,03bbf52c-b22c-4a5a-9c9c-ba8afe817aa4,463,,,"[38.4, 27.2]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,25,Barcelona,217,"['4cae48c3-438b-4053-9094-0468533032d1', '51239d42-db45-4987-985d-497511f18d8d', 'fa45a87e-f622-4dbe-8172-cd300c724c5e']",11,,,,,,,,,,,,,,,,Barcelona,217,00:09:11.166,Carry,True,2009/2010
,,,,"[65.1, 23.5]",,,,,,,,,,,2.3296,,,,,,,,,,,,424f9519-b679-464d-bc77-b57609fd5959,467,,,"[54.4, 29.0]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,25,Barcelona,217,"['41642b46-ec4c-4f43-94a8-88cd6fb63b06', '96ebe7c2-6373-4c40-9f99-60b4ebc04689', 'a16299a2-0d4c-471a-a6d8-26211904496c']",12,,,,,,,,,,,,,,,,Barcelona,217,00:09:12.855,Carry,True,2009/2010
,,,,"[69.4, 32.2]",,,,,,,,,,,0.3956,,,,,,,,,,,,ce73bc1b-267d-4db2-a0e7-0e8c0a7cd821,471,,,"[70.0, 33.8]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,25,Barcelona,217,"['3b38cdc4-46b4-487d-89e5-e784ff8dc916', '84babf5b-b8ed-4129-b1ec-645aca6e9e44', '97596216-7914-4d7f-ae2a-542c7721d397']",16,,,,,,,,,,,,,,,,Barcelona,217,00:09:16.239,Carry,True,2009/2010
,,,,"[55.2, 39.5]",,,,,,,,,,,1.8217,,,,,,,,,,,,1c5bb609-0428-4ada-99f0-773ab36da8cd,475,,,"[54.7, 33.9]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['a02cbb94-ec68-4ab1-bcdc-e7a267968b82', 'd5954b40-2389-483c-8484-3652efd45287']",18,,,,,,,,,,,,,,,,Barcelona,217,00:09:18.448,Carry,,2009/2010
,,,,"[63.4, 61.9]",,,,,,,,,,,2.3084,,,,,,,,,,,,2a86f759-b763-40fb-96f9-3ae9a2333537,478,,,"[56.8, 64.2]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['29b2d1dc-4851-4e60-966e-8869efdb9125', 'b5e4221b-9305-4e47-9195-c6fccfead8b4']",22,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.246,Carry,,2009/2010
,,,,"[60.0, 57.1]",,,,,,,,,,,1.3393,,,,,,,,,,,,1cf59047-5889-4c6b-b183-b06793126cc9,482,,,"[58.3, 49.4]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,25,Barcelona,217,"['1560379b-2341-463c-85b1-4a809d8c2a70', 'a2d10725-0cc8-460b-a511-6ae61f268bfc', 'f5618202-3385-40f7-9d90-620f15305e3f']",25,,,,,,,,,,,,,,,,Barcelona,217,00:09:25.682,Carry,True,2009/2010
,,,,"[52.6, 68.3]",,,,,,,,,,,0.0673,,,,,,,,,,,,4cad215a-795a-44de-9b6b-26216445d850,489,,,"[52.9, 67.9]",69255,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,"['3ed4134a-7954-4cd6-a239-efbe281609a5', '591c931f-5877-4f8b-b93b-4b586a06d760', '6748762f-3d68-489a-945e-b6f081d1cc62']",29,,,,,,,,,,,,,,,,Barcelona,217,00:09:29.842,Carry,True,2009/2010
