bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.0859,,,,,,,,,,,,26000726-4d4a-4abb-8bad-412215fc7017,493,,,"[46.7, 32.6]",69255,9,,,,,-0.7655332,,Right Foot,,,,"[54.4, 25.2]",,Ground Pass,,10.6794195,,,,Seydou Kéita,20169.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,25,Barcelona,217,['4e5c6cb7-72b2-4d38-8fc9-bada6d9a61b2'],35,,,,,,,,,,,,,,,,Barcelona,217,00:09:35.769,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4947,,,,,,,,,,,,8c51c1d6-7573-4cbd-979b-071ce8332879,496,,,"[49.7, 26.5]",69255,9,,,,,2.2655346,,Left Foot,,,,"[37.2, 41.5]",,Ground Pass,,19.525623,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,25,Barcelona,217,['066b402f-0f30-4da8-8123-d3a9c3cf0b5f'],37,,,,,,,,,,,,,,,,Barcelona,217,00:09:37.663,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6482,,,,,,,,,,,,f9df3baa-1277-49d6-9302-395d74046bea,499,,,"[37.2, 41.5]",69255,9,,,,,0.7529186,,Right Foot,,,,"[51.5, 54.9]",,Ground Pass,,19.597193,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,25,Barcelona,217,['31a60815-0800-42fe-8928-0ceb69946f4c'],40,,,,,,,,,,,,,,,,Barcelona,217,00:09:40.505,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6963,,,,,,,,,,,,a314539f-9577-40b4-ba4e-d740574752f9,503,,,"[52.6, 54.8]",69255,9,,,,,2.5523953,,Right Foot,,,,"[33.3, 67.7]",,Ground Pass,,23.21422,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,25,Barcelona,217,"['207dc0ff-948d-44ed-86e3-fd7c69cc4e8e', 'e35ce9d8-bb60-40f9-a507-b040f51593ec']",42,,,,,,,,,,,,,,,,Barcelona,217,00:09:42.165,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.9575,,,,,,,,,,,,b37785d3-8061-44fc-8e18-483c7f024207,506,,,"[46.9, 65.4]",69255,9,,,,,-0.21769287,,Right Foot,,,,"[68.6, 60.6]",,Ground Pass,,22.224537,,,,Thierry Henry,15516.0,,,,,,1,From Free Kick,Dmytro Chygrynskiy,18608.0,Right Center Back,25,Barcelona,217,['f0e23e65-8247-4920-9686-51790475bc7a'],48,,,,,,,,,,,,,,,,Barcelona,217,00:09:48.694,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6522,,,,,,,,,,,,ea54425e-b6b6-43e4-b2c9-b7b8262ce5bc,509,,,"[68.6, 60.8]",69255,9,,,,,1.6475682,,Right Foot,,,,"[67.5, 75.1]",,High Pass,,14.342245,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Thierry Henry,15516.0,Center Forward,25,Barcelona,217,['2855ffae-230c-47c7-8e72-706ba46216d2'],49,,,,,,,,,,,,,,,,Barcelona,217,00:09:49.731,Pass,,2009/2010
,,,,,,,,,,,,,,,2.7168,,,,,,,,,,,,12d547ce-d768-4f7d-906d-b6a7855ccc2c,514,,,"[50.4, 17.4]",69255,10,,,,,0.16213301,,Left Foot,,,,"[104.2, 26.2]",,High Pass,,54.514954,,Incomplete,,Fernando Miguel Fernández Escribano,26249.0,,,,,Free Kick,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,26,Málaga,223,"['88759436-954f-4965-9add-4cb6a178a19a', 'a76f646b-9fef-492c-863b-289a4e74b98b']",43,,,,,,,,,,,,,,,,Málaga,223,00:10:43.170,Pass,,2009/2010
,,,,,,,,,,,,,,,0.4385,,,,,,,,,,,,6d170b70-269d-4e05-af3c-f0e3b9e6740f,519,,,"[17.3, 58.2]",69255,10,,,,,-1.3129318,,Right Foot,,,,"[19.7, 49.1]",,High Pass,,9.411163,,Incomplete,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,27,Barcelona,217,['53c7bf65-fe88-4c66-bf98-8efdbb36120c'],50,,,,,,,,,,,,,,,,Barcelona,217,00:10:50.519,Pass,,2009/2010
,,,,,,,,,,,,,,,2.6285,,,,,,,,,,,,13d6606b-156b-4b22-9fe9-6915dddaac3c,522,,,"[7.0, 37.0]",69255,11,,,,,-0.5854398,,Right Foot,,,,"[52.1, 7.1]",,High Pass,,54.111183,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,28,Barcelona,217,['7af09d91-c7ab-42ac-a152-56a1bb547188'],13,,,,,,,,,,,,,,,,Barcelona,217,00:11:13.572,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3255,,,,,,,,,,,,e396cc44-833b-4041-9e42-aea1220845bb,524,,,"[52.1, 7.1]",69255,11,,,,,-0.32011923,,Head,,,,"[70.5, 1.0]",,High Pass,,19.384789,,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,28,Barcelona,217,['fbaf10f6-39ac-4477-bd87-7c53775e576b'],16,,,,,,,,,,,,,,,,Barcelona,217,00:11:16.280,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3786,,,,,,,,,,,,e18a1c4e-5106-4552-9064-f1e3aaf36490,526,,,"[52.2, 80.0]",69255,11,,,,,-0.6769149,,,,,,"[74.6, 62.0]",,High Pass,,28.73604,,,,Nabil Baha,26670.0,,,,,Throw-in,1,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,29,Málaga,223,['4ce17f5d-9826-46c7-b877-5bcab6a0872a'],20,,,,,,,,,,,,,,,,Málaga,223,00:11:20.870,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1353,,,,,,,,,,,,9241f5ba-ad2d-4db0-b1fb-f996cb0eecf1,530,,,"[71.0, 60.8]",69255,11,,,,,-2.5562782,,Right Foot,,,,"[62.4, 55.1]",,Ground Pass,,10.317461,,,,Juan Jesús Gutiérrez Robles,25883.0,,,,,,1,From Throw In,Nabil Baha,26670.0,Center Attacking Midfield,29,Málaga,223,['fa189fc7-152d-41b4-8265-7cf6d7b90c55'],23,,,,,,,,,,,,,,,,Málaga,223,00:11:23.939,Pass,,2009/2010
,,,,,,,,,,,,,,,0.6031,,,,,,,,,,,,b911d902-ef70-4392-b6ce-4a044b50d7df,534,,,"[62.1, 55.5]",69255,11,,,,,-0.81241864,,Left Foot,,,,"[67.5, 49.8]",,Ground Pass,,7.8517513,,,,Xavier Torres Buigues,24162.0,,,,,,1,From Throw In,Juan Jesús Gutiérrez Robles,25883.0,Right Defensive Midfield,29,Málaga,223,['dd405165-e2f1-48e5-aecc-5a731557afc4'],25,,,,,,,,,,,,,,,,Málaga,223,00:11:25.114,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0153,,,,,,,,,,,,3f43e77a-7ca9-4b9e-95f2-eb188303e4b5,538,,,"[66.6, 49.8]",69255,11,,,,,-0.1381865,,Right Foot,,,,"[81.7, 47.7]",,Ground Pass,,15.245327,,,,Victor Obinna Nsofor,26678.0,,,,,,1,From Throw In,Xavier Torres Buigues,24162.0,Left Defensive Midfield,29,Málaga,223,"['dad43ecd-d4e5-4cab-bf77-f0f817955011', 'ec332a73-3776-4410-b3ba-d88044689101']",26,,,,,,,,,,,,,,,,Málaga,223,00:11:26.235,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.020586,,,,,,,,,,,,a3f95419-a87b-47cb-8eda-a0b734391831,544,,,"[41.9, 34.9]",69255,11,,,,,1.7425565,,Right Foot,,,,"[40.2, 44.7]",,Ground Pass,,9.946356,,,,Carles Puyol i Saforcada,20125.0,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,30,Barcelona,217,['35073b7e-c345-4f43-8f3d-51f6e7b5a0d6'],28,,,,,,,,,,,,,,,,Barcelona,217,00:11:28.263,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0255,,,,,,,,,,,,7b8a9e6c-aaef-452f-9ec2-a500a4c4e693,547,,,"[40.2, 44.7]",69255,11,,,,,0.11195592,,Right Foot,,,,"[57.1, 46.6]",,Ground Pass,,17.00647,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,30,Barcelona,217,['86351f58-ebd1-49e6-818f-48078b1d0344'],29,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.648,Pass,,2009/2010
,,,,,,,,,,,,,,,0.281,,,,,,,,,,,,1ccf8229-e0a2-40b5-ad7e-83896560b0b0,550,,,"[58.6, 51.8]",69255,11,,,,,-0.4789136,,Right Foot,,,,"[63.8, 49.1]",,Ground Pass,,5.859181,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,30,Barcelona,217,"['4b076e93-6ee0-472f-9b44-296ac067db6e', '76c301c6-422c-4907-97ec-09169e654633']",32,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.639,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4629,,,,,,,,,,,,3053cbc7-58b5-44a1-8a4f-008e6f5fc00d,562,,,"[60.7, 31.8]",69255,11,,,,,-1.8750559,,Right Foot,,,,"[54.2, 11.1]",,Ground Pass,,21.696543,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,1,Regular Play,Victor Obinna Nsofor,26678.0,Center Forward,30,Barcelona,217,['c8752e09-3ea8-40fb-a071-9be36d69bd80'],36,,,,,,,,,,,,,,,,Málaga,223,00:11:36.172,Pass,,2009/2010
,,,,,,,,,,,,,,,0.872,,,,,,,,,,,,87e407a3-12d1-4170-a6eb-8652b1d1d222,571,,,"[47.5, 75.6]",69255,11,,,,,-1.5871882,,Right Foot,,,,"[47.3, 63.4]",,Ground Pass,,12.201639,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,30,Barcelona,217,['9174f29d-b698-4594-9538-f9f178ef1bf1'],48,,,,,,,,,,,,,,,,Barcelona,217,00:11:48.227,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4215,,,,,,,,,,,,f77794e5-7060-44cb-b183-a4505b5829ba,575,,,"[46.9, 64.8]",69255,11,,,,,1.7812265,,Right Foot,,,,"[44.7, 75.1]",,Ground Pass,,10.532331,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,30,Barcelona,217,['40b9c93b-ee3c-41e6-acad-7ce4ca55c807'],49,,,,,,,,,,,,,,,,Barcelona,217,00:11:49.139,Pass,,2009/2010
,,,,,,,,,,,,,,,2.9867,,,,,,,,,,,,b646fce5-59d2-4ca8-a125-04ed08f25839,579,,,"[43.8, 73.3]",69255,11,,,,,-2.1757677,,Right Foot,,,,"[18.7, 37.0]",,Ground Pass,,44.132755,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,30,Barcelona,217,['8ba91d62-679f-4e67-959a-63b45a384489'],52,,,,,,,,,,,,,,,,Barcelona,217,00:11:52.446,Pass,,2009/2010
,,,,,,,,,,,,,,,2.234603,,,,,,,,,,,,2071e038-23ed-4e21-acc6-04dd5ba02100,582,,,"[37.3, 35.0]",69255,12,,,,,1.7619808,,Left Foot,,,,"[31.9, 62.9]",,Ground Pass,,28.417776,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,30,Barcelona,217,['24d10312-6448-43c1-98a0-ec5f20f794bb'],0,,,,,,,,,,,,,,,,Barcelona,217,00:12:00.125,Pass,,2009/2010
,,,,,,,,,,,,,,,2.564,,,,,,,,,,,,fa422470-f779-463b-902a-c2913b1de743,585,,,"[45.5, 60.0]",69255,12,,,,,-1.900499,,Right Foot,,,,"[35.2, 29.9]",,Ground Pass,,31.813519,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,30,Barcelona,217,['73c571df-e341-408d-949c-329e89068df7'],5,,,,,,,,,,,,,,,,Barcelona,217,00:12:05.316,Pass,,2009/2010
,,,,,,,,,,,,,,,2.847,,,,,,,,,,,,df1e2b84-9ec5-4723-9637-2e0988733afd,588,,,"[39.8, 30.7]",69255,12,,,,,1.555909,,Left Foot,,,,"[40.4, 71.0]",,Ground Pass,,40.304466,,,,Carles Puyol i Saforcada,20125.0,,True,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,30,Barcelona,217,['67762946-0e44-44f7-bf42-2cc1b75d0b7f'],9,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.433,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5121,,,,,,,,,,,,3aef1373-addc-4d43-9028-35ba9482ad5e,591,,,"[47.5, 69.9]",69255,12,,,,,-1.5544044,,Right Foot,,,,"[47.7, 57.7]",,Ground Pass,,12.201639,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,30,Barcelona,217,['62d43ac6-f63e-4a56-8d14-8091dc2205a0'],13,,,,,,,,,,,,,,,,Barcelona,217,00:12:13.709,Pass,,2009/2010
,,,,,,,,,,,,,,,2.5371,,,,,,,,,,,,991d6a7b-f3af-4d14-a3ae-cb6157eb6945,595,,,"[46.7, 55.1]",69255,12,,,,,-1.7635776,,Right Foot,,,,"[41.0, 25.9]",,Ground Pass,,29.751135,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,30,Barcelona,217,"['3845e0d5-d980-4005-a040-29bd7953efdf', '667adb04-8a77-4480-a25f-578ed89d3001']",18,,,,,,,,,,,,,,,,Barcelona,217,00:12:18.283,Pass,True,2009/2010
,,,,,,,,,,,,,,,2.789,,,,,,,,,,,,5a8b090c-2272-4798-99e2-fd46aa044294,598,,,"[41.6, 26.2]",69255,12,,,,,0.7660604,,Right Foot,,,,"[86.4, 69.3]",,High Pass,,62.16631,,Incomplete,,Daniel Alves da Silva,4324.0,,True,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Right Center Back,30,Barcelona,217,"['1da7e92c-22f7-4f60-bb35-bdd190ad7ddd', 'b5ebce77-cc71-4471-afcc-eeff43b8faf8']",22,,,,,,,,,,,,,,,,Barcelona,217,00:12:22.238,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6849,,,,,,,,,,,,b5ebce77-cc71-4471-afcc-eeff43b8faf8,600,,,"[34.6, 11.7]",69255,12,,,,,-0.35877067,,Head,,,,"[51.4, 5.4]",,Low Pass,,17.942408,,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,Recovery,1,From Counter,Manuel Torres Caturla,26679.0,Left Back,31,Málaga,223,"['3b6ba8df-4d60-44f7-bfbe-e21b00e25b4c', '5a8b090c-2272-4798-99e2-fd46aa044294']",25,,,,,,,,,,,,,,,,Málaga,223,00:12:25.027,Pass,,2009/2010
,,,,,,,,,,,,,,,2.2196,,,,,,,,,,,,4dbbba4d-8e10-4001-abca-a32b40601f68,610,,,"[67.6, 4.6]",69255,12,,,,,2.8949692,,Right Foot,,,,"[53.3, 8.2]",,Ground Pass,,14.746186,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,Free Kick,1,From Free Kick,Manuel Torres Caturla,26679.0,Left Back,32,Málaga,223,['77066c66-55f2-4e58-b2b4-a9f73fb558f9'],46,,,,,,,,,,,,,,,,Málaga,223,00:12:46.079,Pass,,2009/2010
,,,,,,,,,,,,,,,4.735,,,,,,,,,,,,6a58eeee-c01c-4d12-9d13-525726813c19,613,,,"[53.3, 9.9]",69255,12,,,,,1.7628877,,Left Foot,,,,"[41.3, 71.6]",,Low Pass,,62.856106,,,,Jesús Gámez Duarte,4788.0,,True,,,,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,32,Málaga,223,['a3f097a3-5436-4f5d-94e7-94a344a96e02'],48,,,,,,,,,,,,,,,,Málaga,223,00:12:48.700,Pass,,2009/2010
,,,,,,,,,,,,,,,1.7256,,,,,,,,,,,,aa3153a8-a917-41bb-804e-7c3a90f52b64,617,,,"[44.7, 71.6]",69255,12,,,,,0.22266094,,Right Foot,,,,"[81.8, 80.0]",,High Pass,,38.03906,,Out,,Fernando Miguel Fernández Escribano,26249.0,,,,,,1,From Free Kick,Jesús Gámez Duarte,4788.0,Right Back,32,Málaga,223,['106c1fd5-e4bb-4f17-8d29-6d0a62169b23'],54,,,,,,,,,,,,,,,,Málaga,223,00:12:54.628,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4618,,,,,,,,,,,,d173d949-23dd-4c8b-a104-a899672c2ef8,619,,,"[65.5, 1.0]",69255,13,,,,,1.1284221,,,,,,"[75.4, 21.9]",,High Pass,,23.126175,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,33,Barcelona,217,['490adc56-2907-4152-b48b-f1664721b446'],5,,,,,,,,,,,,,,,,Barcelona,217,00:13:05.147,Pass,,2009/2010
,,,,,,,,,,,,,,,0.5543,,,,,,,,,,,,74043f8c-d986-4e34-9e83-2b501768752e,625,,,"[40.0, 65.7]",69255,13,,,,,3.0981417,,Left Foot,,,,"[35.4, 65.9]",,Low Pass,,4.604346,,,,Jesús Gámez Duarte,4788.0,,,,,Recovery,1,From Throw In,Fernando Miguel Fernández Escribano,26249.0,Right Wing,33,Barcelona,217,['15f7924d-ba6c-4690-ab30-90b62537ff1b'],9,,,,,,,,,,,,,,,,Málaga,223,00:13:09.059,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9505,,,,,,,,,,,,25a62dc5-c819-45e5-aa18-a3af8a786392,631,,,"[66.3, 20.4]",69255,13,,,,,1.9583857,,Left Foot,,,,"[55.4, 47.1]",,Ground Pass,,28.839209,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,33,Barcelona,217,['0edca9e7-10e5-413f-bf72-6349b8928924'],12,,,,,,,,,,,,,,,,Barcelona,217,00:13:12.939,Pass,,2009/2010
,,,,,,,,,,,,,,,0.9258,,,,,,,,,,,,750035da-f085-4e58-b686-84daa3f1505b,634,,,"[68.2, 62.9]",69255,13,,,,,-0.061565932,,Right Foot,,,,"[82.8, 62.0]",,Ground Pass,,14.627713,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,33,Barcelona,217,['03d270e7-39de-47e4-b5e8-586b65b5af5f'],19,,,,,,,,,,,,,,,,Barcelona,217,00:13:19.028,Pass,,2009/2010
,,,,,,,,,,,,,,,2.1431,,,,,,,,,,,,60ffca39-6b37-420e-b674-19a462ee506e,639,,,"[88.7, 43.4]",69255,13,,,,,-1.2357454,,Left Foot,,,,"[97.3, 18.7]",,Ground Pass,,26.15435,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,"['4465bcf5-6d49-4321-9b67-33b3c074a16f', '45fc199e-4019-4e2a-8301-f8263f52f5ad']",23,,,,,,,,,,,,,,,,Barcelona,217,00:13:23.506,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.7495,,,,,,,,,,,,8492fdae-558e-4edc-b73f-d4674bb8a035,642,,,"[108.0, 22.2]",69255,13,,,,,-0.15342392,,Right Foot,,,,"[117.7, 20.7]",,Ground Pass,,9.815294,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,33,Barcelona,217,['d7b0a9f3-ed91-4041-8f9b-214605849887'],28,,,,,,,,,,,,,,,,Barcelona,217,00:13:28.211,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8773,,,,,,,,,,,,ac4e9f7d-a6a3-45ab-8838-be611ab55f8b,645,,,"[117.4, 20.4]",69255,13,,,,,1.61159,,Left Foot,True,,,"[116.6, 40.0]",,High Pass,,19.61632,,Incomplete,,Thierry Henry,15516.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,33,Barcelona,217,"['8597a799-7630-44df-ac8a-e025018f6191', 'fec2b1bf-1e1d-4dbb-86a8-c3d5d45009f9']",30,,,,,,,,,,,,,,,,Barcelona,217,00:13:30.000,Pass,,2009/2010
,,,,,,,,,,,,,,,3.4483,,,,,,,,,,,,8a00318d-f0ba-4fb2-b824-f84afcf51de1,649,,,"[15.5, 47.8]",69255,13,,,,,-0.28878525,,Drop Kick,,,,"[80.8, 28.4]",,High Pass,,68.12085,,Incomplete,,Victor Obinna Nsofor,26678.0,,,,,,1,From Throw In,Gustavo Adolfo Munúa Vera,26221.0,Goalkeeper,33,Barcelona,217,"['28cc1cad-2ff8-4446-8684-56b8b6d316bd', 'c63578eb-9bed-4905-a27f-f6c2cc3b6211']",35,,,,,,,,,,,,,,,,Málaga,223,00:13:35.608,Pass,,2009/2010
,,,,,,,,,,,,,,,2.5199,,,,,,,,,,,,c63578eb-9bed-4905-a27f-f6c2cc3b6211,652,,,"[40.2, 52.6]",69255,13,,,,True,0.8074534,,,,,,"[53.5, 66.5]",,Low Pass,,19.237984,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,33,Barcelona,217,"['2c135241-3e0a-404d-a068-d3cb9b17abeb', '6cad262f-1fc9-4b8d-8474-32542e0522b3', '8a00318d-f0ba-4fb2-b824-f84afcf51de1']",39,,,,,,,,,,,,,,,,Barcelona,217,00:13:39.056,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.124972,,,,,,,,,,,,ad7cd02b-d643-4ed8-ace3-1ace69e1cc7c,655,,,"[52.7, 64.8]",69255,13,,,,,-1.6211739,,Right Foot,,,,"[52.1, 52.9]",,Ground Pass,,11.915116,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,33,Barcelona,217,['8f1e20a0-352d-4162-9f38-8b83a8293825'],42,,,,,,,,,,,,,,,,Barcelona,217,00:13:42.224,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9628,,,,,,,,,,,,dbbd3f38-1357-4138-a6c5-5a2eab93183b,658,,,"[52.1, 52.9]",69255,13,,,,,-1.6233793,,Right Foot,,,,"[50.9, 30.1]",,Ground Pass,,22.831556,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,33,Barcelona,217,['e092352e-1dea-401f-9e73-b78deb664059'],45,,,,,,,,,,,,,,,,Barcelona,217,00:13:45.322,Pass,,2009/2010
,,,,,,,,,,,,,,,2.4038,,,,,,,,,,,,8418417c-5b78-4f57-818e-d2b1c96d27cd,661,,,"[56.6, 27.8]",69255,13,,,,,-1.3226829,,Right Foot,,,,"[62.3, 5.3]",,Ground Pass,,23.210773,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Dmytro Chygrynskiy,18608.0,Right Center Back,33,Barcelona,217,['b7a9e946-f43b-43a8-b8da-2302171ec081'],48,,,,,,,,,,,,,,,,Barcelona,217,00:13:48.257,Pass,,2009/2010
,,,,,,,,,,,,,,,2.4952,,,,,,,,,,,,ac180e20-e546-4074-be1f-95387d586a1d,665,,,"[61.2, 6.5]",69255,13,,,,,2.5545325,,Left Foot,,,,"[36.7, 22.8]",,Ground Pass,,29.426859,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,33,Barcelona,217,['25ebe83e-97a3-4ceb-a9c0-25a68572fb22'],52,,,,,,,,,,,,,,,,Barcelona,217,00:13:52.274,Pass,,2009/2010
,,,,,,,,,,,,,,,2.4037,,,,,,,,,,,,e2e4bc3f-c4b7-4d4c-8cd1-97e444d2182e,668,,,"[32.1, 23.9]",69255,13,,,,,2.5560622,,Right Foot,,,,"[13.4, 36.3]",,Ground Pass,,22.43769,,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Throw In,Dmytro Chygrynskiy,18608.0,Right Center Back,33,Barcelona,217,['da1d7fe2-a52a-4153-af2e-09baddcbc333'],54,,,,,,,,,,,,,,,,Barcelona,217,00:13:54.809,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3989,,,,,,,,,,,,caf655a5-90c8-493e-9c8f-88d0fad59d83,671,,,"[13.9, 44.7]",69255,13,,,,,1.3237365,,Right Foot,,,,"[19.6, 67.3]",,Ground Pass,,23.307724,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,33,Barcelona,217,['db12df0d-4661-4a91-9f58-d6315267ed1f'],58,,,,,,,,,,,,,,,,Barcelona,217,00:13:58.379,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0285,,,,,,,,,,,,a9ab3f5e-9cc9-4c4e-9a7e-58bbf4f852dc,674,,,"[49.7, 67.4]",69255,14,,,,,0.21934326,,Right Foot,,,,"[81.1, 74.4]",,High Pass,,32.170795,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,33,Barcelona,217,['f1914102-b5e5-461e-8f66-b96c947fd24a'],7,,,,,,,,,,,,,,,,Barcelona,217,00:14:07.316,Pass,,2009/2010
,,,,,,,,,,,,,,,1.8076,,,,,,,,,,,,5b7bf593-2861-4809-8e2a-d2a4eb34b40c,678,,,"[81.6, 66.8]",69255,14,,,,,-2.54423,,Right Foot,,,,"[66.9, 56.8]",,Ground Pass,,17.77892,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,33,Barcelona,217,"['5d97b76b-2bbf-4496-b12a-1a6b2b21c378', '8fa15479-8966-4b23-813e-cb8c5fb7e683']",11,,,,,,,,,,,,,,,,Barcelona,217,00:14:11.786,Pass,,2009/2010
