50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.544783,,,,,,,,,,,,,,9e8c5e0d-47a0-48da-a3a3-3bad12d2bc64,755,,,"[35.6, 73.1]",9811,20,,,,-0.27190524,,Right Foot,,,"[62.5, 65.6]",,High Pass,,27.925974,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,,Right Defensive Midfield,43,Barcelona,217,['d231b52d-607e-4b73-a58a-b627dd6bcea4'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:53.645,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.815855,,,,,,,,,,,,,,4eff39eb-45c1-47b0-8a70-277280cc581a,757,,,"[62.5, 65.6]",9811,20,,,,-2.2128544,,Head,,,"[54.2, 54.5]",,Low Pass,,13.860014,,Incomplete,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,,Right Midfield,43,Barcelona,217,['f6d53038-1600-41b7-8efc-1e5531e8cd43'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:20:55.310,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.939932,,,,,,,,,,,,,,407d3a05-1597-4107-b0b8-310a4cf819ba,760,,,"[68.3, 33.5]",9811,20,,,,1.5760456,,Left Foot,,,"[68.1, 71.6]",,Ground Pass,,38.100525,,,,Pablo Maffeo Becerra,6564.0,,,,,,,1,Regular Play,Pere Pons Riera,6565.0,,Right Defensive Midfield,44,Girona,211,['f4fc7922-3cb4-420e-bd69-ac55bd9f3353'],59,,,,,,,,,,,,,,,,,,Girona,211,00:20:59.567,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.576251,,,,,,,,,,,,,,a1b9d773-f339-4e9a-97f0-a64678f15ed4,763,,,"[69.1, 71.6]",9811,21,,,,-2.4396367,,Right Foot,,,"[54.2, 59.0]",,Ground Pass,,19.513329,,,,Jonás Ramalho Chimeno,6887.0,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,,Right Wing Back,44,Girona,211,['09b237de-b585-4689-b12d-b5af881d9b96'],3,,,,,,,,,,,,,,,,,,Girona,211,00:21:03.230,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.73802,,,,,,,,,,,,,,8f8980b6-5f28-4d6e-a70d-6a8db65e9e57,766,,,"[54.2, 59.0]",9811,21,,,,0.09193866,,Right Foot,,,"[68.3, 60.3]",,Ground Pass,,14.159802,,,,Anthony Rubén Lozano Colón,7578.0,,,,,,,1,Regular Play,Jonás Ramalho Chimeno,6887.0,,Right Center Back,44,Girona,211,['883454e9-b544-481b-bc20-cbf757eb8c0a'],5,,,,,,,,,,,,,,,,,,Girona,211,00:21:05.334,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.785472,,,,,,,,,,,,,,d831785f-a6a9-45e6-a009-da2922020077,769,,,"[64.0, 59.2]",9811,21,,,,-2.5546794,,Right Foot,,,"[42.8, 45.1]",,Ground Pass,,25.460754,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,Regular Play,Anthony Rubén Lozano Colón,7578.0,,Center Forward,44,Girona,211,['2e4ba477-9fd6-4c32-ac08-598d6f16c3f5'],7,,,,,,,,,,,,,,,,,,Girona,211,00:21:07.485,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.282813,,,,,,,,,,,,,,e777412d-f019-4c3b-bc43-19f33591ef66,772,,,"[42.4, 45.9]",9811,21,,,,-1.4283086,,Right Foot,,,"[45.8, 22.2]",,Ground Pass,,23.94264,,,,Juan Pedro Ramírez López,6572.0,,,,,,,1,Regular Play,Bernardo José Espinosa Zúñiga,6573.0,,Center Back,44,Girona,211,['5b02c025-a1b1-4d7f-85b6-3c35969b9865'],10,,,,,,,,,,,,,,,,,,Girona,211,00:21:10.108,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.214542,,,,,,,,,,,,,,c93e7deb-bc6e-45c5-aa14-43067d0c0fa4,775,,,"[45.8, 22.2]",9811,21,,,,-0.119794026,,Right Foot,,,"[67.4, 19.6]",,Ground Pass,,21.755919,,,,Borja García Freire,6567.0,,,,,,,1,Regular Play,Juan Pedro Ramírez López,6572.0,,Left Center Back,44,Girona,211,['48230487-d9ec-4d30-b4ae-9c7d2fb931df'],12,,,,,,,,,,,,,,,,,,Girona,211,00:21:12.488,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.597837,,,,,,,,,,,,,,39447b54-51a9-4962-a19e-d534d89fba78,781,,,"[40.9, 51.5]",9811,21,,,,0.5226508,,Right Foot,,,"[50.1, 56.8]",,Low Pass,,10.617438,,Incomplete,,Ivan Rakitić,5470.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,44,Girona,211,"['13866298-9689-42c8-b212-781817683d98', '30da6667-1a7a-408c-834f-955e14c76001', 'd557a3f0-e546-4a46-83d3-b326de7b93b9']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.620,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.451573,,,,,,,,,,,,,,d557a3f0-e546-4a46-83d3-b326de7b93b9,784,,,"[70.0, 23.3]",9811,21,,,,-1.3838171,,Right Foot,,,"[72.8, 8.5]",,Low Pass,,15.062536,,,,Francesc Aday Benítez Caraballo,6578.0,,,,,,Recovery,1,Regular Play,Alejandro Granell Nogué,6570.0,,Left Defensive Midfield,44,Girona,211,"['39447b54-51a9-4962-a19e-d534d89fba78', '51716af2-d7dc-4ed5-8383-7bf53c8645d2', '60217c6a-e695-4626-ba94-76ab23821c0b']",17,,,,,,,,,,,,,,,,,,Girona,211,00:21:17.218,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.701015,,,,,,,,,,,,,,9c993e70-59e5-4088-891b-0afb6a2b2af2,787,,,"[75.3, 7.7]",9811,21,,,,1.2097911,,Right Foot,,,"[79.0, 17.5]",,Ground Pass,,10.475209,,,,Borja García Freire,6567.0,,,,,,,1,Regular Play,Francesc Aday Benítez Caraballo,6578.0,,Left Wing Back,44,Girona,211,['b314d2cd-2812-4b07-b0f0-ead3504096c3'],20,,,,,,,,,,,,,,,,,,Girona,211,00:21:20.435,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.149633,,,,,,,,,,,,,,381398c9-2d7a-4d8e-82c5-346fd2218b16,791,,,"[80.7, 13.0]",9811,21,,,,1.9797041,,Right Foot,,,"[79.4, 16.0]",,Ground Pass,,3.2695565,,Incomplete,,Alejandro Granell Nogué,6570.0,,,,,,,1,Regular Play,Borja García Freire,6567.0,,Left Wing,44,Girona,211,"['47f4f5c8-bb75-4e64-b658-6b9f6df0ad59', '9e29a181-b586-49f6-ba61-143a8d2be7b8', 'd863cc61-305e-4bf8-a8c1-b316a8ad637e']",23,,,,,,,,,,,,,,,,,,Girona,211,00:21:23.138,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.927585,,,,,,,,,,,,,,6a8ac7b8-f542-4810-8adf-7a975e9b86be,798,,,"[75.3, 7.2]",9811,21,,,,-3.1335282,,Right Foot,,,"[50.5, 7.0]",,Ground Pass,,24.800806,,,,Juan Pedro Ramírez López,6572.0,,,,,,,1,Regular Play,Francesc Aday Benítez Caraballo,6578.0,,Left Wing Back,44,Girona,211,"['8dea1438-fbfa-4e83-a8d5-df167070ac88', 'd1665e14-d382-4afb-9661-15bbd4ca85fd']",25,,,,,,,,,,,,,,,,,,Girona,211,00:21:25.909,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.745766,,,,,,,,,,,,,,19165df4-dd5c-40d4-b4ee-a99612172007,801,,,"[45.6, 10.6]",9811,21,,,,2.1899576,,Right Foot,,,"[27.0, 36.7]",,Ground Pass,,32.04949,,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,,,1,Regular Play,Juan Pedro Ramírez López,6572.0,,Left Center Back,44,Girona,211,['276a32ce-0f6e-4529-926c-a699c3e75e65'],29,,,,,,,,,,,,,,,,,,Girona,211,00:21:29.446,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.116321,,,,,,,,,,,,,,7232a473-5b2c-494f-a053-cae1d3aa986c,804,,,"[26.1, 42.1]",9811,21,,,,0.2866424,,Right Foot,,,"[71.9, 55.6]",,High Pass,,47.74819,,,,Anthony Rubén Lozano Colón,7578.0,,,,,,,1,Regular Play,Bernardo José Espinosa Zúñiga,6573.0,,Center Back,44,Girona,211,['b9febc23-5a20-49aa-be65-868d00a448ea'],33,,,,,,,,,,,,,,,,,,Girona,211,00:21:33.332,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.11671,,,,,,,,,,,,,,1f7d1b68-f611-4eb8-91a7-c4398866a41f,807,,,"[20.6, 0.1]",9811,21,,,,0.8868451,,,,,"[35.6, 18.5]",,High Pass,,23.739418,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,,Left Back,45,Barcelona,217,['decedee7-cb26-4f18-8c72-7bd6fec186d0'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:53.264,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.75758,,,,,,,,,,,,,,ea2b9827-1e42-44b6-b85a-34206f0302b1,811,,,"[50.8, 26.5]",9811,21,,,,1.5025265,,Left Foot,,,"[51.6, 38.2]",,Ground Pass,,11.727319,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,,Left Center Forward,45,Barcelona,217,"['4df15b3a-98ec-47b8-94b5-8f88e2000c31', 'bb589074-47bd-44bf-8576-2fcdbc3167a3']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:21:56.563,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.053449,,,,,,,,,,,,,,c36bf433-f7ab-479e-a5d6-e3e9d13daf84,816,,,"[51.6, 48.9]",9811,22,,,,-0.7695265,,Right Foot,,,"[58.0, 42.7]",,Ground Pass,,8.910667,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,,Left Defensive Midfield,45,Barcelona,217,['857f67c1-1912-4673-b592-936c0f61f0e7'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:00.608,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.08551,,,,,,,,,,,,,,220800bc-d98b-4b19-a60e-0fb8c639e460,819,,,"[81.3, 46.3]",9811,22,,,,0.6156199,,Left Foot,,,"[105.9, 63.7]",,Ground Pass,,30.13171,,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,45,Barcelona,217,['4b44146a-373f-4110-8ad1-1a1db99fc7ef'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:04.822,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.192478,,,,,,,,,,,,,,bd3449cd-2c4f-43c0-a396-835f269f151f,822,,,"[109.6, 57.3]",9811,22,,,,-1.3567356,,Right Foot,True,,"[113.6, 38.9]",,High Pass,,18.829763,,Incomplete,,,,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,,Right Midfield,45,Barcelona,217,['a8d28679-c979-4c75-a236-67803fdbfb14'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:10.315,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.925282,,,,,,,,,,,,,,f235b0a9-3a38-4abd-aa39-c722660299e4,826,,,"[109.8, 12.1]",9811,22,,,,2.2889385,,Left Foot,,,"[100.8, 22.4]",,Ground Pass,,13.678084,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,,Left Back,45,Barcelona,217,['139b80e3-767b-4263-9220-6f40300ec4f5'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:15.506,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.292798,,,,,,,,,,,,,,e6e18fe3-ffe5-4e1d-8ae1-efa75b975e4f,833,,,"[92.9, 28.2]",9811,22,,,,1.3573164,,Right Foot,,,"[99.1, 56.8]",,Ground Pass,,29.264313,,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,,Left Midfield,45,Barcelona,217,['5866052a-a71b-4197-b948-aa24a9c7081e'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:20.591,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.73657,,,,,,,,,,,,,,8a539cb0-4267-4183-b468-a40d79a52103,836,,,"[104.4, 60.0]",9811,22,,,,-1.0881336,,Right Foot,,,"[117.5, 35.0]",,High Pass,,28.22428,,Incomplete,,,,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,,Right Midfield,45,Barcelona,217,['766fa022-b317-498e-b168-c2c3830cd0ac'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:23.467,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,3.546835,,,,,,,,,,,,,,e82eed35-3a65-4ed0-9cb0-1ca3de55b952,842,,,"[9.5, 45.3]",9811,23,True,,,0.35699236,,Right Foot,,,"[83.5, 72.9]",,High Pass,,78.97949,,,,Pablo Maffeo Becerra,6564.0,,,,,,Recovery,1,From Counter,Yassine Bounou,6785.0,,Goalkeeper,49,Girona,211,['2b3a4f73-c03b-4a40-83d2-bfa2d6172822'],13,,,,,,,,,,,,,,,,,,Girona,211,00:23:13.915,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.361661,,,,,,,,,,,,,,acae18a2-efac-4b9d-964d-511a034ad277,844,,,"[83.5, 72.9]",9811,23,,,True,-0.30893075,,,,,"[92.9, 69.9]",,High Pass,,9.867117,,Incomplete,,Cristian Portugués Manzanera,6582.0,,,,,,,1,From Counter,Pablo Maffeo Becerra,6564.0,,Right Wing Back,49,Girona,211,"['82320de6-cf6f-4381-b810-3f5787e50dd9', 'b6f315a4-9876-4f9d-8c1a-beb654d9b837', 'ce29a01e-ded9-43c4-bc1c-420b2dcefde4']",17,,,,,,,,,,,,,,,,,,Girona,211,00:23:17.462,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,3.191117,,,,,,,,,,,,,,13672036-4b90-4be4-8c84-94d7fdab0d07,850,,,"[12.7, 3.6]",9811,23,,,,0.29675576,,Left Foot,,,"[49.0, 14.7]",,High Pass,,37.95919,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,,Left Back,50,Barcelona,217,['ed22b0c3-92b4-4d4d-ba00-c97833809906'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:23.170,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.788992,,,,,,,,,,,,,,a3972d3b-481d-45a5-b7b1-aad715a61d24,855,,,"[51.0, 17.3]",9811,23,,,,1.8467568,,Right Foot,,,"[44.6, 39.9]",,Low Pass,,23.48872,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,,Left Center Forward,50,Barcelona,217,"['2475f4af-3994-4744-a394-b9e7c4170f1e', 'd1cb6099-6b62-4819-a2ca-5133d89f6e41']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:28.146,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.916096,,,,,,,,,,,,,,fd110001-221a-4bfc-9ba7-3ccb355ed618,867,,,"[42.2, 15.3]",9811,23,,,,-0.18374453,,Left Foot,,,"[53.5, 13.2]",,Ground Pass,,11.493477,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,50,Barcelona,217,['29a08f4b-5a69-4a3d-bf0d-6e4e61a3a25e'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:37.112,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.610346,,,,,,,,,,,,,,ffb0071c-6560-4ed7-9fe9-5be7ba19b28a,870,,,"[53.5, 13.2]",9811,23,,,,1.9607142,,Right Foot,,,"[50.5, 20.5]",,Ground Pass,,7.892401,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,,Left Midfield,50,Barcelona,217,['d2be3e8d-8330-484d-b757-d21a1d737831'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.149,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.127209,,,,,,,,,,,,,,acf625bf-4e2b-49ee-820a-f1f577807659,873,,,"[50.5, 20.5]",9811,23,,,,-1.7393932,,Left Foot,,,"[49.7, 15.8]",,Ground Pass,,4.767599,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,50,Barcelona,217,"['32dde9e2-e1d1-4127-b99e-598348bfeac6', '5b5b1985-4a15-4753-bae0-70465ca78e6e']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.868,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.212534,,,,,,,,,,,,,,41cd0a40-ccab-448b-9edc-cd5ab22c402e,879,,,"[67.8, 65.2]",9811,23,,,,2.0594387,,Right Foot,,,"[63.6, 73.1]",,High Pass,,8.947066,,,,Pablo Maffeo Becerra,6564.0,,,,,,,1,Regular Play,Anthony Rubén Lozano Colón,7578.0,,Center Forward,51,Girona,211,"['5f04a5a5-5cac-4cfc-8709-360399b393a2', 'd536bae0-19ee-4369-aa9b-b85e1b1f9fd8']",40,,,,,,,,,,,,,,,,,,Girona,211,00:23:40.264,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.860408,,,,,,,,,,,,,,e0a6a283-b2da-4289-83fa-838a0b8c1f2e,883,,,"[64.0, 72.7]",9811,23,,,,-2.8488796,,Right Foot,,,"[56.7, 70.5]",,Ground Pass,,7.6243033,,,,Jonás Ramalho Chimeno,6887.0,,,,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,,Right Wing Back,51,Girona,211,"['8e07baef-67a7-46db-8bbe-1d50391e6bdc', 'b58cae23-adab-4aba-a7e1-ed34851ee3e4']",43,,,,,,,,,,,,,,,,,,Girona,211,00:23:43.282,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.731873,,,,,,,,,,,,,,c2f22bd7-0250-4451-bd07-2d771f4df622,888,,,"[55.2, 69.3]",9811,23,,,,-0.90837,,Right Foot,,,"[59.1, 64.3]",,Ground Pass,,6.3411355,,,,Alejandro Granell Nogué,6570.0,,,,,,Recovery,1,Regular Play,Jonás Ramalho Chimeno,6887.0,,Right Center Back,51,Girona,211,['9534c5c6-3d23-4e4e-86a7-6eec3a6e978d'],46,,,,,,,,,,,,,,,,,,Girona,211,00:23:46.796,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.710458,,,,,,,,,,,,,,a7c3ed8e-c2b6-4d22-8708-8df4047ad093,892,,,"[52.7, 60.5]",9811,23,,,,-1.8222405,,Left Foot,,,"[44.3, 27.8]",,Ground Pass,,33.761665,,,,Juan Pedro Ramírez López,6572.0,,,,,,,1,Regular Play,Alejandro Granell Nogué,6570.0,,Left Defensive Midfield,51,Girona,211,"['c084352a-3f01-4cad-baeb-8d25b7e07a2f', 'c9aa89cd-9211-4f3d-86db-85ade0ef435c']",49,,,,,,,,,,,,,,,,,,Girona,211,00:23:49.458,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,2.215989,,,,,,,,,,,,,,36e34df7-633a-4d3b-8ff0-866cf2e1326c,894,,,"[44.3, 27.8]",9811,23,,,,-0.8560767,,Left Foot,,,"[65.3, 3.6]",,Low Pass,,32.04122,,,,Francesc Aday Benítez Caraballo,6578.0,,,,,,,1,Regular Play,Juan Pedro Ramírez López,6572.0,,Left Center Back,51,Girona,211,['befc5df8-9909-401a-9f45-e493dd408e44'],51,,,,,,,,,,,,,,,,,,Girona,211,00:23:51.169,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,4.667897,,,,,,,,,,,,,,fa4eb253-50e3-4493-8e67-94c34696433a,898,,,"[64.2, 16.6]",9811,23,,,,0.95702624,,Right Foot,,,"[107.6, 78.2]",,High Pass,,75.3533,,,,Pablo Maffeo Becerra,6564.0,,,True,,,,1,Regular Play,Francesc Aday Benítez Caraballo,6578.0,,Left Wing Back,51,Girona,211,['8cef8972-d58f-44d5-afd6-6c10a18e543f'],56,,,,,,,,,,,,,,,,,,Girona,211,00:23:56.437,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.215088,,,,,,,,,,,,,,a4227a89-12c7-4e18-b764-651bbd2748bb,901,,,"[114.7, 71.4]",9811,24,,,,-1.5523652,,Right Foot,True,,"[115.5, 28.0]",,High Pass,,43.40737,,Incomplete,,,,,,True,,,,1,Regular Play,Pablo Maffeo Becerra,6564.0,,Right Wing Back,51,Girona,211,['0907bb32-7353-4045-ae25-816ccec8811e'],4,,,,,,,,,,,,,,,,,,Girona,211,00:24:04.693,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.410218,,,,,,,,,,,,,,aaf26422-ecc7-4daf-bbf9-e9c7eca6955c,906,,,"[103.6, 6.2]",9811,24,,,,2.6913671,,Right Foot,,,"[85.6, 14.9]",,Low Pass,,19.992249,,,,Juan Pedro Ramírez López,6572.0,,,,,,,1,Regular Play,Francesc Aday Benítez Caraballo,6578.0,,Left Wing Back,51,Girona,211,['518d90c7-d287-4574-bcd1-69351fcea8c3'],11,,,,,,,,,,,,,,,,,,Girona,211,00:24:11.290,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.810191,,,,,,,,,,,,,,1bd3bcff-d9cc-4dd7-9639-b9508482ef4f,909,,,"[85.6, 16.4]",9811,24,,,,1.2179372,,Right Foot,,,"[98.6, 51.7]",,High Pass,,37.617683,,Incomplete,,Pablo Maffeo Becerra,6564.0,,,,,,,1,Regular Play,Juan Pedro Ramírez López,6572.0,,Left Center Back,51,Girona,211,"['7867480d-3a58-4d95-9732-995552359af0', 'b8b1b105-22ac-41e0-af9d-4e1b27270ab7']",13,,,,,,,,,,,,,,,,,,Girona,211,00:24:13.953,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.442,,,,,,,,,,,,,,a0b272f9-4f3a-425e-aca0-a44a7eaf97cb,913,,,"[26.6, 26.5]",9811,24,,,,0.6918505,,Left Foot,,,"[50.5, 46.3]",,Ground Pass,,31.036268,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,,Left Back,52,Barcelona,217,['e36611c2-83a9-4e32-b78f-8a54061fdf16'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:17.242,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.020943,,,,,,,,,,,,,,53d9a8ab-6f06-4b81-86f5-402a989e9156,917,,,"[50.5, 46.8]",9811,24,,,,-1.4464413,,Left Foot,,,"[50.8, 44.4]",,Ground Pass,,2.4186773,,Incomplete,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,52,Barcelona,217,"['2f391caf-104b-4d6a-aa58-c681b3898c64', '9adfcef4-2d4c-411e-9f40-93e9c47195c6']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:18.723,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.481025,,,,,,,,,,,,,,3e73ddb1-fcfb-498c-9a8f-aa43158037c2,920,,,"[38.3, 33.9]",9811,24,,,,0.94494987,,Right Foot,,,"[45.6, 44.0]",,Ground Pass,,12.461942,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Left Defensive Midfield,52,Barcelona,217,['5460ccea-9879-486b-a51d-39f519ddc440'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:20.113,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.145544,,,,,,,,,,,,,,b20a0bcd-b7b7-4fe7-8dd8-40f493c2f155,923,,,"[45.6, 43.8]",9811,24,,,,-0.513606,,Left Foot,,,"[49.5, 41.6]",,Low Pass,,4.4777226,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,52,Barcelona,217,"['4a4d98a5-fb4f-43cf-9792-c1d1442f92bb', '948d6bae-1655-48e2-b640-fd6dab8486a0']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:20.714,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.549544,,,,,,,,,,,,,,ddf569dd-b90a-41be-9c01-44da588ab7ed,929,,,"[43.1, 45.9]",9811,24,,,,0.51825565,,Left Foot,,,"[55.2, 52.8]",,Ground Pass,,13.929106,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Center Forward,52,Barcelona,217,['5c5af59a-6039-48db-b3cd-24a20b26af46'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:24.569,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.361087,,,,,,,,,,,,,,cfc56cee-b7c1-4b32-898f-e41f30ac52a1,932,,,"[55.2, 52.8]",9811,24,,,,1.7557912,,Right Foot,,,"[52.0, 69.9]",,Ground Pass,,17.39684,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,,Left Center Forward,52,Barcelona,217,['23e32c0c-8199-488d-82ab-a1b603ecb442'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.359,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.590185,,,,,,,,,,,,,,c11d0e50-6287-46c1-a7a3-84dbc84a7175,935,,,"[59.7, 70.7]",9811,24,,,,-1.755243,,Right Foot,,,"[57.2, 57.3]",,Ground Pass,,13.631214,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,,Right Back,52,Barcelona,217,['73a99df5-2b83-46b2-9264-e0324c10ff1e'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:30.840,Pass,,2017/2018
