50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.4983,,,,,,,,,,,,97654e6a-9121-4f20-aadb-2f509d454921,16,,"[17.3, 57.7]",70263,0,,,,-1.8290485,,Right Foot,,,"[8.9, 25.9]",,Ground Pass,32.890728,,,Fernando Amorebieta Mardaras,26028.0,,,,,,1,From Kick Off,Borja Ekiza Imaz,26736.0,Right Center Back,2,Athletic Club,215,['62d9d201-7e53-42dc-b017-58ccef75fa20'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:09.925,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.7171,,,,,,,,,,,,95624e75-abf2-4679-9f1e-2fb4eab035ea,20,,"[10.8, 27.2]",70263,0,,,,1.9961351,,Left Foot,,,"[5.5, 38.9]",,Ground Pass,12.844454,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Kick Off,Fernando Amorebieta Mardaras,26028.0,Left Center Back,2,Athletic Club,215,"['b7bdaddf-3ad9-4ca4-ae0a-7fca4672a8aa', 'd5cbf928-d63a-424a-b546-affd1b0cf9a4']",12,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:12.464,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,2.7802,,,,,,,,,,,,4f7a152c-35e9-4aed-96ce-3ce863616c0a,24,,"[8.0, 38.9]",70263,0,,,,-0.32175055,,Right Foot,,,"[56.6, 22.7]",,High Pass,51.228897,Incomplete,,Ibai Gómez Pérez,6617.0,,,,,,1,From Kick Off,Gorka Iraizoz Moreno,6576.0,Goalkeeper,2,Athletic Club,215,"['077f4e4c-a87f-41d7-888e-b2fb99c8b3da', 'c1ae89e7-7de5-4004-ab8e-e5ba0c8055ff', 'dddd6392-757c-49af-b1ba-7378e58771d5']",14,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:14.221,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,0.776055,,,,,,,,,,,,077f4e4c-a87f-41d7-888e-b2fb99c8b3da,26,,"[64.4, 58.3]",70263,0,,,,-0.24220859,,Right Foot,,,"[72.9, 56.2]",,Low Pass,8.755569,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,3,Barcelona,217,"['333416a5-8353-4d12-9b3c-ba4a9dcabdf7', '4f7a152c-35e9-4aed-96ce-3ce863616c0a']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.001,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.93317,,,,,,,,,,,,bedf7548-cf3e-49e2-ba91-e227f24bcda7,30,,"[71.7, 56.2]",70263,0,,,,-1.8525681,,Right Foot,,,"[69.5, 48.6]",,Ground Pass,7.9120164,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,"['7d80088f-469c-462a-a5f4-8b7a89836735', 'bb1ce43f-1b76-43a9-b073-d8073a50e973']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.521,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,3.207964,,,,,,,,,,,,fcf9bced-19e0-4c2f-955a-6a40b0abac11,33,,"[69.5, 48.6]",70263,0,,,,2.426784,,Right Foot,,,"[43.0, 71.6]",,Ground Pass,35.089172,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['cd287cb7-20e2-424d-b2c5-1d771db814ed'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.494,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.912609,,,,,,,,,,,,93309576-cc27-4b39-9d03-3fb2051d18dd,37,,"[44.0, 74.2]",70263,0,,,,-2.5044494,,Left Foot,,,"[8.6, 48.0]",,Ground Pass,44.04089,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,3,Barcelona,217,"['98d6eb6f-ad78-427c-bfbf-4f6d2f6ff0fe', 'fb86ca89-8981-4ad9-8a85-befb162266e4']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.862,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,2.9317,,,,,,,,,,,,2a527cb8-5839-47db-8697-74965a330a2b,40,,"[13.3, 53.2]",70263,0,,,,0.29989612,,Right Foot,,,"[68.6, 70.3]",,High Pass,57.883503,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['a0aedf27-4e7c-471e-9f94-eea2ace4ee88'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.342,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.9166,,,,,,,,,,,,d0fe754c-e5cc-488d-9117-4af650ddd163,44,,"[61.2, 3.4]",70263,0,,,,2.872425,,Right Foot,,,"[43.8, 8.2]",,Ground Pass,18.04993,,,Jon Aurtenetxe Borde,26788.0,,,,,Recovery,1,Regular Play,Ibai Gómez Pérez,6617.0,Left Wing,4,Athletic Club,215,['e7421886-5483-47c4-9726-4b4b0d9fbc11'],43,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:43.039,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.289091,,,,,,,,,,,,822598d5-6672-4049-8fb4-2200e556be44,47,,"[42.6, 9.7]",70263,0,,,,2.5762033,,Left Foot,,,"[13.6, 28.1]",,Ground Pass,34.344723,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,4,Athletic Club,215,['1f289547-0733-4f89-b5ef-f4606630bcf1'],46,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:46.141,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.1378,,,,,,,,,,,,a707d6ca-a86b-40c4-a702-5a3634eadf2b,50,,"[15.0, 28.8]",70263,0,,,,-0.457917,,Right Foot,,,"[57.0, 8.1]",,High Pass,46.82403,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,4,Athletic Club,215,['7a327ac4-e415-4924-a93d-4fdaab259cfb'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:50.410,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.3686,,,,,,,,,,,,dd0df5d0-ce05-49ec-8932-e9f247b00710,52,,"[55.3, 10.1]",70263,0,,,,-0.29849893,,Head,,,"[60.5, 8.5]",,High Pass,5.440588,,,Ibai Gómez Pérez,6617.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Left Center Midfield,4,Athletic Club,215,['4b63e8f5-eff3-4f49-b431-77fcb98863ac'],52,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.613,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,3.198974,,,,,,,,,,,,9a5b661c-d923-4ed8-b0b0-ebb57b4cb91d,54,,"[60.5, 8.2]",70263,0,,,,-0.29930183,,Head,,,"[78.0, 2.8]",,Low Pass,18.314201,Out,,,,,,,,,1,Regular Play,Ibai Gómez Pérez,6617.0,Left Wing,4,Athletic Club,215,,52,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.982,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.878705,,,,,,,,,,,,56b4ab63-7076-44b2-88dc-33a3880df013,55,,"[41.4, 80.0]",70263,1,,,,-1.5301683,,,,,"[41.9, 67.7]",,Low Pass,12.310159,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,5,Barcelona,217,['f235b270-eef3-44f5-bac0-bd201506c6bd'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.309,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.801228,,,,,,,,,,,,22ba695d-e153-401f-a4b0-443f36cfe481,58,,"[42.7, 67.7]",70263,1,,,,2.2516816,,Right Foot,,,"[36.3, 75.6]",,Ground Pass,10.167104,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['a7c864cc-c1c9-47ef-855a-7cb195338fe9'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.757,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.8396,,,,,,,,,,,,27d4dd59-eea5-4487-9739-a3eaee855def,62,,"[27.8, 73.1]",70263,1,,,,-0.39457527,,Right Foot,,,"[60.7, 59.4]",,High Pass,35.638462,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,5,Barcelona,217,"['0df2a13d-6b27-485d-b138-8a129f64b528', '8c57ec73-b684-455c-9094-ac78d926e252']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.305,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.6061,,,,,,,,,,,,a4b3cc7d-65bb-40f1-9d15-7124125e3c78,69,,"[51.0, 67.1]",70263,1,,,,-0.30092025,,Right Foot,,,"[56.8, 65.3]",,Ground Pass,6.0728908,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,"['52090609-713d-413a-8f2b-f55695560793', '92f45b1c-2bf8-435c-98c0-2f55b78f806b']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.980,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.779048,,,,,,,,,,,,0e8d6253-3d0d-48ee-94dc-8aff5aed3d54,76,,"[63.9, 76.4]",70263,1,,,,-2.346294,,Right Foot,,,"[58.9, 71.3]",,Ground Pass,7.1421285,,,Xavier Hernández Creus,20131.0,,,,,Free Kick,1,From Free Kick,Adriano Correia Claro,22102.0,Right Back,6,Barcelona,217,['0577fddc-d64e-4a91-b7d0-67e8d2d1fa16'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.075,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.344079,,,,,,,,,,,,d049519b-90ce-4ecc-a50c-28a6f27d133d,80,,"[56.2, 59.1]",70263,1,,,,-2.2955947,,Right Foot,,,"[35.3, 35.5]",,Ground Pass,31.524118,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['27e9d3e3-d7b9-4f98-98c1-e2bebad4c184'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.720,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,8291d934-12d1-4968-a073-94f2adbb29e1,83,,"[42.0, 38.3]",70263,1,,,,1.5069562,,Right Foot,,,"[43.4, 60.2]",,Ground Pass,21.944704,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,['e17fdd01-b8b1-4227-aaff-193ef6928d15'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.502,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.929389,,,,,,,,,,,,cf1ada86-9cfe-4c3a-921b-ffd5ad7173b2,86,,"[50.2, 62.0]",70263,1,,,,-1.8796519,,Right Foot,,,"[42.0, 36.3]",,Ground Pass,26.97647,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['58910d65-cb5e-4410-b9f6-2ad8b02fe5f4'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.923,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,3.6682,,,,,,,,,,,,a31e805e-9190-46bd-a341-abc094be215c,89,,"[56.5, 38.3]",70263,1,,,,-0.09031242,,Left Foot,,,"[108.4, 33.6]",,High Pass,52.112377,Incomplete,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,"['979908e5-2e34-40b9-ab94-a81f60a4976c', 'e80c78c1-4690-4f62-8967-2313a5af12d9']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.568,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.5948,,,,,,,,,,,,7a3e184c-88b8-4273-a7dd-fe5036d558a0,93,,"[15.4, 44.7]",70263,1,,,,1.2673364,,Keeper Arm,,,"[21.6, 64.5]",,Ground Pass,20.748013,,,Borja Ekiza Imaz,26736.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,['b21be5b8-c5ed-4806-868f-22d1189040a0'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.659,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.4185,,,,,,,,,,,,18c43cf9-e00e-496c-ab51-2416b7cda20d,96,,"[22.8, 66.2]",70263,2,,,,-1.0415496,,Right Foot,,,"[32.1, 50.3]",,Ground Pass,18.420097,,,Ander Iturraspe Derteano,6388.0,,,,,,1,Regular Play,Borja Ekiza Imaz,26736.0,Right Center Back,7,Athletic Club,215,['f2e0456f-318a-444e-bdfe-d680b37fc031'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:02.668,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.3092,,,,,,,,,,,,1da78a6d-faf2-48b7-ac4d-f64989e25aef,98,,"[32.2, 50.0]",70263,2,,,,-3.0304027,,Right Foot,,,"[11.6, 47.7]",,Ground Pass,20.728,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Ander Iturraspe Derteano,6388.0,Center Defensive Midfield,7,Athletic Club,215,['35f3f478-1aa5-4373-b560-0acc3ff82358'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:04.087,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.6581,,,,,,,,,,,,9fac2403-b4f5-4a43-a854-0d1bec3a306a,101,,"[10.8, 46.6]",70263,2,,,,-1.2832205,,Right Foot,,,"[17.1, 25.3]",,Ground Pass,22.212158,,,Fernando Amorebieta Mardaras,26028.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,['a984db5c-b84c-4d84-a695-b50a651e3c71'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:07.188,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.354798,,,,,,,,,,,,98a31b5c-d99c-4fa6-a717-ebbb99b15374,105,,"[16.0, 22.7]",70263,2,,,,-0.82109725,,Left Foot,,,"[32.2, 5.3]",,Ground Pass,23.773935,,,Jon Aurtenetxe Borde,26788.0,,,,,,1,Regular Play,Fernando Amorebieta Mardaras,26028.0,Left Center Back,7,Athletic Club,215,"['7f401bce-00fe-4fc3-bb86-d8d4f861ddf1', 'c8914b5a-5bd5-4ab9-be31-38df6d28110d']",11,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:11.040,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,0.814801,,,,,,,,,,,,95a14a2f-88f5-4a2a-96b4-7d6c84b94303,109,,"[32.8, 5.3]",70263,2,,,,1.3167886,,Left Foot,,,"[35.5, 15.7]",,Ground Pass,10.744766,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Jon Aurtenetxe Borde,26788.0,Left Back,7,Athletic Club,215,"['b3d6fc7c-e9a8-4248-a7e2-d326d932b805', 'e0ff1e9e-8212-45c7-a247-0d5346064fe4']",12,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:12.903,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.9116,,,,,,,,,,,,2590cdbd-4f7d-4f1f-9ed5-4dbe12282d46,112,,"[34.8, 18.7]",70263,2,,,,2.7269564,,Right Foot,,,"[8.9, 30.1]",,Ground Pass,28.29788,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Left Center Midfield,7,Athletic Club,215,['36e4c294-aaf2-400c-9f0e-bb112610fc6c'],14,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:14.539,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.4903,,,,,,,,,,,,f66d1555-2890-4c09-95cc-89bb3233a955,116,,"[8.9, 26.1]",70263,2,,,,-0.22229213,,Left Foot,,,"[52.7, 16.2]",,High Pass,44.9049,Incomplete,,Ibai Gómez Pérez,6617.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,7,Athletic Club,215,"['473f095b-49b3-4a1d-8af8-2f7177e555e4', '7720a22e-86a9-472f-b719-1aa6d5b1f467', 'b18287ab-48dc-4d56-86c7-419947b1a361']",17,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:17.748,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.872048,,,,,,,,,,,,473f095b-49b3-4a1d-8af8-2f7177e555e4,118,,"[68.3, 64.8]",70263,2,,,,-0.6307976,,Head,,,"[77.2, 58.3]",,Low Pass,11.020889,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,8,Barcelona,217,"['978cbf9b-66a3-42c3-88af-64c9424d41d7', 'f66d1555-2890-4c09-95cc-89bb3233a955']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.238,Pass,,2012/2013
