50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d150d237-52ae-407b-8465-ed15a378cec7,1,,,70263,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44779255-6ad8-47d9-8ddb-6f74595ba5e2,2,,,70263,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6887, 'name': 'Jonás Ramalho Chimeno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 26736, 'name': 'Borja Ekiza Imaz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 26028, 'name': 'Fernando Amorebieta Mardaras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26788, 'name': 'Jon Aurtenetxe Borde'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6617, 'name': 'Ibai Gómez Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,afb08500-b783-48ba-b796-7832ea0b515a,3,,,70263,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['069f5446-4767-4424-86a4-1b6f56fd15fa'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,069f5446-4767-4424-86a4-1b6f56fd15fa,4,,,70263,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['afb08500-b783-48ba-b796-7832ea0b515a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,37944773-801c-4c32-a900-420631b21d06,2149,,,70263,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Barcelona,217,['92f7f462-c957-4d47-9315-a47b00699433'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,92f7f462-c957-4d47-9315-a47b00699433,2150,,,70263,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Barcelona,217,['37944773-801c-4c32-a900-420631b21d06'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.1177,,,,,,,,,,,,b5e50c06-82a2-4fab-9284-2ff62c3873e6,5,,"[61.0, 41.0]",70263,0,True,,,2.0344439,,Right Foot,,,"[60.2, 42.6]",,Ground Pass,1.7888544,,,Markel Susaeta Laskurain,6390.0,,,,,Kick Off,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['bf5fefdd-5d17-4519-b4d7-d8516c70f0a3'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.928,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.9203,,,,,,,,,,,,79bf3b97-32bf-4ef8-89a5-c2a5ad853d0c,7,,"[60.4, 41.8]",70263,0,,,,-2.6590793,,Right Foot,,,"[49.9, 36.3]",,Ground Pass,11.85327,,,Ander Herrera Agüera,3606.0,,,,,,1,From Kick Off,Markel Susaeta Laskurain,6390.0,Right Wing,2,Athletic Club,215,['610d774b-dc8a-44fb-8a29-c9d71720b468'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.119,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.3366,,,,,,,,,,,,d3a52de9-e60f-483e-897a-97a327ce19f8,10,,"[52.6, 43.2]",70263,0,,,,1.774489,,Right Foot,,,"[46.3, 73.7]",,Ground Pass,31.14386,,,Jonás Ramalho Chimeno,6887.0,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Left Center Midfield,2,Athletic Club,215,['5eb09c6c-3c7d-421b-9bb8-6d2394bbacf7'],3,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:03.303,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.866717,,,,,,,,,,,,2f947a6a-5d91-4bb6-b147-15075555d2bd,13,,"[42.4, 75.1]",70263,0,,,,-2.5849934,,Right Foot,,,"[24.4, 63.9]",,Ground Pass,21.2,,,Borja Ekiza Imaz,26736.0,,,,,,1,From Kick Off,Jonás Ramalho Chimeno,6887.0,Right Back,2,Athletic Club,215,['2b92e8a6-4b85-4e11-8118-1c907fe971dd'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:06.534,Pass,,2012/2013
