ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.9036,,,,,,,,,,,,,76eb3016-458c-4c6d-8909-22a7ff953c6a,3046,,"[13.1, 50.0]",70283,71,,,,,1.322597,,Right Foot,,,"[16.8, 64.6]",,Ground Pass,15.061541,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,146,Espanyol,214,"['106b8cb4-5252-42fb-938a-6f4a7f7e3371', '58f7bb2b-c3c2-4d8c-ab16-d78a7c75779c', 'c7ecac12-4d37-40db-945f-7a869f11cf8a']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:22.633,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.0076,,,,,,,,,,,,,4a7e20bc-429a-4e0d-ac2e-dff9f3282676,3051,,"[93.7, 1.0]",70283,71,,True,,,2.3782496,,,,,"[79.8, 14.3]",,Low Pass,19.237984,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,Throw-in,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,147,Espanyol,214,['28b99067-740d-45dd-bae6-3a8f87d995e4'],33,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:33.182,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.644,,,,,,,,,,,,,e6b0ed87-05af-4950-9f0a-4cc03b1de372,3053,,"[71.3, 16.2]",70283,71,,,,,2.2651012,,Left Foot,,,"[52.4, 38.9]",,Ground Pass,29.53811,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,2,From Throw In,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,147,Espanyol,214,['d8a820db-9b1f-431a-ac9b-0165b9b46ebe'],38,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:38.110,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.6928,,,,,,,,,,,,,e9b87203-ed6a-48b1-9d7a-d1b4096df04b,3056,,"[49.1, 43.9]",70283,71,,,,,0.83663535,,Right Foot,,,"[78.7, 76.7]",,High Pass,44.181442,,,,Raúl Rodríguez Navarro,26667.0,,,,,,2,From Throw In,Sidnei Rechel da Silva Júnior,6777.0,Right Center Back,147,Espanyol,214,['043e9dcc-7a10-4f42-814e-d4bbfe9bd609'],41,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:41.805,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.436,,,,,,,,,,,,,f1ffe430-9c3f-4890-94cb-43cd744882df,3060,,"[70.9, 75.4]",70283,71,,,,,-2.619353,,Left Foot,,,"[57.0, 67.4]",,Ground Pass,16.037767,,,,Abraham González Casanova,27148.0,,,,,,2,From Throw In,Raúl Rodríguez Navarro,26667.0,Right Back,147,Espanyol,214,['bcbf57cc-bece-4e34-8cc8-752945982ece'],46,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:46.867,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1351,,,,,,,,,,,,,fb4c44e6-e72c-4324-bf19-169ee43a5126,3064,,"[57.6, 65.9]",70283,71,,,,,-1.3449847,,Right Foot,,,"[59.3, 58.5]",,Low Pass,7.5927596,,,,David López Silva,6754.0,,,,,,2,From Throw In,Abraham González Casanova,27148.0,Right Center Midfield,147,Espanyol,214,['26cef4b6-8c31-4a90-a006-ab21752c229f'],49,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:49.570,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.836349,,,,,,,,,,,,,82f5b479-a703-42b8-af7e-8abc1d1ab500,3068,,"[56.3, 58.7]",70283,71,,,,,1.943009,,Right Foot,,,"[50.6, 73.3]",,Ground Pass,15.673225,,,,Abraham González Casanova,27148.0,,,,,,2,From Throw In,David López Silva,6754.0,Center Defensive Midfield,147,Espanyol,214,"['8135e2d2-76d6-4324-8187-c1d3ce6e15ad', 'a3c9066a-2710-48b3-9a04-989c716ebdf1']",53,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:53.015,Pass,True,2013/2014
,,,,,,,,,,,,,,,,2.2122,,,,,,,,,,,,,2df1f42d-631f-4f93-ab3e-203ebb8b5c5b,3071,,"[50.6, 72.4]",70283,71,,,,,-0.453844,,Right Foot,,,"[75.2, 60.4]",,Ground Pass,27.370787,,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,,2,From Throw In,Abraham González Casanova,27148.0,Right Center Midfield,147,Espanyol,214,"['f6566da0-2aed-4ed0-910c-97f832f1bb21', 'f7c69c7c-83c5-4771-b967-d068eaf31c56']",55,,,,,,,,,,,,,,,,,,Espanyol,214,00:26:55.085,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0733,,,,,,,,,,,,,eca6ce53-55b4-4848-b009-cd7a05f5a7d1,3077,,"[88.1, 41.5]",70283,72,,,,,-1.1358948,,Right Foot,,,"[94.0, 28.8]",,Ground Pass,14.003571,,,,Gabriel Andrei Torje,10731.0,,,,,,2,From Throw In,David López Silva,6754.0,Center Defensive Midfield,147,Espanyol,214,['5b0e785a-9005-485f-b8a2-c09fd8f43906'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:01.353,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3921,,,,,,,,,,,,,d5d730fc-e4aa-4a66-b0d0-e3efb40004ca,3080,,"[94.0, 28.8]",70283,72,,,,,-1.2071854,,No Touch,,,"[98.3, 17.5]",,Ground Pass,12.090492,True,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,2,From Throw In,Gabriel Andrei Torje,10731.0,Left Wing,147,Espanyol,214,['b53a464e-c253-455c-bc12-e9e687499660'],2,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:02.467,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,91117573-ff16-41b7-9ef3-4b2293dcbce9,3083,,"[98.3, 17.5]",70283,72,,,,,0.61864436,,Left Foot,,,"[104.2, 21.7]",,Low Pass,7.242237,,Incomplete,,,,,,,,,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,147,Espanyol,214,['a946f435-72e3-4e35-a593-4e24842e547e'],3,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:03.899,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8809,,,,,,,,,,,,,db10e063-584d-450d-ae65-59d2fd84b99a,3087,,"[90.7, 18.2]",70283,72,,,,,0.7370488,,Left Foot,,,"[97.2, 24.1]",,Ground Pass,8.778382,,,,Gabriel Andrei Torje,10731.0,,,,,,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,147,Espanyol,214,['432ac7f0-1098-45fd-b7e8-783901d18bab'],7,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:07.516,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.4948,,,,,,,,,,,,,227342bf-13d6-40f0-92c7-4a09fd5b8d73,3095,,"[94.6, 29.3]",70283,72,,,,,1.3345511,84b5612f-b873-4784-b1d7-de8b9a95c48a,Left Foot,,,"[95.9, 34.7]",,Ground Pass,5.5542774,,,,David López Silva,6754.0,True,,,,,2,From Throw In,Gabriel Andrei Torje,10731.0,Left Wing,147,Espanyol,214,['26e04950-3cd4-4872-85df-731a2414d283'],9,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:09.942,Pass,,2013/2014
,,,,,,,,,,,,,,,,5.0527,,,,,,,,,,,,,eb2b81e0-815f-4ce5-87cd-e6b62e9c8d16,3102,,"[120.0, 80.0]",70283,72,,,,,-1.9649453,,Right Foot,,,"[97.0, 24.7]",,High Pass,59.89232,,Incomplete,True,,,,True,Outswinging,,Corner,2,From Corner,Abraham González Casanova,27148.0,Right Center Midfield,148,Espanyol,214,['1937e888-372c-4dd2-8ed3-673ac36dfd43'],37,,,,,,,,,,,,,,,,,,Espanyol,214,00:27:37.307,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.591086,,,,,,,,,,,,,1937e888-372c-4dd2-8ed3-673ac36dfd43,3103,,"[24.0, 56.3]",70283,72,,,,,2.938934,,Right Foot,,,"[9.4, 59.3]",,Low Pass,14.905033,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,149,Barcelona,217,"['a7a5096f-5964-442b-bba1-37f2249d8ced', 'eb2b81e0-815f-4ce5-87cd-e6b62e9c8d16']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:42.360,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.885082,,,,,,,,,,,,,73720b37-7a95-4e9a-99ae-ee98aa069b40,3109,,"[10.7, 66.1]",70283,73,,,,,-1.6025317,,Right Foot,,,"[10.5, 59.8]",,Ground Pass,6.303174,,,,Víctor Valdés Arribas,20176.0,,,,,Free Kick,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['f60bcf98-37e1-451c-b096-e6aab988bf74'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:18.498,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.026387,,,,,,,,,,,,,073ef0fb-6f79-4eee-8cee-e7e12e712dc4,3111,,"[10.5, 59.8]",70283,73,,,,,0.55943894,,Right Foot,,,"[21.2, 66.5]",,Ground Pass,12.624579,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,150,Barcelona,217,['459d73f8-bdde-422a-8f11-22c4bdc6d207'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:19.383,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.637346,,,,,,,,,,,,,d9b83b3c-de9d-4d72-97bd-e8be0c07440b,3114,,"[31.6, 66.5]",70283,73,,,,,-1.4558128,,Right Foot,,,"[35.7, 31.0]",,Ground Pass,35.735977,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['4b74d9c9-680b-43f8-a47a-3815f19f5075'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:22.889,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.82294,,,,,,,,,,,,,40cb5ee8-d38a-42c2-878c-1ee9efdf0b86,3117,,"[37.1, 32.6]",70283,73,,,,,1.3521274,,Right Foot,,,"[42.5, 56.9]",,Ground Pass,24.89277,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,150,Barcelona,217,['dae5064e-7a0b-46b5-96ad-7ccbc621d8ed'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:25.577,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.996629,,,,,,,,,,,,,87b51b4c-fe25-46db-83ed-05b012889032,3120,,"[43.4, 56.3]",70283,73,,,,,-2.3053908,,Right Foot,,,"[29.4, 40.8]",,Ground Pass,20.886599,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['b19bad43-7ec9-40a1-8c9d-590de641f756'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:27.519,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.446466,,,,,,,,,,,,,b95e7260-6bfe-46d4-9944-191561d1dcc1,3123,,"[28.1, 41.5]",70283,73,,,,,1.2277724,,Right Foot,,,"[35.1, 61.1]",,Ground Pass,20.812496,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,150,Barcelona,217,['6025f194-2f24-4d23-970c-75ae6d490d50'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:30.737,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.286186,,,,,,,,,,,,,6245afa7-4579-4ed0-acd1-b61fd3fa7f4c,3126,,"[34.7, 63.5]",70283,73,,,,,-0.36844555,,Right Foot,,,"[50.5, 57.4]",,Ground Pass,16.936647,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['b19a0052-3260-4446-b514-d78abb01a35c'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:33.155,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.706292,,,,,,,,,,,,,e3dafcb8-e35e-4298-bd7e-3e15cb64b296,3129,,"[50.1, 58.7]",70283,73,,,,,-2.2767162,,Left Foot,,,"[44.9, 52.6]",,Ground Pass,8.01561,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,150,Barcelona,217,['43d02832-98e6-46ee-9ecb-4fb54e8b160c'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:34.954,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.119073,,,,,,,,,,,,,9b5fa660-234b-4c82-9384-93692ccead83,3132,,"[42.9, 60.6]",70283,73,,,,,1.0523733,,Left Foot,,,"[51.4, 75.5]",,Ground Pass,17.154009,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,150,Barcelona,217,['3a335a11-3774-4726-a658-8eded52e2e25'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.177,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.000768,,,,,,,,,,,,,69e3c4f4-b334-4734-b223-d493bb1e7a28,3135,,"[51.9, 75.5]",70283,73,,,,,-2.2215965,,Right Foot,,,"[43.6, 64.6]",,Ground Pass,13.700365,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,150,Barcelona,217,['6f2a5a1b-0714-4683-822c-3cab40180ab2'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:40.359,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.907054,,,,,,,,,,,,,7dfd7a5b-8bc1-4ca2-bec0-d971414c7d71,3139,,"[50.3, 62.6]",70283,73,,,,,-2.1875975,,Right Foot,,,"[34.7, 40.6]",,Ground Pass,26.969612,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,150,Barcelona,217,"['4fe438bb-7ef1-4589-902b-160b770fcf7b', '5418d904-948f-4a12-95c0-9da10e2af003']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:42.994,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.183696,,,,,,,,,,,,,5d144bae-fd26-4189-8fd6-9f2742fb8333,3142,,"[34.4, 40.4]",70283,73,,,,,-0.69044644,,Right Foot,,,"[50.5, 27.1]",,Ground Pass,20.883007,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,150,Barcelona,217,['0baae19f-4de9-4af7-8051-77da3d8c8061'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:45.901,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.490122,,,,,,,,,,,,,c4e666f0-106f-4190-8eb3-93978d358098,3145,,"[44.0, 28.6]",70283,73,,,,,1.7728214,,Right Foot,,,"[42.3, 36.9]",,Ground Pass,8.472308,,,,Javier Alejandro Mascherano,5506.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,150,Barcelona,217,['e03f64e6-4d10-4796-8325-38071bcb24bf'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:48.699,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.918537,,,,,,,,,,,,,627f4107-0d46-45b2-818c-d5f760471971,3148,,"[43.8, 39.3]",70283,73,,,,,1.0450983,,Left Foot,,,"[51.4, 52.4]",,Ground Pass,15.144966,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,150,Barcelona,217,['05d87a8c-0392-487b-b79f-5479561b6919'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:51.471,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.3646,,,,,,,,,,,,,85b794b6-bacb-4f02-8d1e-d4f435ae7213,3151,,"[51.4, 52.8]",70283,73,,,,,-0.8102579,,Right Foot,,,"[96.5, 5.4]",,High Pass,65.4276,,,,Neymar da Silva Santos Junior,4320.0,,True,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,150,Barcelona,217,['198b6789-5a08-404c-9a6e-c553c8388bed'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:54.641,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.5716,,,,,,,,,,,,,fe9b7e27-7785-4c23-af61-e518465d2bd0,3154,,"[29.3, 80.0]",70283,74,,,,,-0.25754344,,,,,"[51.7, 74.1]",,High Pass,23.16398,,,,Jhon Andrés Córdoba Copete,8817.0,,,,,Throw-in,2,From Throw In,Raúl Rodríguez Navarro,26667.0,Right Back,151,Espanyol,214,['935d7277-70db-42eb-8df8-6d66a6236f9e'],13,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:13.404,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.062171,,,,,,,,,,,,,cb94e0a8-d0ff-40ab-b69d-b8608af25fbc,3158,,"[72.8, 1.0]",70283,74,,,,,2.567288,,,,,"[67.7, 4.3]",,Low Pass,6.074537,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,2,From Throw In,Martín Montoya Torralbo,6593.0,Left Back,152,Barcelona,217,['1a66841b-aee8-4994-af4c-1e9ff3fe3890'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.534,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.735954,,,,,,,,,,,,,533b91bf-12aa-4a8b-b4b3-8934179c3f93,3161,,"[67.7, 4.3]",70283,74,,,,,-0.3378782,,Right Foot,,,"[71.4, 3.0]",,Ground Pass,3.9217343,,,,Martín Montoya Torralbo,6593.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['32d80c7a-4f0b-4271-95de-21f6a5258dd5'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:20.677,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.502467,,,,,,,,,,,,,14d34097-56e0-4ee9-b510-6d59f39105de,3164,,"[71.2, 3.2]",70283,74,,,,,2.6940727,,Right Foot,,,"[66.2, 5.6]",,Ground Pass,5.5461698,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Martín Montoya Torralbo,6593.0,Left Back,152,Barcelona,217,['1882721a-a4f3-4372-9499-73a3d02082f9'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:21.493,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.413413,,,,,,,,,,,,,4edfd9e1-b02b-403a-88ba-6b6c12d726ea,3167,,"[66.2, 5.6]",70283,74,,,,,1.8596131,,Right Foot,,,"[56.9, 36.9]",,Ground Pass,32.652412,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['8abc0691-9e2e-4f99-a7d8-c7f9ca20546e'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:23.381,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.466471,,,,,,,,,,,,,e2d04981-f96b-40af-8a6e-b2b67fe703df,3170,,"[64.3, 46.1]",70283,74,,,,,0.94011503,,Keeper Arm,,,"[87.3, 77.6]",,Ground Pass,39.003204,,,,Daniel Alves da Silva,4324.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,152,Barcelona,217,['b501492c-3fe8-4126-8169-87588b0d6254'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:26.963,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.380265,,,,,,,,,,,,,acb9c2f6-8e15-498a-8305-f76147864517,3173,,"[100.6, 75.9]",70283,74,,,,,-2.3703444,,Right Foot,,,"[79.1, 55.0]",,Ground Pass,29.98433,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,152,Barcelona,217,['af48832b-43eb-42ed-906b-bef487a2e5c7'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:32.900,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.878415,,,,,,,,,,,,,8e7b7a3c-0045-4ad4-9c37-1a41cf23de83,3176,,"[79.5, 52.2]",70283,74,,,,,-1.675352,,Left Foot,,,"[77.8, 36.0]",,Ground Pass,16.288954,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,152,Barcelona,217,['2a971374-f0db-4990-8cab-2ea51ba8c723'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:37.282,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.395442,,,,,,,,,,,,,a687471c-9496-4026-86ff-8a270005597d,3179,,"[78.4, 36.9]",70283,74,,,,,0.09600029,,Right Foot,,,"[91.9, 38.2]",,Ground Pass,13.5624485,,,,Neymar da Silva Santos Junior,4320.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['7056b9db-aaeb-4fbb-86e4-874cfe1927af'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.645,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.661947,,,,,,,,,,,,,80066929-4ebc-481a-8b68-7c3ce40a56ba,3182,,"[91.9, 38.2]",70283,74,,,,,-3.0378003,,Right Foot,,,"[77.5, 36.7]",,Ground Pass,14.477914,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,152,Barcelona,217,['a339ac00-c75c-4cda-8b19-a0af504fcad4'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:40.383,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.65528,,,,,,,,,,,,,f9003e84-cc72-47a6-a08d-06cf0e82f82e,3185,,"[77.5, 36.7]",70283,74,,,,,1.5016427,,Right Foot,,,"[79.1, 59.8]",,High Pass,23.155344,,,,Xavier Hernández Creus,20131.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['e6ee7fb1-26ca-4145-94a6-8e17935d5f0e'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:42.126,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.781668,,,,,,,,,,,,,c5e6f58a-0ad1-4e53-a850-983477a844c0,3190,,"[71.2, 48.2]",70283,74,,,,,-2.1815224,,Right Foot,,,"[69.1, 45.2]",,Ground Pass,3.6619668,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,152,Barcelona,217,"['0c64fe11-f044-4675-a587-104cc8230580', '3e01eda0-efc3-4fba-9567-5fa3c972306c']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.306,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.62185,,,,,,,,,,,,,aa699aa6-2993-4cfe-b3b4-5cebe3a47449,3193,,"[69.1, 45.2]",70283,74,,,,,1.9454775,,Right Foot,,,"[65.6, 54.1]",,Ground Pass,9.563472,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,152,Barcelona,217,['dc59a1d9-72b0-44a6-96da-a1105599db7b'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:50.127,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.356,,,,,,,,,,,,,25ee2403-bcf2-4e9e-94b6-92f6921a7481,3196,,"[65.6, 54.1]",70283,74,,,,,-1.4775424,,Right Foot,,,"[66.9, 40.2]",,Ground Pass,13.960659,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,152,Barcelona,217,"['85d5f6c1-91a7-4971-9872-16c3e43f7136', 'cc5b9a88-d55e-4b33-8d11-be88626b8de3']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:51.789,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3869,,,,,,,,,,,,,4ba9977e-3246-4b05-8cc7-d99955496b05,3200,,"[55.9, 27.5]",70283,74,,,,,-1.947576,,Right Foot,,,"[50.4, 13.6]",,Ground Pass,14.948579,,,,Gabriel Andrei Torje,10731.0,,,,,,2,Regular Play,Sergio García De La Fuente,6767.0,Center Forward,153,Espanyol,214,['dee917a1-8456-4576-8778-1519e06427fb'],53,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:53.820,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0403,,,,,,,,,,,,,aaf3efc9-e674-4c4c-ad77-7d0c61d963c7,3204,,"[62.6, 13.8]",70283,74,,,,,-0.44632262,,Right Foot,,,"[78.9, 6.0]",,Ground Pass,18.07014,,,,Sergio García De La Fuente,6767.0,,,,,,2,Regular Play,Gabriel Andrei Torje,10731.0,Left Wing,153,Espanyol,214,"['0f13c94a-4b6b-4cc0-865e-ac907bd10977', '36390852-e7ba-47ea-a372-35a59b3cbefa']",57,,,,,,,,,,,,,,,,,,Espanyol,214,00:29:57.189,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.8009,,,,,,,,,,,,,7022eabc-b4f7-400a-937f-38186a05aa58,3210,,"[99.8, 1.0]",70283,75,,,,,0.68231654,,,,,"[104.6, 4.9]",,Low Pass,6.1846585,,,,Gabriel Andrei Torje,10731.0,,,,,Throw-in,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,154,Espanyol,214,['18daa1f2-881e-4dc7-b14f-7079fe025259'],7,,,,,,,,,,,,,,,,,,Espanyol,214,00:30:07.667,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0107,,,,,,,,,,,,,e3882743-c5e4-435a-8e05-f626c6e018a2,3217,,"[104.0, 1.0]",70283,75,,,,,1.5350972,,,,,"[104.2, 6.6]",,Low Pass,5.6035705,,,,Sergio García De La Fuente,6767.0,,,,,Throw-in,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,155,Espanyol,214,['21540acc-7a70-44da-a183-b696d6d6b37b'],25,,,,,,,,,,,,,,,,,,Espanyol,214,00:30:25.111,Pass,,2013/2014
