bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.470301,,,,,,,,,,,,2d2b6921-3d9f-49b8-bad2-ac1bc9027f0f,18,,"[32.3, 48.2]",267569,0,,,,,-1.4215645,,Left Foot,,,"[36.6, 19.6]",,Ground Pass,,28.921446,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,José Ignacio Fernández Iglesias,5202.0,Right Center Back,2,Real Madrid,220,['6b9ebdcf-d2e9-4bc3-ab29-109072dd72d9'],14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:14.774,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.7149,,,,,,,,,,,,72316637-33f7-4ccc-b702-215328e27d54,21,,"[38.5, 18.3]",267569,0,,,,,-0.7086263,,Right Foot,,,"[59.5, 0.3]",,Ground Pass,,27.658634,,Out,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['1a77ae31-9c2a-40fe-8744-ef4b3e4186bd'],17,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:17.222,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0188,,,,,,,,,,,,024ac849-dc0f-4367-8f94-04ac71074eb4,23,,"[61.0, 80.0]",267569,0,,,,,-2.3398025,,,,,"[55.0, 73.8]",,Low Pass,,8.627862,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['04c48b7a-6be6-4ddf-8e95-cdb68e1b2cfd'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.291,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.087927,,,,,,,,,,,,1ce9009e-7348-4520-8400-9e776da7efa0,27,,"[57.5, 75.1]",267569,0,,,,,1.2812927,,Right Foot,,,"[58.9, 79.8]",,Low Pass,,4.90408,,Out,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['eee8b58b-8ada-4c5d-8a3f-664f5bde3825', 'f2db2826-5f0a-4ee7-b152-9fa56dab0bc4']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.430,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.5085,,,,,,,,,,,,fed04e9f-32e9-412f-b744-d55fea62cd7a,29,,"[64.3, 0.1]",267569,0,,True,,,1.2620744,,,,,"[70.2, 18.6]",,Low Pass,,19.418034,,,,Karim Benzema,19677.0,,,,,Throw-in,1,From Throw In,Gareth Frank Bale,6399.0,Left Wing,4,Real Madrid,220,['5ec96dc6-80e5-42cd-8bac-7809d26d1452'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.950,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.0976,,,,,,,,,,,,f4016f5a-a24a-403c-b18c-0d952ff46cc1,31,,"[64.3, 17.4]",267569,0,,True,,,2.930274,,Right Foot,,,"[34.0, 23.9]",,Ground Pass,,30.989353,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,4,Real Madrid,220,['e0f2d37d-2848-4216-98d3-253527a13cf4'],34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.153,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.537151,,,,,,,,,,,,fd686e05-8d00-460c-a042-6a4435f9534b,33,,"[30.6, 28.9]",267569,0,,,,,1.319944,,Right Foot,,,"[34.7, 44.9]",,Ground Pass,,16.51696,,,,Luka Modrić,5463.0,,,,,,1,From Throw In,José Ignacio Fernández Iglesias,5202.0,Right Center Back,4,Real Madrid,220,['d07da45b-dd59-40af-b17e-04447c27fb40'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:38.573,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5601,,,,,,,,,,,,632f0a30-2696-44e6-8274-20a9a910f1a3,36,,"[34.4, 36.7]",267569,0,,,,,-1.1270736,,Right Foot,,,"[45.0, 14.4]",,Ground Pass,,24.691092,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,4,Real Madrid,220,['97dcfd39-d018-479c-a443-a84f7a36a402'],42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:42.487,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.7737,,,,,,,,,,,,dae8fd09-1959-4ad7-a177-7a87ad7d6388,39,,"[49.9, 13.2]",267569,0,,,,,-0.27283856,,Right Foot,,,"[93.5, 1.0]",,High Pass,,45.274715,,Out,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Center Midfield,4,Real Madrid,220,['7f61c0f9-9dca-43a6-adff-2739914a0108'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:45.276,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5572,,,,,,,,,,,,2e13838a-72bd-4b2a-a127-e85a647ac239,41,,"[27.8, 80.0]",267569,1,,,,,-1.1801893,,,,,"[34.1, 64.7]",,High Pass,,16.546299,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,5,Barcelona,217,['8c6ce3c6-b212-4134-a121-88cd33ff285f'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.106,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.1882,,,,,,,,,,,,e2b3470f-4c49-4317-b0c0-210a8e33d131,43,,"[34.1, 64.7]",267569,1,,,,,-2.3561945,,Head,,,"[21.5, 52.1]",,High Pass,,17.819092,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,5,Barcelona,217,['0fc1b887-b5a7-477a-9691-f490e603cd40'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.704,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.4891,,,,,,,,,,,,adadf122-4a15-4816-b63c-c1a80553b34b,46,,"[22.7, 52.1]",267569,1,,,,True,-0.12760475,,,,,"[49.2, 48.7]",,High Pass,,26.717222,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,"['876cb50a-9367-4c69-83d7-e077cc9ad417', 'b9e6d4d8-24b3-4338-9e97-46800f7d865d', 'ceb6a596-3ae2-43e0-a707-3d2f77dd7d37']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.932,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.3002,,,,,,,,,,,,876cb50a-9367-4c69-83d7-e077cc9ad417,49,,"[70.9, 31.4]",267569,1,,,,,1.6295521,,Head,,,"[70.8, 33.1]",,Low Pass,,1.7029387,,,,Luka Modrić,5463.0,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Real Madrid,220,"['57e79290-a619-4401-9bd6-ded81105aec8', '5835bbbb-74ff-4cb5-88d5-52bf418c6582', 'adadf122-4a15-4816-b63c-c1a80553b34b']",10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:10.421,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.8613,,,,,,,,,,,,95ddd5df-1c59-4294-9d11-5ec754a39c86,53,,"[73.0, 43.4]",267569,1,,,,,-2.7875953,,Left Foot,,,"[63.8, 40.0]",,Ground Pass,,9.80816,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,6,Real Madrid,220,"['77d2981e-c297-4054-a0a1-c0e6285d0e32', 'da56760a-4bd9-4dc1-8971-513be91d93ee']",12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:12.918,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.242105,,,,,,,,,,,,7907ea9d-116b-4de9-8454-8a1174ba5686,57,,"[64.8, 35.4]",267569,1,,,,,-1.6096117,,Right Foot,,,"[64.4, 25.1]",,Ground Pass,,10.307764,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Real Madrid,220,['8437306a-6aa1-4a46-88fd-a3c70d7bf7c2'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.174,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.475408,,,,,,,,,,,,32ac426f-40aa-4c5b-adfe-c68863cbdb25,60,,"[62.1, 23.9]",267569,1,,,,,-1.3547114,,Right Foot,,,"[64.8, 11.6]",,Ground Pass,,12.592855,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,6,Real Madrid,220,['2a1e71b6-7a94-4110-8484-8e80530a7074'],18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:18.266,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.898,,,,,,,,,,,,a7a0920c-3d78-4c8f-bdbe-165a729fde8a,63,,"[66.2, 6.3]",267569,1,,,,,0.47018346,,Left Foot,,,"[78.4, 12.5]",,Ground Pass,,13.685028,,,,Karim Benzema,19677.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,['5d1fe35a-8aa5-4618-aefa-6df60e286cfb'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:20.519,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.34484,,,,,,,,,,,,8bbe5305-5ed4-4700-a4a5-1ef0c621c56e,66,,"[73.7, 13.5]",267569,1,,,,,2.2929876,,Right Foot,,,"[66.3, 21.9]",,Ground Pass,,11.194641,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,6,Real Madrid,220,['945b75d9-9e66-4133-9250-723affcdf80c'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.117,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.781554,,,,,,,,,,,,bdfae4b3-5592-41b9-b0c8-1d4f62f7ba41,68,,"[67.3, 24.6]",267569,1,,,,,-1.8692952,,Right Foot,,,"[64.1, 14.2]",,Ground Pass,,10.881176,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Real Madrid,220,['8ea5a6aa-38cc-4207-9ce4-9e48e707bb24'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.462,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.5451,,,,,,,,,,,,1a73cb93-4ed1-455a-997a-8e84f4a28291,71,,"[61.0, 15.4]",267569,1,,,,,0.7763894,,Right Foot,,,"[111.4, 64.9]",,High Pass,,70.64284,,,,Daniel Carvajal Ramos,5721.0,,True,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,6,Real Madrid,220,['747664bb-bb2b-4e68-864c-59c405e620fe'],24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:24.344,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5049,,,,,,,,,,,,298e79c7-b7e1-4399-98a6-f31730b4288e,73,,"[112.6, 64.2]",267569,1,,,,,-2.0893338,,Right Foot,True,,"[102.5, 46.5]",,Low Pass,,20.37891,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,6,Real Madrid,220,['622b4f93-ecd5-47c3-9d11-e3ea54752040'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:27.889,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.2846,,,,,,,,,,,,46bcce98-852c-456b-8405-ec7939de341d,77,,"[10.7, 37.7]",267569,1,,,,,-1.072974,,Left Foot,,,"[15.7, 28.5]",,Ground Pass,,10.470912,,Incomplete,,,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Real Madrid,220,['308cdfab-d40f-43e7-bf9b-4c0cd3615afd'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.787,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.3718,,,,,,,,,,,,cf226c01-73f9-41b3-80db-159c70cffb41,79,,"[9.7, 28.2]",267569,1,,,,,0.39060703,,Left Foot,,,"[40.3, 40.8]",,High Pass,,33.092598,,Incomplete,,,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Real Madrid,220,['d5f8775c-7f27-46a0-a580-b3714f913788'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.806,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.3404,,,,,,,,,,,,d5f8775c-7f27-46a0-a580-b3714f913788,80,,"[79.8, 39.3]",267569,1,,,,,-1.9327202,,Head,,,"[70.6, 15.0]",,High Pass,,25.983263,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Recovery,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Real Madrid,220,"['c55806d8-c77a-4150-a08e-1c84ca325033', 'cf226c01-73f9-41b3-80db-159c70cffb41']",34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:34.178,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.5263,,,,,,,,,,,,abc2f13d-af94-4ea5-9f74-04a95cf73f8a,84,,"[68.5, 8.5]",267569,1,,,,,-0.0329551,,Left Foot,,,"[77.6, 8.2]",,Ground Pass,,9.104943,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,"['88d8fae8-8fd3-46a9-be18-69fd6a5fac41', 'f83b7471-2ca2-4a9e-97c5-b4e158467a7d']",37,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:37.540,Pass,True,2016/2017
,,,,,,,,,,,,,,,,2.348,,,,,,,,,,,,f652145b-3b91-42c0-8557-56efdb631bf1,87,,"[79.6, 2.4]",267569,1,,,,,0.10117619,,Left Foot,,,"[99.3, 4.4]",,Ground Pass,,19.801262,,,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,6,Real Madrid,220,['0cbd69ac-7cda-400c-93a5-54162eab9153'],40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:40.476,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.1925,,,,,,,,,,,,5508eeda-6e6f-417c-9e78-2c9af82b09f0,91,,"[102.0, 5.3]",267569,1,,,,,0.6673061,,Left Foot,,,"[105.3, 7.9]",,Low Pass,,4.2011905,,Incomplete,,,,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Left Wing,6,Real Madrid,220,['9de4c135-9613-4d2b-b4e5-c08c78f7ee6a'],42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:42.904,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.9279,,,,,,,,,,,,4291c207-4321-4175-ab8e-fd674dbd4a4d,93,,"[102.7, 0.1]",267569,1,,,,,1.7539071,,,,,"[101.2, 8.2]",,Low Pass,,8.237719,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,Throw-in,1,From Throw In,Gareth Frank Bale,6399.0,Left Wing,7,Real Madrid,220,['cef144f1-6fee-4bf8-94a6-e1fd4f6d1aac'],46,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:46.817,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.6821,,,,,,,,,,,,cdd978d0-2f75-4602-8efe-b84c7f944a1d,95,,"[101.0, 8.2]",267569,1,,,,,-1.9111782,,Other,,,"[99.3, 3.4]",,Low Pass,,5.0921507,,,,Gareth Frank Bale,6399.0,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,['91066657-4c87-4586-bbce-67d289e767d7'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:47.744,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0653,,,,,,,,,,,,1ec8b663-1a81-48f0-bd8b-55fc4f14918a,98,,"[98.3, 4.1]",267569,1,,,,,3.0297024,,Left Foot,,,"[89.4, 5.1]",,Ground Pass,,8.956003,,,,Toni Kroos,5574.0,,,,,,1,From Throw In,Gareth Frank Bale,6399.0,Left Wing,7,Real Madrid,220,['c74294e6-10cc-42ec-bfdf-6d3bf91c5421'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:51.127,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.0749,,,,,,,,,,,,06b12647-f1ff-48ce-be49-6fba5b664c9a,101,,"[90.2, 9.2]",267569,1,,,,,1.7517228,,Right Foot,,,"[87.2, 25.6]",,Ground Pass,,16.672132,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Throw In,Toni Kroos,5574.0,Left Center Midfield,7,Real Madrid,220,['d5c9f3d0-e49b-4b96-b652-c8b9c65923a2'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.014,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.2067,,,,,,,,,,,,90a73299-fa20-43db-ae7d-dd32a40b12c6,104,,"[87.3, 26.6]",267569,1,,,,,-0.59657997,,Right Foot,,,"[119.4, 4.8]",,Ground Pass,,38.802708,,Out,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,7,Real Madrid,220,['311a34f9-b578-46c9-b84e-07bd60eb9350'],54,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:54.918,Pass,,2016/2017
