50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,3.194746,,,,,,,,,,,e1d4e525-e2ca-4d11-9a46-55cf5a796386,2971,,"[62.2, 70.3]",3773656,64,,,,-0.25900578,,Head,,,,"[97.3, 61.0]",,High Pass,,36.311153,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Defensive Midfield,109,Atlético Madrid,212,"['71af88f5-c3a2-44b6-801f-f70f93526769', '72011598-c48a-4b7d-8e97-5bd2f58e893a']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:19:58.110,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.022977,,,,,,,,,,,71af88f5-c3a2-44b6-801f-f70f93526769,2972,,"[22.8, 19.1]",3773656,65,,,,2.1751742,,Right Foot,,,,"[7.4, 41.4]",,Ground Pass,,27.100739,,,,Jan Oblak,6378.0,,,,,Recovery,2,From Goal Kick,José María Giménez de Vargas,5259.0,Center Back,109,Atlético Madrid,212,"['44cf85c4-2696-44e4-97a3-ca32ebadcc5e', 'e1d4e525-e2ca-4d11-9a46-55cf5a796386']",1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:01.305,Pass,,2020/2021
,,,,,,,,,,,,,,,,3.607419,,,,,,,,,,,cb970104-608b-47f0-b271-505cb70efd2e,2976,,"[5.7, 42.7]",3773656,65,,,,-0.06486356,,Right Foot,,,,"[71.9, 38.4]",,High Pass,,66.33951,,Incomplete,,Ángel Martín Correa,6377.0,,,,,,2,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,109,Atlético Madrid,212,"['0548339f-3f1f-43ac-8320-7b3865565354', '9e5ae38f-82d7-4cb6-9a1a-ab3f5f4eb30f', 'b5ee07b8-130a-4563-a20b-72378e2457c4']",4,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:04.742,Pass,True,2020/2021
,,,,,,,,,,,,,,,,0.582676,,,,,,,,,,,0548339f-3f1f-43ac-8320-7b3865565354,2979,,"[48.2, 41.7]",3773656,65,,,True,-0.12246106,,,,,,"[54.7, 40.9]",,Low Pass,,6.5490456,,,,Miralem Pjanić,6947.0,,,,,Recovery,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,110,Barcelona,217,"['4eb7623c-ecbe-48c1-a048-a7d4620ce93d', 'bf53eda7-a318-4542-8bd2-ec225d3bd518', 'cb970104-608b-47f0-b271-505cb70efd2e']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:20:08.350,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.620879,,,,,,,,,,,41856fa3-6ca9-43c7-830e-a681d859652e,2983,,"[57.0, 59.2]",3773656,65,,,,2.077895,,Right Foot,,,,"[49.5, 72.7]",,Ground Pass,,15.443445,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Left Defensive Midfield,110,Barcelona,217,['2464f423-7293-40dc-935a-64b3bce7b632'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:20:14.009,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.613816,,,,,,,,,,,9513670b-09e2-441b-84e6-5ff89cc720b8,2986,,"[49.5, 72.7]",3773656,65,,,,-1.9967905,,Right Foot,,,,"[44.1, 60.8]",,Ground Pass,,13.0679,,,,Frenkie de Jong,8118.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,110,Barcelona,217,['816f5168-e483-49b8-9ebe-86b6cd62ccb9'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:20:16.452,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.313355,,,,,,,,,,,9fad7543-8c94-4c3f-a6b1-6b52cf694b23,2989,,"[51.4, 60.3]",3773656,65,,,,-1.3026855,,Right Foot,,,,"[56.4, 42.1]",,Ground Pass,,18.874321,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,110,Barcelona,217,['0aad5b49-3a22-4d92-a481-10a9a79d9add'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:20:18.546,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.64153,,,,,,,,,,,84fce727-008c-4898-bd6a-23540794a4c4,2992,,"[58.1, 42.1]",3773656,65,,,,-0.20065288,,Right Foot,,,,"[64.0, 40.9]",,Ground Pass,,6.0207973,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Defensive Midfield,110,Barcelona,217,['dcff30a6-d5fa-4079-8a05-d17467aa62a9'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:20:20.424,Pass,,2020/2021
,,,,,,,,,,,,,,,,2.058115,,,,,,,,,,,b3fed653-aa5e-412d-9438-de07ef15b83d,2995,,"[64.0, 40.9]",3773656,65,,,,-1.3059151,,Left Foot,,,,"[70.7, 16.2]",,Ground Pass,,25.592577,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,110,Barcelona,217,['8ebbf070-e728-4842-bdac-a8984d6c5b53'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:20:21.608,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.407443,,,,,,,,,,,1e47c840-eade-408c-8740-7981aeb6b21c,2998,,"[76.1, 10.3]",3773656,65,,,,-0.1372888,,Right Foot,,,,"[91.3, 8.2]",,Ground Pass,,15.34438,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,110,Barcelona,217,['74d6cb1f-7d0f-434b-b660-58e9d799d982'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:20:24.835,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.137128,,,,,,,,,,,0be0bfef-499f-4de6-b30e-7e4e8aad1e8a,3001,,"[92.3, 12.9]",3773656,65,,,,2.6224465,,Left Foot,,,,"[84.6, 17.3]",,Ground Pass,,8.868484,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['b73fa6ec-af6a-40ea-baf0-8c2916930eb3'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:20:27.018,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.755042,,,,,,,,,,,29365df0-2f27-412d-b416-ec89847300d2,3004,,"[83.3, 17.0]",3773656,65,,,,2.766322,,Right Foot,,,,"[76.7, 19.6]",,Ground Pass,,7.093659,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,110,Barcelona,217,['10df2933-24c9-4b4f-b5fb-8b9ece6d6ea8'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:20:29.254,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.648157,,,,,,,,,,,1469a907-70e9-4138-b1f0-88c72675f847,3007,,"[76.7, 19.6]",3773656,65,,,,1.5144045,,Right Foot,,,,"[77.4, 32.0]",,Ground Pass,,12.419743,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Defensive Midfield,110,Barcelona,217,['00aa2831-b438-4f6f-81d2-0d160bfce97a'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:20:31.101,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.736039,,,,,,,,,,,c784e843-f748-4355-9545-7316dfd04e13,3018,,"[53.5, 24.5]",3773656,65,,,,1.7454685,,Right Foot,,,,"[51.4, 36.4]",,Ground Pass,,12.083874,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Center Forward,111,Atlético Madrid,212,"['2f345e9c-3a1e-4743-be92-f012b1c72e62', '9eba60b8-bca9-4546-82b7-137d573f2181']",39,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:39.694,Pass,True,2020/2021
,,,,,,,,,,,,,,,,2.016044,,,,,,,,,,,2355c5c3-0b55-4107-a4ea-91dd657ff413,3021,,"[51.4, 36.4]",3773656,65,,,,1.7637156,,Right Foot,,,,"[47.2, 57.9]",,Ground Pass,,21.906391,,,,Stefan Savić,6376.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Center Defensive Midfield,111,Atlético Madrid,212,['4b0a99e4-a5c2-4432-a34b-45a2d1aa8eaa'],41,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:41.425,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.813336,,,,,,,,,,,7b8c5bc3-2323-44f1-9f1f-e6b2dadc7b38,3023,,"[47.2, 57.9]",3773656,65,,,,0.5771922,,Left Foot,,,,"[64.4, 69.1]",,Ground Pass,,20.525106,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,Stefan Savić,6376.0,Right Center Back,111,Atlético Madrid,212,['9a52154e-a476-4157-b185-c28df5a785cd'],43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:43.441,Pass,,2020/2021
,,,,,,,,,,,,,,,,3.680233,,,,,,,,,,,b21f3e0f-4abd-4dbc-8850-d6d6072fe874,3026,,"[64.4, 69.1]",3773656,65,,,,-0.06807646,,Right Foot,,,,"[117.2, 65.5]",,Low Pass,,52.922585,,,,Marcos Llorente Moreno,6840.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,111,Atlético Madrid,212,['62f78701-9b41-48bd-85d9-624d8657001e'],46,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:46.239,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.531065,,,,,,,,,,,b7c926ed-3db4-48be-847b-ca5c612e2197,3031,,"[118.3, 72.3]",3773656,65,,,,2.9052558,,Left Foot,,,,"[99.2, 76.9]",,Ground Pass,,19.64612,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,Marcos Llorente Moreno,6840.0,Right Center Midfield,111,Atlético Madrid,212,"['7ecb253b-1863-4d1f-ad6f-2f1cd283c9ce', '95a19dfc-fc8f-4055-abfd-91b6296c231f']",51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:51.638,Pass,True,2020/2021
,,,,,,,,,,,,,,,,0.979315,,,,,,,,,,,9c899e52-3b2e-4cd3-aaf5-c38b0c351464,3034,,"[98.4, 74.6]",3773656,65,,,,-2.1990843,,Right Foot,,,,"[89.9, 62.9]",,Ground Pass,,14.461674,,,,João Félix Sequeira,12041.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,111,Atlético Madrid,212,['652dba04-221c-4711-a909-ea91106a714b'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:54.122,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.502131,,,,,,,,,,,2c44b240-2d17-4524-9720-0727fa6dfd02,3037,,"[89.9, 62.9]",3773656,65,,,,1.4402303,,Right Foot,,,,"[91.2, 72.8]",,Ground Pass,,9.984989,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Center Forward,111,Atlético Madrid,212,['f931ee91-a7a1-4002-a9d8-3e0bb5037d02'],55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:55.964,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.198874,,,,,,,,,,,ba6f918c-f4eb-42e5-b598-439a8b90e1e0,3040,,"[91.2, 72.8]",3773656,65,,,,-2.2531128,,Right Foot,,,,"[84.7, 64.8]",,Ground Pass,,10.307764,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,111,Atlético Madrid,212,['b0de5dc8-db7b-4397-ba95-ba24763ab790'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:56.506,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.748466,,,,,,,,,,,dd8b9757-6c7d-4ca4-8693-978e3b70aed2,3043,,"[84.7, 66.1]",3773656,65,,,,-1.9303023,,Right Foot,,,,"[79.1, 51.2]",,Ground Pass,,15.917601,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Center Defensive Midfield,111,Atlético Madrid,212,['0c31697c-3ad1-4ee2-aa94-ed76069fcfc9'],58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:58.122,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.930347,,,,,,,,,,,5e6a9014-a27a-488a-82a9-3e4436f2b6f7,3045,,"[79.1, 51.2]",3773656,65,,,,1.3187003,,Left Foot,,,,"[82.5, 64.4]",,Ground Pass,,13.630847,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Center Midfield,111,Atlético Madrid,212,['eea62139-3b27-4d3d-a217-6a080fef2dc5'],58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:20:58.870,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.627631,,,,,,,,,,,fd8e5c45-143b-46ba-b424-2de7c261a695,3048,,"[82.5, 64.4]",3773656,66,,,,-0.6556956,,Right Foot,,,,"[91.6, 57.4]",,Ground Pass,,11.480854,,,,João Félix Sequeira,12041.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Center Defensive Midfield,111,Atlético Madrid,212,['72fe4809-18eb-4f51-be5d-1cb3ea960967'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:00.447,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.173198,,,,,,,,,,,a8a16455-63a4-48b4-942b-cfa1b626515e,3052,,"[91.6, 57.4]",3773656,66,,,,1.1399652,,Right Foot,,,,"[99.0, 73.5]",,Ground Pass,,17.719198,,,,Marcos Llorente Moreno,6840.0,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Center Forward,111,Atlético Madrid,212,"['1fd78bd3-0366-4192-842c-bdd303d4bab4', 'dedf75b4-b8d1-4d83-a91e-0e14f84dcd8a']",2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:02.909,Pass,True,2020/2021
,,,,,,,,,,,,,,,,0.787729,,,,,,,,,,,e7e7b445-6eca-40b7-822d-8d3e41bf52da,3055,,"[99.0, 73.5]",3773656,66,,,,0.19486392,,Right Foot,,,,"[106.6, 75.0]",,Ground Pass,,7.746612,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,Marcos Llorente Moreno,6840.0,Right Center Midfield,111,Atlético Madrid,212,['b059de91-d0e9-40ef-9ae1-d931a7277508'],5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:05.835,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.191613,,,,,,,,,,,134efdf0-1f7b-45cd-a26a-236a40dd813b,3058,,"[106.6, 75.0]",3773656,66,,,,-2.970444,,Right Foot,,,,"[90.4, 72.2]",,Ground Pass,,16.440195,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,111,Atlético Madrid,212,['55327da4-128b-49b0-a85f-38782b076be0'],7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:07.043,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.923732,,,,,,,,,,,793dc3df-d8c1-4d0e-b1a1-a1fcc7367bbe,3060,,"[90.4, 72.2]",3773656,66,,,,-0.76049227,,Right Foot,,,,"[104.8, 58.5]",,Ground Pass,,19.875864,,Incomplete,,,,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Center Defensive Midfield,111,Atlético Madrid,212,['caa3d9d8-ce2b-4c31-b9ec-c7d302127b8a'],8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:08.234,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.959195,,,,,,,,,,,caa3d9d8-ce2b-4c31-b9ec-c7d302127b8a,3061,,"[15.3, 21.6]",3773656,66,,,,1.3045443,,Left Foot,,,,"[15.9, 23.8]",,Low Pass,,2.280351,,,,Miralem Pjanić,6947.0,,,,,Interception,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,111,Atlético Madrid,212,"['793dc3df-d8c1-4d0e-b1a1-a1fcc7367bbe', '946e42bb-f574-44a2-96db-39d1ca6e783f']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:21:09.158,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.79936,,,,,,,,,,,f0bec8e3-9254-4d56-a921-2b1eddacc14c,3064,,"[30.2, 23.8]",3773656,66,,,,0.8569482,,Right Foot,,,,"[43.8, 39.5]",,Low Pass,,20.771374,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Left Defensive Midfield,111,Atlético Madrid,212,"['3ac5eaeb-ae20-4df7-ab72-a68ffca3612d', '68a66fc5-8111-4da1-aa19-5edc1a48c023']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.513,Pass,,2020/2021
,,,,,,,,,,,True,,,,,1.566546,,,,,,,,,,,3ac5eaeb-ae20-4df7-ab72-a68ffca3612d,3066,,"[76.3, 40.6]",3773656,66,,,,-0.24029851,,Right Foot,,,,"[91.4, 36.9]",,Low Pass,,15.546704,,,,Ángel Martín Correa,6377.0,,,,,Interception,2,Regular Play,José María Giménez de Vargas,5259.0,Center Back,111,Atlético Madrid,212,"['93a79933-7119-405a-aa42-9bfe92fafcdf', 'f0bec8e3-9254-4d56-a921-2b1eddacc14c']",12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:21:12.312,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.180983,,,,,,,,,,,24d00ad0-6ac4-4fac-8378-89301213d71e,3073,,"[30.0, 51.7]",3773656,66,,,,1.6092389,,Right Foot,,,,"[29.7, 59.5]",,Ground Pass,,7.805767,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Frenkie de Jong,8118.0,Right Center Back,112,Barcelona,217,['0bde10bc-e435-4219-9dc8-e28edeb0d2ca'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:21:15.044,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.257401,,,,,,,,,,,877f9d91-0add-47c3-a00e-7e18a6088b56,3076,,"[42.5, 68.8]",3773656,66,,,,0.19185545,,Right Foot,,,,"[70.3, 74.2]",,Ground Pass,,28.319605,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,112,Barcelona,217,['5e0dd57f-8c5a-41fc-a9be-7f5073dd0b1d'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:21:18.218,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.822738,,,,,,,,,,,e56eb3bd-417e-4c35-8256-f22aee0f1c09,3080,,"[68.9, 79.0]",3773656,66,,,,-2.2186077,,Left Foot,,,,"[63.3, 71.6]",,Ground Pass,,9.2800865,,,,Sergino Dest,21881.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,112,Barcelona,217,"['a41857a8-bc62-4c1a-810d-208476db913d', 'e9601d2d-5f2a-41cf-97d8-cba6d3b88939']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:21:20.042,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.295309,,,,,,,,,,,5581f7d2-387f-4e08-993e-74deb848301e,3083,,"[63.3, 71.6]",3773656,66,,,,0.34302393,,Right Foot,,,,"[73.1, 75.1]",,Ground Pass,,10.406248,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergino Dest,21881.0,Right Back,112,Barcelona,217,['3af83241-9dff-4726-8ac9-8913c3cddb9b'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:21:20.972,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.036598,,,,,,,,,,,81dc887b-3d13-4c96-8f85-05760d671d01,3091,,"[91.3, 59.9]",3773656,66,,,,-1.2924967,,Left Foot,,,,"[92.3, 56.4]",,Low Pass,,3.640055,,Incomplete,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,112,Barcelona,217,"['69d72922-ebee-40f2-8d37-7cd0bbd460e3', 'db436d80-f344-4316-94f7-0ff921201598', 'ec9a1069-898c-45f3-8448-9ddba37de38b']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:21:27.087,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.562333,,,,,,,,,,,c7016549-3819-4009-8fbf-7d17679d224d,3096,,"[79.4, 34.6]",3773656,66,,,,-1.1705557,,Right Foot,,,,"[86.0, 19.0]",,Ground Pass,,16.938713,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Miralem Pjanić,6947.0,Left Defensive Midfield,112,Barcelona,217,['cdb678bf-a792-4915-88da-eed832a09ce8'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:21:29.377,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.750519,,,,,,,,,,,f3caf189-ecff-4fbf-84d8-a7d3a950adc2,3098,,"[86.3, 19.4]",3773656,66,,,,-1.5707964,,Left Foot,,,,"[86.3, 14.2]",,Ground Pass,,5.2,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['73e38b52-5e07-4ca9-9f34-7c1fb598d595'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:21:30.940,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.66582,,,,,,,,,,,c9103dce-8d60-46cc-ab12-bbfb745f4619,3101,,"[86.3, 17.2]",3773656,66,,,,-0.43345544,,Right Foot,,,,"[98.4, 11.6]",,Ground Pass,,13.333041,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,112,Barcelona,217,['9860516d-3956-41e3-bbfc-4cffdb070016'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:21:33.794,Pass,,2020/2021
,,,,,,,,,,,,,,,,0.754338,,,,,,,,,,,4a4ebe14-80ae-4160-8bc2-c9a6bc5041f4,3104,,"[98.4, 12.7]",3773656,66,,,,-0.5172874,,Left Foot,,,,"[104.2, 9.4]",,Ground Pass,,6.6730804,,,,Antoine Griezmann,5487.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['d55d2b8a-c451-459d-9230-f33b010b8298'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:21:35.436,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.669007,,,,,,,,,,,89061afe-afa2-4531-85cb-cacfc5aa0236,3107,,"[104.2, 9.4]",3773656,66,,,,2.103119,,Left Foot,,,,"[91.3, 31.3]",,Ground Pass,,25.416924,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Forward,112,Barcelona,217,['ed9e31ee-5857-403f-8a27-b4888dcd3c78'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:21:37.040,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.084484,,,,,,,,,,,72423be6-a0e9-4c7e-9789-e3a00f7152dd,3110,,"[93.8, 21.1]",3773656,66,,,,2.330559,cf284695-4693-4d72-93b2-097c779e2e6e,Left Foot,,,,"[84.3, 31.1]",,Ground Pass,,13.793115,,,,Miralem Pjanić,6947.0,True,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,112,Barcelona,217,['eb7fd5ed-9b89-4fb0-a6b8-30ade47ec194'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:21:41.704,Pass,,2020/2021
,,,,,,,,,,,,,,,,3.289676,,,,,,,,,,,480e6b52-83d0-4cf2-97d3-7c71af819e81,3116,,"[6.0, 36.0]",3773656,67,,,,-0.26337892,,Right Foot,,,,"[62.0, 20.9]",,High Pass,,58.000088,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,Goal Kick,2,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,113,Atlético Madrid,212,"['bf1af1e4-2c2a-4bf1-9ea5-8eb621161c90', 'e3d69ee1-d615-4486-9bbb-d17922459911']",9,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:09.803,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.128812,,,,,,,,,,,e3d69ee1-d615-4486-9bbb-d17922459911,3119,,"[58.1, 59.2]",3773656,67,,,True,0.3045109,,,,,,"[65.1, 61.4]",,High Pass,,7.3375745,,,,Antoine Griezmann,5487.0,,,,,Recovery,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Defensive Midfield,114,Barcelona,217,"['480e6b52-83d0-4cf2-97d3-7c71af819e81', 'b522d32a-eb94-4dbb-9932-94c1cf145f93', 'b92b910a-be0a-4a34-b454-2f84bec5fbc9']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:22:13.093,Pass,True,2020/2021
,,,,,,,,,,,,,,,,1.003635,,,,,,,,,,,b148b565-13fd-4a20-aaa5-95a006c716e3,3127,,"[62.7, 56.0]",3773656,67,,,,-1.1372149,,Left Foot,,,,"[67.7, 45.2]",,Ground Pass,,11.90126,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Antoine Griezmann,5487.0,Center Forward,114,Barcelona,217,['7e81e56d-14c2-4618-9c83-5912252d9de5'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:22:16.533,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.160622,,,,,,,,,,,4f856e18-4380-459d-be18-a5dc9d1d39ea,3130,,"[68.7, 55.8]",3773656,67,,,,1.3382394,,Left Foot,,,,"[70.5, 63.4]",,Ground Pass,,7.81025,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,114,Barcelona,217,['82ec9776-e91f-4492-8864-629a418ee0f7'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:22:19.238,Pass,,2020/2021
,,,,,,,,,,,,,,,,1.536801,,,,,,,,,,,5a318956-3f9f-4001-8441-20c38c6175d1,3133,,"[75.9, 64.4]",3773656,67,,,,0.77452904,,Right Foot,,,,"[85.2, 73.5]",,Ground Pass,,13.011534,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Defensive Midfield,114,Barcelona,217,['3a8631b2-8d83-4db4-8e43-a01fdcee8244'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:22:20.436,Pass,,2020/2021
