50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.967893,,,,,,,,,,,,,,,791a0407-4e26-480e-945e-586b0dbac82d,17,,"[63.5, 27.7]",267368,0,,,,,-0.83871186,,Right Foot,,,"[83.9, 5.0]",High Pass,,30.519667,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['cb242490-e3b8-4635-9b3d-6b9d2131f690'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.906,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.028962,,,,,,,,,,,,,,,708c4526-d9e6-4fd3-9535-37228c9ad183,20,,"[78.3, 8.7]",267368,0,,,,,-3.1124039,,Left Foot,,,"[64.6, 8.3]",Ground Pass,,13.705838,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Barcelona,217,['51b11643-4055-4c59-ad84-f43498a2c1de'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.526,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.485265,,,,,,,,,,,,,,,5c412234-7995-4c7f-8a1d-4b7f272560da,23,,"[66.9, 8.1]",267368,0,,,,,2.131228,,Left Foot,,,"[54.6, 27.7]",Ground Pass,,23.139793,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['ba17a210-aec9-42e0-a98b-5d1f8fd250c0'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.791,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.736336,,,,,,,,,,,,,,,4b95a127-3516-4cf9-a357-274febabf32a,26,,"[53.1, 36.6]",267368,0,,,,,1.2651498,,Right Foot,,,"[59.6, 57.2]",Ground Pass,,21.601158,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['05f98b38-8ec1-4576-8b3a-06e24e5ca5e4'],24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.027,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.079179,,,,,,,,,,,,,,,b0667660-dfb2-411f-b38c-c6cbaae980a3,29,,"[63.3, 56.9]",267368,0,,,,,-1.9540079,,Right Foot,,,"[55.6, 37.8]",Ground Pass,,20.593689,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Right Center Back,2,Barcelona,217,['dc316aa2-f1f9-42c0-b2aa-9fef285dc2b2'],27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.050,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.6952,,,,,,,,,,,,,,,e4499cc4-b3d4-4bd3-8aa8-cbc2ac11a04f,32,,"[56.3, 37.0]",267368,0,,,,,-0.63502675,,Right Foot,,,"[63.9, 31.4]",Ground Pass,,9.440339,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['96c6d552-4dac-4549-8cdd-055aca62cd3f'],29,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.106,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.988211,,,,,,,,,,,,,,,7d549d30-0a3b-4540-b7d2-4dfa72df8262,35,,"[63.9, 31.4]",267368,0,,,,,2.5596876,,Left Foot,,,"[56.3, 36.4]",Ground Pass,,9.097252,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['b22574e2-f6a9-4b5e-b9f2-0e3305576848'],29,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.841,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.6426,,,,,,,,,,,,,,,84b29835-d622-4010-8eec-6f28c16566ce,38,,"[71.6, 39.5]",267368,0,,,,,-1.3101939,,Right Foot,,,"[75.6, 24.5]",Ground Pass,,15.524175,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['a2d35ed3-a95e-4089-8a83-d0c565758c47'],35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.086,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.0094,,,,,,,,,,,,,,,97c5b26c-3598-42d9-9479-a04f2e8726ab,40,,"[75.6, 24.5]",267368,0,,,,,-2.7430701,,Right Foot,,,"[62.3, 18.9]",Ground Pass,,14.43087,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['f4e631e0-b005-4bc9-bb54-cdec2789498f'],35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.729,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.9505,,,,,,,,,,,,,,,c0ef786f-9d16-4c1c-ac8a-c7e18e674e3b,42,,"[62.3, 18.9]",267368,0,,,,,-0.9990671,,Left Foot,,,"[70.6, 6.0]",Ground Pass,,15.339492,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['1acc17c6-ec62-4cf9-ab7b-1c89fe2e4110'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.738,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.222469,,,,,,,,,,,,,,,55fef8dc-7e8a-4e39-86a2-8358fa0dd7e7,45,,"[70.6, 6.0]",267368,0,,,,,2.796253,,Left Foot,,,"[54.2, 11.9]",Low Pass,,17.428999,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['e1f25efe-d385-4973-a16c-8a2d587a72e8'],38,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.729,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.327808,,,,,,,,,,,,,,,ad5436d1-8f84-4102-83b0-c7242e411b26,48,,"[54.2, 11.9]",267368,0,,,,,1.6530571,,Right Foot,,,"[51.1, 49.5]",Ground Pass,,37.727577,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['84913ae4-a085-4b1c-b0b0-6705e0077711'],43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.084,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.5618,,,,,,,,,,,,,,,ebbe26cd-39b5-483d-9533-7087d0898f7e,51,,"[60.0, 51.1]",267368,0,,,,,-1.6966339,,Right Foot,,,"[57.9, 34.5]",Ground Pass,,16.732304,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Right Center Back,2,Barcelona,217,['147c5ce5-df17-4a1d-a0f0-4332bd637493'],47,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.910,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.155198,,,,,,,,,,,,,,,e5297a86-b8f1-42e4-8215-1af568279db5,54,,"[57.9, 34.1]",267368,0,,,,,-1.1183842,,Right Foot,,,"[66.6, 16.2]",Ground Pass,,19.902262,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['5a2d7b74-9492-4c85-a8e5-cdced6a2126a'],50,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.230,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.605125,,,,,,,,,,,,,,,f361d923-fdf0-4c1c-92ea-3ded62bc8694,58,,"[78.3, 17.9]",267368,0,,,,,-1.1354431,,Right Foot,,,"[84.3, 5.0]",Ground Pass,,14.227087,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,"['92422051-aa41-4e10-8723-fceac5ee5b5d', 'acbc6e1c-9c50-4b6a-b7de-89a8fa5d72e4']",53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.841,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,1.049217,,,,,,,,,,,,,,,8a8ee27e-a2fc-409b-9e47-3cba75b110c5,62,,"[83.7, 4.2]",267368,0,,,,,1.7681919,,Right Foot,,,"[82.0, 12.7]",Ground Pass,,8.668333,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Barcelona,217,"['8491f8c9-b270-4a32-8774-044627dd5645', 'af713076-5d44-4cfe-8d3d-ab45da48433e']",56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.138,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,3.476647,,,,,,,,,,,,,,,08b183a5-6a58-447c-ac00-c438877d1311,65,,"[82.0, 12.7]",267368,0,,,,,-0.016041405,,Right Foot,,,"[119.4, 12.1]",High Pass,,37.40481,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['f149a26b-2ddb-4f33-a529-1dced092058a'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.843,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.4447,,,,,,,,,,,,,,,d4504218-f212-4c12-ad13-9b4a2f3b0645,67,,"[7.0, 45.0]",267368,1,,True,,,1.3851848,,Right Foot,,,"[11.3, 67.9]",Ground Pass,,23.300215,,,Antonio Amaya Carazo,27144.0,,,,,,Goal Kick,1,From Goal Kick,Antonio Adán Garrido,6654.0,Goalkeeper,3,Real Betis,218,['52dea2b1-0298-436e-80e5-91e2bde4df52'],15,,,,,,,,,,,,,,,,Real Betis,218,00:01:15.361,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.110811,,,,,,,,,,,,,,,4cb3c030-55b2-410c-a7c6-98d6fa194957,69,,"[12.8, 67.5]",267368,1,,True,,,-1.6222531,,Right Foot,,,"[11.6, 44.2]",Ground Pass,,23.330881,,,Antonio Adán Garrido,6654.0,,,,,,,1,From Goal Kick,Antonio Amaya Carazo,27144.0,Right Center Back,3,Real Betis,218,['ba7b5368-b091-41c2-9853-832281754bf8'],17,,,,,,,,,,,,,,,,Real Betis,218,00:01:17.824,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.662684,,,,,,,,,,,,,,,989e0c0e-94c5-4113-ad7e-f3e17e1edfc6,73,,"[12.4, 46.9]",267368,1,,,,,0.2564231,,Left Foot,,,"[61.6, 59.8]",High Pass,,50.863052,Incomplete,,,,,,,,,,1,From Goal Kick,Antonio Adán Garrido,6654.0,Goalkeeper,3,Real Betis,218,"['0404fe8e-4ebe-4279-ad96-8c5ca41a0822', '6bbb69c2-0341-4650-885c-ec5bf6b7c2b6']",21,,,,,,,,,,,,,,,,Real Betis,218,00:01:21.321,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,0.2201,,,,,,,,,,,,,,,6bbb69c2-0341-4650-885c-ec5bf6b7c2b6,75,,"[59.4, 21.2]",267368,1,,,,True,-1.2490457,,,,,"[59.8, 20.0]",Low Pass,,1.264911,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Real Betis,218,"['64729c0d-ff38-42c8-8555-97a3c5066a4c', '989e0c0e-94c5-4113-ad7e-f3e17e1edfc6', 'bf560ebd-779d-41a5-a31d-e144eaeaa0e4']",23,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.983,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,3.011704,,,,,,,,,,,,,,,937c4a44-7c05-4de4-9ee8-804266664e03,77,,"[63.7, 1.0]",267368,1,,,,,2.5109572,,,,,"[41.1, 17.5]",Low Pass,,27.982315,,,Javier Alejandro Mascherano,5506.0,,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['8614ebe7-ddd9-4e58-8ec1-233eccc00e71'],33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.720,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.111128,,,,,,,,,,,,,,,91b3f513-7518-41e7-b47f-fefdf529bc25,80,,"[43.2, 24.7]",267368,1,,,,,1.0986743,,Right Foot,,,"[48.0, 34.1]",Ground Pass,,10.55462,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,['99886aa1-aec0-49a7-9b29-18a493949c69'],37,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.982,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,2.429181,,,,,,,,,,,,,,,6c10fd74-1ed5-4f18-8f51-7cfe3ef83ed8,83,,"[63.1, 43.4]",267368,1,,,,,-0.94457036,,Right Foot,,,"[91.6, 4.0]",High Pass,,48.627254,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['c846dc93-7952-4402-b750-36393bf73078'],43,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.826,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.9462,,,,,,,,,,,,,,,0fca1e52-e089-4747-bb81-9b6da64525de,87,,"[86.8, 22.2]",267368,1,,,,,2.9642308,,Right Foot,,,"[76.2, 24.1]",Ground Pass,,10.768937,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,"['2ca314f9-8a70-4cf0-97b7-18a9f0478e0e', '6ae7a1f9-85f1-4b76-99d1-4d57597eb49a']",50,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.418,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,0.627235,,,,,,,,,,,,,,,321b2d23-2563-49c4-b00f-f80db9451ce5,89,,"[76.2, 24.1]",267368,1,,,,,-0.76008713,,Right Foot,,,"[84.3, 16.4]",Ground Pass,,11.175867,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['395db43c-65b2-4e36-a2fe-23e1d51ce56f'],51,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.365,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.539571,,,,,,,,,,,,,,,e802408d-f883-4943-afed-7b3d3c26bea9,92,,"[82.2, 20.6]",267368,1,,,,,1.5707964,,Right Foot,,,"[82.2, 32.4]",Ground Pass,,11.8,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['8545d334-7270-4ca1-8863-16c851f45f66'],53,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.176,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.099815,,,,,,,,,,,,,,,2c52e84d-ef03-4224-a221-15d091755d5b,96,,"[77.7, 33.7]",267368,1,,,,,-2.7807558,,Left Foot,,,"[67.1, 29.7]",Ground Pass,,11.329607,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['497e7592-d50e-4612-9fa7-dfe04330a353'],54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.760,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.986547,,,,,,,,,,,,,,,f45c975b-04d6-4262-b006-0a84e63df70f,100,,"[71.2, 39.9]",267368,1,,,,,1.6015558,,Right Foot,,,"[70.6, 59.4]",Ground Pass,,19.509228,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,4,Barcelona,217,"['7f86660c-f4c7-41ff-95f7-e105c77c12c2', 'd90e6ed3-a1a2-4bf9-8ce0-8f6e85d9d3d6']",59,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.426,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,1.3403,,,,,,,,,,,,,,,804cbb3e-2ada-4da6-805b-3f31eff6384d,104,,"[69.8, 62.3]",267368,2,,,,,-0.26984915,,Right Foot,,,"[83.9, 58.4]",Ground Pass,,14.629422,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,"['258d8919-0b56-49b2-9c2c-63437a754834', '4b22a2de-d0dc-4b95-a0ab-ca772e1747b8']",1,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.198,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.278461,,,,,,,,,,,,,,,939d6f3f-dee4-4f64-931d-72d78468b6c4,108,,"[43.8, 20.3]",267368,2,,,,,-0.19739556,,Left Foot,,,"[58.3, 17.4]",Ground Pass,,14.787157,,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Juan Carlos Pérez López,6559.0,Left Back,5,Real Betis,218,['908403fa-9f20-4e27-a3b1-af600cc92d40'],3,,,,,,,,,,,,,,,,Real Betis,218,00:02:03.736,Pass,,2013/2014
