50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,49eb9619-10e5-4ed7-aada-53411aaa31a0,1,,,267368,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7068, 'name': 'Marc Bartra Aregall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a9a69df-de1a-440a-95a4-636e1ce56fca,2,,,267368,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26801, 'name': 'Jordi Figueras Montel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 26782, 'name': 'José Antonio Delgado Villar'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 27338, 'name': 'Lorenzo Enrique Reyes Vicencio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 24143, 'name': 'Álvaro Vadillo Cifuentes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 27339, 'name': 'Cedric Mabwati Gerard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 6}]}",Real Betis,218,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b48721cf-7270-4142-8073-78ff4914bd0b,3,,,267368,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['874f156e-4c7a-40e7-be64-e74cf104f5d2'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,874f156e-4c7a-40e7-be64-e74cf104f5d2,4,,,267368,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b48721cf-7270-4142-8073-78ff4914bd0b'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,29c1d96a-9fdd-4702-b8ee-2de691d30158,2179,,,267368,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Barcelona,217,['1e63c37f-c8d1-435e-abae-63220fdbe543'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1e63c37f-c8d1-435e-abae-63220fdbe543,2180,,,267368,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Barcelona,217,['29c1d96a-9fdd-4702-b8ee-2de691d30158'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,,1.071054,,,,,,,,,,,,,,,421ea6f8-ff67-4682-95de-04c14e73f838,5,,"[60.0, 40.0]",267368,0,,,,,-3.1249275,,Right Foot,,,"[48.0, 39.8]",Ground Pass,,12.001667,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Barcelona,217,['679f4a72-35d9-4f3c-8d56-d7948c4abcc4'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.501,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.063487,,,,,,,,,,,,,,,3cac804f-e566-4606-9611-8b12b8b73722,8,,"[47.1, 39.9]",267368,0,,,,,1.4312141,,Right Foot,,,"[48.8, 52.0]",Ground Pass,,12.218838,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['964d6524-bdf2-4c7a-b5b0-643dcf150fd1'],2,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.874,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,1.3933,,,,,,,,,,,,,,,9c8edf8d-7b6f-443a-8767-a72b05922b2d,11,,"[49.8, 51.5]",267368,0,,,,,-1.9624039,,Right Foot,,,"[41.5, 31.4]",Ground Pass,,21.746264,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['dc438920-9f24-4606-95af-6b7510208102'],5,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.965,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,0.887832,,,,,,,,,,,,,,,79aa2803-7ab2-4dc4-80da-4614d4297e1b,14,,"[43.4, 31.6]",267368,0,,,,,-0.47646743,,Right Foot,,,"[55.8, 25.2]",Ground Pass,,13.954211,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['5b0b0557-5b78-4ce5-a5aa-466e40dbd4e0'],8,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.424,Pass,,2013/2014
